drug,source tissue,target tissue,type,feature,pval,iter,feature_dim,predicted_class,predicted_prob,true_class
Atezo,BLCA,KIRC,full_graph,node,0.05,37,53,1,0.7173216694883567,1
Atezo,BLCA,KIRC,full_graph,node,0.05,38,53,0,0.009308078918096346,0
Atezo,BLCA,KIRC,full_graph,node,0.05,39,53,0,0.36064488396208283,1
Atezo,BLCA,KIRC,full_graph,node,0.05,40,53,0,0.09121389662266707,0
Atezo,BLCA,KIRC,full_graph,node,0.05,41,53,0,0.04861515701511571,0
Atezo,BLCA,KIRC,full_graph,node,0.05,42,53,1,0.595439708327121,0
Atezo,BLCA,KIRC,full_graph,node,0.05,43,53,1,0.5074080699091276,0
Atezo,BLCA,KIRC,full_graph,node,0.05,44,53,0,0.4427738047184585,0
Atezo,BLCA,KIRC,full_graph,node,0.05,45,53,0,0.35519752588687586,1
Atezo,BLCA,KIRC,full_graph,node,0.05,46,53,0,0.3737355144227183,0
Atezo,BLCA,KIRC,full_graph,node,0.05,47,53,1,0.8841115897846282,0
Atezo,BLCA,KIRC,full_graph,node,0.05,48,53,0,0.20922750725456452,0
Atezo,BLCA,KIRC,full_graph,node,0.05,49,53,0,0.14509397380611852,1
Atezo,BLCA,KIRC,full_graph,node,0.05,50,53,1,0.5204765511506053,0
Atezo,BLCA,KIRC,full_graph,node,0.05,51,53,0,0.18300867091909337,0
Atezo,BLCA,KIRC,full_graph,node,0.05,52,53,1,0.6936928301059536,1
Atezo,BLCA,KIRC,full_graph,node,0.05,53,53,1,0.8009190497441668,1
Atezo,BLCA,KIRC,full_graph,node,0.05,54,53,1,0.9990594306992377,0
Atezo,BLCA,KIRC,full_graph,node,0.05,55,53,1,0.9408192263311435,0
Atezo,BLCA,KIRC,full_graph,node,0.05,56,53,0,0.19395560923503652,0
Atezo,BLCA,KIRC,full_graph,node,0.05,57,53,0,0.24621373980044456,0
Atezo,BLCA,KIRC,full_graph,node,0.05,58,53,1,0.5119370423711255,1
Atezo,BLCA,KIRC,full_graph,node,0.05,59,53,1,0.5158311652025644,0
Atezo,BLCA,KIRC,full_graph,node,0.05,60,53,1,0.7685261778278255,0
Atezo,BLCA,KIRC,full_graph,node,0.05,61,53,0,0.03210416829719385,0
Atezo,BLCA,KIRC,full_graph,node,0.05,62,53,1,0.6665530937707665,0
Atezo,BLCA,KIRC,full_graph,node,0.05,63,53,0,0.3971462802378716,1
Atezo,BLCA,KIRC,full_graph,node,0.05,64,53,1,0.5539316299729786,1
Atezo,BLCA,KIRC,full_graph,node,0.05,65,53,0,0.15464648387039362,0
Atezo,BLCA,KIRC,full_graph,node,0.05,66,53,0,0.07286727416116964,1
Atezo,BLCA,KIRC,full_graph,node,0.05,67,53,1,0.7999473019160803,1
Atezo,BLCA,KIRC,full_graph,node,0.05,68,53,0,0.4375174116834066,0
Atezo,BLCA,KIRC,full_graph,node,0.05,69,53,1,0.8445362200774118,0
Atezo,BLCA,KIRC,full_graph,node,0.05,70,53,0,0.4356504420469142,0
Atezo,BLCA,KIRC,full_graph,node,0.05,71,53,1,0.7200108959813215,1
Atezo,BLCA,KIRC,full_graph,node,0.05,72,53,0,0.32230173853657906,0
Atezo,BLCA,KIRC,full_graph,node,0.05,73,53,0,0.013906014584375296,1
Atezo,BLCA,KIRC,full_graph,node,0.05,74,53,0,0.07957361120416481,0
Atezo,BLCA,KIRC,full_graph,node,0.05,75,53,0,0.05249524862968386,0
Atezo,BLCA,KIRC,full_graph,node,0.05,76,53,1,0.8573775137142896,0
Atezo,BLCA,KIRC,full_graph,node,0.05,77,53,1,0.858533876495008,1
Atezo,BLCA,KIRC,full_graph,node,0.05,78,53,1,0.7154229785051044,0
Atezo,BLCA,KIRC,full_graph,node,0.05,79,53,1,0.5639581326884304,1
Atezo,BLCA,KIRC,full_graph,node,0.05,80,53,0,0.13695165807126422,0
Atezo,BLCA,KIRC,full_graph,node,0.05,81,53,0,0.07184866006682074,0
Atezo,BLCA,KIRC,full_graph,node,0.05,82,53,0,0.3600831247802964,1
Atezo,BLCA,KIRC,full_graph,node,0.05,83,53,1,0.6486306508947716,1
Atezo,BLCA,KIRC,full_graph,node,0.05,84,53,1,0.5173464458303758,0
Atezo,BLCA,KIRC,full_graph,node,0.05,85,53,1,0.7785201931019694,1
Atezo,BLCA,KIRC,full_graph,node,0.05,86,53,0,0.06271685802136093,0
Atezo,BLCA,KIRC,full_graph,node,0.05,87,53,0,0.3102026072915166,0
Atezo,BLCA,KIRC,full_graph,node,0.05,88,53,1,0.5235435995421438,1
Atezo,BLCA,KIRC,full_graph,node,0.05,89,53,1,0.7409061452298041,0
Atezo,BLCA,KIRC,full_graph,node,0.05,90,53,0,0.08372096510596226,1
Atezo,BLCA,KIRC,full_graph,node,0.05,91,53,1,0.7919411317652586,0
Atezo,BLCA,KIRC,full_graph,node,0.05,92,53,0,0.4398056555606212,1
Atezo,BLCA,KIRC,full_graph,node,0.05,93,53,0,0.07310362807068539,0
Atezo,BLCA,KIRC,full_graph,node,0.05,94,53,0,0.48604189875252946,0
Atezo,BLCA,KIRC,full_graph,node,0.05,95,53,0,0.44507743654425197,0
Atezo,BLCA,KIRC,full_graph,node,0.05,96,53,1,0.8301176136021132,0
Atezo,BLCA,KIRC,full_graph,node,0.05,97,53,0,0.07489203235722049,0
Atezo,BLCA,KIRC,full_graph,node,0.05,98,53,1,0.5865353063876814,0
Atezo,BLCA,KIRC,full_graph,node,0.05,99,53,0,0.23328904773489806,0
Atezo,BLCA,KIRC,full_graph,node,0.05,100,53,0,0.0978059074177785,0
Atezo,BLCA,KIRC,full_graph,node,0.05,101,53,0,0.08036995900606086,0
Atezo,BLCA,KIRC,full_graph,node,0.05,102,53,0,0.27163836976355393,1
Atezo,BLCA,KIRC,full_graph,node,0.05,103,53,0,0.4807192333120516,0
Atezo,BLCA,KIRC,full_graph,node,0.05,104,53,0,0.4243545916064595,0
Atezo,BLCA,KIRC,full_graph,node,0.05,105,53,1,0.5419772764778333,0
Atezo,BLCA,KIRC,full_graph,node,0.05,106,53,0,0.22457277720724098,1
Atezo,BLCA,KIRC,full_graph,node,0.05,107,53,0,0.43926149106569573,0
Atezo,BLCA,KIRC,full_graph,node,0.05,108,53,0,0.2927286011949707,1
Atezo,BLCA,KIRC,full_graph,node,0.05,109,53,0,0.1936524496194996,1
Atezo,BLCA,KIRC,full_graph,node,0.05,110,53,0,0.21490853064477233,0
Atezo,BLCA,KIRC,full_graph,node,0.05,111,53,1,0.5305429781713429,0
Atezo,BLCA,KIRC,full_graph,node,0.05,112,53,0,0.32053103924283394,1
Atezo,BLCA,KIRC,full_graph,node,0.05,113,53,1,0.9915914207038602,1
Atezo,BLCA,KIRC,full_graph,node,0.05,114,53,1,0.6193078401629264,0
Atezo,BLCA,KIRC,full_graph,node,0.05,115,53,1,0.7011687104133101,0
Atezo,BLCA,KIRC,full_graph,node,0.05,116,53,1,0.7978838283193993,0
Atezo,BLCA,KIRC,full_graph,node,0.05,117,53,1,0.5958614887106664,1
Atezo,BLCA,KIRC,full_graph,node,0.05,118,53,0,0.19463324188134642,0
Atezo,BLCA,KIRC,full_graph,node,0.05,119,53,0,0.36129271558166515,0
Atezo,BLCA,KIRC,full_graph,node,0.05,120,53,0,0.004043425711553801,0
Atezo,BLCA,KIRC,full_graph,node,0.05,121,53,1,0.7038729198016952,0
Atezo,BLCA,KIRC,full_graph,node,0.05,122,53,1,0.6783763058826143,0
Atezo,BLCA,KIRC,full_graph,node,0.05,123,53,0,0.2330588884704139,0
Atezo,BLCA,KIRC,full_graph,node,0.05,124,53,0,0.39081760098501755,1
Atezo,BLCA,KIRC,full_graph,node,0.05,125,53,1,0.5224459618055114,0
Atezo,BLCA,KIRC,full_graph,node,0.05,126,53,0,0.2020338751500485,0
Atezo,BLCA,KIRC,full_graph,node,0.05,127,53,1,0.8360149277794431,1
Atezo,BLCA,KIRC,full_graph,node,0.05,128,53,1,0.7236261107276348,0
Atezo,BLCA,KIRC,full_graph,node,0.05,129,53,1,0.8064178016610491,1
Atezo,BLCA,KIRC,full_graph,node,0.05,130,53,0,0.19945136733722119,0
Atezo,BLCA,KIRC,full_graph,node,0.05,131,53,0,0.4611786914442408,0
Atezo,BLCA,KIRC,full_graph,node,0.05,132,53,0,0.004298153916055799,0
Atezo,BLCA,KIRC,full_graph,node,0.05,133,53,0,0.3239976627030805,0
Atezo,BLCA,KIRC,full_graph,node,0.05,134,53,1,0.6980678518610771,1
Atezo,BLCA,KIRC,full_graph,node,0.05,135,53,0,0.37071717891701617,0
Atezo,BLCA,KIRC,full_graph,node,0.05,136,53,0,0.18451703890239457,0
Atezo,BLCA,KIRC,full_graph,node,0.05,137,53,0,0.04143825768059878,0
Atezo,BLCA,KIRC,full_graph,node,0.05,138,53,0,0.022520324968335944,0
Atezo,BLCA,KIRC,full_graph,node,0.05,139,53,1,0.8335906633872759,0
Atezo,BLCA,KIRC,full_graph,node,0.05,140,53,0,0.3981412372395385,0
Atezo,BLCA,KIRC,full_graph,node,0.05,141,53,1,0.9082872661714336,0
Atezo,BLCA,KIRC,full_graph,node,0.05,142,53,1,0.5360481536494488,0
Atezo,BLCA,KIRC,full_graph,node,0.05,143,53,0,0.007170740855731423,0
Atezo,BLCA,KIRC,full_graph,node,0.05,144,53,0,0.4513252695190878,0
Atezo,BLCA,KIRC,full_graph,node,0.05,145,53,1,0.648839721405702,0
Atezo,BLCA,KIRC,full_graph,node,0.05,146,53,1,0.5768550878575817,1
Atezo,BLCA,KIRC,full_graph,node,0.05,147,53,0,0.034350734662481015,1
Atezo,BLCA,KIRC,full_graph,node,0.05,148,53,0,0.011958043142999752,0
Atezo,BLCA,KIRC,full_graph,node,0.05,149,53,1,0.7647261880046978,0
Atezo,BLCA,KIRC,full_graph,node,0.05,150,53,0,0.4214193123778849,0
Atezo,BLCA,KIRC,full_graph,node,0.05,151,53,0,0.15103150678284757,0
Atezo,BLCA,KIRC,full_graph,node,0.05,152,53,1,0.9860717295210808,1
Atezo,BLCA,KIRC,full_graph,node,0.05,153,53,1,0.8828896036214766,1
Atezo,BLCA,KIRC,full_graph,node,0.05,154,53,0,0.4800707516506474,1
Atezo,BLCA,KIRC,full_graph,node,0.05,155,53,0,0.1185175394083953,0
Atezo,BLCA,KIRC,full_graph,node,0.05,156,53,0,0.1416534945624615,0
Atezo,BLCA,KIRC,full_graph,node,0.05,157,53,0,0.12739765911812584,0
Atezo,BLCA,KIRC,full_graph,node,0.05,158,53,0,0.3368000395590027,0
Atezo,BLCA,KIRC,full_graph,node,0.05,159,53,0,0.4053316485284227,1
Atezo,BLCA,KIRC,full_graph,node,0.05,160,53,0,0.05969097083423813,1
Atezo,BLCA,KIRC,full_graph,node,0.05,161,53,0,0.18937126538822804,0
Atezo,BLCA,KIRC,full_graph,node,0.05,162,53,1,0.8399860027664818,0
Atezo,BLCA,KIRC,full_graph,node,0.05,163,53,0,0.17002101260436264,0
Atezo,BLCA,KIRC,full_graph,node,0.05,164,53,1,0.7745040894769555,0
Atezo,BLCA,KIRC,full_graph,node,0.05,165,53,0,0.04995900174330315,0
Atezo,BLCA,KIRC,full_graph,node,0.05,166,53,0,0.2902731182074082,1
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,0,53,1,0.6298754144299887,0
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,1,53,0,0.48032314972763523,0
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,2,53,0,0.24597872373439272,0
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,3,53,0,0.3654983280591569,0
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,4,53,1,0.6479546396687818,1
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,5,53,0,0.021656324398780194,0
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,6,53,0,0.17580796710124266,0
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,7,53,0,0.11678851084197268,0
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,8,53,1,0.5161452149398379,1
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,9,53,0,0.09568392667659989,0
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,10,53,1,0.9518584552119006,1
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,11,53,0,0.2741335468603319,0
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,12,53,1,0.6695353573883213,0
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,13,53,0,0.218009320522392,1
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,14,53,0,0.2406753683820815,1
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,15,53,0,0.4107341824326461,0
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,16,53,0,0.19258285929736316,1
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,17,53,1,0.5592908669208705,0
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,18,53,0,0.06709646267917241,0
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,19,53,1,0.5337951414130525,0
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,20,53,0,0.420705823006585,0
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,21,53,1,0.9866951571831032,0
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,22,53,1,0.5205771952941556,1
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,23,53,1,0.580313403622264,0
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,24,53,0,0.27147208788148425,1
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,25,53,0,0.012252640952608702,0
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,26,53,1,0.7912622051674434,0
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,27,53,0,0.04662903577898023,0
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,28,53,1,0.6741380244595094,0
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,29,53,0,0.01803030646523889,0
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,30,53,1,0.6320128900335288,0
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,31,53,1,0.5626198962858142,0
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,32,53,1,0.8686756865582753,1
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,33,53,0,0.2206205320383412,0
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,34,53,1,0.7700647989410606,0
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,35,53,0,0.015196125553036342,0
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,36,53,1,0.7125204411807045,0
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,37,53,1,0.6904055118273219,1
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,38,53,0,6.98351383680491e-05,0
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,39,53,0,0.2531177826388651,1
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,40,53,0,0.27613790704483077,0
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,41,53,0,0.07397144173363669,0
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,42,53,1,0.7865596868667912,0
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,43,53,0,0.02789501224400593,0
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,44,53,0,0.3290594871904114,0
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,45,53,0,0.21152788851477575,1
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,46,53,1,0.7895305772426635,0
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,47,53,0,0.15660925001742465,0
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,48,53,0,0.1390528712661867,0
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,49,53,0,0.16506348169966498,1
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,50,53,0,0.18009244679973588,0
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,51,53,0,0.4192298268717707,0
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,52,53,1,0.8318853388991974,1
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,53,53,0,0.4644362889540984,1
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,54,53,1,0.9999480775486362,0
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,55,53,1,0.6464792486851122,0
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,56,53,0,0.21159280708385145,0
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,57,53,0,0.06484013505104183,0
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,58,53,1,0.8736258642172376,1
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,59,53,1,0.7536054561279086,0
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,60,53,1,0.8943385206478317,0
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,61,53,0,0.29577042158515127,0
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,62,53,1,0.8768642692864332,0
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,63,53,0,0.4144932765412591,1
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,64,53,1,0.8301015198670084,1
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,65,53,0,0.3178367215720527,0
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,66,53,1,0.5863539938439977,1
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,67,53,1,0.8934723291887199,1
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,68,53,1,0.5344371299442726,0
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,69,53,0,0.09213507414747282,0
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,70,53,1,0.5270677473614936,0
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,71,53,1,0.6399211272864626,1
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,72,53,0,0.23892470267243557,0
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,73,53,0,0.12170048756554215,1
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,74,53,0,0.09202783536293398,0
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,75,53,0,0.039900815728468854,0
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,76,53,0,0.0433048058417452,0
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,77,53,1,0.6336454325285523,1
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,78,53,0,0.28376028594735186,0
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,79,53,1,0.525100468566586,1
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,80,53,0,0.3961654345179381,0
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,81,53,1,0.7102562479619638,0
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,82,53,0,0.4718383604382895,1
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,83,53,1,0.6658843066272517,1
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,84,53,0,0.1873471349313802,0
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,85,53,0,0.4349759193536217,1
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,86,53,0,0.38367770816883734,0
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,87,53,0,0.04246991148204133,0
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,88,53,1,0.8259091588310794,1
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,89,53,1,0.7446296623948773,0
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,90,53,0,0.36174641358136306,1
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,91,53,0,0.4904829238783352,0
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,92,53,0,0.1626060449127024,1
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,93,53,0,0.47874094838279874,0
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,94,53,0,0.1897586039252141,0
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,95,53,1,0.7340409612864939,0
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,96,53,1,0.5000346447821205,0
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,97,53,0,0.026371753973989477,0
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,98,53,0,0.43635148364055526,0
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,99,53,1,0.6311818410480704,0
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,100,53,0,0.45382933978128837,0
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,101,53,1,0.8098245667657888,0
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,102,53,1,0.5265357248954574,1
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,103,53,1,0.9381214627494207,0
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,104,53,1,0.5607416311241394,0
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,105,53,1,0.8906341753426159,0
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,106,53,0,0.2858151998208789,1
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,107,53,0,0.47049128398742046,0
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,108,53,1,0.5261539215281972,1
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,109,53,0,0.250466506973468,1
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,110,53,0,0.31359647334529767,0
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,111,53,1,0.7867091890959562,0
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,112,53,0,0.032002779288695195,1
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,113,53,1,0.7878718998646042,1
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,114,53,0,0.12080572346056029,0
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,115,53,1,0.611143306082007,0
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,116,53,0,0.11630744666005588,0
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,117,53,1,0.8958522196064194,1
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,118,53,0,0.08918358921897217,0
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,119,53,0,0.4118244283908143,0
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,120,53,0,0.2576259078768922,0
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,121,53,1,0.6906655899546663,0
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,122,53,0,0.36314760367618965,0
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,123,53,0,0.2846373302807141,0
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,124,53,0,0.4798937215841379,1
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,125,53,0,0.16396434718049732,0
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,126,53,0,0.16467844170639032,0
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,127,53,1,0.984592528244703,1
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,128,53,0,0.09770806158107528,0
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,129,53,1,0.5884917007558451,1
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,130,53,0,0.1445724416324613,0
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,131,53,1,0.6612120235573269,0
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,132,53,0,0.10041140839919944,0
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,133,53,0,0.18294966263706872,0
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,134,53,1,0.8344670421196466,1
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,135,53,0,0.23963058176401883,0
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,136,53,0,0.35576933523570964,0
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,137,53,0,0.3688028690723964,0
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,138,53,0,0.13413285102397082,0
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,139,53,1,0.5978732703332934,0
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,140,53,1,0.5416592090928596,0
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,141,53,0,0.3136207083702236,0
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,142,53,0,0.1350198459877921,0
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,143,53,0,0.13956995084787427,0
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,144,53,1,0.8116652927927945,0
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,145,53,0,0.3681745267286794,0
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,146,53,0,0.4998556499021965,1
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,147,53,0,0.35754615971616127,1
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,148,53,0,0.0999723485183208,0
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,149,53,0,0.4742642344461347,0
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,150,53,1,0.527687844958919,0
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,151,53,1,0.6770000425196123,0
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,152,53,1,0.6271090876587472,1
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,153,53,0,0.23433353150331807,1
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,154,53,0,0.025562082705033774,1
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,155,53,0,0.072931716804143,0
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,156,53,0,0.025308630630125204,0
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,157,53,1,0.5696152011311685,0
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,158,53,1,0.5649141062391129,0
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,159,53,0,0.39822576818969985,1
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,160,53,1,0.6008102790804897,1
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,161,53,0,0.13988880137314536,0
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,162,53,1,0.6753768342591951,0
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,163,53,0,0.09782286792694013,0
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,164,53,0,0.31350584067082493,0
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,165,53,0,0.323705119552996,0
Atezo,BLCA,KIRC,full_graph,node-matched-random,0.05,166,53,0,0.49229595322627095,1
Atezo,BLCA,KIRC,full_graph,node,0.01,0,10,0,0.4708825922604782,0
Atezo,BLCA,KIRC,full_graph,node,0.01,1,10,1,0.5934421076603064,0
Atezo,BLCA,KIRC,full_graph,node,0.01,2,10,0,0.48022709597035035,0
Atezo,BLCA,KIRC,full_graph,node,0.01,3,10,1,0.564577815519485,0
Atezo,BLCA,KIRC,full_graph,node,0.01,4,10,1,0.5089818953754769,1
Atezo,BLCA,KIRC,full_graph,node,0.01,5,10,0,0.3202454629171212,0
Atezo,BLCA,KIRC,full_graph,node,0.01,6,10,0,0.3736075275508111,0
Atezo,BLCA,KIRC,full_graph,node,0.01,7,10,0,0.4630056775375508,0
