drug,source tissue,target tissue,type,feature,pval,iter,feature_dim,predicted_class,predicted_prob,true_class
Atezo,BLCA,KIRC,lcc_only,edge,0.1,135,178,0,0.010925222872845676,0
Atezo,BLCA,KIRC,lcc_only,edge,0.1,136,178,0,0.2842625960882259,0
Atezo,BLCA,KIRC,lcc_only,edge,0.1,137,178,0,0.012281771090062866,0
Atezo,BLCA,KIRC,lcc_only,edge,0.1,138,178,0,0.008620706665557086,0
Atezo,BLCA,KIRC,lcc_only,edge,0.1,139,178,1,0.9252990613931787,0
Atezo,BLCA,KIRC,lcc_only,edge,0.1,140,178,0,0.2807551070783432,0
Atezo,BLCA,KIRC,lcc_only,edge,0.1,141,178,0,0.18224249452591437,0
Atezo,BLCA,KIRC,lcc_only,edge,0.1,142,178,0,0.050322579121485175,0
Atezo,BLCA,KIRC,lcc_only,edge,0.1,143,178,0,0.005375800946017762,0
Atezo,BLCA,KIRC,lcc_only,edge,0.1,144,178,1,0.5702837225048231,0
Atezo,BLCA,KIRC,lcc_only,edge,0.1,145,178,1,0.541284588307387,0
Atezo,BLCA,KIRC,lcc_only,edge,0.1,146,178,1,0.6216813234133748,1
Atezo,BLCA,KIRC,lcc_only,edge,0.1,147,178,0,0.03477826368867561,1
Atezo,BLCA,KIRC,lcc_only,edge,0.1,148,178,0,0.00029513202761024865,0
Atezo,BLCA,KIRC,lcc_only,edge,0.1,149,178,1,0.9928919985313169,0
Atezo,BLCA,KIRC,lcc_only,edge,0.1,150,178,0,0.08392917444866406,0
Atezo,BLCA,KIRC,lcc_only,edge,0.1,151,178,0,0.0755919678076308,0
Atezo,BLCA,KIRC,lcc_only,edge,0.1,152,178,1,0.9999974267387569,1
Atezo,BLCA,KIRC,lcc_only,edge,0.1,153,178,1,0.5166388730511192,1
Atezo,BLCA,KIRC,lcc_only,edge,0.1,154,178,0,0.321892884280451,1
Atezo,BLCA,KIRC,lcc_only,edge,0.1,155,178,0,0.4648565331880913,0
Atezo,BLCA,KIRC,lcc_only,edge,0.1,156,178,0,0.2615784396406942,0
Atezo,BLCA,KIRC,lcc_only,edge,0.1,157,178,0,0.33894830378377605,0
Atezo,BLCA,KIRC,lcc_only,edge,0.1,158,178,1,0.8293658019676533,0
Atezo,BLCA,KIRC,lcc_only,edge,0.1,159,178,0,0.3186615761484058,1
Atezo,BLCA,KIRC,lcc_only,edge,0.1,160,178,0,0.08516220847235512,1
Atezo,BLCA,KIRC,lcc_only,edge,0.1,161,178,0,0.021348917560340512,0
Atezo,BLCA,KIRC,lcc_only,edge,0.1,162,178,1,0.7655052505392507,0
Atezo,BLCA,KIRC,lcc_only,edge,0.1,163,178,0,0.0003673774448681882,0
Atezo,BLCA,KIRC,lcc_only,edge,0.1,164,178,0,0.0002655966389354027,0
Atezo,BLCA,KIRC,lcc_only,edge,0.1,165,178,0,0.005958006906400984,0
Atezo,BLCA,KIRC,lcc_only,edge,0.1,166,178,0,0.09075939293813705,1
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,0,178,0,0.4959763412204449,0
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,1,178,0,0.07997222724498534,0
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,2,178,0,0.05454455258860948,0
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,3,178,0,0.041010797037924256,0
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,4,178,1,0.7665912311005488,1
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,5,178,0,0.08802533905286743,0
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,6,178,0,0.001422859879437693,0
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,7,178,0,0.0016120519051069922,0
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,8,178,1,0.970510952286043,1
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,9,178,0,0.07935876683045971,0
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,10,178,0,0.3018827687294225,1
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,11,178,1,0.7642147994835843,0
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,12,178,1,0.6363358366928966,0
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,13,178,1,0.9766796368051118,1
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,14,178,1,0.934921698817514,1
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,15,178,1,0.8841025578113373,0
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,16,178,0,0.009738352055473057,1
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,17,178,0,0.4260973010380169,0
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,18,178,0,0.0029953193489778095,0
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,19,178,0,0.27318756258221766,0
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,20,178,0,0.4715812396190342,0
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,21,178,1,0.6439055216119142,0
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,22,178,0,0.23237856523431252,1
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,23,178,1,0.967447292947104,0
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,24,178,0,0.005260788661936894,1
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,25,178,0,0.03493892644405889,0
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,26,178,1,0.7643753142363351,0
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,27,178,1,0.7134005697840968,0
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,28,178,0,0.35458114352981235,0
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,29,178,0,0.007864726545721554,0
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,30,178,1,0.7667125540675156,0
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,31,178,0,0.21949208451273447,0
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,32,178,0,0.025382877992427205,1
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,33,178,1,0.6164526581165481,0
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,34,178,1,0.9605476454213824,0
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,35,178,0,0.07641138880747782,0
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,36,178,1,0.6937413095123423,0
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,37,178,1,0.7648564709998482,1
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,38,178,0,0.03128548733615109,0
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,39,178,1,0.5916013328732044,1
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,40,178,0,0.04924807405959542,0
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,41,178,0,0.029487749311509204,0
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,42,178,0,0.14995599883415667,0
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,43,178,0,0.31752788345736754,0
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,44,178,1,0.7854520927892635,0
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,45,178,0,0.013668101799652563,1
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,46,178,0,0.18859513664195812,0
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,47,178,1,0.5776264057876996,0
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,48,178,1,0.6223869172070299,0
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,49,178,1,0.5836117114999044,1
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,50,178,0,0.053073877154230155,0
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,51,178,0,0.4460970125847183,0
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,52,178,1,0.5283645550411623,1
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,53,178,0,0.35336906468410867,1
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,54,178,0,8.069928630461561e-07,0
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,55,178,1,0.516609629658505,0
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,56,178,0,0.07221201713344026,0
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,57,178,0,0.1754562727562906,0
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,58,178,0,0.3902258514420139,1
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,59,178,0,0.023638527815470416,0
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,60,178,1,0.650720656763468,0
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,61,178,0,0.3156878267693146,0
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,62,178,1,0.646544993347258,0
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,63,178,1,0.536864018128135,1
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,64,178,1,0.6500081823551166,1
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,65,178,0,0.027215392602798583,0
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,66,178,1,0.6019982282179527,1
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,67,178,1,0.6302434104565162,1
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,68,178,0,0.1694942858310772,0
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,69,178,1,0.9009737120583701,0
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,70,178,0,0.2078902943105894,0
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,71,178,0,0.10163434365056576,1
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,72,178,0,0.1725464668065969,0
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,73,178,0,0.13927839677026196,1
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,74,178,0,0.07528943204188347,0
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,75,178,0,0.03533104559749719,0
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,76,178,1,0.9992428817594415,0
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,77,178,1,0.6827479591976147,1
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,78,178,0,0.10582413574979102,0
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,79,178,1,0.7812643498625672,1
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,80,178,1,0.6378856648871899,0
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,81,178,1,0.9738061282491748,0
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,82,178,0,0.4266796966354352,1
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,83,178,0,0.21379347872532808,1
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,84,178,0,0.3187835993950689,0
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,85,178,0,0.48611036779517125,1
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,86,178,0,0.37524756073586013,0
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,87,178,1,0.5485815138654296,0
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,88,178,0,0.3230878041346573,1
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,89,178,0,0.09751781480601805,0
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,90,178,0,0.003237180764497708,1
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,91,178,0,0.019022108708329474,0
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,92,178,0,0.35720967217327065,1
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,93,178,0,0.012481616824574757,0
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,94,178,1,0.9000143647715504,0
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,95,178,0,0.18493778878390169,0
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,96,178,0,0.30463490205824795,0
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,97,178,0,0.011495906360302734,0
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,98,178,0,0.43003010961241184,0
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,99,178,1,0.8868999457873662,0
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,100,178,0,0.10642378915941411,0
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,101,178,0,0.23114568363673557,0
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,102,178,0,0.15278650313204947,1
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,103,178,0,0.054513135307310855,0
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,104,178,0,0.0862814864712179,0
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,105,178,0,0.2492728798640888,0
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,106,178,0,0.24831284361251915,1
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,107,178,1,0.6716688958473058,0
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,108,178,1,0.5166153375875704,1
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,109,178,0,0.11172887571086584,1
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,110,178,1,0.620219292404809,0
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,111,178,0,0.08311567045429216,0
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,112,178,0,0.24195102495833495,1
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,113,178,1,0.8404790391710034,1
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,114,178,0,0.022288647591980126,0
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,115,178,1,0.8020972496482784,0
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,116,178,0,0.4668153531589724,0
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,117,178,1,0.8794381718847082,1
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,118,178,0,0.3593954516327446,0
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,119,178,0,0.061844388384805646,0
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,120,178,0,0.05050703745562594,0
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,121,178,0,0.2502822127131841,0
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,122,178,0,0.1488093306601432,0
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,123,178,0,0.022656460746141287,0
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,124,178,1,0.7910478184379399,1
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,125,178,0,0.034845362613949236,0
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,126,178,0,0.010990589320610415,0
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,127,178,1,0.5084542984932983,1
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,128,178,0,0.07006002241177836,0
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,129,178,1,0.7949551134120879,1
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,130,178,0,0.10915847104625664,0
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,131,178,0,0.0011472621223914882,0
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,132,178,0,0.0004451652481120829,0
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,133,178,0,0.09405090804709917,0
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,134,178,0,0.4411592041778105,1
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,135,178,1,0.714366409266547,0
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,136,178,1,0.6060596325076396,0
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,137,178,0,0.29276282411271276,0
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,138,178,0,0.32409197599449097,0
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,139,178,0,0.2251868752126657,0
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,140,178,1,0.7781534951435417,0
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,141,178,0,0.0016219111167394221,0
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,142,178,0,0.004119703506932823,0
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,143,178,0,0.004835455986383629,0
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,144,178,1,0.8977563718563109,0
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,145,178,0,0.3828472312165552,0
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,146,178,0,0.3553485311965066,1
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,147,178,0,0.44441985575224885,1
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,148,178,0,0.017281884856573747,0
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,149,178,1,0.7623720411020111,0
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,150,178,0,0.2817837722966318,0
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,151,178,0,0.014704667439620758,0
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,152,178,1,0.7828727914163519,1
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,153,178,0,0.18891224665016704,1
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,154,178,1,0.8166539239084271,1
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,155,178,0,0.1497169088198684,0
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,156,178,0,0.1215366983662678,0
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,157,178,1,0.9325517989705875,0
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,158,178,0,0.26799285155396885,0
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,159,178,1,0.5214043227742625,1
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,160,178,0,0.04666073691543477,1
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,161,178,0,0.0011428110725359478,0
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,162,178,1,0.7912533090721012,0
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,163,178,0,0.014217643354118377,0
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,164,178,0,0.49022230775745446,0
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,165,178,0,0.18262432082813815,0
Atezo,BLCA,KIRC,lcc_only,edge-matched-random,0.1,166,178,0,0.022014375628028927,1
Atezo,BLCA,KIRC,lcc_only,edge,0.05,0,137,1,0.531114090336305,0
Atezo,BLCA,KIRC,lcc_only,edge,0.05,1,137,1,0.6714858719683217,0
Atezo,BLCA,KIRC,lcc_only,edge,0.05,2,137,0,0.14849888353618745,0
Atezo,BLCA,KIRC,lcc_only,edge,0.05,3,137,1,0.7027042425457259,0
Atezo,BLCA,KIRC,lcc_only,edge,0.05,4,137,1,0.5953128322963774,1
Atezo,BLCA,KIRC,lcc_only,edge,0.05,5,137,1,0.9241501108685174,0
Atezo,BLCA,KIRC,lcc_only,edge,0.05,6,137,0,0.10004288847482656,0
Atezo,BLCA,KIRC,lcc_only,edge,0.05,7,137,0,0.30282678405498614,0
Atezo,BLCA,KIRC,lcc_only,edge,0.05,8,137,1,0.8379036523212197,1
Atezo,BLCA,KIRC,lcc_only,edge,0.05,9,137,0,0.029279769255731197,0
Atezo,BLCA,KIRC,lcc_only,edge,0.05,10,137,1,0.9349287224580716,1
Atezo,BLCA,KIRC,lcc_only,edge,0.05,11,137,1,0.9732578071451116,0
Atezo,BLCA,KIRC,lcc_only,edge,0.05,12,137,1,0.5207975218531435,0
Atezo,BLCA,KIRC,lcc_only,edge,0.05,13,137,0,0.16471116947631337,1
Atezo,BLCA,KIRC,lcc_only,edge,0.05,14,137,0,0.40740286493016376,1
Atezo,BLCA,KIRC,lcc_only,edge,0.05,15,137,0,0.3287467003839931,0
Atezo,BLCA,KIRC,lcc_only,edge,0.05,16,137,0,0.20982064611389045,1
Atezo,BLCA,KIRC,lcc_only,edge,0.05,17,137,0,0.17001212828211373,0
Atezo,BLCA,KIRC,lcc_only,edge,0.05,18,137,0,0.043878833064888066,0
Atezo,BLCA,KIRC,lcc_only,edge,0.05,19,137,1,0.5879161908515236,0
Atezo,BLCA,KIRC,lcc_only,edge,0.05,20,137,0,0.31346898323731903,0
Atezo,BLCA,KIRC,lcc_only,edge,0.05,21,137,1,0.580434422930611,0
Atezo,BLCA,KIRC,lcc_only,edge,0.05,22,137,0,0.4872154270644682,1
Atezo,BLCA,KIRC,lcc_only,edge,0.05,23,137,0,0.48493701961474694,0
Atezo,BLCA,KIRC,lcc_only,edge,0.05,24,137,1,0.7201297262143329,1
Atezo,BLCA,KIRC,lcc_only,edge,0.05,25,137,0,0.04835566257608431,0
Atezo,BLCA,KIRC,lcc_only,edge,0.05,26,137,0,0.3448681301040987,0
Atezo,BLCA,KIRC,lcc_only,edge,0.05,27,137,1,0.6381929746925143,0
Atezo,BLCA,KIRC,lcc_only,edge,0.05,28,137,0,0.4557822426274262,0
Atezo,BLCA,KIRC,lcc_only,edge,0.05,29,137,0,0.13133493007387242,0
Atezo,BLCA,KIRC,lcc_only,edge,0.05,30,137,1,0.8892608870862914,0
Atezo,BLCA,KIRC,lcc_only,edge,0.05,31,137,0,0.35050626059051093,0
Atezo,BLCA,KIRC,lcc_only,edge,0.05,32,137,0,0.40554436211507205,1
Atezo,BLCA,KIRC,lcc_only,edge,0.05,33,137,1,0.7195210971148298,0
Atezo,BLCA,KIRC,lcc_only,edge,0.05,34,137,0,0.4175683132978859,0
Atezo,BLCA,KIRC,lcc_only,edge,0.05,35,137,0,0.1691925422648625,0
Atezo,BLCA,KIRC,lcc_only,edge,0.05,36,137,1,0.5671832013818489,0
Atezo,BLCA,KIRC,lcc_only,edge,0.05,37,137,1,0.8667182101123552,1
Atezo,BLCA,KIRC,lcc_only,edge,0.05,38,137,0,0.1923007671710802,0
Atezo,BLCA,KIRC,lcc_only,edge,0.05,39,137,0,0.49236879368012176,1
Atezo,BLCA,KIRC,lcc_only,edge,0.05,40,137,0,0.060721141786928695,0
Atezo,BLCA,KIRC,lcc_only,edge,0.05,41,137,0,0.053468167729137095,0
Atezo,BLCA,KIRC,lcc_only,edge,0.05,42,137,1,0.8970539214120253,0
Atezo,BLCA,KIRC,lcc_only,edge,0.05,43,137,1,0.5384753074913021,0
Atezo,BLCA,KIRC,lcc_only,edge,0.05,44,137,1,0.6051600286186146,0
Atezo,BLCA,KIRC,lcc_only,edge,0.05,45,137,0,0.026730755528838426,1
Atezo,BLCA,KIRC,lcc_only,edge,0.05,46,137,0,0.03242217993536858,0
Atezo,BLCA,KIRC,lcc_only,edge,0.05,47,137,0,0.4250908913967742,0
Atezo,BLCA,KIRC,lcc_only,edge,0.05,48,137,0,0.1542333872505537,0
Atezo,BLCA,KIRC,lcc_only,edge,0.05,49,137,0,0.1499790732033678,1
Atezo,BLCA,KIRC,lcc_only,edge,0.05,50,137,0,0.4019282935928191,0
Atezo,BLCA,KIRC,lcc_only,edge,0.05,51,137,0,0.07563797998218497,0
Atezo,BLCA,KIRC,lcc_only,edge,0.05,52,137,0,0.34975395575633295,1
Atezo,BLCA,KIRC,lcc_only,edge,0.05,53,137,0,0.4811195275658738,1
Atezo,BLCA,KIRC,lcc_only,edge,0.05,54,137,0,0.18868217392159686,0
Atezo,BLCA,KIRC,lcc_only,edge,0.05,55,137,1,0.8220289912660421,0
Atezo,BLCA,KIRC,lcc_only,edge,0.05,56,137,0,0.021844540152877387,0
Atezo,BLCA,KIRC,lcc_only,edge,0.05,57,137,0,0.16557182398167955,0
Atezo,BLCA,KIRC,lcc_only,edge,0.05,58,137,0,0.411525209270763,1
Atezo,BLCA,KIRC,lcc_only,edge,0.05,59,137,0,0.4505170336834243,0
Atezo,BLCA,KIRC,lcc_only,edge,0.05,60,137,1,0.6857018649698726,0
Atezo,BLCA,KIRC,lcc_only,edge,0.05,61,137,0,0.0672999255269487,0
Atezo,BLCA,KIRC,lcc_only,edge,0.05,62,137,0,0.2842561304266702,0
Atezo,BLCA,KIRC,lcc_only,edge,0.05,63,137,0,0.2058909482897411,1
Atezo,BLCA,KIRC,lcc_only,edge,0.05,64,137,1,0.6460609063071897,1
Atezo,BLCA,KIRC,lcc_only,edge,0.05,65,137,0,0.01842962067664016,0
Atezo,BLCA,KIRC,lcc_only,edge,0.05,66,137,1,0.5277353561298697,1
Atezo,BLCA,KIRC,lcc_only,edge,0.05,67,137,1,0.9020453912753962,1
Atezo,BLCA,KIRC,lcc_only,edge,0.05,68,137,0,0.48340512989056533,0
Atezo,BLCA,KIRC,lcc_only,edge,0.05,69,137,1,0.7545644839047954,0
Atezo,BLCA,KIRC,lcc_only,edge,0.05,70,137,1,0.7657316989861428,0
Atezo,BLCA,KIRC,lcc_only,edge,0.05,71,137,0,0.2575806108663232,1
Atezo,BLCA,KIRC,lcc_only,edge,0.05,72,137,0,0.33691324929696065,0
Atezo,BLCA,KIRC,lcc_only,edge,0.05,73,137,0,0.007780669535000497,1
Atezo,BLCA,KIRC,lcc_only,edge,0.05,74,137,0,0.09808375461643802,0
Atezo,BLCA,KIRC,lcc_only,edge,0.05,75,137,0,0.03707168216090283,0
Atezo,BLCA,KIRC,lcc_only,edge,0.05,76,137,1,0.7460738598969673,0
Atezo,BLCA,KIRC,lcc_only,edge,0.05,77,137,1,0.793825660447794,1
Atezo,BLCA,KIRC,lcc_only,edge,0.05,78,137,1,0.7034236472328782,0
Atezo,BLCA,KIRC,lcc_only,edge,0.05,79,137,0,0.35901292000232826,1
Atezo,BLCA,KIRC,lcc_only,edge,0.05,80,137,0,0.0852261268408356,0
Atezo,BLCA,KIRC,lcc_only,edge,0.05,81,137,0,0.0323411950465624,0
Atezo,BLCA,KIRC,lcc_only,edge,0.05,82,137,0,0.002910252879309029,1
Atezo,BLCA,KIRC,lcc_only,edge,0.05,83,137,0,0.4306469819542919,1
Atezo,BLCA,KIRC,lcc_only,edge,0.05,84,137,0,0.27100005344672684,0
Atezo,BLCA,KIRC,lcc_only,edge,0.05,85,137,1,0.6075646403606522,1
Atezo,BLCA,KIRC,lcc_only,edge,0.05,86,137,0,0.12874244061027162,0
Atezo,BLCA,KIRC,lcc_only,edge,0.05,87,137,0,0.27317343276440137,0
Atezo,BLCA,KIRC,lcc_only,edge,0.05,88,137,1,0.9238280454655503,1
Atezo,BLCA,KIRC,lcc_only,edge,0.05,89,137,1,0.9553832543992871,0
Atezo,BLCA,KIRC,lcc_only,edge,0.05,90,137,0,0.45998178888356805,1
Atezo,BLCA,KIRC,lcc_only,edge,0.05,91,137,1,0.9998741501581846,0
