,drug,tissue,feature,iter,feature_dim,Train Accuracy,Train ROC_AUC,Test Accuracy,Test ROC_AUC,Test TN,Test FP,Test FN,Test TP
0,erlotinib,LUAD,targets,0,2,0.5333333333333333,0.5335968379446641,0.625,0.78125,4,4,2,6
1,erlotinib,LUAD,DiffExp,0,12,1.0,1.0,0.8125,0.90625,8,0,3,5
2,erlotinib,LUAD,edge,0,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
3,erlotinib,LUAD,edge,0,0,1.0,1.0,0.8125,0.90625,8,0,3,5
4,erlotinib,LUAD,edge-random,0,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
5,erlotinib,LUAD,edge-random,0,0,1.0,1.0,0.8125,0.90625,8,0,3,5
6,erlotinib,LUAD,node,0,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
7,erlotinib,LUAD,node,0,0,1.0,1.0,0.8125,0.90625,8,0,3,5
8,erlotinib,LUAD,node-random,0,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
9,erlotinib,LUAD,node-random,0,0,1.0,1.0,0.8125,0.90625,8,0,3,5
10,erlotinib,LUAD,node-norm,0,10,0.6888888888888889,0.7964426877470356,0.625,0.6875,6,2,4,4
11,erlotinib,LUAD,node-norm-random,0,10,0.8222222222222222,0.9229249011857708,0.6875,0.84375,5,3,2,6
12,erlotinib,LUAD,targets,1,2,0.5777777777777777,0.6857707509881423,0.5,0.3125,1,7,1,7
13,erlotinib,LUAD,DiffExp,1,12,0.8888888888888888,0.9683794466403163,1.0,1.0,8,0,0,8
14,erlotinib,LUAD,edge,1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
15,erlotinib,LUAD,edge,1,0,0.8888888888888888,0.9683794466403163,1.0,1.0,8,0,0,8
16,erlotinib,LUAD,edge-random,1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
17,erlotinib,LUAD,edge-random,1,0,0.8888888888888888,0.9683794466403163,1.0,1.0,8,0,0,8
18,erlotinib,LUAD,node,1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
19,erlotinib,LUAD,node,1,0,0.8888888888888888,0.9683794466403163,1.0,1.0,8,0,0,8
20,erlotinib,LUAD,node-random,1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
21,erlotinib,LUAD,node-random,1,0,0.8888888888888888,0.9683794466403163,1.0,1.0,8,0,0,8
22,erlotinib,LUAD,node-norm,1,10,0.7333333333333333,0.7411067193675889,0.5,0.53125,2,6,2,6
23,erlotinib,LUAD,node-norm-random,1,10,0.8888888888888888,0.9644268774703557,0.75,0.796875,6,2,2,6
24,erlotinib,LUAD,targets,2,2,0.6222222222222222,0.6264822134387352,0.625,0.625,4,4,2,6
25,erlotinib,LUAD,DiffExp,2,12,0.8888888888888888,0.9841897233201581,0.9375,0.921875,8,0,1,7
26,erlotinib,LUAD,edge,2,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
27,erlotinib,LUAD,edge,2,0,0.8888888888888888,0.9841897233201581,0.9375,0.921875,8,0,1,7
28,erlotinib,LUAD,edge-random,2,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
29,erlotinib,LUAD,edge-random,2,0,0.8888888888888888,0.9841897233201581,0.9375,0.921875,8,0,1,7
30,erlotinib,LUAD,node,2,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
31,erlotinib,LUAD,node,2,0,0.8888888888888888,0.9841897233201581,0.9375,0.921875,8,0,1,7
32,erlotinib,LUAD,node-random,2,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
33,erlotinib,LUAD,node-random,2,0,0.8888888888888888,0.9841897233201581,0.9375,0.921875,8,0,1,7
34,erlotinib,LUAD,node-norm,2,8,0.7111111111111111,0.7351778656126482,0.5,0.578125,3,5,3,5
35,erlotinib,LUAD,node-norm-random,2,8,0.8,0.9347826086956522,0.6875,0.78125,6,2,3,5
36,erlotinib,LUAD,targets,3,2,0.6,0.5671936758893281,0.625,0.71875,5,3,3,5
37,erlotinib,LUAD,DiffExp,3,12,0.9555555555555556,0.9881422924901186,0.8125,0.828125,7,1,2,6
38,erlotinib,LUAD,edge,3,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
39,erlotinib,LUAD,edge,3,0,0.9555555555555556,0.9881422924901186,0.8125,0.828125,7,1,2,6
40,erlotinib,LUAD,edge-random,3,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
41,erlotinib,LUAD,edge-random,3,0,0.9555555555555556,0.9881422924901186,0.8125,0.828125,7,1,2,6
42,erlotinib,LUAD,node,3,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
43,erlotinib,LUAD,node,3,0,0.9555555555555556,0.9881422924901186,0.8125,0.828125,7,1,2,6
44,erlotinib,LUAD,node-random,3,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
45,erlotinib,LUAD,node-random,3,0,0.9555555555555556,0.9881422924901186,0.8125,0.828125,7,1,2,6
46,erlotinib,LUAD,node-norm,3,8,0.6888888888888889,0.6837944664031621,0.5625,0.65625,4,4,3,5
47,erlotinib,LUAD,node-norm-random,3,8,0.7777777777777778,0.8675889328063242,0.5625,0.515625,4,4,3,5
48,erlotinib,LUAD,targets,4,2,0.7555555555555555,0.7786561264822135,0.25,0.171875,1,7,5,3
49,erlotinib,LUAD,DiffExp,4,12,0.9111111111111111,0.9861660079051384,0.875,0.921875,6,2,0,8
50,erlotinib,LUAD,edge,4,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
51,erlotinib,LUAD,edge,4,0,0.9111111111111111,0.9861660079051384,0.875,0.921875,6,2,0,8
52,erlotinib,LUAD,edge-random,4,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
53,erlotinib,LUAD,edge-random,4,0,0.9111111111111111,0.9861660079051384,0.875,0.921875,6,2,0,8
54,erlotinib,LUAD,node,4,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
55,erlotinib,LUAD,node,4,0,0.9111111111111111,0.9861660079051384,0.875,0.921875,6,2,0,8
56,erlotinib,LUAD,node-random,4,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
57,erlotinib,LUAD,node-random,4,0,0.9111111111111111,0.9861660079051384,0.875,0.921875,6,2,0,8
58,erlotinib,LUAD,node-norm,4,8,0.7111111111111111,0.7786561264822134,0.25,0.265625,1,7,5,3
