,drug,tissue,feature,iter,Train Accuracy,Train ROC_AUC,Test Accuracy,Test ROC_AUC,Test TN,Test FP,Test FN,Test TP
0,Pembro,SKCM,targets,0,0.59375,0.6040564373897707,0.696969696969697,0.6710526315789475,16,3,7,7
1,Pembro,SKCM,targets,1,0.6041666666666666,0.5895061728395061,0.6666666666666666,0.7424812030075189,14,5,6,8
2,Pembro,SKCM,targets,2,0.6354166666666666,0.6199294532627866,0.5757575757575758,0.6240601503759399,14,5,9,5
3,Pembro,SKCM,targets,3,0.6354166666666666,0.6578483245149913,0.5454545454545454,0.5169172932330828,14,5,10,4
4,Pembro,SKCM,targets,4,0.6145833333333334,0.6377865961199295,0.6363636363636364,0.5864661654135338,14,5,7,7
5,Pembro,SKCM,targets,5,0.59375,0.6205908289241623,0.6666666666666666,0.6240601503759399,16,3,8,6
6,Pembro,SKCM,targets,6,0.59375,0.5965608465608465,0.696969696969697,0.7518796992481204,16,3,7,7
7,Pembro,SKCM,targets,7,0.65625,0.667989417989418,0.42424242424242425,0.4981203007518797,8,11,8,6
8,Pembro,SKCM,targets,8,0.6145833333333334,0.6186067019400353,0.6060606060606061,0.6165413533834587,10,9,4,10
9,Pembro,SKCM,targets,9,0.6041666666666666,0.6064814814814814,0.6666666666666666,0.6842105263157895,15,4,7,7
10,Pembro,SKCM,targets,10,0.5833333333333334,0.5652557319223985,0.6666666666666666,0.7857142857142857,12,7,4,10
11,Pembro,SKCM,targets,11,0.6041666666666666,0.595679012345679,0.6666666666666666,0.6823308270676692,16,3,8,6
12,Pembro,SKCM,targets,12,0.5729166666666666,0.5687830687830688,0.7575757575757576,0.7537593984962405,16,3,5,9
13,Pembro,SKCM,targets,13,0.6145833333333334,0.6186067019400352,0.6666666666666666,0.6409774436090226,15,4,7,7
14,Pembro,SKCM,targets,14,0.6041666666666666,0.6199294532627866,0.6666666666666666,0.6390977443609023,13,6,5,9
15,Pembro,SKCM,targets,15,0.59375,0.6291887125220458,0.6363636363636364,0.5864661654135338,15,4,8,6
16,Pembro,SKCM,targets,16,0.6354166666666666,0.6635802469135802,0.5757575757575758,0.505639097744361,13,6,8,6
17,Pembro,SKCM,targets,17,0.6145833333333334,0.6199294532627866,0.6666666666666666,0.6315789473684211,14,5,6,8
18,Pembro,SKCM,targets,18,0.6458333333333334,0.6256613756613756,0.5151515151515151,0.6240601503759399,12,7,9,5
19,Pembro,SKCM,targets,19,0.6145833333333334,0.6296296296296297,0.6363636363636364,0.618421052631579,15,4,8,6
20,Pembro,SKCM,targets,20,0.6041666666666666,0.5745149911816578,0.6666666666666666,0.8007518796992481,16,3,8,6
21,Pembro,SKCM,targets,21,0.6458333333333334,0.6331569664902998,0.5757575757575758,0.605263157894737,13,6,8,6
22,Pembro,SKCM,targets,22,0.6041666666666666,0.6199294532627866,0.6666666666666666,0.618421052631579,15,4,7,7
23,Pembro,SKCM,targets,23,0.65625,0.6858465608465608,0.5454545454545454,0.4586466165413534,9,10,5,9
24,Pembro,SKCM,targets,24,0.6145833333333334,0.6278659611992946,0.6060606060606061,0.5939849624060151,15,4,9,5
25,Pembro,SKCM,node,0,0.3958333333333333,0.43628747795414463,0.2727272727272727,0.1842105263157895,2,17,7,7
26,Pembro,SKCM,node,1,0.6354166666666666,0.6265432098765431,0.6060606060606061,0.6578947368421053,16,3,10,4
27,Pembro,SKCM,node,2,0.6354166666666666,0.6397707231040565,0.6363636363636364,0.6052631578947368,13,6,6,8
28,Pembro,SKCM,node,3,0.6666666666666666,0.6858465608465609,0.5151515151515151,0.48120300751879697,15,4,12,2
29,Pembro,SKCM,node,4,0.6354166666666666,0.6263227513227514,0.6363636363636364,0.6390977443609023,16,3,9,5
30,Pembro,SKCM,node,5,0.6354166666666666,0.6194885361552028,0.6060606060606061,0.6654135338345865,14,5,8,6
31,Pembro,SKCM,node,6,0.6354166666666666,0.6529982363315698,0.6060606060606061,0.5563909774436091,15,4,9,5
32,Pembro,SKCM,node,7,0.6354166666666666,0.626984126984127,0.6060606060606061,0.6353383458646616,15,4,9,5
33,Pembro,SKCM,node,8,0.625,0.6324955908289241,0.6666666666666666,0.6466165413533835,15,4,7,7
34,Pembro,SKCM,node,9,0.6041666666666666,0.6009700176366842,0.7272727272727273,0.7293233082706767,16,3,6,8
35,Pembro,SKCM,node,10,0.6041666666666666,0.6005291005291005,0.696969696969697,0.7537593984962406,19,0,10,4
36,Pembro,SKCM,node,11,0.6666666666666666,0.6926807760141093,0.5151515151515151,0.4342105263157895,16,3,13,1
37,Pembro,SKCM,node,12,0.6770833333333334,0.6794532627865961,0.5151515151515151,0.5,12,7,9,5
38,Pembro,SKCM,node,13,0.6145833333333334,0.5694444444444444,0.6666666666666666,0.8120300751879699,17,2,9,5
39,Pembro,SKCM,node,14,0.6354166666666666,0.6490299823633157,0.6060606060606061,0.5563909774436091,18,1,12,2
40,Pembro,SKCM,node,15,0.6041666666666666,0.6027336860670193,0.696969696969697,0.6954887218045113,18,1,9,5
41,Pembro,SKCM,node,16,0.6041666666666666,0.6144179894179894,0.696969696969697,0.6729323308270677,18,1,9,5
42,Pembro,SKCM,node,17,0.6875,0.6913580246913581,0.48484848484848486,0.43045112781954886,13,6,11,3
43,Pembro,SKCM,node,18,0.59375,0.5639329805996474,0.7272727272727273,0.8082706766917294,16,3,6,8
44,Pembro,SKCM,node,19,0.6666666666666666,0.6889329805996474,0.5151515151515151,0.4774436090225564,16,3,13,1
45,Pembro,SKCM,node,20,0.6354166666666666,0.6675485008818342,0.6363636363636364,0.5281954887218046,16,3,9,5
46,Pembro,SKCM,node,21,0.65625,0.6490299823633158,0.5454545454545454,0.5676691729323309,16,3,12,2
47,Pembro,SKCM,node,22,0.6354166666666666,0.6529982363315696,0.6060606060606061,0.5789473684210527,14,5,8,6
48,Pembro,SKCM,node,23,0.6145833333333334,0.6221340388007054,0.6666666666666666,0.650375939849624,17,2,9,5
49,Pembro,SKCM,node,24,0.6145833333333334,0.623015873015873,0.6666666666666666,0.6484962406015038,17,2,9,5
50,Pembro,SKCM,norm-node,0,0.6354166666666666,0.6920194003527338,0.6060606060606061,0.5827067669172932,12,7,6,8
51,Pembro,SKCM,norm-node,1,0.6875,0.7369929453262787,0.3939393939393939,0.44360902255639095,7,12,8,6
52,Pembro,SKCM,norm-node,2,0.6770833333333334,0.6962081128747796,0.48484848484848486,0.5733082706766918,8,11,6,8
53,Pembro,SKCM,norm-node,3,0.59375,0.6203703703703703,0.7272727272727273,0.8007518796992481,13,6,3,11
54,Pembro,SKCM,norm-node,4,0.5729166666666666,0.6287477954144621,0.7272727272727273,0.7481203007518797,13,6,3,11
55,Pembro,SKCM,norm-node,5,0.6145833333333334,0.6538800705467371,0.6060606060606061,0.6917293233082707,11,8,5,9
56,Pembro,SKCM,norm-node,6,0.5625,0.5974426807760141,0.8181818181818182,0.8289473684210527,15,4,2,12
57,Pembro,SKCM,norm-node,7,0.65625,0.7237654320987654,0.5454545454545454,0.4962406015037595,11,8,7,7
58,Pembro,SKCM,norm-node,8,0.6875,0.7279541446208113,0.45454545454545453,0.4849624060150376,10,9,9,5
59,Pembro,SKCM,norm-node,9,0.6145833333333334,0.6483686067019401,0.6666666666666666,0.68796992481203,14,5,6,8
60,Pembro,SKCM,norm-node,10,0.5833333333333334,0.6375661375661377,0.6666666666666666,0.7218045112781954,10,9,2,12
61,Pembro,SKCM,norm-node,11,0.6770833333333334,0.6981922398589067,0.48484848484848486,0.5601503759398496,9,10,7,7
62,Pembro,SKCM,norm-node,12,0.625,0.7129629629629629,0.6060606060606061,0.5112781954887218,11,8,5,9
63,Pembro,SKCM,norm-node,13,0.6354166666666666,0.7061287477954143,0.5757575757575758,0.518796992481203,11,8,6,8
64,Pembro,SKCM,norm-node,14,0.5833333333333334,0.6208112874779543,0.6666666666666666,0.830827067669173,9,10,1,13
65,Pembro,SKCM,norm-node,15,0.6354166666666666,0.7114197530864198,0.5757575757575758,0.5112781954887218,11,8,6,8
66,Pembro,SKCM,norm-node,16,0.6354166666666666,0.6816578483245149,0.6060606060606061,0.6165413533834587,12,7,6,8
67,Pembro,SKCM,norm-node,17,0.625,0.675705467372134,0.6060606060606061,0.5977443609022557,12,7,6,8
68,Pembro,SKCM,norm-node,18,0.6041666666666666,0.6410934744268079,0.7272727272727273,0.7406015037593985,13,6,3,11
69,Pembro,SKCM,norm-node,19,0.59375,0.6360229276895943,0.7272727272727273,0.7067669172932332,13,6,3,11
70,Pembro,SKCM,norm-node,20,0.65625,0.7006172839506173,0.5454545454545454,0.5150375939849625,8,11,4,10
71,Pembro,SKCM,norm-node,21,0.625,0.6814373897707231,0.5757575757575758,0.6127819548872181,8,11,3,11
72,Pembro,SKCM,norm-node,22,0.6145833333333334,0.6492504409171075,0.6363636363636364,0.7030075187969925,12,7,5,9
73,Pembro,SKCM,norm-node,23,0.65625,0.7098765432098766,0.5454545454545454,0.5319548872180452,10,9,6,8
74,Pembro,SKCM,norm-node,24,0.6875,0.7429453262786596,0.48484848484848486,0.4793233082706767,12,7,10,4
