,Patient,Gene1,Gene2,Edge,Curvature,Response
74095,NCIH2291_LUNG,NFKBIE,NFKB2,NFKBIE;NFKB2,0.47,0
74096,NCIH2291_LUNG,NFKBIE,NFKBIB,NFKBIE;NFKBIB,-1.76,0
74097,NCIH2291_LUNG,NFKBIE,IKBKB,NFKBIE;IKBKB,-2.58,0
74098,NCIH2291_LUNG,FDFT1,HMGCR,FDFT1;HMGCR,0.33,0
74099,NCIH2291_LUNG,FDFT1,HMGCS1,FDFT1;HMGCS1,0.16,0
74100,NCIH2291_LUNG,FDFT1,DHDDS,FDFT1;DHDDS,0.2,0
74101,NCIH2291_LUNG,FDFT1,NSDHL,FDFT1;NSDHL,0.11,0
74102,NCIH2291_LUNG,FDFT1,GAPDH,FDFT1;GAPDH,-0.35,0
74103,NCIH2291_LUNG,CCND1,HSPA8,CCND1;HSPA8,-0.04,0
74104,NCIH2291_LUNG,CCND1,RB1,CCND1;RB1,0.33,0
74105,NCIH2291_LUNG,CCND1,CDK1,CCND1;CDK1,0.13,0
74106,NCIH2291_LUNG,CCND1,CDK2,CCND1;CDK2,0.26,0
74107,NCIH2291_LUNG,CCND1,SKP1,CCND1;SKP1,0.18,0
74108,NCIH2291_LUNG,CCND1,ERBB2,CCND1;ERBB2,0.27,0
74109,NCIH2291_LUNG,CCND1,MYC,CCND1;MYC,0.29,0
74110,NCIH2291_LUNG,CCND1,BRCA1,CCND1;BRCA1,0.29,0
74111,NCIH2291_LUNG,CCND1,CCND3,CCND1;CCND3,0.34,0
74112,NCIH2291_LUNG,CCND1,CDKN1A,CCND1;CDKN1A,0.32,0
74113,NCIH2291_LUNG,CCND1,JUN,CCND1;JUN,0.33,0
74114,NCIH2291_LUNG,CCND1,STAT3,CCND1;STAT3,0.34,0
74115,NCIH2291_LUNG,CCND1,SRC,CCND1;SRC,0.23,0
74116,NCIH2291_LUNG,CCND1,ELAVL1,CCND1;ELAVL1,0.24,0
74117,NCIH2291_LUNG,CCND1,CREB1,CCND1;CREB1,0.21,0
74118,NCIH2291_LUNG,CCND1,CDC25A,CCND1;CDC25A,0.36,0
74119,NCIH2291_LUNG,CCND1,HIF1A,CCND1;HIF1A,0.34,0
74120,NCIH2291_LUNG,CCND1,PCNA,CCND1;PCNA,0.2,0
74121,NCIH2291_LUNG,MTF2,SUZ12,MTF2;SUZ12,0.12,0
74122,NCIH2291_LUNG,MTF2,EZH2,MTF2;EZH2,-0.26,0
74123,NCIH2291_LUNG,AXIN1,PPP2R5A,AXIN1;PPP2R5A,-0.35,0
74124,NCIH2291_LUNG,AXIN1,CSNK1A1,AXIN1;CSNK1A1,-0.47,0
74125,NCIH2291_LUNG,AXIN1,CSNK1E,AXIN1;CSNK1E,-0.49,0
74126,NCIH2291_LUNG,CSNK1E,BHLHE40,CSNK1E;BHLHE40,-0.09,0
74127,NCIH2291_LUNG,CSNK1E,PLK1,CSNK1E;PLK1,-0.04,0
74128,NCIH2291_LUNG,CSNK1E,FOXO3,CSNK1E;FOXO3,0.09,0
74129,NCIH2291_LUNG,SMAD3,STUB1,SMAD3;STUB1,-0.3,0
74130,NCIH2291_LUNG,SMAD3,SKP1,SMAD3;SKP1,-0.13,0
74131,NCIH2291_LUNG,SMAD3,STAT3,SMAD3;STAT3,0.12,0
74132,NCIH2291_LUNG,SMAD3,MYC,SMAD3;MYC,0.11,0
74133,NCIH2291_LUNG,SMAD3,BRCA1,SMAD3;BRCA1,-0.04,0
74134,NCIH2291_LUNG,SMAD3,CDKN1A,SMAD3;CDKN1A,0.07,0
74135,NCIH2291_LUNG,SMAD3,JUN,SMAD3;JUN,0.16,0
74136,NCIH2291_LUNG,SMAD3,CREB1,SMAD3;CREB1,-0.07,0
74137,NCIH2291_LUNG,SMAD3,HIF1A,SMAD3;HIF1A,0.07,0
74138,NCIH2291_LUNG,SMAD3,FOXO3,SMAD3;FOXO3,0.11,0
74139,NCIH2291_LUNG,SMAD3,MAPK9,SMAD3;MAPK9,-0.08,0
74140,NCIH2291_LUNG,MKNK1,EIF4G1,MKNK1;EIF4G1,-0.86,0
74141,NCIH2291_LUNG,POLR1C,TBP,POLR1C;TBP,-0.87,0
74142,NCIH2291_LUNG,POLR1C,RRS1,POLR1C;RRS1,-0.67,0
74143,NCIH2291_LUNG,POLR1C,POLR2K,POLR1C;POLR2K,-0.63,0
74144,NCIH2291_LUNG,POLR1C,MRPS2,POLR1C;MRPS2,0.05,0
74145,NCIH2291_LUNG,POLR1C,RPS5,POLR1C;RPS5,-0.6,0
74146,NCIH2291_LUNG,PARP2,CASP7,PARP2;CASP7,0.38,0
74147,NCIH2291_LUNG,RAD9A,RPA1,RAD9A;RPA1,-0.37,0
74148,NCIH2291_LUNG,RAD9A,TOPBP1,RAD9A;TOPBP1,-0.22,0
74149,NCIH2291_LUNG,RAD9A,TP53BP1,RAD9A;TP53BP1,-0.79,0
74150,NCIH2291_LUNG,RAD9A,RFC5,RAD9A;RFC5,-0.56,0
74151,NCIH2291_LUNG,RAD9A,BRCA1,RAD9A;BRCA1,-1.5,0
74152,NCIH2291_LUNG,RAD9A,CHEK1,RAD9A;CHEK1,-1.0,0
74153,NCIH2291_LUNG,BECN1,PIK3C3,BECN1;PIK3C3,0.11,0
74154,NCIH2291_LUNG,BECN1,ERBB2,BECN1;ERBB2,0.06,0
74155,NCIH2291_LUNG,BECN1,ATG3,BECN1;ATG3,0.3,0
74156,NCIH2291_LUNG,BECN1,SQSTM1,BECN1;SQSTM1,-0.0,0
74157,NCIH2291_LUNG,BECN1,BIRC2,BECN1;BIRC2,-0.03,0
74158,NCIH2291_LUNG,BECN1,ABL1,BECN1;ABL1,0.16,0
74159,NCIH2291_LUNG,BECN1,BNIP3L,BECN1;BNIP3L,-0.01,0
74160,NCIH2291_LUNG,HIF1A,XBP1,HIF1A;XBP1,-0.3,0
74161,NCIH2291_LUNG,HIF1A,STAT3,HIF1A;STAT3,0.18,0
74162,NCIH2291_LUNG,HIF1A,FOXO3,HIF1A;FOXO3,0.18,0
74163,NCIH2291_LUNG,HIF1A,JUN,HIF1A;JUN,0.23,0
74164,NCIH2291_LUNG,HIF1A,SRC,HIF1A;SRC,0.1,0
74165,NCIH2291_LUNG,HIF1A,HSPA8,HIF1A;HSPA8,-0.13,0
74166,NCIH2291_LUNG,HIF1A,MYC,HIF1A;MYC,0.14,0
74167,NCIH2291_LUNG,ITGB5,PXN,ITGB5;PXN,0.39,0
74168,NCIH2291_LUNG,ITGB5,SRC,ITGB5;SRC,0.22,0
74169,NCIH2291_LUNG,ALDOA,PFKL,ALDOA;PFKL,0.41,0
74170,NCIH2291_LUNG,ALDOA,PGAM1,ALDOA;PGAM1,0.41,0
74171,NCIH2291_LUNG,ALDOA,GAPDH,ALDOA;GAPDH,0.15,0
74172,NCIH2291_LUNG,ALDOA,DERA,ALDOA;DERA,0.48,0
74173,NCIH2291_LUNG,ALDOA,HK1,ALDOA;HK1,0.27,0
74174,NCIH2291_LUNG,GFPT1,XBP1,GFPT1;XBP1,-0.55,0
74175,NCIH2291_LUNG,GFPT1,GNPDA1,GFPT1;GNPDA1,0.27,0
74176,NCIH2291_LUNG,GFPT1,HK1,GFPT1;HK1,-0.82,0
74177,NCIH2291_LUNG,SMC4,CCNB1,SMC4;CCNB1,0.14,0
74178,NCIH2291_LUNG,SMC4,CENPE,SMC4;CENPE,0.3,0
74179,NCIH2291_LUNG,SMC4,CCNB2,SMC4;CCNB2,0.21,0
74180,NCIH2291_LUNG,SMC4,AURKB,SMC4;AURKB,0.26,0
74181,NCIH2291_LUNG,SMC4,NCAPD2,SMC4;NCAPD2,0.11,0
74182,NCIH2291_LUNG,SMC4,NUSAP1,SMC4;NUSAP1,0.27,0
74183,NCIH2291_LUNG,SMC4,CDK1,SMC4;CDK1,0.15,0
74184,NCIH2291_LUNG,HDAC2,ARID4B,HDAC2;ARID4B,0.4,0
74185,NCIH2291_LUNG,HDAC2,STAT3,HDAC2;STAT3,-0.02,0
74186,NCIH2291_LUNG,HDAC2,DAXX,HDAC2;DAXX,0.25,0
74187,NCIH2291_LUNG,HDAC2,RB1,HDAC2;RB1,0.07,0
74188,NCIH2291_LUNG,HDAC2,SUZ12,HDAC2;SUZ12,0.34,0
74189,NCIH2291_LUNG,HDAC2,EZH2,HDAC2;EZH2,0.23,0
74190,NCIH2291_LUNG,HDAC2,HMG20B,HDAC2;HMG20B,0.12,0
74191,NCIH2291_LUNG,HDAC2,SUV39H1,HDAC2;SUV39H1,0.43,0
74192,NCIH2291_LUNG,HDAC2,DNMT1,HDAC2;DNMT1,0.18,0
74193,NCIH2291_LUNG,HDAC2,KDM5A,HDAC2;KDM5A,0.42,0
74194,NCIH2291_LUNG,HDAC2,BRCA1,HDAC2;BRCA1,0.02,0
74195,NCIH2291_LUNG,IQGAP1,CDC42,IQGAP1;CDC42,0.23,0
74196,NCIH2291_LUNG,IQGAP1,RHOA,IQGAP1;RHOA,0.19,0
74197,NCIH2291_LUNG,IQGAP1,SRC,IQGAP1;SRC,0.26,0
74198,NCIH2291_LUNG,CTNND1,ERBB2,CTNND1;ERBB2,0.11,0
74199,NCIH2291_LUNG,CTNND1,TJP1,CTNND1;TJP1,0.35,0
74200,NCIH2291_LUNG,CTNND1,CTTN,CTNND1;CTTN,0.22,0
74201,NCIH2291_LUNG,CTNND1,CDC42,CTNND1;CDC42,0.12,0
74202,NCIH2291_LUNG,CTNND1,RHOA,CTNND1;RHOA,0.01,0
74203,NCIH2291_LUNG,POLG2,SLC25A4,POLG2;SLC25A4,-1.24,0
74204,NCIH2291_LUNG,PPP2R5A,LPGAT1,PPP2R5A;LPGAT1,0.07,0
74205,NCIH2291_LUNG,PPP2R5A,PPP2R5E,PPP2R5A;PPP2R5E,0.07,0
74206,NCIH2291_LUNG,PPP2R5A,CDC20,PPP2R5A;CDC20,-1.02,0
74207,NCIH2291_LUNG,HSPD1,HSPA8,HSPD1;HSPA8,0.15,0
74208,NCIH2291_LUNG,CDC25B,CDK1,CDC25B;CDK1,-0.09,0
74209,NCIH2291_LUNG,CDC25B,CDK2,CDC25B;CDK2,-0.04,0
74210,NCIH2291_LUNG,CDC25B,CCNA2,CDC25B;CCNA2,-0.05,0
74211,NCIH2291_LUNG,CDC25B,CCNB1,CDC25B;CCNB1,-0.08,0
74212,NCIH2291_LUNG,CDC25B,CHEK1,CDC25B;CHEK1,-0.05,0
74213,NCIH2291_LUNG,CDC25B,PLK1,CDC25B;PLK1,-0.1,0
74214,NCIH2291_LUNG,CDC25B,CDC25A,CDC25B;CDC25A,-0.08,0
74215,NCIH2291_LUNG,RSU1,ILK,RSU1;ILK,0.2,0
74216,NCIH2291_LUNG,CASP7,CYCS,CASP7;CYCS,-0.69,0
74217,NCIH2291_LUNG,CASP7,BIRC2,CASP7;BIRC2,-0.2,0
74218,NCIH2291_LUNG,EDEM1,XBP1,EDEM1;XBP1,-0.04,0
74219,NCIH2291_LUNG,EDEM1,ATF6,EDEM1;ATF6,0.36,0
74220,NCIH2291_LUNG,EIF4EBP1,EIF4G1,EIF4EBP1;EIF4G1,-0.13,0
74221,NCIH2291_LUNG,EIF4EBP1,RPS6,EIF4EBP1;RPS6,-0.03,0
74222,NCIH2291_LUNG,GADD45B,CDK1,GADD45B;CDK1,0.06,0
74223,NCIH2291_LUNG,GADD45B,MAP3K4,GADD45B;MAP3K4,0.27,0
74224,NCIH2291_LUNG,GADD45B,CCNB2,GADD45B;CCNB2,0.06,0
74225,NCIH2291_LUNG,GADD45B,CCNB1,GADD45B;CCNB1,0.06,0
74226,NCIH2291_LUNG,GADD45B,PCNA,GADD45B;PCNA,0.02,0
74227,NCIH2291_LUNG,ORC1,CDK2,ORC1;CDK2,-1.23,0
74228,NCIH2291_LUNG,ORC1,CDK1,ORC1;CDK1,-1.39,0
74229,NCIH2291_LUNG,ORC1,CCNA2,ORC1;CCNA2,-1.24,0
74230,NCIH2291_LUNG,ORC1,CHEK1,ORC1;CHEK1,-0.95,0
74231,NCIH2291_LUNG,ORC1,CDC45,ORC1;CDC45,-0.86,0
74232,NCIH2291_LUNG,CFLAR,TICAM1,CFLAR;TICAM1,0.37,0
74233,NCIH2291_LUNG,CFLAR,ATG3,CFLAR;ATG3,0.2,0
74234,NCIH2291_LUNG,CFLAR,BIRC2,CFLAR;BIRC2,0.03,0
74235,NCIH2291_LUNG,CDC25A,SKP1,CDC25A;SKP1,-0.88,0
74236,NCIH2291_LUNG,CDC25A,CCNB1,CDC25A;CCNB1,-0.79,0
74237,NCIH2291_LUNG,CDC25A,CDK2,CDC25A;CDK2,-0.24,0
74238,NCIH2291_LUNG,CDC25A,CCNB2,CDC25A;CCNB2,-1.06,0
74239,NCIH2291_LUNG,CDC25A,PLK1,CDC25A;PLK1,-1.09,0
74240,NCIH2291_LUNG,CDC25A,CCNA2,CDC25A;CCNA2,-0.67,0
74241,NCIH2291_LUNG,CDC25A,CDK1,CDC25A;CDK1,-0.82,0
74242,NCIH2291_LUNG,CDC25A,CDC45,CDC25A;CDC45,-1.05,0
74243,NCIH2291_LUNG,CDC25A,MYC,CDC25A;MYC,-0.84,0
74244,NCIH2291_LUNG,CDC25A,CHEK1,CDC25A;CHEK1,-0.98,0
74245,NCIH2291_LUNG,CDC25A,CCND3,CDC25A;CCND3,-0.12,0
74246,NCIH2291_LUNG,CDC25A,BRCA1,CDC25A;BRCA1,-0.58,0
74247,NCIH2291_LUNG,SMARCD2,SMARCC1,SMARCD2;SMARCC1,0.39,0
74248,NCIH2291_LUNG,SMARCD2,BCL7B,SMARCD2;BCL7B,0.75,0
74249,NCIH2291_LUNG,UBE2A,STUB1,UBE2A;STUB1,0.01,0
74250,NCIH2291_LUNG,SKP1,NFKBIA,SKP1;NFKBIA,0.15,0
74251,NCIH2291_LUNG,SKP1,CDK2,SKP1;CDK2,-0.09,0
74252,NCIH2291_LUNG,SKP1,NFKBIB,SKP1;NFKBIB,0.31,0
74253,NCIH2291_LUNG,SKP1,FBXO11,SKP1;FBXO11,0.34,0
74254,NCIH2291_LUNG,SKP1,CCNA2,SKP1;CCNA2,-0.3,0
74255,NCIH2291_LUNG,SKP1,CDKN1A,SKP1;CDKN1A,-0.05,0
74256,NCIH2291_LUNG,SKP1,MYC,SKP1;MYC,-0.57,0
74257,NCIH2291_LUNG,SKP1,CCNF,SKP1;CCNF,0.13,0
74258,NCIH2291_LUNG,CHEK1,RPA1,CHEK1;RPA1,-0.13,0
74259,NCIH2291_LUNG,CHEK1,CCNB1,CHEK1;CCNB1,-0.06,0
74260,NCIH2291_LUNG,CHEK1,TOPBP1,CHEK1;TOPBP1,-0.05,0
74261,NCIH2291_LUNG,CHEK1,CDK2,CHEK1;CDK2,-0.1,0
74262,NCIH2291_LUNG,CHEK1,MELK,CHEK1;MELK,-0.01,0
74263,NCIH2291_LUNG,CHEK1,USP7,CHEK1;USP7,-0.42,0
74264,NCIH2291_LUNG,CHEK1,RPA2,CHEK1;RPA2,0.11,0
74265,NCIH2291_LUNG,CHEK1,TP53BP1,CHEK1;TP53BP1,0.06,0
74266,NCIH2291_LUNG,CHEK1,CDK1,CHEK1;CDK1,-0.09,0
74267,NCIH2291_LUNG,CHEK1,BRCA1,CHEK1;BRCA1,-0.17,0
74268,NCIH2291_LUNG,CHEK1,CDC45,CHEK1;CDC45,0.17,0
74269,NCIH2291_LUNG,CHEK1,CCNA2,CHEK1;CCNA2,-0.01,0
74270,NCIH2291_LUNG,RFC5,RPA3,RFC5;RPA3,0.37,0
74271,NCIH2291_LUNG,RFC5,RPA1,RFC5;RPA1,0.23,0
74272,NCIH2291_LUNG,RFC5,PCNA,RFC5;PCNA,-0.25,0
74273,NCIH2291_LUNG,EZH2,STAT3,EZH2;STAT3,-0.07,0
74274,NCIH2291_LUNG,EZH2,RB1,EZH2;RB1,0.04,0
74275,NCIH2291_LUNG,EZH2,SUZ12,EZH2;SUZ12,0.18,0
74276,NCIH2291_LUNG,EZH2,MYC,EZH2;MYC,-0.17,0
74277,NCIH2291_LUNG,EZH2,BRCA1,EZH2;BRCA1,-0.04,0
74278,NCIH2291_LUNG,EZH2,SUV39H1,EZH2;SUV39H1,0.23,0
74279,NCIH2291_LUNG,EZH2,JUN,EZH2;JUN,-0.19,0
74280,NCIH2291_LUNG,EZH2,DNMT1,EZH2;DNMT1,0.17,0
74281,NCIH2291_LUNG,EZH2,CDK1,EZH2;CDK1,-0.19,0
74282,NCIH2291_LUNG,EZH2,USP7,EZH2;USP7,0.05,0
74283,NCIH2291_LUNG,RPS5,EIF5,RPS5;EIF5,0.47,0
74284,NCIH2291_LUNG,RPS5,RPS6,RPS5;RPS6,-0.08,0
74285,NCIH2291_LUNG,RPS5,UTP14A,RPS5;UTP14A,0.14,0
74286,NCIH2291_LUNG,RPS5,DNTTIP2,RPS5;DNTTIP2,0.18,0
74287,NCIH2291_LUNG,RPS5,EIF4G1,RPS5;EIF4G1,0.25,0
74288,NCIH2291_LUNG,RAD51C,BRCA1,RAD51C;BRCA1,-0.01,0
74289,NCIH2291_LUNG,DAXX,HSPB1,DAXX;HSPB1,-1.11,0
74290,NCIH2291_LUNG,DAXX,DNMT1,DAXX;DNMT1,-0.1,0
74291,NCIH2291_LUNG,DAXX,MAPK9,DAXX;MAPK9,-0.74,0
74292,NCIH2291_LUNG,DAXX,USP7,DAXX;USP7,-0.14,0
74293,NCIH2291_LUNG,MALT1,NFKBIA,MALT1;NFKBIA,-1.52,0
74294,NCIH2291_LUNG,MALT1,MAPK9,MALT1;MAPK9,-2.56,0
74295,NCIH2291_LUNG,MALT1,IKBKB,MALT1;IKBKB,-1.6,0
74296,NCIH2291_LUNG,ATF5,ATF6,ATF5;ATF6,0.35,0
74297,NCIH2291_LUNG,SCP2,CAT,SCP2;CAT,0.33,0
74298,NCIH2291_LUNG,SCP2,ACAA1,SCP2;ACAA1,-0.02,0
74299,NCIH2291_LUNG,SCP2,HADH,SCP2;HADH,0.19,0
74300,NCIH2291_LUNG,NFKBIA,CSNK2A2,NFKBIA;CSNK2A2,0.23,0
74301,NCIH2291_LUNG,NFKBIA,NFKBIB,NFKBIA;NFKBIB,-0.53,0
74302,NCIH2291_LUNG,NFKBIA,NFKB2,NFKBIA;NFKB2,-0.71,0
74303,NCIH2291_LUNG,NFKBIA,STAT1,NFKBIA;STAT1,0.08,0
74304,NCIH2291_LUNG,NFKBIA,IKBKB,NFKBIA;IKBKB,-1.07,0
74305,NCIH2291_LUNG,NFKBIA,JUN,NFKBIA;JUN,0.03,0
74306,NCIH2291_LUNG,SLC25A4,CYCS,SLC25A4;CYCS,-0.94,0
74307,NCIH2291_LUNG,EBNA1BP2,CEBPZ,EBNA1BP2;CEBPZ,0.29,0
74308,NCIH2291_LUNG,EBNA1BP2,GRWD1,EBNA1BP2;GRWD1,0.52,0
74309,NCIH2291_LUNG,EBNA1BP2,DDX10,EBNA1BP2;DDX10,0.35,0
74310,NCIH2291_LUNG,EBNA1BP2,RRS1,EBNA1BP2;RRS1,0.33,0
74311,NCIH2291_LUNG,EBNA1BP2,RRP1B,EBNA1BP2;RRP1B,0.43,0
74312,NCIH2291_LUNG,EBNA1BP2,RBM34,EBNA1BP2;RBM34,0.4,0
74313,NCIH2291_LUNG,EBNA1BP2,PWP1,EBNA1BP2;PWP1,0.47,0
74314,NCIH2291_LUNG,CTTN,PXN,CTTN;PXN,0.28,0
74315,NCIH2291_LUNG,CTTN,TJP1,CTTN;TJP1,0.39,0
74316,NCIH2291_LUNG,CTTN,SRC,CTTN;SRC,0.23,0
74317,NCIH2291_LUNG,CTTN,NCK1,CTTN;NCK1,0.29,0
74318,NCIH2291_LUNG,CTTN,HDAC6,CTTN;HDAC6,0.16,0
74319,NCIH2291_LUNG,CTTN,CDC42,CTTN;CDC42,0.29,0
74320,NCIH2291_LUNG,KDM5A,ARID4B,KDM5A;ARID4B,0.21,0
74321,NCIH2291_LUNG,KDM5A,RB1,KDM5A;RB1,-1.18,0
74322,NCIH2291_LUNG,KDM5A,SUZ12,KDM5A;SUZ12,-0.13,0
74323,NCIH2291_LUNG,KIF14,CCNB1,KIF14;CCNB1,-1.01,0
74324,NCIH2291_LUNG,KIF14,CENPE,KIF14;CENPE,-0.26,0
74325,NCIH2291_LUNG,KIF14,MELK,KIF14;MELK,-0.34,0
74326,NCIH2291_LUNG,KIF14,CCNA2,KIF14;CCNA2,-1.05,0
74327,NCIH2291_LUNG,KIF14,CDK1,KIF14;CDK1,-1.03,0
74328,NCIH2291_LUNG,KIF14,NUSAP1,KIF14;NUSAP1,-0.33,0
74329,NCIH2291_LUNG,NFATC3,MAPK9,NFATC3;MAPK9,-2.01,0
74330,NCIH2291_LUNG,NFKBIB,NFKB2,NFKBIB;NFKB2,-0.64,0
74331,NCIH2291_LUNG,NFKBIB,IKBKB,NFKBIB;IKBKB,-0.92,0
74332,NCIH2291_LUNG,IGF1R,PIK3R3,IGF1R;PIK3R3,-0.36,0
74333,NCIH2291_LUNG,IGF1R,PIK3CA,IGF1R;PIK3CA,-0.34,0
74334,NCIH2291_LUNG,IGF1R,STAT3,IGF1R;STAT3,-1.22,0
74335,NCIH2291_LUNG,IGF1R,ERBB2,IGF1R;ERBB2,-0.97,0
74336,NCIH2291_LUNG,IGF1R,CRK,IGF1R;CRK,-0.48,0
74337,NCIH2291_LUNG,IGF1R,GNAI2,IGF1R;GNAI2,-0.5,0
74338,NCIH2291_LUNG,IGF1R,CRKL,IGF1R;CRKL,-0.4,0
74339,NCIH2291_LUNG,IGF1R,IGF2R,IGF1R;IGF2R,-1.71,0
74340,NCIH2291_LUNG,IGF1R,NRAS,IGF1R;NRAS,-1.0,0
74341,NCIH2291_LUNG,IGF1R,GNAS,IGF1R;GNAS,-2.18,0
74342,NCIH2291_LUNG,IGF1R,SRC,IGF1R;SRC,-0.81,0
74343,NCIH2291_LUNG,IGF1R,SHC1,IGF1R;SHC1,-0.6,0
74344,NCIH2291_LUNG,USP1,PCNA,USP1;PCNA,-0.2,0
74345,NCIH2291_LUNG,ATF6,XBP1,ATF6;XBP1,-1.24,0
74346,NCIH2291_LUNG,ATF6,WFS1,ATF6;WFS1,-1.67,0
74347,NCIH2291_LUNG,ATF6,MBTPS1,ATF6;MBTPS1,-0.11,0
74348,NCIH2291_LUNG,ATF6,VAPB,ATF6;VAPB,-0.11,0
74349,NCIH2291_LUNG,UBQLN2,PSMD4,UBQLN2;PSMD4,-1.02,0
74350,NCIH2291_LUNG,ELAVL1,PRKAG2,ELAVL1;PRKAG2,-0.23,0
74351,NCIH2291_LUNG,ELAVL1,CCNA2,ELAVL1;CCNA2,-0.33,0
74352,NCIH2291_LUNG,CDC45,TOPBP1,CDC45;TOPBP1,-0.04,0
74353,NCIH2291_LUNG,CDC45,CDK2,CDC45;CDK2,-0.1,0
74354,NCIH2291_LUNG,CDC45,CCNB2,CDC45;CCNB2,0.1,0
74355,NCIH2291_LUNG,CDC45,MELK,CDC45;MELK,0.25,0
74356,NCIH2291_LUNG,CDC45,BIRC5,CDC45;BIRC5,0.18,0
74357,NCIH2291_LUNG,CDC45,AURKB,CDC45;AURKB,0.2,0
74358,NCIH2291_LUNG,CDC45,CDC20,CDC45;CDC20,0.23,0
74359,NCIH2291_LUNG,CDC45,RPA2,CDC45;RPA2,-0.04,0
74360,NCIH2291_LUNG,CDC45,CDK1,CDC45;CDK1,0.04,0
74361,NCIH2291_LUNG,CDC45,CCNA2,CDC45;CCNA2,0.09,0
74362,NCIH2291_LUNG,CDC45,NUSAP1,CDC45;NUSAP1,0.19,0
74363,NCIH2291_LUNG,CCNH,POLR2I,CCNH;POLR2I,0.12,0
74364,NCIH2291_LUNG,CCNH,TBP,CCNH;TBP,0.08,0
74365,NCIH2291_LUNG,CCNH,CCNB1,CCNH;CCNB1,-0.23,0
74366,NCIH2291_LUNG,CCNH,CDK7,CCNH;CDK7,0.46,0
74367,NCIH2291_LUNG,CCNH,MNAT1,CCNH;MNAT1,0.24,0
74368,NCIH2291_LUNG,CCNH,CDK2,CCNH;CDK2,-0.15,0
74369,NCIH2291_LUNG,CCNH,POLR2K,CCNH;POLR2K,0.1,0
74370,NCIH2291_LUNG,CCNH,GTF2E2,CCNH;GTF2E2,0.23,0
74371,NCIH2291_LUNG,CCNH,PCNA,CCNH;PCNA,-0.39,0
74372,NCIH2291_LUNG,CCNH,CDK1,CCNH;CDK1,-0.25,0
74373,NCIH2291_LUNG,CCNH,GTF2A2,CCNH;GTF2A2,0.23,0
74374,NCIH2291_LUNG,CCNH,CCNA2,CCNH;CCNA2,-0.24,0
74375,NCIH2291_LUNG,STAT3,PIK3CA,STAT3;PIK3CA,-0.34,0
74376,NCIH2291_LUNG,STAT3,IFNAR1,STAT3;IFNAR1,-0.19,0
74377,NCIH2291_LUNG,STAT3,STMN1,STAT3;STMN1,-0.14,0
74378,NCIH2291_LUNG,STAT3,FOXO3,STAT3;FOXO3,-0.02,0
74379,NCIH2291_LUNG,STAT3,ERBB2,STAT3;ERBB2,-0.19,0
74380,NCIH2291_LUNG,STAT3,CDKN1A,STAT3;CDKN1A,-0.24,0
74381,NCIH2291_LUNG,STAT3,STAT1,STAT3;STAT1,0.06,0
74382,NCIH2291_LUNG,STAT3,SHC1,STAT3;SHC1,-0.43,0
74383,NCIH2291_LUNG,STAT3,MYC,STAT3;MYC,-0.17,0
74384,NCIH2291_LUNG,STAT3,CREB1,STAT3;CREB1,-0.15,0
74385,NCIH2291_LUNG,STAT3,DNMT1,STAT3;DNMT1,-0.42,0
74386,NCIH2291_LUNG,STAT3,SRC,STAT3;SRC,-0.21,0
74387,NCIH2291_LUNG,STAT3,JUN,STAT3;JUN,0.15,0
74388,NCIH2291_LUNG,HPRT1,PNP,HPRT1;PNP,-0.06,0
74389,NCIH2291_LUNG,HPRT1,CANT1,HPRT1;CANT1,0.33,0
74390,NCIH2291_LUNG,HPRT1,GAPDH,HPRT1;GAPDH,-0.8,0
74391,NCIH2291_LUNG,GABPB1,CASP2,GABPB1;CASP2,-0.04,0
74392,NCIH2291_LUNG,NET1,RHOA,NET1;RHOA,-0.04,0
74393,NCIH2291_LUNG,PAK1,NCK2,PAK1;NCK2,0.08,0
74394,NCIH2291_LUNG,PAK1,CDC42,PAK1;CDC42,-0.14,0
74395,NCIH2291_LUNG,PAK1,NCK1,PAK1;NCK1,0.09,0
74396,NCIH2291_LUNG,FOXO3,CDK2,FOXO3;CDK2,-1.25,0
74397,NCIH2291_LUNG,FOXO3,PRKAG2,FOXO3;PRKAG2,-1.78,0
74398,NCIH2291_LUNG,FOXO3,CDKN1A,FOXO3;CDKN1A,-1.05,0
74399,NCIH2291_LUNG,FOXO3,IKBKB,FOXO3;IKBKB,-1.05,0
74400,NCIH2291_LUNG,FOXO3,MYC,FOXO3;MYC,-1.04,0
74401,NCIH2291_LUNG,FOXO3,SIRT3,FOXO3;SIRT3,-2.69,0
74402,NCIH2291_LUNG,FOXO3,CDK1,FOXO3;CDK1,-1.42,0
74403,NCIH2291_LUNG,FOXO3,MAPK9,FOXO3;MAPK9,-0.96,0
74404,NCIH2291_LUNG,FOXO3,USP7,FOXO3;USP7,-1.45,0
74405,NCIH2291_LUNG,POP4,HSD17B10,POP4;HSD17B10,0.08,0
74406,NCIH2291_LUNG,POP4,RPP38,POP4;RPP38,0.58,0
74407,NCIH2291_LUNG,CCND3,CDK2,CCND3;CDK2,-0.53,0
74408,NCIH2291_LUNG,CCND3,RB1,CCND3;RB1,-0.45,0
74409,NCIH2291_LUNG,CCND3,CDKN1A,CCND3;CDKN1A,-0.42,0
74410,NCIH2291_LUNG,CCND3,PCNA,CCND3;PCNA,-0.95,0
74411,NCIH2291_LUNG,CCND3,CDK1,CCND3;CDK1,-0.97,0
