,Edge,U,pval,adj_pvals
0,HSP90AB1;RIPK3,103.0,0.48212845272645555,1.0
36,UBA52;RPL5,154.0,0.24237967376143077,0.9794645660778623
37,UBA52;RPL7A,148.0,0.34218297943668396,0.9794645660778623
38,UBA52;RPS16,149.0,0.32393984559853417,0.9794645660778623
39,UBA52;RPS6,132.0,0.7148642787191519,1.0
40,UBA52;RPS9,149.0,0.32393984559853417,0.9794645660778623
41,UBA52;RPL24,155.0,0.22797462407405722,0.9794645660778623
42,UBA52;RPL34,148.0,0.34218297943668396,0.9794645660778623
43,UBA52;RPS29,146.0,0.380598213246381,0.9794645660778623
44,UBA52;RPL14,153.0,0.25741320983816585,0.9794645660778623
45,UBA52;RPS8,166.0,0.10795420643158134,0.9794645660778623
46,UBA52;RPL31,149.0,0.32393984559853417,0.9794645660778623
47,UBA52;RPS18,138.0,0.5588639673990412,1.0
48,UBA52;RPSA,148.0,0.34218297943668396,0.9794645660778623
49,UBA52;RPL23,156.0,0.21419019438037834,0.9794645660778623
50,UBA52;RPS19,155.0,0.22797462407405722,0.9794645660778623
51,UBA52;RPL6,153.0,0.25741320983816585,0.9794645660778623
52,UBA52;RPL36,154.0,0.24237967376143077,0.9794645660778623
53,UBA52;RPL18,149.0,0.32393984559853417,0.9794645660778623
54,UBA52;RPL9,136.0,0.6090265291291659,1.0
55,UBA52;RPL11,139.0,0.5345582771950479,1.0
56,UBA52;RPS24,139.0,0.5345582771950479,1.0
57,UBA52;RPS15,153.0,0.25741320983816585,0.9794645660778623
58,UBA52;TRAF6,172.0,0.06775159587183223,0.9794645660778623
59,UBA52;RPL37A,162.0,0.1439264555523268,0.9794645660778623
60,UBA52;RPS20,157.0,0.20101723750157907,0.9794645660778623
61,UBA52;RPL23A,145.0,0.4007617880406188,0.9889203053160819
62,UBA52;RPS25,151.0,0.28939027292666875,0.9794645660778623
63,UBA52;RPS5,136.0,0.6090265291291659,1.0
64,UBA52;RPS28,158.0,0.18844541724270636,0.9794645660778623
65,UBA52;RPS7,145.0,0.4007617880406188,0.9889203053160819
66,UBA52;RPL30,144.0,0.42155385876038076,0.9889203053160819
67,UBA52;RPS17,174.0,0.057469660100269625,0.9794645660778623
68,UBA52;RPL35A,153.0,0.25741320983816585,0.9794645660778623
69,UBA52;RPL28,150.0,0.3063423472456399,0.9794645660778623
70,UBA52;RPS13,140.0,0.5107977981738965,1.0
71,UBA52;RPL32,153.0,0.25741320983816585,0.9794645660778623
72,UBA52;RPLP0,157.0,0.20101723750157907,0.9794645660778623
73,UBA52;FAU,153.0,0.25741320983816585,0.9794645660778623
74,UBA52;RPL27,153.0,0.25741320983816585,0.9794645660778623
75,CXCR4;CD74,121.5,1.0,1.0
76,CXCR4;CD4,117.0,0.6078112586018152,1.0
77,CXCR4;MIF,99.0,0.18138822112581166,0.9794645660778623
78,CXCR4;CXCR2,121.5,1.0,1.0
79,CXCR4;CD44,121.5,1.0,1.0
80,CD74;RPL30,106.0,0.5836942206964862,1.0
81,CD74;RPS17,102.0,0.4876012773496696,1.0
82,CD74;MRPL36,105.0,0.5588639673990412,1.0
83,CD74;HLA-DPB1,121.5,1.0,1.0
84,CD74;RPL4,147.0,0.36107021430164277,0.9794645660778623
85,CD74;RPS7,98.0,0.4007617880406188,0.9889203053160819
86,CD74;HLA-DQB1,126.0,0.6078112586018152,1.0
87,CD74;RPS5,144.0,0.42155385876038076,0.9889203053160819
88,CD74;HLA-DOA,121.5,1.0,1.0
89,CD74;MRPL33,102.0,0.4876012773496696,1.0
90,CD74;RPS28,118.0,0.9127271461088795,1.0
91,CD74;RPS25,117.0,0.8838168432762799,1.0
92,CD74;CD44,121.5,1.0,1.0
93,CD74;HLA-DQA2,126.0,0.6078112586018152,1.0
94,CD74;MRPL12,110.0,0.6877839774703822,1.0
95,CD74;MRPL21,95.0,0.34218297943668396,0.9794645660778623
96,CD74;RPL8,146.0,0.380598213246381,0.9794645660778623
97,CD74;RPS20,161.0,0.15421756010581464,0.9794645660778623
98,CD74;MRPS9,129.0,0.7981579710016685,1.0
99,CD74;CTSS,166.0,0.09758109011152384,0.9794645660778623
100,CD74;RPL23A,152.0,0.2730817290026436,0.9794645660778623
101,CD74;HLA-DQB2,130.5,0.43417090904494937,0.9889203053160819
102,CD74;RPS8,123.0,0.970857279724063,1.0
103,CD74;MRPL17,144.0,0.42155385876038076,0.9889203053160819
104,CD74;RPS15,155.0,0.22797462407405722,0.9794645660778623
105,CD74;RPS2,151.0,0.28939027292666875,0.9794645660778623
106,CD74;RPL24,106.0,0.5836942206964862,1.0
107,CD74;RPL37A,129.0,0.7981579710016685,1.0
108,CD74;MRPS6,132.0,0.7148642787191519,1.0
109,CD74;RPS6,84.0,0.17646330228976836,0.9794645660778623
110,CD74;TUFM,73.0,0.0795009232823015,0.9794645660778623
111,CD74;RPS24,75.0,0.09285560679593724,0.9794645660778623
112,CD74;RPL11,151.0,0.28939027292666875,0.9794645660778623
113,CD74;RPS21,71.0,0.06775159587183223,0.9794645660778623
114,CD74;RPL9,148.0,0.34218297943668396,0.9794645660778623
115,CD74;RPL18,85.0,0.18844541724270636,0.9794645660778623
116,CD74;HLA-DMA,126.0,0.6078112586018152,1.0
117,CD74;MRPL32,107.0,0.6090265291291659,1.0
118,CD74;RPL13,102.0,0.4876012773496696,1.0
119,CD74;MIF,148.5,0.1359076776038513,0.9794645660778623
120,CD74;RPL6,94.0,0.32393984559853417,0.9794645660778623
121,CD74;RPL36,129.0,0.7981579710016685,1.0
122,CD74;RPL27A,118.0,0.9127271461088795,1.0
123,CD74;HLA-DQA1,126.0,0.6078112586018152,1.0
124,CD74;HLA-DRB1,126.0,0.6078112586018152,1.0
125,CD74;RPL7A,84.0,0.17646330228976836,0.9794645660778623
126,CD74;RPL23,148.0,0.34218297943668396,0.9794645660778623
127,CD74;RPS19,89.0,0.24237967376143077,0.9794645660778623
128,CD74;MRPS16,40.0,0.0030845709899566093,0.9466260921754379
129,CD74;RPL15,93.0,0.3063423472456399,0.9794645660778623
130,CD74;RPL35,144.0,0.42155385876038076,0.9889203053160819
131,CD74;RPSA,77.0,0.10795420643158134,0.9794645660778623
132,CD74;RPS12,110.0,0.6877839774703822,1.0
133,CD74;RPL19,102.0,0.4876012773496696,1.0
134,CD74;RPS16,156.0,0.21419019438037834,0.9794645660778623
135,CD74;RPL5,153.0,0.25741320983816585,0.9794645660778623
136,CD74;RPL34,95.0,0.34218297943668396,0.9794645660778623
137,CD74;RPS18,156.0,0.21419019438037834,0.9794645660778623
138,CD74;CXCR2,121.5,1.0,1.0
139,CD74;RPL12,111.0,0.7148642787191519,1.0
140,CD74;CTSB,148.0,0.3420586974134421,0.9794645660778623
141,CD74;RPS9,160.0,0.16505846152953774,0.9794645660778623
142,CD74;RPL38,116.0,0.8550604547337581,1.0
143,CD74;APP,118.0,0.9127047632482186,1.0
144,CD74;RPS23,159.0,0.17646330228976836,0.9794645660778623
145,CD74;MRPL20,83.0,0.16505846152953774,0.9794645660778623
146,CD74;HLA-DMB,126.0,0.6078112586018152,1.0
147,CD74;FAU,117.0,0.8838168432762799,1.0
148,CD74;PDCD11,92.0,0.28939027292666875,0.9794645660778623
149,CD74;RPL29,88.0,0.22797462407405722,0.9794645660778623
150,CD74;RPL27,119.0,0.941753425039241,1.0
151,CD74;RPLP0,157.0,0.20101723750157907,0.9794645660778623
152,CD74;RPL32,94.0,0.32393984559853417,0.9794645660778623
153,CD74;RPS27A,194.0,0.008528852154051891,0.9466260921754379
154,CD74;HLA-DOB,121.5,1.0,1.0
155,CD74;RPS3A,95.0,0.34218297943668396,0.9794645660778623
156,CD74;HLA-DRB5,162.0,0.054668589760339795,0.9794645660778623
157,CD74;CTSL,98.0,0.4007617880406188,0.9889203053160819
158,CD74;RPS13,152.0,0.2730817290026436,0.9794645660778623
159,CD74;RPS3,160.0,0.16505846152953774,0.9794645660778623
160,CD74;HLA-DPA1,121.5,1.0,1.0
161,CD74;RPS11,156.0,0.21419019438037834,0.9794645660778623
162,CD74;RPL28,114.0,0.7981579710016685,1.0
163,CD74;MRPL9,79.0,0.12493360148061304,0.9794645660778623
164,CD74;RPL31,103.0,0.5107977981738965,1.0
165,CD74;RPL37,115.0,0.8264953072596872,1.0
166,CD74;MRPL27,118.0,0.9127271461088795,1.0
167,CD74;RPL35A,122.0,1.0,1.0
168,CD74;MRPL19,119.0,0.941753425039241,1.0
169,CD74;RPS26,80.0,0.134170293373614,0.9794645660778623
170,CD74;RPL18A,106.0,0.5836942206964862,1.0
171,CD74;HLA-DRA,121.5,1.0,1.0
172,CD74;RPL21,93.0,0.3063423472456399,0.9794645660778623
173,CD74;RPL14,101.0,0.46498553040243185,1.0
174,CD74;DDT,128.0,0.8264953072596872,1.0
175,CD74;RPS29,136.0,0.6090265291291659,1.0
176,RPL30;RPL18A,144.0,0.42155385876038076,0.9889203053160819
177,RPL30;RPL19,120.0,0.970857279724063,1.0
178,RPL30;RPS12,138.0,0.5588639673990412,1.0
179,RPL30;RPL35,105.0,0.5588639673990412,1.0
180,RPL30;RPL8,108.0,0.6348365769902251,1.0
181,RPL30;RPS11,90.0,0.25741320983816585,0.9794645660778623
182,RPL30;RPS27A,146.0,0.380598213246381,0.9794645660778623
183,RPL30;RPL37,123.0,0.970857279724063,1.0
184,RPL30;RPS3,114.0,0.7981579710016685,1.0
185,RPL30;RPL29,110.0,0.6877839774703822,1.0
186,RPL30;RPS23,114.0,0.7981579710016685,1.0
187,RPL30;RPL13,127.0,0.8550604547337581,1.0
188,RPL30;RPL15,96.0,0.36107021430164277,0.9794645660778623
189,RPL30;RPL38,151.0,0.28939027292666875,0.9794645660778623
190,RPL30;RPL4,98.0,0.4007617880406188,0.9889203053160819
191,RPL30;RPS2,106.0,0.5836942206964862,1.0
192,RPL30;RPS21,114.0,0.7981579710016685,1.0
193,RPL30;RPL27A,162.0,0.1439264555523268,0.9794645660778623
194,RPL30;RPL21,96.0,0.36107021430164277,0.9794645660778623
195,RPL30;RPS3A,124.0,0.941753425039241,1.0
196,RPL30;RPS26,102.0,0.4876012773496696,1.0
197,RPL30;RPL12,154.0,0.24237967376143077,0.9794645660778623
198,RPL30;RPL5,107.0,0.6090265291291659,1.0
199,RPL30;RPL7A,89.0,0.24237967376143077,0.9794645660778623
200,RPL30;RPS16,100.0,0.44296542231403446,0.9889203053160819
201,RPL30;RPS6,112.0,0.7423083940717163,1.0
202,RPL30;RPS9,115.0,0.8264953072596872,1.0
203,RPL30;RPL24,139.0,0.5345582771950479,1.0
204,RPL30;RPL34,111.0,0.7148642787191519,1.0
205,RPL30;RPS29,93.0,0.3063423472456399,0.9794645660778623
206,RPL30;RPL14,127.0,0.8550604547337581,1.0
207,RPL30;RPS8,154.0,0.24237967376143077,0.9794645660778623
208,RPL30;RPL31,152.0,0.2730817290026436,0.9794645660778623
209,RPL30;RPL23A,105.0,0.5588639673990412,1.0
210,RPL30;RPSA,68.0,0.05283650917469026,0.9794645660778623
211,RPL30;RPS18,86.0,0.20101723750157907,0.9794645660778623
212,RPL30;RPL6,94.0,0.32393984559853417,0.9794645660778623
213,RPL30;RPS24,91.0,0.2730817290026436,0.9794645660778623
214,RPL30;RPL32,98.0,0.4007617880406188,0.9889203053160819
215,RPL30;RPL37A,188.0,0.01590077422467141,0.9466260921754379
216,RPL30;RPL23,111.0,0.7148642787191519,1.0
217,RPL30;RPS19,111.0,0.7148642787191519,1.0
218,RPL30;RPL11,90.0,0.25741320983816585,0.9794645660778623
219,RPL30;RPL18,79.0,0.12493360148061304,0.9794645660778623
220,RPL30;RPL9,106.0,0.5836942206964862,1.0
221,RPL30;RPL36,173.0,0.06243574707022048,0.9794645660778623
222,RPL30;RPS25,146.0,0.380598213246381,0.9794645660778623
223,RPL30;RPS20,115.0,0.8264953072596872,1.0
224,RPL30;RPS15,114.0,0.7981579710016685,1.0
225,RPL30;RPS17,126.0,0.8838168432762799,1.0
226,RPL30;RPS7,120.0,0.970857279724063,1.0
227,RPL30;RPS5,83.0,0.16505846152953774,0.9794645660778623
228,RPL30;RPS28,130.0,0.7700841192465129,1.0
229,RPL30;RPL28,109.0,0.6610983037350744,1.0
230,RPL30;RPL35A,148.0,0.34218297943668396,0.9794645660778623
231,RPL30;FAU,146.0,0.380598213246381,0.9794645660778623
232,RPL30;RPL27,137.0,0.5836942206964862,1.0
233,RPL30;RPLP0,100.0,0.44296542231403446,0.9889203053160819
234,RPL30;RPS13,102.0,0.4876012773496696,1.0
235,RPS17;RPL18A,128.0,0.8264953072596872,1.0
236,RPS17;RPL19,113.0,0.7700841192465129,1.0
237,RPS17;RPS12,124.0,0.941753425039241,1.0
238,RPS17;RPL35,124.0,0.941753425039241,1.0
239,RPS17;RPL8,111.0,0.7148642787191519,1.0
240,RPS17;RPS11,108.0,0.6348365769902251,1.0
241,RPS17;RPS27A,150.0,0.3063423472456399,0.9794645660778623
242,RPS17;RPL37,125.0,0.9127271461088795,1.0
243,RPS17;RPS3,127.0,0.8550604547337581,1.0
244,RPS17;RPL29,124.0,0.941753425039241,1.0
245,RPS17;RPS23,122.0,1.0,1.0
246,RPS17;RPL13,122.0,1.0,1.0
247,RPS17;RPL15,126.0,0.8838168432762799,1.0
248,RPS17;RPL38,133.0,0.6877839774703822,1.0
249,RPS17;RPL4,104.0,0.5345582771950479,1.0
250,RPS17;RPS2,117.0,0.8838168432762799,1.0
251,RPS17;RPS21,110.0,0.6877839774703822,1.0
252,RPS17;RPL27A,125.0,0.9127271461088795,1.0
253,RPS17;RPL21,125.0,0.9127271461088795,1.0
254,RPS17;RPS3A,119.0,0.941753425039241,1.0
255,RPS17;RPS26,137.0,0.5836942206964862,1.0
256,RPS17;RPL12,126.0,0.8838168432762799,1.0
257,RPS17;RPL5,128.0,0.8264953072596872,1.0
258,RPS17;RPL7A,120.0,0.970857279724063,1.0
259,RPS17;RPS16,115.0,0.8264953072596872,1.0
260,RPS17;RPS6,129.0,0.7981579710016685,1.0
261,RPS17;RPS9,125.0,0.9127271461088795,1.0
262,RPS17;RPL24,122.0,1.0,1.0
263,RPS17;RPL34,122.0,1.0,1.0
264,RPS17;RPS29,119.0,0.941753425039241,1.0
265,RPS17;RPL14,128.0,0.8264953072596872,1.0
266,RPS17;RPS8,162.0,0.1439264555523268,0.9794645660778623
267,RPS17;RPL31,121.0,1.0,1.0
268,RPS17;RPL23A,117.0,0.8838168432762799,1.0
269,RPS17;RPSA,124.0,0.941753425039241,1.0
270,RPS17;RPS18,109.0,0.6610983037350744,1.0
271,RPS17;RPL6,124.0,0.941753425039241,1.0
272,RPS17;RPS24,112.0,0.7423083940717163,1.0
273,RPS17;RPL32,120.0,0.970857279724063,1.0
274,RPS17;RPL37A,130.0,0.7700841192465129,1.0
275,RPS17;RPL23,121.0,1.0,1.0
276,RPS17;RPS20,140.0,0.5107977981738965,1.0
277,RPS17;FAU,127.0,0.8550604547337581,1.0
278,RPS17;RPS25,124.0,0.941753425039241,1.0
279,RPS17;RPS13,124.0,0.941753425039241,1.0
280,RPS17;RPL18,120.0,0.970857279724063,1.0
281,RPS17;RPLP0,121.0,1.0,1.0
282,RPS17;RPL28,129.0,0.7981579710016685,1.0
283,RPS17;RPL36,129.0,0.7981579710016685,1.0
284,RPS17;RPL27,123.0,0.970857279724063,1.0
285,RPS17;RPS15,124.0,0.941753425039241,1.0
286,RPS17;RPS19,121.0,1.0,1.0
287,RPS17;RPS28,148.0,0.34218297943668396,0.9794645660778623
288,RPS17;RPS5,102.0,0.4876012773496696,1.0
289,RPS17;RPL9,120.0,0.970857279724063,1.0
290,RPS17;RPS7,141.0,0.4876012773496696,1.0
291,RPS17;RPL35A,122.0,1.0,1.0
292,RPS17;RPL11,107.0,0.6090265291291659,1.0
293,MRPL36;MRPL32,161.0,0.15421756010581464,0.9794645660778623
294,MRPL36;MRPL27,162.0,0.1439264555523268,0.9794645660778623
295,MRPL36;MRPS9,159.0,0.17646330228976836,0.9794645660778623
296,MRPL36;RPL35,158.0,0.18844541724270636,0.9794645660778623
297,MRPL36;RPL8,155.0,0.22797462407405722,0.9794645660778623
298,MRPL36;RPS11,162.0,0.1439264555523268,0.9794645660778623
299,MRPL36;RPS3,159.0,0.17646330228976836,0.9794645660778623
300,MRPL36;MRPL17,164.0,0.12493360148061304,0.9794645660778623
301,MRPL36;MRPL33,122.0,1.0,1.0
302,MRPL36;RPS23,163.0,0.134170293373614,0.9794645660778623
303,MRPL36;RPL4,137.0,0.5836942206964862,1.0
304,MRPL36;TUFM,107.0,0.6090265291291659,1.0
305,MRPL36;MRPL12,141.0,0.4876012773496696,1.0
306,MRPL36;MRPL20,124.0,0.941753425039241,1.0
307,MRPL36;RPS2,158.0,0.18844541724270636,0.9794645660778623
308,MRPL36;MRPL21,137.0,0.5836942206964862,1.0
309,MRPL36;MRPL9,120.0,0.970857279724063,1.0
310,MRPL36;PDCD11,160.0,0.16505846152953774,0.9794645660778623
311,MRPL36;RPL5,161.0,0.15421756010581464,0.9794645660778623
312,MRPL36;MRPS16,107.0,0.6090265291291659,1.0
313,MRPL36;RPS16,161.0,0.15421756010581464,0.9794645660778623
314,MRPL36;RPS9,165.0,0.11620038292665102,0.9794645660778623
315,MRPL36;MRPL19,157.0,0.20101723750157907,0.9794645660778623
316,MRPL36;RPS29,147.0,0.36107021430164277,0.9794645660778623
317,MRPL36;MRPS6,172.0,0.06775159587183223,0.9794645660778623
318,MRPL36;RPL23A,150.0,0.3063423472456399,0.9794645660778623
319,MRPL36;RPS18,152.0,0.2730817290026436,0.9794645660778623
320,MRPL36;RPL23,153.0,0.25741320983816585,0.9794645660778623
321,MRPL36;RPLP0,153.0,0.25741320983816585,0.9794645660778623
322,MRPL36;RPS5,136.0,0.6090265291291659,1.0
323,MRPL36;RPS20,181.0,0.03112637233724883,0.9794645660778623
324,MRPL36;RPS15,171.0,0.07343425157600256,0.9794645660778623
325,MRPL36;RPL9,152.0,0.2730817290026436,0.9794645660778623
326,MRPL36;RPL11,156.0,0.21419019438037834,0.9794645660778623
327,HLA-DPB1;CD4,121.5,1.0,1.0
328,HLA-DPB1;HLA-DOA,121.5,1.0,1.0
329,HLA-DPB1;HLA-DQA1,112.5,0.43417090904494937,0.9889203053160819
330,HLA-DPB1;HLA-DMA,121.5,1.0,1.0
331,HLA-DPB1;HLA-DRA,121.5,1.0,1.0
332,HLA-DPB1;HLA-DPA1,121.5,1.0,1.0
333,HLA-DPB1;HLA-DMB,121.5,1.0,1.0
334,RPL4;RPL18A,105.0,0.5588639673990412,1.0
335,RPL4;MRPL32,132.0,0.7148642787191519,1.0
336,RPL4;RPL19,111.0,0.7148642787191519,1.0
337,RPL4;MRPL27,138.0,0.5588639673990412,1.0
338,RPL4;RPS12,104.0,0.5345582771950479,1.0
339,RPL4;MRPS9,158.0,0.18844541724270636,0.9794645660778623
340,RPL4;RPL35,112.0,0.7423083940717163,1.0
341,RPL4;RPL8,129.0,0.7981579710016685,1.0
342,RPL4;RPS11,110.0,0.6877839774703822,1.0
343,RPL4;RPS27A,141.0,0.4876012773496696,1.0
344,RPL4;RPL37,102.0,0.4876012773496696,1.0
345,RPL4;RPS3,188.0,0.01590077422467141,0.9466260921754379
346,RPL4;MRPL17,162.0,0.1439264555523268,0.9794645660778623
347,RPL4;RPL29,103.0,0.5107977981738965,1.0
348,RPL4;MRPL33,138.0,0.5588639673990412,1.0
349,RPL4;RPS23,121.0,1.0,1.0
350,RPL4;RPL13,98.0,0.4007617880406188,0.9889203053160819
351,RPL4;RPL15,94.0,0.32393984559853417,0.9794645660778623
352,RPL4;RPL38,110.0,0.6877839774703822,1.0
353,RPL4;RPL28,99.0,0.42155385876038076,0.9889203053160819
354,RPL4;MRPL9,118.0,0.9127271461088795,1.0
355,RPL4;RPL31,96.0,0.36107021430164277,0.9794645660778623
356,RPL4;RPL35A,104.0,0.5345582771950479,1.0
357,RPL4;MRPL19,144.0,0.42155385876038076,0.9889203053160819
358,RPL4;RPS26,91.0,0.2730817290026436,0.9794645660778623
359,RPL4;RPL21,97.0,0.380598213246381,0.9794645660778623
360,RPL4;RPL14,105.0,0.5588639673990412,1.0
361,RPL4;RPS29,94.0,0.32393984559853417,0.9794645660778623
362,RPL4;RPL12,102.0,0.4876012773496696,1.0
363,RPL4;RPS9,161.0,0.15421756010581464,0.9794645660778623
364,RPL4;MRPL20,119.0,0.941753425039241,1.0
365,RPL4;FAU,113.0,0.7700841192465129,1.0
366,RPL4;PDCD11,144.0,0.42155385876038076,0.9889203053160819
367,RPL4;RPL27,102.0,0.4876012773496696,1.0
368,RPL4;RPL32,93.0,0.3063423472456399,0.9794645660778623
369,RPL4;RPLP0,126.0,0.8838168432762799,1.0
370,RPL4;RPS3A,89.0,0.24237967376143077,0.9794645660778623
371,RPL4;RPS13,133.0,0.6877839774703822,1.0
372,RPL4;RPS24,80.0,0.134170293373614,0.9794645660778623
373,RPL4;RPL11,121.0,1.0,1.0
374,RPL4;TUFM,96.0,0.36107021430164277,0.9794645660778623
375,RPL4;RPS21,74.0,0.0859689241485074,0.9794645660778623
376,RPL4;RPL18,82.0,0.15421756010581464,0.9794645660778623
377,RPL4;RPL9,119.0,0.941753425039241,1.0
378,RPL4;RPL6,94.0,0.32393984559853417,0.9794645660778623
379,RPL4;RPL36,118.0,0.9127271461088795,1.0
380,RPL4;RPL27A,112.0,0.7423083940717163,1.0
381,RPL4;RPL7A,84.0,0.17646330228976836,0.9794645660778623
382,RPL4;RPL23,120.0,0.970857279724063,1.0
383,RPL4;RPS19,85.0,0.18844541724270636,0.9794645660778623
384,RPL4;MRPS16,94.0,0.32393984559853417,0.9794645660778623
385,RPL4;RPSA,88.0,0.22797462407405722,0.9794645660778623
386,RPL4;RPS16,112.0,0.7423083940717163,1.0
387,RPL4;RPL5,141.0,0.4876012773496696,1.0
388,RPL4;RPL34,99.0,0.42155385876038076,0.9889203053160819
389,RPL4;RPS18,104.0,0.5345582771950479,1.0
390,RPL4;RPS7,108.0,0.6348365769902251,1.0
391,RPL4;RPS5,79.0,0.12493360148061304,0.9794645660778623
392,RPL4;RPS28,115.0,0.8264953072596872,1.0
393,RPL4;RPS25,108.0,0.6348365769902251,1.0
394,RPL4;MRPL12,132.0,0.7148642787191519,1.0
395,RPL4;MRPL21,132.0,0.7148642787191519,1.0
396,RPL4;RPS20,153.0,0.25741320983816585,0.9794645660778623
397,RPL4;RPL23A,114.0,0.7981579710016685,1.0
398,RPL4;RPS8,119.0,0.941753425039241,1.0
399,RPL4;RPS2,116.0,0.8550604547337581,1.0
400,RPL4;RPS15,148.0,0.34218297943668396,0.9794645660778623
401,RPL4;RPL24,105.0,0.5588639673990412,1.0
402,RPL4;MRPS6,178.0,0.04077073095962903,0.9794645660778623
403,RPL4;RPL37A,110.0,0.6877839774703822,1.0
404,RPL4;RPS6,108.0,0.6348365769902251,1.0
405,RPS7;RPL18A,130.0,0.7700841192465129,1.0
406,RPS7;RPL19,123.0,0.970857279724063,1.0
407,RPS7;RPS12,123.0,0.970857279724063,1.0
408,RPS7;RPL35,117.0,0.8838168432762799,1.0
409,RPS7;RPL8,118.0,0.9127271461088795,1.0
410,RPS7;RPS11,106.0,0.5836942206964862,1.0
411,RPS7;RPS27A,137.0,0.5836942206964862,1.0
412,RPS7;RPL37,127.0,0.8550604547337581,1.0
413,RPS7;RPS3,129.0,0.7981579710016685,1.0
414,RPS7;RPL29,130.0,0.7700841192465129,1.0
415,RPS7;RPS23,127.0,0.8550604547337581,1.0
416,RPS7;RPL13,128.0,0.8264953072596872,1.0
417,RPS7;RPL15,127.0,0.8550604547337581,1.0
418,RPS7;RPL38,136.0,0.6090265291291659,1.0
419,RPS7;RPS2,122.0,1.0,1.0
420,RPS7;RPS21,113.0,0.7700841192465129,1.0
421,RPS7;RPL27A,131.0,0.7423083940717163,1.0
422,RPS7;RPL21,129.0,0.7981579710016685,1.0
423,RPS7;RPS3A,130.0,0.7700841192465129,1.0
424,RPS7;RPS26,136.0,0.6090265291291659,1.0
425,RPS7;RPL12,128.0,0.8264953072596872,1.0
426,RPS7;PDCD11,159.0,0.17646330228976836,0.9794645660778623
427,RPS7;RPL5,134.0,0.6610983037350744,1.0
428,RPS7;RPL7A,126.0,0.8838168432762799,1.0
429,RPS7;RPS16,121.0,1.0,1.0
430,RPS7;RPS6,115.0,0.8264953072596872,1.0
431,RPS7;RPS9,121.0,1.0,1.0
432,RPS7;RPL24,133.0,0.6877839774703822,1.0
433,RPS7;RPL34,126.0,0.8838168432762799,1.0
434,RPS7;RPS29,87.0,0.21419019438037834,0.9794645660778623
435,RPS7;RPL14,131.0,0.7423083940717163,1.0
436,RPS7;RPS8,132.0,0.7148642787191519,1.0
437,RPS7;RPL31,124.0,0.941753425039241,1.0
438,RPS7;RPL23A,114.0,0.7981579710016685,1.0
439,RPS7;RPSA,125.0,0.9127271461088795,1.0
440,RPS7;RPS18,113.0,0.7700841192465129,1.0
441,RPS7;RPL6,130.0,0.7700841192465129,1.0
442,RPS7;RPS24,114.0,0.7981579710016685,1.0
443,RPS7;RPL32,126.0,0.8838168432762799,1.0
444,RPS7;RPL37A,135.0,0.6348365769902251,1.0
445,RPS7;RPL23,121.0,1.0,1.0
446,RPS7;RPS20,124.0,0.941753425039241,1.0
447,RPS7;FAU,135.0,0.6348365769902251,1.0
