,Patient,Gene1,Gene2,Edge,Curvature,Response
1953,CALU3_LUNG,CYLD,BCL3,CYLD;BCL3,-0.43,1
1954,CALU3_LUNG,CYLD,FADD,CYLD;FADD,-1.0,1
1955,CALU3_LUNG,CYLD,CASP8,CYLD;CASP8,-0.98,1
1956,CALU3_LUNG,BRCA2,FANCE,BRCA2;FANCE,-6.75,1
1957,CALU3_LUNG,BRCA2,MSH2,BRCA2;MSH2,-1.48,1
1958,CALU3_LUNG,BRCA2,MSH6,BRCA2;MSH6,-1.82,1
1959,CALU3_LUNG,BRCA2,CDK4,BRCA2;CDK4,-2.26,1
1960,CALU3_LUNG,BRCA2,BARD1,BRCA2;BARD1,-1.24,1
1961,CALU3_LUNG,BRCA2,NBN,BRCA2;NBN,-1.29,1
1962,CALU3_LUNG,BRCA2,PMS2,BRCA2;PMS2,-1.63,1
1963,CALU3_LUNG,BRCA2,ATM,BRCA2;ATM,-1.31,1
1964,CALU3_LUNG,BRCA2,BUB1B,BRCA2;BUB1B,-1.53,1
1965,CALU3_LUNG,BRCA2,FANCD2,BRCA2;FANCD2,-1.06,1
1966,CALU3_LUNG,BRCA2,FANCC,BRCA2;FANCC,-1.25,1
1967,CALU3_LUNG,BRCA2,NPM1,BRCA2;NPM1,-3.37,1
1968,CALU3_LUNG,BRCA2,WRN,BRCA2;WRN,-1.62,1
1969,CALU3_LUNG,BRCA2,ERCC4,BRCA2;ERCC4,-1.21,1
1970,CALU3_LUNG,BRCA2,FANCF,BRCA2;FANCF,-1.31,1
1971,CALU3_LUNG,BRCA2,BLM,BRCA2;BLM,-1.35,1
1972,CALU3_LUNG,BRCA2,FLNA,BRCA2;FLNA,-5.3,1
1973,CALU3_LUNG,BRCA2,ATRX,BRCA2;ATRX,-2.1,1
1974,CALU3_LUNG,BRCA2,RAD51B,BRCA2;RAD51B,-1.11,1
1975,CALU3_LUNG,BRCA2,ERCC5,BRCA2;ERCC5,-1.4,1
1976,CALU3_LUNG,BRCA2,POLD1,BRCA2;POLD1,-1.94,1
1977,CALU3_LUNG,BRCA2,RAD17,BRCA2;RAD17,-1.4,1
1978,CALU3_LUNG,ERCC3,ATM,ERCC3;ATM,-0.34,1
1979,CALU3_LUNG,ERCC3,FEN1,ERCC3;FEN1,0.26,1
1980,CALU3_LUNG,ERCC3,TCEA1,ERCC3;TCEA1,0.09,1
1981,CALU3_LUNG,ERCC3,XPA,ERCC3;XPA,0.32,1
1982,CALU3_LUNG,ERCC3,ERCC4,ERCC3;ERCC4,0.07,1
1983,CALU3_LUNG,ERCC3,MYC,ERCC3;MYC,-0.02,1
1984,CALU3_LUNG,ERCC3,ERCC5,ERCC3;ERCC5,0.25,1
1985,CALU3_LUNG,SDHD,TMEM127,SDHD;TMEM127,0.4,1
1986,CALU3_LUNG,SDHD,SDHA,SDHD;SDHA,0.28,1
1987,CALU3_LUNG,SDHD,FH,SDHD;FH,0.26,1
1988,CALU3_LUNG,SDHD,SDHC,SDHD;SDHC,0.56,1
1989,CALU3_LUNG,SDHD,SDHB,SDHD;SDHB,0.3,1
1990,CALU3_LUNG,ARAF,YWHAE,ARAF;YWHAE,-0.14,1
1991,CALU3_LUNG,ARAF,RAF1,ARAF;RAF1,0.17,1
1992,CALU3_LUNG,ARAF,HRAS,ARAF;HRAS,0.25,1
1993,CALU3_LUNG,ARAF,BRAF,ARAF;BRAF,0.14,1
1994,CALU3_LUNG,DNM2,EPS15,DNM2;EPS15,0.31,1
1995,CALU3_LUNG,DNM2,SRC,DNM2;SRC,-0.7,1
1996,CALU3_LUNG,DNM2,CLTC,DNM2;CLTC,0.06,1
1997,CALU3_LUNG,ABL1,MDM2,ABL1;MDM2,-1.13,1
1998,CALU3_LUNG,ABL1,CBL,ABL1;CBL,-1.69,1
1999,CALU3_LUNG,ABL1,ATM,ABL1;ATM,-1.54,1
2000,CALU3_LUNG,ABL1,HSP90AB1,ABL1;HSP90AB1,-1.81,1
2001,CALU3_LUNG,ABL1,CDKN1A,ABL1;CDKN1A,-0.85,1
2002,CALU3_LUNG,ABL1,ABI1,ABL1;ABI1,-1.03,1
2003,CALU3_LUNG,ABL1,CTNNB1,ABL1;CTNNB1,-1.74,1
2004,CALU3_LUNG,BCL3,NFKB2,BCL3;NFKB2,0.06,1
2005,CALU3_LUNG,LATS1,WWTR1,LATS1;WWTR1,-3.85,1
2006,CALU3_LUNG,RAD51B,BARD1,RAD51B;BARD1,0.31,1
2007,CALU3_LUNG,RAD51B,ATM,RAD51B;ATM,-0.01,1
2008,CALU3_LUNG,RAD51B,WRN,RAD51B;WRN,0.01,1
2009,CALU3_LUNG,BCL10,MAPK1,BCL10;MAPK1,-0.73,1
2010,CALU3_LUNG,BCL10,CASP8,BCL10;CASP8,-0.34,1
2011,CALU3_LUNG,BCL10,MALT1,BCL10;MALT1,0.53,1
2012,CALU3_LUNG,CBL,PLCG1,CBL;PLCG1,-0.61,1
2013,CALU3_LUNG,CBL,PIK3CA,CBL;PIK3CA,-1.54,1
2014,CALU3_LUNG,CBL,SH3GL1,CBL;SH3GL1,-2.61,1
2015,CALU3_LUNG,CBL,PIK3CB,CBL;PIK3CB,-1.38,1
2016,CALU3_LUNG,CBL,SRC,CBL;SRC,-4.63,1
2017,CALU3_LUNG,CBL,STAT3,CBL;STAT3,-2.87,1
2018,CALU3_LUNG,CBL,PTPN11,CBL;PTPN11,-1.45,1
2019,CALU3_LUNG,CBL,PIK3R1,CBL;PIK3R1,-1.46,1
2020,CALU3_LUNG,CBL,CTNNB1,CBL;CTNNB1,-3.63,1
2021,CALU3_LUNG,ARHGEF12,RHOA,ARHGEF12;RHOA,-1.12,1
2022,CALU3_LUNG,ARHGEF12,HRAS,ARHGEF12;HRAS,-0.27,1
2023,CALU3_LUNG,TRIM24,RARA,TRIM24;RARA,-0.59,1
2024,CALU3_LUNG,TRIM24,TRIM33,TRIM24;TRIM33,-0.9,1
2025,CALU3_LUNG,TRIM24,SPOP,TRIM24;SPOP,-1.1,1
2026,CALU3_LUNG,TFRC,B2M,TFRC;B2M,-0.05,1
2027,CALU3_LUNG,CTCF,EP300,CTCF;EP300,-0.51,1
2028,CALU3_LUNG,CTCF,NPM1,CTCF;NPM1,-0.8,1
2029,CALU3_LUNG,CTCF,RAD21,CTCF;RAD21,0.18,1
2030,CALU3_LUNG,CTCF,SUZ12,CTCF;SUZ12,-0.27,1
2031,CALU3_LUNG,CTCF,EZH2,CTCF;EZH2,-0.31,1
2032,CALU3_LUNG,CTCF,STAG1,CTCF;STAG1,0.06,1
2033,CALU3_LUNG,FANCE,FANCC,FANCE;FANCC,-4.05,1
2034,CALU3_LUNG,FANCE,RPL22,FANCE;RPL22,-1.9,1
2035,CALU3_LUNG,FANCE,FANCF,FANCE;FANCF,-4.11,1
2036,CALU3_LUNG,FANCE,FANCD2,FANCE;FANCD2,-4.29,1
2037,CALU3_LUNG,FANCE,RPL5,FANCE;RPL5,-2.88,1
2038,CALU3_LUNG,EIF4A2,PABPC1,EIF4A2;PABPC1,0.23,1
2039,CALU3_LUNG,EIF4A2,EIF1AX,EIF4A2;EIF1AX,0.23,1
2040,CALU3_LUNG,DCTN1,KIF5B,DCTN1;KIF5B,-0.01,1
2041,CALU3_LUNG,DCTN1,NIN,DCTN1;NIN,-0.47,1
2042,CALU3_LUNG,ASXL1,NPM1,ASXL1;NPM1,-0.84,1
2043,CALU3_LUNG,ASXL1,SUZ12,ASXL1;SUZ12,-0.18,1
2044,CALU3_LUNG,ASXL1,EZH2,ASXL1;EZH2,-0.42,1
2045,CALU3_LUNG,ASXL1,EED,ASXL1;EED,-0.05,1
2046,CALU3_LUNG,ASXL1,ASXL2,ASXL1;ASXL2,0.06,1
2047,CALU3_LUNG,ASXL1,BAP1,ASXL1;BAP1,-0.08,1
2048,CALU3_LUNG,ASXL1,IDH1,ASXL1;IDH1,-1.22,1
2049,CALU3_LUNG,NT5C2,ATIC,NT5C2;ATIC,-1.11,1
2050,CALU3_LUNG,NT5C2,GMPS,NT5C2;GMPS,0.39,1
2051,CALU3_LUNG,TCF12,EP300,TCF12;EP300,0.05,1
2052,CALU3_LUNG,ERCC5,MSH2,ERCC5;MSH2,0.02,1
2053,CALU3_LUNG,ERCC5,MSH6,ERCC5;MSH6,-0.08,1
2054,CALU3_LUNG,ERCC5,EP300,ERCC5;EP300,-0.93,1
2055,CALU3_LUNG,ERCC5,ATM,ERCC5;ATM,0.06,1
2056,CALU3_LUNG,ERCC5,ERCC4,ERCC5;ERCC4,0.24,1
2057,CALU3_LUNG,ERCC5,XPA,ERCC5;XPA,0.39,1
2058,CALU3_LUNG,ERCC5,POLD1,ERCC5;POLD1,-0.07,1
2059,CALU3_LUNG,CREB1,MAPK1,CREB1;MAPK1,-0.3,1
2060,CALU3_LUNG,CREB1,ATF1,CREB1;ATF1,-0.98,1
2061,CALU3_LUNG,CREB1,EP300,CREB1;EP300,-0.19,1
2062,CALU3_LUNG,CREB1,STAT3,CREB1;STAT3,-0.22,1
2063,CALU3_LUNG,CREB1,CRTC3,CREB1;CRTC3,-0.1,1
2064,CALU3_LUNG,CREB1,CREB3L2,CREB1;CREB3L2,-0.61,1
2065,CALU3_LUNG,CREB1,SMAD3,CREB1;SMAD3,-0.44,1
2066,CALU3_LUNG,CREB1,CRTC1,CREB1;CRTC1,-0.1,1
2067,CALU3_LUNG,CREB1,JUN,CREB1;JUN,-0.43,1
2068,CALU3_LUNG,CREB1,AKT1,CREB1;AKT1,-0.28,1
2069,CALU3_LUNG,CREB1,KMT2A,CREB1;KMT2A,-0.41,1
2070,CALU3_LUNG,CREB1,CTNNB1,CREB1;CTNNB1,-0.24,1
2071,CALU3_LUNG,PML,RARA,PML;RARA,0.18,1
2072,CALU3_LUNG,PML,MDM2,PML;MDM2,-0.05,1
2073,CALU3_LUNG,PML,EP300,PML;EP300,-0.07,1
2074,CALU3_LUNG,PML,DAXX,PML;DAXX,0.09,1
2075,CALU3_LUNG,BAX,CASP9,BAX;CASP9,0.51,1
2076,CALU3_LUNG,BAX,CASP8,BAX;CASP8,0.37,1
2077,CALU3_LUNG,BLM,MSH2,BLM;MSH2,-0.11,1
2078,CALU3_LUNG,BLM,MSH6,BLM;MSH6,-0.29,1
2079,CALU3_LUNG,BLM,NBN,BLM;NBN,-0.11,1
2080,CALU3_LUNG,BLM,ATM,BLM;ATM,-0.52,1
2081,CALU3_LUNG,BLM,FANCD2,BLM;FANCD2,-0.13,1
2082,CALU3_LUNG,BLM,FEN1,BLM;FEN1,0.02,1
2083,CALU3_LUNG,BLM,ATR,BLM;ATR,0.28,1
2084,CALU3_LUNG,BLM,RAD17,BLM;RAD17,0.01,1
2085,CALU3_LUNG,ATRX,DAXX,ATRX;DAXX,-0.37,1
2086,CALU3_LUNG,ATRX,ATM,ATRX;ATM,-0.41,1
2087,CALU3_LUNG,ATRX,EZH2,ATRX;EZH2,-0.28,1
2088,CALU3_LUNG,ATRX,IDH1,ATRX;IDH1,-1.66,1
2089,CALU3_LUNG,STAG1,RAD21,STAG1;RAD21,0.08,1
2090,CALU3_LUNG,ASXL2,EZH2,ASXL2;EZH2,-2.61,1
2091,CALU3_LUNG,ASXL2,BAP1,ASXL2;BAP1,-0.78,1
2092,CALU3_LUNG,CDK4,CDKN1B,CDK4;CDKN1B,0.1,1
2093,CALU3_LUNG,CDK4,CCNC,CDK4;CCNC,0.49,1
2094,CALU3_LUNG,CDK4,MDM2,CDK4;MDM2,0.26,1
2095,CALU3_LUNG,CDK4,CCND3,CDK4;CCND3,0.25,1
2096,CALU3_LUNG,CDK4,CDKN1A,CDK4;CDKN1A,0.32,1
2097,CALU3_LUNG,CDK4,ATM,CDK4;ATM,-0.6,1
2098,CALU3_LUNG,CDK4,MYC,CDK4;MYC,0.18,1
2099,CALU3_LUNG,CDK4,SMAD3,CDK4;SMAD3,-0.03,1
2100,CALU3_LUNG,CDK4,HSP90AB1,CDK4;HSP90AB1,-0.2,1
2101,CALU3_LUNG,CRTC1,CRTC3,CRTC1;CRTC3,0.57,1
2102,CALU3_LUNG,CDK12,CDC73,CDK12;CDC73,0.37,1
2103,CALU3_LUNG,PCBP1,HNRNPA2B1,PCBP1;HNRNPA2B1,0.18,1
2104,CALU3_LUNG,PCBP1,SRSF3,PCBP1;SRSF3,0.21,1
2105,CALU3_LUNG,PCBP1,SMAD3,PCBP1;SMAD3,-0.07,1
2106,CALU3_LUNG,CAMTA1,WWTR1,CAMTA1;WWTR1,0.03,1
2107,CALU3_LUNG,SPEN,NCOR2,SPEN;NCOR2,0.1,1
2108,CALU3_LUNG,DROSHA,FUS,DROSHA;FUS,-0.41,1
2109,CALU3_LUNG,DROSHA,SMAD3,DROSHA;SMAD3,-0.33,1
2110,CALU3_LUNG,DROSHA,EWSR1,DROSHA;EWSR1,-0.33,1
2111,CALU3_LUNG,TRIM33,BUB1B,TRIM33;BUB1B,-0.59,1
2112,CALU3_LUNG,TRIM33,SMAD3,TRIM33;SMAD3,-1.08,1
2113,CALU3_LUNG,SPOP,BRD4,SPOP;BRD4,-0.19,1
2114,CALU3_LUNG,SPOP,DAXX,SPOP;DAXX,0.03,1
2115,CALU3_LUNG,SPOP,BRD3,SPOP;BRD3,0.15,1
2116,CALU3_LUNG,SPOP,SUFU,SPOP;SUFU,0.08,1
2117,CALU3_LUNG,SPOP,DEK,SPOP;DEK,-0.57,1
2118,CALU3_LUNG,USP9X,CTNNB1,USP9X;CTNNB1,-0.09,1
2119,CALU3_LUNG,NPM1,ATIC,NPM1;ATIC,0.31,1
2120,CALU3_LUNG,NPM1,RARA,NPM1;RARA,0.01,1
2121,CALU3_LUNG,NPM1,MDM2,NPM1;MDM2,-0.11,1
2122,CALU3_LUNG,NPM1,EML4,NPM1;EML4,0.2,1
2123,CALU3_LUNG,NPM1,RPL5,NPM1;RPL5,-1.83,1
2124,CALU3_LUNG,NPM1,MYC,NPM1;MYC,-0.03,1
2125,CALU3_LUNG,TBL1XR1,NCOR2,TBL1XR1;NCOR2,0.18,1
2126,CALU3_LUNG,TBL1XR1,CTNNB1,TBL1XR1;CTNNB1,-0.45,1
2127,CALU3_LUNG,ID3,TCF3,ID3;TCF3,-0.1,1
2128,CALU3_LUNG,MDM2,FOXO3,MDM2;FOXO3,-0.25,1
2129,CALU3_LUNG,MDM2,AKT1,MDM2;AKT1,-0.32,1
2130,CALU3_LUNG,MDM2,CASP9,MDM2;CASP9,-0.55,1
2131,CALU3_LUNG,MDM2,ATM,MDM2;ATM,-0.24,1
2132,CALU3_LUNG,MDM2,CDKN1A,MDM2;CDKN1A,0.02,1
2133,CALU3_LUNG,MDM2,DAXX,MDM2;DAXX,-0.5,1
2134,CALU3_LUNG,MDM2,SRC,MDM2;SRC,-0.72,1
2135,CALU3_LUNG,MDM2,EP300,MDM2;EP300,-0.38,1
2136,CALU3_LUNG,MDM2,EZH2,MDM2;EZH2,-0.38,1
2137,CALU3_LUNG,MDM2,RPL5,MDM2;RPL5,-1.95,1
2138,CALU3_LUNG,MDM2,PPM1D,MDM2;PPM1D,-0.29,1
2139,CALU3_LUNG,FANCF,FANCD2,FANCF;FANCD2,-0.17,1
2140,CALU3_LUNG,FANCF,FANCC,FANCF;FANCC,0.4,1
2141,CALU3_LUNG,FANCF,ERCC4,FANCF;ERCC4,0.14,1
2142,CALU3_LUNG,TFG,TPM3,TFG;TPM3,0.35,1
2143,CALU3_LUNG,RAD21,MSH6,RAD21;MSH6,0.12,1
2144,CALU3_LUNG,NTHL1,MUTYH,NTHL1;MUTYH,0.22,1
2145,CALU3_LUNG,KAT7,KAT6A,KAT7;KAT6A,0.41,1
2146,CALU3_LUNG,KAT7,KAT6B,KAT7;KAT6B,0.78,1
2147,CALU3_LUNG,MTOR,TSC2,MTOR;TSC2,-0.11,1
2148,CALU3_LUNG,MTOR,PIK3CA,MTOR;PIK3CA,-0.27,1
2149,CALU3_LUNG,MTOR,STAT3,MTOR;STAT3,-0.18,1
2150,CALU3_LUNG,MTOR,TSC1,MTOR;TSC1,-0.22,1
2151,CALU3_LUNG,MTOR,PIK3R1,MTOR;PIK3R1,-0.23,1
2152,CALU3_LUNG,MTOR,AKT1,MTOR;AKT1,-0.22,1
2153,CALU3_LUNG,MTOR,RHOA,MTOR;RHOA,-0.73,1
2154,CALU3_LUNG,MTOR,HSP90AB1,MTOR;HSP90AB1,-0.45,1
2155,CALU3_LUNG,MTOR,PIK3CB,MTOR;PIK3CB,-0.26,1
2156,CALU3_LUNG,MTOR,GPHN,MTOR;GPHN,-0.24,1
2157,CALU3_LUNG,CDKN1B,MAPK1,CDKN1B;MAPK1,-0.17,1
2158,CALU3_LUNG,CDKN1B,MYC,CDKN1B;MYC,0.03,1
2159,CALU3_LUNG,CDKN1B,CCND3,CDKN1B;CCND3,0.18,1
2160,CALU3_LUNG,CDKN1B,CDKN1A,CDKN1B;CDKN1A,0.13,1
2161,CALU3_LUNG,CDKN1B,FOXO3,CDKN1B;FOXO3,0.03,1
2162,CALU3_LUNG,CDKN1B,RHOA,CDKN1B;RHOA,-0.6,1
2163,CALU3_LUNG,CDKN1B,AKT1,CDKN1B;AKT1,-0.1,1
2164,CALU3_LUNG,CDKN1B,XPO1,CDKN1B;XPO1,-0.61,1
2165,CALU3_LUNG,SMAD3,MAPK1,SMAD3;MAPK1,-0.3,1
2166,CALU3_LUNG,SMAD3,EP300,SMAD3;EP300,-0.07,1
2167,CALU3_LUNG,SMAD3,STAT3,SMAD3;STAT3,-0.27,1
2168,CALU3_LUNG,SMAD3,MYC,SMAD3;MYC,-0.2,1
2169,CALU3_LUNG,SMAD3,CDKN1A,SMAD3;CDKN1A,-0.31,1
2170,CALU3_LUNG,SMAD3,JUN,SMAD3;JUN,-0.47,1
2171,CALU3_LUNG,SMAD3,ACVR1B,SMAD3;ACVR1B,-0.26,1
2172,CALU3_LUNG,SMAD3,ACVR1,SMAD3;ACVR1,-1.89,1
2173,CALU3_LUNG,SMAD3,WWTR1,SMAD3;WWTR1,-0.47,1
2174,CALU3_LUNG,SMAD3,FOXO3,SMAD3;FOXO3,-0.07,1
2175,CALU3_LUNG,SMAD3,AKT1,SMAD3;AKT1,-0.33,1
2176,CALU3_LUNG,SMAD3,CTNNB1,SMAD3;CTNNB1,-0.21,1
2177,CALU3_LUNG,MUTYH,MSH2,MUTYH;MSH2,0.09,1
2178,CALU3_LUNG,MUTYH,MSH6,MUTYH;MSH6,0.04,1
2179,CALU3_LUNG,MUTYH,PMS2,MUTYH;PMS2,0.23,1
2180,CALU3_LUNG,MUTYH,POLD1,MUTYH;POLD1,0.11,1
2181,CALU3_LUNG,CTNNB1,BCL9,CTNNB1;BCL9,0.12,1
2182,CALU3_LUNG,CTNNB1,RARA,CTNNB1;RARA,-0.14,1
2183,CALU3_LUNG,CTNNB1,AXIN1,CTNNB1;AXIN1,-0.18,1
2184,CALU3_LUNG,CTNNB1,TCF3,CTNNB1;TCF3,-0.09,1
2185,CALU3_LUNG,CTNNB1,EP300,CTNNB1;EP300,0.04,1
2186,CALU3_LUNG,CTNNB1,PIK3CA,CTNNB1;PIK3CA,-1.11,1
2187,CALU3_LUNG,CTNNB1,STAT3,CTNNB1;STAT3,-0.78,1
2188,CALU3_LUNG,CTNNB1,CTNNA1,CTNNB1;CTNNA1,-0.55,1
2189,CALU3_LUNG,CTNNB1,EZH2,CTNNB1;EZH2,0.04,1
2190,CALU3_LUNG,CTNNB1,FOXO3,CTNNB1;FOXO3,0.09,1
2191,CALU3_LUNG,CTNNB1,CDC73,CTNNB1;CDC73,-0.02,1
2192,CALU3_LUNG,CTNNB1,JUN,CTNNB1;JUN,-0.65,1
2193,CALU3_LUNG,CTNNB1,SRC,CTNNB1;SRC,-1.67,1
2194,CALU3_LUNG,CTNNB1,XPO1,CTNNB1;XPO1,-0.23,1
2195,CALU3_LUNG,CTNNB1,RHOA,CTNNB1;RHOA,-0.15,1
2196,CALU3_LUNG,CTNNB1,FAT1,CTNNB1;FAT1,0.26,1
2197,CALU3_LUNG,CTNNB1,HRAS,CTNNB1;HRAS,-0.01,1
2198,CALU3_LUNG,CTNNB1,PIK3R1,CTNNB1;PIK3R1,-1.17,1
2199,CALU3_LUNG,CTNNB1,AKT1,CTNNB1;AKT1,0.08,1
2200,CALU3_LUNG,CTNNB1,MYC,CTNNB1;MYC,-0.3,1
2201,CALU3_LUNG,CTNNB1,TCF7L2,CTNNB1;TCF7L2,0.14,1
2202,CALU3_LUNG,CTNNB1,PTPN11,CTNNB1;PTPN11,-1.19,1
2203,CALU3_LUNG,STAT3,MAPK1,STAT3;MAPK1,0.16,1
2204,CALU3_LUNG,STAT3,EP300,STAT3;EP300,0.06,1
2205,CALU3_LUNG,STAT3,PIK3CA,STAT3;PIK3CA,-0.58,1
2206,CALU3_LUNG,STAT3,PTPN11,STAT3;PTPN11,-0.68,1
2207,CALU3_LUNG,STAT3,AKT1,STAT3;AKT1,0.21,1
2208,CALU3_LUNG,STAT3,FOXO3,STAT3;FOXO3,0.15,1
2209,CALU3_LUNG,STAT3,PIK3R1,STAT3;PIK3R1,-0.66,1
2210,CALU3_LUNG,STAT3,CDKN1A,STAT3;CDKN1A,0.05,1
2211,CALU3_LUNG,STAT3,MYC,STAT3;MYC,0.18,1
2212,CALU3_LUNG,STAT3,SRC,STAT3;SRC,-1.21,1
2213,CALU3_LUNG,STAT3,HSP90AB1,STAT3;HSP90AB1,-0.34,1
2214,CALU3_LUNG,STAT3,EZH2,STAT3;EZH2,0.06,1
2215,CALU3_LUNG,STAT3,JUN,STAT3;JUN,-0.21,1
2216,CALU3_LUNG,BCLAF1,THRAP3,BCLAF1;THRAP3,0.79,1
2217,CALU3_LUNG,NCOA2,RARA,NCOA2;RARA,-1.17,1
2218,CALU3_LUNG,NCOA2,EP300,NCOA2;EP300,-1.74,1
2219,CALU3_LUNG,NCOA2,KAT6A,NCOA2;KAT6A,-0.9,1
2220,CALU3_LUNG,NCOA2,NCOR2,NCOA2;NCOR2,-0.47,1
2221,CALU3_LUNG,NCOA2,NCOA1,NCOA2;NCOA1,0.27,1
2222,CALU3_LUNG,KTN1,RHOA,KTN1;RHOA,0.02,1
2223,CALU3_LUNG,VHL,ARNT,VHL;ARNT,0.42,1
2224,CALU3_LUNG,VHL,EP300,VHL;EP300,-0.32,1
2225,CALU3_LUNG,VHL,BRD4,VHL;BRD4,-0.47,1
2226,CALU3_LUNG,MSH2,PMS2,MSH2;PMS2,0.21,1
2227,CALU3_LUNG,MSH2,POLD1,MSH2;POLD1,0.11,1
2228,CALU3_LUNG,MSH2,FEN1,MSH2;FEN1,0.3,1
2229,CALU3_LUNG,MSH2,MSH6,MSH2;MSH6,0.15,1
2230,CALU3_LUNG,MSH2,ERCC4,MSH2;ERCC4,-0.01,1
2231,CALU3_LUNG,MSH2,XPA,MSH2;XPA,0.22,1
2232,CALU3_LUNG,MSH2,FANCD2,MSH2;FANCD2,-0.01,1
2233,CALU3_LUNG,MSH2,MYC,MSH2;MYC,0.02,1
2234,CALU3_LUNG,MSH2,ATM,MSH2;ATM,0.06,1
2235,CALU3_LUNG,MSH2,ATR,MSH2;ATR,0.28,1
2236,CALU3_LUNG,MSH2,PMS1,MSH2;PMS1,0.38,1
2237,CALU3_LUNG,MSH2,POLE,MSH2;POLE,0.26,1
2238,CALU3_LUNG,ABI1,SRC,ABI1;SRC,-0.2,1
2239,CALU3_LUNG,EIF1AX,RPL5,EIF1AX;RPL5,-0.44,1
2240,CALU3_LUNG,KAT6A,EP300,KAT6A;EP300,-1.11,1
2241,CALU3_LUNG,KAT6A,KAT6B,KAT6A;KAT6B,0.05,1
2242,CALU3_LUNG,HMGA1,JUN,HMGA1;JUN,0.45,1
2243,CALU3_LUNG,FUS,SFPQ,FUS;SFPQ,0.3,1
2244,CALU3_LUNG,FUS,CREB3L2,FUS;CREB3L2,0.19,1
2245,CALU3_LUNG,FUS,PABPC1,FUS;PABPC1,-0.1,1
2246,CALU3_LUNG,FUS,NONO,FUS;NONO,0.3,1
2247,CALU3_LUNG,FUS,EWSR1,FUS;EWSR1,0.27,1
2248,CALU3_LUNG,FUS,HNRNPA2B1,FUS;HNRNPA2B1,0.21,1
2249,CALU3_LUNG,ACVR1,ACVR1B,ACVR1;ACVR1B,0.65,1
2250,CALU3_LUNG,BRAF,MAPK1,BRAF;MAPK1,-0.78,1
2251,CALU3_LUNG,BRAF,PIK3CA,BRAF;PIK3CA,-1.15,1
2252,CALU3_LUNG,BRAF,YWHAE,BRAF;YWHAE,-1.99,1
2253,CALU3_LUNG,BRAF,NF1,BRAF;NF1,-1.02,1
2254,CALU3_LUNG,BRAF,HSP90AB1,BRAF;HSP90AB1,-1.74,1
2255,CALU3_LUNG,BRAF,RAF1,BRAF;RAF1,-0.25,1
2256,CALU3_LUNG,BRAF,HRAS,BRAF;HRAS,-0.75,1
2257,CALU3_LUNG,BRAF,PTPN11,BRAF;PTPN11,-1.03,1
2258,CALU3_LUNG,TFE3,PRCC,TFE3;PRCC,0.38,1
2259,CALU3_LUNG,TFE3,SFPQ,TFE3;SFPQ,-1.87,1
2260,CALU3_LUNG,HLA-A,CALR,HLA-A;CALR,0.01,1
2261,CALU3_LUNG,HLA-A,B2M,HLA-A;B2M,0.53,1
2262,CALU3_LUNG,TCF7L2,BCL9,TCF7L2;BCL9,0.06,1
2263,CALU3_LUNG,TCF7L2,AXIN1,TCF7L2;AXIN1,0.14,1
2264,CALU3_LUNG,TCF7L2,EP300,TCF7L2;EP300,-0.77,1
2265,CALU3_LUNG,TCF7L2,MYC,TCF7L2;MYC,-0.75,1
2266,CALU3_LUNG,TSC1,MAPK1,TSC1;MAPK1,-1.82,1
2267,CALU3_LUNG,TSC1,TSC2,TSC1;TSC2,0.12,1
2268,CALU3_LUNG,TSC1,AKT1,TSC1;AKT1,-1.67,1
2269,CALU3_LUNG,NFE2L2,EP300,NFE2L2;EP300,-0.1,1
2270,CALU3_LUNG,NFE2L2,JUN,NFE2L2;JUN,-0.17,1
2271,CALU3_LUNG,NFE2L2,AKT1,NFE2L2;AKT1,-0.15,1
2272,CALU3_LUNG,NFE2L2,DDIT3,NFE2L2;DDIT3,0.42,1
2273,CALU3_LUNG,NFE2L2,MYC,NFE2L2;MYC,-0.09,1
2274,CALU3_LUNG,BRD4,EP300,BRD4;EP300,-0.58,1
2275,CALU3_LUNG,BRD4,BRD3,BRD4;BRD3,-0.47,1
2276,CALU3_LUNG,BRD4,KMT2A,BRD4;KMT2A,-0.62,1
2277,CALU3_LUNG,BRD4,PSIP1,BRD4;PSIP1,-0.52,1
2278,CALU3_LUNG,BRD4,FOXO3,BRD4;FOXO3,-0.64,1
2279,CALU3_LUNG,BRD4,EZH2,BRD4;EZH2,-0.33,1
2280,CALU3_LUNG,BRD4,MYC,BRD4;MYC,-0.65,1
2281,CALU3_LUNG,AFF4,ELL,AFF4;ELL,0.36,1
2282,CALU3_LUNG,AFF4,TCEA1,AFF4;TCEA1,0.18,1
2283,CALU3_LUNG,AFF4,CDC73,AFF4;CDC73,-0.32,1
2284,CALU3_LUNG,AFF4,KMT2A,AFF4;KMT2A,-0.44,1
2285,CALU3_LUNG,RPL22,RPL5,RPL22;RPL5,-0.93,1
2286,CALU3_LUNG,RPL22,NACA,RPL22;NACA,0.63,1
2287,CALU3_LUNG,DEK,DAXX,DEK;DAXX,-0.14,1
2288,CALU3_LUNG,DEK,SF3B1,DEK;SF3B1,-0.01,1
2289,CALU3_LUNG,ITGAV,SRC,ITGAV;SRC,-0.02,1
2290,CALU3_LUNG,SMARCB1,KMT2A,SMARCB1;KMT2A,0.08,1
2291,CALU3_LUNG,SMARCB1,PBRM1,SMARCB1;PBRM1,0.4,1
