,Patient,Gene1,Gene2,Edge,Curvature,Response
55437,NCIH1573_LUNG,MAP2K1,BRAF,MAP2K1;BRAF,-0.03,1
55438,NCIH1573_LUNG,MAP2K1,PRKACA,MAP2K1;PRKACA,-0.07,1
55439,NCIH1573_LUNG,MAP2K1,HRAS,MAP2K1;HRAS,0.11,1
55440,NCIH1573_LUNG,MAP2K1,RAF1,MAP2K1;RAF1,0.15,1
55441,NCIH1573_LUNG,MLLT1,TCEA1,MLLT1;TCEA1,-0.09,1
55442,NCIH1573_LUNG,MLLT1,CDC73,MLLT1;CDC73,-0.2,1
55443,NCIH1573_LUNG,MLLT1,MLLT6,MLLT1;MLLT6,0.24,1
55444,NCIH1573_LUNG,MLLT1,AFF1,MLLT1;AFF1,0.45,1
55445,NCIH1573_LUNG,MLLT1,KMT2A,MLLT1;KMT2A,-0.48,1
55446,NCIH1573_LUNG,MLLT1,AFF4,MLLT1;AFF4,0.39,1
55447,NCIH1573_LUNG,MLLT1,ELL,MLLT1;ELL,0.34,1
55448,NCIH1573_LUNG,AKAP9,PRKACA,AKAP9;PRKACA,0.09,1
55449,NCIH1573_LUNG,AKAP9,BRAF,AKAP9;BRAF,-0.02,1
55450,NCIH1573_LUNG,ETV6,CHIC2,ETV6;CHIC2,0.33,1
55451,NCIH1573_LUNG,ETV6,ABL1,ETV6;ABL1,-1.39,1
55452,NCIH1573_LUNG,ETV6,ABL2,ETV6;ABL2,0.43,1
55453,NCIH1573_LUNG,DDX3X,PABPC1,DDX3X;PABPC1,-0.26,1
55454,NCIH1573_LUNG,DDX3X,XPO1,DDX3X;XPO1,-0.22,1
55455,NCIH1573_LUNG,CREBBP,RARA,CREBBP;RARA,-0.17,1
55456,NCIH1573_LUNG,CREBBP,MDM2,CREBBP;MDM2,-0.15,1
55457,NCIH1573_LUNG,CREBBP,AKT1,CREBBP;AKT1,-0.11,1
55458,NCIH1573_LUNG,CREBBP,KAT6A,CREBBP;KAT6A,-0.26,1
55459,NCIH1573_LUNG,CREBBP,TCF12,CREBBP;TCF12,-0.03,1
55460,NCIH1573_LUNG,CREBBP,FOXO3,CREBBP;FOXO3,0.0,1
55461,NCIH1573_LUNG,CREBBP,NCOR2,CREBBP;NCOR2,-0.39,1
55462,NCIH1573_LUNG,CREBBP,NCOA2,CREBBP;NCOA2,-0.19,1
55463,NCIH1573_LUNG,CREBBP,CTNNB1,CREBBP;CTNNB1,-0.18,1
55464,NCIH1573_LUNG,CREBBP,KMT2A,CREBBP;KMT2A,-0.51,1
55465,NCIH1573_LUNG,CREBBP,ARNT,CREBBP;ARNT,-0.14,1
55466,NCIH1573_LUNG,CREBBP,CCND3,CREBBP;CCND3,-0.34,1
55467,NCIH1573_LUNG,CREBBP,CDKN1A,CREBBP;CDKN1A,-0.1,1
55468,NCIH1573_LUNG,CREBBP,TCF3,CREBBP;TCF3,-0.85,1
55469,NCIH1573_LUNG,CREBBP,NCOA1,CREBBP;NCOA1,-0.17,1
55470,NCIH1573_LUNG,CREBBP,TCF7L2,CREBBP;TCF7L2,-0.18,1
55471,NCIH1573_LUNG,CREBBP,CREB3L2,CREBBP;CREB3L2,-0.6,1
55472,NCIH1573_LUNG,CREBBP,MYC,CREBBP;MYC,-0.03,1
55473,NCIH1573_LUNG,CREBBP,CREB1,CREBBP;CREB1,-0.06,1
55474,NCIH1573_LUNG,CREBBP,SMAD3,CREBBP;SMAD3,-0.25,1
55475,NCIH1573_LUNG,CREBBP,SRC,CREBBP;SRC,-0.46,1
55476,NCIH1573_LUNG,CREBBP,NFE2L2,CREBBP;NFE2L2,-0.31,1
55477,NCIH1573_LUNG,CREBBP,STAT3,CREBBP;STAT3,-0.07,1
55478,NCIH1573_LUNG,CREBBP,JUN,CREBBP;JUN,-0.01,1
55479,NCIH1573_LUNG,CREBBP,EP300,CREBBP;EP300,0.14,1
55480,NCIH1573_LUNG,CUL3,CASP8,CUL3;CASP8,0.03,1
55481,NCIH1573_LUNG,CUL3,NFE2L2,CUL3;NFE2L2,0.01,1
55482,NCIH1573_LUNG,CUL3,SUFU,CUL3;SUFU,0.32,1
55483,NCIH1573_LUNG,CUL3,RHOA,CUL3;RHOA,-0.18,1
55484,NCIH1573_LUNG,CUL3,SPOP,CUL3;SPOP,0.06,1
55485,NCIH1573_LUNG,NUMA1,NPM1,NUMA1;NPM1,0.11,1
55486,NCIH1573_LUNG,SKI,SMAD3,SKI;SMAD3,-1.44,1
55487,NCIH1573_LUNG,SDHAF2,TMEM127,SDHAF2;TMEM127,0.3,1
55488,NCIH1573_LUNG,SDHAF2,SDHA,SDHAF2;SDHA,-0.05,1
55489,NCIH1573_LUNG,SDHAF2,SDHD,SDHAF2;SDHD,0.43,1
55490,NCIH1573_LUNG,SDHAF2,SDHB,SDHAF2;SDHB,0.04,1
55491,NCIH1573_LUNG,SDHAF2,SDHC,SDHAF2;SDHC,0.38,1
55492,NCIH1573_LUNG,JAK1,PIK3CA,JAK1;PIK3CA,0.16,1
55493,NCIH1573_LUNG,JAK1,STAT3,JAK1;STAT3,-0.17,1
55494,NCIH1573_LUNG,JAK1,ERBB2,JAK1;ERBB2,0.15,1
55495,NCIH1573_LUNG,JAK1,MET,JAK1;MET,0.35,1
55496,NCIH1573_LUNG,JAK1,EML4,JAK1;EML4,0.1,1
55497,NCIH1573_LUNG,JAK1,PIK3R1,JAK1;PIK3R1,0.18,1
55498,NCIH1573_LUNG,JAK1,PTPN11,JAK1;PTPN11,0.27,1
55499,NCIH1573_LUNG,JAK1,PIK3CB,JAK1;PIK3CB,0.24,1
55500,NCIH1573_LUNG,CCNE1,CDKN1B,CCNE1;CDKN1B,-1.02,1
55501,NCIH1573_LUNG,CCNE1,CDK4,CCNE1;CDK4,-0.9,1
55502,NCIH1573_LUNG,CCNE1,MYC,CCNE1;MYC,-0.97,1
55503,NCIH1573_LUNG,CCNE1,CDKN1A,CCNE1;CDKN1A,-0.99,1
55504,NCIH1573_LUNG,CCNE1,RB1,CCNE1;RB1,-1.17,1
55505,NCIH1573_LUNG,BMPR1A,SMAD3,BMPR1A;SMAD3,-0.85,1
55506,NCIH1573_LUNG,BMPR1A,ACVR1,BMPR1A;ACVR1,0.34,1
55507,NCIH1573_LUNG,RMI2,WRN,RMI2;WRN,0.19,1
55508,NCIH1573_LUNG,RMI2,BLM,RMI2;BLM,0.35,1
55509,NCIH1573_LUNG,SRSF2,FUS,SRSF2;FUS,0.01,1
55510,NCIH1573_LUNG,SRSF2,SF3B1,SRSF2;SF3B1,-0.51,1
55511,NCIH1573_LUNG,SRSF2,HNRNPA2B1,SRSF2;HNRNPA2B1,0.08,1
55512,NCIH1573_LUNG,SRSF2,SRSF3,SRSF2;SRSF3,0.2,1
55513,NCIH1573_LUNG,SRSF2,ASXL1,SRSF2;ASXL1,0.06,1
55514,NCIH1573_LUNG,DGCR8,DROSHA,DGCR8;DROSHA,-0.24,1
55515,NCIH1573_LUNG,DGCR8,HNRNPA2B1,DGCR8;HNRNPA2B1,-1.42,1
55516,NCIH1573_LUNG,CBFB,TCF3,CBFB;TCF3,-0.25,1
55517,NCIH1573_LUNG,CBFB,FLNA,CBFB;FLNA,-0.29,1
55518,NCIH1573_LUNG,AFF1,ELL,AFF1;ELL,0.26,1
55519,NCIH1573_LUNG,AFF1,AFF4,AFF1;AFF4,0.36,1
55520,NCIH1573_LUNG,AFF1,CDC73,AFF1;CDC73,-0.18,1
55521,NCIH1573_LUNG,AFF1,KMT2A,AFF1;KMT2A,-0.46,1
55522,NCIH1573_LUNG,AFF1,MLLT6,AFF1;MLLT6,0.32,1
55523,NCIH1573_LUNG,APC,AXIN1,APC;AXIN1,-0.28,1
55524,NCIH1573_LUNG,APC,TBL1XR1,APC;TBL1XR1,-0.8,1
55525,NCIH1573_LUNG,APC,CTNNB1,APC;CTNNB1,-1.44,1
55526,NCIH1573_LUNG,APC,CTNNA1,APC;CTNNA1,-1.14,1
55527,NCIH1573_LUNG,MAP2K4,FLNA,MAP2K4;FLNA,-1.2,1
55528,NCIH1573_LUNG,MAP2K4,JUN,MAP2K4;JUN,-0.74,1
55529,NCIH1573_LUNG,MAP2K4,AKT1,MAP2K4;AKT1,-0.62,1
55530,NCIH1573_LUNG,PICALM,EPS15,PICALM;EPS15,0.13,1
55531,NCIH1573_LUNG,PICALM,CLTC,PICALM;CLTC,-0.06,1
55532,NCIH1573_LUNG,PPP6C,NFKBIE,PPP6C;NFKBIE,0.01,1
55533,NCIH1573_LUNG,KDM5A,RB1,KDM5A;RB1,-0.98,1
55534,NCIH1573_LUNG,KDM5A,SUZ12,KDM5A;SUZ12,-0.68,1
55535,NCIH1573_LUNG,MYD88,FADD,MYD88;FADD,-0.33,1
55536,NCIH1573_LUNG,MYD88,SRC,MYD88;SRC,-1.13,1
55537,NCIH1573_LUNG,MYD88,SPOP,MYD88;SPOP,-0.83,1
55538,NCIH1573_LUNG,PTEN,TSC2,PTEN;TSC2,0.02,1
55539,NCIH1573_LUNG,PTEN,PLCG1,PTEN;PLCG1,-0.09,1
55540,NCIH1573_LUNG,PTEN,CDK4,PTEN;CDK4,-0.01,1
55541,NCIH1573_LUNG,PTEN,MDM2,PTEN;MDM2,0.02,1
55542,NCIH1573_LUNG,PTEN,PIK3CA,PTEN;PIK3CA,0.06,1
55543,NCIH1573_LUNG,PTEN,ERBB2,PTEN;ERBB2,0.06,1
55544,NCIH1573_LUNG,PTEN,ATM,PTEN;ATM,-0.25,1
55545,NCIH1573_LUNG,PTEN,FOXO3,PTEN;FOXO3,0.04,1
55546,NCIH1573_LUNG,PTEN,NF1,PTEN;NF1,-0.1,1
55547,NCIH1573_LUNG,PTEN,MTOR,PTEN;MTOR,-0.07,1
55548,NCIH1573_LUNG,PTEN,CTNNB1,PTEN;CTNNB1,-0.14,1
55549,NCIH1573_LUNG,PTEN,PIK3R1,PTEN;PIK3R1,0.05,1
55550,NCIH1573_LUNG,PTEN,BRAF,PTEN;BRAF,-0.07,1
55551,NCIH1573_LUNG,PTEN,AKT1,PTEN;AKT1,0.06,1
55552,NCIH1573_LUNG,PTEN,SPOP,PTEN;SPOP,-0.34,1
55553,NCIH1573_LUNG,PTEN,BRCA2,PTEN;BRCA2,-0.09,1
55554,NCIH1573_LUNG,PTEN,PIK3CB,PTEN;PIK3CB,0.02,1
55555,NCIH1573_LUNG,PTEN,TRIM27,PTEN;TRIM27,-0.62,1
55556,NCIH1573_LUNG,PTEN,MYC,PTEN;MYC,0.03,1
55557,NCIH1573_LUNG,ASPSCR1,PRCC,ASPSCR1;PRCC,0.62,1
55558,NCIH1573_LUNG,ASPSCR1,TFE3,ASPSCR1;TFE3,0.35,1
55559,NCIH1573_LUNG,TRRAP,MYC,TRRAP;MYC,-0.62,1
55560,NCIH1573_LUNG,TRRAP,CTNNB1,TRRAP;CTNNB1,-0.77,1
55561,NCIH1573_LUNG,FANCG,FANCE,FANCG;FANCE,-1.94,1
55562,NCIH1573_LUNG,FANCG,FANCD2,FANCG;FANCD2,0.19,1
55563,NCIH1573_LUNG,FANCG,FANCC,FANCG;FANCC,0.37,1
55564,NCIH1573_LUNG,FANCG,ERCC4,FANCG;ERCC4,0.34,1
55565,NCIH1573_LUNG,FANCG,FANCF,FANCG;FANCF,0.34,1
55566,NCIH1573_LUNG,FANCG,ATR,FANCG;ATR,0.37,1
55567,NCIH1573_LUNG,FANCG,BLM,FANCG;BLM,0.19,1
55568,NCIH1573_LUNG,FANCG,BRCA2,FANCG;BRCA2,-0.41,1
55569,NCIH1573_LUNG,BCL9L,BCL9,BCL9L;BCL9,0.58,1
55570,NCIH1573_LUNG,BCL9L,CTNNB1,BCL9L;CTNNB1,0.03,1
55571,NCIH1573_LUNG,RPL10,FANCE,RPL10;FANCE,0.58,1
55572,NCIH1573_LUNG,RPL10,RPL22,RPL10;RPL22,0.65,1
55573,NCIH1573_LUNG,RPL10,RPL5,RPL10;RPL5,0.49,1
55574,NCIH1573_LUNG,RPL10,EIF1AX,RPL10;EIF1AX,0.35,1
55575,NCIH1573_LUNG,RPL10,NACA,RPL10;NACA,0.58,1
55576,NCIH1573_LUNG,RB1,CDK4,RB1;CDK4,-0.14,1
55577,NCIH1573_LUNG,RB1,MDM2,RB1;MDM2,-0.23,1
55578,NCIH1573_LUNG,RB1,ABL1,RB1;ABL1,-0.55,1
55579,NCIH1573_LUNG,RB1,EZH2,RB1;EZH2,-0.53,1
55580,NCIH1573_LUNG,RB1,MYC,RB1;MYC,-0.33,1
55581,NCIH1573_LUNG,RB1,CDKN1A,RB1;CDKN1A,-0.08,1
55582,NCIH1573_LUNG,RB1,CCND3,RB1;CCND3,0.17,1
55583,NCIH1573_LUNG,ABL2,ABL1,ABL2;ABL1,-1.34,1
55584,NCIH1573_LUNG,ERBB2,PLCG1,ERBB2;PLCG1,0.22,1
55585,NCIH1573_LUNG,ERBB2,PIK3CA,ERBB2;PIK3CA,0.28,1
55586,NCIH1573_LUNG,ERBB2,CBL,ERBB2;CBL,0.23,1
55587,NCIH1573_LUNG,ERBB2,STAT3,ERBB2;STAT3,0.35,1
55588,NCIH1573_LUNG,ERBB2,PTPN11,ERBB2;PTPN11,0.28,1
55589,NCIH1573_LUNG,ERBB2,PIK3R1,ERBB2;PIK3R1,0.29,1
55590,NCIH1573_LUNG,ERBB2,CTNNB1,ERBB2;CTNNB1,0.11,1
55591,NCIH1573_LUNG,ERBB2,MYC,ERBB2;MYC,0.12,1
55592,NCIH1573_LUNG,ERBB2,HRAS,ERBB2;HRAS,0.2,1
55593,NCIH1573_LUNG,ERBB2,HSP90AB1,ERBB2;HSP90AB1,0.18,1
55594,NCIH1573_LUNG,ERBB2,SRC,ERBB2;SRC,0.14,1
55595,NCIH1573_LUNG,ERBB2,PIK3CB,ERBB2;PIK3CB,0.25,1
55596,NCIH1573_LUNG,ERBB2,BRCA2,ERBB2;BRCA2,-0.19,1
55597,NCIH1573_LUNG,PRKACA,MAPK1,PRKACA;MAPK1,-0.36,1
55598,NCIH1573_LUNG,PRKACA,EP300,PRKACA;EP300,-0.95,1
55599,NCIH1573_LUNG,PRKACA,ARAF,PRKACA;ARAF,-0.23,1
55600,NCIH1573_LUNG,PRKACA,BAX,PRKACA;BAX,-0.64,1
55601,NCIH1573_LUNG,PRKACA,RAF1,PRKACA;RAF1,-0.16,1
55602,NCIH1573_LUNG,PRKACA,JUN,PRKACA;JUN,-0.84,1
55603,NCIH1573_LUNG,PRKACA,CREB1,PRKACA;CREB1,-0.81,1
55604,NCIH1573_LUNG,PRKACA,FOXO3,PRKACA;FOXO3,-0.62,1
55605,NCIH1573_LUNG,PRKACA,RHOA,PRKACA;RHOA,-0.7,1
55606,NCIH1573_LUNG,PRKACA,BRAF,PRKACA;BRAF,-0.23,1
55607,NCIH1573_LUNG,PRKACA,SUFU,PRKACA;SUFU,-0.85,1
55608,NCIH1573_LUNG,PRKACA,PRKAR1A,PRKACA;PRKAR1A,-2.64,1
55609,NCIH1573_LUNG,PRKACA,CTNNB1,PRKACA;CTNNB1,-0.77,1
55610,NCIH1573_LUNG,TPM4,MYH9,TPM4;MYH9,-0.19,1
55611,NCIH1573_LUNG,TPM4,TPM3,TPM4;TPM3,-0.08,1
55612,NCIH1573_LUNG,MDM4,MDM2,MDM4;MDM2,-0.25,1
55613,NCIH1573_LUNG,MDM4,ATM,MDM4;ATM,-0.08,1
55614,NCIH1573_LUNG,CRNKL1,PRCC,CRNKL1;PRCC,-0.95,1
55615,NCIH1573_LUNG,CRNKL1,SF3B1,CRNKL1;SF3B1,-1.77,1
55616,NCIH1573_LUNG,DDB2,CDKN1B,DDB2;CDKN1B,-0.19,1
55617,NCIH1573_LUNG,DDB2,ERCC3,DDB2;ERCC3,0.33,1
55618,NCIH1573_LUNG,DDB2,XPA,DDB2;XPA,0.3,1
55619,NCIH1573_LUNG,MET,PLCG1,MET;PLCG1,0.42,1
55620,NCIH1573_LUNG,MET,PIK3CA,MET;PIK3CA,0.38,1
55621,NCIH1573_LUNG,MET,CBL,MET;CBL,0.43,1
55622,NCIH1573_LUNG,MET,STAT3,MET;STAT3,0.31,1
55623,NCIH1573_LUNG,MET,PIK3R1,MET;PIK3R1,0.41,1
55624,NCIH1573_LUNG,MET,CTNNB1,MET;CTNNB1,0.05,1
55625,NCIH1573_LUNG,MET,PTPN11,MET;PTPN11,0.43,1
55626,NCIH1573_LUNG,MET,SRC,MET;SRC,0.07,1
55627,NCIH1573_LUNG,MET,PIK3CB,MET;PIK3CB,0.38,1
55628,NCIH1573_LUNG,MET,HRAS,MET;HRAS,0.28,1
55629,NCIH1573_LUNG,CYLD,BCL3,CYLD;BCL3,-0.05,1
55630,NCIH1573_LUNG,CYLD,FADD,CYLD;FADD,-0.29,1
55631,NCIH1573_LUNG,CYLD,CASP8,CYLD;CASP8,-0.36,1
55632,NCIH1573_LUNG,BRCA2,FANCE,BRCA2;FANCE,-5.45,1
55633,NCIH1573_LUNG,BRCA2,MSH2,BRCA2;MSH2,-1.47,1
55634,NCIH1573_LUNG,BRCA2,MSH6,BRCA2;MSH6,-1.79,1
55635,NCIH1573_LUNG,BRCA2,CDK4,BRCA2;CDK4,-1.87,1
55636,NCIH1573_LUNG,BRCA2,BARD1,BRCA2;BARD1,-1.34,1
55637,NCIH1573_LUNG,BRCA2,NBN,BRCA2;NBN,-1.3,1
55638,NCIH1573_LUNG,BRCA2,PMS2,BRCA2;PMS2,-1.7,1
55639,NCIH1573_LUNG,BRCA2,ATM,BRCA2;ATM,-1.26,1
55640,NCIH1573_LUNG,BRCA2,BUB1B,BRCA2;BUB1B,-1.96,1
55641,NCIH1573_LUNG,BRCA2,FANCD2,BRCA2;FANCD2,-1.0,1
55642,NCIH1573_LUNG,BRCA2,FANCC,BRCA2;FANCC,-1.42,1
55643,NCIH1573_LUNG,BRCA2,NPM1,BRCA2;NPM1,-3.23,1
55644,NCIH1573_LUNG,BRCA2,WRN,BRCA2;WRN,-1.52,1
55645,NCIH1573_LUNG,BRCA2,ERCC4,BRCA2;ERCC4,-1.24,1
55646,NCIH1573_LUNG,BRCA2,FANCF,BRCA2;FANCF,-1.52,1
55647,NCIH1573_LUNG,BRCA2,BLM,BRCA2;BLM,-1.39,1
55648,NCIH1573_LUNG,BRCA2,FLNA,BRCA2;FLNA,-3.93,1
55649,NCIH1573_LUNG,BRCA2,ATRX,BRCA2;ATRX,-2.16,1
55650,NCIH1573_LUNG,BRCA2,RAD51B,BRCA2;RAD51B,-1.31,1
55651,NCIH1573_LUNG,BRCA2,ERCC5,BRCA2;ERCC5,-1.32,1
55652,NCIH1573_LUNG,BRCA2,POLD1,BRCA2;POLD1,-1.91,1
55653,NCIH1573_LUNG,BRCA2,RAD17,BRCA2;RAD17,-1.39,1
55654,NCIH1573_LUNG,ERCC3,ATM,ERCC3;ATM,-0.24,1
55655,NCIH1573_LUNG,ERCC3,FEN1,ERCC3;FEN1,0.23,1
55656,NCIH1573_LUNG,ERCC3,TCEA1,ERCC3;TCEA1,-0.04,1
55657,NCIH1573_LUNG,ERCC3,XPA,ERCC3;XPA,0.39,1
55658,NCIH1573_LUNG,ERCC3,ERCC4,ERCC3;ERCC4,0.2,1
55659,NCIH1573_LUNG,ERCC3,MYC,ERCC3;MYC,-0.12,1
55660,NCIH1573_LUNG,ERCC3,ERCC5,ERCC3;ERCC5,0.24,1
55661,NCIH1573_LUNG,SDHD,TMEM127,SDHD;TMEM127,0.27,1
55662,NCIH1573_LUNG,SDHD,SDHA,SDHD;SDHA,0.15,1
55663,NCIH1573_LUNG,SDHD,FH,SDHD;FH,0.14,1
55664,NCIH1573_LUNG,SDHD,SDHC,SDHD;SDHC,0.54,1
55665,NCIH1573_LUNG,SDHD,SDHB,SDHD;SDHB,0.23,1
55666,NCIH1573_LUNG,ARAF,YWHAE,ARAF;YWHAE,-0.16,1
55667,NCIH1573_LUNG,ARAF,RAF1,ARAF;RAF1,0.23,1
55668,NCIH1573_LUNG,ARAF,HRAS,ARAF;HRAS,0.23,1
55669,NCIH1573_LUNG,ARAF,BRAF,ARAF;BRAF,0.07,1
55670,NCIH1573_LUNG,DNM2,EPS15,DNM2;EPS15,0.39,1
55671,NCIH1573_LUNG,DNM2,SRC,DNM2;SRC,-0.55,1
55672,NCIH1573_LUNG,DNM2,CLTC,DNM2;CLTC,0.12,1
55673,NCIH1573_LUNG,ABL1,MDM2,ABL1;MDM2,-0.39,1
55674,NCIH1573_LUNG,ABL1,CBL,ABL1;CBL,-0.45,1
55675,NCIH1573_LUNG,ABL1,ATM,ABL1;ATM,-0.65,1
55676,NCIH1573_LUNG,ABL1,HSP90AB1,ABL1;HSP90AB1,-0.47,1
55677,NCIH1573_LUNG,ABL1,CDKN1A,ABL1;CDKN1A,-0.34,1
55678,NCIH1573_LUNG,ABL1,ABI1,ABL1;ABI1,-0.34,1
55679,NCIH1573_LUNG,ABL1,CTNNB1,ABL1;CTNNB1,-0.76,1
55680,NCIH1573_LUNG,BCL3,NFKB2,BCL3;NFKB2,-0.17,1
55681,NCIH1573_LUNG,LATS1,WWTR1,LATS1;WWTR1,-2.03,1
55682,NCIH1573_LUNG,RAD51B,BARD1,RAD51B;BARD1,0.33,1
55683,NCIH1573_LUNG,RAD51B,ATM,RAD51B;ATM,-0.03,1
55684,NCIH1573_LUNG,RAD51B,WRN,RAD51B;WRN,0.16,1
55685,NCIH1573_LUNG,BCL10,MAPK1,BCL10;MAPK1,-1.62,1
55686,NCIH1573_LUNG,BCL10,CASP8,BCL10;CASP8,-0.95,1
55687,NCIH1573_LUNG,BCL10,MALT1,BCL10;MALT1,0.35,1
55688,NCIH1573_LUNG,CBL,PLCG1,CBL;PLCG1,-0.02,1
55689,NCIH1573_LUNG,CBL,PIK3CA,CBL;PIK3CA,-0.17,1
55690,NCIH1573_LUNG,CBL,SH3GL1,CBL;SH3GL1,-0.41,1
55691,NCIH1573_LUNG,CBL,PIK3CB,CBL;PIK3CB,-0.11,1
55692,NCIH1573_LUNG,CBL,SRC,CBL;SRC,-0.86,1
55693,NCIH1573_LUNG,CBL,STAT3,CBL;STAT3,-0.53,1
55694,NCIH1573_LUNG,CBL,PTPN11,CBL;PTPN11,-0.07,1
55695,NCIH1573_LUNG,CBL,PIK3R1,CBL;PIK3R1,-0.15,1
55696,NCIH1573_LUNG,CBL,CTNNB1,CBL;CTNNB1,-0.9,1
55697,NCIH1573_LUNG,ARHGEF12,RHOA,ARHGEF12;RHOA,0.01,1
55698,NCIH1573_LUNG,ARHGEF12,HRAS,ARHGEF12;HRAS,0.28,1
55699,NCIH1573_LUNG,TRIM24,RARA,TRIM24;RARA,-2.16,1
55700,NCIH1573_LUNG,TRIM24,TRIM33,TRIM24;TRIM33,-2.35,1
55701,NCIH1573_LUNG,TRIM24,SPOP,TRIM24;SPOP,-2.31,1
55702,NCIH1573_LUNG,TFRC,B2M,TFRC;B2M,-0.09,1
55703,NCIH1573_LUNG,CTCF,EP300,CTCF;EP300,-0.5,1
55704,NCIH1573_LUNG,CTCF,NPM1,CTCF;NPM1,-0.7,1
55705,NCIH1573_LUNG,CTCF,RAD21,CTCF;RAD21,0.12,1
55706,NCIH1573_LUNG,CTCF,SUZ12,CTCF;SUZ12,-0.27,1
55707,NCIH1573_LUNG,CTCF,EZH2,CTCF;EZH2,-0.35,1
55708,NCIH1573_LUNG,CTCF,STAG1,CTCF;STAG1,-0.02,1
55709,NCIH1573_LUNG,FANCE,FANCC,FANCE;FANCC,-5.5,1
55710,NCIH1573_LUNG,FANCE,RPL22,FANCE;RPL22,-3.42,1
55711,NCIH1573_LUNG,FANCE,FANCF,FANCE;FANCF,-5.67,1
55712,NCIH1573_LUNG,FANCE,FANCD2,FANCE;FANCD2,-6.01,1
55713,NCIH1573_LUNG,FANCE,RPL5,FANCE;RPL5,-4.87,1
55714,NCIH1573_LUNG,EIF4A2,PABPC1,EIF4A2;PABPC1,0.14,1
55715,NCIH1573_LUNG,EIF4A2,EIF1AX,EIF4A2;EIF1AX,0.07,1
55716,NCIH1573_LUNG,DCTN1,KIF5B,DCTN1;KIF5B,0.05,1
55717,NCIH1573_LUNG,DCTN1,NIN,DCTN1;NIN,-0.19,1
55718,NCIH1573_LUNG,ASXL1,NPM1,ASXL1;NPM1,-0.76,1
55719,NCIH1573_LUNG,ASXL1,SUZ12,ASXL1;SUZ12,-0.17,1
55720,NCIH1573_LUNG,ASXL1,EZH2,ASXL1;EZH2,-0.41,1
55721,NCIH1573_LUNG,ASXL1,EED,ASXL1;EED,-0.0,1
55722,NCIH1573_LUNG,ASXL1,ASXL2,ASXL1;ASXL2,0.04,1
55723,NCIH1573_LUNG,ASXL1,BAP1,ASXL1;BAP1,-0.01,1
55724,NCIH1573_LUNG,ASXL1,IDH1,ASXL1;IDH1,-1.28,1
55725,NCIH1573_LUNG,NT5C2,ATIC,NT5C2;ATIC,0.07,1
55726,NCIH1573_LUNG,NT5C2,GMPS,NT5C2;GMPS,0.63,1
55727,NCIH1573_LUNG,TCF12,EP300,TCF12;EP300,-0.15,1
55728,NCIH1573_LUNG,ERCC5,MSH2,ERCC5;MSH2,0.08,1
55729,NCIH1573_LUNG,ERCC5,MSH6,ERCC5;MSH6,-0.01,1
55730,NCIH1573_LUNG,ERCC5,EP300,ERCC5;EP300,-0.14,1
55731,NCIH1573_LUNG,ERCC5,ATM,ERCC5;ATM,0.03,1
55732,NCIH1573_LUNG,ERCC5,ERCC4,ERCC5;ERCC4,0.25,1
55733,NCIH1573_LUNG,ERCC5,XPA,ERCC5;XPA,0.45,1
55734,NCIH1573_LUNG,ERCC5,POLD1,ERCC5;POLD1,0.02,1
55735,NCIH1573_LUNG,CREB1,MAPK1,CREB1;MAPK1,-0.06,1
55736,NCIH1573_LUNG,CREB1,ATF1,CREB1;ATF1,-0.5,1
55737,NCIH1573_LUNG,CREB1,EP300,CREB1;EP300,-0.03,1
55738,NCIH1573_LUNG,CREB1,STAT3,CREB1;STAT3,0.04,1
55739,NCIH1573_LUNG,CREB1,CRTC3,CREB1;CRTC3,-0.05,1
55740,NCIH1573_LUNG,CREB1,CREB3L2,CREB1;CREB3L2,-0.21,1
55741,NCIH1573_LUNG,CREB1,SMAD3,CREB1;SMAD3,-0.16,1
55742,NCIH1573_LUNG,CREB1,CRTC1,CREB1;CRTC1,-0.05,1
55743,NCIH1573_LUNG,CREB1,JUN,CREB1;JUN,0.06,1
55744,NCIH1573_LUNG,CREB1,AKT1,CREB1;AKT1,-0.02,1
55745,NCIH1573_LUNG,CREB1,KMT2A,CREB1;KMT2A,-0.27,1
55746,NCIH1573_LUNG,CREB1,CTNNB1,CREB1;CTNNB1,-0.11,1
55747,NCIH1573_LUNG,PML,RARA,PML;RARA,-0.29,1
55748,NCIH1573_LUNG,PML,MDM2,PML;MDM2,-0.4,1
55749,NCIH1573_LUNG,PML,EP300,PML;EP300,-0.64,1
55750,NCIH1573_LUNG,PML,DAXX,PML;DAXX,-0.17,1
55751,NCIH1573_LUNG,BAX,CASP9,BAX;CASP9,0.39,1
55752,NCIH1573_LUNG,BAX,CASP8,BAX;CASP8,0.23,1
55753,NCIH1573_LUNG,BLM,MSH2,BLM;MSH2,-0.26,1
55754,NCIH1573_LUNG,BLM,MSH6,BLM;MSH6,-0.44,1
55755,NCIH1573_LUNG,BLM,NBN,BLM;NBN,-0.01,1
55756,NCIH1573_LUNG,BLM,ATM,BLM;ATM,-0.37,1
55757,NCIH1573_LUNG,BLM,FANCD2,BLM;FANCD2,0.01,1
55758,NCIH1573_LUNG,BLM,FEN1,BLM;FEN1,-0.29,1
55759,NCIH1573_LUNG,BLM,ATR,BLM;ATR,0.14,1
55760,NCIH1573_LUNG,BLM,RAD17,BLM;RAD17,-0.05,1
