,drug,tissue,feature,iter,feature_dim,Train Accuracy,Train ROC_AUC,Test Accuracy,Test ROC_AUC,Test TN,Test FP,Test FN,Test TP
0,Atezo,KIRC,targets,0,1,0.544,0.5850737100737101,0.5476190476190477,0.6666666666666666,15,15,4,8
1,Atezo,KIRC,DiffExp,0,44,0.832,0.9315110565110566,0.5952380952380952,0.6555555555555556,20,10,7,5
2,Atezo,KIRC,edge,0,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
3,Atezo,KIRC,edge-random,0,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
4,Atezo,KIRC,node,0,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
5,Atezo,KIRC,node-random,0,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
6,Atezo,KIRC,node-norm,0,160,1.0,1.0,0.6666666666666666,0.6694444444444444,25,5,9,3
7,Atezo,KIRC,node-norm-random,0,160,0.944,0.9947788697788698,0.7142857142857143,0.6583333333333332,23,7,5,7
8,Atezo,KIRC,edge+targets,0,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
9,Atezo,KIRC,edge+targets-random,0,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
10,Atezo,KIRC,node+targets,0,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
11,Atezo,KIRC,node+targets-random,0,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
12,Atezo,KIRC,node-norm+targets,0,160,1.0,1.0,0.6666666666666666,0.6694444444444444,25,5,9,3
13,Atezo,KIRC,node-norm+targets-random,0,160,0.928,0.992014742014742,0.6904761904761905,0.6944444444444444,22,8,5,7
14,Atezo,KIRC,targets,1,1,0.528,0.5712530712530712,0.6190476190476191,0.6944444444444444,19,11,5,7
15,Atezo,KIRC,DiffExp,1,44,0.76,0.8584152334152334,0.7857142857142857,0.9083333333333334,22,8,1,11
16,Atezo,KIRC,edge,1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
17,Atezo,KIRC,edge-random,1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
18,Atezo,KIRC,node,1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
19,Atezo,KIRC,node-random,1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
20,Atezo,KIRC,node-norm,1,160,1.0,1.0,0.8333333333333334,0.9138888888888889,25,5,2,10
21,Atezo,KIRC,node-norm-random,1,160,0.992,1.0,0.6666666666666666,0.7277777777777777,22,8,6,6
22,Atezo,KIRC,edge+targets,1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
23,Atezo,KIRC,edge+targets-random,1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
24,Atezo,KIRC,node+targets,1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
25,Atezo,KIRC,node+targets-random,1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
26,Atezo,KIRC,node-norm+targets,1,160,1.0,1.0,0.8333333333333334,0.9138888888888889,25,5,2,10
27,Atezo,KIRC,node-norm+targets-random,1,160,0.984,1.0,0.7619047619047619,0.8222222222222222,23,7,3,9
28,Atezo,KIRC,targets,2,1,0.544,0.562960687960688,0.5476190476190477,0.7638888888888888,12,18,1,11
29,Atezo,KIRC,DiffExp,2,44,0.856,0.9247542997542997,0.6190476190476191,0.6416666666666667,20,10,6,6
30,Atezo,KIRC,edge,2,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
31,Atezo,KIRC,edge-random,2,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
32,Atezo,KIRC,node,2,1,0.456,0.5847665847665848,0.38095238095238093,0.4805555555555556,9,21,5,7
33,Atezo,KIRC,node-random,2,1,0.496,0.5979729729729729,0.35714285714285715,0.2722222222222222,10,20,7,5
34,Atezo,KIRC,node-norm,2,158,0.936,0.9941646191646192,0.7142857142857143,0.6944444444444444,24,6,6,6
35,Atezo,KIRC,node-norm-random,2,158,0.96,0.996007371007371,0.5952380952380952,0.6277777777777778,19,11,6,6
36,Atezo,KIRC,edge+targets,2,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
37,Atezo,KIRC,edge+targets-random,2,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
38,Atezo,KIRC,node+targets,2,1,0.456,0.5847665847665848,0.38095238095238093,0.4805555555555556,9,21,5,7
