,drug,tissue,feature,iter,Train Accuracy,Train ROC_AUC,Test Accuracy,Test ROC_AUC,Test TN,Test FP,Test FN,Test TP
53,Atezo,BLCA,node,3,0.4977578475336323,0.5932512539899681,0.41333333333333333,0.5496957403651115,20,38,6,11
54,Atezo,BLCA,node,4,0.484304932735426,0.5637254901960784,0.48,0.6206896551724138,23,35,4,13
55,Atezo,BLCA,node,5,0.47533632286995514,0.5596215230278158,0.52,0.6369168356997972,26,32,4,13
56,Atezo,BLCA,node,6,0.484304932735426,0.5727314181486548,0.49333333333333335,0.6105476673427992,25,33,5,12
57,Atezo,BLCA,node,7,0.49327354260089684,0.5934792521659826,0.5066666666666667,0.5446247464503043,27,31,6,11
58,Atezo,BLCA,node,8,0.47085201793721976,0.5582535339717282,0.5733333333333334,0.6389452332657201,33,25,7,10
59,Atezo,BLCA,node,9,0.47533632286995514,0.5598495212038302,0.4533333333333333,0.6460446247464503,22,36,5,12
60,Atezo,BLCA,node,10,0.45739910313901344,0.5473096215230279,0.5733333333333334,0.6632860040567952,31,27,5,12
61,Atezo,BLCA,node,11,0.452914798206278,0.5691974464204286,0.5866666666666667,0.6348884381338743,31,27,4,13
62,Atezo,BLCA,node,12,0.49327354260089684,0.5718194254445964,0.5066666666666667,0.6095334685598377,28,30,7,10
63,Atezo,BLCA,node,13,0.49327354260089684,0.5795713634290925,0.49333333333333335,0.5780933062880325,27,31,7,10
64,Atezo,BLCA,node,14,0.4977578475336323,0.5919972640218879,0.4533333333333333,0.5466531440162272,23,35,6,11
65,Atezo,BLCA,node,15,0.515695067264574,0.6033971728226174,0.48,0.5172413793103448,28,30,9,8
66,Atezo,BLCA,node,16,0.5246636771300448,0.6138850889192886,0.4266666666666667,0.4827586206896552,24,34,9,8
67,Atezo,BLCA,node,17,0.5291479820627802,0.6189010487916097,0.41333333333333333,0.48377281947261663,23,35,9,8
68,Atezo,BLCA,node,18,0.5291479820627802,0.6272229822161423,0.44,0.45233265720081134,27,31,11,6
69,Atezo,BLCA,node,19,0.4618834080717489,0.5391016871865024,0.5466666666666666,0.693711967545639,28,30,4,13
70,Atezo,BLCA,node,20,0.484304932735426,0.5625854993160054,0.49333333333333335,0.6196754563894523,25,33,5,12
71,Atezo,BLCA,node,21,0.48878923766816146,0.5926812585499316,0.48,0.5588235294117648,25,33,6,11
72,Atezo,BLCA,node,22,0.5067264573991032,0.6056771545827633,0.4533333333333333,0.5040567951318459,24,34,7,10
73,Atezo,BLCA,node,23,0.5067264573991032,0.6195850433196535,0.4266666666666667,0.4513184584178499,23,35,8,9
74,Atezo,BLCA,node,24,0.4977578475336323,0.5807113543091654,0.49333333333333335,0.5811359026369168,27,31,7,10
75,Atezo,BLCA,node,25,0.4663677130044843,0.5630414956680346,0.5466666666666666,0.6470588235294118,30,28,6,11
76,Atezo,BLCA,node,26,0.48878923766816146,0.56281349749202,0.44,0.6430020283975659,20,38,4,13
77,Atezo,BLCA,node,27,0.48878923766816146,0.5859553123575011,0.48,0.5720081135902637,25,33,6,11
78,Atezo,BLCA,node,28,0.5246636771300448,0.6372549019607843,0.4266666666666667,0.41683569979716023,23,35,8,9
79,Atezo,BLCA,node,29,0.49327354260089684,0.5674874601003191,0.44,0.6206896551724138,20,38,4,13
80,Atezo,BLCA,node,30,0.49327354260089684,0.5998632010943912,0.5066666666666667,0.5202839756592291,28,30,7,10
81,Atezo,BLCA,node,31,0.5022421524663677,0.5825353397172822,0.48,0.5740365111561867,25,33,6,11
82,Atezo,BLCA,node,32,0.47533632286995514,0.5858413132694938,0.5733333333333334,0.5699797160243407,33,25,7,10
83,Atezo,BLCA,node,33,0.4798206278026906,0.5673734610123119,0.49333333333333335,0.6156186612576064,24,34,4,13
84,Atezo,BLCA,node,34,0.5067264573991032,0.5939352485180118,0.4533333333333333,0.5365111561866126,24,34,7,10
85,Atezo,BLCA,node,35,0.47085201793721976,0.5580255357957137,0.5333333333333333,0.6450304259634888,27,31,4,13
86,Atezo,BLCA,node,36,0.4798206278026906,0.5704514363885089,0.48,0.6024340770791076,25,33,6,11
87,Atezo,BLCA,node,37,0.48878923766816146,0.583561331509348,0.52,0.5862068965517241,29,29,7,10
88,Atezo,BLCA,node,38,0.4977578475336323,0.580141358869129,0.4533333333333333,0.5750507099391481,21,37,4,13
89,Atezo,BLCA,node,39,0.4663677130044843,0.5506155950752394,0.48,0.6805273833671399,22,36,3,14
90,Atezo,BLCA,node,40,0.452914798206278,0.5473096215230278,0.5466666666666666,0.6724137931034482,28,30,4,13
91,Atezo,BLCA,node,41,0.4798206278026906,0.5585955312357501,0.49333333333333335,0.63894523326572,24,34,4,13
92,Atezo,BLCA,node,42,0.5112107623318386,0.5950752393980848,0.4666666666666667,0.5294117647058824,25,33,7,10
93,Atezo,BLCA,node,43,0.48878923766816146,0.58937528499772,0.48,0.5486815415821501,26,32,7,10
94,Atezo,BLCA,node,44,0.5022421524663677,0.5934792521659827,0.49333333333333335,0.5375253549695741,27,31,7,10
95,Atezo,BLCA,node,45,0.49327354260089684,0.5747834017327861,0.52,0.5953346855983773,29,29,7,10
96,Atezo,BLCA,node,46,0.4439461883408072,0.5302097583219334,0.5733333333333334,0.7231237322515214,30,28,4,13
97,Atezo,BLCA,node,47,0.48878923766816146,0.5958732330141359,0.4666666666666667,0.5405679513184585,24,34,6,11
98,Atezo,BLCA,node,48,0.49327354260089684,0.5906292749658003,0.4,0.5679513184584178,17,41,4,13
99,Atezo,BLCA,node,49,0.4977578475336323,0.6013451892384861,0.5066666666666667,0.5314401622718052,29,29,8,9
100,Atezo,BLCA,norm-node,0,0.4798206278026906,0.5368217054263565,0.5066666666666667,0.5953346855983773,27,31,6,11
101,Atezo,BLCA,norm-node,1,0.4977578475336323,0.560077519379845,0.4266666666666667,0.5456389452332657,19,39,4,13
102,Atezo,BLCA,norm-node,2,0.5291479820627802,0.5841313269493844,0.4,0.462474645030426,21,37,8,9
103,Atezo,BLCA,norm-node,3,0.49327354260089684,0.5380756953944368,0.56,0.6024340770791076,32,26,7,10
104,Atezo,BLCA,norm-node,4,0.47533632286995514,0.5329457364341086,0.48,0.5983772819472617,25,33,6,11
105,Atezo,BLCA,norm-node,5,0.48878923766816146,0.5418376652986776,0.48,0.5740365111561866,26,32,7,10
106,Atezo,BLCA,norm-node,6,0.4798206278026906,0.5494756041951665,0.5333333333333333,0.5618661257606491,30,28,7,10
107,Atezo,BLCA,norm-node,7,0.5067264573991032,0.5938212494300046,0.4666666666666667,0.43711967545638947,26,32,8,9
108,Atezo,BLCA,norm-node,8,0.5112107623318386,0.5825353397172823,0.4533333333333333,0.45943204868154164,24,34,7,10
109,Atezo,BLCA,norm-node,9,0.47085201793721976,0.5389876880984952,0.5333333333333333,0.6075050709939148,28,30,5,12
110,Atezo,BLCA,norm-node,10,0.5291479820627802,0.5894892840857273,0.4666666666666667,0.4797160243407708,29,29,11,6
111,Atezo,BLCA,norm-node,11,0.47085201793721976,0.542749658002736,0.5066666666666667,0.5841784989858012,26,32,5,12
112,Atezo,BLCA,norm-node,12,0.5201793721973094,0.5818513451892384,0.52,0.4726166328600405,33,25,11,6
113,Atezo,BLCA,norm-node,13,0.4618834080717489,0.5197218422252622,0.5333333333333333,0.6501014198782962,28,30,5,12
114,Atezo,BLCA,norm-node,14,0.484304932735426,0.5483356133150935,0.4666666666666667,0.5618661257606491,23,35,5,12
115,Atezo,BLCA,norm-node,15,0.4977578475336323,0.5364797081623347,0.4266666666666667,0.6014198782961461,20,38,5,12
116,Atezo,BLCA,norm-node,16,0.5291479820627802,0.5922252621979024,0.4266666666666667,0.4513184584178499,24,34,9,8
117,Atezo,BLCA,norm-node,17,0.5112107623318386,0.5665754673962609,0.5466666666666666,0.5070993914807302,33,25,9,8
118,Atezo,BLCA,norm-node,18,0.49327354260089684,0.5746694026447788,0.4666666666666667,0.4827586206896552,26,32,8,9
119,Atezo,BLCA,norm-node,19,0.48878923766816146,0.5444596443228454,0.44,0.579107505070994,22,36,6,11
120,Atezo,BLCA,norm-node,20,0.5067264573991032,0.5842453260373918,0.4,0.4421906693711968,21,37,8,9
121,Atezo,BLCA,norm-node,21,0.4977578475336323,0.5535795713634292,0.5333333333333333,0.5456389452332657,30,28,7,10
122,Atezo,BLCA,norm-node,22,0.5291479820627802,0.587437300501596,0.4,0.460446247464503,21,37,8,9
123,Atezo,BLCA,norm-node,23,0.4663677130044843,0.5331737346101231,0.52,0.6004056795131846,26,32,4,13
124,Atezo,BLCA,norm-node,24,0.4618834080717489,0.5141358869129047,0.52,0.6643002028397567,29,29,7,10
125,Atezo,BLCA,norm-node,25,0.5067264573991032,0.5802553579571363,0.4666666666666667,0.47870182555780927,27,31,9,8
126,Atezo,BLCA,norm-node,26,0.5112107623318386,0.5914272685818514,0.38666666666666666,0.43306288032454365,18,40,6,11
127,Atezo,BLCA,norm-node,27,0.4798206278026906,0.5402416780665754,0.49333333333333335,0.5983772819472617,25,33,5,12
128,Atezo,BLCA,norm-node,28,0.4439461883408072,0.49384404924760605,0.5733333333333334,0.7109533468559837,30,28,4,13
129,Atezo,BLCA,norm-node,29,0.4798206278026906,0.5397856817145462,0.48,0.6095334685598377,24,34,5,12
130,Atezo,BLCA,norm-node,30,0.43946188340807174,0.5,0.5866666666666667,0.7139959432048681,29,29,2,15
131,Atezo,BLCA,norm-node,31,0.5112107623318386,0.5713634290925673,0.52,0.4969574036511156,30,28,8,9
132,Atezo,BLCA,norm-node,32,0.4798206278026906,0.5426356589147286,0.5733333333333334,0.5862068965517242,32,26,6,11
133,Atezo,BLCA,norm-node,33,0.547085201793722,0.6215230278157775,0.4266666666666667,0.3397565922920892,26,32,11,6
134,Atezo,BLCA,norm-node,34,0.5067264573991032,0.5580255357957136,0.5066666666666667,0.5456389452332657,29,29,8,9
135,Atezo,BLCA,norm-node,35,0.5291479820627802,0.5796853625170999,0.44,0.4624746450304259,26,32,10,7
136,Atezo,BLCA,norm-node,36,0.47533632286995514,0.5230278157774738,0.48,0.6450304259634888,23,35,4,13
137,Atezo,BLCA,norm-node,37,0.5067264573991032,0.5584815321477429,0.5066666666666667,0.5405679513184585,29,29,8,9
138,Atezo,BLCA,norm-node,38,0.4663677130044843,0.5255357957136343,0.5866666666666667,0.6348884381338743,33,25,6,11
139,Atezo,BLCA,norm-node,39,0.47533632286995514,0.5584815321477428,0.56,0.5496957403651116,32,26,7,10
140,Atezo,BLCA,norm-node,40,0.515695067264574,0.5673734610123119,0.44,0.5121703853955375,23,35,7,10
141,Atezo,BLCA,norm-node,41,0.5067264573991032,0.5565435476516188,0.44,0.5446247464503042,22,36,6,11
142,Atezo,BLCA,norm-node,42,0.547085201793722,0.5963292293661651,0.38666666666666666,0.4239350912778904,21,37,9,8
143,Atezo,BLCA,norm-node,43,0.45739910313901344,0.5351117191062472,0.5733333333333334,0.6044624746450303,30,28,4,13
144,Atezo,BLCA,norm-node,44,0.5067264573991032,0.5681714546283629,0.52,0.5314401622718052,30,28,8,9
145,Atezo,BLCA,norm-node,45,0.4798206278026906,0.5220018239854081,0.5466666666666666,0.6440162271805274,29,29,5,12
146,Atezo,BLCA,norm-node,46,0.5246636771300448,0.5827633378932968,0.41333333333333333,0.4584178498985801,23,35,9,8
147,Atezo,BLCA,norm-node,47,0.5246636771300448,0.5671454628362973,0.44,0.5202839756592292,23,35,7,10
148,Atezo,BLCA,norm-node,48,0.515695067264574,0.5666894664842681,0.4666666666666667,0.5030425963488844,25,33,7,10
149,Atezo,BLCA,norm-node,49,0.49327354260089684,0.5533515731874145,0.44,0.5578093306288032,21,37,5,12
