,Edge,U,pval,adj_pvals
0,SBDS;RPL5,122.5,0.7661592936990378,1.0
1086,HIF1A;FOXO3,157.0,0.41374665265790533,1.0
1087,HIF1A;SMAD4,133.0,0.9868453820857831,1.0
1088,HIF1A;SMARCA4,135.5,0.9212727774150011,1.0
1089,HIF1A;ARNT,149.5,0.5584362228487756,1.0
1090,HIF1A;ZEB1,139.5,0.8126100964479389,1.0
1091,HIF1A;MTOR,134.5,0.9474494029010584,1.0
1092,HIF1A;FH,78.5,0.07153729987608876,1.0
1093,HIF1A;SDHC,160.5,0.3470693853525919,1.0
1094,HIF1A;PRDM1,134.0,0.960140516490224,1.0
1095,HIF1A;FLNA,107.0,0.3905783862418002,1.0
1096,HIF1A;JUN,126.5,0.8691038846566923,1.0
1097,HIF1A;HSP90AB1,134.0,0.9605435435499659,1.0
1098,HIF1A;PTEN,132.5,1.0,1.0
1099,HIF1A;SRC,132.5,1.0,1.0
1100,HIF1A;SDHB,91.0,0.1551255918713018,1.0
1101,HIF1A;JAK2,135.5,0.9212659219394792,1.0
1102,HIF1A;KEAP1,136.0,0.9081695244551863,1.0
1103,HIF1A;NFE2L2,173.0,0.15471588111498832,1.0
1104,HIF1A;BCL6,110.5,0.48589400536754224,1.0
1105,HIF1A;CDKN1A,129.0,0.9337640905903337,1.0
1106,HIF1A;NCOA1,161.0,0.32025156167014923,1.0
1107,HIF1A;IDH1,141.0,0.7794339950988007,1.0
1108,HIF1A;NCOA2,178.5,0.11785832783987202,1.0
1109,HIF1A;BRCA1,129.5,0.9474195624206206,1.0
1110,HIF1A;WWTR1,117.0,0.6246329362197728,1.0
1111,HIF1A;IKBKB,124.5,0.8132098688894609,1.0
1112,HIF1A;DICER1,155.5,0.4285826036399282,1.0
1113,HIF1A;AKT1,132.0,1.0,1.0
1114,HIF1A;NOTCH1,131.0,0.9868631892114437,1.0
1115,HIF1A;CTNNB1,134.5,0.947426453197105,1.0
1116,HIF1A;MYC,142.0,0.7540795697606191,1.0
1117,HIF1A;FBXW7,135.5,0.9211663158624883,1.0
1118,EPS15;CBL,99.0,0.27325759290759977,1.0
1119,EPS15;SH3GL1,138.0,0.8440167904009422,1.0
1120,EPS15;WAS,92.5,0.1892133764882339,1.0
1121,EPS15;CLTC,89.5,0.15916664988429552,1.0
1122,EPS15;TFRC,76.0,0.06555689087577708,1.0
1123,EPS15;DNM2,110.5,0.4735636041992497,1.0
1124,GPHN;MTOR,148.5,0.5921452509375283,1.0
1125,NSD2;EP300,78.0,0.06917465420762171,1.0
1126,NSD2;BRD4,94.0,0.20760671417047583,1.0
1127,NSD2;ATM,82.0,0.08927151762335421,1.0
1128,NSD2;MAF,95.0,0.19398290173232968,1.0
1129,NSD2;MAFB,94.5,0.19694080115258528,1.0
1130,NSD2;KDM6A,78.0,0.06874858496620818,1.0
1131,NSD2;CHEK2,100.5,0.29301154505233373,1.0
1132,NSD2;CTNNB1,72.5,0.04634883708691068,1.0
1133,NSD2;BRCA1,80.0,0.07631910837903297,1.0
1134,RAC1;MAPK1,161.5,0.33678529406550484,1.0
1135,RAC1;MYH9,171.0,0.20064259068807067,1.0
1136,RAC1;PLCG1,175.0,0.15902246314743318,1.0
1137,RAC1;PIK3CA,166.0,0.269449138857488,1.0
1138,RAC1;STAT3,167.5,0.24794830905792287,1.0
1139,RAC1;BCR,182.0,0.08590047283532773,1.0
1140,RAC1;CTNNA1,132.0,1.0,1.0
1141,RAC1;MET,154.5,0.4652088184521418,1.0
1142,RAC1;HSP90AA1,166.5,0.2616354101573236,1.0
1143,RAC1;RAP1GDS1,169.5,0.22176463244005107,1.0
1144,RAC1;NF2,162.0,0.32979874729725744,1.0
1145,RAC1;ARHGEF10,202.5,0.018181701944837855,1.0
1146,RAC1;CTNNB1,162.0,0.3301171255857862,1.0
1147,RAC1;KTN1,102.5,0.31466100673474273,1.0
1148,RAC1;PIK3R1,168.0,0.2406160544584185,1.0
1149,RAC1;ABI1,155.0,0.45632311200468967,1.0
1150,RAC1;CTNND1,188.5,0.05968091898666561,1.0
1151,RAC1;AKT1,163.5,0.3060139877378213,1.0
1152,RAC1;RHOA,180.5,0.11052148916935496,1.0
1153,RAC1;ABL2,178.0,0.1169920087222482,1.0
1154,RAC1;AKT2,158.0,0.39899420838815436,1.0
1155,RAC1;CLIP1,160.0,0.35631462981062356,1.0
1156,RAC1;WAS,167.5,0.2472007231694786,1.0
1157,RAC1;FLNA,117.0,0.5951724792339489,1.0
1158,RAC1;AKT3,183.0,0.08674367567527835,1.0
1159,RAC1;ARHGAP35,167.5,0.24850771014175033,1.0
1160,RAC1;SRC,169.5,0.22078955769727426,1.0
1161,RAC1;PIK3CB,178.0,0.13241177984440305,1.0
1162,RAC1;HSP90AB1,161.0,0.3461385768418991,1.0
1163,RAC1;BTK,126.0,0.8561069634104299,1.0
1164,PHF6;DNMT3A,107.5,0.4122377260157717,1.0
1165,PHF6;NPM1,103.5,0.3463899824696961,1.0
1166,PHF6;RUNX1,120.0,0.6958158621694839,1.0
1167,PHF6;SUZ12,107.5,0.4264927301869519,1.0
1168,PHF6;EZH2,119.0,0.6687176250244193,1.0
1169,PHF6;SMC1A,92.0,0.18917590920730842,1.0
1170,PHF6;TET2,101.5,0.313914997699839,1.0
1171,PHF6;NRAS,114.5,0.5655049837999584,1.0
1172,PHF6;KDM6A,113.5,0.5508866153183205,1.0
1173,PHF6;PTEN,101.5,0.30859081462528026,1.0
1174,PHF6;PTPN11,118.5,0.6483444421691213,1.0
1175,PHF6;IDH2,110.0,0.4689552330578921,1.0
1176,PHF6;ABL1,105.5,0.3832200956627222,1.0
1177,PHF6;ASXL1,100.0,0.2861420328462455,1.0
1178,PHF6;NOTCH1,107.0,0.4170445207358272,1.0
1179,PHF6;BCORL1,115.5,0.5931937910003586,1.0
1180,PHF6;KMT2A,115.0,0.5844151774651564,1.0
1181,PHF6;JAK2,116.5,0.6115288322515383,1.0
1182,PHF6;NUP214,106.5,0.4086754627875774,1.0
1183,PHF6;IDH1,107.0,0.4105636117817162,1.0
1184,PHF6;SETBP1,109.0,0.44878156435934935,1.0
1185,PHF6;SRSF2,95.0,0.2263328272923587,1.0
1186,PHF6;CDC73,103.5,0.3529450253363402,1.0
1187,PHF6;FBXW7,124.0,0.7969064668495496,1.0
1188,TAF15;FUS,120.0,0.6683954365480385,1.0
1189,TAF15;HNRNPA2B1,123.5,0.7662094722940905,1.0
1190,TAF15;SFPQ,153.5,0.4352445605265648,1.0
1191,TAF15;SRSF3,150.0,0.5189522541932077,1.0
1192,TAF15;TCF12,126.0,0.8495879703858875,1.0
1193,TAF15;EWSR1,145.5,0.6286297804254461,1.0
1194,TAF15;POLR2A,147.0,0.6108663046366376,1.0
1195,TBL1XR1;APC,152.0,0.5140730243291977,1.0
1196,TBL1XR1;CREBBP,170.5,0.19567757447621092,1.0
1197,TBL1XR1;EP300,172.5,0.17867118069001375,1.0
1198,TBL1XR1;NCOR1,184.0,0.07888504579954289,1.0
1199,TBL1XR1;EZH2,180.5,0.10252569738410273,1.0
1200,TBL1XR1;BCL6,145.5,0.6600759734512713,1.0
1201,TBL1XR1;NCOA2,202.5,0.015001379065222416,1.0
1202,TBL1XR1;NOTCH1,146.0,0.6522333015729294,1.0
1203,TBL1XR1;CTNNB1,169.0,0.21992171388400494,1.0
1204,ABL2;PLCG1,123.5,0.7822188630137709,1.0
1205,ABL2;STAT3,112.0,0.5143004056548347,1.0
1206,ABL2;ERBB2,98.0,0.263177986365447,1.0
1207,ABL2;ABL1,113.5,0.5463848427456073,1.0
1208,ABL2;ABI1,130.0,0.9598999388613614,1.0
1209,RALGDS;PIK3CA,114.0,0.5633989796961534,1.0
1210,RALGDS;ARAF,126.5,0.8683546164938691,1.0
1211,RALGDS;AFDN,135.5,0.9212350501222012,1.0
1212,RALGDS;NRAS,140.5,0.7901668227302775,1.0
1213,RALGDS;AKT1,122.0,0.7538188057540814,1.0
1214,RALGDS;BRAF,129.0,0.9342351573382129,1.0
1215,RALGDS;RHOA,142.0,0.7526191218593812,1.0
1216,RALGDS;SRC,133.5,0.9736724487049792,1.0
1217,RALGDS;RAF1,132.0,1.0,1.0
1218,RALGDS;HRAS,108.0,0.4288784868539647,1.0
1219,DDB2;CDKN1B,115.0,0.5764845715278937,1.0
1220,DDB2;MSH6,100.0,0.29610686919239304,1.0
1221,DDB2;XPC,124.0,0.7954315617749534,1.0
1222,DDB2;ERCC5,117.5,0.627502835468386,1.0
1223,DDB2;ERCC2,133.0,0.9863746047115812,1.0
1224,DDB2;CDKN1A,106.5,0.40354403805773864,1.0
1225,DDB2;SMARCA4,114.0,0.5590211308488621,1.0
1226,DDB2;ATM,112.5,0.5116328470591458,1.0
1227,DDB2;FEN1,128.5,0.9196435849550253,1.0
1228,DDB2;EP300,102.5,0.33513688051572366,1.0
1229,DDB2;ERCC3,115.5,0.5877826519444797,1.0
1230,DDB2;ERCC4,121.0,0.7255741973835973,1.0
1231,DDB2;XPA,128.5,0.9169601182655857,1.0
1232,LATS1;NF2,100.5,0.3004338656684634,1.0
1233,LATS1;HSP90AB1,114.0,0.5599702622959661,1.0
1234,LATS1;LATS2,120.0,0.6961647804913085,1.0
1235,LATS1;WWTR1,120.5,0.7130962153517951,1.0
1236,PDGFRB;CCND1,110.0,0.47847938291683356,1.0
1237,PDGFRB;PLCG1,124.5,0.8168422265383436,1.0
1238,PDGFRB;STAT5B,137.0,0.8814059646750904,1.0
1239,PDGFRB;NRAS,105.0,0.38249480311278394,1.0
1240,PDGFRB;PTEN,118.0,0.6561437485641524,1.0
1241,PDGFRB;PTPN11,103.5,0.3560158498709376,1.0
1242,PDGFRB;TRIP11,135.5,0.9211353266839393,1.0
1243,PDGFRB;JAK1,104.5,0.3736224164214531,1.0
1244,PDGFRB;PTPRC,138.0,0.8561131888511151,1.0
1245,PDGFRB;ERBB2,101.0,0.3147289808727117,1.0
1246,PDGFRB;PTPN6,155.5,0.44371108457366404,1.0
1247,PDGFRB;STAT6,144.0,0.7033006366350238,1.0
1248,PDGFRB;PIK3R1,107.0,0.4195790509606768,1.0
1249,PDGFRB;FIP1L1,118.5,0.6659094491104735,1.0
1250,PDGFRB;PDE4DIP,133.5,0.9736424040223368,1.0
1251,PDGFRB;MYC,126.0,0.85623131892014,1.0
1252,PDGFRB;HRAS,94.5,0.2226152871524284,1.0
1253,PDGFRB;JAK2,113.0,0.5418694966574862,1.0
1254,PDGFRB;COL3A1,141.0,0.7791235829232738,1.0
1255,PDGFRB;RAF1,98.5,0.27687155146325015,1.0
1256,PDGFRB;PIK3CA,115.0,0.5867712818522741,1.0
1257,PDGFRB;FGFR1,102.5,0.33920453834943043,1.0
1258,PDGFRB;SRC,113.5,0.5522532522482693,1.0
1259,PDGFRB;PIK3CB,109.5,0.46863954107382333,1.0
1260,PDGFRB;STAT3,110.0,0.478421658886255,1.0
1261,PDGFRB;HSP90AB1,110.5,0.48871211106975465,1.0
1262,PDGFRB;JUN,126.5,0.869018738627444,1.0
1263,PDGFRB;HSP90AA1,108.0,0.43890845805043477,1.0
1264,PDGFRB;SMAD3,155.5,0.4458751377694836,1.0
1265,BCR;RARA,153.5,0.48731838284348183,1.0
1266,BCR;CBL,155.5,0.44589524572671924,1.0
1267,BCR;ERCC3,153.0,0.49681470707852615,1.0
1268,BCR;STAT5B,161.0,0.3435363473450477,1.0
1269,BCR;ABL1,156.5,0.42540673774787996,1.0
1270,BCR;PIK3R1,161.5,0.33543746059078206,1.0
1271,BCR;FES,177.5,0.13538668459374206,1.0
1272,BCR;RHOA,156.5,0.4266969594775135,1.0
1273,BCR;HSP90AA1,157.5,0.40526894219257903,1.0
1274,BCR;AFDN,169.5,0.2201377859179141,1.0
1275,BCR;AFF1,159.5,0.3715452011286027,1.0
1276,SPECC1;SMC1A,198.5,0.02947816321155053,1.0
1277,FLNA;MAPK1,98.0,0.19681625432058314,1.0
1278,FLNA;MYH9,130.5,0.9698205332660057,1.0
1279,FLNA;VHL,167.0,0.20623492991595926,1.0
1280,FLNA;CDK4,105.0,0.3301630390396584,1.0
1281,FLNA;ITGAV,86.0,0.12933684760204645,1.0
1282,FLNA;SMAD3,110.5,0.42873293471976115,1.0
1283,FLNA;MSN,110.0,0.4264904646842911,1.0
1284,FLNA;BRCA1,94.5,0.1914833206137312,1.0
1285,FLNA;MYC,98.0,0.2336392271620119,1.0
1286,FLNA;CBFB,100.5,0.24086211840336125,1.0
1287,FLNA;BRCA2,102.5,0.3070278652181694,1.0
1288,FLNA;SRC,99.5,0.2243871989818459,1.0
1289,FLNA;ARHGAP35,108.5,0.4100385292660639,1.0
1290,FLNA;HSP90AB1,107.5,0.3806272844493016,1.0
1291,FLNA;AKT1,96.0,0.214903861947499,1.0
1292,FLNA;RHOA,128.0,0.8950147336020169,1.0
1293,FLNA;MAP2K4,113.5,0.49078179881283646,1.0
1294,GOLGA5;NCOA4,109.0,0.45598508772244717,1.0
1295,GOLGA5;TRIP11,129.0,0.9337317363974622,1.0
1296,GOLGA5;GOLPH3,110.5,0.4856425635585857,1.0
1297,GOLGA5;CUX1,105.5,0.38910220420587815,1.0
1298,GOLGA5;TRIM33,125.0,0.8295317465117782,1.0
1299,MET;CCND1,108.0,0.4377659348201296,1.0
1300,MET;PLCG1,164.5,0.28846413782062785,1.0
1301,MET;PIK3CA,111.0,0.4994769937778365,1.0
1302,MET;CBL,160.5,0.35529955567906746,1.0
1303,MET;STAT3,113.5,0.5526538736887264,1.0
1304,MET;ERBB3,76.5,0.06821865714288133,1.0
1305,MET;ERBB2,106.0,0.39789099849767773,1.0
1306,MET;CASP3,112.5,0.5308418749903205,1.0
1307,MET;JAK1,112.5,0.5302470373831202,1.0
1308,MET;PIK3R1,116.0,0.6084371186577143,1.0
1309,MET;CTNNB1,113.5,0.5530707760366971,1.0
1310,MET;EML4,116.0,0.6096138542210198,1.0
1311,MET;NRAS,115.5,0.5968738573927745,1.0
1312,MET;PTEN,114.0,0.5636554945017611,1.0
1313,MET;RHOA,143.5,0.7160703289233494,1.0
1314,MET;MTOR,111.0,0.4992332827359528,1.0
1315,MET;PTPN11,116.0,0.6085946297300404,1.0
1316,MET;TFRC,121.5,0.7419027649510617,1.0
1317,MET;CTNND1,139.5,0.8151302683293777,1.0
1318,MET;HSP90AB1,116.5,0.6208012627010373,1.0
1319,MET;SDC4,89.0,0.16173960109067875,1.0
1320,MET;SRC,122.0,0.7538919032418319,1.0
1321,MET;PIK3CB,129.0,0.9342006076598264,1.0
1322,MET;ARHGAP35,117.0,0.6330107169298735,1.0
1323,MET;HSP90AA1,109.5,0.4673533256553267,1.0
1324,MET;MYC,122.0,0.7543395072496388,1.0
1325,MET;HRAS,93.0,0.20100273972556193,1.0
1326,MET;JAK2,114.0,0.5638091877118512,1.0
1327,ARHGEF10L;RHOA,145.0,0.6800411269294584,1.0
1328,TNFAIP3;STAT3,156.0,0.4374641312757782,1.0
1329,TNFAIP3;NFKBIE,149.0,0.5836486973736037,1.0
1330,TNFAIP3;REL,160.0,0.36266903526387073,1.0
1331,TNFAIP3;FADD,147.5,0.6195567751503203,1.0
1332,TNFAIP3;TNFRSF14,130.0,0.9603680736796222,1.0
1333,TNFAIP3;CASP8,157.5,0.40714545276482395,1.0
1334,TNFAIP3;PRDM1,141.0,0.7786792102142691,1.0
1335,TNFAIP3;CYLD,153.5,0.4830293594003007,1.0
1336,TNFAIP3;IKBKB,154.0,0.4773793806492743,1.0
1337,TNFAIP3;BCL10,145.5,0.6658815808429355,1.0
1338,TNFAIP3;MYD88,152.5,0.5049694915358052,1.0
1339,TNFAIP3;MALT1,151.0,0.5329548049474867,1.0
1340,STAG1;RAD21,164.5,0.28136446433544615,1.0
1341,STAG1;SMC1A,167.0,0.24257134180900608,1.0
1342,STAG1;ATR,133.5,0.9736064467261304,1.0
1343,STAG1;CTCF,175.0,0.1544660974580109,1.0
1344,STAG1;MYC,156.0,0.4289416357873669,1.0
1345,STAG1;BRCA1,157.5,0.403036417592018,1.0
1346,TRIM24;RARA,94.5,0.2204434757081506,1.0
1347,TRIM24;CCDC6,90.5,0.16973505176710169,1.0
1348,TRIM24;STAT3,92.5,0.19467873995506602,1.0
1349,TRIM24;KAT6A,102.5,0.3377857591872958,1.0
1350,TRIM24;TRIM27,102.5,0.33793439659563895,1.0
1351,TRIM24;ATRX,106.0,0.39667691909131075,1.0
1352,TRIM24;FGFR1,90.0,0.1669829747451418,1.0
1353,TRIM24;TRIM33,105.0,0.37905619670140944,1.0
1354,TRIM24;AKAP9,92.5,0.19683658621307354,1.0
1355,TRIM24;BRAF,98.0,0.2650362866532795,1.0
1356,TRIM24;ZMYM2,101.0,0.3123261000043487,1.0
1357,TRIM24;TPM3,98.0,0.26884112099856405,1.0
1358,TRIM24;NCOA4,87.5,0.1451042227691485,1.0
1359,WAS;MYH9,128.0,0.9082533287531983,1.0
1360,WAS;PLCG1,129.0,0.9343442066637155,1.0
1361,WAS;CBL,128.5,0.9212384821175378,1.0
1362,WAS;MSN,132.5,1.0,1.0
1363,WAS;SRC,134.5,0.9474562819537713,1.0
1364,WAS;ABI1,136.5,0.8951082822510886,1.0
1365,WAS;BTK,115.5,0.5984778118078773,1.0
1366,WAS;DNM2,125.0,0.8302607595671461,1.0
1367,WAS;LCP1,129.5,0.9473574232589819,1.0
1368,WAS;AKT1,126.5,0.8692171548313552,1.0
1369,WAS;RHOA,131.0,0.9868631892114437,1.0
1370,WAS;FNBP1,128.5,0.9212762044813039,1.0
1371,WAS;PIK3R1,133.5,0.9737287932030213,1.0
1372,WAS;PTPRC,125.0,0.8305745015591705,1.0
1373,SPEN;NOTCH2,134.5,0.9462096837658212,1.0
1374,SPEN;EP300,125.0,0.8286353737619905,1.0
1375,SPEN;NCOR1,124.0,0.800641330240996,1.0
1376,SPEN;NOTCH1,101.0,0.3097266517122744,1.0
1377,SPEN;MAML2,128.5,0.9191024259342135,1.0
1378,SPEN;CHD4,130.0,0.9600440892247825,1.0
1379,LHFPL6;COX6C,158.5,0.3919517352964871,1.0
1380,LHFPL6;LPP,143.0,0.7294352557291015,1.0
1381,LHFPL6;CCNB1IP1,157.5,0.4076843418562056,1.0
1382,LHFPL6;RAD51B,150.0,0.5645922159766,1.0
1383,BTK;PLCG1,115.5,0.5980946027681561,1.0
1384,BTK;PIK3CA,119.0,0.6805562158843597,1.0
1385,BTK;CBL,116.0,0.6097855544456963,1.0
1386,BTK;ATM,112.5,0.5316315148293904,1.0
1387,BTK;GNAQ,115.5,0.5983023099492457,1.0
1388,BTK;STAT6,114.5,0.5757188234812545,1.0
1389,BTK;HSP90AA1,113.0,0.5424694189918507,1.0
1390,BTK;HSP90AB1,114.5,0.5757188234812545,1.0
1391,BTK;PTPN6,116.5,0.6213961331777821,1.0
1392,BTK;HRAS,112.0,0.5207962656800256,1.0
1393,BTK;PTPRC,119.0,0.680146989060217,1.0
1394,BTK;PIK3R1,118.5,0.6686344127236241,1.0
1395,BTK;IKBKB,112.0,0.5207416801008595,1.0
1396,BTK;AKT1,114.0,0.5642352672574935,1.0
1397,BTK;CTNNB1,113.0,0.5425398443065159,1.0
1398,BTK;MYD88,115.5,0.5983182741387114,1.0
1399,BTK;PIK3CB,117.5,0.6447927716442158,1.0
1400,TCF12;DDX5,126.0,0.8479473435528078,1.0
1401,TCF12;FUS,118.0,0.6444945883293469,1.0
1402,TCF12;CREBBP,103.5,0.337118428014224,1.0
1403,TCF12;TCF3,119.5,0.6830698228476983,1.0
1404,TCF12;EP300,116.0,0.5939632618668123,1.0
1405,TCF12;RUNX1,110.0,0.4631806813749647,1.0
1406,TCF12;SMAD3,97.0,0.24051962348774436,1.0
1407,TCF12;ID3,104.0,0.35570405409624395,1.0
1408,TCF12;EWSR1,120.0,0.6911959566612516,1.0
1409,TCF12;MYC,127.0,0.8781301235692557,1.0
1410,BCL10;MAPK1,167.0,0.24895918391173366,1.0
1411,BCL10;PLCG1,146.5,0.6408754053811193,1.0
1412,BCL10;NFKBIE,166.5,0.25289863832382276,1.0
1413,BCL10;REL,168.0,0.23409117189678819,1.0
1414,BCL10;FADD,182.0,0.09433514355836685,1.0
1415,BCL10;USP9X,167.5,0.24540684126320944,1.0
1416,BCL10;CASP8,176.5,0.14061003433866878,1.0
1417,BCL10;IKBKB,162.0,0.32248691835840426,1.0
1418,BCL10;AKT1,146.0,0.6517515345428566,1.0
1419,BCL10;FOXP1,150.5,0.5511679649448149,1.0
1420,BCL10;MALT1,131.0,0.9859176577335373,1.0
1421,ATR;MSH2,106.5,0.40966174959517965,1.0
1422,ATR;MSH6,116.0,0.6051981005569148,1.0
1423,ATR;CDK4,119.0,0.6798290873760447,1.0
1424,ATR;BRIP1,106.5,0.4092102991219928,1.0
1425,ATR;BARD1,108.5,0.4479350292295642,1.0
1426,ATR;CDK6,115.0,0.5862147062530378,1.0
1427,ATR;PMS2,111.5,0.5092008380272977,1.0
1428,ATR;ATM,112.0,0.5201765440280502,1.0
1429,ATR;XPC,115.0,0.5863786373743156,1.0
1430,ATR;ERCC3,106.0,0.39986427468848584,1.0
1431,ATR;FANCD2,105.5,0.3910822717759047,1.0
1432,ATR;FANCC,104.0,0.36425059598977005,1.0
1433,ATR;RAD21,129.5,0.9473366611966052,1.0
1434,ATR;WRN,109.0,0.45818105959429767,1.0
1435,ATR;FEN1,106.0,0.3997815695205793,1.0
1436,ATR;ERCC4,105.0,0.3820575770648904,1.0
1437,ATR;POLE,102.5,0.3387819308219685,1.0
1438,ATR;SMC1A,109.5,0.4679975827419619,1.0
1439,ATR;FANCF,111.5,0.5091822691190667,1.0
1440,ATR;XPA,113.0,0.5416926023947419,1.0
1441,ATR;CDK12,117.5,0.6443300113704431,1.0
1442,ATR;BRCA2,115.0,0.586034157660118,1.0
1443,ATR;RAD17,108.0,0.4380271128638096,1.0
1444,ATR;CHEK2,110.5,0.48814070687344924,1.0
1445,ATR;FANCG,106.0,0.4000502398086999,1.0
1446,ATR;CHD4,128.0,0.9080694573726166,1.0
1447,ATR;ATRX,116.0,0.6090503426742511,1.0
1448,ATR;BRCA1,116.0,0.6091130752051519,1.0
1449,ATR;RAD51B,104.0,0.36441862835407457,1.0
1450,ATR;ERCC2,114.5,0.5750344293237222,1.0
1451,NUP98;CREBBP,117.0,0.6262571680579216,1.0
1452,NUP98;EP300,144.5,0.6908704287030134,1.0
1453,NUP98;KAT6A,116.5,0.6112656125834011,1.0
1454,NUP98;NPM1,151.0,0.5394820703303133,1.0
1455,NUP98;MLLT10,115.5,0.5911727543673952,1.0
1456,NUP98;NSD3,133.0,0.9860820926590554,1.0
1457,NUP98;DDX10,120.0,0.6967525351256663,1.0
1458,NUP98;RAP1GDS1,132.0,1.0,1.0
1459,NUP98;SETBP1,150.5,0.5513084428482462,1.0
1460,NUP98;NUP214,146.5,0.6429601444656077,1.0
1461,NUP98;TPR,119.5,0.6875926842294852,1.0
1462,NUP98;KDM5A,73.0,0.04674599781986154,1.0
1463,NUP98;LMNA,108.0,0.42775946281759347,1.0
1464,NUP98;KMT2A,152.5,0.5070704426424315,1.0
1465,NUP98;FIP1L1,122.0,0.7482667226105943,1.0
1466,NUP98;ABL1,159.0,0.37958396439684383,1.0
1467,NUP98;XPO1,104.5,0.36573394838200946,1.0
1468,NUP98;TOP1,101.0,0.2992944663516234,1.0
1469,NUP98;NSD1,118.0,0.6449760037939505,1.0
1470,NRAS;GNA11,138.5,0.8425275228642932,1.0
1471,NRAS;MAPK1,143.5,0.7165590678623259,1.0
1472,NRAS;CCND1,125.0,0.8302973307605584,1.0
1473,NRAS;MLH1,128.0,0.9078077441868485,1.0
1474,NRAS;MSH2,128.5,0.9211491041631864,1.0
1475,NRAS;MSH6,117.5,0.6448072038742967,1.0
1476,NRAS;CDK4,145.5,0.6678704750352662,1.0
1477,NRAS;MDM2,142.0,0.754100395117685,1.0
1478,NRAS;PIK3CA,120.0,0.7045773710731851,1.0
1479,NRAS;DNMT3A,141.5,0.7662290986083335,1.0
1480,NRAS;ERBB3,119.5,0.6910775395153292,1.0
1481,NRAS;ERBB2,126.0,0.8557068467175619,1.0
1482,NRAS;ATM,137.5,0.8689561924993982,1.0
1483,NRAS;GNAQ,153.0,0.49882004502493915,1.0
1484,NRAS;ARAF,143.5,0.716082279455956,1.0
1485,NRAS;NPM1,140.0,0.8046315355316241,1.0
1486,NRAS;RUNX1,141.5,0.7667060832939074,1.0
1487,NRAS;EZH2,141.0,0.7790575693161523,1.0
1488,NRAS;ARID1A,135.0,0.9342696526501867,1.0
1489,NRAS;EML4,124.0,0.8049825173941851,1.0
1490,NRAS;PPP2R1A,137.5,0.8690357811255554,1.0
1491,NRAS;STK11,142.0,0.7527038827585115,1.0
1492,NRAS;IDH2,138.0,0.8559448178025233,1.0
1493,NRAS;HSP90AA1,130.5,0.9736551277820633,1.0
1494,NRAS;RAP1GDS1,137.0,0.8821538262010283,1.0
1495,NRAS;SMAD4,129.5,0.947426453197105,1.0
1496,NRAS;AKAP9,147.0,0.632266699768655,1.0
1497,NRAS;NF1,146.5,0.6440979534221735,1.0
1498,NRAS;MTOR,129.0,0.9343040937381805,1.0
1499,NRAS;AFDN,139.0,0.8302900184127647,1.0
1500,NRAS;BRAF,142.0,0.7538188057540814,1.0
1501,NRAS;GNAS,138.0,0.8560633626894631,1.0
1502,NRAS;AKT1,134.5,0.9474516962188235,1.0
1503,NRAS;PIK3R1,130.0,0.9605642369132843,1.0
1504,NRAS;EIF1AX,155.5,0.44880812834499006,1.0
1505,NRAS;FGFR1,139.0,0.8299526252959769,1.0
1506,NRAS;RAF1,142.0,0.7532527139532261,1.0
1507,NRAS;HSP90AB1,126.5,0.8689220386426724,1.0
1508,NRAS;PIK3CB,133.5,0.973693188785227,1.0
1509,NRAS;SRC,130.0,0.9605400914879867,1.0
1510,NRAS;FBXW7,147.5,0.619015240460477,1.0
1511,NRAS;PTPN11,134.0,0.960479533354206,1.0
1512,NRAS;TET2,127.5,0.8949162563535455,1.0
1513,NRAS;PTEN,131.0,0.9868453820857831,1.0
1514,NRAS;LZTR1,155.5,0.44603594124839074,1.0
1515,NRAS;NOTCH1,131.5,1.0,1.0
1516,NRAS;CTNNB1,124.0,0.8047069054278231,1.0
1517,NRAS;ARHGEF12,137.5,0.8690244201993541,1.0
1518,NRAS;ATP1A1,166.5,0.2623667945715571,1.0
1519,NRAS;ASXL1,133.0,0.9868263463134508,1.0
1520,NRAS;ABL1,133.5,0.9736966407021855,1.0
1521,NRAS;JAK1,127.5,0.8950626572921849,1.0
1522,NRAS;MITF,149.0,0.5864605302148289,1.0
1523,NRAS;IDH1,143.0,0.7289572348377089,1.0
1524,NRAS;JAK2,125.5,0.8430935544429787,1.0
1525,NRAS;MYC,134.5,0.947472322576846,1.0
1526,NRAS;HRAS,146.0,0.653436251875599,1.0
1527,NRAS;SETBP1,113.5,0.5501809344720736,1.0
1528,NRAS;SRSF2,102.5,0.338527995724629,1.0
1529,CALR;STAT5B,126.0,0.8450532094360411,1.0
1530,CALR;RPN1,149.5,0.561756579370924,1.0
1531,CALR;JAK2,104.0,0.34781571233583874,1.0
1532,CALR;HSP90AA1,122.0,0.7355077322333171,1.0
1533,CALR;HSP90AB1,110.0,0.45305625576098907,1.0
1534,CALR;SRSF2,101.5,0.3074669372700528,1.0
1535,CALR;DDIT3,146.0,0.635849068436054,1.0
1536,CALR;AKT1,89.0,0.14358619846480744,1.0
1537,CALR;TFRC,162.0,0.3029736470779031,1.0
1538,CALR;TET2,102.5,0.31150343657314916,1.0
1539,CALR;HLA-A,106.5,0.3726295482436732,1.0
1540,CALR;ABL1,109.5,0.43126274703399015,1.0
1541,CALR;ASXL1,104.0,0.3263370598258347,1.0
1542,CALR;XPO1,119.0,0.6319195800074648,1.0
