,drug,tissue,feature,iter,feature_dim,Train Accuracy,Train ROC_AUC,Test Accuracy,Test ROC_AUC,Test TN,Test FP,Test FN,Test TP
0,Atezo,KIRC,targets,0,1,0.544,0.5838452088452089,0.5714285714285714,0.6638888888888889,17,13,5,7
1,Atezo,KIRC,DiffExp,0,165,1.0,1.0,0.7857142857142857,0.8666666666666667,24,6,3,9
2,Atezo,KIRC,edge,0,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
3,Atezo,KIRC,edge,0,0,1.0,1.0,0.7857142857142857,0.8666666666666667,24,6,3,9
4,Atezo,KIRC,edge-random,0,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
5,Atezo,KIRC,edge-random,0,0,1.0,1.0,0.7857142857142857,0.8666666666666667,24,6,3,9
6,Atezo,KIRC,node,0,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
7,Atezo,KIRC,node,0,0,1.0,1.0,0.7857142857142857,0.8666666666666667,24,6,3,9
8,Atezo,KIRC,node-random,0,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
9,Atezo,KIRC,node-random,0,0,1.0,1.0,0.7857142857142857,0.8666666666666667,24,6,3,9
10,Atezo,KIRC,node-norm,0,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
11,Atezo,KIRC,node-norm,0,0,1.0,1.0,0.7857142857142857,0.8666666666666667,24,6,3,9
12,Atezo,KIRC,node-norm-random,0,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
13,Atezo,KIRC,node-norm-random,0,0,1.0,1.0,0.7857142857142857,0.8666666666666667,24,6,3,9
14,Atezo,KIRC,targets,1,1,0.584,0.6514127764127764,0.5238095238095238,0.4472222222222222,17,13,7,5
15,Atezo,KIRC,DiffExp,1,165,1.0,1.0,0.6428571428571429,0.736111111111111,22,8,7,5
16,Atezo,KIRC,edge,1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
17,Atezo,KIRC,edge,1,0,1.0,1.0,0.6428571428571429,0.736111111111111,22,8,7,5
18,Atezo,KIRC,edge-random,1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
19,Atezo,KIRC,edge-random,1,0,1.0,1.0,0.6428571428571429,0.736111111111111,22,8,7,5
20,Atezo,KIRC,node,1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
21,Atezo,KIRC,node,1,0,1.0,1.0,0.6428571428571429,0.736111111111111,22,8,7,5
22,Atezo,KIRC,node-random,1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
23,Atezo,KIRC,node-random,1,0,1.0,1.0,0.6428571428571429,0.736111111111111,22,8,7,5
24,Atezo,KIRC,node-norm,1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
25,Atezo,KIRC,node-norm,1,0,1.0,1.0,0.6428571428571429,0.736111111111111,22,8,7,5
26,Atezo,KIRC,node-norm-random,1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
27,Atezo,KIRC,node-norm-random,1,0,1.0,1.0,0.6428571428571429,0.736111111111111,22,8,7,5
28,Atezo,KIRC,targets,2,1,0.536,0.5694103194103195,0.5714285714285714,0.6916666666666668,17,13,5,7
29,Atezo,KIRC,DiffExp,2,165,0.96,0.9966216216216217,0.7142857142857143,0.8305555555555556,21,9,3,9
30,Atezo,KIRC,edge,2,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
31,Atezo,KIRC,edge,2,0,0.96,0.9966216216216217,0.7142857142857143,0.8305555555555556,21,9,3,9
32,Atezo,KIRC,edge-random,2,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
33,Atezo,KIRC,edge-random,2,0,0.96,0.9966216216216217,0.7142857142857143,0.8305555555555556,21,9,3,9
34,Atezo,KIRC,node,2,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
35,Atezo,KIRC,node,2,0,0.96,0.9966216216216217,0.7142857142857143,0.8305555555555556,21,9,3,9
36,Atezo,KIRC,node-random,2,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
37,Atezo,KIRC,node-random,2,0,0.96,0.9966216216216217,0.7142857142857143,0.8305555555555556,21,9,3,9
38,Atezo,KIRC,node-norm,2,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
39,Atezo,KIRC,node-norm,2,0,0.96,0.9966216216216217,0.7142857142857143,0.8305555555555556,21,9,3,9
40,Atezo,KIRC,node-norm-random,2,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
41,Atezo,KIRC,node-norm-random,2,0,0.96,0.9966216216216217,0.7142857142857143,0.8305555555555556,21,9,3,9
42,Atezo,KIRC,targets,3,1,0.544,0.60012285012285,0.5476190476190477,0.6194444444444445,16,14,5,7
43,Atezo,KIRC,DiffExp,3,165,1.0,1.0,0.6904761904761905,0.7666666666666666,23,7,6,6
44,Atezo,KIRC,edge,3,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
45,Atezo,KIRC,edge,3,0,1.0,1.0,0.6904761904761905,0.7666666666666666,23,7,6,6
46,Atezo,KIRC,edge-random,3,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
47,Atezo,KIRC,edge-random,3,0,1.0,1.0,0.6904761904761905,0.7666666666666666,23,7,6,6
48,Atezo,KIRC,node,3,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
49,Atezo,KIRC,node,3,0,1.0,1.0,0.6904761904761905,0.7666666666666666,23,7,6,6
50,Atezo,KIRC,node-random,3,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
51,Atezo,KIRC,node-random,3,0,1.0,1.0,0.6904761904761905,0.7666666666666666,23,7,6,6
52,Atezo,KIRC,node-norm,3,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
