,iter,Gene,Raw,Normalized,Response
0,0,PDS5A,0.96,0.8017848000000001,1
1,0,PCK2,0.02,0.008559200000000001,1
2,0,GMNN,0.27,0.2218012,1
3,0,EED,0.4900000000000001,0.45735780000000004,1
4,0,LIG1,-0.78,-0.2859486,1
5,0,EPN2,0.97,0.41311559999999997,1
6,0,SMC4,0.15999999999999998,0.15876030000000002,1
7,0,MRPL19,1.42,0.9490295,1
8,0,MMP2,-0.71,-0.22365239999999997,1
9,0,GRN,0.46,0.380742,1
10,0,PNKP,0.03,0.0126246,1
11,0,BNIP3L,0.22999999999999998,0.1669035,1
12,0,PARP1,-2.23,-1.2404730000000002,1
13,0,NFATC3,0.19,0.1625431,1
14,0,CREB1,0.55,0.5978378000000001,1
15,0,RFX5,0.08,0.057804799999999996,1
16,0,PIK3CA,1.68,1.2229081000000002,1
17,0,BIRC2,-2.45,-0.854898,1
18,0,FBXO7,0.17,0.06664820000000002,1
19,0,HSPA4,-2.17,-0.9824054,1
20,0,SDHB,0.03999999999999998,-0.040339200000000006,1
21,0,CLTB,-0.10000000000000009,0.06960369999999996,1
22,0,P4HA2,0.26,0.1145814,1
23,0,PPP1R13B,0.01,0.0061185,1
24,0,NFE2L2,-1.95,-0.8472718,1
25,0,NUP93,2.34,1.7865805000000001,1
26,0,KAT6A,0.03,0.019277999999999997,1
27,0,PXN,0.8600000000000001,0.6559107,1
28,0,MEF2C,0.16,0.1295616,1
29,0,DNTTIP2,0.89,0.5218100999999999,1
30,0,CSNK1A1,-0.71,-0.3288597,1
31,0,CRKL,1.9100000000000001,1.2690369000000001,1
32,0,SMARCA4,-1.5699999999999998,-0.39093150000000004,1
33,0,EGR1,-0.08000000000000002,0.07893809999999997,1
34,0,PHGDH,0.06,0.0351636,1
35,0,BECN1,-1.97,-0.8762258999999999,1
36,0,SMC1A,0.17999999999999994,0.19664249999999997,1
37,0,SKP1,-2.47,-1.1979721,1
38,0,STAT1,-2.21,-0.9305089000000001,1
39,0,TOP2A,3.51,3.0142504000000003,1
40,0,RUVBL1,-1.0499999999999998,-0.27103660000000007,1
41,0,ETS1,0.010000000000000023,0.024747300000000007,1
42,0,MBTPS1,0.28,0.20275640000000003,1
43,0,PLK1,-0.5899999999999999,0.06182420000000005,1
44,0,NUP88,2.29,1.5878883000000001,1
45,0,EIF4G1,-4.209999999999999,-1.1168976999999998,1
46,0,IFNAR1,0.06999999999999999,0.039921599999999995,1
47,0,RSU1,0.24,0.16342079999999998,1
48,0,BAX,-4.23,-1.2380615,1
49,0,STUB1,-8.610000000000001,-1.4791643,1
50,0,CHEK2,0.37000000000000005,0.36094940000000003,1
51,0,PSME2,0.99,0.8720959,1
52,0,TOMM70,-0.22999999999999998,-0.1090212,1
53,0,NOTCH1,-1.8099999999999996,-0.7201029,1
54,0,CEBPZ,1.1400000000000001,0.9531728,1
55,0,CRK,-0.6599999999999998,0.14652490000000004,1
56,0,ARHGAP1,0.3,0.24290319999999999,1
57,0,FRS2,0.75,0.5109192,1
58,0,PSMD2,0.6399999999999999,0.5040298999999999,1
59,0,PYCR1,0.62,0.2825386,1
60,0,TOPBP1,0.6300000000000001,0.46509989999999996,1
61,0,CAPN1,-0.08000000000000007,0.013261600000000012,1
62,0,ARHGEF2,-0.14,-0.0666949,1
63,0,TLE1,0.64,0.3093504,1
64,0,CALM3,-5.930000000000001,-2.1136779,1
65,0,NUP85,2.2600000000000002,1.5485782999999997,1
66,0,STMN1,-1.04,-0.2365651,1
67,0,INPP1,0.14,0.08048740000000001,1
68,0,CDK1,-0.92,0.41921410000000014,1
69,0,KDM5A,0.25000000000000006,0.33343500000000004,1
70,0,PARP2,0.21000000000000002,0.1492076,1
71,0,USP7,0.48000000000000004,0.39503350000000004,1
72,0,BRCA1,-2.51,-0.8908091,1
73,0,RHEB,-0.27,-0.14413269999999997,1
74,0,CDC42,2.3100000000000005,1.6500895999999996,1
75,0,PRKACA,-4.240000000000001,-1.5862866,1
76,0,CTNND1,0.16000000000000003,0.5477855,1
77,0,PSMD10,-0.52,0.024815399999999987,1
78,0,COASY,-0.3,-0.10528799999999999,1
79,0,MAT2A,0.5,0.41655299999999995,1
