,Edge,U,pval,adj_pvals
470,BAD;MAPK9,118.0,0.6566636674232442,1.0
471,BAD;AKT1,127.5,0.8952402588567527,1.0
472,CCP110;CALM3,133.5,0.9737402476970362,1.0
473,CCP110;PLK1,154.5,0.46877541980083914,1.0
474,CCP110;CCNF,125.0,0.8303704022950156,1.0
475,MYBL2;CDC20,117.5,0.6422692617371348,1.0
476,MYBL2;CCNB1,128.5,0.9211180946747739,1.0
477,MYBL2;PLK1,142.0,0.7541212151872931,1.0
478,MYBL2;CDK2,123.5,0.792074795573381,1.0
479,MYBL2;MELK,116.0,0.6078051737368598,1.0
480,MYBL2;CCNA2,124.5,0.8174102511507806,1.0
481,TEX10;RUVBL1,116.0,0.6091287536353757,1.0
482,MSH6;RFC2,126.0,0.8470954356270117,1.0
483,MSH6;CHEK2,138.0,0.8526357817530705,1.0
484,MSH6;BRCA1,124.0,0.8026407688815683,1.0
485,ICAM1;CCL2,110.5,0.48752911752694117,1.0
486,ICAM1;NRAS,104.0,0.36323970350338164,1.0
487,ICAM1;CD58,132.0,1.0,1.0
488,ICAM1;CD40,108.0,0.436495147336739,1.0
489,ICAM1;CD44,110.0,0.477688846527322,1.0
490,DCTD;DCK,125.5,0.8352272434197031,1.0
491,CCNF;SKP1,158.5,0.3921169379769669,1.0
492,CCNF;PLK1,170.5,0.21088194368732827,1.0
493,CCNF;CDC20,156.5,0.42872757543466844,1.0
494,STMN1;CDKN1B,121.0,0.7246576434980634,1.0
495,STMN1;STAT3,118.5,0.6649158413159812,1.0
496,KTN1;RHOA,154.5,0.4651692309115123,1.0
497,MKNK1;EIF4G1,89.0,0.16086035914532804,1.0
498,CAST;CAPN1,134.0,0.959590219660405,1.0
499,PSME2;PSMB10,104.0,0.3541702998373637,1.0
500,PSME2;PSME1,106.0,0.33296495488555955,1.0
501,PSME2;PSMB8,99.5,0.2675126043400804,1.0
502,POP4;HSD17B10,166.5,0.2628463566779473,1.0
503,PIK3C2B;INPP4B,150.0,0.5640820217191364,1.0
504,RFC2;RAD9A,151.5,0.5236086119216967,1.0
505,RFC2;RFC5,158.5,0.3705576554006478,1.0
506,RFC2;RPA2,163.0,0.31024443954795844,1.0
507,RFC2;RPA3,130.5,0.9724343933133507,1.0
508,RFC2;CHEK1,165.0,0.27505035809252054,1.0
509,RFC2;BRCA1,160.0,0.36199077438269456,1.0
510,GMNN;CCNA2,154.5,0.4679001161257367,1.0
511,GMNN;CDC20,156.5,0.42874777504624895,1.0
512,RB1;CCND1,137.0,0.8790960301612716,1.0
513,RB1;CDK4,131.5,1.0,1.0
514,RB1;CDK6,115.0,0.5765724536682294,1.0
515,RB1;CDK2,136.0,0.9067757355798732,1.0
516,RB1;ABL1,158.5,0.3888507555989611,1.0
517,RB1;HDAC2,129.0,0.933687540538437,1.0
518,RB1;CCNA2,141.0,0.7772621948226268,1.0
519,RB1;TFDP1,132.5,1.0,1.0
520,RB1;TP53,142.5,0.7383090972158936,1.0
521,RB1;MYC,134.5,0.9467260557310567,1.0
522,RB1;CDKN1A,131.5,1.0,1.0
523,RB1;BRCA1,151.5,0.5210653948291162,1.0
524,RB1;KDM5A,160.0,0.36235135944216035,1.0
525,RB1;SMARCA4,130.0,0.9601654024000232,1.0
526,ARHGEF2;TUBB6,115.5,0.5757947148761339,1.0
527,ARHGEF2;CDC42,126.5,0.8674217857361664,1.0
528,ARHGEF2;RHOA,117.0,0.628999874381213,1.0
529,PYCR1;LAP3,75.5,0.06433463056951073,1.0
530,PYCR1;P4HA2,80.0,0.09001216278775481,1.0
531,CHEK2;TP53,134.0,0.9605814565340356,1.0
532,CHEK2;PLK1,150.0,0.5640309041284464,1.0
533,CHEK2;RAD9A,139.5,0.8172923484661543,1.0
534,CHEK2;BRCA1,139.5,0.8173788327514504,1.0
535,CHEK2;CHEK1,142.0,0.7538710248869164,1.0
536,CHEK2;CDC45,141.0,0.7784322322001027,1.0
537,CTNND1;ERBB2,153.0,0.4952661743931075,1.0
538,CTNND1;FYN,148.0,0.602752601916371,1.0
539,CTNND1;TJP1,146.5,0.641648479359753,1.0
540,CTNND1;CTTN,145.5,0.6655745696572145,1.0
541,CTNND1;PTPN6,150.0,0.5619714196498615,1.0
542,CTNND1;CDC42,144.5,0.687204130454558,1.0
543,CTNND1;RHOA,135.5,0.9201811718211459,1.0
544,C5;VDAC1,154.0,0.4792855381298069,1.0
545,TLE1;HES1,138.5,0.8431613398394768,1.0
546,PXN;CSK,127.5,0.8933554861650299,1.0
547,PXN;SORBS3,116.0,0.4058398464311661,1.0
548,PXN;PTPN12,155.5,0.4392656035910051,1.0
549,PXN;SRC,134.5,0.9469090983405538,1.0
550,PXN;ILK,139.5,0.8166358000911718,1.0
551,PXN;PTK2B,154.5,0.4598664254090742,1.0
552,PXN;ITGB5,160.0,0.3615870711336415,1.0
553,PXN;SHC1,155.5,0.44411747256859013,1.0
554,PXN;CDC42,144.0,0.6984693775858437,1.0
555,PXN;FYN,148.0,0.6050849769063801,1.0
556,PXN;CRKL,140.5,0.7874128162842904,1.0
557,PXN;RHOA,138.0,0.8544152931168185,1.0
558,PXN;CTTN,145.5,0.6628158807160163,1.0
559,PXN;CRK,157.0,0.406312189679766,1.0
560,PXN;RASA1,130.0,0.9601920142182411,1.0
561,PXN;AKT1,137.0,0.8808976493307105,1.0
562,ELAVL1;CCND1,105.5,0.3865104976423249,1.0
563,ELAVL1;PRKCD,127.0,0.8816447573121845,1.0
564,ELAVL1;G3BP1,120.0,0.7035747259213525,1.0
565,ELAVL1;CCNA2,109.5,0.4626375483737478,1.0
566,ETFB;HSD17B10,153.0,0.49802831800584435,1.0
567,SKP1;NFKBIA,164.0,0.2902665358797385,1.0
568,SKP1;CCND1,175.5,0.14525560934495474,1.0
569,SKP1;CDKN1B,163.0,0.2972591896277508,1.0
570,SKP1;CDK2,168.0,0.24129771862534755,1.0
571,SKP1;NFKBIB,154.0,0.4718144188151068,1.0
572,SKP1;FBXO7,108.0,0.4296349230423794,1.0
573,SKP1;FBXO11,61.0,0.015838823131081786,1.0
574,SKP1;CCNA2,162.5,0.3221347900540966,1.0
575,SKP1;FBXO21,61.0,0.015838823131081786,1.0
576,SKP1;CDKN1A,177.5,0.13389547414254832,1.0
577,SKP1;MYC,186.0,0.07520915326447707,1.0
578,SKP1;KEAP1,144.5,0.6782573265853316,1.0
579,CTSD;GRN,132.0,1.0,1.0
580,CTSD;CTSL,107.5,0.41720410299078825,1.0
581,CTSD;IGF2R,123.0,0.7781939721366433,1.0
582,BAG3;STUB1,135.5,0.9208234113977276,1.0
583,BAG3;HSPB1,133.5,0.9735703418673632,1.0
584,BAG3;DNAJB1,124.5,0.8141278275193663,1.0
585,BAG3;DNAJB6,149.0,0.5760796110719508,1.0
586,BAG3;HSPA4,147.5,0.6195567751503203,1.0
587,BAG3;HSPA8,151.0,0.5397332382362764,1.0
588,BAG3;SQSTM1,130.5,0.9736736022188126,1.0
589,PRKCD;PIK3CA,183.5,0.09021999694601386,1.0
590,PRKCD;CASP3,180.5,0.11257966117146277,1.0
591,PRKCD;FYN,185.0,0.08206547397353146,1.0
592,PRKCD;MAPK9,178.0,0.1288398039339703,1.0
593,PRKCD;PLCB3,165.5,0.274721938144212,1.0
594,PRKCD;STAT1,192.0,0.04897096086924668,1.0
595,PRKCD;SHC1,184.5,0.08570980015360274,1.0
596,PRKCD;SRC,175.5,0.15544815017453703,1.0
597,UBE2A;STUB1,129.5,0.9466374241056104,1.0
598,CASP3;HSPB1,97.5,0.2628671881368164,1.0
599,CASP3;PARP2,105.5,0.3914553419171365,1.0
600,CASP3;TP53,94.0,0.21686880409896792,1.0
601,CASP3;PAK1,110.5,0.48945211692582336,1.0
602,CASP3;CASP10,99.0,0.28427812228950233,1.0
603,CASP3;BAX,98.5,0.2771442716461735,1.0
604,CASP3;HSPA4,101.5,0.32306623277393354,1.0
605,CASP3;CYCS,108.0,0.43894842260309863,1.0
606,CASP3;BIRC2,104.0,0.36496384977866103,1.0
607,CASP3;CDKN1A,91.5,0.18759028256958588,1.0
608,CASP3;GAPDH,102.5,0.33964744739949104,1.0
609,CASP3;CASP7,104.0,0.3647752720531081,1.0
610,CASP3;MYC,98.0,0.2698885713062269,1.0
611,CASP3;TJP1,101.5,0.32327741951023603,1.0
612,CASP3;FAS,104.5,0.3739562661451532,1.0
613,CASP3;AKT1,99.0,0.2845304434694863,1.0
614,POLR2I;PAF1,151.0,0.5373305284201775,1.0
615,POLR2I;TBP,157.5,0.40842813724017923,1.0
616,POLR2I;GTF2A2,129.5,0.944827512124227,1.0
617,POLR2I;GTF2E2,137.5,0.8601052445380617,1.0
618,POLR2I;CCNH,171.5,0.19048235962358429,1.0
619,PGAM1;PHGDH,174.0,0.16705871704884634,1.0
620,PGAM1;GAPDH,187.0,0.07122639069801573,1.0
621,NOTCH1;CCND1,158.0,0.40017412318342926,1.0
622,NOTCH1;HES1,150.0,0.5641331214306389,1.0
623,NOTCH1;ADAM10,159.5,0.37335078371566977,1.0
624,NOTCH1;RFNG,161.0,0.34652001743595584,1.0
625,NOTCH1;NFE2L2,158.5,0.3916623158183805,1.0
626,NOTCH1;AKT1,168.0,0.2416482531585833,1.0
627,NOTCH1;MYC,152.5,0.5087546072697531,1.0
628,SQSTM1;TP53,117.0,0.6220674389178389,1.0
629,SQSTM1;BNIP3,125.0,0.8258510704269383,1.0
630,SQSTM1;HDAC6,122.5,0.760073523003861,1.0
631,SQSTM1;BNIP3L,142.0,0.746608543275896,1.0
632,SQSTM1;NFE2L2,108.0,0.42599401928335423,1.0
633,SQSTM1;KEAP1,107.5,0.4224045029230451,1.0
634,SQSTM1;IKBKB,118.5,0.6468405218429887,1.0
635,SQSTM1;SNCA,151.5,0.5241162048251089,1.0
636,SQSTM1;VDAC1,146.5,0.6324287174736255,1.0
637,ITGB5;COL1A1,99.5,0.29073860889792735,1.0
638,ITGB5;PAK4,131.5,1.0,1.0
639,ITGB5;SPP1,123.0,0.7788023899959943,1.0
640,ITGB5;SRC,109.5,0.46385796359153386,1.0
641,MAPKAPK3;HSPB1,192.5,0.04614999911862843,1.0
642,MAPKAPK3;MAPKAPK2,213.5,0.006236933149737638,1.0
643,FRS2;CRK,146.5,0.6442285417664293,1.0
644,FRS2;CRKL,155.5,0.44773602841398863,1.0
645,FRS2;SRC,157.5,0.4102757408461024,1.0
646,FRS2;SHC1,159.5,0.37301599801531726,1.0
647,HK1;PMM2,166.0,0.25280455185577166,1.0
648,HK1;PFKL,179.5,0.11525964673415827,1.0
649,HK1;BAX,176.0,0.1470437257334059,1.0
650,HK1;GAA,166.0,0.25280455185577166,1.0
651,HK1;GFPT1,187.0,0.07026662649002166,1.0
652,HK1;VDAC1,168.5,0.2318885059682051,1.0
653,HK1;GNPDA1,172.0,0.1877169709284271,1.0
654,CDC42;PIK3CA,138.0,0.8542926261408399,1.0
655,CDC42;IQGAP1,134.5,0.9463395728222201,1.0
656,CDC42;RASA1,162.5,0.3143753943855684,1.0
657,CDC42;PAK1,149.5,0.568547872265746,1.0
658,CDC42;FYN,133.5,0.9733289948018067,1.0
659,CDC42;VAV3,147.0,0.6292907231842031,1.0
660,CDC42;SRC,132.0,1.0,1.0
661,CDC42;CTTN,170.0,0.20486864531457727,1.0
662,CDC42;MAP3K4,171.0,0.20233984658334525,1.0
663,CDC42;MAPK9,136.5,0.8937367861873712,1.0
664,CDC42;CD44,121.5,0.7393223597630795,1.0
665,CDC42;RHOA,131.5,1.0,1.0
666,CDC42;AKT1,123.5,0.7895067869914543,1.0
667,CDC42;PAK4,139.5,0.8142354217640141,1.0
668,CDC25B;CDK2,116.0,0.5975345435230086,1.0
669,CDC25B;CCNA2,115.0,0.5738583415617137,1.0
670,CDC25B;CCNB1,128.5,0.9190689375245003,1.0
671,CDC25B;CHEK1,153.5,0.4851385846112104,1.0
672,CDC25B;PLK1,160.0,0.35815801575309714,1.0
673,STAT1;NFKBIA,123.5,0.7920215099833241,1.0
674,STAT1;STAT3,127.5,0.8948795602787026,1.0
675,STAT1;IFNAR1,140.5,0.7820145683366271,1.0
676,STAT1;UBE2L6,107.0,0.4176606868294692,1.0
677,STAT1;STAT5B,133.0,0.9867168935610063,1.0
678,STAT1;FOS,128.5,0.921186955031579,1.0
679,STAT1;SMARCA4,144.0,0.7015511524573538,1.0
680,STAT1;AKT1,130.0,0.9605917774855082,1.0
681,STAT1;IKBKE,158.0,0.3846648862106239,1.0
682,STAT1;PSMB8,119.0,0.6784673664225738,1.0
683,STAT1;TLR4,153.0,0.4985188719668886,1.0
684,STAT1;BRCA1,143.5,0.7146494911972107,1.0
685,STAT1;SRC,137.5,0.8691718820568656,1.0
686,POLG2;SLC25A4,96.0,0.24133898004719068,1.0
687,CDKN1B;CCND1,126.5,0.8682564370716725,1.0
688,CDKN1B;CDK4,124.0,0.8038814829179685,1.0
689,CDKN1B;MYC,129.5,0.9471952900705788,1.0
690,CDKN1B;CDK6,122.5,0.7658393876058434,1.0
691,CDKN1B;CDKN1A,125.0,0.8295020936910574,1.0
692,CDKN1B;CCNB1,116.0,0.6086418461201721,1.0
693,CDKN1B;TP53,132.0,1.0,1.0
694,CDKN1B;FOXO3,132.5,1.0,1.0
695,CDKN1B;RHOA,113.5,0.5525320585831694,1.0
696,CDKN1B;AKT1,122.0,0.7536724152535689,1.0
697,CDKN1B;CDK2,128.5,0.9208999990201058,1.0
698,CDKN1B;CCNA2,122.0,0.7531053111042224,1.0
699,WIPF2;NCK2,171.5,0.1985293742281623,1.0
700,DHDDS;FDFT1,132.5,1.0,1.0
701,SH3BP5;G3BP1,143.5,0.7173169620618598,1.0
702,OXCT1;ACAA1,158.0,0.39880728640797214,1.0
703,OXCT1;HMGCS1,153.0,0.4968717897215913,1.0
704,OXCT1;ACAT2,146.5,0.6419888306383004,1.0
705,NFKBIB;NFKBIA,104.5,0.37403964811592816,1.0
706,NFKBIB;RELB,120.5,0.7172461674178817,1.0
707,NFKBIB;NFKBIE,113.5,0.5534346168344524,1.0
708,NFKBIB;NFKB2,117.0,0.6330700438765595,1.0
709,NFKBIB;IKBKB,110.5,0.4894710497000855,1.0
710,SLC25A4;TP53,148.0,0.6094732040588786,1.0
711,SLC25A4;VDAC1,160.0,0.3651313388603773,1.0
712,SLC25A4;CYCS,158.0,0.400483505343601,1.0
713,NUP88;NUP85,152.0,0.2578426995435722,1.0
714,NUP88;NUP133,140.0,0.6638486991883759,1.0
715,NUP88;NUP93,122.5,0.7134400889144659,1.0
716,NUP88;NUP62,122.5,0.7134400889144659,1.0
717,PSMD2;PSMD10,159.5,0.3289833395242302,1.0
718,PSMD2;USP14,150.5,0.5348275277089719,1.0
719,PSMD2;PSMB8,151.0,0.5378757554194797,1.0
720,PSMD2;PSMB10,184.0,0.08247754350637886,1.0
721,PSMD2;PSMD9,178.0,0.08884169422438051,1.0
722,ORC1;HAT1,145.0,0.6804243786644812,1.0
723,ORC1;CDK2,134.0,0.9606329803697227,1.0
724,ORC1;CCNA2,135.5,0.9213480696488598,1.0
725,ORC1;CHEK1,134.0,0.9606175444378134,1.0
726,ORC1;CDC45,142.0,0.7544536190273522,1.0
727,PIH1D1;RUVBL1,111.0,0.4951701219848771,1.0
728,RRAGA;RHEB,169.5,0.22141964745420273,1.0
729,HEATR1;CEBPZ,85.5,0.1233704267072265,1.0
730,HEATR1;EXOSC4,80.5,0.09083450517758188,1.0
731,HEATR1;RPS6,159.5,0.3735806489584046,1.0
732,HEATR1;RRP12,87.0,0.13486166287160678,1.0
733,HEATR1;RPS5,67.5,0.03409361260298081,1.0
734,HEATR1;UTP14A,52.5,0.005421787379371849,1.0
735,LRPAP1;RALA,112.5,0.530409488442516,1.0
736,LRPAP1;RALGDS,111.0,0.49639551297420226,1.0
737,SMARCD2;SMARCC1,138.5,0.8406997588970909,1.0
738,SMARCD2;SMARCA4,158.0,0.3994918393444812,1.0
739,SMARCD2;BCL7B,145.0,0.5281828173289448,1.0
740,CRTAP;COL1A1,132.5,1.0,1.0
741,DUSP3;MAPK9,115.0,0.5870161199490558,1.0
742,PIK3R4;ATG3,133.0,0.9868298135099215,1.0
743,FOXO3;STAT3,131.5,1.0,1.0
744,FOXO3;CDK2,130.0,0.960584897752154,1.0
745,FOXO3;TP53,131.5,1.0,1.0
746,FOXO3;PRKACA,124.5,0.8171269003867149,1.0
747,FOXO3;CDKN1A,133.0,0.986855730515757,1.0
748,FOXO3;IKBKB,137.0,0.8821231603409656,1.0
749,FOXO3;MYC,130.0,0.9605297298631106,1.0
750,FOXO3;SIRT3,136.0,0.9081015144224551,1.0
751,FOXO3;CSNK1E,139.0,0.8304141999384598,1.0
752,FOXO3;AKT1,137.5,0.8691265622354608,1.0
753,FOXO3;MAPK9,132.0,1.0,1.0
754,FOXO3;USP7,132.5,1.0,1.0
755,RALGDS;RALA,164.5,0.2446006962503079,1.0
756,RALGDS;RALB,172.0,0.18994234861027126,1.0
757,RALGDS;NRAS,188.5,0.06332827416508446,1.0
758,RALGDS;RHOA,180.5,0.11289580650512389,1.0
759,RALGDS;MAPK9,177.0,0.14079914356618814,1.0
760,DNAJB1;STUB1,135.5,0.9203875354979154,1.0
761,DNAJB1;HSPB1,122.5,0.7620845630874651,1.0
762,DNAJB1;MAPKAPK5,154.0,0.4596256023051021,1.0
763,DNAJB1;HSPA8,158.5,0.38572460350984994,1.0
764,DNAJB1;TP53,165.5,0.27317273298115297,1.0
765,DNAJB1;HSPA4,157.0,0.41443560841649596,1.0
766,DNAJB1;HSPA1A,171.5,0.19108500103409598,1.0
767,ZW10;BUB1B,120.0,0.7043924628438516,1.0
768,TFDP1;CDK2,137.0,0.8793490193391215,1.0
769,TFDP1;CCNA2,126.0,0.853425187055669,1.0
770,MYO10;CALM3,82.5,0.1026319584557183,1.0
771,ACLY;HMGCS1,118.0,0.6521021085023434,1.0
772,ACLY;ACAA1,111.0,0.47531518087456914,1.0
773,ACLY;ACAT2,121.0,0.7253726281910413,1.0
774,ACLY;SDHB,148.5,0.5955768143317317,1.0
775,ZFP36;FOS,157.5,0.41033703727927207,1.0
776,ZFP36;MAPKAPK2,157.0,0.41941650667830965,1.0
777,NCAPD2;SMC4,96.5,0.24486227959977713,1.0
778,OXA1L;MRPS16,158.0,0.35653853757986587,1.0
779,OXA1L;MRPL12,147.5,0.5969809540463369,1.0
780,OXA1L;MRPL19,148.0,0.5907099932995377,1.0
781,OXA1L;MRPS2,158.0,0.3736462592818922,1.0
782,PWP1;CEBPZ,166.5,0.24112577878864616,1.0
783,PWP1;GRWD1,152.5,0.47951351775235196,1.0
784,PWP1;RBM34,146.5,0.6206285984080016,1.0
785,PWP1;EBNA1BP2,146.0,0.6250363996644843,1.0
786,PWP1;RRP12,143.0,0.7273801955696912,1.0
787,TOMM70;HSPA4,130.0,0.9604691239383191,1.0
788,TOMM70;VDAC1,136.0,0.9080734663385401,1.0
789,MIF;CD44,153.5,0.48798801240916645,1.0
790,GAPDH;TBP,108.5,0.44303862694035323,1.0
791,GAPDH;RHEB,88.0,0.14503225357868216,1.0
792,GAPDH;TP53,97.5,0.261111795307567,1.0
793,GAPDH;HPRT1,143.0,0.7189587092379637,1.0
794,GAPDH;HSPA4,99.5,0.2905057124667889,1.0
795,GAPDH;CYCS,101.0,0.31332840524205474,1.0
796,GAPDH;RPS6,116.0,0.5972090772515346,1.0
797,GAPDH;VDAC1,118.0,0.6537386429546017,1.0
798,GAPDH;HSPA8,106.5,0.398972741748823,1.0
799,GAPDH;PHGDH,194.0,0.032852511465785376,1.0
800,GAPDH;MYC,98.5,0.2763042319895731,1.0
801,GAPDH;BIRC2,97.0,0.2553101389857444,1.0
802,GAPDH;AKT1,100.0,0.29821508993004486,1.0
803,GAPDH;FDFT1,130.5,0.973021527839382,1.0
804,CYCS;FIS1,80.5,0.08196463153321813,1.0
805,CYCS;TRAP1,92.5,0.18588810945206202,1.0
806,CYCS;HSPB1,108.0,0.4372425054812462,1.0
807,CYCS;TP53,133.5,0.9736574392138081,1.0
808,CYCS;BAX,102.0,0.32958625609651193,1.0
809,CYCS;HSPA4,122.0,0.7535991220470676,1.0
810,CYCS;DNM1L,96.0,0.22594469884168022,1.0
811,CYCS;CASP7,121.0,0.7268211138648414,1.0
812,CYCS;SDHB,80.0,0.08499005903044222,1.0
813,CYCS;VDAC1,130.0,0.960401261651821,1.0
814,HADH;HSD17B10,126.5,0.8689505020438506,1.0
815,HADH;ECH1,132.0,1.0,1.0
816,HADH;ACAA1,101.0,0.2958246653116047,1.0
817,HADH;ACAT2,120.5,0.7135758993517991,1.0
818,HADH;SCP2,105.0,0.37878124244842815,1.0
819,ACAA1;HSD17B10,123.5,0.792074795573381,1.0
820,ACAA1;HMGCS1,135.5,0.9205148210803241,1.0
821,ACAA1;ACAT2,147.0,0.6214341074427633,1.0
822,ACAA1;PCCB,162.0,0.33075259475804986,1.0
823,ACAA1;SCP2,101.0,0.31324326267232994,1.0
824,EIF4G1;HSPB1,139.5,0.8088589629324459,1.0
825,EIF4G1;HSPA4,175.5,0.13844419014320608,1.0
826,EIF4G1;EIF4EBP1,156.0,0.40177721289600554,1.0
827,EIF4G1;RPS6,168.5,0.1795797808374232,1.0
828,EIF4G1;G3BP1,167.0,0.23701580585215953,1.0
829,EIF4G1;HSPA8,168.0,0.22297470247279505,1.0
830,EIF4G1;RPS5,162.0,0.313880285153612,1.0
831,NFKB2;NFKBIA,157.0,0.41858136784467215,1.0
832,NFKB2;RELB,144.5,0.6876327969567109,1.0
833,NFKB2;NFKBIE,166.5,0.23387943485249985,1.0
834,NFKB2;ETS1,157.5,0.40863426286036353,1.0
835,NFKB2;IKBKB,169.5,0.22156174707468212,1.0
836,PLCB3;GNAI2,119.5,0.6919787852324212,1.0
837,PLCB3;INPP1,143.5,0.7168321367447812,1.0
838,DCK;PNP,146.5,0.644994663264983,1.0
839,DNAJB6;STUB1,125.5,0.8390709409229199,1.0
840,DNAJB6;HSPA1A,115.5,0.5733309482633139,1.0
841,DNAJB6;HSPA4,161.0,0.3343909169276772,1.0
842,DNAJB6;HSPA8,133.0,0.9864374898135344,1.0
843,HSPD1;HSPA4,117.0,0.6284623081093185,1.0
844,HSPD1;HSPA8,117.5,0.6418409707602973,1.0
845,HSPD1;VDAC1,122.0,0.7514984978846556,1.0
846,HSPD1;TLR4,103.5,0.3527743735358275,1.0
847,CBLB;PIK3CA,129.0,0.9335009475762172,1.0
848,CBLB;FYN,117.5,0.6409201415668511,1.0
849,NNT;SIRT3,107.0,0.4152467801602113,1.0
850,EBP;NSDHL,148.0,0.6090346548371508,1.0
851,PIN1;TP53,172.0,0.1890184810575648,1.0
852,PIN1;MYC,156.5,0.42421134849818243,1.0
853,ACAT2;HMGCS1,167.0,0.25522695442257215,1.0
854,GTF2A2;TBP,166.5,0.26153076712179435,1.0
855,GTF2A2;GTF2E2,149.5,0.5507564716516462,1.0
856,GTF2A2;CCNH,166.0,0.26244830051019585,1.0
857,SNCA;STUB1,166.5,0.26226243060426757,1.0
858,SNCA;HSPB1,163.5,0.3060988654440099,1.0
859,SNCA;UBE2L6,159.5,0.37301599801531726,1.0
860,SNCA;CALM3,172.0,0.19308843367728,1.0
861,SNCA;HSPA4,165.0,0.28343527838373594,1.0
862,SNCA;VDAC1,165.5,0.27645143170594566,1.0
863,SNCA;HSPA8,166.0,0.26942819557795716,1.0
864,TGFBR2;DAXX,149.5,0.5750176955827992,1.0
865,TGFBR2;SRC,146.5,0.6444169163975719,1.0
866,TGFBR2;SHC1,142.5,0.7416960961012186,1.0
867,TGFBR2;RHOA,143.5,0.7168913952637352,1.0
868,NCOA3;FOS,112.0,0.517283651769981,1.0
869,NCOA3;PRKACA,130.0,0.9601937864436739,1.0
870,NCOA3;MAPK9,116.5,0.6205410837129017,1.0
871,NCOA3;SRC,127.5,0.895058091521106,1.0
872,PAK4;NCK2,191.0,0.05388174444438409,1.0
873,AXIN1;PPP2R5A,148.5,0.597324893902881,1.0
874,AXIN1;CSNK1A1,158.0,0.40050411426771027,1.0
875,AXIN1;AKT1,144.5,0.6923498571554625,1.0
876,AXIN1;TP53,153.0,0.49850003081030114,1.0
877,AXIN1;CSNK1E,150.0,0.5626783376463314,1.0
878,RPS6;RHEB,137.5,0.8654026581945031,1.0
879,RPS6;EIF4EBP1,135.0,0.9317796619657298,1.0
880,RPS6;MRPS2,148.0,0.5956392857418242,1.0
881,RPS6;RPS5,140.5,0.7885236353149756,1.0
882,RPS6;RRP12,144.0,0.7014749374235861,1.0
883,RPS6;UTP14A,138.0,0.8549857948228838,1.0
884,RPS6;AKT1,111.5,0.5009013717396886,1.0
885,GNAS;SRC,150.5,0.5505871044726434,1.0
886,GNAS;IGF1R,155.0,0.43218413842549475,1.0
887,PPP2R5E;PPP2R5A,123.5,0.7909110219544994,1.0
888,PTK2B;PTPN12,148.0,0.6089090843388186,1.0
889,PTK2B;CRK,152.0,0.5199023785693737,1.0
890,PTK2B;CRKL,144.0,0.7045034493891495,1.0
891,PTK2B;FYN,144.5,0.6926049897359924,1.0
892,PTK2B;SRC,145.0,0.6806220734192657,1.0
893,PTK2B;CTTN,145.0,0.6803187914393837,1.0
894,PTK2B;RHOA,144.0,0.7047496396924255,1.0
895,IKBKE;TICAM1,154.0,0.4791131012502309,1.0
896,IKBKE;TLR4,154.0,0.4790939311567499,1.0
897,HDAC2;ARID4B,120.0,0.7013096045420483,1.0
898,HDAC2;STAT3,122.0,0.7524599600896139,1.0
899,HDAC2;DAXX,124.5,0.8138455410144618,1.0
900,HDAC2;TP53,126.0,0.855068566452714,1.0
901,HDAC2;SUZ12,136.0,0.906888414810842,1.0
902,HDAC2;MTA1,123.0,0.7760636063752911,1.0
903,HDAC2;EED,133.5,0.9734089884719658,1.0
904,HDAC2;SMARCA4,97.0,0.25044407716590156,1.0
905,HDAC2;KDM5A,135.0,0.933450326635441,1.0
906,HDAC2;BRCA1,120.5,0.7137597541249059,1.0
907,HDAC2;ZMYM2,141.0,0.7732919190326744,1.0
908,CRK;MAPK9,91.5,0.18724319809777223,1.0
909,CRK;FYN,107.0,0.4188465490971962,1.0
910,CRK;CRKL,87.0,0.13645431006208047,1.0
911,CRK;ABL1,97.0,0.25543486927323256,1.0
912,CRK;IGF1R,90.0,0.17107067732743686,1.0
913,CRK;SHC1,103.0,0.34656236039188304,1.0
914,CRK;SRC,101.5,0.32190136218190724,1.0
915,PGRMC1;INSIG1,120.0,0.7035747259213525,1.0
916,STAT3;MMP2,151.0,0.5395718200186871,1.0
917,STAT3;CCL2,134.5,0.9473366611966052,1.0
918,STAT3;CCND1,130.0,0.9604691239383191,1.0
919,STAT3;PIK3CA,111.5,0.5044161981693337,1.0
920,STAT3;AKT1,141.0,0.7791706992992979,1.0
921,STAT3;IFNAR1,126.0,0.8516291471887715,1.0
922,STAT3;FOS,126.0,0.8555622374127821,1.0
923,STAT3;FYN,143.0,0.7258107707235868,1.0
924,STAT3;STAT5B,121.5,0.7373068455879681,1.0
925,STAT3;ERBB2,151.5,0.5289959964843773,1.0
926,STAT3;ERBB3,134.0,0.9599830155242136,1.0
927,STAT3;CDKN1A,131.0,0.9868049045894676,1.0
928,STAT3;SHC1,114.0,0.5610351338136009,1.0
929,STAT3;IGF1R,119.0,0.6749717990800381,1.0
930,STAT3;MYC,135.0,0.9341197795146348,1.0
931,STAT3;CDK6,129.5,0.9471136596801737,1.0
932,STAT3;CREB1,129.5,0.9473043157710924,1.0
933,STAT3;SRC,127.0,0.8820412675331474,1.0
934,STAT3;TP53,138.5,0.8430799868145445,1.0
935,CHEK1;CCNB1,137.0,0.88216404283721,1.0
936,CHEK1;CDK2,117.0,0.6330552148306601,1.0
937,CHEK1;TP53,142.0,0.7543706444134918,1.0
