,Edge,U,pval,adj_pvals
473,MET;PIK3CB,134.0,0.9605780144144316,1.0
474,MET;HRAS,93.5,0.20938515076855435,1.0
475,MET;JAK2,116.0,0.6095982339049497,1.0
476,TNFAIP3;FADD,152.5,0.5087173669379663,1.0
477,TNFAIP3;IKBKB,155.0,0.45827936224888577,1.0
478,STAG1;RAD21,170.0,0.2093987141472594,1.0
479,STAG1;SMC1A,171.5,0.19559107563499367,1.0
480,STAG1;CTCF,159.0,0.3767398244027068,1.0
481,TRIM24;RARA,103.5,0.35536285027559145,1.0
482,TRIM24;TRIM33,96.0,0.24175127069163904,1.0
483,WAS;PLCG1,126.5,0.8692567299798104,1.0
484,WAS;SRC,127.0,0.882220186879153,1.0
485,WAS;ABI1,125.0,0.8305453896173072,1.0
486,WAS;BTK,128.5,0.9213241364653768,1.0
487,WAS;AKT1,127.0,0.8821997801501537,1.0
488,WAS;FNBP1,125.5,0.843262853423982,1.0
489,SPEN;NCOR1,128.5,0.9209936898619864,1.0
490,BTK;PLCG1,128.5,0.9210040794176559,1.0
491,BTK;PIK3CA,126.5,0.868967571187093,1.0
492,BTK;CBL,111.5,0.5083445017016067,1.0
493,BTK;PTPN6,131.0,0.9868355860921004,1.0
494,BTK;PIK3R1,122.5,0.76645801836861,1.0
495,BTK;IKBKB,121.5,0.7414015533728191,1.0
496,BTK;MYD88,130.5,0.9737058391749371,1.0
497,BTK;PIK3CB,125.5,0.8430324723856191,1.0
498,TCF12;CREBBP,120.5,0.7067908674122414,1.0
499,TCF12;EP300,132.0,1.0,1.0
500,TCF12;RUNX1,127.0,0.879040821621933,1.0
501,BCL10;MAPK1,160.0,0.36199077438269456,1.0
502,BCL10;CASP8,172.0,0.18836833444399326,1.0
503,BCL10;IKBKB,136.5,0.8938976048268581,1.0
504,BCL10;MALT1,135.0,0.9294177285489522,1.0
505,ATR;MSH2,142.5,0.7390420785001062,1.0
506,ATR;ATM,149.5,0.5728084203881167,1.0
507,ATR;FANCD2,135.0,0.9321649405972718,1.0
508,ATR;WRN,133.5,0.9732191814192082,1.0
509,ATR;RAD17,149.0,0.5799064747094015,1.0
510,ATR;CHEK2,163.0,0.30834053160526076,1.0
511,ATR;FANCG,129.5,0.946361536135832,1.0
512,ATR;BRCA1,143.0,0.7282814323942977,1.0
513,NUP98;NUP214,138.0,0.8544539657415209,1.0
514,NUP98;TPR,106.0,0.3964878870639167,1.0
515,NUP98;KDM5A,114.0,0.5596194430795931,1.0
516,NUP98;XPO1,138.5,0.8421559554812176,1.0
517,NUP98;NSD1,123.0,0.7712569153759786,1.0
518,NRAS;MAPK1,136.5,0.8951310724255863,1.0
519,NRAS;PIK3CA,124.5,0.8174102511507806,1.0
520,NRAS;ERBB2,99.5,0.2905692506770665,1.0
521,NRAS;GNAQ,112.0,0.5188194563266559,1.0
522,NRAS;ARAF,141.5,0.7665970321199489,1.0
523,NRAS;EML4,117.0,0.63228162437507,1.0
524,NRAS;NF1,145.5,0.6680756183287568,1.0
525,NRAS;AFDN,131.5,1.0,1.0
526,NRAS;BRAF,137.5,0.8686764853760306,1.0
527,NRAS;PIK3R1,134.0,0.9605366385197822,1.0
528,NRAS;FGFR1,129.5,0.9474241565726356,1.0
529,NRAS;RAF1,113.5,0.5517115877952777,1.0
530,NRAS;PIK3CB,128.5,0.9211456604703206,1.0
531,NRAS;SRC,118.5,0.6681848730187147,1.0
532,NRAS;PTPN11,130.5,0.973706988305622,1.0
533,NRAS;PTEN,129.5,0.9473597286393234,1.0
534,NRAS;LZTR1,129.5,0.9474608664883791,1.0
535,NRAS;ARHGEF12,147.5,0.6208776844298449,1.0
536,NRAS;JAK2,120.0,0.7046019993208554,1.0
537,NRAS;HRAS,130.0,0.9571542663365782,1.0
538,CALR;HSP90AA1,96.5,0.23933783985490542,1.0
539,CALR;HSP90AB1,90.0,0.16216237469146377,1.0
540,CALR;HLA-A,113.5,0.5111637246044501,1.0
541,CRTC1;CRTC3,163.5,0.2741460672786461,1.0
542,SGK1;FOXO3,139.0,0.8285298733957871,1.0
543,SGK1;MTOR,125.5,0.8408627650714825,1.0
544,SGK1;FOXO4,152.5,0.5029767064425972,1.0
545,FANCC;BRIP1,141.0,0.7787550374941774,1.0
546,FANCC;PALB2,122.5,0.7652158163565196,1.0
547,FANCC;FANCD2,137.5,0.8683892156860166,1.0
548,FANCC;BRCA2,131.5,1.0,1.0
549,FANCC;ERCC4,134.5,0.9472649589427655,1.0
550,FANCC;FANCF,137.0,0.880109323939661,1.0
551,FANCC;BRCA1,129.0,0.9342840096850814,1.0
552,FANCC;FANCG,158.0,0.3942484419160279,1.0
553,ATRX;ATM,121.5,0.7360609353272337,1.0
554,ATRX;EZH2,115.0,0.5760443424564687,1.0
555,ATRX;MEN1,135.0,0.9329102040791777,1.0
556,ATRX;IDH1,133.5,0.9736110946477171,1.0
557,ATRX;BRCA1,113.5,0.544469000731947,1.0
558,ATRX;BRCA2,107.5,0.42020151880400536,1.0
559,PMS2;MLH1,125.0,0.8106838080353679,1.0
560,PMS2;MSH2,100.5,0.2478226388293675,1.0
561,PMS2;MSH6,140.0,0.7901136800141321,1.0
562,PMS2;BRIP1,143.0,0.7250992091061017,1.0
563,PMS2;PALB2,138.5,0.8389903817576141,1.0
564,PMS2;BRCA1,133.5,0.9733349894218929,1.0
565,PMS2;ATM,125.5,0.8375343729302727,1.0
566,PMS2;POLD1,122.5,0.7577115676738329,1.0
567,PMS2;BRCA2,129.0,0.933468206047497,1.0
568,PMS2;XPA,147.0,0.6268667028225776,1.0
569,PMS2;MUTYH,141.5,0.7606853880774164,1.0
570,PMS2;POLE,129.5,0.9459320693445402,1.0
571,PMS2;PMS1,122.5,0.7544625773050926,1.0
572,ERBB3;PLCG1,110.5,0.4848860457303503,1.0
573,ERBB3;PIK3CA,127.5,0.8949986822131986,1.0
574,ERBB3;STAT3,159.5,0.36707222495632497,1.0
575,ERBB3;JAK2,127.0,0.8822048828267846,1.0
576,ERBB3;PIK3CB,125.5,0.8432222716472808,1.0
577,ERBB3;SRC,127.5,0.8950124010085208,1.0
578,ERBB3;HSP90AA1,181.0,0.10832302985782298,1.0
579,ERBB3;AKT1,132.5,1.0,1.0
580,ERBB3;JAK1,166.0,0.26289921880171097,1.0
581,ERBB3;ERBB2,104.0,0.36190584537864545,1.0
582,ERBB3;PIK3R1,127.5,0.8950991620201116,1.0
583,MAP2K4;JUN,152.0,0.520687076023012,1.0
584,MAP2K4;AKT2,151.0,0.5419225252809141,1.0
585,MAP2K4;AKT1,154.0,0.47809419831644806,1.0
586,MAP2K4;AKT3,146.5,0.6444603450802854,1.0
587,FANCD2;MLH1,138.0,0.8548006382214259,1.0
588,FANCD2;MSH2,134.0,0.9600602090411113,1.0
589,FANCD2;MSH6,134.0,0.9603207679543913,1.0
590,FANCD2;BRIP1,134.0,0.959621699899438,1.0
591,FANCD2;PALB2,125.5,0.8400570599866435,1.0
592,FANCD2;ATM,144.0,0.7027376254534783,1.0
593,FANCD2;WRN,140.0,0.7982485033235626,1.0
594,FANCD2;FOXO3,138.0,0.8559135730700396,1.0
595,FANCD2;MEN1,139.0,0.8303557955386605,1.0
596,FANCD2;FANCF,131.0,0.9866770088584869,1.0
597,FANCD2;BRCA1,137.0,0.8816499324491105,1.0
598,FANCD2;FANCG,143.0,0.721617314427023,1.0
599,FANCD2;CHEK2,145.5,0.6654767069496682,1.0
600,FANCD2;BRCA2,133.0,0.9868275023498491,1.0
601,FANCD2;XPA,147.5,0.619788157634622,1.0
602,FANCD2;ERCC4,140.0,0.801516941265873,1.0
603,FEN1;MSH2,136.5,0.894672426116521,1.0
604,FEN1;MSH6,139.0,0.8292643127787607,1.0
605,FEN1;EP300,146.0,0.6563688674904535,1.0
606,FEN1;XPC,147.5,0.6193095023083918,1.0
607,FEN1;ERCC3,139.5,0.8166278466695858,1.0
608,FEN1;WRN,141.0,0.7777727615343171,1.0
609,FEN1;POLD1,138.0,0.8552907106398964,1.0
610,FEN1;POLE,129.0,0.934093735712862,1.0
611,TPM3;TPR,148.0,0.6057461835181772,1.0
612,TPM3;TPM4,129.0,0.9330775610940553,1.0
613,PPM1D;MDM2,74.0,0.057095249368535377,1.0
614,PPM1D;ATM,86.0,0.13239474580807625,1.0
615,PPM1D;CHEK2,95.5,0.23242667316953902,1.0
616,RUNX1;RARA,151.0,0.5406625872687703,1.0
617,RUNX1;CREBBP,142.5,0.7406993356125535,1.0
618,RUNX1;TCF3,147.5,0.6197264968014784,1.0
619,RUNX1;EP300,143.0,0.7287515922174213,1.0
620,RUNX1;LEF1,138.5,0.8430256810863254,1.0
621,RUNX1;KAT6A,148.5,0.5966639336972981,1.0
622,RUNX1;CDK6,140.5,0.7916473604928828,1.0
623,RUNX1;CSF1R,132.0,1.0,1.0
624,RUNX1;NPM1,143.5,0.7168676963172704,1.0
625,RUNX1;TET2,141.5,0.7662490313929424,1.0
626,RUNX1;FOXO3,145.0,0.6795102372066308,1.0
627,RUNX1;PTPN11,125.5,0.843059628771557,1.0
628,RUNX1;ASXL1,148.0,0.608987580029348,1.0
629,RUNX1;ABL1,155.0,0.45729395914922866,1.0
630,RUNX1;KMT2A,143.5,0.7163448103005188,1.0
631,RUNX1;SRC,114.5,0.5733173873509161,1.0
632,RUNX1;SRSF2,146.5,0.6444313943895564,1.0
633,RUNX1;SMAD3,142.5,0.7409523527919659,1.0
634,RUNX1;CBFB,143.0,0.7291851793541042,1.0
635,FH;SDHA,112.0,0.45595658675409534,1.0
636,FH;IDH2,136.5,0.8934798585531812,1.0
637,FH;SDHC,123.5,0.7849611038904222,1.0
638,FH;SDHB,157.0,0.36106396639650107,1.0
639,FH;IDH1,133.5,0.9733001642413124,1.0
640,XPO1;CDKN1B,74.0,0.05521690869379667,1.0
641,XPO1;NUP214,99.5,0.2784074313254411,1.0
642,XPO1;CTNNB1,98.5,0.27340675253894775,1.0
643,XPO1;DDX3X,106.5,0.4077671208339504,1.0
644,ABI1;ABL1,146.5,0.6433990506594913,1.0
645,ABI1;SRC,164.0,0.29721641183098824,1.0
646,CDKN1B;MAPK1,120.5,0.7151817834195398,1.0
647,CDKN1B;CCND1,139.5,0.81529306077946,1.0
648,CDKN1B;CDK4,135.5,0.9206905980655311,1.0
649,CDKN1B;MYC,122.5,0.7650540847033664,1.0
650,CDKN1B;CDK6,127.5,0.89456608359891,1.0
651,CDKN1B;CDKN2C,124.5,0.8156173598382088,1.0
652,CDKN1B;CDKN1A,127.0,0.8810660627644061,1.0
653,CDKN1B;AKT3,123.0,0.7782226039221153,1.0
654,CDKN1B;FOXO3,132.5,1.0,1.0
655,CDKN1B;AKT2,121.5,0.7403571371074942,1.0
656,CDKN1B;RHOA,119.0,0.679629917469605,1.0
657,CDKN1B;AKT1,127.5,0.8945104725260596,1.0
658,POLE;MLH1,137.0,0.8795949783628327,1.0
659,POLE;MSH2,123.0,0.7747955245957604,1.0
660,POLE;MSH6,126.0,0.8535500559214848,1.0
661,POLE;POLG,147.5,0.6110843393698016,1.0
662,POLE;POLD1,121.0,0.7176650506177502,1.0
663,POLE;BRCA1,138.0,0.8548453961209439,1.0
664,CTCF;EP300,115.0,0.5815613139995237,1.0
665,CTCF;NCOR1,90.0,0.16717230286216034,1.0
666,CTCF;NPM1,123.0,0.7768550866760952,1.0
667,CTCF;RAD21,126.5,0.8591541571407214,1.0
668,CTCF;SUZ12,110.5,0.4828327631821251,1.0
669,CTCF;EZH2,116.5,0.6152386929596425,1.0
670,CTCF;SMC1A,111.5,0.4994312662171172,1.0
671,CTCF;MAFB,112.0,0.5157519474182608,1.0
672,CTCF;POLR2A,102.0,0.32557710715079813,1.0
673,MAPK1;AKT1,139.5,0.8174808833094793,1.0
674,MAPK1;PTPN11,144.5,0.6927068653896691,1.0
675,MAPK1;BRAF,143.5,0.7171516918334986,1.0
676,MAPK1;AKT2,159.0,0.37100221896971153,1.0
677,MAPK1;FOXO3,130.0,0.9600745213998411,1.0
678,MAPK1;NFATC2,129.5,0.9460441265176122,1.0
679,MAPK1;ATP1A1,149.0,0.5677109185501346,1.0
680,MAPK1;MALT1,153.5,0.48306865208006067,1.0
681,MAPK1;PRKACA,172.5,0.1798943006177548,1.0
682,MAPK1;PTPN6,178.0,0.1293197156552094,1.0
683,MAPK1;MITF,165.5,0.273151448283912,1.0
684,MAPK1;TSC1,106.5,0.3907098651763097,1.0
685,MAPK1;RAF1,135.5,0.9212659219394792,1.0
686,MAPK1;MYC,133.0,0.986858600748094,1.0
687,MAPK1;CREB3L2,146.0,0.6532486606693348,1.0
688,MAPK1;TSC2,126.5,0.8656118011614844,1.0
689,MAPK1;HRAS,139.0,0.8302680756971246,1.0
690,MAPK1;CASP3,114.5,0.5733681845413146,1.0
691,MAPK1;HSP90AA1,164.0,0.2955716980844333,1.0
692,MAPK1;FOXO4,106.5,0.407311417420372,1.0
693,MAPK1;SMAD3,141.0,0.7742439912891581,1.0
694,MAPK1;PPP2R1A,97.5,0.240111225021293,1.0
695,MAPK1;AKT3,146.0,0.6412450873225133,1.0
696,MAPK1;SRC,144.0,0.7048110912740937,1.0
697,MAPK1;JUN,109.5,0.4615099106599194,1.0
698,MAPK1;STAT3,167.5,0.24496708349102558,1.0
699,NIN;DCTN1,112.5,0.5300120902312485,1.0
700,NIN;CNTRL,145.0,0.6694352503645722,1.0
701,FANCG;BRIP1,121.5,0.7392887736618653,1.0
702,FANCG;PALB2,127.5,0.8942684703112666,1.0
703,FANCG;ERCC4,126.5,0.8678264941544941,1.0
704,FANCG;FANCF,114.0,0.5448836981912115,1.0
705,FANCG;BRCA2,122.5,0.7662091607254515,1.0
706,FANCG;BRCA1,124.5,0.8167311605100995,1.0
707,CRNKL1;PRCC,141.0,0.777570881681042,1.0
708,CRNKL1;SF3B1,129.5,0.9473574232589819,1.0
709,CREBBP;CCND1,120.0,0.6807922678745375,1.0
710,CREBBP;RARA,154.0,0.4464980391968729,1.0
711,CREBBP;MDM2,78.0,0.05641217820313338,1.0
712,CREBBP;MAML2,89.5,0.14856968260282197,1.0
713,CREBBP;KMT2D,104.5,0.351586981020406,1.0
714,CREBBP;AKT1,98.5,0.25660560951225997,1.0
715,CREBBP;KAT6A,151.5,0.51002348611793,1.0
716,CREBBP;EPAS1,114.0,0.5486152696618347,1.0
717,CREBBP;STAT5B,81.0,0.0746639442728084,1.0
718,CREBBP;FOXO3,137.0,0.874977650109118,1.0
719,CREBBP;NCOA2,127.5,0.8903273137122357,1.0
720,CREBBP;NCOR1,80.5,0.0689876827916765,1.0
721,CREBBP;CTNNB1,111.0,0.4809337934024135,1.0
722,CREBBP;STAT6,113.5,0.535217903301651,1.0
723,CREBBP;KMT2A,149.0,0.5679537063748957,1.0
724,CREBBP;ARNT,93.0,0.18726769869085647,1.0
725,CREBBP;FGFR1,110.0,0.4711339728490066,1.0
726,CREBBP;LEF1,124.5,0.8008517652795488,1.0
727,CREBBP;SMARCA4,83.5,0.09920930354816712,1.0
728,CREBBP;CDKN1A,112.5,0.5152616691950251,1.0
729,CREBBP;TCF3,144.0,0.6972043827291353,1.0
730,CREBBP;BRCA1,105.5,0.36552108227219193,1.0
731,CREBBP;NCOA1,124.0,0.7983591427748152,1.0
732,CREBBP;TCF7L2,101.5,0.286054473810035,1.0
733,CREBBP;CREB3L2,121.0,0.7125648690907507,1.0
734,CREBBP;MYC,120.5,0.6997123860981198,1.0
735,CREBBP;FOXO4,127.0,0.870455091526495,1.0
736,CREBBP;SMAD3,129.0,0.9269267111412429,1.0
737,CREBBP;SRC,103.5,0.3443838522315352,1.0
738,CREBBP;NFE2L2,105.0,0.34689280692064195,1.0
739,CREBBP;STAT3,117.5,0.6207164430394922,1.0
740,CREBBP;SMAD4,111.0,0.48228494000493727,1.0
741,CREBBP;JUN,109.0,0.4003243348305897,1.0
742,CREBBP;EP300,152.0,0.3273753012397138,1.0
743,RAF1;PIK3CA,140.0,0.8045980097827617,1.0
744,RAF1;YWHAE,132.5,1.0,1.0
745,RAF1;ARAF,127.0,0.8820156410078129,1.0
746,RAF1;PRKACA,156.5,0.42081242371764827,1.0
747,RAF1;HSP90AA1,177.0,0.1383060163295088,1.0
748,RAF1;HSP90AB1,151.0,0.5370754326138558,1.0
749,RAF1;SRC,141.5,0.7664182545258674,1.0
750,RAF1;AKT2,154.0,0.4645793282978675,1.0
751,RAF1;RHOA,105.5,0.38960419985419936,1.0
752,RAF1;HRAS,114.5,0.5738414226928565,1.0
753,RAF1;AKT3,113.0,0.49245511878604664,1.0
754,RAF1;PIK3CB,143.5,0.7167609774189707,1.0
755,RAF1;BRAF,134.0,0.9603172570842566,1.0
756,RAF1;AKT1,138.0,0.856206473609928,1.0
757,RAF1;PIK3R1,143.5,0.7164758031369511,1.0
758,KMT2A;MLLT1,125.5,0.8416982258280308,1.0
759,KMT2A;KMT2C,148.0,0.6036872161282464,1.0
760,KMT2A;BRD4,138.5,0.8422869918661136,1.0
761,KMT2A;AFF4,127.0,0.8809819454113661,1.0
762,KMT2A;KMT2D,125.5,0.8378796344684394,1.0
763,KMT2A;MLLT10,124.5,0.8164924799805617,1.0
764,KMT2A;MEN1,131.0,0.9867186710748279,1.0
765,KMT2A;SMARCB1,120.5,0.7144916514984025,1.0
766,KMT2A;MAX,129.5,0.9470762166277714,1.0
767,KMT2A;AFDN,137.5,0.8682506549688636,1.0
768,KMT2A;KDM6A,130.5,0.9734184919295106,1.0
769,KMT2A;AFF1,124.0,0.8025110711076197,1.0
770,KMT2A;SETD1B,132.5,1.0,1.0
771,BCL9L;BCL9,99.0,0.2814863270680593,1.0
772,BCL9L;CTNNB1,111.0,0.4988764552283733,1.0
773,ARID1A;MSH2,120.5,0.7166422593305342,1.0
774,ARID1A;EP300,157.0,0.4174349809087614,1.0
775,ARID1A;PIK3CA,135.0,0.9344128010650291,1.0
776,ARID1A;EZH2,119.0,0.6789900705654281,1.0
777,ARID1A;ARID1B,97.5,0.2292758556593011,1.0
778,ARID1A;SS18L1,84.5,0.11358185776776437,1.0
779,ARID1A;SMARCD1,75.0,0.041229932235896286,1.0
780,ARID1A;SMARCA4,148.5,0.589989772965493,1.0
781,ARID1A;PPP2R1A,117.0,0.6286776141634687,1.0
782,ARID1A;SS18,103.5,0.3147983345355778,1.0
783,ARID1A;SMARCE1,110.5,0.4582729440908827,1.0
784,ARID1A;ARID2,102.0,0.28982482388483244,1.0
785,ARID1A;SMARCB1,157.5,0.3907098651763097,1.0
786,ARID1A;BCL7A,126.0,0.8460692413409068,1.0
787,MALT1;REL,194.5,0.04095185284371526,1.0
788,MALT1;CASP8,207.0,0.01401534893633579,1.0
789,MALT1;IKBKB,192.5,0.0473931313127045,1.0
790,SF3B1;DDX5,98.0,0.26208272627964113,1.0
791,SF3B1;DEK,113.0,0.5349640277373233,1.0
792,SF3B1;SRSF2,93.0,0.20237967677812774,1.0
793,ERCC3;BRIP1,111.0,0.49193048780312876,1.0
794,ERCC3;ATM,118.0,0.6426598679626236,1.0
795,ERCC3;XPC,145.0,0.6742477491400467,1.0
796,ERCC3;POLR2A,104.5,0.3542474178211491,1.0
797,ERCC3;TCEA1,133.5,0.9722848859036707,1.0
798,ERCC3;XPA,135.0,0.9288708456919187,1.0
799,ERCC3;ERCC4,122.0,0.7457037725239459,1.0
800,ERCC3;MYC,75.0,0.055672431088619696,1.0
801,ERCC3;ERCC2,127.0,0.8690690754490948,1.0
802,ERCC3;ERCC5,116.0,0.5977055261591572,1.0
803,VHL;EPAS1,119.5,0.6856080525814261,1.0
804,VHL;ARNT,129.0,0.9333936132584275,1.0
805,VHL;SMARCA4,110.0,0.4740179732917805,1.0
806,VHL;EP300,123.5,0.790503602094907,1.0
807,VHL;BRD4,155.5,0.44452298724932215,1.0
808,NCOA4;CCDC6,132.0,1.0,1.0
809,NCOA4;PTCH1,77.0,0.06733101113290198,1.0
810,CASP8;CUL3,84.5,0.11863575842068058,1.0
811,CASP8;ATM,92.0,0.18954951475591442,1.0
812,CASP8;BAX,91.0,0.17730983628646713,1.0
813,CASP8;FADD,103.5,0.3500046496993643,1.0
814,CASP8;CASP3,78.5,0.07736590316480647,1.0
815,CASP8;HIP1,98.0,0.2678738556685861,1.0
816,CASP8;IKBKB,124.5,0.8158755729586397,1.0
817,CASP8;CYLD,70.5,0.042655023015709094,1.0
818,CASP8;SRC,89.0,0.15848792411478252,1.0
819,CASP8;FAS,110.0,0.47263152188270063,1.0
820,BARD1;MSH6,154.0,0.47668109289883376,1.0
821,BARD1;BRIP1,149.0,0.584298811038056,1.0
822,BARD1;RAD51B,154.0,0.47615556070423615,1.0
823,BARD1;PALB2,161.0,0.3451821789703018,1.0
824,BARD1;BRCA2,152.5,0.5091265498672551,1.0
825,BARD1;BCOR,146.0,0.6559464068123761,1.0
826,BARD1;BAP1,168.0,0.24150396688290277,1.0
827,BARD1;BRCA1,154.5,0.4681923577053122,1.0
828,BARD1;ATM,162.5,0.3208801005955828,1.0
829,BARD1;CHEK2,159.0,0.3739874528071735,1.0
830,ARHGAP35;SRC,86.0,0.131149776546883,1.0
831,ARHGAP35;ARHGAP5,107.0,0.40557309100141803,1.0
832,ARHGAP35;CTNND1,116.5,0.6167784841551902,1.0
833,ARHGAP35;RHOA,91.0,0.17916253536908167,1.0
834,ACVR1B;ACVR2A,124.0,0.8046147748140579,1.0
835,ACVR1B;SMAD3,133.0,0.9868494093788508,1.0
836,ACVR1B;SMAD4,134.0,0.9605831772557559,1.0
837,ACVR1B;ACVR1,122.5,0.766298841063767,1.0
838,ACVR1;ACVR2A,144.0,0.640630456281825,1.0
839,ACVR1;SMAD3,147.0,0.6310366790554394,1.0
840,ACVR1;SMAD4,146.0,0.6530607650956354,1.0
841,ACVR1;BMPR1A,151.5,0.49803513519585363,1.0
842,ERCC4;MSH2,143.5,0.7140165575189519,1.0
843,ERCC4;MSH6,149.5,0.5725021688865688,1.0
844,ERCC4;ATM,140.0,0.8034477653252119,1.0
845,ERCC4;XPC,131.5,1.0,1.0
846,ERCC4;WRN,147.0,0.6298247160142658,1.0
847,ERCC4;BRCA2,131.5,1.0,1.0
848,ERCC4;POLD1,130.0,0.9603960269883142,1.0
849,ERCC4;XPA,132.0,1.0,1.0
850,ERCC4;BRCA1,133.0,0.9868049045894676,1.0
851,ERCC4;ERCC2,155.0,0.45646211838765194,1.0
852,ERCC4;FANCF,147.0,0.6294893323373763,1.0
853,ERCC4;ERCC5,138.0,0.8541242625157307,1.0
854,MYC;CCND1,171.0,0.19895669540742578,1.0
855,MYC;MSH2,146.0,0.6558193650278432,1.0
856,MYC;CDK4,145.0,0.6790168073301612,1.0
857,MYC;EP300,180.0,0.11526517356392454,1.0
858,MYC;BRD4,176.0,0.15068125378438132,1.0
859,MYC;EPAS1,158.0,0.4000295853204241,1.0
860,MYC;STAT3,184.0,0.08855393565917663,1.0
861,MYC;DNMT3A,153.5,0.48804528865677665,1.0
862,MYC;LEF1,182.5,0.09656166677989039,1.0
863,MYC;RB1,158.0,0.39903572358827066,1.0
864,MYC;ERBB2,131.5,1.0,1.0
865,MYC;ATM,137.5,0.8687337139189478,1.0
866,MYC;NPM1,171.0,0.2046024682643025,1.0
867,MYC;CASP3,120.5,0.7152782444272798,1.0
868,MYC;EZH2,153.0,0.49823603381782955,1.0
869,MYC;SMAD3,161.5,0.33605886084305236,1.0
870,MYC;HSP90AA1,190.5,0.05580396807090261,1.0
871,MYC;FOXO3,168.0,0.23781064325872425,1.0
872,MYC;SMARCB1,147.5,0.620740092127683,1.0
873,MYC;SMAD4,129.0,0.9343155620756144,1.0
874,MYC;SMARCA4,151.5,0.5300301755092124,1.0
875,MYC;MAX,161.5,0.3374456587615864,1.0
876,MYC;JUN,135.5,0.9198107090040585,1.0
877,MYC;HSP90AB1,174.0,0.17009509581672944,1.0
878,MYC;PTEN,141.5,0.7668446549589816,1.0
879,MYC;NFE2L2,168.0,0.2400364124839297,1.0
880,MYC;BCL6,152.5,0.5088104520445511,1.0
881,MYC;CDKN1A,166.5,0.26127946081399256,1.0
882,MYC;HRAS,129.5,0.9474746128953963,1.0
883,MYC;BRCA1,177.0,0.1415515627271139,1.0
884,MYC;AKT1,137.5,0.8692171548313552,1.0
885,MYC;FBXW7,160.5,0.3534562062799478,1.0
886,MYC;TCF7L2,144.0,0.7035373947906303,1.0
887,MYC;NOTCH1,130.5,0.9737287932030213,1.0
888,MYC;CTNNB1,140.5,0.7922078306094629,1.0
889,IDH2;SDHA,140.0,0.8033623848012786,1.0
890,IDH2;TET2,131.0,0.9868008362571863,1.0
891,IDH2;IDH1,118.0,0.651531887941261,1.0
892,IDH2;SDHB,149.0,0.5802321577513596,1.0
893,MDM4;MDM2,110.0,0.46822306633594823,1.0
894,MDM4;ATM,105.5,0.3703977225707058,1.0
895,MDM4;CHEK2,99.0,0.26134948787525003,1.0
896,POLG;POLD1,129.0,0.9323347892407108,1.0
897,ATM;MLH1,142.5,0.7379800773641348,1.0
898,ATM;MSH2,132.5,1.0,1.0
899,ATM;MSH6,154.0,0.47472681811134154,1.0
900,ATM;CDK4,122.5,0.7631905551189085,1.0
901,ATM;MDM2,95.5,0.2290993492834359,1.0
902,ATM;BRIP1,148.0,0.607900159909051,1.0
903,ATM;PALB2,127.0,0.8792666974391521,1.0
904,ATM;EP300,138.5,0.841593639898809,1.0
905,ATM;BRCA1,143.5,0.7152059078549629,1.0
906,ATM;RAD17,137.5,0.8682448721047,1.0
907,ATM;CHEK2,145.0,0.6768701856779284,1.0
908,ATM;POLD1,149.5,0.5692290278314984,1.0
909,ATM;BRCA2,144.5,0.6912842350851696,1.0
910,ATM;XPA,135.0,0.9324254793063889,1.0
911,ATM;XPC,146.5,0.6376558571319553,1.0
912,ATM;ERCC5,140.0,0.8010407688708396,1.0
913,ATM;WRN,159.5,0.3608078264776676,1.0
914,ATM;PTEN,118.5,0.6649017835672288,1.0
915,ATM;SMC1A,150.5,0.5421378478611174,1.0
916,ATM;RAD51B,123.5,0.7896356149769643,1.0
917,ATM;ABL1,111.5,0.49933280155940996,1.0
918,ATM;ERCC2,151.0,0.5350933685989062,1.0
919,ATM;STK11,113.5,0.5460399458559955,1.0
920,ATM;PMS1,132.0,1.0,1.0
921,SKI;NCOR1,124.5,0.8169689122509854,1.0
922,SKI;SMAD3,141.0,0.7790198206776937,1.0
923,SKI;SMAD4,135.5,0.9209416805241133,1.0
924,CDK4;CCND1,125.5,0.8376547139421727,1.0
925,CDK4;PTEN,118.5,0.6647751842908882,1.0
926,CDK4;RB1,151.5,0.5174869373242262,1.0
927,CDK4;MDM2,129.5,0.9448990351653345,1.0
928,CDK4;CDKN1A,128.5,0.9174346310468838,1.0
929,CDK4;BRCA1,141.0,0.7741936507867566,1.0
930,CDK4;CDKN2C,104.5,0.3597870629207427,1.0
931,CDK4;CDK6,121.0,0.7209721869879293,1.0
932,CDK4;BRCA2,150.5,0.5446525015429593,1.0
933,CDK4;HSP90AA1,136.0,0.9057342218250136,1.0
934,CDK4;SMAD3,139.0,0.8269236171555426,1.0
935,CDK4;HSP90AB1,143.5,0.7103571418297446,1.0
936,AKAP9;PRKACA,107.0,0.409989111757725,1.0
937,AKAP9;BRAF,108.0,0.4229795905318078,1.0
938,AKAP9;PDE4DIP,132.0,1.0,1.0
939,PATZ1;EWSR1,129.0,0.9344042385207667,1.0
940,SMARCA4;FUS,140.5,0.7877157836656428,1.0
941,SMARCA4;EP300,148.5,0.5878860968927382,1.0
942,SMARCA4;BRD4,150.0,0.5456566434653507,1.0
943,SMARCA4;DNMT3A,181.0,0.10554707027917937,1.0
944,SMARCA4;RB1,136.0,0.9064816883631513,1.0
945,SMARCA4;NONO,142.5,0.7324080682640851,1.0
946,SMARCA4;EZH2,157.0,0.40868511378525785,1.0
