,Patient,Gene1,Gene2,Edge,Curvature,Response
6660,SKMEL30_SKIN,MLX,MLXIP,MLX;MLXIP,0.0,0
6661,SKMEL30_SKIN,MLXIPL,MLXIP,MLXIPL;MLXIP,0.0,0
6662,SKMEL30_SKIN,KCNQ4,KCNE4,KCNQ4;KCNE4,0.0,0
6663,SKMEL30_SKIN,KCNQ4,KCNQ3,KCNQ4;KCNQ3,0.0,0
6664,SKMEL30_SKIN,MASP2,FCN2,MASP2;FCN2,0.0,0
6665,SKMEL30_SKIN,MASP2,COLEC10,MASP2;COLEC10,0.0,0
6666,SKMEL30_SKIN,MASP2,COLEC11,MASP2;COLEC11,0.0,0
6667,SKMEL30_SKIN,FCN2,COLEC10,FCN2;COLEC10,0.0,0
6668,SKMEL30_SKIN,COLEC10,COLEC11,COLEC10;COLEC11,0.0,0
6669,SKMEL31_SKIN,LYN,SRC,LYN;SRC,0.35279221686181383,0
6670,SKMEL31_SKIN,LYN,PIK3CD,LYN;PIK3CD,-0.13997343789669148,0
6671,SKMEL31_SKIN,LYN,PIK3CG,LYN;PIK3CG,-0.35886666969009395,0
6672,SKMEL31_SKIN,LYN,PIK3R1,LYN;PIK3R1,-0.0690231388427689,0
6673,SKMEL31_SKIN,LYN,PIK3CB,LYN;PIK3CB,-0.06781095254980007,0
6674,SKMEL31_SKIN,GRB2,ERBB3,GRB2;ERBB3,0.5482895701664656,0
6675,SKMEL31_SKIN,GRB2,ERBB2,GRB2;ERBB2,0.3699763165659107,0
6676,SKMEL31_SKIN,GRB2,EGFR,GRB2;EGFR,-0.3863794288641804,0
6677,SKMEL31_SKIN,GRB2,NTRK2,GRB2;NTRK2,0.0,0
6678,SKMEL31_SKIN,GRB2,SRC,GRB2;SRC,0.051142649151371455,0
6679,SKMEL31_SKIN,GRB2,SHC3,GRB2;SHC3,0.0,0
6680,SKMEL31_SKIN,GRB2,PIK3R1,GRB2;PIK3R1,0.0,0
6681,SKMEL31_SKIN,GRB2,NTRK1,GRB2;NTRK1,0.0,0
6682,SKMEL31_SKIN,GRB2,SOS1,GRB2;SOS1,-0.7045297719977235,0
6683,SKMEL31_SKIN,SRC,PIK3R2,SRC;PIK3R2,0.039382996076897436,0
6684,SKMEL31_SKIN,SRC,KRAS,SRC;KRAS,0.1345612579924993,0
6685,SKMEL31_SKIN,SRC,PIK3R3,SRC;PIK3R3,0.10827336520215092,0
6686,SKMEL31_SKIN,SRC,PIK3CA,SRC;PIK3CA,0.09527388625801014,0
6687,SKMEL31_SKIN,SRC,ERBB3,SRC;ERBB3,0.3669867903057705,0
6688,SKMEL31_SKIN,SRC,ERBB2,SRC;ERBB2,0.31962626309865516,0
6689,SKMEL31_SKIN,SRC,EGFR,SRC;EGFR,0.3767023581583302,0
6690,SKMEL31_SKIN,SRC,NRAS,SRC;NRAS,0.07304488922012953,0
6691,SKMEL31_SKIN,SRC,PIK3CD,SRC;PIK3CD,0.1764443703445029,0
6692,SKMEL31_SKIN,SRC,SOS1,SRC;SOS1,0.11133138607905368,0
6693,SKMEL31_SKIN,SRC,SHC3,SRC;SHC3,-0.031557710006469675,0
6694,SKMEL31_SKIN,SRC,PIK3CG,SRC;PIK3CG,-0.254709675277101,0
6695,SKMEL31_SKIN,SRC,HRAS,SRC;HRAS,0.16622774812212582,0
6696,SKMEL31_SKIN,SRC,PIK3CB,SRC;PIK3CB,0.21086673642569853,0
6697,SKMEL31_SKIN,SRC,AKT1,SRC;AKT1,0.33491683591230337,0
6698,SKMEL31_SKIN,SRC,PIK3R1,SRC;PIK3R1,0.2548269273114345,0
6699,SKMEL31_SKIN,ERBB2,PIK3R2,ERBB2;PIK3R2,0.08711778522293212,0
6700,SKMEL31_SKIN,ERBB2,KRAS,ERBB2;KRAS,0.14650975366996444,0
6701,SKMEL31_SKIN,ERBB2,PIK3R3,ERBB2;PIK3R3,0.15198478112232905,0
6702,SKMEL31_SKIN,ERBB2,PIK3CA,ERBB2;PIK3CA,-0.1842639854808612,0
6703,SKMEL31_SKIN,ERBB2,ERBB3,ERBB2;ERBB3,0.5322131477540266,0
6704,SKMEL31_SKIN,ERBB2,EGFR,ERBB2;EGFR,0.30631523032208663,0
6705,SKMEL31_SKIN,ERBB2,PIK3R1,ERBB2;PIK3R1,-0.06770849892578013,0
6706,SKMEL31_SKIN,ERBB2,SHC3,ERBB2;SHC3,0.33152662547560785,0
6707,SKMEL31_SKIN,ERBB2,PIK3CB,ERBB2;PIK3CB,-0.031805921602805265,0
6708,SKMEL31_SKIN,EGFR,PIK3R2,EGFR;PIK3R2,-0.7523387294619341,0
6709,SKMEL31_SKIN,EGFR,KRAS,EGFR;KRAS,0.04744987637651965,0
6710,SKMEL31_SKIN,EGFR,PIK3R3,EGFR;PIK3R3,-0.5756152302043933,0
6711,SKMEL31_SKIN,EGFR,PIK3CA,EGFR;PIK3CA,-0.7040118608753605,0
6712,SKMEL31_SKIN,EGFR,ERBB3,EGFR;ERBB3,0.35429826971681,0
6713,SKMEL31_SKIN,EGFR,NRAS,EGFR;NRAS,-0.022651214581032697,0
6714,SKMEL31_SKIN,EGFR,PIK3R1,EGFR;PIK3R1,-0.4179605707333789,0
6715,SKMEL31_SKIN,EGFR,SHC3,EGFR;SHC3,-0.7115834723110424,0
6716,SKMEL31_SKIN,EGFR,SOS1,EGFR;SOS1,-0.0020685579050123692,0
6717,SKMEL31_SKIN,EGFR,HRAS,EGFR;HRAS,0.12190052577587396,0
6718,SKMEL31_SKIN,EGFR,PIK3CB,EGFR;PIK3CB,-0.5534051869970369,0
6719,SKMEL31_SKIN,CALM2,KCNQ4,CALM2;KCNQ4,0.46424198997975885,0
6720,SKMEL31_SKIN,CALM2,CALM3,CALM2;CALM3,-6.671714518349361,0
6721,SKMEL31_SKIN,KCNQ5,KCNQ4,KCNQ5;KCNQ4,0.0,0
6722,SKMEL31_SKIN,KCNQ5,KCNQ3,KCNQ5;KCNQ3,0.0,0
6723,SKMEL31_SKIN,CALM3,KRAS,CALM3;KRAS,0.26902072243148845,0
6724,SKMEL31_SKIN,CALM3,KCNQ4,CALM3;KCNQ4,0.0,0
6725,SKMEL31_SKIN,CALM3,HRAS,CALM3;HRAS,0.3966632609803047,0
6726,SKMEL31_SKIN,CALM3,KCNQ3,CALM3;KCNQ3,0.0,0
6727,SKMEL31_SKIN,CALM3,NRAS,CALM3;NRAS,0.3822694681267228,0
6728,SKMEL31_SKIN,NTRK1,PIK3CA,NTRK1;PIK3CA,0.0,0
6729,SKMEL31_SKIN,NTRK1,NTRK2,NTRK1;NTRK2,0.0,0
6730,SKMEL31_SKIN,NTRK1,SHC3,NTRK1;SHC3,0.0,0
6731,SKMEL31_SKIN,NTRK1,PIK3R1,NTRK1;PIK3R1,0.0,0
6732,SKMEL31_SKIN,NTRK2,SHC3,NTRK2;SHC3,0.0,0
6733,SKMEL31_SKIN,AKT1,PIK3R2,AKT1;PIK3R2,0.42535225897970563,0
6734,SKMEL31_SKIN,AKT1,PIK3R3,AKT1;PIK3R3,0.3946829773846242,0
6735,SKMEL31_SKIN,AKT1,PIK3CA,AKT1;PIK3CA,0.3010096742677406,0
6736,SKMEL31_SKIN,AKT1,PDPK1,AKT1;PDPK1,0.5375335660702756,0
6737,SKMEL31_SKIN,AKT1,PIK3CD,AKT1;PIK3CD,0.26918710973361504,0
6738,SKMEL31_SKIN,AKT1,AKT2,AKT1;AKT2,0.5559752997380814,0
6739,SKMEL31_SKIN,AKT1,PIK3CG,AKT1;PIK3CG,0.20778324920031166,0
6740,SKMEL31_SKIN,AKT1,PIK3R1,AKT1;PIK3R1,0.3384320640691536,0
6741,SKMEL31_SKIN,AKT1,AKT3,AKT1;AKT3,0.5203942951461731,0
6742,SKMEL31_SKIN,AKT1,PIK3CB,AKT1;PIK3CB,0.37254551292786153,0
6743,SKMEL31_SKIN,NRAS,PIK3CA,NRAS;PIK3CA,-0.3053985481251338,0
6744,SKMEL31_SKIN,NRAS,PIK3R1,NRAS;PIK3R1,-0.2607601986038579,0
6745,SKMEL31_SKIN,NRAS,SOS1,NRAS;SOS1,0.04959495458823615,0
6746,SKMEL31_SKIN,NRAS,PIK3CG,NRAS;PIK3CG,-0.4234214137070105,0
6747,SKMEL31_SKIN,NRAS,PIK3CD,NRAS;PIK3CD,-0.2996131926043395,0
6748,SKMEL31_SKIN,KRAS,PIK3R3,KRAS;PIK3R3,-0.26130296964046806,0
6749,SKMEL31_SKIN,KRAS,PIK3CG,KRAS;PIK3CG,-0.4788245977372725,0
6750,SKMEL31_SKIN,KRAS,PIK3CD,KRAS;PIK3CD,-0.31587246474539477,0
6751,SKMEL31_SKIN,KRAS,HRAS,KRAS;HRAS,0.5097020290765455,0
6752,SKMEL31_SKIN,KRAS,PIK3R1,KRAS;PIK3R1,-0.23768664202083767,0
6753,SKMEL31_SKIN,KRAS,SOS1,KRAS;SOS1,0.06858755556438667,0
6754,SKMEL31_SKIN,KRAS,PIK3CA,KRAS;PIK3CA,-0.2965543148911931,0
6755,SKMEL31_SKIN,KRAS,PIK3CB,KRAS;PIK3CB,-0.24241419584010582,0
6756,SKMEL31_SKIN,HRAS,PIK3CA,HRAS;PIK3CA,-0.12788414092581868,0
6757,SKMEL31_SKIN,HRAS,PIK3CD,HRAS;PIK3CD,-0.11741618967128087,0
6758,SKMEL31_SKIN,HRAS,SOS1,HRAS;SOS1,0.1786709477722106,0
6759,SKMEL31_SKIN,HRAS,PIK3CB,HRAS;PIK3CB,-0.09397778846357063,0
6760,SKMEL31_SKIN,HRAS,PIK3CG,HRAS;PIK3CG,-0.2346736118455257,0
6761,SKMEL31_SKIN,HRAS,PIK3R1,HRAS;PIK3R1,-0.08829561723361268,0
6762,SKMEL31_SKIN,SOS1,RRAS,SOS1;RRAS,0.4064013994869794,0
6763,SKMEL31_SKIN,SOS1,SHC3,SOS1;SHC3,-0.9831309970848454,0
6764,SKMEL31_SKIN,RRAS,PIK3CA,RRAS;PIK3CA,0.22258814808501526,0
6765,SKMEL31_SKIN,RRAS,PIK3CG,RRAS;PIK3CG,0.11601768809614099,0
6766,SKMEL31_SKIN,RRAS,PIK3CD,RRAS;PIK3CD,0.2318852095614694,0
6767,SKMEL31_SKIN,AKT3,PIK3R2,AKT3;PIK3R2,0.36966478641553213,0
6768,SKMEL31_SKIN,AKT3,PIK3R3,AKT3;PIK3R3,0.3307081459417799,0
6769,SKMEL31_SKIN,AKT3,PIK3CA,AKT3;PIK3CA,0.13415253840836006,0
6770,SKMEL31_SKIN,AKT3,PIK3CD,AKT3;PIK3CD,0.1659963450131242,0
6771,SKMEL31_SKIN,AKT3,AKT2,AKT3;AKT2,0.5241859439121268,0
6772,SKMEL31_SKIN,AKT3,PIK3CG,AKT3;PIK3CG,0.009357238912075072,0
6773,SKMEL31_SKIN,AKT3,PIK3R1,AKT3;PIK3R1,0.18359838034114107,0
6774,SKMEL31_SKIN,AKT3,PIK3CB,AKT3;PIK3CB,0.21414128120246423,0
6775,SKMEL31_SKIN,AKT2,PIK3R2,AKT2;PIK3R2,0.3602351691445209,0
6776,SKMEL31_SKIN,AKT2,PIK3R3,AKT2;PIK3R3,0.3281601344883581,0
6777,SKMEL31_SKIN,AKT2,PIK3CA,AKT2;PIK3CA,0.23085057356246574,0
6778,SKMEL31_SKIN,AKT2,PDPK1,AKT2;PDPK1,0.5357432270938738,0
6779,SKMEL31_SKIN,AKT2,PIK3CD,AKT2;PIK3CD,0.19232903354787556,0
6780,SKMEL31_SKIN,AKT2,PIK3R1,AKT2;PIK3R1,0.2732104565726873,0
6781,SKMEL31_SKIN,AKT2,PIK3CB,AKT2;PIK3CB,0.30854253876643944,0
6782,SKMEL31_SKIN,AKT2,PIK3CG,AKT2;PIK3CG,0.12707295294051368,0
6783,SKMEL31_SKIN,PIK3R2,PIK3R3,PIK3R2;PIK3R3,0.0,0
6784,SKMEL31_SKIN,PIK3R2,PIK3R1,PIK3R2;PIK3R1,0.0,0
6785,SKMEL31_SKIN,PIK3R2,PIK3R5,PIK3R2;PIK3R5,0.0,0
6786,SKMEL31_SKIN,PIK3R2,PIK3CB,PIK3R2;PIK3CB,0.0,0
6787,SKMEL31_SKIN,PIK3R2,PIK3CD,PIK3R2;PIK3CD,0.0,0
6788,SKMEL31_SKIN,PIK3R2,PIK3CA,PIK3R2;PIK3CA,0.0,0
6789,SKMEL31_SKIN,PIK3R2,PIK3CG,PIK3R2;PIK3CG,0.0,0
6790,SKMEL31_SKIN,PIK3R2,ERBB3,PIK3R2;ERBB3,0.282934066817787,0
6791,SKMEL31_SKIN,PIK3R3,PIK3R5,PIK3R3;PIK3R5,0.0,0
6792,SKMEL31_SKIN,PIK3R3,PIK3CA,PIK3R3;PIK3CA,0.0,0
6793,SKMEL31_SKIN,PIK3R3,PIK3CG,PIK3R3;PIK3CG,0.0,0
6794,SKMEL31_SKIN,PIK3R3,PIK3CD,PIK3R3;PIK3CD,0.0,0
6795,SKMEL31_SKIN,PIK3R3,ERBB3,PIK3R3;ERBB3,0.2516265066772275,0
6796,SKMEL31_SKIN,PIK3R3,PIK3CB,PIK3R3;PIK3CB,0.0,0
6797,SKMEL31_SKIN,PIK3R3,PIK3R6,PIK3R3;PIK3R6,0.0,0
6798,SKMEL31_SKIN,PIK3R3,PIK3R1,PIK3R3;PIK3R1,0.0,0
6799,SKMEL31_SKIN,PIK3R1,PIK3CA,PIK3R1;PIK3CA,0.0,0
6800,SKMEL31_SKIN,PIK3R1,ERBB3,PIK3R1;ERBB3,0.11646561214898599,0
6801,SKMEL31_SKIN,PIK3R1,PDPK1,PIK3R1;PDPK1,0.27104727998796074,0
6802,SKMEL31_SKIN,PIK3R1,PIK3CD,PIK3R1;PIK3CD,0.0,0
6803,SKMEL31_SKIN,PIK3R1,PIK3R5,PIK3R1;PIK3R5,0.0,0
6804,SKMEL31_SKIN,PIK3R1,PIK3CG,PIK3R1;PIK3CG,0.0,0
6805,SKMEL31_SKIN,PIK3R1,PIK3CB,PIK3R1;PIK3CB,0.0,0
6806,SKMEL31_SKIN,PIK3R5,PIK3CA,PIK3R5;PIK3CA,0.0,0
6807,SKMEL31_SKIN,PIK3R5,PIK3CD,PIK3R5;PIK3CD,0.0,0
6808,SKMEL31_SKIN,PIK3R5,PIK3R6,PIK3R5;PIK3R6,0.0,0
6809,SKMEL31_SKIN,PIK3R5,PIK3CB,PIK3R5;PIK3CB,0.0,0
6810,SKMEL31_SKIN,PIK3R5,PIK3CG,PIK3R5;PIK3CG,0.0,0
6811,SKMEL31_SKIN,PIK3CB,PIK3CA,PIK3CB;PIK3CA,0.0,0
6812,SKMEL31_SKIN,PIK3CB,ERBB3,PIK3CB;ERBB3,0.1315217550780705,0
6813,SKMEL31_SKIN,PIK3CB,PDPK1,PIK3CB;PDPK1,0.29245866924552855,0
6814,SKMEL31_SKIN,PIK3CB,PIK3CD,PIK3CB;PIK3CD,0.0,0
6815,SKMEL31_SKIN,PIK3CB,PIK3CG,PIK3CB;PIK3CG,0.0,0
6816,SKMEL31_SKIN,PIK3CD,RRAS2,PIK3CD;RRAS2,0.1551396920154997,0
6817,SKMEL31_SKIN,PIK3CD,PIK3CA,PIK3CD;PIK3CA,0.0,0
6818,SKMEL31_SKIN,PIK3CD,ERBB3,PIK3CD;ERBB3,0.03474648798431024,0
6819,SKMEL31_SKIN,PIK3CD,PIK3CG,PIK3CD;PIK3CG,0.0,0
6820,SKMEL31_SKIN,PIK3CA,RRAS2,PIK3CA;RRAS2,0.1428603558328635,0
6821,SKMEL31_SKIN,PIK3CA,PDPK1,PIK3CA;PDPK1,0.2339436614442011,0
6822,SKMEL31_SKIN,PIK3CA,PIK3CG,PIK3CA;PIK3CG,0.0,0
6823,SKMEL31_SKIN,PIK3CA,ERBB3,PIK3CA;ERBB3,0.03823648493726439,0
6824,SKMEL31_SKIN,PIK3CG,RRAS2,PIK3CG;RRAS2,0.012712022030542003,0
6825,SKMEL31_SKIN,PIK3CG,PPP1R12C,PIK3CG;PPP1R12C,0.3587131154037304,0
6826,SKMEL31_SKIN,PIK3CG,PDPK1,PIK3CG;PDPK1,0.15828541172129618,0
6827,SKMEL31_SKIN,PIK3CG,IMMT,PIK3CG;IMMT,0.3523393862670591,0
6828,SKMEL31_SKIN,PIK3CG,PIK3R6,PIK3CG;PIK3R6,0.0,0
6829,SKMEL31_SKIN,ERBB3,SHC3,ERBB3;SHC3,0.5348310253357864,0
6830,SKMEL31_SKIN,MLX,MLXIPL,MLX;MLXIPL,0.5876206534024013,0
6831,SKMEL31_SKIN,MLX,MLXIP,MLX;MLXIP,0.9777180349693653,0
6832,SKMEL31_SKIN,MLXIPL,MLXIP,MLXIPL;MLXIP,0.4578246744874389,0
6833,SKMEL31_SKIN,KCNQ4,KCNE4,KCNQ4;KCNE4,0.0,0
6834,SKMEL31_SKIN,KCNQ4,KCNQ3,KCNQ4;KCNQ3,0.0,0
6835,SKMEL31_SKIN,MASP2,FCN2,MASP2;FCN2,0.0,0
6836,SKMEL31_SKIN,MASP2,COLEC10,MASP2;COLEC10,0.0,0
6837,SKMEL31_SKIN,MASP2,COLEC11,MASP2;COLEC11,0.0,0
6838,SKMEL31_SKIN,FCN2,COLEC10,FCN2;COLEC10,0.0,0
6839,SKMEL31_SKIN,COLEC10,COLEC11,COLEC10;COLEC11,0.0,0
6840,SKMEL5_SKIN,LYN,SRC,LYN;SRC,0.0,1
6841,SKMEL5_SKIN,LYN,PIK3CD,LYN;PIK3CD,0.0,1
6842,SKMEL5_SKIN,LYN,PIK3CG,LYN;PIK3CG,0.0,1
6843,SKMEL5_SKIN,LYN,PIK3R1,LYN;PIK3R1,0.0,1
6844,SKMEL5_SKIN,LYN,PIK3CB,LYN;PIK3CB,0.0,1
6845,SKMEL5_SKIN,GRB2,ERBB3,GRB2;ERBB3,0.0,1
6846,SKMEL5_SKIN,GRB2,ERBB2,GRB2;ERBB2,0.0,1
6847,SKMEL5_SKIN,GRB2,EGFR,GRB2;EGFR,0.0,1
6848,SKMEL5_SKIN,GRB2,NTRK2,GRB2;NTRK2,0.0,1
6849,SKMEL5_SKIN,GRB2,SRC,GRB2;SRC,0.0,1
6850,SKMEL5_SKIN,GRB2,SHC3,GRB2;SHC3,0.0,1
6851,SKMEL5_SKIN,GRB2,PIK3R1,GRB2;PIK3R1,0.0,1
6852,SKMEL5_SKIN,GRB2,NTRK1,GRB2;NTRK1,0.0,1
6853,SKMEL5_SKIN,GRB2,SOS1,GRB2;SOS1,0.0,1
6854,SKMEL5_SKIN,SRC,PIK3R2,SRC;PIK3R2,0.0,1
6855,SKMEL5_SKIN,SRC,KRAS,SRC;KRAS,0.0,1
6856,SKMEL5_SKIN,SRC,PIK3R3,SRC;PIK3R3,0.0,1
6857,SKMEL5_SKIN,SRC,PIK3CA,SRC;PIK3CA,0.0,1
6858,SKMEL5_SKIN,SRC,ERBB3,SRC;ERBB3,0.0,1
6859,SKMEL5_SKIN,SRC,ERBB2,SRC;ERBB2,0.0,1
6860,SKMEL5_SKIN,SRC,EGFR,SRC;EGFR,0.0,1
6861,SKMEL5_SKIN,SRC,NRAS,SRC;NRAS,0.0,1
6862,SKMEL5_SKIN,SRC,PIK3CD,SRC;PIK3CD,0.0,1
6863,SKMEL5_SKIN,SRC,SOS1,SRC;SOS1,0.0,1
6864,SKMEL5_SKIN,SRC,SHC3,SRC;SHC3,0.0,1
6865,SKMEL5_SKIN,SRC,PIK3CG,SRC;PIK3CG,0.0,1
6866,SKMEL5_SKIN,SRC,HRAS,SRC;HRAS,0.0,1
6867,SKMEL5_SKIN,SRC,PIK3CB,SRC;PIK3CB,0.0,1
6868,SKMEL5_SKIN,SRC,AKT1,SRC;AKT1,0.0,1
6869,SKMEL5_SKIN,SRC,PIK3R1,SRC;PIK3R1,0.0,1
6870,SKMEL5_SKIN,ERBB2,PIK3R2,ERBB2;PIK3R2,0.0,1
6871,SKMEL5_SKIN,ERBB2,KRAS,ERBB2;KRAS,0.0,1
6872,SKMEL5_SKIN,ERBB2,PIK3R3,ERBB2;PIK3R3,0.0,1
6873,SKMEL5_SKIN,ERBB2,PIK3CA,ERBB2;PIK3CA,0.0,1
6874,SKMEL5_SKIN,ERBB2,ERBB3,ERBB2;ERBB3,0.0,1
6875,SKMEL5_SKIN,ERBB2,EGFR,ERBB2;EGFR,0.0,1
6876,SKMEL5_SKIN,ERBB2,PIK3R1,ERBB2;PIK3R1,0.0,1
6877,SKMEL5_SKIN,ERBB2,SHC3,ERBB2;SHC3,0.0,1
6878,SKMEL5_SKIN,ERBB2,PIK3CB,ERBB2;PIK3CB,0.0,1
6879,SKMEL5_SKIN,EGFR,PIK3R2,EGFR;PIK3R2,0.0,1
6880,SKMEL5_SKIN,EGFR,KRAS,EGFR;KRAS,0.0,1
6881,SKMEL5_SKIN,EGFR,PIK3R3,EGFR;PIK3R3,0.0,1
6882,SKMEL5_SKIN,EGFR,PIK3CA,EGFR;PIK3CA,0.0,1
6883,SKMEL5_SKIN,EGFR,ERBB3,EGFR;ERBB3,0.0,1
6884,SKMEL5_SKIN,EGFR,NRAS,EGFR;NRAS,0.0,1
6885,SKMEL5_SKIN,EGFR,PIK3R1,EGFR;PIK3R1,0.0,1
6886,SKMEL5_SKIN,EGFR,SHC3,EGFR;SHC3,0.0,1
6887,SKMEL5_SKIN,EGFR,SOS1,EGFR;SOS1,0.0,1
6888,SKMEL5_SKIN,EGFR,HRAS,EGFR;HRAS,0.0,1
6889,SKMEL5_SKIN,EGFR,PIK3CB,EGFR;PIK3CB,0.0,1
6890,SKMEL5_SKIN,CALM2,KCNQ4,CALM2;KCNQ4,0.572626210474164,1
6891,SKMEL5_SKIN,CALM2,CALM3,CALM2;CALM3,-2.6598534740206077,1
6892,SKMEL5_SKIN,KCNQ5,KCNQ4,KCNQ5;KCNQ4,0.0,1
6893,SKMEL5_SKIN,KCNQ5,KCNQ3,KCNQ5;KCNQ3,0.0,1
6894,SKMEL5_SKIN,CALM3,KRAS,CALM3;KRAS,0.36180240501396477,1
6895,SKMEL5_SKIN,CALM3,KCNQ4,CALM3;KCNQ4,0.0,1
6896,SKMEL5_SKIN,CALM3,HRAS,CALM3;HRAS,0.3861271336308184,1
6897,SKMEL5_SKIN,CALM3,KCNQ3,CALM3;KCNQ3,0.0,1
6898,SKMEL5_SKIN,CALM3,NRAS,CALM3;NRAS,0.4236536428470489,1
6899,SKMEL5_SKIN,NTRK1,PIK3CA,NTRK1;PIK3CA,0.0,1
6900,SKMEL5_SKIN,NTRK1,NTRK2,NTRK1;NTRK2,0.0,1
6901,SKMEL5_SKIN,NTRK1,SHC3,NTRK1;SHC3,0.0,1
6902,SKMEL5_SKIN,NTRK1,PIK3R1,NTRK1;PIK3R1,0.0,1
6903,SKMEL5_SKIN,NTRK2,SHC3,NTRK2;SHC3,0.0,1
6904,SKMEL5_SKIN,AKT1,PIK3R2,AKT1;PIK3R2,0.0,1
6905,SKMEL5_SKIN,AKT1,PIK3R3,AKT1;PIK3R3,0.0,1
6906,SKMEL5_SKIN,AKT1,PIK3CA,AKT1;PIK3CA,0.0,1
6907,SKMEL5_SKIN,AKT1,PDPK1,AKT1;PDPK1,0.0,1
6908,SKMEL5_SKIN,AKT1,PIK3CD,AKT1;PIK3CD,0.0,1
6909,SKMEL5_SKIN,AKT1,AKT2,AKT1;AKT2,0.0,1
6910,SKMEL5_SKIN,AKT1,PIK3CG,AKT1;PIK3CG,0.0,1
6911,SKMEL5_SKIN,AKT1,PIK3R1,AKT1;PIK3R1,0.0,1
6912,SKMEL5_SKIN,AKT1,AKT3,AKT1;AKT3,0.0,1
6913,SKMEL5_SKIN,AKT1,PIK3CB,AKT1;PIK3CB,0.0,1
6914,SKMEL5_SKIN,NRAS,PIK3CA,NRAS;PIK3CA,0.0,1
6915,SKMEL5_SKIN,NRAS,PIK3R1,NRAS;PIK3R1,0.0,1
6916,SKMEL5_SKIN,NRAS,SOS1,NRAS;SOS1,0.0,1
6917,SKMEL5_SKIN,NRAS,PIK3CG,NRAS;PIK3CG,0.0,1
6918,SKMEL5_SKIN,NRAS,PIK3CD,NRAS;PIK3CD,0.0,1
6919,SKMEL5_SKIN,KRAS,PIK3R3,KRAS;PIK3R3,0.0,1
6920,SKMEL5_SKIN,KRAS,PIK3CG,KRAS;PIK3CG,0.0,1
6921,SKMEL5_SKIN,KRAS,PIK3CD,KRAS;PIK3CD,0.0,1
6922,SKMEL5_SKIN,KRAS,HRAS,KRAS;HRAS,0.0,1
6923,SKMEL5_SKIN,KRAS,PIK3R1,KRAS;PIK3R1,0.0,1
6924,SKMEL5_SKIN,KRAS,SOS1,KRAS;SOS1,0.0,1
6925,SKMEL5_SKIN,KRAS,PIK3CA,KRAS;PIK3CA,0.0,1
6926,SKMEL5_SKIN,KRAS,PIK3CB,KRAS;PIK3CB,0.0,1
6927,SKMEL5_SKIN,HRAS,PIK3CA,HRAS;PIK3CA,0.0,1
6928,SKMEL5_SKIN,HRAS,PIK3CD,HRAS;PIK3CD,0.0,1
6929,SKMEL5_SKIN,HRAS,SOS1,HRAS;SOS1,0.0,1
6930,SKMEL5_SKIN,HRAS,PIK3CB,HRAS;PIK3CB,0.0,1
6931,SKMEL5_SKIN,HRAS,PIK3CG,HRAS;PIK3CG,0.0,1
6932,SKMEL5_SKIN,HRAS,PIK3R1,HRAS;PIK3R1,0.0,1
6933,SKMEL5_SKIN,SOS1,RRAS,SOS1;RRAS,0.0,1
6934,SKMEL5_SKIN,SOS1,SHC3,SOS1;SHC3,0.0,1
6935,SKMEL5_SKIN,RRAS,PIK3CA,RRAS;PIK3CA,0.0,1
6936,SKMEL5_SKIN,RRAS,PIK3CG,RRAS;PIK3CG,0.0,1
6937,SKMEL5_SKIN,RRAS,PIK3CD,RRAS;PIK3CD,0.0,1
6938,SKMEL5_SKIN,AKT3,PIK3R2,AKT3;PIK3R2,0.0,1
6939,SKMEL5_SKIN,AKT3,PIK3R3,AKT3;PIK3R3,0.0,1
6940,SKMEL5_SKIN,AKT3,PIK3CA,AKT3;PIK3CA,0.0,1
6941,SKMEL5_SKIN,AKT3,PIK3CD,AKT3;PIK3CD,0.0,1
6942,SKMEL5_SKIN,AKT3,AKT2,AKT3;AKT2,0.0,1
6943,SKMEL5_SKIN,AKT3,PIK3CG,AKT3;PIK3CG,0.0,1
6944,SKMEL5_SKIN,AKT3,PIK3R1,AKT3;PIK3R1,0.0,1
6945,SKMEL5_SKIN,AKT3,PIK3CB,AKT3;PIK3CB,0.0,1
6946,SKMEL5_SKIN,AKT2,PIK3R2,AKT2;PIK3R2,0.0,1
6947,SKMEL5_SKIN,AKT2,PIK3R3,AKT2;PIK3R3,0.0,1
6948,SKMEL5_SKIN,AKT2,PIK3CA,AKT2;PIK3CA,0.0,1
6949,SKMEL5_SKIN,AKT2,PDPK1,AKT2;PDPK1,0.0,1
6950,SKMEL5_SKIN,AKT2,PIK3CD,AKT2;PIK3CD,0.0,1
6951,SKMEL5_SKIN,AKT2,PIK3R1,AKT2;PIK3R1,0.0,1
6952,SKMEL5_SKIN,AKT2,PIK3CB,AKT2;PIK3CB,0.0,1
6953,SKMEL5_SKIN,AKT2,PIK3CG,AKT2;PIK3CG,0.0,1
6954,SKMEL5_SKIN,PIK3R2,PIK3R3,PIK3R2;PIK3R3,0.0,1
6955,SKMEL5_SKIN,PIK3R2,PIK3R1,PIK3R2;PIK3R1,0.0,1
6956,SKMEL5_SKIN,PIK3R2,PIK3R5,PIK3R2;PIK3R5,0.0,1
6957,SKMEL5_SKIN,PIK3R2,PIK3CB,PIK3R2;PIK3CB,0.0,1
6958,SKMEL5_SKIN,PIK3R2,PIK3CD,PIK3R2;PIK3CD,0.0,1
