,drug,tissue,feature,iter,Train Accuracy,Train ROC_AUC,Test Accuracy,Test ROC_AUC,Test TN,Test FP,Test FN,Test TP
0,sorafenib,LUAD,targets,0,0.5777777777777777,0.6422413793103448,0.6666666666666666,0.54,8,2,3,2
1,sorafenib,LUAD,targets,1,0.6666666666666666,0.7047413793103449,0.4,0.36000000000000004,6,4,5,0
2,sorafenib,LUAD,targets,2,0.6444444444444445,0.6508620689655172,0.5333333333333333,0.62,7,3,4,1
3,sorafenib,LUAD,targets,3,0.5777777777777777,0.665948275862069,0.6,0.74,4,6,0,5
4,sorafenib,LUAD,targets,4,0.6444444444444445,0.7155172413793103,0.4,0.44,4,6,3,2
5,sorafenib,LUAD,targets,5,0.5777777777777777,0.6573275862068966,0.4666666666666667,0.56,3,7,1,4
6,sorafenib,LUAD,targets,6,0.6,0.627155172413793,0.6666666666666666,0.5800000000000001,9,1,4,1
7,sorafenib,LUAD,targets,7,0.6222222222222222,0.665948275862069,0.5333333333333333,0.5800000000000001,4,6,1,4
8,sorafenib,LUAD,targets,8,0.5555555555555556,0.6228448275862069,0.7333333333333333,0.74,8,2,2,3
9,sorafenib,LUAD,targets,9,0.6222222222222222,0.6487068965517242,0.5333333333333333,0.68,6,4,3,2
10,sorafenib,LUAD,targets,10,0.5555555555555556,0.6400862068965518,0.6666666666666666,0.7,7,3,2,3
11,sorafenib,LUAD,targets,11,0.5111111111111111,0.6336206896551724,0.6,0.64,5,5,1,4
12,sorafenib,LUAD,targets,12,0.5555555555555556,0.6400862068965517,0.6,0.68,7,3,3,2
13,sorafenib,LUAD,targets,13,0.6666666666666666,0.6702586206896551,0.5333333333333333,0.5800000000000001,7,3,4,1
14,sorafenib,LUAD,targets,14,0.5777777777777777,0.6594827586206897,0.5333333333333333,0.6400000000000001,5,5,2,3
15,sorafenib,LUAD,targets,15,0.6222222222222222,0.6896551724137931,0.4666666666666667,0.5800000000000001,4,6,2,3
16,sorafenib,LUAD,targets,16,0.6,0.709051724137931,0.5333333333333333,0.44000000000000006,4,6,1,4
17,sorafenib,LUAD,targets,17,0.6888888888888889,0.75,0.4,0.39999999999999997,4,6,3,2
18,sorafenib,LUAD,targets,18,0.6222222222222222,0.6853448275862069,0.6,0.49999999999999994,6,4,2,3
19,sorafenib,LUAD,targets,19,0.6,0.6810344827586208,0.5333333333333333,0.49999999999999994,5,5,2,3
20,sorafenib,LUAD,targets,20,0.5333333333333333,0.6099137931034482,0.6666666666666666,0.6799999999999999,5,5,0,5
21,sorafenib,LUAD,targets,21,0.5333333333333333,0.627155172413793,0.7333333333333333,0.7200000000000001,7,3,1,4
22,sorafenib,LUAD,targets,22,0.5555555555555556,0.6357758620689655,0.6666666666666666,0.76,6,4,1,4
23,sorafenib,LUAD,targets,23,0.6444444444444445,0.7693965517241379,0.4666666666666667,0.4,4,6,2,3
24,sorafenib,LUAD,targets,24,0.5555555555555556,0.6012931034482759,0.6666666666666666,0.74,9,1,4,1
25,sorafenib,LUAD,targets,25,0.6444444444444445,0.6831896551724137,0.6,0.5399999999999999,6,4,2,3
26,sorafenib,LUAD,targets,26,0.6888888888888889,0.7004310344827587,0.4,0.5,4,6,3,2
27,sorafenib,LUAD,targets,27,0.6444444444444445,0.6745689655172414,0.4666666666666667,0.6,6,4,4,1
28,sorafenib,LUAD,targets,28,0.6888888888888889,0.6982758620689655,0.4,0.54,4,6,3,2
29,sorafenib,LUAD,targets,29,0.5555555555555556,0.6443965517241379,0.4,0.48,3,7,2,3
30,sorafenib,LUAD,targets,30,0.6888888888888889,0.7176724137931034,0.4,0.44000000000000006,5,5,4,1
31,sorafenib,LUAD,targets,31,0.6444444444444445,0.6961206896551724,0.4666666666666667,0.32,6,4,4,1
32,sorafenib,LUAD,targets,32,0.5777777777777777,0.6594827586206897,0.6,0.64,6,4,2,3
33,sorafenib,LUAD,targets,33,0.6666666666666666,0.7306034482758621,0.3333333333333333,0.28,4,6,4,1
34,sorafenib,LUAD,targets,34,0.6888888888888889,0.7047413793103449,0.4666666666666667,0.4,6,4,4,1
35,sorafenib,LUAD,targets,35,0.5555555555555556,0.5948275862068966,0.8666666666666667,0.88,9,1,1,4
36,sorafenib,LUAD,targets,36,0.6444444444444445,0.6573275862068966,0.5333333333333333,0.56,5,5,2,3
37,sorafenib,LUAD,targets,37,0.5555555555555556,0.6573275862068966,0.6666666666666666,0.6599999999999999,6,4,1,4
38,sorafenib,LUAD,targets,38,0.6222222222222222,0.6702586206896551,0.6,0.5,6,4,2,3
39,sorafenib,LUAD,targets,39,0.5777777777777777,0.6896551724137931,0.6,0.42000000000000004,7,3,3,2
40,sorafenib,LUAD,targets,40,0.5777777777777777,0.6422413793103448,0.6,0.74,5,5,1,4
41,sorafenib,LUAD,targets,41,0.6222222222222222,0.689655172413793,0.4,0.56,3,7,2,3
42,sorafenib,LUAD,targets,42,0.5555555555555556,0.6163793103448276,0.6,0.76,4,6,0,5
43,sorafenib,LUAD,targets,43,0.6222222222222222,0.6831896551724138,0.5333333333333333,0.5800000000000001,4,6,1,4
