,drug,tissue,feature,iter,Train Accuracy,Train ROC_AUC,Test Accuracy,Test ROC_AUC,Test TN,Test FP,Test FN,Test TP
58,Atezo,KIRC,norm-node,8,0.584,0.5896805896805897,0.7619047619047619,0.8083333333333333,22,8,2,10
59,Atezo,KIRC,norm-node,9,0.592,0.6431203931203932,0.6904761904761905,0.6472222222222221,21,9,4,8
60,Atezo,KIRC,norm-node,10,0.648,0.6575552825552825,0.5476190476190477,0.5916666666666667,13,17,2,10
61,Atezo,KIRC,norm-node,11,0.656,0.6575552825552826,0.5,0.5888888888888889,12,18,3,9
62,Atezo,KIRC,norm-node,12,0.608,0.6136363636363636,0.6904761904761905,0.7416666666666667,19,11,2,10
63,Atezo,KIRC,norm-node,13,0.624,0.6207002457002457,0.6190476190476191,0.7,17,13,3,9
64,Atezo,KIRC,norm-node,14,0.616,0.6452702702702703,0.6428571428571429,0.6277777777777778,20,10,5,7
65,Atezo,KIRC,norm-node,15,0.624,0.629914004914005,0.6428571428571429,0.7083333333333333,19,11,4,8
66,Atezo,KIRC,norm-node,16,0.616,0.6225429975429976,0.6666666666666666,0.6805555555555556,17,13,1,11
67,Atezo,KIRC,norm-node,17,0.664,0.6772113022113022,0.5,0.5416666666666667,14,16,5,7
68,Atezo,KIRC,norm-node,18,0.608,0.6354422604422605,0.6666666666666666,0.6527777777777777,21,9,5,7
69,Atezo,KIRC,norm-node,19,0.632,0.660012285012285,0.5952380952380952,0.6027777777777779,17,13,4,8
70,Atezo,KIRC,norm-node,20,0.64,0.6784398034398035,0.5714285714285714,0.55,17,13,5,7
71,Atezo,KIRC,norm-node,21,0.648,0.6750614250614251,0.5476190476190477,0.5361111111111111,16,14,5,7
72,Atezo,KIRC,norm-node,22,0.64,0.6627764127764129,0.5476190476190477,0.5833333333333334,15,15,4,8
73,Atezo,KIRC,norm-node,23,0.584,0.6071867321867321,0.7380952380952381,0.7472222222222222,21,9,2,10
74,Atezo,KIRC,norm-node,24,0.648,0.691031941031941,0.5238095238095238,0.5166666666666666,19,11,9,3
