,drug,tissue,feature,iter,Train Accuracy,Train ROC_AUC,Test Accuracy,Test ROC_AUC,Test TN,Test FP,Test FN,Test TP
0,erlotinib,LUAD,targets,0,0.5777777777777777,0.6640316205533597,0.5,0.4375,2,6,2,6
1,erlotinib,LUAD,targets,1,0.5777777777777777,0.592885375494071,0.6875,0.703125,4,4,1,7
2,erlotinib,LUAD,targets,2,0.5777777777777777,0.5691699604743083,0.75,0.78125,5,3,1,7
3,erlotinib,LUAD,targets,3,0.4888888888888889,0.5632411067193676,0.6875,0.734375,3,5,0,8
4,erlotinib,LUAD,targets,4,0.5333333333333333,0.616600790513834,0.625,0.578125,4,4,2,6
5,erlotinib,LUAD,targets,5,0.5777777777777777,0.5711462450592885,0.75,0.859375,5,3,1,7
6,erlotinib,LUAD,targets,6,0.6,0.66600790513834,0.375,0.5,0,8,2,6
7,erlotinib,LUAD,targets,7,0.5111111111111111,0.6047430830039525,0.75,0.6875,5,3,1,7
8,erlotinib,LUAD,targets,8,0.4888888888888889,0.5592885375494071,0.75,0.703125,6,2,2,6
9,erlotinib,LUAD,targets,9,0.5333333333333333,0.6264822134387351,0.4375,0.59375,4,4,5,3
10,erlotinib,LUAD,targets,10,0.5555555555555556,0.5652173913043479,0.4375,0.59375,4,4,5,3
11,erlotinib,LUAD,targets,11,0.6,0.616600790513834,0.625,0.65625,7,1,5,3
12,erlotinib,LUAD,targets,12,0.5777777777777777,0.642292490118577,0.4375,0.5,3,5,4,4
13,erlotinib,LUAD,targets,13,0.4888888888888889,0.5612648221343873,0.625,0.734375,5,3,3,5
14,erlotinib,LUAD,targets,14,0.5777777777777777,0.6185770750988142,0.5625,0.625,4,4,3,5
15,erlotinib,LUAD,targets,15,0.5777777777777777,0.6442687747035574,0.4375,0.5,3,5,4,4
16,erlotinib,LUAD,targets,16,0.6222222222222222,0.6284584980237155,0.375,0.359375,3,5,5,3
17,erlotinib,LUAD,targets,17,0.6,0.658102766798419,0.4375,0.484375,3,5,4,4
18,erlotinib,LUAD,targets,18,0.4888888888888889,0.5671936758893281,0.75,0.78125,6,2,2,6
19,erlotinib,LUAD,targets,19,0.6444444444444445,0.7035573122529645,0.375,0.359375,0,8,2,6
20,erlotinib,LUAD,targets,20,0.6,0.6778656126482213,0.375,0.5,3,5,5,3
21,erlotinib,LUAD,targets,21,0.6444444444444445,0.6719367588932808,0.5,0.453125,4,4,4,4
22,erlotinib,LUAD,targets,22,0.6888888888888889,0.7134387351778657,0.375,0.5,4,4,6,2
23,erlotinib,LUAD,targets,23,0.6222222222222222,0.6343873517786561,0.625,0.609375,5,3,3,5
24,erlotinib,LUAD,targets,24,0.6666666666666666,0.6758893280632412,0.5,0.46875,4,4,4,4
25,erlotinib,LUAD,targets,25,0.6,0.6225296442687748,0.5,0.640625,1,7,1,7
26,erlotinib,LUAD,targets,26,0.6222222222222222,0.6699604743083004,0.375,0.46875,2,6,4,4
27,erlotinib,LUAD,targets,27,0.6444444444444445,0.6818181818181818,0.5,0.421875,3,5,3,5
28,erlotinib,LUAD,targets,28,0.6444444444444445,0.6719367588932806,0.625,0.546875,4,4,2,6
29,erlotinib,LUAD,targets,29,0.5777777777777777,0.6620553359683795,0.5,0.40625,2,6,2,6
30,erlotinib,LUAD,targets,30,0.5333333333333333,0.6343873517786561,0.375,0.484375,4,4,6,2
31,erlotinib,LUAD,targets,31,0.5777777777777777,0.6126482213438735,0.5,0.59375,3,5,3,5
32,erlotinib,LUAD,targets,32,0.6,0.5632411067193677,0.6875,0.796875,5,3,2,6
33,erlotinib,LUAD,targets,33,0.6444444444444445,0.6541501976284585,0.5,0.5,3,5,3,5
34,erlotinib,LUAD,targets,34,0.6,0.6007905138339922,0.625,0.578125,4,4,2,6
35,erlotinib,LUAD,targets,35,0.6,0.6264822134387351,0.5,0.703125,1,7,1,7
36,erlotinib,LUAD,targets,36,0.5333333333333333,0.575098814229249,0.8125,0.765625,6,2,1,7
37,erlotinib,LUAD,targets,37,0.5777777777777777,0.6146245059288538,0.625,0.59375,3,5,1,7
38,erlotinib,LUAD,targets,38,0.5111111111111111,0.6067193675889327,0.5625,0.65625,5,3,4,4
39,erlotinib,LUAD,targets,39,0.5777777777777777,0.6324110671936759,0.5,0.59375,3,5,3,5
40,erlotinib,LUAD,targets,40,0.5555555555555556,0.5355731225296443,0.6875,0.796875,4,4,1,7
41,erlotinib,LUAD,targets,41,0.6888888888888889,0.6679841897233202,0.5625,0.53125,4,4,3,5
42,erlotinib,LUAD,targets,42,0.6444444444444445,0.6482213438735178,0.5625,0.59375,4,4,3,5
43,erlotinib,LUAD,targets,43,0.5555555555555556,0.6304347826086957,0.5625,0.5,3,5,2,6
44,erlotinib,LUAD,targets,44,0.5555555555555556,0.5790513833992095,0.75,0.734375,5,3,1,7
45,erlotinib,LUAD,targets,45,0.6666666666666666,0.6936758893280632,0.25,0.375,2,6,6,2
46,erlotinib,LUAD,targets,46,0.5555555555555556,0.5909090909090909,0.75,0.6875,5,3,1,7
47,erlotinib,LUAD,targets,47,0.5555555555555556,0.5671936758893281,0.5625,0.6875,4,4,3,5
48,erlotinib,LUAD,targets,48,0.6444444444444445,0.6897233201581028,0.5,0.34375,2,6,2,6
49,erlotinib,LUAD,targets,49,0.6,0.6047430830039525,0.4375,0.625,3,5,4,4
50,erlotinib,LUAD,node,0,0.6,0.598814229249012,0.3125,0.375,1,7,4,4
51,erlotinib,LUAD,node,1,0.5333333333333333,0.5276679841897234,0.5625,0.671875,5,3,4,4
52,erlotinib,LUAD,node,2,0.5777777777777777,0.5691699604743083,0.5625,0.546875,6,2,5,3
53,erlotinib,LUAD,node,3,0.5777777777777777,0.5948616600790514,0.375,0.40625,4,4,6,2
54,erlotinib,LUAD,node,4,0.5777777777777777,0.5790513833992095,0.5,0.453125,5,3,5,3
55,erlotinib,LUAD,node,5,0.5777777777777777,0.6126482213438735,0.375,0.328125,4,4,6,2
56,erlotinib,LUAD,node,6,0.6,0.6027667984189724,0.4375,0.4375,6,2,7,1
57,erlotinib,LUAD,node,7,0.4888888888888889,0.5494071146245059,0.375,0.390625,4,4,6,2
58,erlotinib,LUAD,node,8,0.5111111111111111,0.5296442687747036,0.5625,0.640625,5,3,4,4
59,erlotinib,LUAD,node,9,0.5777777777777777,0.575098814229249,0.5625,0.53125,6,2,5,3
60,erlotinib,LUAD,node,10,0.6,0.5790513833992096,0.4375,0.5,4,4,5,3
61,erlotinib,LUAD,node,11,0.4888888888888889,0.5849802371541502,0.625,0.5625,7,1,5,3
62,erlotinib,LUAD,node,12,0.5555555555555556,0.5731225296442688,0.4375,0.515625,5,3,6,2
63,erlotinib,LUAD,node,13,0.5777777777777777,0.608695652173913,0.375,0.46875,5,3,7,1
64,erlotinib,LUAD,node,14,0.5111111111111111,0.5197628458498024,0.6875,0.71875,6,2,3,5
65,erlotinib,LUAD,node,15,0.4666666666666667,0.5316205533596838,0.5,0.59375,4,4,4,4
66,erlotinib,LUAD,node,16,0.5555555555555556,0.5415019762845851,0.5,0.59375,5,3,5,3
67,erlotinib,LUAD,node,17,0.4888888888888889,0.5790513833992095,0.5625,0.484375,5,3,4,4
68,erlotinib,LUAD,node,18,0.5777777777777777,0.6264822134387351,0.375,0.3125,4,4,6,2
69,erlotinib,LUAD,node,19,0.4444444444444444,0.5138339920948617,0.5625,0.59375,5,3,4,4
70,erlotinib,LUAD,node,20,0.5333333333333333,0.541501976284585,0.5625,0.625,6,2,5,3
71,erlotinib,LUAD,node,21,0.5777777777777777,0.5869565217391304,0.4375,0.546875,5,3,6,2
72,erlotinib,LUAD,node,22,0.5333333333333333,0.5474308300395256,0.4375,0.578125,2,6,3,5
73,erlotinib,LUAD,node,23,0.5333333333333333,0.6284584980237155,0.5,0.28125,7,1,7,1
74,erlotinib,LUAD,node,24,0.4888888888888889,0.5671936758893281,0.375,0.421875,3,5,5,3
75,erlotinib,LUAD,node,25,0.5111111111111111,0.549407114624506,0.6875,0.65625,6,2,3,5
76,erlotinib,LUAD,node,26,0.4444444444444444,0.541501976284585,0.5625,0.671875,7,1,6,2
77,erlotinib,LUAD,node,27,0.5555555555555556,0.6245059288537549,0.4375,0.421875,6,2,7,1
78,erlotinib,LUAD,node,28,0.5555555555555556,0.5711462450592886,0.4375,0.53125,4,4,5,3
79,erlotinib,LUAD,node,29,0.4222222222222222,0.4940711462450593,0.5625,0.640625,5,3,4,4
80,erlotinib,LUAD,node,30,0.5777777777777777,0.5988142292490118,0.4375,0.46875,4,4,5,3
81,erlotinib,LUAD,node,31,0.4888888888888889,0.5553359683794467,0.4375,0.484375,3,5,4,4
82,erlotinib,LUAD,node,32,0.5333333333333333,0.567193675889328,0.5,0.53125,4,4,4,4
83,erlotinib,LUAD,node,33,0.5555555555555556,0.6027667984189724,0.375,0.40625,3,5,5,3
84,erlotinib,LUAD,node,34,0.5333333333333333,0.5909090909090909,0.5625,0.515625,5,3,4,4
85,erlotinib,LUAD,node,35,0.6,0.6304347826086956,0.4375,0.453125,4,4,5,3
86,erlotinib,LUAD,node,36,0.5555555555555556,0.6067193675889329,0.4375,0.421875,5,3,6,2
87,erlotinib,LUAD,node,37,0.5333333333333333,0.5533596837944664,0.5,0.578125,6,2,6,2
88,erlotinib,LUAD,node,38,0.5333333333333333,0.5968379446640316,0.4375,0.5,2,6,3,5
89,erlotinib,LUAD,node,39,0.5777777777777777,0.6146245059288538,0.4375,0.515625,6,2,7,1
90,erlotinib,LUAD,node,40,0.5555555555555556,0.5533596837944664,0.5,0.5625,5,3,5,3
91,erlotinib,LUAD,node,41,0.5555555555555556,0.6086956521739131,0.4375,0.375,4,4,5,3
92,erlotinib,LUAD,node,42,0.5333333333333333,0.5375494071146245,0.5625,0.59375,4,4,3,5
93,erlotinib,LUAD,node,43,0.5333333333333333,0.6521739130434783,0.375,0.3125,5,3,7,1
94,erlotinib,LUAD,node,44,0.6,0.6284584980237155,0.3125,0.34375,3,5,6,2
95,erlotinib,LUAD,node,45,0.5111111111111111,0.5691699604743083,0.375,0.3125,2,6,4,4
96,erlotinib,LUAD,node,46,0.4444444444444444,0.507905138339921,0.5625,0.59375,6,2,5,3
97,erlotinib,LUAD,node,47,0.5555555555555556,0.5553359683794465,0.4375,0.59375,3,5,4,4
98,erlotinib,LUAD,node,48,0.5777777777777777,0.616600790513834,0.4375,0.375,4,4,5,3
99,erlotinib,LUAD,node,49,0.5333333333333333,0.5375494071146245,0.5625,0.671875,6,2,5,3
100,erlotinib,LUAD,norm-node,0,0.5777777777777777,0.6067193675889327,0.3125,0.484375,5,3,8,0
101,erlotinib,LUAD,norm-node,1,0.6,0.6363636363636364,0.5,0.421875,5,3,5,3
102,erlotinib,LUAD,norm-node,2,0.6,0.6343873517786561,0.5,0.46875,5,3,5,3
103,erlotinib,LUAD,norm-node,3,0.5555555555555556,0.5711462450592886,0.625,0.671875,6,2,4,4
104,erlotinib,LUAD,norm-node,4,0.5555555555555556,0.5909090909090909,0.625,0.578125,6,2,4,4
105,erlotinib,LUAD,norm-node,5,0.5111111111111111,0.6245059288537549,0.5625,0.34375,6,2,5,3
106,erlotinib,LUAD,norm-node,6,0.6,0.608695652173913,0.5625,0.53125,5,3,4,4
107,erlotinib,LUAD,norm-node,7,0.5111111111111111,0.598814229249012,0.625,0.5,7,1,5,3
108,erlotinib,LUAD,norm-node,8,0.5777777777777777,0.6185770750988143,0.5625,0.46875,6,2,5,3
109,erlotinib,LUAD,norm-node,9,0.6222222222222222,0.6106719367588933,0.375,0.3125,5,3,7,1
110,erlotinib,LUAD,norm-node,10,0.6,0.6205533596837945,0.5,0.421875,3,5,3,5
111,erlotinib,LUAD,norm-node,11,0.6222222222222222,0.691699604743083,0.4375,0.328125,4,4,5,3
112,erlotinib,LUAD,norm-node,12,0.6,0.6284584980237155,0.4375,0.484375,4,4,5,3
113,erlotinib,LUAD,norm-node,13,0.5111111111111111,0.5375494071146245,0.6875,0.75,6,2,3,5
114,erlotinib,LUAD,norm-node,14,0.5111111111111111,0.5513833992094861,0.6875,0.75,5,3,2,6
115,erlotinib,LUAD,norm-node,15,0.5555555555555556,0.5375494071146245,0.625,0.703125,4,4,2,6
116,erlotinib,LUAD,norm-node,16,0.6,0.6264822134387352,0.4375,0.46875,6,2,7,1
117,erlotinib,LUAD,norm-node,17,0.5555555555555556,0.5810276679841897,0.5625,0.640625,5,3,4,4
118,erlotinib,LUAD,norm-node,18,0.5555555555555556,0.549407114624506,0.625,0.6875,6,2,4,4
119,erlotinib,LUAD,norm-node,19,0.5777777777777777,0.6047430830039526,0.5,0.5,4,4,4,4
120,erlotinib,LUAD,norm-node,20,0.5777777777777777,0.5592885375494071,0.5,0.6875,6,2,6,2
121,erlotinib,LUAD,norm-node,21,0.5333333333333333,0.5276679841897234,0.6875,0.734375,6,2,3,5
122,erlotinib,LUAD,norm-node,22,0.5333333333333333,0.58300395256917,0.625,0.578125,6,2,4,4
123,erlotinib,LUAD,norm-node,23,0.6,0.642292490118577,0.5,0.390625,6,2,6,2
124,erlotinib,LUAD,norm-node,24,0.5333333333333333,0.5553359683794467,0.6875,0.6875,6,2,3,5
125,erlotinib,LUAD,norm-node,25,0.5333333333333333,0.5948616600790514,0.5625,0.625,5,3,4,4
126,erlotinib,LUAD,norm-node,26,0.5777777777777777,0.6126482213438735,0.4375,0.5,4,4,5,3
127,erlotinib,LUAD,norm-node,27,0.6222222222222222,0.6086956521739131,0.4375,0.4375,5,3,6,2
128,erlotinib,LUAD,norm-node,28,0.5555555555555556,0.575098814229249,0.5625,0.625,5,3,4,4
129,erlotinib,LUAD,norm-node,29,0.5333333333333333,0.5612648221343874,0.625,0.65625,5,3,3,5
130,erlotinib,LUAD,norm-node,30,0.6,0.624505928853755,0.4375,0.484375,3,5,4,4
131,erlotinib,LUAD,norm-node,31,0.6,0.6106719367588933,0.5,0.484375,3,5,3,5
132,erlotinib,LUAD,norm-node,32,0.6888888888888889,0.7252964426877471,0.1875,0.203125,1,7,6,2
133,erlotinib,LUAD,norm-node,33,0.6,0.6383399209486166,0.4375,0.421875,4,4,5,3
134,erlotinib,LUAD,norm-node,34,0.5555555555555556,0.6027667984189723,0.5625,0.5625,5,3,4,4
135,erlotinib,LUAD,norm-node,35,0.5777777777777777,0.6225296442687748,0.5,0.5,4,4,4,4
136,erlotinib,LUAD,norm-node,36,0.5111111111111111,0.5671936758893281,0.6875,0.609375,6,2,3,5
