,Edge,U,pval,adj_pvals
1003,PBX1;KLF4,66.0,0.7551954175303204,1.0
1004,PBX1;MLLT3,62.5,0.610315832082345,1.0
1005,PBX1;AFF1,64.0,0.6708870602626132,1.0
1006,PBX1;EWSR1,63.0,0.6301643021744132,1.0
1007,PBX1;FOXP1,66.0,0.755149709811349,1.0
1008,PBX1;KMT2A,67.0,0.7988309421715292,1.0
1009,MAP2K1;MAPK1,70.0,0.9320369198726212,1.0
1010,MAP2K1;CCND1,76.0,0.8419964629073229,1.0
1011,MAP2K1;MSH6,55.5,0.364383809907771,0.942349711104218
1012,MAP2K1;MDM2,70.0,0.9319974371966893,1.0
1013,MAP2K1;PIK3CA,54.0,0.31947359442058887,0.9254765641425997
1014,MAP2K1;YWHAE,61.5,0.5519378311366199,1.0
1015,MAP2K1;STAT3,70.5,0.9543949381839617,1.0
1016,MAP2K1;ARAF,72.0,1.0,1.0
1017,MAP2K1;RHOA,63.5,0.6477559657398737,1.0
1018,MAP2K1;PTEN,71.5,1.0,1.0
1019,MAP2K1;NRAS,70.0,0.9314238492307337,1.0
1020,MAP2K1;PTPN11,72.0,1.0,1.0
1021,MAP2K1;MTOR,72.0,1.0,1.0
1022,MAP2K1;BRAF,71.0,0.9770572486338246,1.0
1023,MAP2K1;MAP2K4,38.5,0.056845845742665206,0.6596302991615803
1024,MAP2K1;JAK1,72.0,1.0,1.0
1025,MAP2K1;PRKACA,68.5,0.8612763099506229,1.0
1026,MAP2K1;CTNNB1,68.5,0.8642789914231809,1.0
1027,MAP2K1;HRAS,64.0,0.667247811270526,1.0
1028,MAP2K1;CASP3,71.0,0.9772238652204648,1.0
1029,MAP2K1;LMNA,71.5,1.0,1.0
1030,MAP2K1;MYC,71.0,0.9773080265143214,1.0
1031,MAP2K1;RAF1,70.0,0.9304159353121959,1.0
1032,MAP2K1;JAK2,72.0,1.0,1.0
1033,MAP2K1;SRC,64.0,0.6693852521690865,1.0
1034,MAP2K1;PPP2R1A,70.0,0.9320237666229005,1.0
1035,MAP2K1;HSP90AB1,64.5,0.689324732360705,1.0
1036,MAP2K1;JUN,63.5,0.6482689899660787,1.0
1037,MAP2K1;SMAD4,69.5,0.9092397001852764,1.0
1038,MAP2K1;NF1,67.5,0.8201660223836704,1.0
1039,MAP2K1;HSP90AA1,70.0,0.9317856945154831,1.0
1040,MAP2K1;CREB1,46.5,0.13346206746476935,0.7714052349849014
1041,MAP2K1;SMAD3,73.0,0.9771970927991701,1.0
1042,NCKIPSD;WAS,61.5,0.5701852383551698,1.0
1043,NCKIPSD;SRC,60.5,0.5328163034071774,1.0
1044,NCKIPSD;RAC1,61.5,0.5705576595687653,1.0
1045,NCKIPSD;ABI1,59.0,0.47762006598159945,0.988698424344685
1046,NFKB2;BCL3,89.5,0.3277953773862734,0.9294674998321322
1047,NFKB2;BIRC3,100.0,0.11614863955439564,0.7541822127301729
1048,NFKB2;STAT3,89.0,0.34479913483168423,0.9386650225094553
1049,NFKB2;NFKBIE,98.0,0.14703585273908357,0.7908425267001691
1050,NFKB2;REL,108.0,0.042539104176017896,0.6444608208043728
1051,NFKB2;SMARCA4,101.5,0.09991088662827506,0.7344428340417072
1052,NFKB2;FBXW7,91.5,0.27928667427304077,0.9031627559952284
1053,NFKB2;MYC,97.0,0.16322766968935198,0.7984884706839681
1054,NFKB2;IKBKB,90.5,0.29985458602394344,0.921805719123057
1055,NFKB2;MYD88,99.5,0.12043372670609796,0.7613861027351617
1056,NFKB2;TNFAIP3,99.0,0.1282144713565889,0.7664102214103791
1057,NFKB2;AKT1,92.0,0.268406171463234,0.9021004489013115
1058,KDR;PLCG1,85.5,0.4582644959646691,0.9811879930671651
1059,KDR;ITGAV,77.5,0.7768310735380557,1.0
1060,KDR;PDGFRB,75.0,0.8867532141628721,1.0
1061,KDR;FLT4,74.5,0.9095027852599122,1.0
1062,KDR;EPAS1,87.5,0.39458118321994595,0.9672801572520022
1063,KDR;CTNNB1,83.5,0.5324206610140351,1.0
1064,KDR;NOTCH1,68.5,0.8647736797954435,1.0
1065,KDR;PIK3R1,90.0,0.3199429733945014,0.9254765641425997
1066,KDR;NPM1,89.0,0.34762834083701566,0.9386650225094553
1067,KDR;PTPN6,85.5,0.4603594261577211,0.9811879930671651
1068,KDR;VAV1,83.5,0.5323414127588622,1.0
1069,KDR;JAK1,86.5,0.425870718780866,0.9719778990798471
1070,KDR;PTPRC,73.5,0.9546607786155019,1.0
1071,KDR;ERBB2,78.5,0.732706821989813,1.0
1072,KDR;EGFR,83.0,0.5503683993892924,1.0
1073,KDR;AKT1,83.0,0.5511402448213117,1.0
1074,KDR;PTPN11,85.5,0.45931495738027006,0.9811879930671651
1075,KDR;RHOA,78.5,0.7330061571455126,1.0
1076,KDR;PTEN,82.5,0.5692874796086183,1.0
1077,KDR;HIF1A,83.0,0.550136073084986,1.0
1078,KDR;HSP90AA1,84.5,0.49490790441001786,0.9904710206177333
1079,KDR;ARHGAP35,75.0,0.8871670525783998,1.0
1080,KDR;CBL,87.5,0.39348176887963193,0.9672801572520022
1081,KDR;PIK3CB,90.5,0.30565482442309067,0.9227113765737452
1082,KDR;SRC,84.5,0.4945726196321296,0.9904710206177333
1083,KDR;STAT3,84.0,0.5127294648549516,0.9988093379798215
1084,KDR;HSP90AB1,83.5,0.5303471180135869,1.0
1085,KDR;PIK3CA,76.0,0.8419357343533694,1.0
1086,KDR;FGFR1,85.5,0.4594022245583542,0.9811879930671651
1087,KDR;JAK2,86.0,0.44337810384606147,0.974567031959239
1088,KDR;MET,82.0,0.5864877505568368,1.0
1089,KDR;MYC,86.0,0.44355438688639404,0.974567031959239
1090,KDR;RAC1,78.5,0.7327567810585256,1.0
1091,CREB1;MAPK1,44.0,0.07705100424931416,0.6927168373239658
1092,CREB1;CCND1,50.0,0.1868557864557755,0.822154073344674
1093,CREB1;NOTCH2,44.0,0.08996285049387633,0.7223858566109602
1094,CREB1;MDM2,38.5,0.04532185529858321,0.6444608208043728
1095,CREB1;ATF1,56.0,0.3700775066891573,0.9528686838130856
1096,CREB1;CREBBP,53.5,0.19670560245894686,0.8331536482860766
1097,CREB1;EP300,59.5,0.427384197770903,0.9719778990798471
1098,CREB1;BRD4,49.0,0.17175825367150677,0.804237948769862
1099,CREB1;EPAS1,52.0,0.24212147864148426,0.8727087715441383
1100,CREB1;STAT3,49.5,0.1671949940027453,0.8033467655694757
1101,CREB1;DNMT3A,44.0,0.10004933837430548,0.7344428340417072
1102,CREB1;CRTC3,60.0,0.5100858070859693,0.9988093379798215
1103,CREB1;NCOR1,63.5,0.6219057931029907,1.0
1104,CREB1;ATM,48.5,0.1624303141989626,0.7984884706839681
1105,CREB1;GNAQ,36.0,0.037862243423880976,0.6303529036697637
1106,CREB1;STAT5B,44.0,0.09442929727545452,0.7223858566109602
1107,CREB1;REL,43.0,0.08755171707372293,0.7200982743294752
1108,CREB1;STAT6,41.0,0.06868071368919378,0.6749926040875838
1109,CREB1;RUNX1,50.5,0.20304015245218,0.8359158594333679
1110,CREB1;PRKACA,20.5,0.002535493495215577,0.36409446704762594
1111,CREB1;CASP3,48.5,0.1288073152707831,0.7683122909808437
1112,CREB1;PER1,64.5,0.6868167547609734,1.0
1113,CREB1;CALR,19.5,0.002019346040898997,0.36409446704762594
1114,CREB1;MAF,49.5,0.18979110654210152,0.8227688642678216
1115,CREB1;CREB3L2,43.0,0.09362334517548254,0.7223858566109602
1116,CREB1;SMAD3,44.5,0.11317664737301826,0.7501700675708067
1117,CREB1;FOXO3,44.0,0.08878984940451741,0.7200982743294752
1118,CREB1;SMARCA4,44.0,0.08380070581475092,0.7094863251282696
1119,CREB1;CRTC1,53.0,0.2888267544102885,0.9124887800823581
1120,CREB1;ARNT,55.0,0.30776709369000244,0.9227113765737452
1121,CREB1;MTOR,58.5,0.4204698827582458,0.9719778990798471
1122,CREB1;SGK1,40.0,0.05816788185545767,0.6601405658849607
1123,CREB1;JUN,51.0,0.21581702918015888,0.8527516089427888
1124,CREB1;PTEN,47.0,0.1408892367440513,0.7816099614596217
1125,CREB1;SRC,32.0,0.017229822915728662,0.5527804887237538
1126,CREB1;JAK2,39.5,0.05476284390899183,0.6533430482638777
1127,CREB1;AKT2,41.0,0.06079055721118802,0.6710298459228591
1128,CREB1;NFATC2,48.0,0.15294331971593875,0.7934762879584559
1129,CREB1;AKT1,41.0,0.06714267754276695,0.6749926040875838
1130,CREB1;MAML2,31.5,0.014366750630714152,0.5483502761352257
1131,CREB1;TCF12,48.0,0.16815302085035344,0.804237948769862
1132,CREB1;RHOA,32.5,0.020396934506093877,0.5539847017553167
1133,CREB1;DICER1,59.0,0.46351858184094863,0.983106599780483
1134,CREB1;KMT2A,56.0,0.3520781315060114,0.9399341766299389
1135,CREB1;CTNNB1,41.0,0.05549928197339659,0.6578781411888854
1136,CREB1;CIITA,11.0,0.0005680827463059654,0.36409446704762594
1137,CREB1;MITF,41.0,0.06873992482455099,0.6749926040875838
1138,CREB1;BRCA1,36.5,0.03050554203467585,0.5963552709111086
1139,CREB1;PRKD1,46.0,0.13600200152646466,0.781171834213015
1140,CREB1;MYC,56.0,0.3273603777138585,0.9294674998321322
1141,CREB1;TCF7L2,46.0,0.131242762035504,0.7708185203232176
1142,CREB1;PRKCB,37.0,0.04231634501044178,0.6444608208043728
1143,CREB1;EWSR1,41.0,0.07402336920349192,0.6889273441300039
1144,CREB1;HIF1A,31.5,0.012722276160012863,0.5312025008602386
1145,CREB1;AKT3,41.0,0.06873992482455099,0.6749926040875838
1146,CIC;EGFR,45.5,0.13888640898962853,0.7816099614596217
1147,CIC;NCOR2,38.0,0.053859634316167214,0.6533430482638777
1148,MAP3K13;SMAD4,71.0,0.9773694465282647,1.0
1149,ZMYM3;KMT2C,65.0,0.7117126940586078,1.0
1150,ZMYM3;KMT2D,62.0,0.588751523792253,1.0
1151,ZMYM3;ZMYM2,62.5,0.6088650991130655,1.0
1152,ZMYM3;KDM6A,65.5,0.732506705339715,1.0
1153,ZMYM3;CHD4,64.5,0.6902997899510885,1.0
1154,NCOR2;RARA,66.0,0.7344619908773394,1.0
1155,NCOR2;KMT2C,79.0,0.6864079698833292,1.0
1156,NCOR2;CREBBP,73.0,0.9739583238640129,1.0
1157,NCOR2;EP300,73.5,0.9488885601888123,1.0
1158,NCOR2;PML,71.0,0.9753609428967084,1.0
1159,NCOR2;NCOR1,94.0,0.1434975608000499,0.787286606960875
1160,NCOR2;STAT5B,71.0,0.976302224375227,1.0
1161,NCOR2;RUNX1,58.0,0.39180225634641985,0.9672801572520022
1162,NCOR2;EZH2,67.5,0.7991781111398886,1.0
1163,NCOR2;SMAD3,77.5,0.7614201901724825,1.0
1164,NCOR2;SMAD4,73.5,0.9513424829154127,1.0
1165,NCOR2;RBM15,81.0,0.6239515441479342,1.0
1166,NCOR2;JUN,66.5,0.7554727708296542,1.0
1167,NCOR2;SPEN,59.0,0.44842984325522584,0.9811879930671651
1168,NCOR2;BCOR,71.5,1.0,1.0
1169,NCOR2;SKI,73.0,0.9767696638771901,1.0
1170,NCOR2;NCOA1,69.5,0.903230775526578,1.0
1171,NCOR2;MYC,67.5,0.7963032112299873,1.0
1172,NCOR2;FOXP1,60.5,0.49325000658200924,0.9904710206177333
1173,NCOR2;TBL1XR1,62.5,0.5679723655099227,1.0
1174,NCOR2;BCL6,78.0,0.7319186505804799,1.0
1175,NCOR2;NCOA2,70.0,0.9249325745653402,1.0
1176,NCOR2;MAML2,64.5,0.6636410564273718,1.0
1177,NCOR2;AKT1,67.0,0.7803494080970969,1.0
1178,NCOR2;NOTCH1,28.0,0.010934860914838246,0.5147612168037111
1179,SPOP;CDK4,60.0,0.4998672607596444,0.9942258528084643
1180,SPOP;CCNE1,39.5,0.0631220782902968,0.6735423841013557
1181,SPOP;BRD4,37.5,0.05069849857366641,0.6461460125732654
1182,SPOP;CUL3,54.5,0.31787918171622676,0.9254765641425997
1183,SPOP;ATM,63.5,0.6437025780956708,1.0
1184,SPOP;FADD,40.5,0.07038354175719254,0.677944079640305
1185,SPOP;TRIM24,58.5,0.4562341550531641,0.9811879930671651
1186,SPOP;SUFU,47.0,0.16150647372528915,0.7984884706839681
1187,SPOP;PTEN,37.5,0.047557243983883606,0.6444608208043728
1188,SPOP;MYC,42.5,0.09005189883615461,0.7223858566109602
1189,SPOP;DEK,62.5,0.6067643247768517,1.0
1190,SPOP;SETD2,57.5,0.41620679458723775,0.9719778990798471
1191,SPOP;KEAP1,43.0,0.10197771003014985,0.7409938800242708
1192,SPOP;ETV1,60.0,0.49942394130242374,0.9940504564245948
1193,SPOP;LZTR1,54.5,0.3229377354789036,0.9278160488838307
1194,SPOP;MYD88,33.0,0.026650388391479034,0.5959153513867321
1195,PML;RARA,91.5,0.27703212609000505,0.9031627559952284
1196,PML;MDM2,86.5,0.4192023634598806,0.9719778990798471
1197,PML;CREBBP,89.5,0.33066290877826987,0.9294674998321322
1198,PML;EP300,89.5,0.33066290877826987,0.9294674998321322
1199,PML;KAT6A,100.0,0.1139299332807912,0.7501700675708067
1200,PML;CTNNB1,85.5,0.45738449310263873,0.9811879930671651
1201,PML;NCOR1,89.0,0.3452731094118743,0.9386650225094553
1202,PML;NPM1,93.5,0.22875894558252396,0.8639648629126377
1203,PML;AKT1,88.5,0.3594267988425386,0.942349711104218
1204,PML;TET2,84.5,0.4925469510088262,0.9904710206177333
1205,PML;SMAD3,87.5,0.3900549561226012,0.9672801572520022
1206,PML;ELF4,85.5,0.45552266664512586,0.9811879930671651
1207,PML;EZH2,85.5,0.4569429061178353,0.9811879930671651
1208,PML;JUN,90.5,0.30329396880054404,0.9227113765737452
1209,PML;RUNX1,92.5,0.2515984919878693,0.8875747557831833
1210,PML;BRCA1,89.5,0.3317056590205776,0.9294674998321322
1211,PML;ATRX,89.5,0.3319892445773679,0.9294674998321322
1212,PML;TRIM27,90.5,0.3040518842442429,0.9227113765737452
1213,PML;SUZ12,89.5,0.3300921829491521,0.9294674998321322
1214,PML;MYC,87.0,0.40558577965993536,0.9719778990798471
1215,RFWD3;FANCE,53.5,0.30537270357909296,0.9227113765737452
1216,RFWD3;MDM2,52.5,0.27627630897779787,0.9031627559952284
1217,RFWD3;BRIP1,69.0,0.8837466639506578,1.0
1218,RFWD3;FANCD2,76.0,0.8353820906101816,1.0
1219,RFWD3;WRN,80.0,0.6605128353820287,1.0
1220,RFWD3;ERCC4,60.5,0.5082614661648037,0.9988093379798215
1221,RFWD3;FANCG,71.5,1.0,1.0
1222,ELK4;MAPK1,36.0,0.04048420853688723,0.6444608208043728
1223,ZNF384;TCF3,64.5,0.6913222742215701,1.0
1224,ZNF384;EP300,71.0,0.9773825431946151,1.0
1225,ZNF384;KMT2A,73.5,0.9547745412248366,1.0
1226,HIF1A;MAPK1,71.0,0.9773080265143214,1.0
1227,HIF1A;CCND1,77.0,0.7978001768793175,1.0
1228,HIF1A;DNAJB1,74.0,0.9295680222776129,1.0
1229,HIF1A;VHL,68.5,0.860458424516291,1.0
1230,HIF1A;CDK4,72.0,1.0,1.0
1231,HIF1A;MDM2,70.0,0.9321680338018922,1.0
1232,HIF1A;PDGFRB,73.5,0.9547221419306329,1.0
1233,HIF1A;CREBBP,67.0,0.7840507809096091,1.0
1234,HIF1A;EP300,73.5,0.9547046349834791,1.0
1235,HIF1A;EPAS1,97.5,0.15207303764537,0.7934762879584559
1236,HIF1A;STAT3,79.5,0.6898994074156599,1.0
1237,HIF1A;ERBB2,71.5,1.0,1.0
1238,HIF1A;EGFR,77.5,0.7764530807107602,1.0
1239,HIF1A;ATM,72.5,1.0,1.0
1240,HIF1A;STAT6,95.0,0.19641809007414424,0.8331536482860766
1241,HIF1A;RUNX1,72.0,1.0,1.0
1242,HIF1A;PRKACA,78.5,0.7300182470313801,1.0
1243,HIF1A;CASP3,73.0,0.9772947998982563,1.0
1244,HIF1A;MET,75.0,0.8869498095394149,1.0
1245,HIF1A;EZH2,75.0,0.8870803057438484,1.0
1246,HIF1A;ETV4,81.5,0.5870230054185726,1.0
1247,HIF1A;STK11,70.5,0.9545461531706112,1.0
1248,HIF1A;CASP9,74.0,0.9319314795457019,1.0
1249,HIF1A;IDH2,71.0,0.9773607027673827,1.0
1250,HIF1A;SMAD3,84.0,0.5112476410783535,0.9988093379798215
1251,HIF1A;HSP90AA1,79.0,0.7114988019148976,1.0
1252,HIF1A;FOXO3,76.5,0.8196499803847712,1.0
1253,HIF1A;SMAD4,69.0,0.8871020112079638,1.0
1254,HIF1A;SMARCA4,72.5,1.0,1.0
1255,HIF1A;ARNT,81.5,0.5899339016514109,1.0
1256,HIF1A;ZEB1,91.5,0.2765599936166002,0.9031627559952284
1257,HIF1A;MTOR,76.0,0.842509845375522,1.0
1258,HIF1A;FH,65.0,0.7022976632547171,1.0
1259,HIF1A;SDHC,100.5,0.10141852455880845,0.7398130963579312
1260,HIF1A;PRDM1,56.0,0.37141768485981963,0.9537899386221503
1261,HIF1A;FLNA,80.0,0.6366016325636008,1.0
1262,HIF1A;JUN,70.0,0.9321156793484043,1.0
1263,HIF1A;HSP90AB1,75.0,0.8867969906528381,1.0
1264,HIF1A;PTEN,78.0,0.7545992134570558,1.0
1265,HIF1A;SRC,69.5,0.9094678393901818,1.0
1266,HIF1A;SDHB,81.0,0.6138679820394688,1.0
1267,HIF1A;JAK2,78.5,0.7326568349097613,1.0
1268,HIF1A;KEAP1,71.5,1.0,1.0
1269,HIF1A;NFE2L2,69.0,0.8857321252499937,1.0
1270,HIF1A;BCL6,101.0,0.10346573403291805,0.7451972304559574
1271,HIF1A;CDKN1A,72.5,1.0,1.0
1272,HIF1A;NCOA1,90.5,0.29558591906462317,0.9147141687868178
1273,HIF1A;IDH1,75.5,0.8646440232684678,1.0
1274,HIF1A;NCOA2,99.0,0.1279880721856665,0.7658751485334802
1275,HIF1A;BRCA1,73.5,0.9546695600802322,1.0
1276,HIF1A;WWTR1,64.0,0.663612784156672,1.0
1277,HIF1A;IKBKB,98.5,0.13371497966029078,0.7720694646019886
1278,HIF1A;DICER1,89.5,0.3230358647409656,0.9278160488838307
1279,HIF1A;AKT1,71.5,1.0,1.0
1280,HIF1A;NOTCH1,59.5,0.49574323774833084,0.9904710206177333
1281,HIF1A;CTNNB1,76.0,0.842238679089252,1.0
1282,HIF1A;MUC1,66.0,0.7544148882617451,1.0
1283,HIF1A;MYC,84.5,0.4944886952140176,0.9904710206177333
1284,HIF1A;FBXW7,74.0,0.9320894566212201,1.0
1285,EPS15;CBL,80.5,0.6388155060304458,1.0
1286,EPS15;SH3GL1,68.5,0.8421025696707304,1.0
1287,EPS15;EGFR,73.0,0.9771477638430001,1.0
1288,EPS15;WAS,64.0,0.6671861318556455,1.0
1289,EPS15;CLTC,73.0,0.9770344512743393,1.0
1290,EPS15;TFRC,44.0,0.11643440987220623,0.7541822127301729
1291,EPS15;DNM2,77.0,0.7942463176534508,1.0
1292,GPHN;MTOR,63.0,0.6153581260184651,1.0
1293,NSD2;EP300,80.0,0.6569210110567301,1.0
1294,NSD2;BRD4,47.0,0.15421388102293193,0.7934762879584559
1295,NSD2;ATM,99.0,0.10835779158763735,0.7501700675708067
1296,NSD2;MAF,90.5,0.2863205967930593,0.9123482653633987
1297,NSD2;KDM6A,83.5,0.5193807488737973,1.0
1298,NSD2;CHEK2,76.5,0.8103778690026997,1.0
1299,NSD2;CTNNB1,88.5,0.34121153613001054,0.9386650225094553
1300,NSD2;BRCA1,72.5,1.0,1.0
1301,RAC1;MAPK1,115.0,0.01438975579605204,0.5483502761352257
1302,RAC1;MYH9,100.0,0.11450317027801053,0.7501700675708067
1303,RAC1;PLCG1,98.0,0.14380804143062625,0.787286606960875
1304,RAC1;PIK3CA,87.0,0.4092599228082423,0.9719778990798471
1305,RAC1;STAT3,95.5,0.18674484417770953,0.822154073344674
1306,RAC1;EGFR,114.0,0.01607968384343285,0.5527804887237538
1307,RAC1;PREX2,89.5,0.32037216480029707,0.9254765641425997
1308,RAC1;BCR,75.0,0.8753033694637299,1.0
1309,RAC1;CTNNA1,95.0,0.1898048101817419,0.8227688642678216
1310,RAC1;MET,93.0,0.23798699221280017,0.8727087715441383
1311,RAC1;HSP90AA1,98.0,0.14365000603078107,0.787286606960875
1312,RAC1;EZR,94.0,0.21904436469452127,0.8566646155063593
1313,RAC1;RAP1GDS1,94.5,0.21002927335256416,0.8440896082927224
1314,RAC1;NF2,83.5,0.5254556009225364,1.0
1315,RAC1;ARHGEF10,76.5,0.813701810563223,1.0
1316,RAC1;CTNNB1,110.5,0.027299092684997875,0.5963552709111086
1317,RAC1;KTN1,57.0,0.3904921949619482,0.9672801572520022
1318,RAC1;PIK3R1,97.5,0.15336215868480077,0.7934762879584559
1319,RAC1;ABI1,64.5,0.6898420832030612,1.0
1320,RAC1;LYN,79.0,0.7090592680998299,1.0
1321,RAC1;VAV1,82.0,0.5814651118050964,1.0
1322,RAC1;CTNND1,72.5,1.0,1.0
1323,RAC1;SRGAP3,51.5,0.250755936950361,0.886547476363139
1324,RAC1;AKT1,100.5,0.11056577104051085,0.7501700675708067
1325,RAC1;RHOA,100.5,0.10694600086365344,0.7501700675708067
1326,RAC1;ABL2,73.5,0.9496272819378291,1.0
1327,RAC1;AKT2,72.5,1.0,1.0
1328,RAC1;CLIP1,74.5,0.9068782260069564,1.0
1329,RAC1;WAS,70.0,0.9321025717826167,1.0
1330,RAC1;FLNA,59.5,0.427384197770903,0.9719778990798471
1331,RAC1;AKT3,63.0,0.6236742928307638,1.0
1332,RAC1;ARHGAP35,78.0,0.7522174962353545,1.0
1333,RAC1;SRC,88.5,0.36289902378920413,0.942349711104218
1334,RAC1;PIK3CB,94.5,0.20860529532759264,0.8440896082927224
1335,RAC1;HSP90AB1,90.5,0.2980201562705729,0.9181588751233436
1336,RAC1;BTK,89.0,0.3473469941134806,0.9386650225094553
1337,PHF6;DNMT3A,74.5,0.9075370993002435,1.0
1338,PHF6;U2AF1,65.0,0.7100424803709469,1.0
1339,PHF6;NPM1,69.5,0.9090275720901925,1.0
1340,PHF6;RUNX1,73.0,0.9769656492708506,1.0
1341,PHF6;SUZ12,57.5,0.41864412543329776,0.9719778990798471
1342,PHF6;EZH2,67.0,0.7952522500027456,1.0
1343,PHF6;SMC1A,56.5,0.382061346219537,0.9603024402957366
1344,PHF6;TET2,62.0,0.5838115497504679,1.0
1345,PHF6;NRAS,58.5,0.45273947205173914,0.9811879930671651
1346,PHF6;KDM6A,64.5,0.6857487406898137,1.0
1347,PHF6;PTEN,55.0,0.3436575774939167,0.9386650225094553
1348,PHF6;PTPN11,37.5,0.049282526571095574,0.6444608208043728
1349,PHF6;IDH2,58.5,0.4547189486617861,0.9811879930671651
1350,PHF6;ABL1,63.5,0.6456158101389562,1.0
1351,PHF6;ASXL1,67.5,0.8156511102039665,1.0
1352,PHF6;NOTCH1,9.0,0.0003427819181401692,0.36409446704762594
1353,PHF6;BCORL1,57.5,0.41648955388138986,0.9719778990798471
1354,PHF6;KMT2A,79.5,0.6855696751691684,1.0
1355,PHF6;IKZF1,64.0,0.6653823974790396,1.0
1356,PHF6;JAK2,57.5,0.41994424227511007,0.9719778990798471
1357,PHF6;NUP214,76.0,0.8420874246476806,1.0
1358,PHF6;IDH1,70.0,0.9313697512833192,1.0
1359,PHF6;SETBP1,80.5,0.6429018013291299,1.0
1360,PHF6;SRSF2,65.0,0.7109619835189571,1.0
1361,PHF6;CDC73,65.0,0.7085638997549297,1.0
1362,PHF6;FBXW7,36.5,0.040648396060204886,0.6444608208043728
1363,TAF15;FUS,78.0,0.7212325400969104,1.0
1364,TAF15;HNRNPA2B1,62.0,0.5379966320327634,1.0
1365,TAF15;SFPQ,70.5,0.9495185131124786,1.0
1366,TAF15;SRSF3,75.5,0.8536778795643177,1.0
1367,TAF15;TCF12,73.0,0.9752015163298426,1.0
1368,TAF15;EWSR1,74.0,0.9239386251711209,1.0
1369,TAF15;POLR2A,66.0,0.7344036627684776,1.0
1370,TBL1XR1;APC,38.0,0.05162739953248886,0.6520435674588605
1371,TBL1XR1;CREBBP,36.0,0.034784970380335616,0.602544610767733
1372,TBL1XR1;EP300,48.0,0.16258304570944282,0.7984884706839681
1373,TBL1XR1;NCOR1,54.5,0.3072248484266591,0.9227113765737452
1374,TBL1XR1;EZH2,42.5,0.0872164732727724,0.7200982743294752
1375,TBL1XR1;BCL6,44.5,0.11220829778559721,0.7501700675708067
1376,TBL1XR1;NCOA2,57.0,0.3733635468783012,0.9557449682802966
1377,TBL1XR1;NOTCH1,18.0,0.0022297434064280763,0.36409446704762594
1378,TBL1XR1;CTNNB1,38.5,0.05403374285812452,0.6533430482638777
1379,IL7R;STAT3,94.5,0.2052879842832367,0.8426834480539058
1380,IL7R;STAT5B,88.5,0.3606529747175906,0.942349711104218
1381,IL7R;MYC,92.5,0.25466640414966313,0.8911590465561482
1382,IL7R;IKZF1,83.0,0.5502909970355617,1.0
1383,IL7R;JAK2,89.0,0.34640665488501265,0.9386650225094553
1384,IL7R;PTPRC,82.0,0.5895459428699626,1.0
1385,IL7R;JAK1,89.5,0.3290422511888409,0.9294674998321322
1386,IL7R;LYN,84.5,0.4936471708909417,0.9904710206177333
1387,IL7R;JAK3,95.5,0.18926219449900517,0.8227688642678216
1388,IL7R;CD28,89.5,0.3319892445773679,0.9294674998321322
1389,IL7R;NOTCH1,82.0,0.5891131923768068,1.0
1390,IL7R;PIK3R1,87.0,0.40944189112118523,0.9719778990798471
1391,IL7R;PRDM1,83.0,0.5474777828302516,1.0
1392,IL7R;TFRC,81.5,0.6096960623595071,1.0
1393,IL7R;FAS,83.0,0.5470828953404958,1.0
1394,ABL2;PLCG1,78.0,0.7357930266330917,1.0
1395,ABL2;STAT3,72.5,1.0,1.0
1396,ABL2;ERBB2,70.5,0.9535306692827248,1.0
1397,ABL2;EGFR,89.5,0.3282757223094185,0.9294674998321322
1398,ABL2;ABL1,90.5,0.3002390813491702,0.9220581737035507
1399,ABL2;ABI1,69.5,0.9050163056824353,1.0
1400,RALGDS;PIK3CA,51.0,0.24444575267514357,0.8727087715441383
1401,RALGDS;ARAF,69.5,0.9089565315109394,1.0
1402,RALGDS;AFDN,71.5,1.0,1.0
1403,RALGDS;NRAS,60.0,0.5115780925241006,0.9988093379798215
1404,RALGDS;AKT1,59.0,0.47770531402809024,0.988698424344685
1405,RALGDS;BRAF,65.0,0.7096067283644486,1.0
1406,RALGDS;RHOA,52.5,0.2783496228031016,0.9031627559952284
1407,RALGDS;SRC,58.0,0.4419618930347903,0.974567031959239
1408,RALGDS;RAF1,57.5,0.4249705099260216,0.9719778990798471
1409,RALGDS;HRAS,56.0,0.3742619356386573,0.9557449682802966
1410,DDB2;CDKN1B,71.5,1.0,1.0
1411,DDB2;MSH6,45.0,0.1300975287274515,0.7708185203232176
1412,DDB2;XPC,79.0,0.6987048548652652,1.0
1413,DDB2;ERCC5,78.0,0.7451507770708623,1.0
1414,DDB2;ERCC2,73.0,0.9766841249697382,1.0
1415,DDB2;CDKN1A,78.5,0.7294500113144082,1.0
1416,DDB2;SMARCA4,71.5,1.0,1.0
1417,DDB2;ATM,69.5,0.9070489948986328,1.0
1418,DDB2;FEN1,70.0,0.9309874465595671,1.0
1419,DDB2;EP300,76.0,0.8410472272300943,1.0
1420,DDB2;ERCC3,81.5,0.5876752046122684,1.0
1421,DDB2;ERCC4,71.5,1.0,1.0
1422,DDB2;XPA,79.0,0.695105321860425,1.0
1423,LATS1;NF2,65.5,0.7285123867856828,1.0
1424,LATS1;HSP90AB1,60.5,0.5264460333569341,1.0
1425,LATS1;LATS2,48.5,0.18735414540026085,0.822154073344674
1426,LATS1;WWTR1,64.5,0.6879907752522436,1.0
1427,PDGFRB;CCND1,74.5,0.9095725557683116,1.0
