,Edge,U,pval,adj_pvals
2506,ARID1A;CDK4,73.5,0.9546079824393898,1.0
2507,ARID1A;KMT2C,78.0,0.7531128814802113,1.0
2508,ARID1A;CCNE1,75.5,0.8643051631197848,1.0
2509,ARID1A;EP300,81.0,0.6293713259526581,1.0
2510,ARID1A;BRD4,93.5,0.22254968357371985,0.8566646155063593
2511,ARID1A;PIK3CA,64.5,0.6909258446958787,1.0
2512,ARID1A;DNMT3A,78.5,0.7320547955049697,1.0
2513,ARID1A;RB1,93.5,0.2173565005695467,0.8566646155063593
2514,ARID1A;NCOR1,80.0,0.6634853081160429,1.0
2515,ARID1A;ERBB2,70.5,0.9545638444521887,1.0
2516,ARID1A;ATM,77.0,0.7982984439985048,1.0
2517,ARID1A;KMT2D,78.5,0.7185667307022461,1.0
2518,ARID1A;EZH2,84.5,0.4950752995294836,0.9904710206177333
2519,ARID1A;MYC,75.5,0.8645660501146732,1.0
2520,ARID1A;ARID1B,85.0,0.41915850566658264,0.9719778990798471
2521,ARID1A;NCOA1,99.0,0.11732475088378974,0.7541822127301729
2522,ARID1A;CHD4,99.0,0.10866874671980459,0.7501700675708067
2523,ARID1A;SS18L1,84.5,0.48455276908955314,0.9904710206177333
2524,ARID1A;BRCA1,73.0,0.9773431847975599,1.0
2525,ARID1A;SMARCD1,88.5,0.31176554599841255,0.9254765641425997
2526,ARID1A;SMARCA4,73.5,0.9544306539277289,1.0
2527,ARID1A;PPP2R1A,80.0,0.6706481437389116,1.0
2528,ARID1A;SS18,74.5,0.8968420449916692,1.0
2529,ARID1A;SMAD4,75.5,0.8646699844086065,1.0
2530,ARID1A;FBXW7,74.0,0.9320763338568759,1.0
2531,ARID1A;SMARCE1,60.0,0.48284037167891103,0.9904710206177333
2532,ARID1A;EWSR1,73.0,0.9770935836145223,1.0
2533,ARID1A;SETD2,99.5,0.11540639132690171,0.7541822127301729
2534,ARID1A;NF1,69.0,0.8870803057438484,1.0
2535,ARID1A;BRCA2,74.0,0.9322072202462388,1.0
2536,ARID1A;ARID2,98.0,0.11405471357696306,0.7501700675708067
2537,ARID1A;SMARCB1,86.5,0.3865004594239111,0.9672801572520022
2538,ARID1A;BCL6,105.5,0.058483317488173696,0.6623768448306312
2539,ARID1A;PTEN,71.5,1.0,1.0
2540,ARID1A;KDM6A,81.0,0.5990450235737469,1.0
2541,ARID1A;BRAF,71.0,0.9773431847975599,1.0
2542,ARID1A;ASXL1,74.5,0.9095725557683116,1.0
2543,ARID1A;CTNNB1,79.5,0.6910392659206546,1.0
2544,MALT1;BIRC3,104.5,0.0660105581577632,0.6746790337103465
2545,MALT1;NFKBIE,48.5,0.1854356258081694,0.8214666083901092
2546,MALT1;REL,98.0,0.14285902379318205,0.7859727041468568
2547,MALT1;CD28,40.5,0.0771190999305517,0.6927168373239658
2548,MALT1;CASP8,66.5,0.7727857938799576,1.0
2549,MALT1;CYLD,79.5,0.6751583697736809,1.0
2550,MALT1;IKBKB,87.0,0.3947368228167527,0.9672801572520022
2551,MALT1;PRKCB,81.5,0.6054162549241002,1.0
2552,SF3B1;DDX5,59.0,0.4375054710366145,0.974567031959239
2553,SF3B1;FUS,78.5,0.7160846693815506,1.0
2554,SF3B1;EP300,68.0,0.8405817359174443,1.0
2555,SF3B1;NCOR1,67.5,0.8158721140667502,1.0
2556,SF3B1;U2AF1,53.5,0.30243854963046246,0.9227113765737452
2557,SF3B1;EIF4A2,50.0,0.19131216718358823,0.8234625879003528
2558,SF3B1;EIF1AX,68.5,0.8636993554349208,1.0
2559,SF3B1;HNRNPA2B1,89.0,0.28442308052961407,0.9083031595680312
2560,SF3B1;SRSF3,68.0,0.8190226897021046,1.0
2561,SF3B1;PPP6C,70.0,0.93082163442318,1.0
2562,SF3B1;DEK,67.0,0.7720072887562873,1.0
2563,SF3B1;SRSF2,52.5,0.2786310887985274,0.9031627559952284
2564,SF3B1;FUBP1,82.0,0.5640265523214092,1.0
2565,SF3B1;BCLAF1,77.0,0.7560232996949401,1.0
2566,ERCC3;MLH1,54.5,0.333964801602469,0.9294674998321322
2567,ERCC3;MSH2,55.5,0.36243297288885046,0.942349711104218
2568,ERCC3;MSH6,39.5,0.06923367180568402,0.6749926040875838
2569,ERCC3;BRIP1,55.0,0.34725313458022267,0.9386650225094553
2570,ERCC3;PALB2,55.5,0.3600878882290749,0.942349711104218
2571,ERCC3;ATM,68.5,0.8635931670417181,1.0
2572,ERCC3;XPC,68.5,0.8602302433212441,1.0
2573,ERCC3;BRCA2,58.5,0.457296260511576,0.9811879930671651
2574,ERCC3;POLD1,58.5,0.4597508777666598,0.9811879930671651
2575,ERCC3;POLR2A,92.5,0.23859282931643555,0.8727087715441383
2576,ERCC3;TCEA1,75.0,0.8787511816705231,1.0
2577,ERCC3;CDK12,84.5,0.46129904745533945,0.9811879930671651
2578,ERCC3;XPA,56.0,0.36814855745250774,0.9487753012191529
2579,ERCC3;ERCC4,53.0,0.29316479715958943,0.9124887800823581
2580,ERCC3;BRCA1,50.5,0.2321338013720481,0.8639648629126377
2581,ERCC3;FUBP1,100.0,0.11306922483186364,0.7501700675708067
2582,ERCC3;MYC,59.5,0.4944886952140176,0.9904710206177333
2583,ERCC3;RAD17,60.5,0.5285710364836091,1.0
2584,ERCC3;PMS1,60.5,0.5267748129884919,1.0
2585,ERCC3;ERCC2,69.0,0.8855064716126217,1.0
2586,ERCC3;ERCC5,62.5,0.6070463783846161,1.0
2587,ERCC3;MUTYH,61.0,0.5499809899183055,1.0
2588,ERCC3;WRN,56.0,0.37938098075298077,0.9557449682802966
2589,VHL;EPAS1,46.5,0.14638799961443769,0.7908425267001691
2590,VHL;AKT1,38.0,0.05452753017751512,0.6533430482638777
2591,VHL;ARNT,38.0,0.04992879549726991,0.6444608208043728
2592,VHL;HNRNPA2B1,45.0,0.12761053617385626,0.7652528937756975
2593,VHL;ATM,47.0,0.15994284131839853,0.7984884706839681
2594,VHL;SMARCA4,51.0,0.23592710062722555,0.8684750737305144
2595,VHL;EP300,43.0,0.10191002153186388,0.7409938800242708
2596,VHL;BRD4,55.5,0.3558034030455314,0.942349711104218
2597,VHL;HSP90AA1,37.0,0.04283132314000657,0.6444608208043728
2598,VHL;POLR2A,46.0,0.14262146797326264,0.7859727041468568
2599,NCOA4;CCDC6,70.5,0.9537559965166037,1.0
2600,NCOA4;PCBP1,82.0,0.5845601240108611,1.0
2601,NCOA4;KIF5B,80.0,0.6650684396132249,1.0
2602,NCOA4;PTCH1,72.0,1.0,1.0
2603,NCOA4;TRIM33,75.5,0.8621623246217296,1.0
2604,NCOA4;TFRC,30.5,0.019017185290582633,0.5527804887237538
2605,NCOA4;PRKAR1A,89.0,0.3256177352073929,0.9294674998321322
2606,NCOA4;BRAF,52.5,0.271213936656985,0.9031627559952284
2607,BTG1;FOXO3,62.0,0.589761808089881,1.0
2608,CASP8;CCND1,85.5,0.454181187549453,0.9811879930671651
2609,CASP8;CDK4,84.5,0.48781246393671573,0.9904710206177333
2610,CASP8;MDM2,94.0,0.21895400310033264,0.8566646155063593
2611,CASP8;BIRC3,95.5,0.1898671091379247,0.8227688642678216
2612,CASP8;CUL3,86.5,0.41564006977714707,0.9719778990798471
2613,CASP8;STAT3,91.0,0.28354211562355125,0.9075618632229802
2614,CASP8;EGFR,85.0,0.4737407503286577,0.988698424344685
2615,CASP8;ATM,87.0,0.399851921090678,0.9719778990798471
2616,CASP8;BAX,97.0,0.1610133469477304,0.7984884706839681
2617,CASP8;FADD,107.0,0.04369273952292399,0.6444608208043728
2618,CASP8;CASP3,101.5,0.09044731630169635,0.7223858566109602
2619,CASP8;HSP90AA1,75.0,0.8847752948065035,1.0
2620,CASP8;HIP1,111.5,0.025145399520206717,0.5835495199883541
2621,CASP8;MYC,90.0,0.31539882453722157,0.9254765641425997
2622,CASP8;IKBKB,125.0,0.0014257670822495666,0.36409446704762594
2623,CASP8;CDKN1A,86.5,0.41761659172900956,0.9719778990798471
2624,CASP8;CYLD,98.0,0.13752523299279756,0.7816099614596217
2625,CASP8;JUN,97.5,0.15191162583611867,0.7934762879584559
2626,CASP8;HSP90AB1,78.5,0.7297604020241768,1.0
2627,CASP8;SRC,81.5,0.6043421742598205,1.0
2628,CASP8;FAT1,78.0,0.7486844851106538,1.0
2629,CASP8;PTEN,90.5,0.29772928368245954,0.9181588751233436
2630,CASP8;RHOA,92.0,0.2581310176763705,0.8937147548881762
2631,CASP8;FAS,62.0,0.5809297810669445,1.0
2632,CASP8;MTOR,91.0,0.2852835368954827,0.9100121943729906
2633,CASP8;AKT1,87.5,0.38874355379394576,0.9672801572520022
2634,CASP8;MYD88,110.5,0.025448808378401862,0.5835495199883541
2635,CASP8;JAK1,82.0,0.580699726780505,1.0
2636,CASP8;LYN,72.5,1.0,1.0
2637,CASP8;BIRC6,84.5,0.4944886952140176,0.9904710206177333
2638,CASP8;CTNNB1,83.0,0.5466076718762789,1.0
2639,BARD1;BCL3,71.0,0.9773080265143214,1.0
2640,BARD1;FANCE,57.5,0.4267668030941646,0.9719778990798471
2641,BARD1;MLH1,80.5,0.6446960303989435,1.0
2642,BARD1;MSH2,79.5,0.687287949348002,1.0
2643,BARD1;MSH6,46.5,0.15480778712473028,0.7934762879584559
2644,BARD1;MDM2,69.5,0.9091338218415682,1.0
2645,BARD1;BRIP1,83.0,0.5351648145405277,1.0
2646,BARD1;ERCC2,75.5,0.8635931670417181,1.0
2647,BARD1;NPM1,70.5,0.9545195774583377,1.0
2648,BARD1;PMS1,71.5,1.0,1.0
2649,BARD1;STK11,75.0,0.8863790519803985,1.0
2650,BARD1;RAD51B,78.5,0.7197836152579399,1.0
2651,BARD1;MUTYH,76.0,0.8411398371651599,1.0
2652,BARD1;WRN,76.0,0.8387103108525833,1.0
2653,BARD1;PTEN,69.0,0.8864011642597972,1.0
2654,BARD1;PALB2,76.5,0.8170014409822078,1.0
2655,BARD1;BRCA2,61.5,0.5669421142814386,1.0
2656,BARD1;BCOR,69.0,0.8867751087547779,1.0
2657,BARD1;POLD1,69.5,0.9087781993809909,1.0
2658,BARD1;BAP1,71.0,0.977254980846568,1.0
2659,BARD1;ERCC4,76.0,0.8392562818993539,1.0
2660,BARD1;KEAP1,68.5,0.8638317428547264,1.0
2661,BARD1;BRCA1,69.0,0.8864232636343512,1.0
2662,BARD1;ATM,74.0,0.9315182135980176,1.0
2663,BARD1;CHEK2,70.5,0.9540605366613868,1.0
2664,BARD1;RAD17,75.5,0.8625990130506037,1.0
2665,ARHGAP35;SRC,82.5,0.569886606304109,1.0
2666,ARHGAP35;ARHGAP5,26.5,0.00997994047300871,0.5122730912521444
2667,ARHGAP35;CTNND1,76.0,0.8420874246476806,1.0
2668,ARHGAP35;RHOA,96.0,0.18118087419252682,0.8156511975063184
2669,ARHGAP35;HRAS,74.5,0.9095899731957008,1.0
2670,ARHGAP35;AKT1,65.0,0.7120858643092164,1.0
2671,ACVR1B;ACVR2A,75.0,0.8866215793519743,1.0
2672,ACVR1B;SMAD3,65.5,0.7332548368547311,1.0
2673,ACVR1B;SMAD4,65.5,0.7335028234191012,1.0
2674,ACVR1B;TGFBR2,67.5,0.8205756821078568,1.0
2675,ACVR1B;ACVR1,62.5,0.6087260902668321,1.0
2676,ERCC4;FANCE,43.0,0.10454653739197439,0.7451972304559574
2677,ERCC4;MLH1,52.5,0.2801271736178943,0.9031627559952284
2678,ERCC4;MSH2,54.5,0.33405846136130635,0.9294674998321322
2679,ERCC4;MSH6,40.0,0.07358338226188298,0.6889273441300039
2680,ERCC4;BRIP1,60.0,0.4874720997486216,0.9904710206177333
2681,ERCC4;PALB2,59.5,0.48455276908955314,0.9904710206177333
2682,ERCC4;ATM,62.0,0.5853789284609615,1.0
2683,ERCC4;XPC,62.0,0.582453902430841,1.0
2684,ERCC4;WRN,55.0,0.3462181209086981,0.9386650225094553
2685,ERCC4;BRCA2,53.0,0.28806476564393224,0.9124887800823581
2686,ERCC4;POLD1,51.0,0.2439891764724208,0.8727087715441383
2687,ERCC4;XPA,51.0,0.24298214676694452,0.8727087715441383
2688,ERCC4;BRCA1,48.5,0.19064330391235118,0.8227688642678216
2689,ERCC4;RECQL4,64.5,0.687170349867908,1.0
2690,ERCC4;CHEK2,66.0,0.7529721497273179,1.0
2691,ERCC4;RAD17,62.0,0.5803154634071681,1.0
2692,ERCC4;PMS1,63.5,0.6441009559269231,1.0
2693,ERCC4;ERCC2,47.5,0.17081994696575975,0.804237948769862
2694,ERCC4;FANCF,60.0,0.4996014090198321,0.9940504564245948
2695,ERCC4;RAD51B,78.5,0.7238941819166154,1.0
2696,ERCC4;ERCC5,50.0,0.22084606584070188,0.8566646155063593
2697,ACVR1;ACVR2A,63.0,0.5851005253938573,1.0
2698,ACVR1;SMAD3,76.5,0.8194423162808415,1.0
2699,ACVR1;SMAD4,81.0,0.6277699903164164,1.0
2700,ACVR1;TGFBR2,79.0,0.7097158503571586,1.0
2701,ACVR1;BMPR1A,100.0,0.1142166090930588,0.7501700675708067
2702,ACVR1;FBXW7,89.0,0.34650086349501474,0.9386650225094553
2703,MYC;BCL3,100.0,0.11686284083267236,0.7541822127301729
2704,MYC;MYH9,72.0,1.0,1.0
2705,MYC;CCND1,102.5,0.08770401541088627,0.7200982743294752
2706,MYC;MLH1,76.5,0.8202002679019746,1.0
2707,MYC;MSH2,75.0,0.8868843915515929,1.0
2708,MYC;BCL9,66.5,0.7754356360535738,1.0
2709,MYC;RARA,79.5,0.6897847272259321,1.0
2710,MYC;FUS,72.5,1.0,1.0
2711,MYC;APC,77.0,0.7984129066373993,1.0
2712,MYC;CDK4,68.5,0.8643835874638635,1.0
2713,MYC;MDM2,67.0,0.7980689326792616,1.0
2714,MYC;AXIN1,83.0,0.5502135549453806,1.0
2715,MYC;CCNE1,64.0,0.6696269213141517,1.0
2716,MYC;TCF3,81.0,0.6257389031210627,1.0
2717,MYC;EP300,77.5,0.7750504980991986,1.0
2718,MYC;BRD4,83.5,0.5242088487909726,1.0
2719,MYC;EPAS1,94.5,0.21056163276473105,0.8440896082927224
2720,MYC;PIK3CA,83.0,0.5499033885442944,1.0
2721,MYC;STAT3,99.5,0.12425150901852154,0.7629870460560313
2722,MYC;DNMT3A,67.5,0.8201660223836704,1.0
2723,MYC;LEF1,82.0,0.5875877611810733,1.0
2724,MYC;CDK6,73.0,0.9772594155338583,1.0
2725,MYC;RB1,66.5,0.7742308803727077,1.0
2726,MYC;NCOR1,96.0,0.17939633328955196,0.8156511975063184
2727,MYC;ERBB2,97.5,0.1555287555086889,0.7934762879584559
2728,MYC;EGFR,89.5,0.3341520836256602,0.9294674998321322
2729,MYC;NONO,72.0,1.0,1.0
2730,MYC;ATM,78.5,0.7327567810585256,1.0
2731,MYC;STAT5B,75.5,0.8643313196823835,1.0
2732,MYC;REL,93.5,0.23004040806716664,0.8639648629126377
2733,MYC;NPM1,69.0,0.88712370416042,1.0
2734,MYC;RAD21,72.5,1.0,1.0
2735,MYC;TSC1,68.0,0.8413860078774498,1.0
2736,MYC;STAT6,101.5,0.09820679362622038,0.7344428340417072
2737,MYC;FADD,78.0,0.7530190870364355,1.0
2738,MYC;CASP3,92.0,0.2680358836711074,0.9021004489013115
2739,MYC;NSD3,56.5,0.3912653845738593,0.9672801572520022
2740,MYC;SUZ12,67.0,0.7974530520269492,1.0
2741,MYC;EZH2,75.5,0.8640164388652596,1.0
2742,MYC;SMC1A,62.5,0.6080288233875359,1.0
2743,MYC;STK11,69.5,0.9094853173844664,1.0
2744,MYC;IKZF1,92.0,0.2642109331563218,0.9021004489013115
2745,MYC;SMAD3,81.0,0.626079721058339,1.0
2746,MYC;HSP90AA1,99.5,0.12447102931287522,0.7629870460560313
2747,MYC;MEN1,69.5,0.9089920725956933,1.0
2748,MYC;FOXO3,81.0,0.6262837666351548,1.0
2749,MYC;SMARCB1,69.0,0.8863790519803985,1.0
2750,MYC;SMAD4,69.5,0.9094328530059914,1.0
2751,MYC;SMARCA4,76.0,0.8423593702288426,1.0
2752,MYC;HNRNPA2B1,68.5,0.8647736797954435,1.0
2753,MYC;NF1,64.0,0.669747557629619,1.0
2754,MYC;ARNT,70.0,0.9318122705608742,1.0
2755,MYC;MAX,74.0,0.931957885629319,1.0
2756,MYC;ZEB1,87.0,0.4066950287619622,0.9719778990798471
2757,MYC;TOP1,62.5,0.608308175717035,1.0
2758,MYC;MTOR,92.0,0.2680358836711074,0.9021004489013115
2759,MYC;CDC73,80.5,0.6466583088623352,1.0
2760,MYC;SDHC,77.0,0.7972594308719558,1.0
2761,MYC;LMNA,79.0,0.7101511124853749,1.0
2762,MYC;FUBP1,71.0,0.9773344105493164,1.0
2763,MYC;JUN,82.0,0.5884615031370624,1.0
2764,MYC;HSP90AB1,99.0,0.1319740668603446,0.7708185203232176
2765,MYC;PTEN,94.0,0.2218325249205153,0.8566646155063593
2766,MYC;ABL1,80.0,0.6688395547500801,1.0
2767,MYC;PIM1,87.5,0.3935736089376658,0.9672801572520022
2768,MYC;SRC,103.0,0.08248719752514,0.7079873822762547
2769,MYC;KLF4,94.5,0.2087836393840088,0.8440896082927224
2770,MYC;KDM6A,71.5,1.0,1.0
2771,MYC;BRCA2,74.5,0.9095725557683116,1.0
2772,MYC;MLLT3,90.0,0.3190974315880698,0.9254765641425997
2773,MYC;JAK2,102.5,0.0879505480400275,0.7200982743294752
2774,MYC;CHEK2,60.0,0.51141294982861,0.9988093379798215
2775,MYC;ERCC2,58.0,0.4407139658297329,0.974567031959239
2776,MYC;AKT2,65.5,0.7329563377421611,1.0
2777,MYC;NFE2L2,70.5,0.9537932333230708,1.0
2778,MYC;KDM5A,71.5,1.0,1.0
2779,MYC;BCL6,102.0,0.08980804042845009,0.7223858566109602
2780,MYC;CDKN1A,79.5,0.6889783917879855,1.0
2781,MYC;NCOA1,76.0,0.8408925167881789,1.0
2782,MYC;SETD2,69.5,0.9093100804769431,1.0
2783,MYC;IDH1,68.5,0.8647477782962156,1.0
2784,MYC;MITF,77.5,0.7752219149188235,1.0
2785,MYC;NCOA2,101.5,0.09919021804570796,0.7344428340417072
2786,MYC;RHOA,107.0,0.049157207097121465,0.6444608208043728
2787,MYC;HRAS,93.0,0.24417189415061513,0.8727087715441383
2788,MYC;CNBP,67.5,0.8198569297000609,1.0
2789,MYC;PTPRC,82.0,0.5888963053245879,1.0
2790,MYC;BRCA1,75.0,0.8868843915515929,1.0
2791,MYC;BRAF,66.5,0.7762844664439534,1.0
2792,MYC;DROSHA,77.0,0.7971818268174157,1.0
2793,MYC;PIK3R1,100.5,0.11209230049669719,0.7501700675708067
2794,MYC;UBR5,67.5,0.8202344938661097,1.0
2795,MYC;IKBKB,105.5,0.06032661029034873,0.6710298459228591
2796,MYC;JAK3,67.5,0.8205075998558685,1.0
2797,MYC;MAML2,85.0,0.47693659532071053,0.988698424344685
2798,MYC;DICER1,79.0,0.7101511124853749,1.0
2799,MYC;CHD4,55.0,0.3457461037258729,0.9386650225094553
2800,MYC;TET2,77.5,0.776073161248419,1.0
2801,MYC;AKT1,86.0,0.44151714647645623,0.974567031959239
2802,MYC;POLR2A,83.0,0.5474777828302516,1.0
2803,MYC;FBXW7,78.0,0.7545992134570558,1.0
2804,MYC;MUC1,87.0,0.41034927975551605,0.9719778990798471
2805,MYC;TCF7L2,83.0,0.5497480660453172,1.0
2806,MYC;FOXP1,91.5,0.2804998664227194,0.9031627559952284
2807,MYC;JAK1,101.0,0.1055586757686496,0.7451972304559574
2808,MYC;NOTCH1,52.0,0.26831364715942885,0.9021004489013115
2809,MYC;CTNNB1,97.0,0.16322766968935198,0.7984884706839681
2810,MYC;PTPN11,99.0,0.1320489911190731,0.7708185203232176
2811,MYC;FAS,65.5,0.7316005889599013,1.0
2812,IDH2;PIK3CA,67.5,0.8203370546193722,1.0
2813,IDH2;DNMT3A,79.0,0.7112844333909023,1.0
2814,IDH2;SDHA,44.5,0.12454418456901109,0.7629870460560313
2815,IDH2;EGFR,78.5,0.733651283985238,1.0
2816,IDH2;U2AF1,76.0,0.842659890467145,1.0
2817,IDH2;NPM1,78.5,0.733205156467626,1.0
2818,IDH2;EZH2,83.0,0.5504457620402958,1.0
2819,IDH2;TET2,73.0,0.9773475681021577,1.0
2820,IDH2;PTEN,74.5,0.9095551282707521,1.0
2821,IDH2;KDM6A,95.5,0.17505594908734556,0.8081171907126224
2822,IDH2;BRAF,76.0,0.8424797848162532,1.0
2823,IDH2;GNAS,71.5,1.0,1.0
2824,IDH2;PTPN11,81.5,0.6085172997391459,1.0
2825,IDH2;ASXL1,73.0,0.9773300196007381,1.0
2826,IDH2;PIK3R1,83.5,0.5324998692993472,1.0
2827,IDH2;IDH1,82.5,0.5615819069925481,1.0
2828,IDH2;JAK2,81.5,0.6090039603923023,1.0
2829,IDH2;SETBP1,108.0,0.04375872913404934,0.6444608208043728
2830,IDH2;SDHB,77.5,0.7689784370402907,1.0
2831,IDH2;SRSF2,93.0,0.24316550557688177,0.8727087715441383
2832,IDH2;SDHC,97.0,0.1536282850037385,0.7934762879584559
2833,IDH2;NF1,77.0,0.797568958837549,1.0
2834,MDM4;CCND1,66.0,0.7319186505804799,1.0
2835,MDM4;CDK4,86.0,0.38113261933760223,0.9583986540197234
2836,MDM4;MDM2,52.0,0.23114144867966546,0.8639648629126377
2837,MDM4;YWHAE,77.5,0.7609067270751141,1.0
2838,MDM4;RB1,69.0,0.8836042510064083,1.0
2839,MDM4;ATM,59.0,0.4498264291100642,0.9811879930671651
2840,MDM4;PTEN,44.5,0.10757333456987865,0.7501700675708067
2841,MDM4;CHEK2,32.5,0.01650462724428773,0.5527804887237538
2842,MDM4;IDH1,71.5,1.0,1.0
2843,MDM4;CDKN1A,40.0,0.05816788185545767,0.6601405658849607
2844,MDM4;BRCA1,57.0,0.35605313242215997,0.942349711104218
2845,MDM4;RPL5,39.5,0.06563541004809594,0.6746790337103465
2846,POLG;POLD1,73.0,0.9765831252037049,1.0
2847,MYH11;MYH9,64.0,0.6701086764285311,1.0
2848,MYH11;RARA,70.5,0.9546871077131294,1.0
2849,MYH11;MECOM,67.0,0.7978001768793175,1.0
2850,MYH11;NPM1,70.0,0.9318918127131414,1.0
2851,MYH11;COL3A1,70.5,0.9548093731883278,1.0
2852,MYH11;ELN,66.0,0.755149709811349,1.0
2853,MYH11;ABL1,64.5,0.6907554786764663,1.0
2854,MYH11;TPM4,73.0,0.9773387989474344,1.0
2855,MYH11;CBFB,64.0,0.6703487662267039,1.0
2856,MYH11;RHOA,68.5,0.8643313196823835,1.0
2857,ATM;TSC2,73.5,0.9546871077131294,1.0
2858,ATM;EIF3E,73.0,0.9764217250556501,1.0
2859,ATM;CCND1,78.0,0.7543687420562601,1.0
2860,ATM;FANCE,60.5,0.5321034278407166,1.0
2861,ATM;MLH1,76.0,0.8410781152009308,1.0
2862,ATM;MSH2,79.5,0.6881074533712256,1.0
2863,ATM;MSH6,48.5,0.191761394045728,0.8241485889446745
2864,ATM;FUS,83.0,0.5409512925770603,1.0
2865,ATM;CDK4,75.5,0.8645660501146732,1.0
2866,ATM;MDM2,74.0,0.9321156793484043,1.0
2867,ATM;BRIP1,68.5,0.8632463330816023,1.0
2868,ATM;PALB2,72.5,1.0,1.0
2869,ATM;EP300,77.5,0.7760308283354678,1.0
2870,ATM;CDK6,77.5,0.776073161248419,1.0
2871,ATM;ERBB2,69.5,0.9090453062664335,1.0
2872,ATM;EGFR,79.5,0.691152562514762,1.0
2873,ATM;CDKN1A,70.0,0.9314508502754533,1.0
2874,ATM;RECQL4,69.5,0.9074998255074832,1.0
2875,ATM;BRCA1,75.5,0.8631390815576924,1.0
2876,ATM;IKBKB,108.5,0.03947559365059358,0.6444608208043728
2877,ATM;SMARCA4,75.5,0.8645139930906288,1.0
2878,ATM;RAD17,67.5,0.8186746988173179,1.0
2879,ATM;CHEK2,66.0,0.7522648647528024,1.0
2880,ATM;HRAS,86.5,0.42469963838515234,0.9719778990798471
2881,ATM;CHD4,87.0,0.3922795360857533,0.9672801572520022
2882,ATM;CASP3,80.0,0.6693852521690865,1.0
2883,ATM;HSP90AA1,73.5,0.9547396285938354,1.0
2884,ATM;BAP1,87.0,0.39316750288624414,0.9672801572520022
2885,ATM;SETD2,92.5,0.24344318619313277,0.8727087715441383
2886,ATM;NF1,69.0,0.8872319816677839,1.0
2887,ATM;POLR2A,83.5,0.522278090798395,1.0
2888,ATM;POLD1,62.5,0.6012876095941236,1.0
2889,ATM;BRCA2,75.0,0.8868843915515929,1.0
2890,ATM;SMAD4,73.5,0.9547570950122256,1.0
2891,ATM;HSP90AB1,69.0,0.8868407164164489,1.0
2892,ATM;FBXW7,76.5,0.8201660223836704,1.0
2893,ATM;CDK12,83.0,0.546845469280794,1.0
2894,ATM;XPA,67.5,0.817468885190478,1.0
2895,ATM;AKT1,78.0,0.7547831244161007,1.0
2896,ATM;XPC,72.0,1.0,1.0
2897,ATM;DROSHA,94.0,0.20978333187336207,0.8440896082927224
2898,ATM;MUTYH,76.5,0.8195116173236439,1.0
2899,ATM;BRAF,72.0,1.0,1.0
2900,ATM;ERCC5,76.5,0.8172176301557654,1.0
2901,ATM;MEN1,69.0,0.8859788098160817,1.0
2902,ATM;FOXO3,76.0,0.8403317958268091,1.0
2903,ATM;TOP1,70.0,0.9307521924227933,1.0
2904,ATM;SMARCB1,73.0,0.9768589413686943,1.0
2905,ATM;WRN,64.0,0.6678013896598171,1.0
2906,ATM;PTEN,70.5,0.9546783364444628,1.0
2907,ATM;KDM6A,87.0,0.39365918793100174,0.9672801572520022
2908,ATM;TGFBR2,67.0,0.7985271746670954,1.0
2909,ATM;SMC1A,52.0,0.2608075626921311,0.8990870691697311
2910,ATM;PIK3R1,85.5,0.4589654721921833,0.9811879930671651
2911,ATM;NOTCH1,56.5,0.3949463664285483,0.9672801572520022
2912,ATM;CTNNB1,84.5,0.4944886952140176,0.9904710206177333
2913,ATM;RAD51B,69.5,0.9090630300754878,1.0
2914,ATM;ABL1,79.5,0.6910959297822907,1.0
2915,ATM;NPM1,73.5,0.9546783364444628,1.0
2916,ATM;ERCC2,68.5,0.8634334180916756,1.0
2917,ATM;STK11,75.0,0.8869498095394149,1.0
2918,ATM;PMS1,72.0,1.0,1.0
2919,SKI;NCOR1,57.5,0.4267668030941646,0.9719778990798471
2920,SKI;SMAD3,59.5,0.4961593701721817,0.9904710206177333
2921,SKI;SMAD4,59.5,0.4959098130618558,0.9904710206177333
2922,CDK4;TSC2,71.5,1.0,1.0
2923,CDK4;CCND1,80.5,0.6484607981278814,1.0
2924,CDK4;MLH1,71.0,0.9772682771321596,1.0
2925,CDK4;AKT1,78.5,0.7334532814033405,1.0
2926,CDK4;MTOR,82.0,0.5896179356463845,1.0
2927,CDK4;TOP1,68.0,0.8364021130685753,1.0
2928,CDK4;SMARCB1,88.5,0.35025613284249757,0.9386650225094553
2929,CDK4;PTEN,70.5,0.9546871077131294,1.0
2930,CDK4;RB1,80.0,0.6639943462702357,1.0
2931,CDK4;ARID2,94.0,0.20120265070387944,0.8331536482860766
2932,CDK4;FOXO3,81.5,0.6048444983509447,1.0
2933,CDK4;MDM2,72.5,1.0,1.0
2934,CDK4;CTNNB1,82.5,0.5696622254076196,1.0
2935,CDK4;DNMT3A,77.5,0.7758612563487854,1.0
2936,CDK4;ABL1,79.0,0.7121390562368225,1.0
2937,CDK4;PIK3CA,65.5,0.7328566152664366,1.0
2938,CDK4;SMARCA4,73.5,0.9546079824393898,1.0
2939,CDK4;CDKN1A,94.0,0.21495185828174979,0.8505344038800495
2940,CDK4;RECQL4,76.5,0.8179327659921184,1.0
2941,CDK4;BRCA1,74.0,0.9319050426949085,1.0
2942,CDK4;HRAS,81.5,0.6068348949235502,1.0
