iter,source drug,target drug,geneset,source tissue,target tissue,pval,Test Accuracy,Test ROC_AUC
0,Pembro,Pembro,source biomarkers,STAD,SKCM,0.05,0.3939393939393939,0.4022556390977443
1,Pembro,Pembro,source biomarkers,STAD,SKCM,0.05,0.48484848484848486,0.4135338345864662
2,Pembro,Pembro,source biomarkers,STAD,SKCM,0.05,0.3939393939393939,0.387218045112782
3,Pembro,Pembro,source biomarkers,STAD,SKCM,0.05,0.42424242424242425,0.49624060150375937
4,Pembro,Pembro,source biomarkers,STAD,SKCM,0.05,0.45454545454545453,0.4586466165413534
5,Pembro,Pembro,source biomarkers,STAD,SKCM,0.05,0.42424242424242425,0.42105263157894735
6,Pembro,Pembro,source biomarkers,STAD,SKCM,0.05,0.5454545454545454,0.556390977443609
7,Pembro,Pembro,source biomarkers,STAD,SKCM,0.05,0.48484848484848486,0.4736842105263158
8,Pembro,Pembro,source biomarkers,STAD,SKCM,0.05,0.45454545454545453,0.4210526315789474
9,Pembro,Pembro,source biomarkers,STAD,SKCM,0.05,0.48484848484848486,0.48120300751879697
10,Pembro,Pembro,source biomarkers,STAD,SKCM,0.05,0.5151515151515151,0.4172932330827068
11,Pembro,Pembro,source biomarkers,STAD,SKCM,0.05,0.3939393939393939,0.4135338345864662
12,Pembro,Pembro,source biomarkers,STAD,SKCM,0.05,0.42424242424242425,0.38721804511278196
13,Pembro,Pembro,source biomarkers,STAD,SKCM,0.05,0.48484848484848486,0.4736842105263158
14,Pembro,Pembro,source biomarkers,STAD,SKCM,0.05,0.48484848484848486,0.43233082706766923
15,Pembro,Pembro,source biomarkers,STAD,SKCM,0.05,0.5757575757575758,0.6090225563909775
16,Pembro,Pembro,source biomarkers,STAD,SKCM,0.05,0.45454545454545453,0.4285714285714286
17,Pembro,Pembro,source biomarkers,STAD,SKCM,0.05,0.48484848484848486,0.5601503759398496
18,Pembro,Pembro,source biomarkers,STAD,SKCM,0.05,0.30303030303030304,0.33458646616541354
19,Pembro,Pembro,source biomarkers,STAD,SKCM,0.05,0.6363636363636364,0.5827067669172933
20,Pembro,Pembro,source biomarkers,STAD,SKCM,0.05,0.42424242424242425,0.48872180451127817
21,Pembro,Pembro,source biomarkers,STAD,SKCM,0.05,0.3939393939393939,0.4323308270676692
22,Pembro,Pembro,source biomarkers,STAD,SKCM,0.05,0.45454545454545453,0.462406015037594
23,Pembro,Pembro,source biomarkers,STAD,SKCM,0.05,0.45454545454545453,0.4699248120300752
24,Pembro,Pembro,source biomarkers,STAD,SKCM,0.05,0.48484848484848486,0.424812030075188
25,Pembro,Pembro,source biomarkers,STAD,SKCM,0.05,0.5757575757575758,0.5338345864661654
26,Pembro,Pembro,source biomarkers,STAD,SKCM,0.05,0.5151515151515151,0.5300751879699248
27,Pembro,Pembro,source biomarkers,STAD,SKCM,0.05,0.5151515151515151,0.5902255639097744
28,Pembro,Pembro,source biomarkers,STAD,SKCM,0.05,0.3333333333333333,0.4210526315789474
29,Pembro,Pembro,source biomarkers,STAD,SKCM,0.05,0.3939393939393939,0.3984962406015038
30,Pembro,Pembro,source biomarkers,STAD,SKCM,0.05,0.45454545454545453,0.49999999999999994
31,Pembro,Pembro,source biomarkers,STAD,SKCM,0.05,0.48484848484848486,0.4699248120300752
32,Pembro,Pembro,source biomarkers,STAD,SKCM,0.05,0.42424242424242425,0.39473684210526316
33,Pembro,Pembro,source biomarkers,STAD,SKCM,0.05,0.45454545454545453,0.49624060150375937
34,Pembro,Pembro,source biomarkers,STAD,SKCM,0.05,0.5454545454545454,0.518796992481203
35,Pembro,Pembro,source biomarkers,STAD,SKCM,0.05,0.5454545454545454,0.4172932330827068
36,Pembro,Pembro,source biomarkers,STAD,SKCM,0.05,0.3939393939393939,0.424812030075188
37,Pembro,Pembro,source biomarkers,STAD,SKCM,0.05,0.3939393939393939,0.31578947368421056
38,Pembro,Pembro,source biomarkers,STAD,SKCM,0.05,0.42424242424242425,0.44736842105263164
39,Pembro,Pembro,source biomarkers,STAD,SKCM,0.05,0.3939393939393939,0.31203007518796994
40,Pembro,Pembro,source biomarkers,STAD,SKCM,0.05,0.5454545454545454,0.5300751879699248
41,Pembro,Pembro,source biomarkers,STAD,SKCM,0.05,0.5757575757575758,0.5939849624060151
42,Pembro,Pembro,source biomarkers,STAD,SKCM,0.05,0.36363636363636365,0.3458646616541354
43,Pembro,Pembro,source biomarkers,STAD,SKCM,0.05,0.5151515151515151,0.49624060150375937
44,Pembro,Pembro,source biomarkers,STAD,SKCM,0.05,0.48484848484848486,0.33082706766917297
45,Pembro,Pembro,source biomarkers,STAD,SKCM,0.05,0.42424242424242425,0.43609022556390975
46,Pembro,Pembro,source biomarkers,STAD,SKCM,0.05,0.36363636363636365,0.4172932330827068
47,Pembro,Pembro,source biomarkers,STAD,SKCM,0.05,0.42424242424242425,0.4699248120300752
48,Pembro,Pembro,source biomarkers,STAD,SKCM,0.05,0.5151515151515151,0.4323308270676692
49,Pembro,Pembro,source biomarkers,STAD,SKCM,0.05,0.5454545454545454,0.43233082706766923
0,Pembro,Pembro,drug targets,STAD,SKCM,0.05,0.48484848484848486,0.49248120300751885
1,Pembro,Pembro,drug targets,STAD,SKCM,0.05,0.42424242424242425,0.4285714285714286
2,Pembro,Pembro,drug targets,STAD,SKCM,0.05,0.48484848484848486,0.47744360902255645
3,Pembro,Pembro,drug targets,STAD,SKCM,0.05,0.36363636363636365,0.4285714285714286
4,Pembro,Pembro,drug targets,STAD,SKCM,0.05,0.42424242424242425,0.40225563909774437
5,Pembro,Pembro,drug targets,STAD,SKCM,0.05,0.5151515151515151,0.5037593984962406
6,Pembro,Pembro,drug targets,STAD,SKCM,0.05,0.6363636363636364,0.6090225563909775
