iter,source drug,target drug,geneset,source tissue,target tissue,pval,Test Accuracy,Test ROC_AUC
0,Pembro,Pembro,source biomarkers,STAD,SKCM,0.01,0.48484848484848486,0.518796992481203
1,Pembro,Pembro,source biomarkers,STAD,SKCM,0.01,0.5151515151515151,0.6015037593984962
2,Pembro,Pembro,source biomarkers,STAD,SKCM,0.01,0.5757575757575758,0.5827067669172933
3,Pembro,Pembro,source biomarkers,STAD,SKCM,0.01,0.45454545454545453,0.518796992481203
4,Pembro,Pembro,source biomarkers,STAD,SKCM,0.01,0.5757575757575758,0.6090225563909775
5,Pembro,Pembro,source biomarkers,STAD,SKCM,0.01,0.45454545454545453,0.518796992481203
6,Pembro,Pembro,source biomarkers,STAD,SKCM,0.01,0.5151515151515151,0.5263157894736843
7,Pembro,Pembro,source biomarkers,STAD,SKCM,0.01,0.48484848484848486,0.5150375939849624
8,Pembro,Pembro,source biomarkers,STAD,SKCM,0.01,0.48484848484848486,0.5112781954887218
9,Pembro,Pembro,source biomarkers,STAD,SKCM,0.01,0.48484848484848486,0.4812030075187971
10,Pembro,Pembro,source biomarkers,STAD,SKCM,0.01,0.6060606060606061,0.6541353383458647
11,Pembro,Pembro,source biomarkers,STAD,SKCM,0.01,0.48484848484848486,0.4586466165413534
12,Pembro,Pembro,source biomarkers,STAD,SKCM,0.01,0.45454545454545453,0.443609022556391
13,Pembro,Pembro,source biomarkers,STAD,SKCM,0.01,0.48484848484848486,0.4962406015037595
14,Pembro,Pembro,source biomarkers,STAD,SKCM,0.01,0.42424242424242425,0.5413533834586466
15,Pembro,Pembro,source biomarkers,STAD,SKCM,0.01,0.48484848484848486,0.5263157894736843
16,Pembro,Pembro,source biomarkers,STAD,SKCM,0.01,0.5454545454545454,0.5639097744360902
17,Pembro,Pembro,source biomarkers,STAD,SKCM,0.01,0.45454545454545453,0.5451127819548872
18,Pembro,Pembro,source biomarkers,STAD,SKCM,0.01,0.6060606060606061,0.5526315789473685
19,Pembro,Pembro,source biomarkers,STAD,SKCM,0.01,0.45454545454545453,0.40977443609022557
20,Pembro,Pembro,source biomarkers,STAD,SKCM,0.01,0.5151515151515151,0.5451127819548872
21,Pembro,Pembro,source biomarkers,STAD,SKCM,0.01,0.5151515151515151,0.4887218045112782
22,Pembro,Pembro,source biomarkers,STAD,SKCM,0.01,0.42424242424242425,0.5037593984962405
23,Pembro,Pembro,source biomarkers,STAD,SKCM,0.01,0.5151515151515151,0.6165413533834586
24,Pembro,Pembro,source biomarkers,STAD,SKCM,0.01,0.45454545454545453,0.5300751879699248
25,Pembro,Pembro,source biomarkers,STAD,SKCM,0.01,0.48484848484848486,0.5939849624060151
26,Pembro,Pembro,source biomarkers,STAD,SKCM,0.01,0.5757575757575758,0.6165413533834586
27,Pembro,Pembro,source biomarkers,STAD,SKCM,0.01,0.6060606060606061,0.6015037593984962
28,Pembro,Pembro,source biomarkers,STAD,SKCM,0.01,0.45454545454545453,0.42105263157894735
29,Pembro,Pembro,source biomarkers,STAD,SKCM,0.01,0.5454545454545454,0.5338345864661653
30,Pembro,Pembro,source biomarkers,STAD,SKCM,0.01,0.5151515151515151,0.5225563909774437
31,Pembro,Pembro,source biomarkers,STAD,SKCM,0.01,0.5454545454545454,0.5488721804511278
32,Pembro,Pembro,source biomarkers,STAD,SKCM,0.01,0.5454545454545454,0.5601503759398496
33,Pembro,Pembro,source biomarkers,STAD,SKCM,0.01,0.5757575757575758,0.5488721804511278
34,Pembro,Pembro,source biomarkers,STAD,SKCM,0.01,0.45454545454545453,0.5112781954887218
35,Pembro,Pembro,source biomarkers,STAD,SKCM,0.01,0.5151515151515151,0.4736842105263158
36,Pembro,Pembro,source biomarkers,STAD,SKCM,0.01,0.5757575757575758,0.6127819548872181
37,Pembro,Pembro,source biomarkers,STAD,SKCM,0.01,0.48484848484848486,0.5300751879699248
38,Pembro,Pembro,source biomarkers,STAD,SKCM,0.01,0.42424242424242425,0.4285714285714286
39,Pembro,Pembro,source biomarkers,STAD,SKCM,0.01,0.3939393939393939,0.40601503759398494
40,Pembro,Pembro,source biomarkers,STAD,SKCM,0.01,0.48484848484848486,0.443609022556391
41,Pembro,Pembro,source biomarkers,STAD,SKCM,0.01,0.42424242424242425,0.5977443609022557
42,Pembro,Pembro,source biomarkers,STAD,SKCM,0.01,0.5454545454545454,0.6240601503759399
43,Pembro,Pembro,source biomarkers,STAD,SKCM,0.01,0.5151515151515151,0.5827067669172932
44,Pembro,Pembro,source biomarkers,STAD,SKCM,0.01,0.5454545454545454,0.6278195488721805
45,Pembro,Pembro,source biomarkers,STAD,SKCM,0.01,0.42424242424242425,0.518796992481203
46,Pembro,Pembro,source biomarkers,STAD,SKCM,0.01,0.45454545454545453,0.5413533834586466
47,Pembro,Pembro,source biomarkers,STAD,SKCM,0.01,0.5757575757575758,0.6917293233082706
48,Pembro,Pembro,source biomarkers,STAD,SKCM,0.01,0.5151515151515151,0.5413533834586466
49,Pembro,Pembro,source biomarkers,STAD,SKCM,0.01,0.5151515151515151,0.6804511278195489
0,Pembro,Pembro,drug targets,STAD,SKCM,0.01,0.3939393939393939,0.5488721804511278
1,Pembro,Pembro,drug targets,STAD,SKCM,0.01,0.5757575757575758,0.5375939849624061
2,Pembro,Pembro,drug targets,STAD,SKCM,0.01,0.45454545454545453,0.3609022556390977
3,Pembro,Pembro,drug targets,STAD,SKCM,0.01,0.5454545454545454,0.6541353383458647
4,Pembro,Pembro,drug targets,STAD,SKCM,0.01,0.42424242424242425,0.4135338345864662
5,Pembro,Pembro,drug targets,STAD,SKCM,0.01,0.6363636363636364,0.6842105263157895
6,Pembro,Pembro,drug targets,STAD,SKCM,0.01,0.48484848484848486,0.6353383458646616
7,Pembro,Pembro,drug targets,STAD,SKCM,0.01,0.6363636363636364,0.6015037593984962
8,Pembro,Pembro,drug targets,STAD,SKCM,0.01,0.5757575757575758,0.5939849624060151
9,Pembro,Pembro,drug targets,STAD,SKCM,0.01,0.5151515151515151,0.575187969924812
10,Pembro,Pembro,drug targets,STAD,SKCM,0.01,0.6060606060606061,0.6842105263157895
11,Pembro,Pembro,drug targets,STAD,SKCM,0.01,0.5757575757575758,0.5225563909774437
12,Pembro,Pembro,drug targets,STAD,SKCM,0.01,0.5757575757575758,0.6278195488721805
13,Pembro,Pembro,drug targets,STAD,SKCM,0.01,0.5454545454545454,0.6278195488721805
14,Pembro,Pembro,drug targets,STAD,SKCM,0.01,0.45454545454545453,0.4849624060150376
15,Pembro,Pembro,drug targets,STAD,SKCM,0.01,0.45454545454545453,0.5375939849624061
16,Pembro,Pembro,drug targets,STAD,SKCM,0.01,0.5454545454545454,0.5526315789473685
17,Pembro,Pembro,drug targets,STAD,SKCM,0.01,0.3939393939393939,0.5
18,Pembro,Pembro,drug targets,STAD,SKCM,0.01,0.5454545454545454,0.5977443609022557
19,Pembro,Pembro,drug targets,STAD,SKCM,0.01,0.5454545454545454,0.5714285714285714
20,Pembro,Pembro,drug targets,STAD,SKCM,0.01,0.5454545454545454,0.5676691729323308
21,Pembro,Pembro,drug targets,STAD,SKCM,0.01,0.6060606060606061,0.5902255639097744
22,Pembro,Pembro,drug targets,STAD,SKCM,0.01,0.6060606060606061,0.5639097744360902
23,Pembro,Pembro,drug targets,STAD,SKCM,0.01,0.5151515151515151,0.5112781954887218
24,Pembro,Pembro,drug targets,STAD,SKCM,0.01,0.6060606060606061,0.5413533834586466
25,Pembro,Pembro,drug targets,STAD,SKCM,0.01,0.30303030303030304,0.2932330827067669
26,Pembro,Pembro,drug targets,STAD,SKCM,0.01,0.48484848484848486,0.4285714285714286
27,Pembro,Pembro,drug targets,STAD,SKCM,0.01,0.5757575757575758,0.5488721804511278
28,Pembro,Pembro,drug targets,STAD,SKCM,0.01,0.5151515151515151,0.5789473684210527
29,Pembro,Pembro,drug targets,STAD,SKCM,0.01,0.3939393939393939,0.4172932330827068
30,Pembro,Pembro,drug targets,STAD,SKCM,0.01,0.5454545454545454,0.6390977443609023
31,Pembro,Pembro,drug targets,STAD,SKCM,0.01,0.45454545454545453,0.4849624060150376
32,Pembro,Pembro,drug targets,STAD,SKCM,0.01,0.5757575757575758,0.5563909774436091
33,Pembro,Pembro,drug targets,STAD,SKCM,0.01,0.5151515151515151,0.5263157894736843
34,Pembro,Pembro,drug targets,STAD,SKCM,0.01,0.3333333333333333,0.37969924812030076
35,Pembro,Pembro,drug targets,STAD,SKCM,0.01,0.45454545454545453,0.5
36,Pembro,Pembro,drug targets,STAD,SKCM,0.01,0.48484848484848486,0.5563909774436091
37,Pembro,Pembro,drug targets,STAD,SKCM,0.01,0.5151515151515151,0.5413533834586466
38,Pembro,Pembro,drug targets,STAD,SKCM,0.01,0.48484848484848486,0.45112781954887216
39,Pembro,Pembro,drug targets,STAD,SKCM,0.01,0.45454545454545453,0.4210526315789474
40,Pembro,Pembro,drug targets,STAD,SKCM,0.01,0.48484848484848486,0.5676691729323309
41,Pembro,Pembro,drug targets,STAD,SKCM,0.01,0.48484848484848486,0.5827067669172933
42,Pembro,Pembro,drug targets,STAD,SKCM,0.01,0.48484848484848486,0.4586466165413534
43,Pembro,Pembro,drug targets,STAD,SKCM,0.01,0.42424242424242425,0.5
44,Pembro,Pembro,drug targets,STAD,SKCM,0.01,0.48484848484848486,0.4398496240601504
45,Pembro,Pembro,drug targets,STAD,SKCM,0.01,0.5151515151515151,0.5300751879699248
46,Pembro,Pembro,drug targets,STAD,SKCM,0.01,0.6363636363636364,0.6390977443609023
47,Pembro,Pembro,drug targets,STAD,SKCM,0.01,0.48484848484848486,0.5150375939849624
48,Pembro,Pembro,drug targets,STAD,SKCM,0.01,0.45454545454545453,0.5150375939849624
49,Pembro,Pembro,drug targets,STAD,SKCM,0.01,0.5757575757575758,0.6015037593984962
0,Pembro,Pembro,random sample,STAD,SKCM,0.01,0.5624242424242424,0.5316541353383459
1,Pembro,Pembro,random sample,STAD,SKCM,0.01,0.4800000000000001,0.4480451127819549
2,Pembro,Pembro,random sample,STAD,SKCM,0.01,0.5333333333333332,0.5174436090225565
3,Pembro,Pembro,random sample,STAD,SKCM,0.01,0.535151515151515,0.5530075187969925
4,Pembro,Pembro,random sample,STAD,SKCM,0.01,0.530909090909091,0.5395488721804511
5,Pembro,Pembro,random sample,STAD,SKCM,0.01,0.5163636363636364,0.4866917293233083
6,Pembro,Pembro,random sample,STAD,SKCM,0.01,0.5357575757575757,0.5507518796992482
7,Pembro,Pembro,random sample,STAD,SKCM,0.01,0.6163636363636363,0.6403007518796993
8,Pembro,Pembro,random sample,STAD,SKCM,0.01,0.5581818181818181,0.5547368421052632
9,Pembro,Pembro,random sample,STAD,SKCM,0.01,0.5242424242424243,0.5292481203007519
10,Pembro,Pembro,random sample,STAD,SKCM,0.01,0.4242424242424242,0.3826315789473685
11,Pembro,Pembro,random sample,STAD,SKCM,0.01,0.5696969696969697,0.621954887218045
12,Pembro,Pembro,random sample,STAD,SKCM,0.01,0.5684848484848485,0.5825563909774436
13,Pembro,Pembro,random sample,STAD,SKCM,0.01,0.47939393939393943,0.4565413533834586
14,Pembro,Pembro,random sample,STAD,SKCM,0.01,0.48909090909090913,0.4686466165413534
15,Pembro,Pembro,random sample,STAD,SKCM,0.01,0.5533333333333332,0.5452631578947369
16,Pembro,Pembro,random sample,STAD,SKCM,0.01,0.563030303030303,0.578421052631579
17,Pembro,Pembro,random sample,STAD,SKCM,0.01,0.5854545454545454,0.6089473684210527
18,Pembro,Pembro,random sample,STAD,SKCM,0.01,0.5406060606060605,0.5351879699248121
19,Pembro,Pembro,random sample,STAD,SKCM,0.01,0.5618181818181818,0.5748872180451127
20,Pembro,Pembro,random sample,STAD,SKCM,0.01,0.5199999999999999,0.48744360902255646
21,Pembro,Pembro,random sample,STAD,SKCM,0.01,0.5193939393939394,0.5242857142857144
22,Pembro,Pembro,random sample,STAD,SKCM,0.01,0.5715151515151514,0.5745112781954888
23,Pembro,Pembro,random sample,STAD,SKCM,0.01,0.6078787878787878,0.6471428571428571
24,Pembro,Pembro,random sample,STAD,SKCM,0.01,0.5969696969696969,0.6358646616541354
25,Pembro,Pembro,random sample,STAD,SKCM,0.01,0.5412121212121211,0.5581954887218045
26,Pembro,Pembro,random sample,STAD,SKCM,0.01,0.4927272727272728,0.4983458646616542
27,Pembro,Pembro,random sample,STAD,SKCM,0.01,0.5054545454545455,0.4850375939849625
28,Pembro,Pembro,random sample,STAD,SKCM,0.01,0.5490909090909091,0.5868421052631578
29,Pembro,Pembro,random sample,STAD,SKCM,0.01,0.4575757575757576,0.4133834586466165
30,Pembro,Pembro,random sample,STAD,SKCM,0.01,0.48727272727272736,0.498796992481203
31,Pembro,Pembro,random sample,STAD,SKCM,0.01,0.5163636363636364,0.5124812030075189
32,Pembro,Pembro,random sample,STAD,SKCM,0.01,0.5715151515151514,0.5916541353383459
33,Pembro,Pembro,random sample,STAD,SKCM,0.01,0.4672727272727273,0.4493233082706768
34,Pembro,Pembro,random sample,STAD,SKCM,0.01,0.5139393939393939,0.535563909774436
35,Pembro,Pembro,random sample,STAD,SKCM,0.01,0.5460606060606061,0.5855639097744361
36,Pembro,Pembro,random sample,STAD,SKCM,0.01,0.5363636363636364,0.5162406015037594
37,Pembro,Pembro,random sample,STAD,SKCM,0.01,0.4824242424242424,0.48195488721804514
38,Pembro,Pembro,random sample,STAD,SKCM,0.01,0.486060606060606,0.47323308270676684
39,Pembro,Pembro,random sample,STAD,SKCM,0.01,0.5121212121212121,0.5097744360902257
40,Pembro,Pembro,random sample,STAD,SKCM,0.01,0.58,0.6039849624060151
41,Pembro,Pembro,random sample,STAD,SKCM,0.01,0.5448484848484848,0.5559398496240602
42,Pembro,Pembro,random sample,STAD,SKCM,0.01,0.4800000000000001,0.45699248120300756
43,Pembro,Pembro,random sample,STAD,SKCM,0.01,0.5745454545454546,0.5796992481203007
44,Pembro,Pembro,random sample,STAD,SKCM,0.01,0.5236363636363637,0.543984962406015
45,Pembro,Pembro,random sample,STAD,SKCM,0.01,0.45515151515151514,0.45000000000000007
46,Pembro,Pembro,random sample,STAD,SKCM,0.01,0.5133333333333333,0.5209774436090225
47,Pembro,Pembro,random sample,STAD,SKCM,0.01,0.5006060606060606,0.49466165413533836
48,Pembro,Pembro,random sample,STAD,SKCM,0.01,0.4836363636363636,0.4768421052631579
49,Pembro,Pembro,random sample,STAD,SKCM,0.01,0.5812121212121213,0.6145112781954887
