,drug,tissue,feature,iter,feature_dim,Train Accuracy,Train ROC_AUC,Test Accuracy,Test ROC_AUC,Test TN,Test FP,Test FN,Test TP
0,erlotinib,BRCA,targets,0,2,0.6153846153846154,0.6917293233082706,1.0,1.0,7,0,0,2
1,erlotinib,BRCA,DiffExp,0,14,1.0,1.0,1.0,1.0,7,0,0,2
2,erlotinib,BRCA,edge,0,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
3,erlotinib,BRCA,edge,0,0,1.0,1.0,1.0,1.0,7,0,0,2
4,erlotinib,BRCA,edge-random,0,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
5,erlotinib,BRCA,edge-random,0,0,1.0,1.0,1.0,1.0,7,0,0,2
6,erlotinib,BRCA,node,0,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
7,erlotinib,BRCA,node,0,0,1.0,1.0,1.0,1.0,7,0,0,2
8,erlotinib,BRCA,node-random,0,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
9,erlotinib,BRCA,node-random,0,0,1.0,1.0,1.0,1.0,7,0,0,2
10,erlotinib,BRCA,node-norm,0,24,0.8461538461538461,0.9548872180451128,0.5555555555555556,0.5,4,3,1,1
11,erlotinib,BRCA,node-norm-random,0,24,1.0,1.0,0.6666666666666666,1.0,4,3,0,2
12,erlotinib,BRCA,targets,1,2,0.7307692307692307,0.8571428571428571,0.3333333333333333,0.9285714285714286,1,6,0,2
13,erlotinib,BRCA,DiffExp,1,14,1.0,1.0,0.8888888888888888,1.0,6,1,0,2
14,erlotinib,BRCA,edge,1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
15,erlotinib,BRCA,edge,1,0,1.0,1.0,0.8888888888888888,1.0,6,1,0,2
16,erlotinib,BRCA,edge-random,1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
17,erlotinib,BRCA,edge-random,1,0,1.0,1.0,0.8888888888888888,1.0,6,1,0,2
18,erlotinib,BRCA,node,1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
19,erlotinib,BRCA,node,1,0,1.0,1.0,0.8888888888888888,1.0,6,1,0,2
20,erlotinib,BRCA,node-random,1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
21,erlotinib,BRCA,node-random,1,0,1.0,1.0,0.8888888888888888,1.0,6,1,0,2
22,erlotinib,BRCA,node-norm,1,26,1.0,1.0,0.4444444444444444,0.5714285714285714,3,4,1,1
23,erlotinib,BRCA,node-norm-random,1,26,1.0,1.0,0.7777777777777778,0.8571428571428572,5,2,0,2
24,erlotinib,BRCA,targets,2,2,0.6538461538461539,0.8120300751879699,0.6666666666666666,0.6428571428571428,5,2,1,1
25,erlotinib,BRCA,DiffExp,2,14,1.0,1.0,1.0,1.0,7,0,0,2
26,erlotinib,BRCA,edge,2,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
27,erlotinib,BRCA,edge,2,0,1.0,1.0,1.0,1.0,7,0,0,2
28,erlotinib,BRCA,edge-random,2,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
29,erlotinib,BRCA,edge-random,2,0,1.0,1.0,1.0,1.0,7,0,0,2
30,erlotinib,BRCA,node,2,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
31,erlotinib,BRCA,node,2,0,1.0,1.0,1.0,1.0,7,0,0,2
32,erlotinib,BRCA,node-random,2,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
33,erlotinib,BRCA,node-random,2,0,1.0,1.0,1.0,1.0,7,0,0,2
34,erlotinib,BRCA,node-norm,2,27,0.9230769230769231,0.9774436090225564,0.5555555555555556,0.5714285714285714,5,2,2,0
35,erlotinib,BRCA,node-norm-random,2,27,1.0,1.0,0.7777777777777778,1.0,7,0,2,0
36,erlotinib,BRCA,targets,3,2,0.6153846153846154,0.774436090225564,0.6666666666666666,0.8571428571428572,5,2,1,1
37,erlotinib,BRCA,DiffExp,3,14,1.0,1.0,0.8888888888888888,1.0,6,1,0,2
38,erlotinib,BRCA,edge,3,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
39,erlotinib,BRCA,edge,3,0,1.0,1.0,0.8888888888888888,1.0,6,1,0,2
40,erlotinib,BRCA,edge-random,3,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
41,erlotinib,BRCA,edge-random,3,0,1.0,1.0,0.8888888888888888,1.0,6,1,0,2
42,erlotinib,BRCA,node,3,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
43,erlotinib,BRCA,node,3,0,1.0,1.0,0.8888888888888888,1.0,6,1,0,2
44,erlotinib,BRCA,node-random,3,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
45,erlotinib,BRCA,node-random,3,0,1.0,1.0,0.8888888888888888,1.0,6,1,0,2
46,erlotinib,BRCA,node-norm,3,29,0.9230769230769231,0.9924812030075189,0.5555555555555556,0.5,4,3,1,1
47,erlotinib,BRCA,node-norm-random,3,29,1.0,1.0,0.6666666666666666,0.7857142857142857,5,2,1,1
48,erlotinib,BRCA,targets,4,2,0.6538461538461539,0.7443609022556392,0.7777777777777778,1.0,5,2,0,2
49,erlotinib,BRCA,DiffExp,4,14,1.0,1.0,1.0,1.0,7,0,0,2
50,erlotinib,BRCA,edge,4,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
51,erlotinib,BRCA,edge,4,0,1.0,1.0,1.0,1.0,7,0,0,2
52,erlotinib,BRCA,edge-random,4,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
53,erlotinib,BRCA,edge-random,4,0,1.0,1.0,1.0,1.0,7,0,0,2
54,erlotinib,BRCA,node,4,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
55,erlotinib,BRCA,node,4,0,1.0,1.0,1.0,1.0,7,0,0,2
56,erlotinib,BRCA,node-random,4,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
57,erlotinib,BRCA,node-random,4,0,1.0,1.0,1.0,1.0,7,0,0,2
58,erlotinib,BRCA,node-norm,4,24,0.9615384615384616,0.9924812030075189,0.6666666666666666,0.5,6,1,2,0
59,erlotinib,BRCA,node-norm-random,4,24,1.0,1.0,0.8888888888888888,1.0,7,0,1,1
60,erlotinib,BRCA,targets,5,2,0.7307692307692307,0.774436090225564,0.6666666666666666,0.7857142857142857,5,2,1,1
61,erlotinib,BRCA,DiffExp,5,14,1.0,1.0,1.0,1.0,7,0,0,2
62,erlotinib,BRCA,edge,5,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
63,erlotinib,BRCA,edge,5,0,1.0,1.0,1.0,1.0,7,0,0,2
64,erlotinib,BRCA,edge-random,5,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
65,erlotinib,BRCA,edge-random,5,0,1.0,1.0,1.0,1.0,7,0,0,2
66,erlotinib,BRCA,node,5,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
67,erlotinib,BRCA,node,5,0,1.0,1.0,1.0,1.0,7,0,0,2
68,erlotinib,BRCA,node-random,5,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
69,erlotinib,BRCA,node-random,5,0,1.0,1.0,1.0,1.0,7,0,0,2
70,erlotinib,BRCA,node-norm,5,25,0.9615384615384616,0.9774436090225564,0.4444444444444444,0.7142857142857143,3,4,1,1
71,erlotinib,BRCA,node-norm-random,5,25,0.9230769230769231,0.9849624060150377,0.8888888888888888,1.0,6,1,0,2
72,erlotinib,BRCA,targets,6,2,0.6923076923076923,0.774436090225564,0.7777777777777778,0.8571428571428572,5,2,0,2
73,erlotinib,BRCA,DiffExp,6,14,1.0,1.0,1.0,1.0,7,0,0,2
74,erlotinib,BRCA,edge,6,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
75,erlotinib,BRCA,edge,6,0,1.0,1.0,1.0,1.0,7,0,0,2
76,erlotinib,BRCA,edge-random,6,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
77,erlotinib,BRCA,edge-random,6,0,1.0,1.0,1.0,1.0,7,0,0,2
78,erlotinib,BRCA,node,6,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
79,erlotinib,BRCA,node,6,0,1.0,1.0,1.0,1.0,7,0,0,2
80,erlotinib,BRCA,node-random,6,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
81,erlotinib,BRCA,node-random,6,0,1.0,1.0,1.0,1.0,7,0,0,2
82,erlotinib,BRCA,node-norm,6,27,0.9230769230769231,0.9849624060150377,0.8888888888888888,0.7142857142857143,7,0,1,1
83,erlotinib,BRCA,node-norm-random,6,27,0.9230769230769231,0.9924812030075189,0.6666666666666666,0.5714285714285714,5,2,1,1
84,erlotinib,BRCA,targets,7,2,0.6923076923076923,0.7443609022556392,0.6666666666666666,1.0,4,3,0,2
