,Edge,U,pval,adj_pvals
996,SH2B3;SETBP1,2530.5,0.20564865871665117,1.0
997,SH2B3;SRSF2,2587.0,0.286009955086579,1.0
998,SH2B3;TET2,2534.5,0.21060679531220006,1.0
999,SH2B3;ASXL1,2585.0,0.2826993594869446,1.0
1000,FBXW7;MSH6,3092.0,0.4802882692295365,1.0
1001,FBXW7;KRAS,3260.5,0.1935968509589664,1.0
1002,FBXW7;NOTCH2,3598.0,0.012806035402843393,0.8911872196071224
1003,FBXW7;MDM2,3150.5,0.3612587140835387,1.0
1004,FBXW7;CREBBP,3285.0,0.165640449668763,1.0
1005,FBXW7;CCDC6,3191.0,0.2921172432106791,1.0
1006,FBXW7;EP300,2993.5,0.719243898059823,1.0
1007,FBXW7;PIK3CA,3055.0,0.5644959836060295,1.0
1008,FBXW7;CUL3,3088.0,0.4888744736087969,1.0
1009,FBXW7;STAT3,2963.5,0.7996365697962398,1.0
1010,FBXW7;TP53,2897.5,0.9831368515747207,1.0
1011,FBXW7;ERBB2,3163.5,0.337834327851137,1.0
1012,FBXW7;EGFR,3140.0,0.3816262257876919,1.0
1013,FBXW7;ATM,3098.0,0.46682781446898225,1.0
1014,FBXW7;NPM1,3084.5,0.4967993122989155,1.0
1015,FBXW7;RUNX1,2966.0,0.7928962971859594,1.0
1016,FBXW7;USP9X,3578.5,0.015678101440132312,0.9152519648765606
1017,FBXW7;EZH2,3028.5,0.6293081229561277,1.0
1018,FBXW7;PPP2R1A,3024.0,0.6406541167359311,1.0
1019,FBXW7;STK11,3213.0,0.2571643411399136,1.0
1020,FBXW7;PHF6,3121.0,0.41893186131424043,1.0
1021,FBXW7;SMAD4,3164.0,0.33729900348414144,1.0
1022,FBXW7;SMARCA4,3301.0,0.1491810413050765,1.0
1023,FBXW7;MTOR,3029.5,0.6269985719464646,1.0
1024,FBXW7;NFKB2,3393.0,0.07750767344865404,1.0
1025,FBXW7;JUN,3108.5,0.4443757307427446,1.0
1026,FBXW7;PTEN,3144.0,0.3735928801162921,1.0
1027,FBXW7;ABL1,3057.5,0.5587510811780592,1.0
1028,FBXW7;MED12,3501.5,0.03175283453384637,1.0
1029,FBXW7;KDM6A,3539.5,0.022526642671709493,0.9236750205649095
1030,FBXW7;ACVR1,3481.5,0.037970723273304904,1.0
1031,FBXW7;HRAS,3204.5,0.270019373353538,1.0
1032,FBXW7;BRAF,3177.0,0.3141921164436139,1.0
1033,FBXW7;CCNC,3588.5,0.014187638076569734,0.9143339656704333
1034,FBXW7;JAK3,2956.5,0.8191001262190029,1.0
1035,FBXW7;FLI1,3378.0,0.0871223340927979,1.0
1036,FBXW7;MAML2,3573.5,0.01638223124993027,0.9152519648765606
1037,FBXW7;KMT2A,3546.5,0.02104382265775143,0.9152519648765606
1038,FBXW7;AKT1,3177.5,0.3138130894982587,1.0
1039,FBXW7;PTPN11,3038.0,0.605637978564973,1.0
1040,FBXW7;CTNNB1,3138.0,0.38517157177101746,1.0
1041,FBXW7;MYC,2927.5,0.8990950612105663,1.0
1042,CDH1;CCND1,2981.5,0.7515188686417278,1.0
1043,CDH1;KRAS,2940.5,0.8631317641048051,1.0
1044,CDH1;APC,2949.0,0.8397883986740866,1.0
1045,CDH1;CDK4,2862.5,0.9215542241068508,1.0
1046,CDH1;MDM2,2899.0,0.9789507958983971,1.0
1047,CDH1;POU5F1,2418.5,0.09669722856558068,1.0
1048,CDH1;ITGAV,2923.5,0.910424866167479,1.0
1049,CDH1;NF2,2839.0,0.8562555823145095,1.0
1050,CDH1;ERBB2,2891.0,1.0,1.0
1051,CDH1;PTPRC,2703.5,0.5107871965740258,1.0
1052,CDH1;CTNNB1,2958.5,0.8136800029774204,1.0
1053,CDH1;CREBBP,2304.5,0.039232862271311834,1.0
1054,CDH1;LATS1,2685.5,0.4709745054213881,1.0
1055,CDH1;CTNNA1,2611.0,0.325380969135863,1.0
1056,CDH1;TGFBR2,3091.5,0.48192967667806863,1.0
1057,CDH1;PTEN,2979.0,0.7582476272777201,1.0
1058,CDH1;RHOA,2923.0,0.9117596829800126,1.0
1059,CDH1;CTNND1,2758.5,0.6423740003989151,1.0
1060,CDH1;RPL22,2708.5,0.5222933301464112,1.0
1061,CDH1;MTOR,2885.0,0.9845658872855331,1.0
1062,CDH1;EGFR,2882.0,0.9761448224787751,1.0
1063,CDH1;AKT1,2982.5,0.7489187632825657,1.0
1064,CDH1;ZEB1,2521.0,0.19349730787603403,1.0
1065,CDH1;EP300,2585.5,0.28329566906985604,1.0
1066,CDH1;EZH2,2845.5,0.8742104830929139,1.0
1067,CDH1;TP53,2863.0,0.9229541564885609,1.0
1068,CDH1;JUN,2909.5,0.9495225756337504,1.0
1069,CDH1;SMAD4,2916.0,0.931326943891449,1.0
1070,CDH1;KDR,2833.5,0.840910372025695,1.0
1071,CDH1;STAT3,2809.0,0.7743544608381543,1.0
1072,CDH1;CBL,2371.5,0.06779392740773285,1.0
1073,CDH1;SRC,2796.0,0.7395323061476982,1.0
1074,CDH1;SMAD2,3034.5,0.615101000341967,1.0
1075,CDH1;AXIN1,2520.0,0.1923268607093963,1.0
1076,CDH1;CASP8,2894.0,0.9929820054791352,1.0
1077,CDH1;SMAD3,3040.0,0.6015743782034755,1.0
1078,CDH1;RPL10,2769.0,0.6693061764457544,1.0
1079,CDH1;NDRG1,2846.0,0.8756262316459275,1.0
1080,CDH1;RPL5,2741.5,0.6003984200365353,1.0
1081,CDH1;MYC,2863.0,0.9229540078892094,1.0
1082,CDH1;RAC1,2796.5,0.7408967454444383,1.0
1083,CDH1;CDK6,2913.5,0.938326219436896,1.0
1084,CDH1;MUC1,2856.5,0.9047262774317273,1.0
1085,CDH1;LMNA,2803.5,0.7594456826443838,1.0
1086,CDH1;LEF1,2410.0,0.09094864086640563,1.0
1087,CDH1;FGFR1,2796.5,0.7409243023663222,1.0
1088,CDH1;CXCR4,2762.5,0.6526130385919546,1.0
1089,CDH1;RAF1,2886.5,0.9887694846460792,1.0
1090,CDH1;BRCA1,2448.5,0.12003842394464609,1.0
1091,CDH1;MET,2842.5,0.865905638340304,1.0
1092,NDRG1;TP53,2921.5,0.915717724613333,1.0
1093,NDRG1;SGK1,2973.5,0.771498490238704,1.0
1094,NDRG1;ATP1A1,3048.0,0.5810212247408884,1.0
1095,NDRG1;MYC,2941.5,0.8599625783345477,1.0
1096,MAP2K2;MAPK1,2714.5,0.5355012890695683,1.0
1097,MAP2K2;KRAS,2750.5,0.6220273568502546,1.0
1098,MAP2K2;CTNNB1,2639.5,0.3771823886315696,1.0
1099,MAP2K2;PRKACA,2952.5,0.8294889144446249,1.0
1100,MAP2K2;ARAF,2705.0,0.5119718614626723,1.0
1101,MAP2K2;MAP2K1,2689.5,0.47756338043045987,1.0
1102,MAP2K2;BRAF,2592.0,0.29302605158060524,1.0
1103,MAP2K2;PTPN11,2618.0,0.3373327343942608,1.0
1104,MAP2K2;SGK1,2826.5,0.8216533233870499,1.0
1105,MAP2K2;MAP3K1,2691.5,0.4834084306429218,1.0
1106,MAP2K2;PPP2R1A,2704.0,0.5114506046974403,1.0
1107,MAP2K2;SRC,2636.5,0.3714168101154004,1.0
1108,MAP2K2;RAF1,2683.0,0.46416662683536836,1.0
1109,MAP2K2;YWHAE,2879.5,0.9690109969393448,1.0
1110,MAP2K2;HRAS,2724.5,0.5585958308271304,1.0
1111,MAP2K2;LMNA,3105.5,0.44853258065610213,1.0
1112,CTNND1;APC,2498.5,0.16701654365577323,1.0
1113,CTNND1;ERBB2,2572.0,0.2609934100238128,1.0
1114,CTNND1;EGFR,2484.0,0.15160831300549493,1.0
1115,CTNND1;CTNNA1,2487.0,0.15437863283959863,1.0
1116,CTNND1;MET,2469.5,0.13692731190011093,1.0
1117,CTNND1;RAC1,2591.5,0.29072353071114987,1.0
1118,CTNND1;SRC,2411.0,0.09052461691759192,1.0
1119,CTNND1;ARHGAP5,2777.0,0.6886669268343,1.0
1120,CTNND1;ARHGAP35,2668.5,0.4307053584593439,1.0
1121,CTNND1;MUC1,2620.0,0.3399866014670735,1.0
1122,CTNND1;PTPN6,2464.5,0.13254523591110665,1.0
1123,CTNND1;CTNNB1,2564.0,0.24964171733343998,1.0
1124,CTNND1;RHOA,2564.0,0.24895087039204233,1.0
1125,NSD3;BRD4,3020.0,0.6510872486884102,1.0
1126,NSD3;BRD3,3099.0,0.46524338388651665,1.0
1127,NSD3;MYC,2998.0,0.7078807241402258,1.0
1128,NSD3;SETD2,3136.0,0.38923737529797864,1.0
1129,NSD3;RAP1GDS1,2994.0,0.718291262856617,1.0
1130,NSD3;SETBP1,2972.5,0.7754261908853526,1.0
1131,NSD3;PSIP1,3258.5,0.19647811573675733,1.0
1132,NSD3;DDX10,3078.5,0.5106718654011813,1.0
1133,NFATC2;MAPK1,3612.0,0.011299807812101298,0.8802270154644928
1134,NFATC2;CREBBP,2756.5,0.6375836318372794,1.0
1135,NFATC2;EP300,2782.5,0.7042003605528228,1.0
1136,NFATC2;STAT3,2749.0,0.6188333911639845,1.0
1137,NFATC2;RUNX1,2794.0,0.7344050467683663,1.0
1138,NFATC2;IKZF1,3556.5,0.019381385286326408,0.9152519648765606
1139,NFATC2;SMAD3,3643.5,0.008202183715452201,0.7390531869625201
1140,NFATC2;JUN,2827.5,0.8247070113656969,1.0
1141,NFATC2;CREB1,2723.5,0.5571316254915212,1.0
1142,NF2;TSC2,2746.0,0.610435168131234,1.0
1143,NF2;KRAS,2931.0,0.8893619786119379,1.0
1144,NF2;TP53,2803.5,0.7593038549956558,1.0
1145,NF2;ERBB2,2727.5,0.5656207431707768,1.0
1146,NF2;EGFR,2753.5,0.629349830651221,1.0
1147,NF2;TSC1,2626.0,0.34989734012781915,1.0
1148,NF2;TRAF7,2929.0,0.8943052282597825,1.0
1149,NF2;SMARCE1,2796.5,0.7407610889407795,1.0
1150,NF2;SMARCB1,2716.0,0.5387984698123215,1.0
1151,NF2;RAC1,2763.5,0.6543642573230168,1.0
1152,NF2;BAP1,2735.5,0.5849965428149232,1.0
1153,NF2;NF1,2869.0,0.9395734558493553,1.0
1154,NF2;PTEN,2775.0,0.6838016998597896,1.0
1155,NF2;AKT1,2823.5,0.8134331203523935,1.0
1156,NF2;LATS1,2846.0,0.8755408404798544,1.0
1157,NF2;LATS2,2648.5,0.39418304644418545,1.0
1158,NF2;LZTR1,2686.5,0.4722579678786708,1.0
1159,NF2;CTNNB1,2810.5,0.7781056671474444,1.0
1160,BRIP1;MLH1,3003.5,0.6938082221669777,1.0
1161,BRIP1;MSH2,2952.5,0.8302161722507647,1.0
1162,BRIP1;BRCA1,3030.0,0.6263833542545163,1.0
1163,BRIP1;FANCD2,2957.5,0.8165211059074149,1.0
1164,BRIP1;FANCG,2970.0,0.7825310069979611,1.0
1165,BRIP1;RAD17,2972.5,0.7758497751449571,1.0
1166,BRIP1;ATM,3002.5,0.696410355069026,1.0
1167,BRIP1;PMS2,2973.0,0.7744996416153345,1.0
1168,BRIP1;BRCA2,3068.5,0.533829537382418,1.0
1169,BRIP1;POLD1,3048.0,0.5822375473509067,1.0
1170,BRIP1;FEN1,2895.5,0.9887810609268014,1.0
1171,BRIP1;TP53,3021.5,0.6477147030911687,1.0
1172,BRIP1;BARD1,2942.0,0.8590993977765929,1.0
1173,BRIP1;RFWD3,3038.0,0.6065522567063033,1.0
1174,BRIP1;ERCC3,2945.5,0.8494529864464365,1.0
1175,BRIP1;XPA,2850.5,0.8881752468544816,1.0
1176,BRIP1;ERCC4,2896.5,0.9859759716649398,1.0
1177,BRIP1;NBN,2967.0,0.7907053965800966,1.0
1178,BRIP1;FANCC,2946.5,0.8466684925041355,1.0
1179,BRIP1;POLE,3043.5,0.5931431793194444,1.0
1180,BRIP1;WRN,3091.0,0.4831151772417276,1.0
1181,BRIP1;ATR,3053.0,0.5702572386973627,1.0
1182,BRIP1;FANCF,3093.5,0.47761502503285147,1.0
1183,BRIP1;RAD51B,2968.0,0.7879955589871761,1.0
1184,BRIP1;PMS1,2979.0,0.7583948205727116,1.0
1185,CCND1;MAPK1,2590.0,0.2902261912491574,1.0
1186,CCND1;TSC2,2538.0,0.21421595812981542,1.0
1187,CCND1;NCOA2,2767.5,0.6652488474946496,1.0
1188,CCND1;STAT5B,2609.0,0.32125026817773494,1.0
1189,CCND1;FOXO3,2916.5,0.9297761793191616,1.0
1190,CCND1;AKT2,3029.5,0.627236279271846,1.0
1191,CCND1;ARID2,2561.5,0.2465176065244724,1.0
1192,CCND1;PTEN,2556.5,0.2389960959836367,1.0
1193,CCND1;RB1,2876.5,0.9606970911138951,1.0
1194,CCND1;BCL6,2752.5,0.6268679516667124,1.0
1195,CCND1;SMARCB1,2605.5,0.31491583909898235,1.0
1196,CCND1;BRAF,2686.0,0.4714807798935089,1.0
1197,CCND1;MTOR,2572.0,0.2621636494099231,1.0
1198,CCND1;AKT1,2644.5,0.3859609822301354,1.0
1199,CCND1;EGFR,2598.0,0.3033785552155496,1.0
1200,CCND1;MAML2,2685.0,0.4696348370792822,1.0
1201,CCND1;MAP2K1,2673.5,0.4448360184549933,1.0
1202,CCND1;CDKN1B,2752.0,0.6256810035745533,1.0
1203,CCND1;ERBB2,2719.0,0.5458305533961023,1.0
1204,CCND1;XPO1,2739.0,0.5941840989753451,1.0
1205,CCND1;ABL1,2629.0,0.3573756458983849,1.0
1206,CCND1;KRAS,2773.0,0.6792265158807658,1.0
1207,CCND1;PBRM1,2786.0,0.7125694477738351,1.0
1208,CCND1;NPM1,2665.0,0.42758039573802276,1.0
1209,CCND1;DNMT3A,2755.5,0.6346734777324534,1.0
1210,CCND1;DICER1,2758.5,0.642456193164483,1.0
1211,CCND1;STAT6,2186.0,0.012980878268787218,0.8911872196071224
1212,CCND1;CASP9,2627.0,0.35353211925745176,1.0
1213,CCND1;CTNNB1,2637.5,0.3730268175666117,1.0
1214,CCND1;CREBBP,2328.0,0.04738403053891251,1.0
1215,CCND1;PPARG,2717.0,0.5411532579308774,1.0
1216,CCND1;MDM2,2507.5,0.17690009577366206,1.0
1217,CCND1;CDK4,2537.0,0.21238376831808015,1.0
1218,CCND1;MYC,2566.0,0.25313209514750334,1.0
1219,CCND1;ARID1B,2697.0,0.4952137212132077,1.0
1220,CCND1;CDK6,2805.5,0.7647427174537762,1.0
1221,CCND1;MDM4,2560.5,0.24532928690804268,1.0
1222,CCND1;TCF7L2,2639.0,0.37585779243017525,1.0
1223,CCND1;ATM,2592.0,0.2931640560356459,1.0
1224,CCND1;CDKN2C,2543.0,0.22124872977875965,1.0
1225,CCND1;POU5F1,2582.0,0.2773736621828875,1.0
1226,CCND1;HRAS,2698.5,0.4987674661906394,1.0
1227,CCND1;NCOA1,2744.5,0.60717757473295,1.0
1228,CCND1;MET,2666.0,0.42951063525980937,1.0
1229,CCND1;BRCA1,2838.0,0.8532762886847045,1.0
1230,CCND1;CCND3,2708.0,0.5198900737312508,1.0
1231,CCND1;CDKN1A,2995.0,0.7151977157072833,1.0
1232,CCND1;JAK2,2681.0,0.4608055102795128,1.0
1233,CCND1;SMARCA4,2764.5,0.6572187404554659,1.0
1234,CCND1;LEF1,2551.0,0.2321313575753141,1.0
1235,CCND1;KLF6,2576.0,0.2684577069836084,1.0
1236,CCND1;FGFR1,2603.5,0.31236024309674715,1.0
1237,CCND1;PIK3CA,2600.5,0.3073035041222446,1.0
1238,CCND1;CXCR4,2599.5,0.3059233282941899,1.0
1239,CCND1;SMAD4,2739.0,0.5938509260124196,1.0
1240,CCND1;JUN,2763.0,0.6532604290734805,1.0
1241,CCND1;TP53,2550.0,0.23069931586097747,1.0
1242,CCND1;EZH2,2711.5,0.5283876448579341,1.0
1243,CCND1;HSP90AB1,2738.0,0.5913726532793939,1.0
1244,CCND1;EP300,2466.5,0.13553667375113387,1.0
1245,CCND1;NFE2L2,3053.5,0.5680421516087001,1.0
1246,CCND1;STAT3,2544.0,0.22190223980084522,1.0
1247,CCND1;RUNX1,2587.0,0.2852761969764249,1.0
1248,CCND1;SRC,2673.0,0.4439401866472482,1.0
1249,CCND1;ZEB1,2547.0,0.22648191948293506,1.0
1250,CCND1;CASP8,2808.5,0.7728238758755207,1.0
1251,CCND1;CREB1,2725.0,0.5602439630151224,1.0
1252,CCND1;PDGFRB,2814.0,0.787863165039028,1.0
1253,CCND1;SMAD2,2870.0,0.9425181876756153,1.0
1254,CCND1;BRCA2,2630.0,0.35920792376127697,1.0
1255,CCND1;AXIN1,2457.0,0.12669028587410872,1.0
1256,IL6ST;MAPK1,2735.0,0.5798709102536311,1.0
1257,IL6ST;PIK3CA,2761.5,0.647752270232067,1.0
1258,IL6ST;STAT3,2702.0,0.5051459153401321,1.0
1259,IL6ST;PIK3CB,2647.5,0.3887947943446456,1.0
1260,IL6ST;JAK1,2551.5,0.22834605781973372,1.0
1261,IL6ST;JAK3,2786.0,0.7121430875665435,1.0
1262,IL6ST;PIK3R1,2675.0,0.44529900918365906,1.0
1263,IL6ST;JAK2,2704.5,0.5100786912469472,1.0
1264,IL6ST;PTPN11,2638.5,0.3710920060733145,1.0
1265,BRCA1;STAG2,2811.5,0.7811731672979829,1.0
1266,BRCA1;MLH1,2882.5,0.977563241325551,1.0
1267,BRCA1;MSH2,2845.5,0.8743027186134893,1.0
1268,BRCA1;MSH6,2957.0,0.8178694292537569,1.0
1269,BRCA1;KRAS,2913.0,0.9397479203674474,1.0
1270,BRCA1;CDK4,2679.5,0.4581578007090922,1.0
1271,BRCA1;MDM2,2683.5,0.4667013582492944,1.0
1272,BRCA1;POU5F1,2580.5,0.27570287431460183,1.0
1273,BRCA1;BARD1,2896.0,0.9873782835451707,1.0
1274,BRCA1;CREBBP,2660.0,0.41770916172819583,1.0
1275,BRCA1;EP300,2770.0,0.6718157784830521,1.0
1276,BRCA1;PIK3CA,2647.5,0.39291898778688117,1.0
1277,BRCA1;CUL3,2546.5,0.22652192349373623,1.0
1278,BRCA1;STAT3,2573.5,0.26503291746439017,1.0
1279,BRCA1;NBN,2854.0,0.8978971535816287,1.0
1280,BRCA1;PMS2,2886.5,0.9887807284005481,1.0
1281,BRCA1;RB1,2679.0,0.4571225515981431,1.0
1282,BRCA1;PML,2811.0,0.7798718879945881,1.0
1283,BRCA1;TP53,2752.0,0.626361125033176,1.0
1284,BRCA1;ERBB2,2594.5,0.2979815500782229,1.0
1285,BRCA1;EGFR,2741.5,0.6003986548601293,1.0
1286,BRCA1;ATM,2749.0,0.6188679769596015,1.0
1287,BRCA1;ERCC3,2909.5,0.9495490855075033,1.0
1288,BRCA1;FANCD2,2883.0,0.9789654875798505,1.0
1289,BRCA1;FANCC,2914.0,0.9369542899231769,1.0
1290,BRCA1;NPM1,2671.0,0.44032402278065397,1.0
1291,BRCA1;RAD21,2768.0,0.6666634758682175,1.0
1292,BRCA1;WRN,2866.5,0.9327642231059816,1.0
1293,BRCA1;FEN1,2741.0,0.5992139184738987,1.0
1294,BRCA1;ERCC4,2846.0,0.87569127211007,1.0
1295,BRCA1;EZH2,2669.5,0.4370420280023788,1.0
1296,BRCA1;POLE,2846.0,0.8756955621454491,1.0
1297,BRCA1;STK11,2654.5,0.40662124485215745,1.0
1298,BRCA1;FANCF,2828.0,0.8260989381661792,1.0
1299,BRCA1;SMAD3,2687.5,0.47543220862239,1.0
1300,BRCA1;FOXO3,2784.0,0.7080432105490169,1.0
1301,BRCA1;SMARCB1,2717.5,0.5429873508349113,1.0
1302,BRCA1;ATR,2920.5,0.9188027156487945,1.0
1303,BRCA1;SMARCA4,2714.5,0.5360110063679862,1.0
1304,BRCA1;HNRNPA2B1,2820.5,0.8056142533440953,1.0
1305,BRCA1;POT1,2714.5,0.5360207316502894,1.0
1306,BRCA1;NF1,2691.0,0.4830528564423372,1.0
1307,BRCA1;ARNT,2725.5,0.5618083320424455,1.0
1308,BRCA1;TOP1,2780.0,0.6976619886880577,1.0
1309,BRCA1;MDM4,2779.0,0.6950312049073091,1.0
1310,BRCA1;LMNA,2601.5,0.30959494448565605,1.0
1311,BRCA1;FLNA,2699.5,0.5019454653174402,1.0
1312,BRCA1;JUN,2687.0,0.4743200483465758,1.0
1313,BRCA1;HSP90AB1,2686.0,0.47207678115498786,1.0
1314,BRCA1;PTEN,2750.0,0.621299246687418,1.0
1315,BRCA1;ABL1,2559.0,0.24379599840135002,1.0
1316,BRCA1;ATRX,2954.0,0.8260657397601804,1.0
1317,BRCA1;SRC,2570.5,0.26058516524291275,1.0
1318,BRCA1;XPA,2956.5,0.8192674324319231,1.0
1319,BRCA1;BCOR,2822.0,0.8097057411780375,1.0
1320,BRCA1;FANCG,2976.5,0.7650822704983529,1.0
1321,BRCA1;BRCA2,2948.0,0.8425586367129352,1.0
1322,BRCA1;NSD2,2693.0,0.48746129189332477,1.0
1323,BRCA1;STAG1,2780.0,0.6976638410890683,1.0
1324,BRCA1;AKT2,2767.0,0.6641363029266052,1.0
1325,BRCA1;KEAP1,2645.0,0.3879848164689602,1.0
1326,BRCA1;NFE2L2,2793.5,0.7329398758072629,1.0
1327,BRCA1;MAP3K1,2678.5,0.45606581558047676,1.0
1328,BRCA1;CDKN1A,2974.0,0.7717545169155682,1.0
1329,BRCA1;XPO1,2688.0,0.4765385650187681,1.0
1330,BRCA1;NCOA1,2826.5,0.821970633546057,1.0
1331,BRCA1;CREB1,2717.0,0.5418625285480282,1.0
1332,BRCA1;CDK12,2785.5,0.7120189034059172,1.0
1333,BRCA1;NCOA2,2899.5,0.9775587734407314,1.0
1334,BRCA1;EWSR1,2783.5,0.7067621598924854,1.0
1335,BRCA1;PMS1,2856.5,0.9048596342128393,1.0
1336,BRCA1;BAP1,2754.0,0.6313231277605953,1.0
1337,BRCA1;POLR2A,2784.5,0.7093278316471823,1.0
1338,BRCA1;POLD1,2937.5,0.8715454249893188,1.0
1339,BRCA1;AKT3,2783.5,0.7067504418090655,1.0
1340,BRCA1;IKBKB,2767.5,0.6653873050778738,1.0
1341,BRCA1;BCLAF1,2849.0,0.8840056033789164,1.0
1342,BRCA1;RAD17,2824.5,0.8165259831457347,1.0
1343,BRCA1;MYC,2787.5,0.7172597311069697,1.0
1344,BRCA1;CTNNB1,2632.0,0.3633948064104371,1.0
1345,BRCA1;PIK3R1,2524.5,0.19816816460233633,1.0
1346,BRCA1;RAD51B,2874.0,0.9537467050695003,1.0
1347,BRCA1;ERCC5,2664.0,0.42583135690446017,1.0
1348,BRCA1;AKT1,2700.5,0.5040808159359442,1.0
1349,BRCA1;DROSHA,2740.5,0.597946026939455,1.0
1350,BRCA1;MUTYH,2884.5,0.9831696494535676,1.0
1351,BRCA1;BRAF,2845.5,0.8742893823496158,1.0
1352,MED12;CDK4,3391.5,0.07810393514760909,1.0
1353,MED12;CREBBP,3258.0,0.1966151565673735,1.0
1354,MED12;EP300,3292.5,0.15780932435959916,1.0
1355,MED12;BRD4,3190.0,0.29311348389553804,1.0
1356,MED12;CDK6,3363.5,0.09631481849413288,1.0
1357,MED12;NCOR1,3295.5,0.15437151531934165,1.0
1358,MED12;TP53,3252.5,0.20372184784813907,1.0
1359,MED12;THRAP3,3363.5,0.09667956460352331,1.0
1360,MED12;TRRAP,3138.0,0.385304083263429,1.0
1361,MED12;QKI,3420.5,0.06260517257611802,1.0
1362,MED12;FLNA,3356.0,0.10224851653494453,1.0
1363,MED12;CCNC,3342.0,0.1121929402469637,1.0
1364,MED12;NCOR2,3284.5,0.1660109149034471,1.0
1365,MED12;NCOA2,3417.0,0.06436654997353544,1.0
1366,MED12;KDM5C,3149.0,0.3649962881115637,1.0
1367,MED12;CTNNB1,3304.0,0.14631657610108303,1.0
1368,IKBKB;BCL3,2672.5,0.4434617621933298,1.0
1369,IKBKB;TSC2,2994.5,0.7167767963655473,1.0
1370,IKBKB;CREBBP,2781.5,0.701591021756347,1.0
1371,IKBKB;BIRC3,2953.5,0.8274693724975977,1.0
1372,IKBKB;STAT3,2791.0,0.726473843619932,1.0
1373,IKBKB;TP53,2829.5,0.8302062607824046,1.0
1374,IKBKB;NFKBIE,2720.0,0.5488989667929589,1.0
1375,IKBKB;ATM,3087.0,0.4915206945004308,1.0
1376,IKBKB;TSC1,3301.0,0.14879385932716316,1.0
1377,IKBKB;FOXO3,3177.5,0.31346888773269077,1.0
1378,IKBKB;CASP8,2945.0,0.8501456760806027,1.0
1379,IKBKB;MTOR,2808.5,0.7729065015742372,1.0
1380,IKBKB;NFKB2,2739.5,0.595446366608724,1.0
1381,IKBKB;JUN,2867.5,0.935555877081643,1.0
1382,IKBKB;HSP90AB1,2964.5,0.7973130968753431,1.0
1383,IKBKB;PTEN,2919.5,0.9214834229524695,1.0
1384,IKBKB;SRC,2985.5,0.7408798201718054,1.0
1385,IKBKB;TRIM27,3264.5,0.18923581055066863,1.0
1386,IKBKB;AKT2,3214.5,0.25542009721721315,1.0
1387,IKBKB;KEAP1,2788.5,0.7195411785390073,1.0
1388,IKBKB;MAP3K1,2897.5,0.9831570859771463,1.0
1389,IKBKB;CYLD,3164.0,0.33695423033327987,1.0
1390,IKBKB;MUC1,2914.0,0.9368883043186366,1.0
1391,IKBKB;MYC,2789.5,0.7225479322459735,1.0
1392,IKBKB;CLTC,3309.5,0.14134555826085302,1.0
1393,IKBKB;BTK,3290.5,0.15977094201297337,1.0
1394,IKBKB;BCL10,2703.0,0.5097543124895476,1.0
1395,IKBKB;AKT3,2967.0,0.7902943042917174,1.0
1396,IKBKB;AKT1,2810.0,0.777063031723582,1.0
1397,IKBKB;PTPN11,2861.0,0.9173198334204778,1.0
1398,IKBKB;MYD88,2812.0,0.782542896562503,1.0
1399,IKBKB;MALT1,2686.5,0.47324854644077385,1.0
1400,IKBKB;TNFAIP3,2728.5,0.5690134496995564,1.0
1401,IKBKB;CTNNB1,3066.0,0.5393874902774648,1.0
1402,MEN1;MYH9,2652.0,0.40173289018006997,1.0
1403,MEN1;CDKN1B,2673.0,0.4443762216027626,1.0
1404,MEN1;MLLT1,2644.0,0.38611149802111155,1.0
1405,MEN1;SMAD2,2710.5,0.5268247686119616,1.0
1406,MEN1;KMT2C,2699.0,0.5006456209350156,1.0
1407,MEN1;CDKN2C,2802.0,0.7556608411534533,1.0
1408,MEN1;DAXX,2687.5,0.4753272089272518,1.0
1409,MEN1;TP53,2624.5,0.3495870738532588,1.0
1410,MEN1;ATM,2651.0,0.3996572420199753,1.0
1411,MEN1;FANCD2,2664.5,0.4267817305437075,1.0
1412,MEN1;EZH2,2643.5,0.3851018689527027,1.0
1413,MEN1;SMAD3,2779.5,0.6963614611326399,1.0
1414,MEN1;ATRX,2676.0,0.45057405450442367,1.0
1415,MEN1;SETD1B,2640.5,0.37941045911155946,1.0
1416,MEN1;TCF7L2,2575.0,0.26726645812787186,1.0
1417,MEN1;MYC,2616.0,0.3344272313503227,1.0
1418,MEN1;NF1,2695.0,0.49175210613694864,1.0
1419,MEN1;SDHB,2699.5,0.5018677461933394,1.0
1420,MEN1;SMAD4,2686.5,0.4731638307526631,1.0
1421,MEN1;CDC73,2665.0,0.42776669864404504,1.0
1422,MEN1;MUTYH,2693.0,0.4873442530717508,1.0
1423,MEN1;AKT1,2652.0,0.4016819109700519,1.0
1424,MEN1;PSIP1,2743.0,0.6040667473062756,1.0
1425,MEN1;KDM6A,2627.5,0.3551010354975308,1.0
1426,MEN1;KMT2A,2612.0,0.32738211306812304,1.0
1427,MEN1;PRKAR1A,2675.0,0.4486352746318064,1.0
1428,MEN1;CTNNB1,2608.0,0.3205162766537797,1.0
1429,MEN1;SDHD,2711.0,0.5279197623334739,1.0
1430,CLIP1;APC,3039.0,0.6037818159761746,1.0
1431,CLIP1;HOOK3,3032.0,0.6208369043233812,1.0
1432,CLIP1;EML4,3264.0,0.18974407119250425,1.0
1433,CLIP1;RAC1,3025.0,0.6383060094204713,1.0
