,drug,tissue,feature,iter,Train Accuracy,Train ROC_AUC,Test Accuracy,Test ROC_AUC,Test TN,Test FP,Test FN,Test TP
54,Nivo,SKCM,norm-node,4,0.5308641975308642,0.5104895104895105,0.42857142857142855,0.5614035087719299,6,13,3,6
55,Nivo,SKCM,norm-node,5,0.5432098765432098,0.5615384615384615,0.5,0.3742690058479532,10,9,5,4
56,Nivo,SKCM,norm-node,6,0.49382716049382713,0.5097902097902098,0.39285714285714285,0.39181286549707606,8,11,6,3
57,Nivo,SKCM,norm-node,7,0.5679012345679012,0.5300699300699301,0.39285714285714285,0.4970760233918129,7,12,5,4
58,Nivo,SKCM,norm-node,8,0.5555555555555556,0.5342657342657343,0.4642857142857143,0.4736842105263158,8,11,4,5
59,Nivo,SKCM,norm-node,9,0.5308641975308642,0.5146853146853146,0.4642857142857143,0.5263157894736843,7,12,3,6
60,Nivo,SKCM,norm-node,10,0.5308641975308642,0.5398601398601398,0.5357142857142857,0.46783625730994155,9,10,3,6
61,Nivo,SKCM,norm-node,11,0.5432098765432098,0.5706293706293706,0.5,0.37426900584795325,8,11,3,6
62,Nivo,SKCM,norm-node,12,0.5185185185185185,0.5234265734265735,0.32142857142857145,0.347953216374269,6,13,6,3
63,Nivo,SKCM,norm-node,13,0.5679012345679012,0.5814685314685315,0.4642857142857143,0.34210526315789475,10,9,6,3
64,Nivo,SKCM,norm-node,14,0.5679012345679012,0.5755244755244756,0.4642857142857143,0.39766081871345027,11,8,7,2
65,Nivo,SKCM,norm-node,15,0.5432098765432098,0.5237762237762238,0.5,0.5614035087719298,10,9,5,4
66,Nivo,SKCM,norm-node,16,0.5802469135802469,0.5828671328671329,0.39285714285714285,0.34210526315789475,7,12,5,4
67,Nivo,SKCM,norm-node,17,0.5308641975308642,0.5286713286713286,0.5357142857142857,0.5321637426900585,10,9,4,5
68,Nivo,SKCM,norm-node,18,0.5185185185185185,0.5188811188811189,0.39285714285714285,0.3742690058479532,9,10,7,2
69,Nivo,SKCM,norm-node,19,0.5185185185185185,0.544055944055944,0.5714285714285714,0.4619883040935673,11,8,4,5
70,Nivo,SKCM,norm-node,20,0.5432098765432098,0.518881118881119,0.4642857142857143,0.5087719298245614,7,12,3,6
71,Nivo,SKCM,norm-node,21,0.5185185185185185,0.4986013986013986,0.4642857142857143,0.5789473684210527,6,13,2,7
72,Nivo,SKCM,norm-node,22,0.4691358024691358,0.5244755244755245,0.5,0.3801169590643275,10,9,5,4
73,Nivo,SKCM,norm-node,23,0.5555555555555556,0.5629370629370629,0.4642857142857143,0.4152046783625731,10,9,6,3
74,Nivo,SKCM,norm-node,24,0.5308641975308642,0.5073426573426574,0.5357142857142857,0.5526315789473685,10,9,4,5
