drug,source tissue,target tissue,type,feature,pval,iter,feature_dim,Train Accuracy,Train ROC_AUC,Test Accuracy,Test ROC_AUC,Test TN,Test FP,Test FN,Test TP
erlotinib,BRCA,LUAD,strict,norm-node,0.05,0,21,0.7333333333333333,0.7936507936507936,0.6875,0.6166666666666665,8,2,3,3
erlotinib,BRCA,LUAD,strict,norm-node,0.05,1,21,0.7777777777777778,0.8909465020576132,0.5,0.39583333333333337,2,2,6,6
erlotinib,BRCA,LUAD,strict,norm-node,0.05,2,21,0.7777777777777778,0.8333333333333333,0.6875,0.5555555555555556,5,2,3,6
erlotinib,BRCA,LUAD,strict,norm-node,0.05,3,21,0.6888888888888889,0.806,0.5,0.5833333333333334,3,3,5,5
erlotinib,BRCA,LUAD,strict,norm-node,0.05,4,21,0.8888888888888888,0.9380000000000001,0.5625,0.4166666666666667,3,3,4,6
erlotinib,BRCA,LUAD,strict,norm-node,0.05,5,21,0.8666666666666667,0.9444444444444444,0.375,0.3015873015873016,2,5,5,4
erlotinib,BRCA,LUAD,strict,norm-node,0.05,6,21,0.7555555555555555,0.8805668016194332,0.375,0.2545454545454545,1,4,6,5
erlotinib,BRCA,LUAD,strict,norm-node,0.05,7,21,0.7777777777777778,0.8380566801619433,0.5,0.36363636363636365,0,5,3,8
erlotinib,BRCA,LUAD,strict,norm-node,0.05,8,21,0.6888888888888889,0.8003952569169961,0.625,0.765625,7,1,5,3
erlotinib,BRCA,LUAD,strict,norm-node,0.05,9,21,0.7777777777777778,0.834,0.5,0.5166666666666666,2,4,4,6
erlotinib,BRCA,LUAD,strict,norm-node,0.05,10,21,0.8,0.844,0.5625,0.4,1,5,2,8
erlotinib,BRCA,LUAD,strict,norm-node,0.05,11,21,0.8,0.852,0.5625,0.6000000000000001,4,2,5,5
erlotinib,BRCA,LUAD,strict,norm-node,0.05,12,21,0.8666666666666667,0.9444444444444444,0.375,0.39682539682539686,3,4,6,3
erlotinib,BRCA,LUAD,strict,norm-node,0.05,13,21,0.8,0.8670634920634921,0.5625,0.6666666666666667,4,6,1,5
erlotinib,BRCA,LUAD,strict,norm-node,0.05,14,21,0.7777777777777778,0.8829365079365079,0.3125,0.18333333333333332,5,5,6,0
erlotinib,BRCA,LUAD,strict,norm-node,0.05,15,21,0.8222222222222222,0.871031746031746,0.5,0.4166666666666667,4,6,2,4
erlotinib,BRCA,LUAD,strict,norm-node,0.05,16,21,0.8,0.854,0.5,0.2666666666666666,1,5,3,7
erlotinib,BRCA,LUAD,strict,norm-node,0.05,17,21,0.7333333333333333,0.8517786561264823,0.6875,0.5555555555555556,6,3,2,5
erlotinib,BRCA,LUAD,strict,norm-node,0.05,18,21,0.8444444444444444,0.924901185770751,0.625,0.5555555555555556,4,5,1,6
erlotinib,BRCA,LUAD,strict,norm-node,0.05,19,21,0.8222222222222222,0.876,0.4375,0.4363636363636364,5,6,3,2
erlotinib,BRCA,LUAD,strict,norm-node-matched-random,0.05,0,21,0.8,0.8814229249011858,0.6875,0.703125,4,4,1,7
erlotinib,BRCA,LUAD,strict,norm-node-matched-random,0.05,1,21,0.8666666666666667,0.9189723320158103,0.5625,0.5079365079365079,5,4,3,4
erlotinib,BRCA,LUAD,strict,norm-node-matched-random,0.05,2,21,0.9111111111111111,0.9285714285714286,0.625,0.6190476190476191,5,2,4,5
erlotinib,BRCA,LUAD,strict,norm-node-matched-random,0.05,3,21,0.7777777777777778,0.8809523809523809,0.625,0.6833333333333333,7,3,3,3
erlotinib,BRCA,LUAD,strict,norm-node-matched-random,0.05,4,21,0.8888888888888888,0.9466403162055337,0.4375,0.4444444444444445,5,4,5,2
erlotinib,BRCA,LUAD,strict,norm-node-matched-random,0.05,5,21,0.9111111111111111,0.9801587301587301,0.625,0.4761904761904762,5,2,4,5
erlotinib,BRCA,LUAD,strict,norm-node-matched-random,0.05,6,21,0.8222222222222222,0.9090909090909092,0.5,0.5873015873015873,3,6,2,5
erlotinib,BRCA,LUAD,strict,norm-node-matched-random,0.05,7,21,0.8666666666666667,0.9484126984126984,0.4375,0.5666666666666667,4,6,3,3
erlotinib,BRCA,LUAD,strict,norm-node-matched-random,0.05,8,21,0.8444444444444444,0.8932806324110671,0.625,0.65625,4,4,2,6
erlotinib,BRCA,LUAD,strict,norm-node-matched-random,0.05,9,21,0.8222222222222222,0.8972332015810277,0.5625,0.59375,4,4,3,5
erlotinib,BRCA,LUAD,strict,norm-node-matched-random,0.05,10,21,0.8444444444444444,0.906,0.625,0.5666666666666667,3,3,3,7
erlotinib,BRCA,LUAD,strict,norm-node-matched-random,0.05,11,21,0.9333333333333333,0.9822134387351777,0.4375,0.3174603174603175,4,5,4,3
erlotinib,BRCA,LUAD,strict,norm-node-matched-random,0.05,12,21,0.9111111111111111,0.9523809523809523,0.5625,0.6825396825396826,5,2,5,4
erlotinib,BRCA,LUAD,strict,norm-node-matched-random,0.05,13,21,0.8222222222222222,0.8932806324110671,0.4375,0.5625,4,4,5,3
erlotinib,BRCA,LUAD,strict,norm-node-matched-random,0.05,14,21,0.8888888888888888,0.958498023715415,0.4375,0.4126984126984127,4,5,4,3
erlotinib,BRCA,LUAD,strict,norm-node-matched-random,0.05,15,21,0.9333333333333333,0.924901185770751,0.625,0.6666666666666667,8,1,5,2
erlotinib,BRCA,LUAD,strict,norm-node-matched-random,0.05,16,21,0.9111111111111111,0.9525691699604744,0.5625,0.5873015873015872,5,4,3,4
erlotinib,BRCA,LUAD,strict,norm-node-matched-random,0.05,17,21,0.8222222222222222,0.865612648221344,0.625,0.546875,5,3,3,5
erlotinib,BRCA,LUAD,strict,norm-node-matched-random,0.05,18,21,0.8444444444444444,0.898,0.75,0.6833333333333333,5,1,3,7
erlotinib,BRCA,LUAD,strict,norm-node-matched-random,0.05,19,21,0.8,0.8873517786561265,0.5625,0.5,5,3,4,4
