drug,source tissue,target tissue,feature,pval,iter,feature_dim,Train Accuracy,Train ROC_AUC,Test Accuracy,Test ROC_AUC,Test TN,Test FP,Test FN,Test TP
Atezo,BLCA,KIRC,edge,0.1,27,183,0.944,0.9867936117936118,0.6190476190476191,0.5722222222222222,22,8,8,4
Atezo,BLCA,KIRC,edge,0.1,28,183,0.96,0.9963144963144963,0.5476190476190477,0.5111111111111111,19,11,8,4
Atezo,BLCA,KIRC,edge,0.1,29,183,1.0,1.0,0.6904761904761905,0.6916666666666667,24,6,7,5
Atezo,BLCA,KIRC,edge,0.1,30,183,0.968,0.9932432432432433,0.6666666666666666,0.5472222222222223,25,5,9,3
Atezo,BLCA,KIRC,edge,0.1,31,183,0.984,0.9981572481572482,0.5238095238095238,0.5111111111111111,20,10,10,2
Atezo,BLCA,KIRC,edge,0.1,32,183,0.976,0.9996928746928747,0.5714285714285714,0.586111111111111,20,10,8,4
Atezo,BLCA,KIRC,edge,0.1,33,183,0.944,0.995085995085995,0.6190476190476191,0.525,23,7,9,3
Atezo,BLCA,KIRC,edge,0.1,34,183,0.984,0.9990786240786241,0.5714285714285714,0.5972222222222223,19,11,7,5
Atezo,BLCA,KIRC,edge,0.1,35,183,0.984,1.0,0.5476190476190477,0.5722222222222223,18,12,7,5
Atezo,BLCA,KIRC,edge,0.1,36,183,0.944,0.9935503685503686,0.6428571428571429,0.6305555555555555,20,10,5,7
Atezo,BLCA,KIRC,edge,0.1,37,183,1.0,1.0,0.5952380952380952,0.7055555555555555,21,9,8,4
Atezo,BLCA,KIRC,edge,0.1,38,183,1.0,1.0,0.6428571428571429,0.5138888888888888,21,9,6,6
Atezo,BLCA,KIRC,edge,0.1,39,183,0.96,0.9941646191646192,0.5714285714285714,0.5805555555555555,20,10,8,4
Atezo,BLCA,KIRC,edge,0.1,40,183,0.96,0.9975429975429976,0.7857142857142857,0.7555555555555555,27,3,6,6
Atezo,BLCA,KIRC,edge,0.1,41,183,0.984,0.9993857493857494,0.5714285714285714,0.5222222222222223,20,10,8,4
Atezo,BLCA,KIRC,edge,0.1,42,183,0.992,1.0,0.5238095238095238,0.45833333333333337,20,10,10,2
Atezo,BLCA,KIRC,edge,0.1,43,183,0.992,1.0,0.7619047619047619,0.6361111111111112,26,4,6,6
Atezo,BLCA,KIRC,edge,0.1,44,183,0.936,0.9910933660933661,0.5952380952380952,0.6444444444444444,18,12,5,7
Atezo,BLCA,KIRC,edge,0.1,45,183,0.992,1.0,0.5,0.5138888888888888,18,12,9,3
Atezo,BLCA,KIRC,edge,0.1,46,183,0.976,0.9981572481572482,0.5952380952380952,0.5,23,7,10,2
Atezo,BLCA,KIRC,edge,0.1,47,183,0.968,0.9987714987714988,0.5,0.5055555555555555,17,13,8,4
Atezo,BLCA,KIRC,edge,0.1,48,183,0.968,0.9947788697788698,0.7380952380952381,0.5805555555555555,27,3,8,4
Atezo,BLCA,KIRC,edge,0.1,49,183,1.0,1.0,0.5714285714285714,0.5444444444444445,21,9,9,3
Atezo,BLCA,KIRC,edge,0.1,50,183,0.976,0.9993857493857494,0.5714285714285714,0.5361111111111112,21,9,9,3
Atezo,BLCA,KIRC,edge,0.1,51,183,1.0,1.0,0.6904761904761905,0.5666666666666667,25,5,8,4
Atezo,BLCA,KIRC,edge,0.1,52,183,0.96,0.9996928746928747,0.5476190476190477,0.5027777777777778,19,11,8,4
Atezo,BLCA,KIRC,edge,0.1,53,183,0.976,1.0,0.5,0.44999999999999996,18,12,9,3
Atezo,BLCA,KIRC,edge,0.1,54,183,0.984,0.9990786240786241,0.6904761904761905,0.6722222222222222,25,5,8,4
Atezo,BLCA,KIRC,edge,0.1,55,183,1.0,1.0,0.5952380952380952,0.5083333333333333,20,10,7,5
Atezo,BLCA,KIRC,edge,0.1,56,183,0.976,0.9978501228501229,0.6190476190476191,0.7222222222222222,18,12,4,8
Atezo,BLCA,KIRC,edge,0.1,57,183,1.0,1.0,0.5476190476190477,0.5916666666666667,15,15,4,8
Atezo,BLCA,KIRC,edge,0.1,58,183,0.992,1.0,0.7380952380952381,0.7527777777777778,25,5,6,6
Atezo,BLCA,KIRC,edge,0.1,59,183,0.984,1.0,0.5476190476190477,0.5249999999999999,18,12,7,5
Atezo,BLCA,KIRC,edge,0.1,60,183,0.976,0.9969287469287469,0.5238095238095238,0.6722222222222222,14,16,4,8
Atezo,BLCA,KIRC,edge,0.1,61,183,0.984,0.9993857493857494,0.5952380952380952,0.6472222222222221,19,11,6,6
Atezo,BLCA,KIRC,edge,0.1,62,183,0.976,1.0,0.5476190476190477,0.49444444444444446,19,11,8,4
Atezo,BLCA,KIRC,edge,0.1,63,183,1.0,1.0,0.47619047619047616,0.4138888888888889,14,16,6,6
Atezo,BLCA,KIRC,edge,0.1,64,183,0.976,1.0,0.5,0.4388888888888889,19,11,10,2
Atezo,BLCA,KIRC,edge,0.1,65,183,0.976,0.9966216216216216,0.5,0.5611111111111111,17,13,8,4
Atezo,BLCA,KIRC,edge,0.1,66,183,0.984,0.9993857493857494,0.6428571428571429,0.5638888888888889,24,6,9,3
Atezo,BLCA,KIRC,edge,0.1,67,183,1.0,1.0,0.5476190476190477,0.5222222222222221,18,12,7,5
Atezo,BLCA,KIRC,edge,0.1,68,183,0.968,0.9966216216216216,0.6666666666666666,0.5611111111111111,23,7,7,5
Atezo,BLCA,KIRC,edge,0.1,69,183,0.944,0.9938574938574939,0.5714285714285714,0.3944444444444445,23,7,11,1
Atezo,BLCA,KIRC,edge,0.1,70,183,0.992,1.0,0.5238095238095238,0.3694444444444444,21,9,11,1
Atezo,BLCA,KIRC,edge,0.1,71,183,1.0,1.0,0.6190476190476191,0.5805555555555555,22,8,8,4
Atezo,BLCA,KIRC,edge,0.1,72,183,0.96,0.9978501228501229,0.6190476190476191,0.5416666666666666,22,8,8,4
Atezo,BLCA,KIRC,edge,0.1,73,183,0.992,1.0,0.7619047619047619,0.7138888888888889,25,5,5,7
Atezo,BLCA,KIRC,edge,0.1,74,183,0.952,0.9824938574938575,0.6428571428571429,0.6111111111111112,25,5,10,2
Atezo,BLCA,KIRC,edge,0.1,75,183,0.968,1.0,0.6666666666666666,0.6305555555555555,22,8,6,6
Atezo,BLCA,KIRC,edge,0.1,76,183,0.968,0.9987714987714988,0.6190476190476191,0.6027777777777779,20,10,6,6
Atezo,BLCA,KIRC,edge,0.1,77,183,0.992,1.0,0.7142857142857143,0.6472222222222221,24,6,6,6
Atezo,BLCA,KIRC,edge,0.1,78,183,1.0,1.0,0.5476190476190477,0.4611111111111111,20,10,9,3
Atezo,BLCA,KIRC,edge,0.1,79,183,1.0,1.0,0.6428571428571429,0.5833333333333333,21,9,6,6
Atezo,BLCA,KIRC,edge,0.1,80,183,1.0,1.0,0.7380952380952381,0.7388888888888889,24,6,5,7
Atezo,BLCA,KIRC,edge,0.1,81,183,1.0,1.0,0.6428571428571429,0.6138888888888889,24,6,9,3
Atezo,BLCA,KIRC,edge,0.1,82,183,0.96,0.992936117936118,0.5714285714285714,0.5055555555555555,20,10,8,4
Atezo,BLCA,KIRC,edge,0.1,83,183,0.992,1.0,0.47619047619047616,0.47222222222222227,15,15,7,5
Atezo,BLCA,KIRC,edge,0.1,84,183,1.0,1.0,0.5714285714285714,0.5638888888888889,21,9,9,3
Atezo,BLCA,KIRC,edge,0.1,85,183,0.944,0.9901719901719902,0.6190476190476191,0.5361111111111111,23,7,9,3
Atezo,BLCA,KIRC,edge,0.1,86,183,0.984,0.9987714987714987,0.6666666666666666,0.6527777777777778,22,8,6,6
Atezo,BLCA,KIRC,edge,0.1,87,183,0.96,0.9947788697788699,0.5238095238095238,0.46944444444444444,18,12,8,4
Atezo,BLCA,KIRC,edge,0.1,88,183,0.984,1.0,0.6190476190476191,0.6499999999999999,18,12,4,8
Atezo,BLCA,KIRC,edge,0.1,89,183,0.992,1.0,0.5952380952380952,0.611111111111111,18,12,5,7
Atezo,BLCA,KIRC,edge,0.1,90,183,0.976,1.0,0.5714285714285714,0.5388888888888889,18,12,6,6
Atezo,BLCA,KIRC,edge,0.1,91,183,0.992,1.0,0.6904761904761905,0.5805555555555555,25,5,8,4
Atezo,BLCA,KIRC,edge,0.1,92,183,0.984,0.9993857493857494,0.6190476190476191,0.5361111111111112,22,8,8,4
Atezo,BLCA,KIRC,edge,0.1,93,183,0.984,0.9990786240786241,0.5952380952380952,0.5333333333333333,21,9,8,4
Atezo,BLCA,KIRC,edge,0.1,94,183,1.0,1.0,0.5952380952380952,0.4694444444444445,24,6,11,1
Atezo,BLCA,KIRC,edge,0.1,95,183,0.976,0.996007371007371,0.6666666666666666,0.6388888888888888,21,9,5,7
Atezo,BLCA,KIRC,edge,0.1,96,183,0.984,1.0,0.5238095238095238,0.5972222222222223,18,12,8,4
Atezo,BLCA,KIRC,edge,0.1,97,183,0.992,1.0,0.6666666666666666,0.5777777777777777,24,6,8,4
Atezo,BLCA,KIRC,edge,0.1,98,183,1.0,1.0,0.5238095238095238,0.4555555555555556,19,11,9,3
Atezo,BLCA,KIRC,edge,0.1,99,183,1.0,1.0,0.6904761904761905,0.6861111111111111,25,5,8,4
Atezo,BLCA,KIRC,edge-matched-random,0.1,0,183,0.984,1.0,0.5,0.5055555555555555,16,14,7,5
Atezo,BLCA,KIRC,edge-matched-random,0.1,1,183,0.992,1.0,0.5238095238095238,0.49722222222222223,19,11,9,3
Atezo,BLCA,KIRC,edge-matched-random,0.1,2,183,0.96,0.9981572481572483,0.5952380952380952,0.49444444444444446,21,9,8,4
Atezo,BLCA,KIRC,edge-matched-random,0.1,3,183,0.992,1.0,0.6190476190476191,0.5611111111111111,23,7,9,3
Atezo,BLCA,KIRC,edge-matched-random,0.1,4,183,1.0,1.0,0.6190476190476191,0.525,20,10,6,6
Atezo,BLCA,KIRC,edge-matched-random,0.1,5,183,1.0,1.0,0.6190476190476191,0.6027777777777777,22,8,8,4
Atezo,BLCA,KIRC,edge-matched-random,0.1,6,183,0.936,0.9966216216216217,0.5238095238095238,0.4944444444444444,16,14,6,6
Atezo,BLCA,KIRC,edge-matched-random,0.1,7,183,0.96,0.9950859950859952,0.5238095238095238,0.49444444444444446,19,11,9,3
Atezo,BLCA,KIRC,edge-matched-random,0.1,8,183,0.976,0.9990786240786241,0.6428571428571429,0.5194444444444444,23,7,8,4
Atezo,BLCA,KIRC,edge-matched-random,0.1,9,183,0.944,0.9996928746928747,0.6904761904761905,0.6527777777777778,23,7,6,6
Atezo,BLCA,KIRC,edge-matched-random,0.1,10,183,1.0,1.0,0.6190476190476191,0.5805555555555556,20,10,6,6
Atezo,BLCA,KIRC,edge-matched-random,0.1,11,183,1.0,1.0,0.6666666666666666,0.5555555555555555,24,6,8,4
Atezo,BLCA,KIRC,edge-matched-random,0.1,12,183,0.968,0.9984643734643734,0.6190476190476191,0.6222222222222222,21,9,7,5
Atezo,BLCA,KIRC,edge-matched-random,0.1,13,183,0.984,0.9987714987714988,0.6428571428571429,0.6111111111111112,22,8,7,5
Atezo,BLCA,KIRC,edge-matched-random,0.1,14,183,0.968,0.9990786240786241,0.6904761904761905,0.7222222222222222,25,5,8,4
Atezo,BLCA,KIRC,edge-matched-random,0.1,15,183,0.936,0.9944717444717445,0.6904761904761905,0.638888888888889,22,8,5,7
Atezo,BLCA,KIRC,edge-matched-random,0.1,16,183,0.96,0.996007371007371,0.6428571428571429,0.6083333333333334,22,8,7,5
Atezo,BLCA,KIRC,edge-matched-random,0.1,17,183,0.952,0.9984643734643734,0.6666666666666666,0.6,22,8,6,6
Atezo,BLCA,KIRC,edge-matched-random,0.1,18,183,0.96,0.9990786240786241,0.5,0.49444444444444446,19,11,10,2
Atezo,BLCA,KIRC,edge-matched-random,0.1,19,183,1.0,1.0,0.5714285714285714,0.5888888888888889,17,13,5,7
Atezo,BLCA,KIRC,edge-matched-random,0.1,20,183,0.976,1.0,0.6428571428571429,0.5611111111111111,21,9,6,6
Atezo,BLCA,KIRC,edge-matched-random,0.1,21,183,1.0,1.0,0.6666666666666666,0.6166666666666667,23,7,7,5
Atezo,BLCA,KIRC,edge-matched-random,0.1,22,183,1.0,1.0,0.5952380952380952,0.49444444444444446,22,8,9,3
Atezo,BLCA,KIRC,edge-matched-random,0.1,23,183,0.992,1.0,0.5714285714285714,0.6694444444444445,17,13,5,7
Atezo,BLCA,KIRC,edge-matched-random,0.1,24,183,1.0,1.0,0.5714285714285714,0.5638888888888889,20,10,8,4
Atezo,BLCA,KIRC,edge-matched-random,0.1,25,183,1.0,1.0,0.5952380952380952,0.5305555555555556,24,6,11,1
Atezo,BLCA,KIRC,edge-matched-random,0.1,26,183,0.944,0.9966216216216217,0.6428571428571429,0.6833333333333332,21,9,6,6
Atezo,BLCA,KIRC,edge-matched-random,0.1,27,183,0.984,0.9993857493857494,0.5952380952380952,0.525,19,11,6,6
Atezo,BLCA,KIRC,edge-matched-random,0.1,28,183,0.968,1.0,0.5714285714285714,0.4666666666666667,20,10,8,4
Atezo,BLCA,KIRC,edge-matched-random,0.1,29,183,1.0,1.0,0.6428571428571429,0.5555555555555556,20,10,5,7
Atezo,BLCA,KIRC,edge-matched-random,0.1,30,183,0.976,0.9993857493857494,0.5714285714285714,0.5472222222222223,19,11,7,5
Atezo,BLCA,KIRC,edge-matched-random,0.1,31,183,0.952,0.9978501228501229,0.6666666666666666,0.6111111111111112,23,7,7,5
Atezo,BLCA,KIRC,edge-matched-random,0.1,32,183,0.952,0.9981572481572482,0.5714285714285714,0.49999999999999994,21,9,9,3
Atezo,BLCA,KIRC,edge-matched-random,0.1,33,183,0.944,0.9957002457002457,0.6428571428571429,0.5666666666666668,24,6,9,3
Atezo,BLCA,KIRC,edge-matched-random,0.1,34,183,0.976,1.0,0.5714285714285714,0.5583333333333333,18,12,6,6
Atezo,BLCA,KIRC,edge-matched-random,0.1,35,183,1.0,1.0,0.7142857142857143,0.6138888888888888,24,6,6,6
Atezo,BLCA,KIRC,edge-matched-random,0.1,36,183,0.952,0.9978501228501229,0.6666666666666666,0.625,22,8,6,6
Atezo,BLCA,KIRC,edge-matched-random,0.1,37,183,1.0,1.0,0.6666666666666666,0.4527777777777777,24,6,8,4
Atezo,BLCA,KIRC,edge-matched-random,0.1,38,183,0.952,0.992936117936118,0.6428571428571429,0.5555555555555556,23,7,8,4
Atezo,BLCA,KIRC,edge-matched-random,0.1,39,183,1.0,1.0,0.5952380952380952,0.6027777777777779,18,12,5,7
Atezo,BLCA,KIRC,edge-matched-random,0.1,40,183,1.0,1.0,0.7142857142857143,0.7416666666666667,26,4,8,4
Atezo,BLCA,KIRC,edge-matched-random,0.1,41,183,0.968,0.996928746928747,0.7142857142857143,0.6166666666666666,25,5,7,5
Atezo,BLCA,KIRC,edge-matched-random,0.1,42,183,0.976,0.9996928746928747,0.5952380952380952,0.41388888888888886,21,9,8,4
Atezo,BLCA,KIRC,edge-matched-random,0.1,43,183,0.96,0.996928746928747,0.6666666666666666,0.55,24,6,8,4
Atezo,BLCA,KIRC,edge-matched-random,0.1,44,183,0.968,1.0,0.6428571428571429,0.5166666666666666,23,7,8,4
Atezo,BLCA,KIRC,edge-matched-random,0.1,45,183,0.952,0.9963144963144963,0.5952380952380952,0.5833333333333333,18,12,5,7
Atezo,BLCA,KIRC,edge-matched-random,0.1,46,183,0.96,0.9993857493857494,0.6666666666666666,0.5916666666666667,22,8,6,6
Atezo,BLCA,KIRC,edge-matched-random,0.1,47,183,0.992,1.0,0.6666666666666666,0.6361111111111112,20,10,4,8
Atezo,BLCA,KIRC,edge-matched-random,0.1,48,183,1.0,1.0,0.6428571428571429,0.5055555555555555,25,5,10,2
Atezo,BLCA,KIRC,edge-matched-random,0.1,49,183,1.0,1.0,0.5476190476190477,0.3861111111111111,21,9,10,2
Atezo,BLCA,KIRC,edge-matched-random,0.1,50,183,1.0,1.0,0.6190476190476191,0.5194444444444444,20,10,6,6
Atezo,BLCA,KIRC,edge-matched-random,0.1,51,183,0.944,0.9950859950859952,0.6428571428571429,0.6055555555555555,23,7,8,4
Atezo,BLCA,KIRC,edge-matched-random,0.1,52,183,0.952,0.9972358722358722,0.6904761904761905,0.6472222222222223,21,9,4,8
Atezo,BLCA,KIRC,edge-matched-random,0.1,53,183,1.0,1.0,0.6666666666666666,0.5833333333333334,24,6,8,4
Atezo,BLCA,KIRC,edge-matched-random,0.1,54,183,0.984,0.9996928746928747,0.6904761904761905,0.6833333333333333,21,9,4,8
Atezo,BLCA,KIRC,edge-matched-random,0.1,55,183,0.992,1.0,0.6904761904761905,0.6361111111111111,21,9,4,8
Atezo,BLCA,KIRC,edge-matched-random,0.1,56,183,0.992,1.0,0.6428571428571429,0.575,24,6,9,3
Atezo,BLCA,KIRC,edge-matched-random,0.1,57,183,1.0,1.0,0.6666666666666666,0.6583333333333333,24,6,8,4
Atezo,BLCA,KIRC,edge-matched-random,0.1,58,183,0.992,1.0,0.5714285714285714,0.5555555555555556,21,9,9,3
Atezo,BLCA,KIRC,edge-matched-random,0.1,59,183,0.992,1.0,0.5476190476190477,0.586111111111111,19,11,8,4
Atezo,BLCA,KIRC,edge-matched-random,0.1,60,183,0.968,0.9978501228501229,0.5714285714285714,0.5222222222222221,20,10,8,4
Atezo,BLCA,KIRC,edge-matched-random,0.1,61,183,0.96,0.9978501228501229,0.6904761904761905,0.5416666666666667,26,4,9,3
Atezo,BLCA,KIRC,edge-matched-random,0.1,62,183,1.0,1.0,0.6428571428571429,0.5972222222222222,22,8,7,5
Atezo,BLCA,KIRC,edge-matched-random,0.1,63,183,0.968,0.9981572481572482,0.5476190476190477,0.5111111111111111,18,12,7,5
Atezo,BLCA,KIRC,edge-matched-random,0.1,64,183,0.976,0.9993857493857494,0.6190476190476191,0.575,20,10,6,6
Atezo,BLCA,KIRC,edge-matched-random,0.1,65,183,0.976,1.0,0.5714285714285714,0.5416666666666667,21,9,9,3
Atezo,BLCA,KIRC,edge-matched-random,0.1,66,183,0.96,0.9984643734643734,0.5476190476190477,0.5027777777777778,18,12,7,5
Atezo,BLCA,KIRC,edge-matched-random,0.1,67,183,0.976,0.9990786240786241,0.5476190476190477,0.625,19,11,8,4
Atezo,BLCA,KIRC,edge-matched-random,0.1,68,183,0.944,0.996007371007371,0.5952380952380952,0.5055555555555556,20,10,7,5
Atezo,BLCA,KIRC,edge-matched-random,0.1,69,183,0.96,0.9981572481572482,0.6428571428571429,0.49444444444444446,23,7,8,4
Atezo,BLCA,KIRC,edge-matched-random,0.1,70,183,0.992,0.9990786240786241,0.5952380952380952,0.5444444444444444,20,10,7,5
Atezo,BLCA,KIRC,edge-matched-random,0.1,71,183,0.976,1.0,0.5714285714285714,0.5361111111111111,22,8,10,2
Atezo,BLCA,KIRC,edge-matched-random,0.1,72,183,1.0,1.0,0.5476190476190477,0.5277777777777778,20,10,9,3
Atezo,BLCA,KIRC,edge-matched-random,0.1,73,183,0.976,1.0,0.5714285714285714,0.5027777777777778,19,11,7,5
Atezo,BLCA,KIRC,edge-matched-random,0.1,74,183,0.976,0.9993857493857494,0.6904761904761905,0.6333333333333333,24,6,7,5
Atezo,BLCA,KIRC,edge-matched-random,0.1,75,183,0.992,1.0,0.5952380952380952,0.5,20,10,7,5
Atezo,BLCA,KIRC,edge-matched-random,0.1,76,183,0.976,0.9987714987714987,0.6428571428571429,0.625,23,7,8,4
Atezo,BLCA,KIRC,edge-matched-random,0.1,77,183,1.0,1.0,0.5714285714285714,0.5694444444444444,21,9,9,3
Atezo,BLCA,KIRC,edge-matched-random,0.1,78,183,0.984,1.0,0.5714285714285714,0.5777777777777777,20,10,8,4
Atezo,BLCA,KIRC,edge-matched-random,0.1,79,183,1.0,1.0,0.6428571428571429,0.5833333333333333,21,9,6,6
Atezo,BLCA,KIRC,edge-matched-random,0.1,80,183,0.984,0.9996928746928747,0.6190476190476191,0.5527777777777778,22,8,8,4
Atezo,BLCA,KIRC,edge-matched-random,0.1,81,183,0.968,0.9947788697788698,0.47619047619047616,0.4666666666666667,15,15,7,5
Atezo,BLCA,KIRC,edge-matched-random,0.1,82,183,0.952,0.9944717444717445,0.6190476190476191,0.5638888888888889,22,8,8,4
Atezo,BLCA,KIRC,edge-matched-random,0.1,83,183,0.96,0.9984643734643734,0.5952380952380952,0.4555555555555555,20,10,7,5
Atezo,BLCA,KIRC,edge-matched-random,0.1,84,183,0.992,0.9996928746928747,0.5952380952380952,0.6027777777777779,18,12,5,7
Atezo,BLCA,KIRC,edge-matched-random,0.1,85,183,1.0,1.0,0.5714285714285714,0.5166666666666667,20,10,8,4
Atezo,BLCA,KIRC,edge-matched-random,0.1,86,183,1.0,1.0,0.6190476190476191,0.5527777777777778,22,8,8,4
Atezo,BLCA,KIRC,edge-matched-random,0.1,87,183,0.984,0.9984643734643734,0.5952380952380952,0.6305555555555555,20,10,7,5
Atezo,BLCA,KIRC,edge-matched-random,0.1,88,183,0.968,0.9993857493857494,0.5476190476190477,0.4361111111111111,21,9,10,2
Atezo,BLCA,KIRC,edge-matched-random,0.1,89,183,1.0,1.0,0.6428571428571429,0.5222222222222223,25,5,10,2
Atezo,BLCA,KIRC,edge-matched-random,0.1,90,183,1.0,1.0,0.5238095238095238,0.6166666666666667,15,15,5,7
Atezo,BLCA,KIRC,edge-matched-random,0.1,91,183,0.944,0.9957002457002457,0.5476190476190477,0.49722222222222223,18,12,7,5
Atezo,BLCA,KIRC,edge-matched-random,0.1,92,183,0.96,0.9978501228501229,0.47619047619047616,0.4361111111111111,17,13,9,3
Atezo,BLCA,KIRC,edge-matched-random,0.1,93,183,1.0,1.0,0.5714285714285714,0.5611111111111111,20,10,8,4
Atezo,BLCA,KIRC,edge-matched-random,0.1,94,183,1.0,1.0,0.6428571428571429,0.5166666666666667,26,4,11,1
Atezo,BLCA,KIRC,edge-matched-random,0.1,95,183,1.0,1.0,0.5952380952380952,0.5472222222222223,22,8,9,3
Atezo,BLCA,KIRC,edge-matched-random,0.1,96,183,0.952,0.9950859950859952,0.6190476190476191,0.625,22,8,8,4
Atezo,BLCA,KIRC,edge-matched-random,0.1,97,183,0.976,1.0,0.6428571428571429,0.55,23,7,8,4
Atezo,BLCA,KIRC,edge-matched-random,0.1,98,183,0.928,0.9947788697788698,0.6666666666666666,0.6916666666666668,20,10,4,8
Atezo,BLCA,KIRC,edge-matched-random,0.1,99,183,0.976,1.0,0.5476190476190477,0.49722222222222223,19,11,8,4
Atezo,BLCA,KIRC,edge,0.05,0,139,0.992,1.0,0.6904761904761905,0.6555555555555556,21,9,4,8
Atezo,BLCA,KIRC,edge,0.05,1,139,1.0,1.0,0.5238095238095238,0.5361111111111111,18,12,8,4
Atezo,BLCA,KIRC,edge,0.05,2,139,0.992,1.0,0.5238095238095238,0.5527777777777778,17,13,7,5
Atezo,BLCA,KIRC,edge,0.05,3,139,0.992,1.0,0.5476190476190477,0.5083333333333333,20,10,9,3
Atezo,BLCA,KIRC,edge,0.05,4,139,0.96,0.9950859950859952,0.6428571428571429,0.6388888888888888,19,11,4,8
Atezo,BLCA,KIRC,edge,0.05,5,139,0.928,0.9898648648648649,0.5714285714285714,0.5416666666666666,20,10,8,4
Atezo,BLCA,KIRC,edge,0.05,6,139,0.976,0.9923218673218673,0.7142857142857143,0.5805555555555555,27,3,9,3
Atezo,BLCA,KIRC,edge,0.05,7,139,0.944,0.9877149877149878,0.6428571428571429,0.7055555555555555,21,9,6,6
Atezo,BLCA,KIRC,edge,0.05,8,139,0.936,0.9907862407862408,0.6428571428571429,0.5972222222222222,23,7,8,4
Atezo,BLCA,KIRC,edge,0.05,9,139,0.968,0.9975429975429976,0.6190476190476191,0.6916666666666667,19,11,5,7
Atezo,BLCA,KIRC,edge,0.05,10,139,0.96,0.9914004914004915,0.5952380952380952,0.6861111111111111,19,11,6,6
Atezo,BLCA,KIRC,edge,0.05,11,139,0.992,1.0,0.5476190476190477,0.45555555555555555,20,10,9,3
Atezo,BLCA,KIRC,edge,0.05,12,139,0.992,1.0,0.5476190476190477,0.5694444444444444,18,12,7,5
Atezo,BLCA,KIRC,edge,0.05,13,139,1.0,1.0,0.6428571428571429,0.5555555555555556,23,7,8,4
Atezo,BLCA,KIRC,edge,0.05,14,139,0.952,0.9963144963144963,0.5714285714285714,0.5472222222222223,20,10,8,4
