drug,source tissue,target tissue,feature,pval,iter,feature_dim,Train Accuracy,Train ROC_AUC,Test Accuracy,Test ROC_AUC,Test TN,Test FP,Test FN,Test TP
Atezo,KIRC,BLCA,edge,0.1,46,167,0.9730941704035875,0.9994300045599636,0.6933333333333334,0.7586206896551724,40,18,5,12
Atezo,KIRC,BLCA,edge,0.1,47,167,0.9910313901345291,1.0,0.7333333333333333,0.7210953346855984,47,11,9,8
Atezo,KIRC,BLCA,edge,0.1,48,167,0.9775784753363229,0.9995440036479708,0.7866666666666666,0.7038539553752535,52,6,10,7
Atezo,KIRC,BLCA,edge,0.1,49,167,0.968609865470852,0.999202006383949,0.6533333333333333,0.5892494929006086,42,16,10,7
Atezo,KIRC,BLCA,edge,0.1,50,167,0.9910313901345291,1.0,0.6133333333333333,0.5628803245436106,42,16,13,4
Atezo,KIRC,BLCA,edge,0.1,51,167,0.9775784753363229,1.0,0.7333333333333333,0.7068965517241379,46,12,8,9
Atezo,KIRC,BLCA,edge,0.1,52,167,0.968609865470852,0.999658002735978,0.6533333333333333,0.627789046653144,41,17,9,8
Atezo,KIRC,BLCA,edge,0.1,53,167,0.9417040358744395,0.9857501139990881,0.6533333333333333,0.6866125760649087,44,14,12,5
Atezo,KIRC,BLCA,edge,0.1,54,167,0.9372197309417041,0.9875740994072048,0.68,0.7170385395537526,44,14,10,7
Atezo,KIRC,BLCA,edge,0.1,55,167,0.9417040358744395,0.9798221614227086,0.72,0.7221095334685599,48,10,11,6
Atezo,KIRC,BLCA,edge,0.1,56,167,0.9327354260089686,0.9875740994072048,0.6933333333333334,0.6166328600405679,44,14,9,8
Atezo,KIRC,BLCA,edge,0.1,57,167,0.9237668161434978,0.9863201094391245,0.7466666666666667,0.7119675456389453,46,12,7,10
Atezo,KIRC,BLCA,edge,0.1,58,167,0.9820627802690582,0.9998860009119926,0.7333333333333333,0.716024340770791,48,10,10,7
Atezo,KIRC,BLCA,edge,0.1,59,167,0.9013452914798207,0.979936160510716,0.7466666666666667,0.6947261663286004,47,11,8,9
Atezo,KIRC,BLCA,edge,0.1,60,167,0.9147982062780269,0.9871181030551756,0.6266666666666667,0.663286004056795,39,19,9,8
Atezo,KIRC,BLCA,edge,0.1,61,167,0.9461883408071748,0.9893980848153214,0.7466666666666667,0.744421906693712,49,9,10,7
Atezo,KIRC,BLCA,edge,0.1,62,167,0.9910313901345291,0.9997720018239854,0.6266666666666667,0.603448275862069,41,17,11,6
Atezo,KIRC,BLCA,edge,0.1,63,167,0.9641255605381166,0.9916780665754673,0.7466666666666667,0.6764705882352942,48,10,9,8
Atezo,KIRC,BLCA,edge,0.1,64,167,0.9775784753363229,0.999202006383949,0.68,0.6288032454361054,47,11,13,4
Atezo,KIRC,BLCA,edge,0.1,65,167,0.9461883408071748,0.9947560419516644,0.68,0.7494929006085193,41,17,7,10
Atezo,KIRC,BLCA,edge,0.1,66,167,0.9641255605381166,0.9998860009119926,0.7333333333333333,0.6460446247464503,47,11,9,8
Atezo,KIRC,BLCA,edge,0.1,67,167,0.968609865470852,0.9994300045599634,0.72,0.7626774847870182,44,14,7,10
Atezo,KIRC,BLCA,edge,0.1,68,167,0.9775784753363229,0.9981760145918832,0.72,0.7109533468559838,47,11,10,7
Atezo,KIRC,BLCA,edge,0.1,69,167,0.9910313901345291,1.0,0.6,0.5294117647058822,39,19,11,6
Atezo,KIRC,BLCA,edge,0.1,70,167,0.9461883408071748,0.9858641130870953,0.76,0.6683569979716024,49,9,9,8
Atezo,KIRC,BLCA,edge,0.1,71,167,0.9327354260089686,0.9866621067031464,0.6933333333333334,0.6764705882352942,43,15,8,9
Atezo,KIRC,BLCA,edge,0.1,72,167,0.9775784753363229,0.9993160054719562,0.7066666666666667,0.6906693711967545,45,13,9,8
Atezo,KIRC,BLCA,edge,0.1,73,167,0.9147982062780269,0.9810761513907889,0.7066666666666667,0.652129817444219,46,12,10,7
Atezo,KIRC,BLCA,edge,0.1,74,167,0.9461883408071748,0.985750113999088,0.68,0.6744421906693713,42,16,8,9
Atezo,KIRC,BLCA,edge,0.1,75,167,0.9910313901345291,0.9997720018239854,0.6266666666666667,0.6105476673427992,43,15,13,4
Atezo,KIRC,BLCA,edge,0.1,76,167,0.9730941704035875,0.9982900136798906,0.68,0.691683569979716,46,12,12,5
Atezo,KIRC,BLCA,edge,0.1,77,167,0.9775784753363229,0.999202006383949,0.7333333333333333,0.6997971602434077,46,12,8,9
Atezo,KIRC,BLCA,edge,0.1,78,167,0.9103139013452914,0.9813041495668035,0.6533333333333333,0.6146044624746451,43,15,11,6
Atezo,KIRC,BLCA,edge,0.1,79,167,0.9506726457399103,0.9883720930232559,0.7466666666666667,0.7160243407707911,45,13,6,11
Atezo,KIRC,BLCA,edge,0.1,80,167,0.9910313901345291,1.0,0.6533333333333333,0.5983772819472617,43,15,11,6
Atezo,KIRC,BLCA,edge,0.1,81,167,0.9596412556053812,0.9879160966712266,0.7066666666666667,0.7271805273833671,47,11,11,6
Atezo,KIRC,BLCA,edge,0.1,82,167,0.9820627802690582,0.999658002735978,0.76,0.691683569979716,50,8,10,7
Atezo,KIRC,BLCA,edge,0.1,83,167,0.9910313901345291,1.0,0.6133333333333333,0.5821501014198783,37,21,8,9
Atezo,KIRC,BLCA,edge,0.1,84,167,0.9955156950672646,1.0,0.64,0.7058823529411765,39,19,8,9
Atezo,KIRC,BLCA,edge,0.1,85,167,0.968609865470852,0.996922024623803,0.6533333333333333,0.6064908722109533,44,14,12,5
Atezo,KIRC,BLCA,edge,0.1,86,167,0.9551569506726457,0.991108071135431,0.7066666666666667,0.6724137931034482,44,14,8,9
Atezo,KIRC,BLCA,edge,0.1,87,167,0.9865470852017937,1.0,0.7333333333333333,0.6703853955375254,48,10,10,7
Atezo,KIRC,BLCA,edge,0.1,88,167,0.9551569506726457,0.9947560419516644,0.7333333333333333,0.6196754563894523,49,9,11,6
Atezo,KIRC,BLCA,edge,0.1,89,167,0.9237668161434978,0.9831281349749201,0.7333333333333333,0.6937119675456389,48,10,10,7
Atezo,KIRC,BLCA,edge,0.1,90,167,0.9506726457399103,0.986890104879161,0.7333333333333333,0.6876267748478702,47,11,9,8
Atezo,KIRC,BLCA,edge,0.1,91,167,0.9506726457399103,0.994984040127679,0.72,0.6663286004056795,47,11,10,7
Atezo,KIRC,BLCA,edge,0.1,92,167,0.9775784753363229,0.9971500227998176,0.6666666666666666,0.6277890466531441,44,14,11,6
Atezo,KIRC,BLCA,edge,0.1,93,167,0.9775784753363229,0.997720018239854,0.68,0.6257606490872211,46,12,12,5
Atezo,KIRC,BLCA,edge,0.1,94,167,0.9641255605381166,0.9956680346557227,0.6533333333333333,0.6328600405679513,44,14,12,5
Atezo,KIRC,BLCA,edge,0.1,95,167,0.9596412556053812,0.9898540811673507,0.68,0.6774847870182555,42,16,8,9
Atezo,KIRC,BLCA,edge,0.1,96,167,0.9237668161434978,0.9827861377108984,0.6933333333333334,0.6460446247464503,45,13,10,7
Atezo,KIRC,BLCA,edge,0.1,97,167,0.9506726457399103,0.9945280437756497,0.6666666666666666,0.7281947261663286,41,17,8,9
Atezo,KIRC,BLCA,edge,0.1,98,167,0.9372197309417041,0.9851801185590516,0.7333333333333333,0.5963488843813387,50,8,12,5
Atezo,KIRC,BLCA,edge,0.1,99,167,0.9417040358744395,0.9881440948472413,0.7733333333333333,0.7768762677484787,48,10,7,10
Atezo,KIRC,BLCA,edge-matched-random,0.1,0,167,0.9865470852017937,1.0,0.68,0.6186612576064909,45,13,11,6
Atezo,KIRC,BLCA,edge-matched-random,0.1,1,167,1.0,1.0,0.6533333333333333,0.6490872210953347,43,15,11,6
Atezo,KIRC,BLCA,edge-matched-random,0.1,2,167,0.9551569506726457,0.9977200182398541,0.72,0.6551724137931034,45,13,8,9
Atezo,KIRC,BLCA,edge-matched-random,0.1,3,167,0.9506726457399103,0.9905380756953944,0.76,0.7576064908722109,48,10,8,9
Atezo,KIRC,BLCA,edge-matched-random,0.1,4,167,0.968609865470852,0.9952120383036936,0.6266666666666667,0.6247464503042597,40,18,10,7
Atezo,KIRC,BLCA,edge-matched-random,0.1,5,167,0.9551569506726457,0.9921340629274966,0.7733333333333333,0.755578093306288,51,7,10,7
Atezo,KIRC,BLCA,edge-matched-random,0.1,6,167,0.9506726457399103,0.9968080255357957,0.72,0.6288032454361054,46,12,9,8
Atezo,KIRC,BLCA,edge-matched-random,0.1,7,167,0.9372197309417041,0.9893980848153214,0.6666666666666666,0.7677484787018255,39,19,6,11
Atezo,KIRC,BLCA,edge-matched-random,0.1,8,167,0.9775784753363229,0.998860009119927,0.6533333333333333,0.6622718052738337,41,17,9,8
Atezo,KIRC,BLCA,edge-matched-random,0.1,9,167,0.9551569506726457,0.9946420428636571,0.68,0.6602434077079108,43,15,9,8
Atezo,KIRC,BLCA,edge-matched-random,0.1,10,167,0.9955156950672646,1.0,0.64,0.5273833671399595,46,12,15,2
Atezo,KIRC,BLCA,edge-matched-random,0.1,11,167,0.9372197309417041,0.9913360693114455,0.72,0.6734279918864098,48,10,11,6
Atezo,KIRC,BLCA,edge-matched-random,0.1,12,167,0.9506726457399103,0.9962380300957593,0.7333333333333333,0.7647058823529411,42,16,4,13
Atezo,KIRC,BLCA,edge-matched-random,0.1,13,167,0.9372197309417041,0.9954400364797081,0.6933333333333334,0.6906693711967545,46,12,11,6
Atezo,KIRC,BLCA,edge-matched-random,0.1,14,167,0.9955156950672646,1.0,0.68,0.5750507099391481,45,13,11,6
Atezo,KIRC,BLCA,edge-matched-random,0.1,15,167,0.9596412556053812,0.9958960328317373,0.7066666666666667,0.5608519269776877,47,11,11,6
Atezo,KIRC,BLCA,edge-matched-random,0.1,16,167,0.9820627802690582,0.9998860009119926,0.64,0.6430020283975659,40,18,9,8
Atezo,KIRC,BLCA,edge-matched-random,0.1,17,167,1.0,1.0,0.72,0.7058823529411764,48,10,11,6
Atezo,KIRC,BLCA,edge-matched-random,0.1,18,167,0.9865470852017937,1.0,0.7466666666666667,0.6551724137931035,48,10,9,8
Atezo,KIRC,BLCA,edge-matched-random,0.1,19,167,1.0,1.0,0.6133333333333333,0.563894523326572,43,15,14,3
Atezo,KIRC,BLCA,edge-matched-random,0.1,20,167,0.9730941704035875,0.9941860465116279,0.7066666666666667,0.6592292089249493,46,12,10,7
Atezo,KIRC,BLCA,edge-matched-random,0.1,21,167,0.9506726457399103,0.9931600547195623,0.7333333333333333,0.7616632860040569,47,11,9,8
Atezo,KIRC,BLCA,edge-matched-random,0.1,22,167,0.9417040358744395,0.9954400364797081,0.76,0.7383367139959431,49,9,9,8
Atezo,KIRC,BLCA,edge-matched-random,0.1,23,167,0.9596412556053812,0.9944140446876424,0.7333333333333333,0.7484787018255579,47,11,9,8
Atezo,KIRC,BLCA,edge-matched-random,0.1,24,167,0.9820627802690582,0.9998860009119926,0.72,0.7322515212981744,47,11,10,7
Atezo,KIRC,BLCA,edge-matched-random,0.1,25,167,0.9730941704035875,0.9964660282717738,0.6533333333333333,0.6480730223123732,43,15,11,6
Atezo,KIRC,BLCA,edge-matched-random,0.1,26,167,0.9596412556053812,0.9950980392156863,0.6266666666666667,0.6724137931034483,40,18,10,7
Atezo,KIRC,BLCA,edge-matched-random,0.1,27,167,0.9551569506726457,0.9958960328317373,0.72,0.678498985801217,48,10,11,6
Atezo,KIRC,BLCA,edge-matched-random,0.1,28,167,0.9417040358744395,0.991108071135431,0.6933333333333334,0.6937119675456389,42,16,7,10
Atezo,KIRC,BLCA,edge-matched-random,0.1,29,167,0.9775784753363229,1.0,0.6266666666666667,0.6115618661257606,43,15,13,4
Atezo,KIRC,BLCA,edge-matched-random,0.1,30,167,0.9596412556053812,0.9979480164158687,0.7333333333333333,0.7332657200811358,43,15,5,12
Atezo,KIRC,BLCA,edge-matched-random,0.1,31,167,0.9820627802690582,0.9998860009119926,0.68,0.5699797160243407,46,12,12,5
Atezo,KIRC,BLCA,edge-matched-random,0.1,32,167,0.9417040358744395,0.9962380300957593,0.72,0.652129817444219,47,11,10,7
Atezo,KIRC,BLCA,edge-matched-random,0.1,33,167,0.968609865470852,0.9901960784313725,0.6666666666666666,0.7342799188640974,42,16,9,8
Atezo,KIRC,BLCA,edge-matched-random,0.1,34,167,0.9775784753363229,0.9998860009119926,0.7333333333333333,0.6379310344827587,48,10,10,7
Atezo,KIRC,BLCA,edge-matched-random,0.1,35,167,0.9372197309417041,0.9874601003191974,0.8,0.781947261663286,53,5,10,7
Atezo,KIRC,BLCA,edge-matched-random,0.1,36,167,0.9506726457399103,0.9965800273597811,0.7066666666666667,0.6774847870182555,46,12,10,7
Atezo,KIRC,BLCA,edge-matched-random,0.1,37,167,0.9641255605381166,0.9939580483356134,0.7066666666666667,0.6054766734279919,47,11,11,6
Atezo,KIRC,BLCA,edge-matched-random,0.1,38,167,1.0,1.0,0.76,0.7332657200811359,45,13,5,12
Atezo,KIRC,BLCA,edge-matched-random,0.1,39,167,1.0,1.0,0.6933333333333334,0.5425963488843814,49,9,14,3
Atezo,KIRC,BLCA,edge-matched-random,0.1,40,167,0.9775784753363229,0.999658002735978,0.72,0.7322515212981745,47,11,10,7
Atezo,KIRC,BLCA,edge-matched-random,0.1,41,167,0.9910313901345291,1.0,0.6,0.5720081135902637,39,19,11,6
Atezo,KIRC,BLCA,edge-matched-random,0.1,42,167,0.9551569506726457,0.9966940264477885,0.6933333333333334,0.5963488843813387,47,11,12,5
Atezo,KIRC,BLCA,edge-matched-random,0.1,43,167,0.9372197309417041,0.9919060647514819,0.72,0.7748478701825559,43,15,6,11
Atezo,KIRC,BLCA,edge-matched-random,0.1,44,167,0.9955156950672646,0.9998860009119926,0.68,0.6409736308316429,48,10,14,3
Atezo,KIRC,BLCA,edge-matched-random,0.1,45,167,0.9775784753363229,1.0,0.8266666666666667,0.7545638945233265,53,5,8,9
Atezo,KIRC,BLCA,edge-matched-random,0.1,46,167,1.0,1.0,0.7066666666666667,0.6947261663286004,47,11,11,6
Atezo,KIRC,BLCA,edge-matched-random,0.1,47,167,0.9372197309417041,0.9906520747834018,0.6933333333333334,0.6318458417849899,47,11,12,5
Atezo,KIRC,BLCA,edge-matched-random,0.1,48,167,0.9417040358744395,0.9882580939352485,0.7466666666666667,0.7525354969574036,48,10,9,8
Atezo,KIRC,BLCA,edge-matched-random,0.1,49,167,0.9730941704035875,0.9982900136798906,0.6666666666666666,0.6247464503042597,45,13,12,5
Atezo,KIRC,BLCA,edge-matched-random,0.1,50,167,0.9596412556053812,0.9977200182398541,0.68,0.7139959432048681,41,17,7,10
Atezo,KIRC,BLCA,edge-matched-random,0.1,51,167,0.9910313901345291,0.999658002735978,0.64,0.6815415821501014,39,19,8,9
Atezo,KIRC,BLCA,edge-matched-random,0.1,52,167,0.9506726457399103,0.990766073871409,0.6266666666666667,0.603448275862069,42,16,12,5
Atezo,KIRC,BLCA,edge-matched-random,0.1,53,167,0.9596412556053812,0.9954400364797082,0.64,0.7058823529411765,38,20,7,10
Atezo,KIRC,BLCA,edge-matched-random,0.1,54,167,0.9775784753363229,0.9986320109439124,0.64,0.6166328600405679,40,18,9,8
Atezo,KIRC,BLCA,edge-matched-random,0.1,55,167,0.9506726457399103,0.9878020975832194,0.6133333333333333,0.5709939148073022,41,17,12,5
Atezo,KIRC,BLCA,edge-matched-random,0.1,56,167,0.9506726457399103,0.9953260373917009,0.7733333333333333,0.7576064908722109,49,9,8,9
Atezo,KIRC,BLCA,edge-matched-random,0.1,57,167,0.9282511210762332,0.9879160966712266,0.6666666666666666,0.7302231237322515,44,14,11,6
Atezo,KIRC,BLCA,edge-matched-random,0.1,58,167,0.9506726457399103,0.9955540355677155,0.6266666666666667,0.6906693711967545,37,21,7,10
Atezo,KIRC,BLCA,edge-matched-random,0.1,59,167,0.9596412556053812,0.9949840401276789,0.7066666666666667,0.6551724137931034,47,11,11,6
Atezo,KIRC,BLCA,edge-matched-random,0.1,60,167,0.9417040358744395,0.9908800729594164,0.6666666666666666,0.7018255578093306,42,16,9,8
Atezo,KIRC,BLCA,edge-matched-random,0.1,61,167,0.9910313901345291,1.0,0.5066666666666667,0.48478701825557813,35,23,14,3
Atezo,KIRC,BLCA,edge-matched-random,0.1,62,167,0.9910313901345291,0.9998860009119926,0.6,0.6044624746450304,37,21,9,8
Atezo,KIRC,BLCA,edge-matched-random,0.1,63,167,0.9596412556053812,0.9972640218878249,0.64,0.5953346855983773,42,16,11,6
Atezo,KIRC,BLCA,edge-matched-random,0.1,64,167,0.9551569506726457,0.9958960328317373,0.6,0.5496957403651115,41,17,13,4
Atezo,KIRC,BLCA,edge-matched-random,0.1,65,167,0.9775784753363229,1.0,0.6933333333333334,0.678498985801217,45,13,10,7
Atezo,KIRC,BLCA,edge-matched-random,0.1,66,167,0.9461883408071748,0.9964660282717739,0.6933333333333334,0.6795131845841785,46,12,11,6
Atezo,KIRC,BLCA,edge-matched-random,0.1,67,167,1.0,1.0,0.72,0.6703853955375253,47,11,10,7
Atezo,KIRC,BLCA,edge-matched-random,0.1,68,167,0.9551569506726457,0.9966940264477884,0.6533333333333333,0.5608519269776877,43,15,11,6
Atezo,KIRC,BLCA,edge-matched-random,0.1,69,167,0.9461883408071748,0.9945280437756499,0.6533333333333333,0.5892494929006085,42,16,10,7
Atezo,KIRC,BLCA,edge-matched-random,0.1,70,167,0.9417040358744395,0.9842681258549931,0.6933333333333334,0.7190669371196754,45,13,10,7
Atezo,KIRC,BLCA,edge-matched-random,0.1,71,167,0.9417040358744395,0.9945280437756499,0.6533333333333333,0.6318458417849899,48,10,16,1
Atezo,KIRC,BLCA,edge-matched-random,0.1,72,167,0.9820627802690582,0.9995440036479708,0.6933333333333334,0.6176470588235294,44,14,9,8
Atezo,KIRC,BLCA,edge-matched-random,0.1,73,167,0.9596412556053812,0.9921340629274966,0.6666666666666666,0.6146044624746451,43,15,10,7
Atezo,KIRC,BLCA,edge-matched-random,0.1,74,167,0.9641255605381166,0.9995440036479708,0.68,0.6480730223123732,44,14,10,7
Atezo,KIRC,BLCA,edge-matched-random,0.1,75,167,0.9910313901345291,1.0,0.6933333333333334,0.6450304259634888,43,15,8,9
Atezo,KIRC,BLCA,edge-matched-random,0.1,76,167,0.9596412556053812,0.9933880528955769,0.6533333333333333,0.6713995943204868,42,16,10,7
Atezo,KIRC,BLCA,edge-matched-random,0.1,77,167,0.9641255605381166,0.9969220246238031,0.7333333333333333,0.7494929006085193,45,13,7,10
Atezo,KIRC,BLCA,edge-matched-random,0.1,78,167,0.9551569506726457,0.9952120383036935,0.6933333333333334,0.6267748478701826,44,14,9,8
Atezo,KIRC,BLCA,edge-matched-random,0.1,79,167,0.9641255605381166,0.9944140446876425,0.7466666666666667,0.6957403651115619,45,13,6,11
Atezo,KIRC,BLCA,edge-matched-random,0.1,80,167,0.9551569506726457,0.9946420428636571,0.6266666666666667,0.6470588235294117,40,18,10,7
Atezo,KIRC,BLCA,edge-matched-random,0.1,81,167,0.9327354260089686,0.9858641130870953,0.7066666666666667,0.6582150101419878,45,13,9,8
Atezo,KIRC,BLCA,edge-matched-random,0.1,82,167,0.9955156950672646,1.0,0.72,0.678498985801217,48,10,11,6
Atezo,KIRC,BLCA,edge-matched-random,0.1,83,167,0.9596412556053812,0.9923620611035111,0.68,0.6308316430020284,45,13,11,6
Atezo,KIRC,BLCA,edge-matched-random,0.1,84,167,0.9596412556053812,0.9935020519835842,0.7333333333333333,0.7170385395537525,46,12,8,9
Atezo,KIRC,BLCA,edge-matched-random,0.1,85,167,0.9865470852017937,1.0,0.7466666666666667,0.6744421906693713,51,7,12,5
Atezo,KIRC,BLCA,edge-matched-random,0.1,86,167,0.9730941704035875,0.999658002735978,0.6933333333333334,0.6693711967545639,45,13,10,7
Atezo,KIRC,BLCA,edge-matched-random,0.1,87,167,0.9551569506726457,0.9955540355677155,0.6666666666666666,0.6612576064908722,42,16,9,8
Atezo,KIRC,BLCA,edge-matched-random,0.1,88,167,0.9506726457399103,0.9937300501595987,0.6666666666666666,0.6713995943204869,44,14,11,6
Atezo,KIRC,BLCA,edge-matched-random,0.1,89,167,0.9596412556053812,0.9917920656634747,0.76,0.5983772819472616,51,7,11,6
Atezo,KIRC,BLCA,edge-matched-random,0.1,90,167,0.968609865470852,0.9939580483356134,0.6933333333333334,0.6298174442190669,44,14,9,8
Atezo,KIRC,BLCA,edge-matched-random,0.1,91,167,0.9506726457399103,0.990766073871409,0.68,0.6734279918864097,44,14,10,7
Atezo,KIRC,BLCA,edge-matched-random,0.1,92,167,0.9372197309417041,0.988828089375285,0.8,0.7200811359026369,51,7,8,9
Atezo,KIRC,BLCA,edge-matched-random,0.1,93,167,0.9417040358744395,0.990766073871409,0.7466666666666667,0.6947261663286004,49,9,10,7
Atezo,KIRC,BLCA,edge-matched-random,0.1,94,167,0.9551569506726457,0.9921340629274966,0.6266666666666667,0.6774847870182555,40,18,10,7
Atezo,KIRC,BLCA,edge-matched-random,0.1,95,167,0.968609865470852,0.9990880072959416,0.7066666666666667,0.6632860040567952,46,12,10,7
Atezo,KIRC,BLCA,edge-matched-random,0.1,96,167,0.9417040358744395,0.9878020975832194,0.76,0.704868154158215,47,11,7,10
Atezo,KIRC,BLCA,edge-matched-random,0.1,97,167,1.0,1.0,0.7466666666666667,0.665314401622718,48,10,9,8
