,drug,tissue,feature,iter,feature_dim,Train Accuracy,Train ROC_AUC,Test Accuracy,Test ROC_AUC,Test TN,Test FP,Test FN,Test TP
0,Pembro,STAD,targets,0,1,0.696969696969697,0.7546296296296297,0.75,0.7407407407407407,7,2,1,2
1,Pembro,STAD,DiffExp,0,4,0.9090909090909091,0.8518518518518519,0.8333333333333334,0.888888888888889,8,1,1,2
2,Pembro,STAD,edge,0,5,0.8181818181818182,0.8518518518518519,0.75,0.888888888888889,7,2,1,2
3,Pembro,STAD,edge-random,0,5,0.696969696969697,0.8148148148148148,0.9166666666666666,1.0,8,1,0,3
4,Pembro,STAD,node,0,3,0.8181818181818182,0.8148148148148149,0.75,0.888888888888889,7,2,1,2
5,Pembro,STAD,node-random,0,3,0.6666666666666666,0.7453703703703703,0.8333333333333334,0.8148148148148149,9,0,2,1
6,Pembro,STAD,node-norm,0,48,1.0,1.0,0.9166666666666666,0.9629629629629629,9,0,1,2
7,Pembro,STAD,node-norm-random,0,48,0.9696969696969697,0.9953703703703705,1.0,1.0,9,0,0,3
8,Pembro,STAD,edge+targets,0,5,0.8181818181818182,0.8518518518518519,0.75,0.888888888888889,7,2,1,2
9,Pembro,STAD,edge+targets-random,0,5,0.7575757575757576,0.8749999999999999,0.5,0.6666666666666666,4,5,1,2
10,Pembro,STAD,node+targets,0,3,0.8181818181818182,0.8148148148148149,0.75,0.888888888888889,7,2,1,2
11,Pembro,STAD,node+targets-random,0,3,0.6363636363636364,0.7222222222222221,0.6666666666666666,0.8518518518518519,7,2,2,1
12,Pembro,STAD,node-norm+targets,0,48,1.0,1.0,0.9166666666666666,0.9629629629629629,9,0,1,2
13,Pembro,STAD,node-norm+targets-random,0,48,0.9696969696969697,1.0,1.0,1.0,9,0,0,3
14,Pembro,STAD,targets,1,1,0.7575757575757576,0.7962962962962963,0.5833333333333334,0.6666666666666666,6,3,2,1
15,Pembro,STAD,DiffExp,1,4,0.9090909090909091,0.837962962962963,0.9166666666666666,1.0,9,0,1,2
16,Pembro,STAD,edge,1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
17,Pembro,STAD,edge-random,1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
18,Pembro,STAD,node,1,1,0.8484848484848485,0.787037037037037,0.8333333333333334,0.9629629629629629,8,1,1,2
19,Pembro,STAD,node-random,1,1,0.8484848484848485,0.787037037037037,0.8333333333333334,0.9629629629629629,8,1,1,2
20,Pembro,STAD,node-norm,1,49,0.9090909090909091,0.9861111111111112,1.0,1.0,9,0,0,3
21,Pembro,STAD,node-norm-random,1,49,1.0,1.0,1.0,1.0,9,0,0,3
22,Pembro,STAD,edge+targets,1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
23,Pembro,STAD,edge+targets-random,1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
24,Pembro,STAD,node+targets,1,1,0.8484848484848485,0.787037037037037,0.8333333333333334,0.9629629629629629,8,1,1,2
25,Pembro,STAD,node+targets-random,1,1,0.7575757575757576,0.7962962962962963,0.5833333333333334,0.6666666666666666,6,3,2,1
26,Pembro,STAD,node-norm+targets,1,49,0.9090909090909091,0.9861111111111112,1.0,1.0,9,0,0,3
27,Pembro,STAD,node-norm+targets-random,1,49,0.9696969696969697,0.9953703703703705,1.0,1.0,9,0,0,3
28,Pembro,STAD,targets,2,1,0.696969696969697,0.763888888888889,0.6666666666666666,0.6666666666666667,5,4,0,3
29,Pembro,STAD,DiffExp,2,4,0.8787878787878788,0.8703703703703703,0.9166666666666666,0.8518518518518519,9,0,1,2
30,Pembro,STAD,edge,2,8,0.9393939393939394,0.9537037037037036,0.5833333333333334,0.7407407407407407,6,3,2,1
31,Pembro,STAD,edge-random,2,8,0.9393939393939394,0.9490740740740742,0.5,0.6666666666666666,4,5,1,2
32,Pembro,STAD,node,2,1,0.8484848484848485,0.8379629629629629,0.8333333333333334,0.7407407407407407,8,1,1,2
33,Pembro,STAD,node-random,2,1,0.8181818181818182,0.8472222222222223,0.8333333333333334,0.8518518518518519,8,1,1,2
34,Pembro,STAD,node-norm,2,49,1.0,1.0,0.8333333333333334,0.8518518518518519,9,0,2,1
35,Pembro,STAD,node-norm-random,2,49,0.9696969696969697,1.0,0.9166666666666666,0.8518518518518519,9,0,1,2
36,Pembro,STAD,edge+targets,2,8,0.9393939393939394,0.9537037037037036,0.5833333333333334,0.7407407407407407,6,3,2,1
37,Pembro,STAD,edge+targets-random,2,8,0.8787878787878788,0.9074074074074073,0.8333333333333334,1.0,9,0,2,1
38,Pembro,STAD,node+targets,2,1,0.8484848484848485,0.8379629629629629,0.8333333333333334,0.7407407407407407,8,1,1,2
39,Pembro,STAD,node+targets-random,2,1,0.7878787878787878,0.8333333333333334,0.5833333333333334,0.5555555555555556,5,4,1,2
40,Pembro,STAD,node-norm+targets,2,49,1.0,1.0,0.8333333333333334,0.8518518518518519,9,0,2,1
41,Pembro,STAD,node-norm+targets-random,2,49,0.9393939393939394,0.9953703703703705,0.9166666666666666,0.8518518518518519,9,0,1,2
42,Pembro,STAD,targets,3,1,0.6363636363636364,0.736111111111111,0.75,0.8148148148148149,6,3,0,3
43,Pembro,STAD,DiffExp,3,4,0.8484848484848485,0.8194444444444444,0.9166666666666666,1.0,8,1,0,3
44,Pembro,STAD,edge,3,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
45,Pembro,STAD,edge-random,3,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
46,Pembro,STAD,node,3,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
47,Pembro,STAD,node-random,3,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
48,Pembro,STAD,node-norm,3,48,0.9696969696969697,0.9861111111111112,1.0,1.0,9,0,0,3
49,Pembro,STAD,node-norm-random,3,48,1.0,1.0,0.9166666666666666,1.0,9,0,1,2
50,Pembro,STAD,edge+targets,3,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
51,Pembro,STAD,edge+targets-random,3,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
52,Pembro,STAD,node+targets,3,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
53,Pembro,STAD,node+targets-random,3,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
54,Pembro,STAD,node-norm+targets,3,48,0.9696969696969697,0.9861111111111112,1.0,1.0,9,0,0,3
55,Pembro,STAD,node-norm+targets-random,3,48,0.9696969696969697,0.9861111111111112,0.9166666666666666,1.0,9,0,1,2
56,Pembro,STAD,targets,4,1,0.6363636363636364,0.7638888888888888,0.75,0.8518518518518519,7,2,1,2
57,Pembro,STAD,DiffExp,4,4,0.9090909090909091,0.8935185185185184,0.75,0.8148148148148149,8,1,2,1
58,Pembro,STAD,edge,4,6,0.9393939393939394,0.9490740740740742,0.8333333333333334,0.7777777777777778,8,1,1,2
