drug,source tissue,target tissue,feature,pval,iter,feature_dim,predicted_class,predicted_prob,true_class
Pembro,STAD,SKCM,edge-matched-random,0.1,7,47,1,0.6736924870505399,0
Pembro,STAD,SKCM,edge-matched-random,0.1,8,47,0,0.14892003893597436,0
Pembro,STAD,SKCM,edge-matched-random,0.1,9,47,0,0.18885977161401446,0
Pembro,STAD,SKCM,edge-matched-random,0.1,10,47,0,0.33921993495088876,0
Pembro,STAD,SKCM,edge-matched-random,0.1,11,47,1,0.6535602398893495,0
Pembro,STAD,SKCM,edge-matched-random,0.1,12,47,1,0.7371220709677233,0
Pembro,STAD,SKCM,edge-matched-random,0.1,13,47,1,0.6150157646282205,0
Pembro,STAD,SKCM,edge-matched-random,0.1,14,47,0,0.45615103307397076,0
Pembro,STAD,SKCM,edge-matched-random,0.1,15,47,0,0.07475437406325536,1
Pembro,STAD,SKCM,edge-matched-random,0.1,16,47,0,0.25220952873885005,0
Pembro,STAD,SKCM,edge-matched-random,0.1,17,47,0,0.009896176757753072,0
Pembro,STAD,SKCM,edge-matched-random,0.1,18,47,0,0.4791170851985731,1
Pembro,STAD,SKCM,edge-matched-random,0.1,19,47,0,0.08076471989793149,1
Pembro,STAD,SKCM,edge-matched-random,0.1,20,47,1,0.7818463341915446,1
Pembro,STAD,SKCM,edge-matched-random,0.1,21,47,0,0.10894597313587219,1
Pembro,STAD,SKCM,edge-matched-random,0.1,22,47,1,0.6423712014149661,1
Pembro,STAD,SKCM,edge-matched-random,0.1,23,47,0,0.3801944508911784,1
Pembro,STAD,SKCM,edge-matched-random,0.1,24,47,0,0.3271281406980634,1
Pembro,STAD,SKCM,edge-matched-random,0.1,25,47,1,0.7335142769236296,1
Pembro,STAD,SKCM,edge-matched-random,0.1,26,47,1,0.9882402046851863,1
Pembro,STAD,SKCM,edge-matched-random,0.1,27,47,1,0.6747573216543988,1
Pembro,STAD,SKCM,edge-matched-random,0.1,28,47,1,0.9782974030233931,1
Pembro,STAD,SKCM,edge-matched-random,0.1,29,47,1,0.5057950142497422,1
Pembro,STAD,SKCM,edge-matched-random,0.1,30,47,0,0.16784231609435687,1
Pembro,STAD,SKCM,edge-matched-random,0.1,31,47,0,0.0013938404577741536,1
Pembro,STAD,SKCM,edge-matched-random,0.1,32,47,0,0.4863187222796117,0
Pembro,STAD,SKCM,edge-matched-random,0.1,33,47,1,0.9971279394691257,1
Pembro,STAD,SKCM,edge-matched-random,0.1,34,47,0,0.4700010179125939,1
Pembro,STAD,SKCM,edge-matched-random,0.1,35,47,1,0.7298431084140623,1
Pembro,STAD,SKCM,edge-matched-random,0.1,36,47,1,0.9515820590308691,1
Pembro,STAD,SKCM,edge-matched-random,0.1,37,47,0,0.04242704016101014,0
Pembro,STAD,SKCM,edge-matched-random,0.1,38,47,1,0.9995881477803873,1
Pembro,STAD,SKCM,edge-matched-random,0.1,39,47,1,0.6737824004222978,1
Pembro,STAD,SKCM,edge-matched-random,0.1,40,47,0,0.036894564720851744,0
Pembro,STAD,SKCM,edge-matched-random,0.1,41,47,1,0.725006220915959,0
Pembro,STAD,SKCM,edge-matched-random,0.1,42,47,0,0.25898278058429847,1
Pembro,STAD,SKCM,edge-matched-random,0.1,43,47,1,0.8117140948114425,0
Pembro,STAD,SKCM,edge-matched-random,0.1,44,47,0,0.29284079022674425,1
Pembro,STAD,SKCM,edge-matched-random,0.1,45,47,1,0.9625351745704425,1
Pembro,STAD,SKCM,edge-matched-random,0.1,46,47,1,0.9515883403807851,0
Pembro,STAD,SKCM,edge-matched-random,0.1,47,47,1,0.7229313198745331,0
Pembro,STAD,SKCM,edge-matched-random,0.1,48,47,0,0.3945820786531201,0
Pembro,STAD,SKCM,edge-matched-random,0.1,49,47,0,0.3118695297229082,0
Pembro,STAD,SKCM,edge-matched-random,0.1,50,47,0,0.4861737020172469,1
Pembro,STAD,SKCM,edge-matched-random,0.1,51,47,1,0.5180378858147399,1
Pembro,STAD,SKCM,edge-matched-random,0.1,52,47,0,0.43513338320664613,0
Pembro,STAD,SKCM,edge-matched-random,0.1,53,47,1,0.600506586737767,0
Pembro,STAD,SKCM,edge-matched-random,0.1,54,47,0,0.01911087296800008,0
Pembro,STAD,SKCM,edge-matched-random,0.1,55,47,0,0.46354564987227725,1
Pembro,STAD,SKCM,edge-matched-random,0.1,56,47,1,0.5122301636281513,1
Pembro,STAD,SKCM,edge-matched-random,0.1,57,47,1,0.5591822006388169,1
Pembro,STAD,SKCM,edge-matched-random,0.1,58,47,0,0.2079983669913113,0
Pembro,STAD,SKCM,edge-matched-random,0.1,59,47,0,0.18419179345481773,1
Pembro,STAD,SKCM,edge-matched-random,0.1,60,47,1,0.6482641484505541,0
Pembro,STAD,SKCM,edge-matched-random,0.1,61,47,1,0.6284710625069576,0
Pembro,STAD,SKCM,edge-matched-random,0.1,62,47,1,0.7891690326580844,0
Pembro,STAD,SKCM,edge-matched-random,0.1,63,47,0,0.19439234698748517,1
Pembro,STAD,SKCM,edge-matched-random,0.1,64,47,0,0.1729074234314545,0
Pembro,STAD,SKCM,edge-matched-random,0.1,65,47,0,0.098227942058866,0
Pembro,STAD,SKCM,edge-matched-random,0.1,66,47,0,0.322518842626326,0
Pembro,STAD,SKCM,edge-matched-random,0.1,67,47,1,0.7380437238077735,1
Pembro,STAD,SKCM,edge-matched-random,0.1,68,47,1,0.615718339391387,1
Pembro,STAD,SKCM,edge-matched-random,0.1,69,47,0,0.3624002765858763,1
Pembro,STAD,SKCM,edge-matched-random,0.1,70,47,1,0.5653518571541546,0
Pembro,STAD,SKCM,edge-matched-random,0.1,71,47,1,0.8353628110571153,0
Pembro,STAD,SKCM,edge-matched-random,0.1,72,47,0,0.26101099639006003,0
Pembro,STAD,SKCM,edge-matched-random,0.1,73,47,0,0.3889862150282497,0
Pembro,STAD,SKCM,edge-matched-random,0.1,74,47,0,0.4266493022607085,1
Pembro,STAD,SKCM,edge-matched-random,0.1,75,47,1,0.915295476781761,1
Pembro,STAD,SKCM,edge-matched-random,0.1,76,47,1,0.5962335078924162,0
Pembro,STAD,SKCM,edge-matched-random,0.1,77,47,1,0.572573480742269,0
Pembro,STAD,SKCM,edge-matched-random,0.1,78,47,0,0.2563880371750535,0
Pembro,STAD,SKCM,edge-matched-random,0.1,79,47,1,0.7502770689888505,0
Pembro,STAD,SKCM,edge-matched-random,0.1,80,47,0,0.04928741790182677,0
Pembro,STAD,SKCM,edge-matched-random,0.1,81,47,1,0.6057277258189097,0
Pembro,STAD,SKCM,edge-matched-random,0.1,82,47,0,0.09962476803563106,1
Pembro,STAD,SKCM,edge-matched-random,0.1,83,47,0,0.4853870851289721,0
Pembro,STAD,SKCM,edge-matched-random,0.1,84,47,0,0.4563937100441368,0
Pembro,STAD,SKCM,edge-matched-random,0.1,85,47,0,0.14706820349425315,0
Pembro,STAD,SKCM,edge-matched-random,0.1,86,47,1,0.6557960730864688,1
Pembro,STAD,SKCM,edge-matched-random,0.1,87,47,0,0.030019894727630718,1
Pembro,STAD,SKCM,edge-matched-random,0.1,88,47,1,0.5446978936525886,0
Pembro,STAD,SKCM,edge-matched-random,0.1,89,47,0,0.3302276051631547,0
Pembro,STAD,SKCM,edge-matched-random,0.1,90,47,0,0.35488986679420986,1
Pembro,STAD,SKCM,edge-matched-random,0.1,91,47,1,0.999998674504656,1
Pembro,STAD,SKCM,edge-matched-random,0.1,92,47,0,0.44179172524274524,1
Pembro,STAD,SKCM,edge-matched-random,0.1,93,47,0,0.37924219128264997,0
Pembro,STAD,SKCM,edge-matched-random,0.1,94,47,0,0.23654382277106153,0
Pembro,STAD,SKCM,edge-matched-random,0.1,95,47,0,0.34817423198690933,1
Pembro,STAD,SKCM,edge-matched-random,0.1,96,47,1,0.928711340254949,1
Pembro,STAD,SKCM,edge-matched-random,0.1,97,47,1,0.5095774289112712,0
Pembro,STAD,SKCM,edge-matched-random,0.1,98,47,0,0.10578496450365898,0
Pembro,STAD,SKCM,edge-matched-random,0.1,99,47,0,0.2235041797570343,0
Pembro,STAD,SKCM,edge-matched-random,0.1,100,47,1,0.574030437298196,1
Pembro,STAD,SKCM,edge-matched-random,0.1,101,47,0,0.24041020704175936,1
Pembro,STAD,SKCM,edge-matched-random,0.1,102,47,0,0.46570148268275974,1
Pembro,STAD,SKCM,edge-matched-random,0.1,103,47,0,0.4802783885327825,1
Pembro,STAD,SKCM,edge-matched-random,0.1,104,47,1,0.9269743937723466,0
Pembro,STAD,SKCM,edge-matched-random,0.1,105,47,0,0.41431995053066667,1
Pembro,STAD,SKCM,edge-matched-random,0.1,106,47,1,0.6983648366119819,0
Pembro,STAD,SKCM,edge-matched-random,0.1,107,47,0,0.49076314646207,0
Pembro,STAD,SKCM,edge-matched-random,0.1,108,47,0,0.05029288870562666,0
Pembro,STAD,SKCM,edge-matched-random,0.1,109,47,0,0.25831393938879704,1
Pembro,STAD,SKCM,edge-matched-random,0.1,110,47,1,0.7869072444476115,0
Pembro,STAD,SKCM,edge-matched-random,0.1,111,47,0,0.371550015128321,0
Pembro,STAD,SKCM,edge-matched-random,0.1,112,47,0,0.03510238368002369,1
Pembro,STAD,SKCM,edge-matched-random,0.1,113,47,1,0.718407472560873,0
Pembro,STAD,SKCM,edge-matched-random,0.1,114,47,1,0.8031067604710237,0
Pembro,STAD,SKCM,edge-matched-random,0.1,115,47,1,0.5424394268709434,0
Pembro,STAD,SKCM,edge-matched-random,0.1,116,47,1,0.7349126565350615,1
Pembro,STAD,SKCM,edge-matched-random,0.1,117,47,1,0.5627341885755409,0
Pembro,STAD,SKCM,edge-matched-random,0.1,118,47,0,0.26960932947024746,1
Pembro,STAD,SKCM,edge-matched-random,0.1,119,47,0,0.08470543422150516,0
Pembro,STAD,SKCM,edge-matched-random,0.1,120,47,0,0.3032783085864193,1
Pembro,STAD,SKCM,edge-matched-random,0.1,121,47,0,0.35701880429197264,1
Pembro,STAD,SKCM,edge-matched-random,0.1,122,47,0,0.09317294039646354,0
Pembro,STAD,SKCM,edge-matched-random,0.1,123,47,0,0.33074547920803493,0
Pembro,STAD,SKCM,edge-matched-random,0.1,124,47,1,0.8408119758802317,0
Pembro,STAD,SKCM,edge-matched-random,0.1,125,47,0,0.22498035934224003,0
Pembro,STAD,SKCM,edge-matched-random,0.1,126,47,1,0.7773108897171993,1
Pembro,STAD,SKCM,edge-matched-random,0.1,127,47,1,0.6320078055416503,0
Pembro,STAD,SKCM,edge-matched-random,0.1,128,47,1,0.967581063699364,0
Pembro,STAD,SKCM,edge,0.05,0,33,0,0.3694108489940747,0
Pembro,STAD,SKCM,edge,0.05,1,33,1,0.9027909262763671,0
Pembro,STAD,SKCM,edge,0.05,2,33,1,0.8471234414795364,0
Pembro,STAD,SKCM,edge,0.05,3,33,1,0.5432523892283054,0
Pembro,STAD,SKCM,edge,0.05,4,33,0,0.4705900581385426,0
Pembro,STAD,SKCM,edge,0.05,5,33,1,0.5920405564660534,0
Pembro,STAD,SKCM,edge,0.05,6,33,0,0.14853423774523986,0
Pembro,STAD,SKCM,edge,0.05,7,33,1,0.5449379176979963,0
Pembro,STAD,SKCM,edge,0.05,8,33,0,0.37765040700494895,0
Pembro,STAD,SKCM,edge,0.05,9,33,1,0.782271422886364,0
Pembro,STAD,SKCM,edge,0.05,10,33,0,0.13389447286423173,0
Pembro,STAD,SKCM,edge,0.05,11,33,0,0.3474438453946373,0
Pembro,STAD,SKCM,edge,0.05,12,33,0,0.22126016614548163,0
Pembro,STAD,SKCM,edge,0.05,13,33,1,0.5365781002839664,0
Pembro,STAD,SKCM,edge,0.05,14,33,1,0.7928973340618475,0
Pembro,STAD,SKCM,edge,0.05,15,33,0,0.2026397171530932,1
Pembro,STAD,SKCM,edge,0.05,16,33,0,0.13287640444765175,0
Pembro,STAD,SKCM,edge,0.05,17,33,0,0.057111441736323584,0
Pembro,STAD,SKCM,edge,0.05,18,33,1,0.6932896293318217,1
Pembro,STAD,SKCM,edge,0.05,19,33,1,0.6742640885635633,1
Pembro,STAD,SKCM,edge,0.05,20,33,1,0.5688862701120726,1
Pembro,STAD,SKCM,edge,0.05,21,33,1,0.5504141611615926,1
Pembro,STAD,SKCM,edge,0.05,22,33,0,0.44768320469346884,1
Pembro,STAD,SKCM,edge,0.05,23,33,0,0.4055453168953464,1
Pembro,STAD,SKCM,edge,0.05,24,33,1,0.7594063551976393,1
Pembro,STAD,SKCM,edge,0.05,25,33,1,0.7070943011674561,1
Pembro,STAD,SKCM,edge,0.05,26,33,1,0.6537055250241988,1
Pembro,STAD,SKCM,edge,0.05,27,33,1,0.6450089499009851,1
Pembro,STAD,SKCM,edge,0.05,28,33,1,0.6909112855989079,1
Pembro,STAD,SKCM,edge,0.05,29,33,1,0.7052461094379971,1
Pembro,STAD,SKCM,edge,0.05,30,33,1,0.8501306026669865,1
Pembro,STAD,SKCM,edge,0.05,31,33,1,0.8102377975111177,1
Pembro,STAD,SKCM,edge,0.05,32,33,1,0.7640046828237098,0
Pembro,STAD,SKCM,edge,0.05,33,33,1,0.7867883066065127,1
Pembro,STAD,SKCM,edge,0.05,34,33,1,0.5988485003399124,1
Pembro,STAD,SKCM,edge,0.05,35,33,1,0.6062315531426224,1
Pembro,STAD,SKCM,edge,0.05,36,33,0,0.48551234513903063,1
Pembro,STAD,SKCM,edge,0.05,37,33,1,0.6168578265441949,0
Pembro,STAD,SKCM,edge,0.05,38,33,0,0.478823331962088,1
Pembro,STAD,SKCM,edge,0.05,39,33,1,0.6710642007799742,1
Pembro,STAD,SKCM,edge,0.05,40,33,0,0.03296542274352645,0
Pembro,STAD,SKCM,edge,0.05,41,33,0,0.4573348595044761,0
Pembro,STAD,SKCM,edge,0.05,42,33,0,0.3309548122006325,1
Pembro,STAD,SKCM,edge,0.05,43,33,0,0.02832143301369361,0
Pembro,STAD,SKCM,edge,0.05,44,33,1,0.5101823817257464,1
Pembro,STAD,SKCM,edge,0.05,45,33,0,0.2871215159430474,1
Pembro,STAD,SKCM,edge,0.05,46,33,1,0.9002745683471164,0
Pembro,STAD,SKCM,edge,0.05,47,33,1,0.924351508400176,0
Pembro,STAD,SKCM,edge,0.05,48,33,1,0.6494819281200821,0
Pembro,STAD,SKCM,edge,0.05,49,33,1,0.911710358826091,0
Pembro,STAD,SKCM,edge,0.05,50,33,1,0.5749334596540185,1
Pembro,STAD,SKCM,edge,0.05,51,33,0,0.22180095322703566,1
Pembro,STAD,SKCM,edge,0.05,52,33,1,0.6641868197288842,0
Pembro,STAD,SKCM,edge,0.05,53,33,0,0.49053843396470864,0
Pembro,STAD,SKCM,edge,0.05,54,33,0,0.35372836272444763,0
Pembro,STAD,SKCM,edge,0.05,55,33,1,0.6146769133998934,1
Pembro,STAD,SKCM,edge,0.05,56,33,1,0.9305846214809289,1
Pembro,STAD,SKCM,edge,0.05,57,33,0,0.15110387813681725,1
Pembro,STAD,SKCM,edge,0.05,58,33,1,0.7872232254940933,0
Pembro,STAD,SKCM,edge,0.05,59,33,0,0.1941506247179296,1
Pembro,STAD,SKCM,edge,0.05,60,33,0,0.17638087371872666,0
Pembro,STAD,SKCM,edge,0.05,61,33,0,0.3101063215087879,0
Pembro,STAD,SKCM,edge,0.05,62,33,0,0.4977331117768797,0
Pembro,STAD,SKCM,edge,0.05,63,33,0,0.39197616568075266,1
Pembro,STAD,SKCM,edge,0.05,64,33,0,0.4063495261834749,0
Pembro,STAD,SKCM,edge,0.05,65,33,0,0.32079219424644145,0
Pembro,STAD,SKCM,edge,0.05,66,33,0,0.43170605228035847,0
Pembro,STAD,SKCM,edge,0.05,67,33,0,0.1661457675765027,1
Pembro,STAD,SKCM,edge,0.05,68,33,0,0.15269813637078766,1
Pembro,STAD,SKCM,edge,0.05,69,33,0,0.4895082089454594,1
Pembro,STAD,SKCM,edge,0.05,70,33,1,0.9371055561248488,0
Pembro,STAD,SKCM,edge,0.05,71,33,0,0.4214331774755108,0
Pembro,STAD,SKCM,edge,0.05,72,33,0,0.2672586286484085,0
Pembro,STAD,SKCM,edge,0.05,73,33,0,0.32773677219879077,0
Pembro,STAD,SKCM,edge,0.05,74,33,1,0.5790105932183324,1
Pembro,STAD,SKCM,edge,0.05,75,33,0,0.26018950066611884,1
Pembro,STAD,SKCM,edge,0.05,76,33,1,0.8366685550432659,0
Pembro,STAD,SKCM,edge,0.05,77,33,1,0.6011691376299987,0
Pembro,STAD,SKCM,edge,0.05,78,33,0,0.3309669098312612,0
Pembro,STAD,SKCM,edge,0.05,79,33,0,0.3203976451978243,0
Pembro,STAD,SKCM,edge,0.05,80,33,0,0.047247555390834944,0
Pembro,STAD,SKCM,edge,0.05,81,33,1,0.6982299602896588,0
Pembro,STAD,SKCM,edge,0.05,82,33,1,0.707777492338215,1
Pembro,STAD,SKCM,edge,0.05,83,33,1,0.6895905244320646,0
Pembro,STAD,SKCM,edge,0.05,84,33,0,0.16386699134252974,0
Pembro,STAD,SKCM,edge,0.05,85,33,1,0.6014618058052899,0
Pembro,STAD,SKCM,edge,0.05,86,33,1,0.5718452675954001,1
Pembro,STAD,SKCM,edge,0.05,87,33,0,0.14937495032312095,1
Pembro,STAD,SKCM,edge,0.05,88,33,1,0.5662122537996379,0
Pembro,STAD,SKCM,edge,0.05,89,33,0,0.17051365409917568,0
Pembro,STAD,SKCM,edge,0.05,90,33,1,0.5390001279994994,1
