iter,source drug,target drug,geneset,source tissue,target tissue,pval,Test Accuracy,Test ROC_AUC
47,Atezo,Atezo,source biomarkers,BLCA,KIRC,0.1,0.5,0.4472222222222223
48,Atezo,Atezo,source biomarkers,BLCA,KIRC,0.1,0.5714285714285714,0.5277777777777778
49,Atezo,Atezo,source biomarkers,BLCA,KIRC,0.1,0.5476190476190477,0.586111111111111
0,Atezo,Atezo,drug targets,BLCA,KIRC,0.1,0.6428571428571429,0.475
1,Atezo,Atezo,drug targets,BLCA,KIRC,0.1,0.6428571428571429,0.5416666666666667
2,Atezo,Atezo,drug targets,BLCA,KIRC,0.1,0.5952380952380952,0.55
3,Atezo,Atezo,drug targets,BLCA,KIRC,0.1,0.6428571428571429,0.5333333333333333
4,Atezo,Atezo,drug targets,BLCA,KIRC,0.1,0.6904761904761905,0.6722222222222223
5,Atezo,Atezo,drug targets,BLCA,KIRC,0.1,0.7142857142857143,0.6444444444444444
6,Atezo,Atezo,drug targets,BLCA,KIRC,0.1,0.5476190476190477,0.6472222222222221
7,Atezo,Atezo,drug targets,BLCA,KIRC,0.1,0.5238095238095238,0.55
8,Atezo,Atezo,drug targets,BLCA,KIRC,0.1,0.6190476190476191,0.6888888888888889
9,Atezo,Atezo,drug targets,BLCA,KIRC,0.1,0.4523809523809524,0.475
10,Atezo,Atezo,drug targets,BLCA,KIRC,0.1,0.7619047619047619,0.7666666666666666
11,Atezo,Atezo,drug targets,BLCA,KIRC,0.1,0.5714285714285714,0.5027777777777778
12,Atezo,Atezo,drug targets,BLCA,KIRC,0.1,0.5238095238095238,0.48611111111111116
13,Atezo,Atezo,drug targets,BLCA,KIRC,0.1,0.5714285714285714,0.4527777777777777
14,Atezo,Atezo,drug targets,BLCA,KIRC,0.1,0.47619047619047616,0.3138888888888889
15,Atezo,Atezo,drug targets,BLCA,KIRC,0.1,0.6190476190476191,0.5333333333333333
16,Atezo,Atezo,drug targets,BLCA,KIRC,0.1,0.6666666666666666,0.6138888888888889
17,Atezo,Atezo,drug targets,BLCA,KIRC,0.1,0.5476190476190477,0.46111111111111114
18,Atezo,Atezo,drug targets,BLCA,KIRC,0.1,0.5714285714285714,0.513888888888889
19,Atezo,Atezo,drug targets,BLCA,KIRC,0.1,0.5714285714285714,0.46111111111111114
20,Atezo,Atezo,drug targets,BLCA,KIRC,0.1,0.5,0.46388888888888885
21,Atezo,Atezo,drug targets,BLCA,KIRC,0.1,0.5952380952380952,0.625
22,Atezo,Atezo,drug targets,BLCA,KIRC,0.1,0.6428571428571429,0.6166666666666667
23,Atezo,Atezo,drug targets,BLCA,KIRC,0.1,0.6190476190476191,0.6277777777777778
24,Atezo,Atezo,drug targets,BLCA,KIRC,0.1,0.6904761904761905,0.7166666666666667
25,Atezo,Atezo,drug targets,BLCA,KIRC,0.1,0.5952380952380952,0.6166666666666667
26,Atezo,Atezo,drug targets,BLCA,KIRC,0.1,0.6428571428571429,0.6333333333333334
27,Atezo,Atezo,drug targets,BLCA,KIRC,0.1,0.6428571428571429,0.6388888888888888
28,Atezo,Atezo,drug targets,BLCA,KIRC,0.1,0.5238095238095238,0.5111111111111112
29,Atezo,Atezo,drug targets,BLCA,KIRC,0.1,0.5952380952380952,0.5694444444444444
30,Atezo,Atezo,drug targets,BLCA,KIRC,0.1,0.5952380952380952,0.6138888888888888
31,Atezo,Atezo,drug targets,BLCA,KIRC,0.1,0.5,0.5194444444444444
32,Atezo,Atezo,drug targets,BLCA,KIRC,0.1,0.5476190476190477,0.49444444444444446
33,Atezo,Atezo,drug targets,BLCA,KIRC,0.1,0.5714285714285714,0.5222222222222221
34,Atezo,Atezo,drug targets,BLCA,KIRC,0.1,0.6190476190476191,0.55
35,Atezo,Atezo,drug targets,BLCA,KIRC,0.1,0.6190476190476191,0.5833333333333333
36,Atezo,Atezo,drug targets,BLCA,KIRC,0.1,0.6428571428571429,0.675
37,Atezo,Atezo,drug targets,BLCA,KIRC,0.1,0.5476190476190477,0.5166666666666666
38,Atezo,Atezo,drug targets,BLCA,KIRC,0.1,0.5476190476190477,0.575
39,Atezo,Atezo,drug targets,BLCA,KIRC,0.1,0.6428571428571429,0.6222222222222222
40,Atezo,Atezo,drug targets,BLCA,KIRC,0.1,0.5476190476190477,0.43333333333333335
41,Atezo,Atezo,drug targets,BLCA,KIRC,0.1,0.6190476190476191,0.4833333333333333
42,Atezo,Atezo,drug targets,BLCA,KIRC,0.1,0.5714285714285714,0.4944444444444444
43,Atezo,Atezo,drug targets,BLCA,KIRC,0.1,0.5714285714285714,0.4833333333333333
44,Atezo,Atezo,drug targets,BLCA,KIRC,0.1,0.5238095238095238,0.5027777777777778
45,Atezo,Atezo,drug targets,BLCA,KIRC,0.1,0.6190476190476191,0.6111111111111112
46,Atezo,Atezo,drug targets,BLCA,KIRC,0.1,0.5476190476190477,0.6194444444444445
47,Atezo,Atezo,drug targets,BLCA,KIRC,0.1,0.6190476190476191,0.4805555555555555
48,Atezo,Atezo,drug targets,BLCA,KIRC,0.1,0.6190476190476191,0.5222222222222221
49,Atezo,Atezo,drug targets,BLCA,KIRC,0.1,0.6904761904761905,0.6527777777777777
0,Atezo,Atezo,random sample,BLCA,KIRC,0.1,0.549047619047619,0.5177222222222223
1,Atezo,Atezo,random sample,BLCA,KIRC,0.1,0.6090476190476192,0.5738888888888889
2,Atezo,Atezo,random sample,BLCA,KIRC,0.1,0.5961904761904762,0.5522222222222222
3,Atezo,Atezo,random sample,BLCA,KIRC,0.1,0.6547619047619048,0.6439444444444444
4,Atezo,Atezo,random sample,BLCA,KIRC,0.1,0.6485714285714285,0.6081666666666665
5,Atezo,Atezo,random sample,BLCA,KIRC,0.1,0.6004761904761904,0.5786111111111111
6,Atezo,Atezo,random sample,BLCA,KIRC,0.1,0.6309523809523809,0.6088333333333333
7,Atezo,Atezo,random sample,BLCA,KIRC,0.1,0.6471428571428572,0.6167222222222222
8,Atezo,Atezo,random sample,BLCA,KIRC,0.1,0.6323809523809524,0.6326111111111111
9,Atezo,Atezo,random sample,BLCA,KIRC,0.1,0.5961904761904763,0.5666666666666668
10,Atezo,Atezo,random sample,BLCA,KIRC,0.1,0.6433333333333334,0.6237777777777778
11,Atezo,Atezo,random sample,BLCA,KIRC,0.1,0.6185714285714285,0.5847777777777778
12,Atezo,Atezo,random sample,BLCA,KIRC,0.1,0.6114285714285714,0.6195555555555556
13,Atezo,Atezo,random sample,BLCA,KIRC,0.1,0.6252380952380953,0.6140555555555556
14,Atezo,Atezo,random sample,BLCA,KIRC,0.1,0.62,0.5876666666666667
15,Atezo,Atezo,random sample,BLCA,KIRC,0.1,0.6361904761904762,0.6195555555555555
16,Atezo,Atezo,random sample,BLCA,KIRC,0.1,0.6090476190476192,0.5623333333333334
17,Atezo,Atezo,random sample,BLCA,KIRC,0.1,0.5985714285714286,0.5317222222222222
18,Atezo,Atezo,random sample,BLCA,KIRC,0.1,0.65,0.6505555555555554
19,Atezo,Atezo,random sample,BLCA,KIRC,0.1,0.6280952380952382,0.6093333333333333
20,Atezo,Atezo,random sample,BLCA,KIRC,0.1,0.6504761904761905,0.6499444444444444
21,Atezo,Atezo,random sample,BLCA,KIRC,0.1,0.5923809523809525,0.5400555555555555
22,Atezo,Atezo,random sample,BLCA,KIRC,0.1,0.6457142857142857,0.6225555555555556
23,Atezo,Atezo,random sample,BLCA,KIRC,0.1,0.6033333333333334,0.5556111111111111
24,Atezo,Atezo,random sample,BLCA,KIRC,0.1,0.5904761904761905,0.5526111111111112
25,Atezo,Atezo,random sample,BLCA,KIRC,0.1,0.6785714285714286,0.6660555555555554
26,Atezo,Atezo,random sample,BLCA,KIRC,0.1,0.592857142857143,0.5722222222222222
27,Atezo,Atezo,random sample,BLCA,KIRC,0.1,0.6552380952380952,0.642
28,Atezo,Atezo,random sample,BLCA,KIRC,0.1,0.621904761904762,0.590611111111111
29,Atezo,Atezo,random sample,BLCA,KIRC,0.1,0.5814285714285714,0.5553888888888889
30,Atezo,Atezo,random sample,BLCA,KIRC,0.1,0.5961904761904763,0.5363333333333333
31,Atezo,Atezo,random sample,BLCA,KIRC,0.1,0.61,0.5791666666666666
32,Atezo,Atezo,random sample,BLCA,KIRC,0.1,0.6533333333333333,0.6321111111111112
33,Atezo,Atezo,random sample,BLCA,KIRC,0.1,0.5866666666666667,0.525
34,Atezo,Atezo,random sample,BLCA,KIRC,0.1,0.691904761904762,0.6943333333333334
35,Atezo,Atezo,random sample,BLCA,KIRC,0.1,0.6104761904761904,0.5881666666666666
36,Atezo,Atezo,random sample,BLCA,KIRC,0.1,0.6052380952380952,0.5636111111111111
37,Atezo,Atezo,random sample,BLCA,KIRC,0.1,0.6219047619047618,0.6006111111111111
38,Atezo,Atezo,random sample,BLCA,KIRC,0.1,0.6433333333333334,0.6375
39,Atezo,Atezo,random sample,BLCA,KIRC,0.1,0.59,0.5322777777777777
40,Atezo,Atezo,random sample,BLCA,KIRC,0.1,0.6704761904761903,0.6813888888888888
41,Atezo,Atezo,random sample,BLCA,KIRC,0.1,0.6,0.5565555555555555
42,Atezo,Atezo,random sample,BLCA,KIRC,0.1,0.6061904761904762,0.5882222222222223
43,Atezo,Atezo,random sample,BLCA,KIRC,0.1,0.5790476190476191,0.5445555555555556
44,Atezo,Atezo,random sample,BLCA,KIRC,0.1,0.6371428571428571,0.6201666666666666
45,Atezo,Atezo,random sample,BLCA,KIRC,0.1,0.6480952380952381,0.6325555555555556
46,Atezo,Atezo,random sample,BLCA,KIRC,0.1,0.5814285714285714,0.518611111111111
47,Atezo,Atezo,random sample,BLCA,KIRC,0.1,0.6266666666666666,0.5853333333333333
48,Atezo,Atezo,random sample,BLCA,KIRC,0.1,0.6161904761904762,0.5703333333333332
49,Atezo,Atezo,random sample,BLCA,KIRC,0.1,0.6295238095238096,0.6081666666666667
