,Edge,U,pval,adj_pvals
445,GADD45A;CDKN1A,442.0,0.30535820856979734,1.0
446,GADD45A;PCNA,445.0,0.283122302296002,1.0
447,CHEK2;PLK1,419.5,0.5082590176898395,1.0
448,CHEK2;CDC25A,407.5,0.6398558858302853,1.0
449,CHEK2;RAD9A,407.5,0.6397209386288036,1.0
450,CHEK2;RAD51C,422.0,0.48247405834681967,1.0
451,CHEK2;TP53BP1,366.5,0.8590717269635054,1.0
452,CHEK2;BRCA1,410.0,0.6112329735524059,1.0
453,CHEK2;CHEK1,387.5,0.8845463173203292,1.0
454,CHEK2;CDC45,421.5,0.4877939799087827,1.0
455,PAFAH1B1;CDK1,339.0,0.5339761943499528,1.0
456,PAFAH1B1;PAFAH1B3,378.0,1.0,1.0
457,FHL2;STXBP2,342.5,0.5721553795747274,1.0
458,TUBB6;ARHGEF2,380.0,0.9806882014043394,1.0
459,FBXO21;SKP1,375.0,0.9678264081523752,1.0
460,KIF20A;AURKA,313.0,0.2963691485121238,1.0
461,KIF20A;CCNB1,324.5,0.3917816811706901,1.0
462,KIF20A;CENPE,345.0,0.598260521083601,1.0
463,KIF20A;CCNB2,349.5,0.650625112462253,1.0
464,KIF20A;MELK,331.0,0.4499099053267813,1.0
465,KIF20A;PLK1,330.0,0.442740605642875,1.0
466,KIF20A;BIRC5,340.5,0.5487624923028773,1.0
467,KIF20A;AURKB,347.5,0.6259410966692002,1.0
468,KIF20A;UBE2C,380.5,0.9738075207691534,1.0
469,KIF20A;KIF14,337.0,0.5122756160784744,1.0
470,KIF20A;CDC20,294.0,0.17669233737110457,0.9647483217424833
471,KIF20A;CCNA2,300.5,0.21355712851613218,1.0
472,KIF20A;NUSAP1,341.0,0.5538878326092895,1.0
473,KIF20A;CDK1,334.0,0.48216907269480225,1.0
474,KIF20A;TOP2A,333.0,0.4674458626188932,1.0
475,PCCB;ACAA1,407.5,0.6398000639610547,1.0
476,TOP2A;AURKA,304.5,0.23525018216633076,1.0
477,TOP2A;CCNB1,305.0,0.23935266869508753,1.0
478,TOP2A;CENPE,285.5,0.12782375737747442,0.9473564122353721
479,TOP2A;CCNB2,368.0,0.8767918611211075,1.0
480,TOP2A;MELK,285.5,0.12957689917071974,0.9473564122353721
481,TOP2A;PLK1,311.5,0.2844549641483648,1.0
482,TOP2A;BIRC5,317.5,0.32680055315784595,1.0
483,TOP2A;AURKB,294.5,0.1506258516484361,0.9647483217424833
484,TOP2A;SMC4,327.0,0.4138709736756122,1.0
485,TOP2A;UBE2C,306.0,0.23756825346163468,1.0
486,TOP2A;KIF14,302.5,0.22488736275005627,1.0
487,TOP2A;CDC20,326.0,0.39681400042595116,1.0
488,TOP2A;CDK1,317.5,0.3298233774567263,1.0
489,TOP2A;CHEK1,258.5,0.054153546921231144,0.8865736440800634
490,TOP2A;CDC45,247.5,0.03510276257661129,0.8202563900293887
491,TOP2A;CCNA2,271.5,0.08528493658269257,0.9154276806164109
492,TOP2A;NUSAP1,298.5,0.18731931154103054,0.9707235577834782
493,BAD;BAX,358.5,0.759113685060291,1.0
494,BAD;MAPK9,302.5,0.22594207484372086,1.0
495,NFKBIE;NFKBIA,340.5,0.5505287765849107,1.0
496,NFKBIE;NFKB2,352.5,0.6854497713526095,1.0
497,NFKBIE;NFKBIB,383.0,0.9421242877505013,1.0
498,NFKBIE;IKBKB,350.0,0.6573095731440273,1.0
499,FDFT1;HMGCR,425.0,0.4524791161192292,1.0
500,FDFT1;HMGCS1,438.0,0.33682560460576916,1.0
501,FDFT1;DHDDS,378.0,1.0,1.0
502,FDFT1;NSDHL,393.5,0.8086492867259527,1.0
503,FDFT1;GAPDH,452.0,0.2356545972207179,1.0
504,CCND1;HSPA8,366.0,0.8527982539152105,1.0
505,CCND1;RB1,395.0,0.789924971963017,1.0
506,CCND1;CDK1,391.0,0.8401287190708909,1.0
507,CCND1;CDK2,374.0,0.9549411588982992,1.0
508,CCND1;SKP1,358.0,0.7528986451616995,1.0
509,CCND1;ERBB2,448.5,0.25855748937759593,1.0
510,CCND1;NOTCH1,416.0,0.5449152479638507,1.0
511,CCND1;MYC,354.5,0.7101908155773587,1.0
512,CCND1;BRCA1,406.5,0.651120603778728,1.0
513,CCND1;CCND3,332.0,0.4625149442881432,1.0
514,CCND1;CDKN1A,355.5,0.7223835737456722,1.0
515,CCND1;JUN,457.0,0.20506776850827857,1.0
516,CCND1;STAT3,453.5,0.22600020364128148,1.0
517,CCND1;SRC,479.0,0.10457845079619124,0.9473564122353721
518,CCND1;ELAVL1,392.5,0.8212900517666814,1.0
519,CCND1;CREB1,449.5,0.2518565403611298,1.0
520,CCND1;CDC25A,398.5,0.7467703227174058,1.0
521,CCND1;HIF1A,398.5,0.7466238521645825,1.0
522,CCND1;PCNA,379.5,0.9871145542176059,1.0
523,MTF2;SUZ12,449.0,0.2551387089794721,1.0
524,MTF2;EZH2,434.5,0.3660972083940226,1.0
525,AXIN1;PPP2R5A,388.5,0.8718340965821818,1.0
526,AXIN1;CSNK1A1,366.0,0.8527962312992349,1.0
527,AXIN1;CSNK1E,373.0,0.9421194699644293,1.0
528,RFNG;NOTCH1,357.5,0.7469063467071554,1.0
529,CSNK1E;BHLHE40,358.5,0.7590942052872429,1.0
530,CSNK1E;PLK1,386.0,0.9035453037003083,1.0
531,CSNK1E;FOXO3,491.0,0.06895363077714488,0.9146807743001042
532,SMAD3;STUB1,346.5,0.616936300367849,1.0
533,SMAD3;SKP1,378.5,1.0,1.0
534,SMAD3;STAT3,426.5,0.4385722664385754,1.0
535,SMAD3;MYC,368.0,0.8781507282416195,1.0
536,SMAD3;BRCA1,360.5,0.7837736781239341,1.0
537,SMAD3;CDKN1A,367.5,0.8717474957234873,1.0
538,SMAD3;JUN,427.0,0.4337475260732758,1.0
539,SMAD3;CREB1,426.0,0.4433945203663765,1.0
540,SMAD3;HIF1A,340.5,0.5504401200107707,1.0
541,SMAD3;FOXO3,390.0,0.8527840938523534,1.0
542,SMAD3;MAPK9,416.5,0.5397524019567136,1.0
543,SMAD3;NOTCH1,408.5,0.6283420749212312,1.0
544,MKNK1;EIF4G1,345.5,0.60569736386407,1.0
545,POLR1C;TBP,454.5,0.219903679545996,1.0
546,POLR1C;RRS1,450.0,0.24853254790712664,1.0
547,POLR1C;POLR2K,461.5,0.18020855063609564,0.9647483217424833
548,POLR1C;MRPS2,512.0,0.03015313649510433,0.8202563900293887
549,POLR1C;RPS5,416.5,0.5397298566707187,1.0
550,PARP2;CASP7,294.0,0.17755024350450233,0.9647483217424833
551,RAD9A;RPA1,336.5,0.5079344728038317,1.0
552,RAD9A;TOPBP1,328.5,0.4290548606795762,1.0
553,RAD9A;TP53BP1,351.5,0.6747891538435291,1.0
554,RAD9A;RFC5,350.0,0.6571980889570617,1.0
555,RAD9A;BRCA1,395.0,0.7900333917196684,1.0
556,RAD9A;CHEK1,380.0,0.980687127513143,1.0
557,BECN1;PIK3C3,426.0,0.4430964125805159,1.0
558,BECN1;ERBB2,373.0,0.9420591459436377,1.0
559,BECN1;ATG3,425.5,0.4474495593034422,1.0
560,BECN1;SQSTM1,436.5,0.3490273051692546,1.0
561,BECN1;BIRC2,453.5,0.22550251836474122,1.0
562,BECN1;ABL1,373.0,0.9420309301119657,1.0
563,BECN1;BNIP3L,370.5,0.9099497642096407,1.0
564,HIF1A;XBP1,379.5,0.9871270954553811,1.0
565,HIF1A;STAT3,409.5,0.6166079024197484,1.0
566,HIF1A;FOXO3,384.0,0.9292544384973358,1.0
567,HIF1A;JUN,389.0,0.8653110375400648,1.0
568,HIF1A;SRC,415.5,0.550329225946284,1.0
569,HIF1A;HSPA8,394.0,0.802462729265852,1.0
570,HIF1A;NOTCH1,404.0,0.6804931295968839,1.0
571,HIF1A;MYC,380.0,0.980679067614656,1.0
572,ITGB5;PXN,329.0,0.43367077824485023,1.0
573,ITGB5;SRC,316.0,0.32081620339229233,1.0
574,ALDOA;PFKL,386.5,0.8971324954740381,1.0
575,ALDOA;PGAM1,422.0,0.48098681428093315,1.0
576,ALDOA;GAPDH,435.0,0.36010381743231235,1.0
577,ALDOA;DERA,470.0,0.1389524242820955,0.9571579355627349
578,ALDOA;HK1,405.0,0.6681955807713399,1.0
579,GFPT1;XBP1,354.5,0.7105334290058876,1.0
580,GFPT1;GNPDA1,409.0,0.6222986200544016,1.0
581,GFPT1;HK1,345.0,0.6000357047381517,1.0
582,SMC4;CCNB1,367.5,0.8712975424452434,1.0
583,SMC4;CENPE,294.0,0.17565050155972295,0.9647483217424833
584,SMC4;CCNB2,362.5,0.8076412976363628,1.0
585,SMC4;AURKB,316.5,0.32226933453732043,1.0
586,SMC4;NCAPD2,419.5,0.5031650270187569,1.0
587,SMC4;NUSAP1,304.5,0.23512458950052384,1.0
588,SMC4;CDK1,388.5,0.8711453062558707,1.0
589,HDAC2;ARID4B,390.0,0.852591516647027,1.0
590,HDAC2;STAT3,340.5,0.5501571788699747,1.0
591,HDAC2;DAXX,313.5,0.301134990582267,1.0
592,HDAC2;RB1,354.5,0.7103680483433814,1.0
593,HDAC2;SUZ12,341.0,0.5547813336417469,1.0
594,HDAC2;EZH2,367.0,0.8649358993077186,1.0
595,HDAC2;HMG20B,363.5,0.8190990846291484,1.0
596,HDAC2;SUV39H1,356.0,0.7282261230501255,1.0
597,HDAC2;DNMT1,377.0,0.9935446498895624,1.0
598,HDAC2;KDM5A,389.5,0.8589726891973681,1.0
599,HDAC2;BRCA1,378.5,1.0,1.0
600,IQGAP1;CDC42,269.5,0.08103976265485466,0.9154276806164109
601,IQGAP1;RHOA,244.5,0.031622836082961826,0.8202563900293887
602,IQGAP1;SRC,259.0,0.05547538782847244,0.8865736440800634
603,CTNND1;ERBB2,391.5,0.8337319086224155,1.0
604,CTNND1;TJP1,364.5,0.8336520225070484,1.0
605,CTNND1;CTTN,390.0,0.8526828315739269,1.0
606,CTNND1;CDC42,393.0,0.8148036682992227,1.0
607,CTNND1;RHOA,368.5,0.8844474028432933,1.0
608,POLG2;SLC25A4,428.5,0.41986389531955304,1.0
609,PPP2R5A;LPGAT1,315.5,0.3169313516014982,1.0
610,PPP2R5A;PPP2R5E,315.5,0.3169313516014982,1.0
611,PPP2R5A;CDC20,314.5,0.3093907139373565,1.0
612,HSPD1;HSPA8,410.0,0.6103928264054213,1.0
613,CDC25B;CDK1,429.0,0.4148799925933646,1.0
614,CDC25B;CDK2,396.5,0.7713211704839011,1.0
615,CDC25B;CCNA2,399.0,0.7404555836344789,1.0
616,CDC25B;CCNB1,434.0,0.37029270344594467,1.0
617,CDC25B;CHEK1,381.0,0.9677780355625805,1.0
618,CDC25B;PLK1,400.0,0.7283788788256806,1.0
619,CDC25B;CDC25A,438.0,0.33676510071097177,1.0
620,RSU1;ILK,318.0,0.33696000137560855,1.0
621,CASP7;CYCS,345.5,0.6056272196635577,1.0
622,CASP7;BIRC2,342.5,0.5722141481808378,1.0
623,EDEM1;XBP1,452.0,0.23570016482566525,1.0
624,EDEM1;ATF6,480.5,0.09975109469811633,0.9388338324528596
625,EIF4EBP1;EIF4G1,471.5,0.13340731783680676,0.9473564122353721
626,EIF4EBP1;RPS6,453.5,0.22607123478635505,1.0
627,GADD45B;CDK1,177.0,0.00121561499311732,0.4003217673332643
628,GADD45B;MAP3K4,147.5,0.0002048601471954363,0.26222098841015845
629,GADD45B;CCNB2,177.5,0.001251005522916451,0.4003217673332643
630,GADD45B;CCNB1,169.0,0.0007671884560115288,0.4003217673332643
631,GADD45B;PCNA,185.0,0.0018956886927217152,0.4852963053367591
632,ORC1;CDK2,429.5,0.4106401200014618,1.0
633,ORC1;CDK1,430.0,0.4060413034518834,1.0
634,ORC1;CCNA2,421.0,0.4929403199108894,1.0
635,ORC1;CHEK1,412.0,0.5888588106777084,1.0
636,ORC1;CDC45,425.5,0.44822718639992476,1.0
637,CFLAR;TICAM1,246.0,0.03328817988248871,0.8202563900293887
638,CFLAR;ATG3,230.0,0.017270544763965206,0.8202563900293887
639,CFLAR;BIRC2,253.0,0.044297810095225314,0.8865736440800634
640,CDC25A;SKP1,365.5,0.8465034787615284,1.0
641,CDC25A;CCNB1,368.0,0.8781893750128376,1.0
642,CDC25A;CDK2,347.0,0.6226955460011221,1.0
643,CDC25A;CCNB2,366.5,0.8591511944503271,1.0
644,CDC25A;PLK1,363.5,0.8213071427342324,1.0
645,CDC25A;CCNA2,348.0,0.6341351934010202,1.0
646,CDC25A;CDK1,366.5,0.8591453843137895,1.0
647,CDC25A;CDC45,362.0,0.8025514503657845,1.0
648,CDC25A;MYC,328.5,0.42922166613351576,1.0
649,CDC25A;CHEK1,358.5,0.7592142553602981,1.0
650,CDC25A;CCND3,390.0,0.8527618340669473,1.0
651,CDC25A;BRCA1,345.5,0.6056222079358383,1.0
652,SMARCD2;SMARCC1,418.5,0.518384483588842,1.0
653,SMARCD2;BCL7B,336.5,0.4993037718418305,1.0
654,UBE2A;STUB1,316.5,0.3246585163027286,1.0
655,SKP1;NFKBIA,325.0,0.3961129813292906,1.0
656,SKP1;CDK2,377.5,1.0,1.0
657,SKP1;NFKBIB,358.0,0.7524449899540268,1.0
658,SKP1;FBXO11,367.0,0.8648496051521243,1.0
659,SKP1;CCNA2,375.0,0.9678201499191496,1.0
660,SKP1;CDKN1A,334.5,0.48775768295903343,1.0
661,SKP1;MYC,365.5,0.8464781986053622,1.0
662,SKP1;CCNF,424.5,0.4575738613232543,1.0
663,CHEK1;RPA1,293.5,0.17504675443940843,0.9647483217424833
664,CHEK1;CCNB1,320.0,0.35345890939086855,1.0
665,CHEK1;TOPBP1,268.0,0.07703122835010028,0.9146807743001042
666,CHEK1;CDK2,327.5,0.4197217253876949,1.0
667,CHEK1;MELK,265.5,0.07051359704306352,0.9146807743001042
668,CHEK1;USP7,276.5,0.10304098338352927,0.9473564122353721
669,CHEK1;RPA2,319.0,0.34445813267125924,1.0
670,CHEK1;TP53BP1,276.0,0.10128545030023904,0.9463166159438393
671,CHEK1;CDK1,323.5,0.3835578777822475,1.0
672,CHEK1;BRCA1,330.5,0.4482334953571021,1.0
673,CHEK1;CDC45,310.0,0.27589901398994887,1.0
674,CHEK1;CCNA2,311.5,0.2867910910137331,1.0
675,RFC5;RPA3,323.0,0.3785788878295563,1.0
676,RFC5;RPA1,272.5,0.08950393664583667,0.9154276806164109
677,RFC5;PCNA,340.5,0.5501682846037592,1.0
678,EZH2;STAT3,443.5,0.2941156053382403,1.0
679,EZH2;RB1,475.5,0.11744975089109302,0.9473564122353721
680,EZH2;SUZ12,474.5,0.12128915490832838,0.9473564122353721
681,EZH2;MYC,463.5,0.1701750229375264,0.9647483217424833
682,EZH2;BRCA1,489.5,0.07310499964591112,0.9146807743001042
683,EZH2;SUV39H1,488.0,0.0771587609007786,0.9146807743001042
684,EZH2;JUN,446.5,0.27251778494826107,1.0
685,EZH2;DNMT1,489.0,0.07454833252941877,0.9146807743001042
686,EZH2;CDK1,509.5,0.03450015377525651,0.8202563900293887
687,EZH2;USP7,476.5,0.11372628720723386,0.9473564122353721
688,RPS5;EIF5,300.5,0.21046738529222742,1.0
689,RPS5;RPS6,371.5,0.9228251448792418,1.0
690,RPS5;UTP14A,365.0,0.840003569213619,1.0
691,RPS5;DNTTIP2,378.5,1.0,1.0
692,RPS5;EIF4G1,379.5,0.9870603878418076,1.0
693,RAD51C;BRCA1,360.5,0.7837560774767063,1.0
694,DAXX;HSPB1,409.0,0.6226133590137766,1.0
695,DAXX;DNMT1,424.0,0.4625523223953999,1.0
696,DAXX;MAPK9,443.0,0.2979055948078385,1.0
697,DAXX;USP7,454.0,0.22303668581489766,1.0
698,MALT1;NFKBIA,346.5,0.6169901360850438,1.0
699,MALT1;MAPK9,354.0,0.7046038250460047,1.0
700,MALT1;IKBKB,363.5,0.8213071427342324,1.0
701,ATF5;ATF6,284.0,0.13135377796572661,0.9473564122353721
702,SCP2;CAT,378.0,1.0,1.0
703,SCP2;ACAA1,379.0,0.9935544635964699,1.0
704,SCP2;HADH,437.0,0.34435046952187054,1.0
705,NFKBIA;CSNK2A2,377.5,1.0,1.0
706,NFKBIA;NFKBIB,334.5,0.48775163272605027,1.0
707,NFKBIA;NFKB2,329.5,0.4386613698591716,1.0
708,NFKBIA;STAT1,409.5,0.616779558586052,1.0
709,NFKBIA;IKBKB,386.0,0.903696131625751,1.0
710,NFKBIA;JUN,402.0,0.7042354429551364,1.0
711,SLC25A4;CYCS,326.5,0.4106466225830844,1.0
712,EBNA1BP2;CEBPZ,357.5,0.746237726917953,1.0
713,EBNA1BP2;GRWD1,417.0,0.5325106063304006,1.0
714,EBNA1BP2;DDX10,413.5,0.5716200117506942,1.0
715,EBNA1BP2;RRS1,406.5,0.6510661573196942,1.0
716,EBNA1BP2;RRP1B,401.5,0.7101483856457151,1.0
717,EBNA1BP2;RBM34,412.0,0.5879338664633402,1.0
718,EBNA1BP2;PWP1,426.5,0.436723569877714,1.0
719,CTTN;PXN,380.0,0.9806413208765495,1.0
720,CTTN;TJP1,380.5,0.9742152337336094,1.0
721,CTTN;SRC,373.0,0.9420042888231447,1.0
722,CTTN;NCK1,374.0,0.95485888886156,1.0
723,CTTN;HDAC6,331.5,0.45754254558886054,1.0
724,CTTN;CDC42,375.0,0.9677186161509698,1.0
725,KDM5A;ARID4B,354.0,0.7042864714674676,1.0
726,KDM5A;RB1,334.5,0.4878484110401654,1.0
727,KDM5A;SUZ12,365.0,0.8401506449225102,1.0
728,KIF14;CCNB1,405.5,0.6631349955496024,1.0
729,KIF14;CENPE,401.0,0.7165778504195921,1.0
730,KIF14;MELK,399.0,0.74080017324831,1.0
731,KIF14;CCNA2,379.5,0.9871285264092486,1.0
732,KIF14;CDK1,405.0,0.6690117928194417,1.0
733,KIF14;NUSAP1,402.5,0.698583558774784,1.0
734,NFATC3;MAPK9,351.5,0.6748445542767271,1.0
735,NFKBIB;NFKB2,407.0,0.6456314652384698,1.0
736,NFKBIB;IKBKB,384.0,0.9292936712107673,1.0
737,IGF1R;PIK3R3,373.5,0.9485340140216552,1.0
738,IGF1R;PIK3CA,353.5,0.6986154267145681,1.0
739,IGF1R;STAT3,344.0,0.5888898806014443,1.0
740,IGF1R;ERBB2,334.0,0.4828150112987275,1.0
741,IGF1R;CRK,340.5,0.5504844548138573,1.0
742,IGF1R;GNAI2,356.5,0.7347562401754517,1.0
743,IGF1R;CRKL,336.5,0.5082354358663507,1.0
744,IGF1R;IGF2R,330.0,0.44353389877905214,1.0
745,IGF1R;NRAS,365.5,0.8464866267117869,1.0
746,IGF1R;GNAS,352.5,0.6867311648450422,1.0
747,IGF1R;SRC,355.0,0.7166004637048621,1.0
748,IGF1R;SHC1,348.5,0.6398837870563812,1.0
749,USP1;PCNA,328.5,0.42874653558277864,1.0
750,ATF6;XBP1,464.0,0.16775271558188365,0.9647483217424833
751,ATF6;WFS1,445.0,0.2833632353091048,1.0
752,ATF6;MBTPS1,418.5,0.5185648663588023,1.0
753,ATF6;VAPB,418.5,0.5185648663588023,1.0
754,UBQLN2;PSMD4,397.0,0.7653654545513713,1.0
755,ELAVL1;PRKAG2,399.0,0.7407932254127169,1.0
756,ELAVL1;CCNA2,382.5,0.948509702864374,1.0
757,CDC45;TOPBP1,345.0,0.5997922451331618,1.0
758,CDC45;CDK2,346.5,0.6168971328998119,1.0
759,CDC45;CCNB2,351.5,0.6747166644391186,1.0
760,CDC45;MELK,295.0,0.18263979079624726,0.9647483217424833
761,CDC45;BIRC5,305.5,0.24494384670750358,1.0
762,CDC45;AURKB,305.5,0.24474009141291042,1.0
763,CDC45;CDC20,320.5,0.3569842621758924,1.0
764,CDC45;RPA2,345.5,0.6053512915471968,1.0
765,CDC45;CDK1,354.0,0.7045294757247357,1.0
766,CDC45;CCNA2,339.0,0.5344143462648051,1.0
767,CDC45;NUSAP1,305.0,0.24104569342482673,1.0
768,CCNH;POLR2I,286.5,0.14152374153319403,0.9571579355627349
769,CCNH;TBP,272.5,0.09011241231067794,0.9154276806164109
770,CCNH;CCNB1,287.0,0.14410348325357286,0.9607270735724764
771,CCNH;CDK7,359.5,0.7696979437812898,1.0
772,CCNH;MNAT1,359.5,0.7709924327779532,1.0
773,CCNH;CDK2,298.0,0.19934990410984232,0.9899221871125059
774,CCNH;POLR2K,272.0,0.08844948339730452,0.9154276806164109
775,CCNH;GTF2E2,274.5,0.09574068213365079,0.9276129710472106
776,CCNH;PCNA,328.5,0.4290612789220253,1.0
777,CCNH;CDK1,290.5,0.16025097742161432,0.9647483217424833
778,CCNH;GTF2A2,275.0,0.09772718806305802,0.9290797120994417
779,CCNH;CCNA2,291.5,0.1652221020771053,0.9647483217424833
780,STAT3;PIK3CA,392.5,0.8212876097995898,1.0
781,STAT3;IFNAR1,293.5,0.17522681554665964,0.9647483217424833
782,STAT3;STMN1,355.0,0.7164760236601473,1.0
783,STAT3;FOXO3,419.5,0.5080584650295032,1.0
784,STAT3;ERBB2,385.0,0.9164744699482765,1.0
785,STAT3;CDKN1A,371.5,0.922863664266777,1.0
786,STAT3;STAT1,425.0,0.4528881713467994,1.0
787,STAT3;SHC1,334.5,0.48784236398345804,1.0
788,STAT3;MYC,423.5,0.46766443932207524,1.0
789,STAT3;CREB1,412.0,0.5886981709053216,1.0
790,STAT3;DNMT1,365.5,0.8464507976701788,1.0
791,STAT3;SRC,451.5,0.23888875000160636,1.0
792,STAT3;JUN,475.0,0.11919805899092577,0.9473564122353721
793,HPRT1;PNP,338.0,0.5236961910048896,1.0
794,HPRT1;CANT1,378.0,1.0,1.0
795,HPRT1;GAPDH,353.5,0.6985397238641283,1.0
796,GABPB1;CASP2,398.0,0.752961825203618,1.0
797,NET1;RHOA,437.0,0.34523047558169684,1.0
798,PAK1;NCK2,410.0,0.6112379287257491,1.0
799,PAK1;CDC42,417.0,0.534266536065727,1.0
800,PAK1;NCK1,418.5,0.5184892464356845,1.0
801,FOXO3;CDK2,386.5,0.8973103282151368,1.0
802,FOXO3;PRKAG2,355.0,0.7166343734943574,1.0
803,FOXO3;CDKN1A,386.0,0.9036921364833176,1.0
804,FOXO3;IKBKB,372.5,0.9357113493619021,1.0
805,FOXO3;MYC,360.0,0.7776783827089101,1.0
806,FOXO3;SIRT3,328.5,0.42922807886931147,1.0
807,FOXO3;CDK1,392.5,0.8213120249673518,1.0
808,FOXO3;MAPK9,375.0,0.9678295359000827,1.0
809,FOXO3;USP7,382.0,0.9549724412784694,1.0
810,NOTCH1;HES1,498.5,0.05288690155646218,0.8865736440800634
811,NOTCH1;ADAM10,509.5,0.034583014286867914,0.8202563900293887
812,NOTCH1;MYC,501.5,0.0472322374336033,0.8865736440800634
813,POP4;HSD17B10,367.5,0.8717970034143521,1.0
814,POP4;RPP38,366.5,0.858902654346237,1.0
815,CCND3;CDK2,338.5,0.5291140792952134,1.0
816,CCND3;RB1,290.5,0.16029748834541768,0.9647483217424833
817,CCND3;CDKN1A,310.5,0.27939128292544857,1.0
818,CCND3;PCNA,363.0,0.8149655904416697,1.0
819,CCND3;CDK1,367.0,0.8654483629890225,1.0
820,BAX;HK1,381.5,0.9613759075648518,1.0
821,BAX;PMAIP1,406.5,0.651125139835548,1.0
822,BAX;CYCS,428.5,0.41900285248956504,1.0
823,BAX;BID,430.5,0.40121751469540134,1.0
824,ARHGEF12;NRAS,252.5,0.04369176285005893,0.8865736440800634
825,ARHGEF12;RHOA,247.5,0.03593011885922611,0.8202563900293887
826,ARHGEF12;CDC42,268.5,0.07858962020191558,0.9146807743001042
827,DNAJB2;HSPA1A,321.5,0.36616385904009363,1.0
828,DNAJB2;HSPA8,323.5,0.3835446534445076,1.0
829,PGAM1;GAPDH,358.5,0.7589674715131605,1.0
830,PSMF1;PSMB10,524.5,0.01846170398949819,0.8202563900293887
831,PIP4K2B;PIK3R3,396.5,0.7714201342789624,1.0
832,PIP4K2B;PIK3CA,322.0,0.3703326463064732,1.0
833,RRP1B;GRWD1,390.0,0.8527233615533392,1.0
834,RRP1B;RRS1,353.5,0.6985397238641283,1.0
835,PWP1;CEBPZ,280.5,0.11712832031498556,0.9473564122353721
836,PWP1;GRWD1,326.0,0.4044827252391031,1.0
837,PWP1;RBM34,335.0,0.4903976092311291,1.0
838,PWP1;RRP12,318.5,0.34087476358316915,1.0
839,DNTTIP2;RPS6,346.5,0.6168285609980884,1.0
840,DNTTIP2;UTP14A,366.5,0.8586097153499328,1.0
841,PIK3R3;PIK3C3,446.0,0.27620611356914404,1.0
842,PIK3R3;NRAS,435.0,0.3620799765948465,1.0
843,PIK3R3;CRK,442.0,0.30565406757808145,1.0
844,PIK3R3;PIK3CA,455.5,0.21411798497932688,1.0
845,PIK3R3;GNAI2,434.0,0.37061204134598313,1.0
846,PIK3R3;CDC42,435.5,0.3578140707740809,1.0
847,PIK3R3;SRC,452.5,0.23254198625109856,1.0
848,PIK3R3;ERBB2,416.0,0.5452115438131752,1.0
849,PIK3R3;CBLB,428.0,0.4245598922320166,1.0
850,PIK3R3;ILK,447.0,0.26910732065300447,1.0
851,DUSP3;MAPK9,258.5,0.05481349012219296,0.8865736440800634
852,MAP3K4;CDC42,323.0,0.37924893473063304,1.0
853,EIF5;EIF4G1,316.0,0.32065456535688486,1.0
854,EIF5;RPS6,325.5,0.4007977745297374,1.0
855,CCNB2;AURKA,495.0,0.05875523935101209,0.8874669651954483
856,CCNB2;MYBL2,421.0,0.4919640247926207,1.0
857,CCNB2;CCNB1,359.0,0.7649911576997656,1.0
858,CCNB2;CENPE,438.0,0.3350645772268921,1.0
859,CCNB2;CDK2,388.0,0.8781759368286634,1.0
860,CCNB2;CCNA2,364.5,0.8337888997263818,1.0
861,CCNB2;MELK,395.5,0.7826325399205757,1.0
862,CCNB2;UBE2C,409.5,0.6146993977219465,1.0
863,CCNB2;CDK1,360.5,0.7837942067829744,1.0
864,CCNB2;NUSAP1,401.0,0.7154135358315674,1.0
865,CCNB2;PLK1,373.5,0.9485154262360589,1.0
866,CCNB2;AURKB,417.0,0.5324127955414018,1.0
867,CCNB2;CDKN1A,381.0,0.9678152301731252,1.0
868,CCNB2;CDC20,409.0,0.620958289570504,1.0
869,CCNB2;BIRC5,410.5,0.604479594474463,1.0
870,DCK;DCTD,378.0,1.0,1.0
871,DCK;PNP,303.5,0.23250304039496494,1.0
872,NUP62;NUP85,355.5,0.6984214950746238,1.0
873,NUP62;NUP133,349.0,0.6405703954756166,1.0
874,NUP62;NUP93,378.0,1.0,1.0
875,NUP62;RAE1,345.0,0.5985119002107578,1.0
876,NUP62;NUP88,378.0,1.0,1.0
877,MAT2A;DNMT1,314.5,0.308562191281167,1.0
878,NUP85;NUP88,393.0,0.8111544235680181,1.0
879,NUP85;NUP133,378.5,1.0,1.0
880,NUP85;NUP93,393.0,0.8111544235680181,1.0
881,NUP85;RAE1,376.0,0.9806258890628194,1.0
882,POLR2K;PAF1,399.5,0.7346071323406101,1.0
883,POLR2K;POLR2I,301.0,0.21425160471634508,1.0
884,POLR2K;TBP,370.0,0.9036241428985826,1.0
885,POLR2K;CDK7,385.5,0.9099897306357626,1.0
886,POLR2K;MNAT1,334.5,0.486768689278965,1.0
887,POLR2K;GTF2E2,325.5,0.3995664091976967,1.0
888,POLR2K;GTF2A2,351.5,0.6721835699691343,1.0
889,RBM34;CEBPZ,299.5,0.2074549159468747,1.0
890,RBM34;DDX10,389.0,0.8653091789104145,1.0
891,INSIG1;PGRMC1,463.0,0.17278551310629064,0.9647483217424833
892,INSIG1;HMGCR,426.5,0.4386104587152929,1.0
893,INSIG1;HMGCS1,471.5,0.13346130319578167,0.9473564122353721
894,ABL1;PIK3C3,392.5,0.821270513226902,1.0
895,ABL1;RB1,349.0,0.6456314652384698,1.0
896,ABL1;CRK,376.5,0.9871245901373196,1.0
