,Edge,U,pval,adj_pvals
350,TIMELESS;SMARCC1,318.0,0.3369734367812628,1.0
351,TIMELESS;RPA1,328.5,0.42857288764751744,1.0
352,TIMELESS;RPA2,349.0,0.6450704180950408,1.0
353,TIMELESS;TP53BP1,391.5,0.833608607513231,1.0
354,TIMELESS;CHEK1,401.5,0.710248644584054,1.0
355,TIMELESS;CDC45,440.0,0.32050630158741233,1.0
356,AKT1;FKBP4,342.5,0.5717218855194185,1.0
357,AKT1;STUB1,318.5,0.3407470914302446,1.0
358,AKT1;CCND1,286.0,0.13918955862440485,0.9571579355627349
359,AKT1;HSPB1,356.0,0.7284188437729582,1.0
360,AKT1;RHEB,319.0,0.344411036269053,1.0
361,AKT1;AXIN1,292.5,0.16990171333936455,0.9647483217424833
362,AKT1;PIK3R3,368.5,0.8844058468516167,1.0
363,AKT1;PIK3CA,345.0,0.599512735690662,1.0
364,AKT1;STAT3,331.5,0.4570658883092583,1.0
365,AKT1;PXN,310.0,0.2753573848636137,1.0
366,AKT1;IQGAP1,341.5,0.5608893242143753,1.0
367,AKT1;RASA1,277.5,0.10646190714135988,0.9473564122353721
368,AKT1;PAK1,389.5,0.859062026602307,1.0
369,AKT1;EZH2,340.0,0.5447304710066954,1.0
370,AKT1;SMAD3,294.0,0.1770852893996291,0.9647483217424833
371,AKT1;FOXO3,257.5,0.052458808845579255,0.8865736440800634
372,AKT1;EIF4EBP1,303.5,0.23155377990097736,1.0
373,AKT1;STAT1,356.5,0.7345324841193304,1.0
374,AKT1;BECN1,377.5,1.0,1.0
375,AKT1;MAPKAPK2,275.0,0.09798887588548799,0.9290797120994417
376,AKT1;JUN,310.5,0.27807659387907246,1.0
377,AKT1;SRC,395.0,0.7896531862341964,1.0
378,AKT1;CTTN,294.0,0.1774597142050115,0.9647483217424833
379,AKT1;RPS6,303.0,0.22888300817818696,1.0
380,AKT1;BAD,288.0,0.14824842171977787,0.9647483217424833
381,AKT1;ILK,344.5,0.5939193854619504,1.0
382,AKT1;GAPDH,345.5,0.6055119017280302,1.0
383,AKT1;CDKN1A,336.0,0.5029405704812686,1.0
384,AKT1;CREB1,281.0,0.11898727903638533,0.9473564122353721
385,AKT1;RHOA,272.5,0.09002741323570401,0.9154276806164109
386,AKT1;TRIB3,418.0,0.5134042192891219,1.0
387,AKT1;BRCA1,361.5,0.796053915937867,1.0
388,AKT1;IKBKB,328.0,0.4242378362634882,1.0
389,AKT1;HSPA8,304.0,0.23523765133877828,1.0
390,AKT1;HIF1A,291.0,0.16215804850397686,0.9647483217424833
391,AKT1;NOTCH1,324.0,0.387739664326919,1.0
392,AKT1;MYC,297.0,0.19333352949787275,0.9857288433988398
393,AKT1;CDC42,336.5,0.5076625460274917,1.0
394,HAT1;ORC1,319.0,0.34456574524249306,1.0
395,SDHB;TRAP1,336.0,0.502720621657479,1.0
396,SDHB;CYCS,353.0,0.6924953116456115,1.0
397,FBXL12;SKP1,444.5,0.28687820311333,1.0
398,RFC2;RAD9A,443.5,0.2924244951263685,1.0
399,RFC2;TOPBP1,438.0,0.3352609052553084,1.0
400,RFC2;RPA1,437.5,0.3381855223151463,1.0
401,RFC2;RFC5,418.5,0.5179238881968474,1.0
402,RFC2;RPA2,418.0,0.5231000902652494,1.0
403,RFC2;PCNA,457.5,0.2020151511302053,0.9983760364736015
404,RFC2;RPA3,471.5,0.13193677250535152,0.9473564122353721
405,RFC2;CHEK1,447.0,0.26856118494926784,1.0
406,RFC2;BRCA1,449.0,0.2543775174931674,1.0
407,USP14;USP7,449.5,0.25196202675673396,1.0
408,USP14;PSMD4,389.5,0.8590426198694124,1.0
409,APP;APPBP2,273.5,0.092775820765552,0.923167728776632
410,APP;HSD17B10,283.0,0.12704592263769426,0.9473564122353721
411,APP;ADAM10,379.5,0.987113836467874,1.0
412,APP;IDE,303.5,0.23049693386443737,1.0
413,APP;TNFRSF21,303.5,0.23049693386443737,1.0
414,APP;NOTCH1,428.0,0.42423138974775687,1.0
415,APP;SRC,450.5,0.24495698723362336,1.0
416,APP;SHC1,395.5,0.7836826951675293,1.0
417,APP;HSPD1,329.0,0.4330941930441784,1.0
418,APP;GAPDH,402.0,0.7044942380439456,1.0
419,PRKCD;PIK3R3,487.5,0.07863531527940142,0.9146807743001042
420,PRKCD;PIK3CA,444.0,0.29055839338820677,1.0
421,PRKCD;MAPK9,463.5,0.17021065760691279,0.9647483217424833
422,PRKCD;STAT1,440.5,0.3171466818701346,1.0
423,PRKCD;SHC1,473.5,0.12528883668346438,0.9473564122353721
424,PRKCD;ELAVL1,435.0,0.36205329874752856,1.0
425,PRKCD;SRC,486.5,0.08142504123804213,0.9154276806164109
426,FBXO7;SKP1,312.0,0.29026987931036063,1.0
427,FBXO7;PSMF1,244.5,0.03184625208588195,0.8202563900293887
428,DDB2;COPS7A,324.5,0.39251968096172285,1.0
429,RHEB;BNIP3L,380.0,0.980672074200755,1.0
430,RHEB;GAPDH,377.0,0.9935586814064872,1.0
431,RHEB;RPS6,362.0,0.8022876252908703,1.0
432,RHEB;EIF4EBP1,357.0,0.7405113679500885,1.0
433,MRPL19;OXA1L,281.0,0.11683963797025022,0.9473564122353721
434,MRPL19;PSMG1,345.0,0.5986809316676613,1.0
435,MRPL19;MRPS2,318.0,0.33418925010997924,1.0
436,MRPL19;POLR1C,267.0,0.07411670210915215,0.9146807743001042
437,MRPL19;RPS5,303.0,0.2292717222787517,1.0
438,NPC1;TMEM97,353.0,0.6925683527067609,1.0
439,GADD45A;GADD45B,546.5,0.006572881043264285,0.8202563900293887
440,GADD45A;AURKA,481.5,0.09638478527287424,0.9276129710472106
441,GADD45A;CCNB1,465.0,0.16256176479385664,0.9647483217424833
442,GADD45A;CCNB2,471.0,0.13542061865491783,0.9473564122353721
443,GADD45A;MAP3K4,526.0,0.01725812464507902,0.8202563900293887
444,GADD45A;CDK1,478.5,0.1065300758282886,0.9473564122353721
