,drug,tissue,feature,iter,Train Accuracy,Train ROC_AUC,Test Accuracy,Test ROC_AUC,Test TN,Test FP,Test FN,Test TP
17,sunitinib,LUAD,targets,17,0.7777777777777778,0.8235294117647058,0.625,0.4791666666666667,9,3,3,1
18,sunitinib,LUAD,targets,18,0.8222222222222222,0.7941176470588235,0.5625,0.45833333333333337,7,5,2,2
19,sunitinib,LUAD,targets,19,0.8,0.8609625668449197,0.4375,0.35416666666666663,7,5,4,0
20,sunitinib,LUAD,targets,20,0.7555555555555555,0.8021390374331551,0.75,0.5,10,2,2,2
21,sunitinib,LUAD,targets,21,0.7777777777777778,0.7352941176470588,0.625,0.45833333333333337,10,2,4,0
22,sunitinib,LUAD,targets,22,0.7111111111111111,0.729946524064171,0.625,0.6250000000000001,8,4,2,2
23,sunitinib,LUAD,targets,23,0.7111111111111111,0.7593582887700535,0.8125,0.5625,11,1,2,2
24,sunitinib,LUAD,targets,24,0.7333333333333333,0.7513368983957219,0.5625,0.25,9,3,4,0
25,sunitinib,LUAD,targets,25,0.6666666666666666,0.6925133689839573,0.8125,0.7291666666666667,10,2,1,3
26,sunitinib,LUAD,targets,26,0.7333333333333333,0.7941176470588235,0.6875,0.5,9,3,2,2
27,sunitinib,LUAD,targets,27,0.6888888888888889,0.713903743315508,0.75,0.6666666666666666,10,2,2,2
28,sunitinib,LUAD,targets,28,0.7333333333333333,0.7727272727272727,0.5625,0.6666666666666666,6,6,1,3
29,sunitinib,LUAD,targets,29,0.7333333333333333,0.6844919786096257,0.6875,0.8125000000000001,9,3,2,2
30,sunitinib,LUAD,targets,30,0.6888888888888889,0.732620320855615,0.75,0.6041666666666666,11,1,3,1
31,sunitinib,LUAD,targets,31,0.7333333333333333,0.7540106951871657,0.75,0.6458333333333334,9,3,1,3
32,sunitinib,LUAD,targets,32,0.7333333333333333,0.804812834224599,0.6875,0.4791666666666667,9,3,2,2
33,sunitinib,LUAD,targets,33,0.7333333333333333,0.6737967914438503,0.75,0.35416666666666663,12,0,4,0
34,sunitinib,LUAD,targets,34,0.7777777777777778,0.786096256684492,0.625,0.5208333333333334,9,3,3,1
35,sunitinib,LUAD,targets,35,0.7333333333333333,0.786096256684492,0.5625,0.375,7,5,2,2
36,sunitinib,LUAD,targets,36,0.7777777777777778,0.8529411764705882,0.5625,0.39583333333333337,9,3,4,0
37,sunitinib,LUAD,targets,37,0.7555555555555555,0.8074866310160428,0.5625,0.5625,7,5,2,2
38,sunitinib,LUAD,targets,38,0.7111111111111111,0.7379679144385026,0.625,0.3958333333333333,8,4,2,2
39,sunitinib,LUAD,targets,39,0.8,0.9037433155080214,0.4375,0.27083333333333337,6,6,3,1
40,sunitinib,LUAD,targets,40,0.7777777777777778,0.7593582887700534,0.5625,0.5208333333333333,7,5,2,2
41,sunitinib,LUAD,targets,41,0.7333333333333333,0.7780748663101604,0.75,0.47916666666666663,11,1,3,1
42,sunitinib,LUAD,targets,42,0.7333333333333333,0.8315508021390374,0.5625,0.5,7,5,2,2
43,sunitinib,LUAD,targets,43,0.7111111111111111,0.7058823529411765,0.75,0.75,9,3,1,3
44,sunitinib,LUAD,targets,44,0.6666666666666666,0.6871657754010696,0.75,0.8958333333333333,9,3,1,3
45,sunitinib,LUAD,targets,45,0.7333333333333333,0.767379679144385,0.6875,0.6458333333333334,8,4,1,3
46,sunitinib,LUAD,targets,46,0.7111111111111111,0.676470588235294,0.75,0.8333333333333334,8,4,0,4
47,sunitinib,LUAD,targets,47,0.7777777777777778,0.8502673796791443,0.625,0.3958333333333333,9,3,3,1
48,sunitinib,LUAD,targets,48,0.6888888888888889,0.7352941176470589,0.75,0.75,11,1,3,1
49,sunitinib,LUAD,targets,49,0.6888888888888889,0.6978609625668449,0.625,0.4375,8,4,2,2
50,sunitinib,LUAD,node,0,0.6444444444444445,0.660427807486631,0.25,0.25,3,9,3,1
51,sunitinib,LUAD,node,1,0.6,0.7352941176470589,0.4375,0.35416666666666674,6,6,3,1
52,sunitinib,LUAD,node,2,0.6888888888888889,0.7165775401069518,0.3125,0.2916666666666667,5,7,4,0
53,sunitinib,LUAD,node,3,0.6666666666666666,0.7754010695187166,0.3125,0.2708333333333333,3,9,2,2
54,sunitinib,LUAD,node,4,0.6888888888888889,0.7379679144385027,0.375,0.2916666666666667,4,8,2,2
55,sunitinib,LUAD,node,5,0.6222222222222222,0.7272727272727273,0.5,0.4583333333333333,6,6,2,2
56,sunitinib,LUAD,node,6,0.7333333333333333,0.7807486631016043,0.4375,0.5,6,6,3,1
57,sunitinib,LUAD,node,7,0.7777777777777778,0.8128342245989305,0.4375,0.375,6,6,3,1
58,sunitinib,LUAD,node,8,0.7111111111111111,0.713903743315508,0.5,0.5208333333333334,8,4,4,0
59,sunitinib,LUAD,node,9,0.6444444444444445,0.6898395721925134,0.375,0.375,5,7,3,1
60,sunitinib,LUAD,node,10,0.7111111111111111,0.7379679144385026,0.5625,0.6666666666666667,6,6,1,3
61,sunitinib,LUAD,node,11,0.6444444444444445,0.7700534759358288,0.5625,0.39583333333333337,6,6,1,3
62,sunitinib,LUAD,node,12,0.6,0.7112299465240642,0.625,0.5,8,4,2,2
63,sunitinib,LUAD,node,13,0.7111111111111111,0.7647058823529411,0.5625,0.5416666666666666,8,4,3,1
64,sunitinib,LUAD,node,14,0.6222222222222222,0.7459893048128342,0.5625,0.47916666666666663,8,4,3,1
65,sunitinib,LUAD,node,15,0.7333333333333333,0.7647058823529411,0.375,0.4583333333333333,6,6,4,0
66,sunitinib,LUAD,node,16,0.7111111111111111,0.6711229946524064,0.5,0.4583333333333333,6,6,2,2
67,sunitinib,LUAD,node,17,0.6444444444444445,0.767379679144385,0.4375,0.3541666666666667,6,6,3,1
68,sunitinib,LUAD,node,18,0.5555555555555556,0.6818181818181818,0.4375,0.39583333333333337,7,5,4,0
69,sunitinib,LUAD,node,19,0.6888888888888889,0.7272727272727273,0.625,0.5416666666666666,9,3,3,1
70,sunitinib,LUAD,node,20,0.5777777777777777,0.7058823529411764,0.75,0.6666666666666666,9,3,1,3
71,sunitinib,LUAD,node,21,0.6666666666666666,0.7272727272727273,0.375,0.1875,5,7,3,1
72,sunitinib,LUAD,node,22,0.7111111111111111,0.8181818181818181,0.5625,0.31249999999999994,9,3,4,0
73,sunitinib,LUAD,node,23,0.7555555555555555,0.6898395721925134,0.5,0.4583333333333333,7,5,3,1
74,sunitinib,LUAD,node,24,0.6222222222222222,0.6978609625668449,0.375,0.4375,4,8,2,2
75,sunitinib,LUAD,node,25,0.6,0.6925133689839572,0.625,0.5833333333333333,7,5,1,3
76,sunitinib,LUAD,node,26,0.7111111111111111,0.7620320855614973,0.625,0.5833333333333333,10,2,4,0
77,sunitinib,LUAD,node,27,0.5777777777777777,0.6764705882352942,0.5,0.5625,5,7,1,3
78,sunitinib,LUAD,node,28,0.6222222222222222,0.6390374331550802,0.375,0.20833333333333331,6,6,4,0
79,sunitinib,LUAD,node,29,0.6888888888888889,0.7513368983957219,0.625,0.6458333333333334,9,3,3,1
80,sunitinib,LUAD,node,30,0.6666666666666666,0.767379679144385,0.3125,0.39583333333333337,4,8,3,1
81,sunitinib,LUAD,node,31,0.6,0.7727272727272727,0.75,0.5625,10,2,2,2
82,sunitinib,LUAD,node,32,0.7333333333333333,0.7754010695187166,0.5,0.39583333333333337,7,5,3,1
83,sunitinib,LUAD,node,33,0.6888888888888889,0.7887700534759359,0.5625,0.3125,8,4,3,1
84,sunitinib,LUAD,node,34,0.5555555555555556,0.7459893048128342,0.4375,0.25,6,6,3,1
85,sunitinib,LUAD,node,35,0.6888888888888889,0.713903743315508,0.625,0.6458333333333333,10,2,4,0
86,sunitinib,LUAD,node,36,0.6,0.6925133689839572,0.375,0.2916666666666667,6,6,4,0
87,sunitinib,LUAD,node,37,0.6666666666666666,0.7112299465240641,0.625,0.5208333333333335,8,4,2,2
88,sunitinib,LUAD,node,38,0.6666666666666666,0.729946524064171,0.375,0.22916666666666669,5,7,3,1
89,sunitinib,LUAD,node,39,0.4888888888888889,0.6390374331550801,0.5625,0.5833333333333333,8,4,3,1
90,sunitinib,LUAD,node,40,0.6,0.7459893048128342,0.3125,0.35416666666666674,3,9,2,2
91,sunitinib,LUAD,node,41,0.6222222222222222,0.786096256684492,0.5625,0.4166666666666667,8,4,3,1
92,sunitinib,LUAD,node,42,0.5777777777777777,0.6550802139037433,0.375,0.5625,3,9,1,3
93,sunitinib,LUAD,node,43,0.6888888888888889,0.7219251336898396,0.6875,0.6875,9,3,2,2
94,sunitinib,LUAD,node,44,0.6666666666666666,0.7032085561497325,0.4375,0.375,6,6,3,1
95,sunitinib,LUAD,node,45,0.5555555555555556,0.7165775401069518,0.375,0.2916666666666667,4,8,2,2
96,sunitinib,LUAD,node,46,0.6222222222222222,0.7032085561497325,0.5625,0.5833333333333333,7,5,2,2
97,sunitinib,LUAD,node,47,0.6444444444444445,0.7459893048128342,0.4375,0.5,4,8,1,3
98,sunitinib,LUAD,node,48,0.5555555555555556,0.6844919786096257,0.4375,0.5625,4,8,1,3
99,sunitinib,LUAD,node,49,0.6444444444444445,0.7834224598930482,0.375,0.20833333333333331,6,6,4,0
100,sunitinib,LUAD,norm-node,0,0.6,0.6577540106951871,0.5,0.3125,7,5,3,1
101,sunitinib,LUAD,norm-node,1,0.5111111111111111,0.6149732620320856,0.375,0.375,5,7,3,1
102,sunitinib,LUAD,norm-node,2,0.5777777777777777,0.6951871657754011,0.375,0.16666666666666666,6,6,4,0
103,sunitinib,LUAD,norm-node,3,0.6,0.5668449197860963,0.6875,0.47916666666666663,10,2,3,1
104,sunitinib,LUAD,norm-node,4,0.6,0.6711229946524064,0.3125,0.375,2,10,1,3
105,sunitinib,LUAD,norm-node,5,0.5555555555555556,0.606951871657754,0.375,0.3125,5,7,3,1
106,sunitinib,LUAD,norm-node,6,0.6666666666666666,0.6711229946524063,0.5,0.4375,7,5,3,1
107,sunitinib,LUAD,norm-node,7,0.6,0.7459893048128342,0.3125,0.14583333333333331,5,7,4,0
108,sunitinib,LUAD,norm-node,8,0.6222222222222222,0.7219251336898396,0.4375,0.2916666666666667,6,6,3,1
109,sunitinib,LUAD,norm-node,9,0.5555555555555556,0.5909090909090909,0.625,0.6041666666666666,9,3,3,1
110,sunitinib,LUAD,norm-node,10,0.5333333333333333,0.7406417112299465,0.3125,0.1875,4,8,3,1
111,sunitinib,LUAD,norm-node,11,0.6,0.6524064171122994,0.625,0.5416666666666666,8,4,2,2
112,sunitinib,LUAD,norm-node,12,0.6666666666666666,0.7299465240641712,0.25,0.14583333333333337,4,8,4,0
113,sunitinib,LUAD,norm-node,13,0.7111111111111111,0.732620320855615,0.3125,0.3125,4,8,3,1
114,sunitinib,LUAD,norm-node,14,0.5333333333333333,0.6577540106951871,0.3125,0.3125,4,8,3,1
115,sunitinib,LUAD,norm-node,15,0.6222222222222222,0.6818181818181819,0.625,0.4375,10,2,4,0
116,sunitinib,LUAD,norm-node,16,0.6222222222222222,0.7005347593582888,0.375,0.375,5,7,3,1
117,sunitinib,LUAD,norm-node,17,0.6888888888888889,0.641711229946524,0.5625,0.3958333333333333,9,3,4,0
118,sunitinib,LUAD,norm-node,18,0.5333333333333333,0.6711229946524064,0.4375,0.39583333333333337,5,7,2,2
119,sunitinib,LUAD,norm-node,19,0.6888888888888889,0.7433155080213903,0.5,0.3125,7,5,3,1
120,sunitinib,LUAD,norm-node,20,0.6,0.679144385026738,0.3125,0.2708333333333333,2,10,1,3
121,sunitinib,LUAD,norm-node,21,0.4888888888888889,0.5962566844919786,0.5625,0.3333333333333333,8,4,3,1
122,sunitinib,LUAD,norm-node,22,0.6,0.6978609625668449,0.4375,0.3125,6,6,3,1
123,sunitinib,LUAD,norm-node,23,0.5777777777777777,0.6096256684491979,0.625,0.35416666666666663,9,3,3,1
124,sunitinib,LUAD,norm-node,24,0.6666666666666666,0.7352941176470589,0.4375,0.20833333333333334,7,5,4,0
125,sunitinib,LUAD,norm-node,25,0.6666666666666666,0.660427807486631,0.625,0.5416666666666667,8,4,2,2
126,sunitinib,LUAD,norm-node,26,0.6666666666666666,0.7219251336898396,0.4375,0.2708333333333333,5,7,2,2
127,sunitinib,LUAD,norm-node,27,0.5777777777777777,0.6149732620320856,0.625,0.6874999999999999,7,5,1,3
128,sunitinib,LUAD,norm-node,28,0.6888888888888889,0.7566844919786097,0.375,0.2916666666666667,6,6,4,0
129,sunitinib,LUAD,norm-node,29,0.6222222222222222,0.641711229946524,0.4375,0.4583333333333333,5,7,2,2
130,sunitinib,LUAD,norm-node,30,0.4666666666666667,0.5855614973262032,0.5,0.5,6,6,2,2
131,sunitinib,LUAD,norm-node,31,0.5111111111111111,0.6390374331550803,0.625,0.4583333333333333,8,4,2,2
132,sunitinib,LUAD,norm-node,32,0.6888888888888889,0.7700534759358288,0.375,0.1875,5,7,3,1
133,sunitinib,LUAD,norm-node,33,0.6666666666666666,0.7513368983957219,0.4375,0.1875,7,5,4,0
134,sunitinib,LUAD,norm-node,34,0.6222222222222222,0.6122994652406417,0.625,0.5208333333333334,10,2,4,0
135,sunitinib,LUAD,norm-node,35,0.5777777777777777,0.6524064171122995,0.375,0.2708333333333333,4,8,2,2
136,sunitinib,LUAD,norm-node,36,0.6444444444444445,0.6684491978609626,0.6875,0.3125,10,2,3,1
137,sunitinib,LUAD,norm-node,37,0.5111111111111111,0.6203208556149733,0.25,0.33333333333333337,3,9,3,1
138,sunitinib,LUAD,norm-node,38,0.7111111111111111,0.7085561497326203,0.375,0.3541666666666667,5,7,3,1
139,sunitinib,LUAD,norm-node,39,0.5777777777777777,0.6684491978609626,0.3125,0.25,4,8,3,1
140,sunitinib,LUAD,norm-node,40,0.5777777777777777,0.6497326203208555,0.3125,0.3125,4,8,3,1
141,sunitinib,LUAD,norm-node,41,0.5777777777777777,0.6631016042780749,0.4375,0.35416666666666663,5,7,2,2
142,sunitinib,LUAD,norm-node,42,0.6222222222222222,0.7593582887700534,0.5,0.20833333333333331,8,4,4,0
143,sunitinib,LUAD,norm-node,43,0.6666666666666666,0.6443850267379678,0.5625,0.5208333333333334,7,5,2,2
144,sunitinib,LUAD,norm-node,44,0.7111111111111111,0.7406417112299465,0.375,0.3125,5,7,3,1
145,sunitinib,LUAD,norm-node,45,0.5555555555555556,0.7165775401069518,0.4375,0.3125,6,6,3,1
146,sunitinib,LUAD,norm-node,46,0.7111111111111111,0.6443850267379679,0.5,0.14583333333333331,8,4,4,0
147,sunitinib,LUAD,norm-node,47,0.5777777777777777,0.6417112299465241,0.5625,0.41666666666666663,8,4,3,1
148,sunitinib,LUAD,norm-node,48,0.6666666666666666,0.7112299465240641,0.25,0.27083333333333337,4,8,4,0
149,sunitinib,LUAD,norm-node,49,0.5111111111111111,0.6363636363636364,0.3125,0.5416666666666667,2,10,1,3
