,Edge,U,pval,adj_pvals
0,TCEA2;PAF1,151.0,0.5405378081413653,1.0
88,RPA1;TP53BP1,111.0,0.46222310276852474,1.0
89,RPA1;RAD9A,134.0,0.9565310113499257,1.0
90,RPA1;TOPBP1,130.5,0.9685548757481078,1.0
91,RPA1;LIG1,126.5,0.8638087158075289,1.0
92,RPA1;TIMELESS,127.5,0.888832786654413,1.0
93,RPA1;CDK2,120.0,0.6948025994456825,1.0
94,RPA1;TERF2IP,112.0,0.5169113939647421,1.0
95,RPA1;ORC1,118.0,0.6518246580101856,1.0
96,RPA1;RFC5,138.0,0.845563731836955,1.0
97,RPA1;POLB,124.0,0.7997810920340196,1.0
98,RPA1;ACD,120.0,0.7031508128717437,1.0
99,EIF5;EIF4G1,126.5,0.8646942224233143,1.0
100,EIF5;RASA1,155.0,0.4509414210214816,1.0
101,EIF5;DHX29,145.5,0.6467582343628124,1.0
102,EIF5;BZW2,132.0,1.0,1.0
103,EIF5;RPS6,152.0,0.5071207389881847,1.0
104,EIF5;RPS5,149.5,0.5550012937224713,1.0
105,RAE1;NUP85,84.0,0.1021097725998455,1.0
106,RAE1;NUP133,93.5,0.18738051340004336,1.0
107,RAE1;BUB1B,120.0,0.7026246384993775,1.0
108,RAE1;NUP93,127.0,0.8435557584240724,1.0
109,RAE1;RNPS1,81.5,0.09749482867228877,1.0
110,RAE1;NUP62,91.0,0.16657406873294323,1.0
111,RAE1;RBM15B,114.5,0.5751347904751534,1.0
112,RAE1;NUP88,108.0,0.4121204339799539,1.0
113,RAE1;MYCBP2,80.0,0.08774039421715807,1.0
114,CIRBP;TLR4,144.5,0.6849929195905613,1.0
115,DNTTIP2;CEBPZ,163.5,0.28963679240798146,1.0
116,DNTTIP2;RRP8,149.0,0.5663965640464333,1.0
117,DNTTIP2;EXOSC4,135.0,0.9335662858807241,1.0
118,DNTTIP2;RRS1,126.5,0.8650249710291464,1.0
119,DNTTIP2;RRP1B,134.5,0.9442970900761638,1.0
120,DNTTIP2;HEATR1,169.0,0.16791514797081153,1.0
121,DNTTIP2;RPS6,119.5,0.6892379234270956,1.0
122,DNTTIP2;UTP14A,150.5,0.5073599776353952,1.0
123,DNTTIP2;EBNA1BP2,142.0,0.7445328061132687,1.0
124,DNTTIP2;RPS5,150.0,0.5594085506529516,1.0
125,DNTTIP2;RPP38,87.0,0.12287147323349404,1.0
126,LGMN;CTSD,152.0,0.5190954640873444,1.0
127,LGMN;CTSL,135.0,0.9328459721050139,1.0
128,CENPE;ZW10,134.0,0.9605228175767753,1.0
129,CENPE;AURKA,149.5,0.5745651396394263,1.0
130,CENPE;CCNB1,147.0,0.6325797363653991,1.0
131,CENPE;KIF20A,155.5,0.44399564800727065,1.0
132,CENPE;TP53BP1,141.0,0.7790292596506826,1.0
133,CENPE;CCNA2,144.0,0.704145378091549,1.0
134,CENPE;SMC4,152.0,0.5193893540076312,1.0
135,CENPE;MELK,139.5,0.8168105139913512,1.0
136,CENPE;NUSAP1,149.0,0.5546802205168122,1.0
137,CENPE;UBE2C,138.5,0.8428351661169091,1.0
138,CENPE;AURKB,151.0,0.5417103009792239,1.0
139,CENPE;BUB1B,145.5,0.6668390316140639,1.0
140,CENPE;PLK1,135.5,0.9211146469172732,1.0
141,CENPE;CDC45,145.0,0.6798688768604333,1.0
142,CENPE;CHEK1,143.5,0.7169150882649431,1.0
143,CENPE;TOP2A,141.5,0.766258995874073,1.0
144,CENPE;PAFAH1B1,149.0,0.5860834215230248,1.0
145,CENPE;CDC20,137.0,0.8814267866499346,1.0
146,HTRA1;MIF,137.5,0.8691832046579555,1.0
147,HTRA1;CLPX,143.0,0.7294579556303578,1.0
148,HTRA1;HSPD1,143.0,0.7294125501167257,1.0
149,XBP1;HYOU1,133.0,0.9867856922962982,1.0
150,XBP1;JUN,122.0,0.7537560989199372,1.0
151,XBP1;ERO1A,140.5,0.7905308375294119,1.0
152,XBP1;EDEM1,120.0,0.7023730948608674,1.0
153,XBP1;GFPT1,126.0,0.8559385704820268,1.0
154,XBP1;HIF1A,120.5,0.7163090534845324,1.0
155,XBP1;RPS5,112.5,0.5289413781949839,1.0
156,XBP1;CASP3,119.0,0.6800278867810834,1.0
157,XBP1;GAPDH,119.5,0.6918120067180132,1.0
158,XBP1;SHC1,118.5,0.6678430938934827,1.0
159,XBP1;RPS6,117.0,0.6304776241282775,1.0
160,XBP1;TATDN2,132.0,1.0,1.0
161,XBP1;ATF6,107.0,0.4110305148144324,1.0
162,XBP1;ATF5,123.5,0.7913788714488033,1.0
163,XBP1;TRIB3,110.0,0.4772825611778321,1.0
164,XBP1;TBP,104.5,0.37215574144314145,1.0
165,XBP1;HERPUD1,119.5,0.6897107315036866,1.0
166,XBP1;HSPA8,125.5,0.8428078930314972,1.0
167,XBP1;FOS,120.5,0.7162255683418509,1.0
168,XBP1;WFS1,124.0,0.8043796709830541,1.0
169,XBP1;PDIA5,140.5,0.7905308375294119,1.0
170,XBP1;AKT1,122.5,0.7661692696561746,1.0
171,XBP1;MBTPS1,117.5,0.6440253423113531,1.0
172,FPGS;DECR1,135.0,0.9343413438911633,1.0
173,FPGS;PHGDH,140.0,0.8048156192467828,1.0
174,FPGS;MTHFD2,157.0,0.4183771407583867,1.0
175,APP;GRN,119.5,0.6893957659025071,1.0
176,APP;APPBP2,129.0,0.93386086957438,1.0
177,APP;HSD17B10,111.5,0.5076337353431335,1.0
178,APP;STUB1,128.0,0.9055738781241249,1.0
179,APP;CTSD,123.0,0.7717577983709606,1.0
180,APP;HSPB1,127.5,0.8904210064454565,1.0
181,APP;APOE,108.0,0.4061904478642103,1.0
182,APP;ADAM10,109.0,0.4397546341393104,1.0
183,APP;SCARB1,118.0,0.6419625172429023,1.0
184,APP;BLMH,114.5,0.5700456584936912,1.0
185,APP;GNB5,123.5,0.788951974533739,1.0
186,APP;STAT3,126.0,0.8494312864647713,1.0
187,APP;IDE,133.5,0.973283303176863,1.0
188,APP;TP53,136.0,0.9020443513047971,1.0
189,APP;SLC25A4,111.5,0.5044544153114694,1.0
190,APP;TNFRSF21,151.0,0.5357568621075657,1.0
191,APP;NOTCH1,121.0,0.7185763106607497,1.0
192,APP;TLR4,124.5,0.8104864357397874,1.0
193,APP;LRP10,133.5,0.9734564041196899,1.0
194,APP;AKT1,122.0,0.7421055161154277,1.0
195,APP;GNAI2,133.0,0.9865631457885623,1.0
196,APP;UBQLN2,122.5,0.7635007828157835,1.0
197,APP;FOXO3,119.0,0.6688644581544565,1.0
198,APP;VDAC1,137.0,0.8759424104198295,1.0
199,APP;FYN,107.5,0.4092512748284678,1.0
200,APP;HSPA8,124.0,0.7992104724993929,1.0
201,APP;CREB1,129.0,0.932022418785565,1.0
202,APP;CLSTN1,132.0,1.0,1.0
203,APP;LSR,122.5,0.7660794400661176,1.0
204,APP;CYCS,122.0,0.7428707153369256,1.0
205,APP;JUN,129.0,0.9320953753788308,1.0
206,APP;SRC,137.0,0.8784228839609484,1.0
207,APP;HSPA4,132.5,1.0,1.0
208,APP;SHC1,113.0,0.5264956070093492,1.0
209,APP;BTK,137.5,0.8675923329421562,1.0
210,APP;SNCA,108.5,0.42818598687163845,1.0
211,APP;CD44,125.5,0.835751021064351,1.0
212,APP;CAPN1,121.0,0.7270195148728134,1.0
213,APP;HSPD1,130.0,0.9592028061155793,1.0
214,APP;BACE2,127.5,0.8941936723688189,1.0
215,APP;GAPDH,138.0,0.8479620336320126,1.0
216,APP;CASP3,115.5,0.5838465790738632,1.0
217,APP;APBB2,132.0,1.0,1.0
218,SPTAN1;IQGAP1,171.0,0.1786043860088672,1.0
219,SPTAN1;CALM3,164.5,0.26588953498324486,1.0
220,SPTAN1;CASP3,176.5,0.13831090330689974,1.0
221,SPTAN1;PNKP,178.0,0.12136645718706236,1.0
222,SPTAN1;TES,132.0,1.0,1.0
223,SPTAN1;EPB41L2,142.5,0.7329752967021852,1.0
224,SPTAN1;STXBP1,157.5,0.3774925589134288,1.0
225,SPTAN1;SRC,170.0,0.18616822699533975,1.0
226,SPTAN1;EVL,154.5,0.4533947145540582,1.0
227,SPTAN1;CAST,144.0,0.6656635309744359,1.0
228,SPTAN1;CAPN1,162.0,0.3221362097623879,1.0
229,YME1L1;FIS1,154.0,0.46828419427236867,1.0
230,YME1L1;HPRT1,148.5,0.5909032578532964,1.0
231,YME1L1;CLPX,157.5,0.40026471724741997,1.0
232,YME1L1;CYCS,158.0,0.39060579196777734,1.0
233,YME1L1;MRPL19,152.0,0.5140540615985612,1.0
234,YME1L1;TIMM9,172.0,0.17688472776323916,1.0
235,YME1L1;MRPS16,139.0,0.8275638486093075,1.0
236,YME1L1;HSPD1,157.5,0.40020031082788665,1.0
237,YME1L1;DNM1L,148.0,0.6023736067157892,1.0
238,HMG20B;HDAC2,166.0,0.2680002175845373,1.0
239,HMG20B;ZMYM2,158.0,0.39619349377348234,1.0
240,WFS1;ATP1B1,156.0,0.4386484840853663,1.0
241,WFS1;IGF2BP2,111.0,0.49928955500854544,1.0
242,WFS1;ATF6,119.5,0.6921324948278391,1.0
243,TOPBP1;RFC2,150.5,0.5421005583272255,1.0
244,TOPBP1;RPA3,119.0,0.6462637244101608,1.0
245,TOPBP1;MSH6,176.0,0.1380980912564617,1.0
246,TOPBP1;RAD9A,154.0,0.4685284983983721,1.0
247,TOPBP1;ABL1,155.0,0.4565018152315454,1.0
248,TOPBP1;TP53BP1,127.0,0.8788469944815306,1.0
249,TOPBP1;CCNA2,150.5,0.5479182959928914,1.0
250,TOPBP1;SMC4,142.5,0.739355932894753,1.0
251,TOPBP1;RFC5,157.0,0.40780390542236145,1.0
252,TOPBP1;CDK2,161.0,0.3412728459826112,1.0
253,TOPBP1;TIMELESS,149.0,0.5666603889971281,1.0
254,TOPBP1;RPA2,158.0,0.38390758889523424,1.0
255,TOPBP1;TP53,158.5,0.38995905483954063,1.0
256,TOPBP1;MCM3,150.5,0.5446708395109684,1.0
257,TOPBP1;CDC45,139.5,0.8145406319924995,1.0
258,TOPBP1;PLK1,149.0,0.5820353900754993,1.0
259,TOPBP1;CHEK1,142.0,0.7473344868213496,1.0
260,TOPBP1;USP1,141.5,0.7625559768763888,1.0
261,TOPBP1;CHEK2,147.5,0.6042637657702596,1.0
262,TOPBP1;TOP2A,147.5,0.6152386929596425,1.0
263,TOPBP1;SMARCA4,159.5,0.3705096847538516,1.0
264,TOPBP1;RAD51C,134.5,0.9439802910662205,1.0
265,TOPBP1;BRCA1,166.5,0.25682276896996004,1.0
266,LSR;APOE,192.0,0.05027968945442361,1.0
267,SMAD3;STUB1,169.5,0.2187277000419824,1.0
268,SMAD3;SERPINE1,157.5,0.409045884798922,1.0
269,SMAD3;COL1A1,170.0,0.212749623521987,1.0
270,SMAD3;SKP1,178.5,0.12391216705492772,1.0
271,SMAD3;NR3C1,174.0,0.1614716670712978,1.0
272,SMAD3;TGFB3,158.0,0.3994089843231946,1.0
273,SMAD3;PIN1,160.0,0.3596647410358167,1.0
274,SMAD3;SMARCC1,168.5,0.23176417495937607,1.0
275,SMAD3;CDK4,170.0,0.20603308095154027,1.0
276,SMAD3;AXIN1,173.0,0.1769614093769888,1.0
277,SMAD3;STAT3,173.0,0.17212722961662874,1.0
278,SMAD3;CDK2,164.5,0.28110101073675586,1.0
279,SMAD3;TP53,164.5,0.2829396318903393,1.0
280,SMAD3;HSPA4,166.5,0.25507124044803176,1.0
281,SMAD3;FOS,176.0,0.1397355012170286,1.0
282,SMAD3;PRKACA,168.0,0.23883203275586706,1.0
283,SMAD3;CASP3,161.5,0.3347283302050903,1.0
284,SMAD3;EZH2,168.5,0.22363387013765057,1.0
285,SMAD3;ETS1,169.5,0.21518456474927983,1.0
286,SMAD3;MYC,171.0,0.18924030762786914,1.0
287,SMAD3;GAPDH,172.0,0.18648990285487588,1.0
288,SMAD3;BRCA1,162.5,0.31037841908396824,1.0
289,SMAD3;STAT1,163.5,0.3017542980316186,1.0
290,SMAD3;CDKN1A,157.5,0.3966921181677834,1.0
291,SMAD3;SMARCA4,151.0,0.5347050242203211,1.0
292,SMAD3;CLIC4,136.0,0.6665990972678644,1.0
293,SMAD3;CD44,169.5,0.21856379513461477,1.0
294,SMAD3;JUN,175.5,0.1493242300403576,1.0
295,SMAD3;MEF2C,176.5,0.14453592919243538,1.0
296,SMAD3;DNMT1,166.0,0.2577230656329823,1.0
297,SMAD3;CREB1,170.5,0.2015492473170345,1.0
298,SMAD3;FOXO4,156.0,0.4328997451100377,1.0
299,SMAD3;HIF1A,168.0,0.2322243251165118,1.0
300,SMAD3;ILK,178.5,0.1269333278477756,1.0
301,SMAD3;S100A4,167.5,0.24138212561895744,1.0
302,SMAD3;FOXO3,172.0,0.18958881822125906,1.0
303,SMAD3;MAPK9,163.0,0.3091644814358452,1.0
304,SMAD3;TFDP1,165.0,0.2753987599692004,1.0
305,SMAD3;AKT1,158.5,0.3806203214826793,1.0
306,SMAD3;HDAC2,158.0,0.38502032693088173,1.0
307,SMAD3;TLR4,161.0,0.3433861387508369,1.0
308,SMAD3;PTPN6,164.5,0.28670737421369386,1.0
309,SMAD3;NOTCH1,170.5,0.20365328063390087,1.0
310,SMAD3;TGFBR2,163.0,0.3106966100389047,1.0
311,SMAD3;TRIB3,182.0,0.09973011763259212,1.0
312,APOE;MMP2,127.5,0.8923544270130724,1.0
313,APOE;SERPINE1,137.0,0.8795295364004405,1.0
314,APOE;CCL2,119.5,0.6868814713320599,1.0
315,APOE;CTSD,117.5,0.6408754053811193,1.0
316,APOE;IDE,128.5,0.9208686945918336,1.0
317,APOE;NPC1,118.5,0.6678020095005279,1.0
318,APOE;TP53,120.0,0.6981808820736473,1.0
319,APOE;STAT1,115.0,0.5810515889761898,1.0
320,APOE;NR1H2,121.0,0.7271476620404711,1.0
321,APOE;SNCA,133.5,0.9731055412411688,1.0
322,APOE;CD44,134.5,0.9462539027426133,1.0
323,APOE;ICAM1,127.5,0.8933842261496304,1.0
324,APOE;CASP3,121.5,0.7368013845793429,1.0
325,APOE;GAPDH,136.0,0.9058937514650255,1.0
326,APOE;HMGCR,133.5,0.9735352602290717,1.0
327,APOE;ADAM10,134.0,0.9598963150855608,1.0
328,APOE;PRKACA,136.0,0.9065027840722204,1.0
329,APOE;TLR4,141.0,0.7756301219224305,1.0
330,APOE;LRP10,129.5,0.9471906356557044,1.0
331,APOE;AKT1,121.5,0.7363161687384476,1.0
332,APOE;SCARB1,126.0,0.852782683325032,1.0
333,APOE;VDAC1,123.0,0.7744550544549856,1.0
334,APOE;TFAP2A,126.5,0.8674335687751917,1.0
335,RRP8;CEBPZ,139.5,0.8150568711825269,1.0
336,RRP8;GRWD1,115.5,0.5964698677198687,1.0
337,RRP8;ILK,123.5,0.7922255493317721,1.0
338,RRP8;NVL,126.5,0.8683142162619951,1.0
339,RRP8;RRS1,122.0,0.7531895736243746,1.0
340,RRP8;UTP14A,118.5,0.665965164765989,1.0
341,RRP8;POP4,118.5,0.6682394599861702,1.0
342,RRP8;RRP12,134.5,0.9473804634419947,1.0
343,RRP8;EBNA1BP2,111.0,0.49486238944303995,1.0
344,RRP8;RRP1B,119.5,0.6903898868710269,1.0
345,RRP8;PWP1,127.5,0.8938267454858685,1.0
346,RRP8;DDX10,116.5,0.6185647892980755,1.0
347,RRP8;RBM34,116.5,0.61647832703502,1.0
348,PHKB;PYGL,166.0,0.26497241801307836,1.0
349,PHKB;CALM3,126.0,0.8535434918300331,1.0
350,PHKB;AGL,156.5,0.42425269038008684,1.0
351,PHKB;PRKACA,130.0,0.9600637885737452,1.0
352,PHKB;PHKG2,166.0,0.21395974224719894,1.0
353,PHKB;ITFG1,132.0,1.0,1.0
354,COG7;YKT6,168.0,0.24036777831759593,1.0
355,COG7;COG4,116.0,0.6022580456323217,1.0
356,COG7;COG2,161.0,0.2868395051623803,1.0
357,CDK7;POLR2I,121.5,0.7403460758905592,1.0
358,CDK7;CCND1,115.5,0.5955116343567362,1.0
359,CDK7;CDKN1B,116.5,0.6188911370254044,1.0
360,CDK7;TBP,134.5,0.9470926077461224,1.0
361,CDK7;CCNB1,117.5,0.6420331529835921,1.0
362,CDK7;GNB5,139.0,0.8303557955386605,1.0
363,CDK7;PCNA,127.0,0.8806277554421613,1.0
364,CDK7;CCNH,109.5,0.4214824343641448,1.0
365,CDK7;TP53,121.5,0.740456624523719,1.0
366,CDK7;DDB2,130.5,0.9731655960649533,1.0
367,CDK7;CCND3,136.0,0.907617106881992,1.0
368,CDK7;CDKN1A,112.5,0.5254619580894465,1.0
369,CDK7;BRCA1,126.5,0.8683430773647475,1.0
370,CDK7;POLR1C,111.5,0.5091451250394323,1.0
371,CDK7;GTF2E2,122.0,0.7514340015652219,1.0
372,CDK7;MYC,125.0,0.829338726143803,1.0
373,CDK7;CDK4,115.0,0.5815104248283405,1.0
374,CDK7;CDK6,116.5,0.6171723593492662,1.0
375,CDK7;CHEK1,120.5,0.7153143920665952,1.0
376,CDK7;CCNA2,119.5,0.6901683456102334,1.0
377,CDK7;MTA1,122.0,0.7532316725591394,1.0
378,CDK7;GTF2A2,118.5,0.6640550725683914,1.0
379,CDK7;MNAT1,133.5,0.9729941780051455,1.0
380,CDK7;RNMT,126.5,0.8684007426894198,1.0
381,CDK7;HDAC2,117.0,0.6308103403719898,1.0
382,CDK7;IKBKE,129.0,0.9340531616687847,1.0
383,CDK7;CDK2,122.0,0.7528625749968119,1.0
384,ALDH7A1;CAT,115.5,0.5959347439646425,1.0
385,ALDH7A1;CALM3,126.5,0.8681638319705343,1.0
386,ALDH7A1;ADH5,141.5,0.765829369381029,1.0
387,ALDH7A1;PRKACA,127.0,0.8811919050584238,1.0
388,ALDH7A1;CNDP2,132.0,1.0,1.0
389,ALDH7A1;PCCB,120.0,0.7033505275491261,1.0
390,PIK3C3;BECN1,156.0,0.4279076275982082,1.0
391,PIK3C3;PSMD4,155.5,0.44293653041430125,1.0
392,PIK3C3;BNIP3,153.5,0.4797168773013538,1.0
393,PIK3C3;PIK3CA,153.5,0.4823205745932496,1.0
394,PIK3C3;SQSTM1,150.0,0.5527176894661975,1.0
395,PIK3C3;KEAP1,148.0,0.6009468573205387,1.0
396,PIK3C3;PIK3C2B,123.0,0.778527321532162,1.0
397,PIK3C3;PRKAG2,141.5,0.7649427001865585,1.0
398,PIK3C3;INPP4B,142.0,0.7506452542410921,1.0
399,PIK3C3;RHEB,145.5,0.6637998071580662,1.0
400,PIK3C3;PLCB3,149.5,0.5685128545019753,1.0
401,PIK3C3;AKT1,159.5,0.3657772461827966,1.0
402,PIK3C3;PIK3R4,126.0,0.8515745145143669,1.0
403,PIK3C3;CALM3,170.5,0.2052781874481575,1.0
404,PIK3C3;BNIP3L,152.0,0.5146408853604584,1.0
405,PIK3C3;ABL1,149.5,0.5713907793880852,1.0
406,PIK3C3;ATG3,145.5,0.6644510008670863,1.0
407,ARFIP2;AKT1,127.5,0.8950672224673865,1.0
408,ARHGEF12;GNA11,119.0,0.6745407351173617,1.0
409,ARHGEF12;PTK2,133.5,0.9730227690401262,1.0
410,ARHGEF12;NRAS,135.5,0.9193725268148278,1.0
411,ARHGEF12;PTK2B,115.0,0.580146524798766,1.0
412,ARHGEF12;RHOA,137.0,0.8793928555572332,1.0
413,ARHGEF12;CDC42,124.0,0.8002842469960151,1.0
414,ARHGEF12;CD44,138.5,0.8414538690172013,1.0
415,TXLNA;STX4,100.5,0.30531263543180964,1.0
416,PCNA;RFC2,134.5,0.9439302142512929,1.0
417,PCNA;GADD45B,126.0,0.8552780441922687,1.0
418,PCNA;RPA3,124.5,0.8066036639697246,1.0
419,PCNA;CCND1,120.0,0.695748624726777,1.0
420,PCNA;MSH6,126.0,0.8485243844650023,1.0
421,PCNA;CCNB1,138.0,0.84987160150994,1.0
422,PCNA;CDK4,126.0,0.8489654805910013,1.0
423,PCNA;MNAT1,141.0,0.776475052584515,1.0
424,PCNA;GNB5,145.5,0.6678978494174745,1.0
425,PCNA;LIG1,144.5,0.6811111164468391,1.0
426,PCNA;POLB,144.5,0.6868680055507522,1.0
427,PCNA;CDK6,145.5,0.6535231775763315,1.0
428,PCNA;CDK2,144.0,0.6890357692620787,1.0
429,PCNA;TP53,137.0,0.8805160881455902,1.0
430,PCNA;UBE2L6,148.5,0.5964698677198687,1.0
431,PCNA;RAD51C,139.0,0.8197444240209064,1.0
432,PCNA;USP1,134.5,0.9468380076275006,1.0
433,PCNA;DNMT1,153.0,0.48664058674499633,1.0
434,PCNA;GADD45A,151.5,0.5207973491400624,1.0
435,PCNA;UBE2A,145.0,0.6788830567468168,1.0
436,PCNA;CDC20,148.5,0.5920951188116368,1.0
437,PCNA;CCND3,147.0,0.6234849281837445,1.0
438,PCNA;RPA2,149.5,0.548488078465958,1.0
439,PCNA;TFDP1,149.5,0.5587735112102188,1.0
440,PCNA;CDC45,144.0,0.679306415035513,1.0
441,PCNA;MCM3,138.5,0.835813228458979,1.0
442,PCNA;CCNH,159.5,0.3545891546447725,1.0
443,PCNA;BRCA1,136.0,0.9038094823244321,1.0
444,PCNA;CDKN1A,127.0,0.8794694541038606,1.0
445,PCNA;PAN2,134.5,0.9275387852411219,1.0
446,PCNA;TOP2A,148.0,0.5936466900751258,1.0
447,PCNA;CHEK1,110.0,0.43332029328205246,1.0
448,PCNA;CCNA2,127.5,0.8910753066940638,1.0
449,PCNA;RFC5,133.0,0.9861965562221976,1.0
450,NET1;RHOA,138.0,0.8562188978749281,1.0
451,NPRL2;RRAGA,150.5,0.5515013861031735,1.0
452,NPRL2;RASA1,180.0,0.11632599058639291,1.0
453,NPRL2;RHEB,161.0,0.34575649790211216,1.0
454,NR3C1;FKBP4,94.5,0.21601214919462863,1.0
455,NR3C1;STUB1,106.0,0.3958354528481326,1.0
456,NR3C1;FOS,104.0,0.35131611813347685,1.0
457,NR3C1;HSPA8,89.5,0.16243424390472494,1.0
458,NR3C1;EGR1,96.5,0.23604979985628294,1.0
459,NR3C1;STAT5B,107.5,0.4146821174674543,1.0
460,NR3C1;FOXO3,115.5,0.5952669295520493,1.0
461,NR3C1;AKT1,98.5,0.26935711281402164,1.0
462,NR3C1;PRKACA,104.5,0.3700431513298872,1.0
463,NR3C1;NRIP1,106.5,0.40813920811468496,1.0
464,NR3C1;NCOA3,98.0,0.2567155768390347,1.0
465,NR3C1;HDAC2,98.5,0.26262451510856333,1.0
466,NR3C1;TSC22D3,101.0,0.29882103777944635,1.0
467,NR3C1;CASP3,101.5,0.3198758901362093,1.0
468,NR3C1;HSPA1A,90.5,0.17192488067233613,1.0
469,NR3C1;HDAC6,89.0,0.1510820066744254,1.0
