,Edge,U,pval,adj_pvals
0,IL1B/PRF1,1488.0,8.007376118797437e-07,8.007376118797437e-07
1,IL1B/CD8A,1488.0,8.007376118797437e-07,8.007376118797437e-07
2,PRF1/CD8A,4309.0,6.167581510132024e-07,8.007376118797437e-07
