,Edge,U,pval,adj_pvals
505,SMARCA4;HDAC1,160.0,0.10961012763669309,1.0
506,SMARCA4;CHD4,146.0,0.28250467130922535,1.0
507,TRAF1;TRAF2,122.5,0.795205994300202,1.0
508,TRAF1;CD40,126.0,0.6265132629567367,1.0
509,TRAF1;BIRC2,103.5,0.6036821238185275,1.0
510,BIRC2;TRAF2,130.0,0.5592190782705394,1.0
511,BIRC2;TRAF5,130.0,0.5677999522639472,1.0
512,BIRC2;CD40,114.0,0.9435885466814337,1.0
513,BIRC2;TRAF6,121.0,0.8372522353199986,1.0
514,TRAF5;TRAF2,109.0,0.7730997342567723,1.0
515,TRAF5;TNFRSF8,112.0,0.7850547444047129,1.0
516,TRAF5;TRAF6,110.0,0.7875343174290833,1.0
517,TRAF5;CD40,116.0,1.0,1.0
518,TRAF6;TRAF2,115.0,0.9811822339277966,1.0
519,TRAF6;CD40,132.0,0.2888240236274777,1.0
520,TRAF6;DDX58,169.5,0.044394815573539484,1.0
521,TRAF6;RSAD2,156.0,0.12518839769292137,1.0
522,TRAF6;MAPK8,151.0,0.19984580728876777,1.0
523,TRAF6;TGFBR1,159.0,0.11612352770968212,1.0
524,TRAF6;AKT1,119.0,0.8857461308731398,1.0
525,TRAF2;TNFRSF13C,118.0,0.9414052473445456,1.0
526,TRAF2;CD40,138.0,0.29208716836955817,1.0
527,FASLG;CD40,116.0,1.0,1.0
528,RELA;CCL2,100.0,0.33596992178224894,1.0
529,RELA;EP300,103.5,0.6489853745477858,1.0
530,RELA;BRD4,89.0,0.3258076984824473,1.0
531,RELA;REL,103.5,0.629534078238754,1.0
532,RELA;CD40,100.0,0.33596992178224894,1.0
533,RELA;HDAC1,92.0,0.3777289334909363,1.0
534,RELA;MAPK8,142.0,0.3433542325312826,1.0
535,RELA;MAPK9,177.0,0.023452691953640716,1.0
536,RELA;CXCL2,126.0,0.5553849999540421,1.0
537,RELA;ESR1,125.0,0.6884386003939477,1.0
538,REL;CD40,99.0,0.464231999703586,1.0
539,CCNT2;CDK7,129.0,0.6508994763264212,1.0
540,CCNT2;CCNT1,121.0,0.870743021786665,1.0
541,CCNT2;BRD4,165.0,0.07314578680802589,1.0
542,CCNT2;CDK9,128.0,0.6772464892009483,1.0
543,CCNT2;HEXIM1,115.0,0.9855772453495412,1.0
544,CCNT1;CDK7,128.0,0.6772464892009483,1.0
545,CCNT1;BRD4,153.0,0.18175208156232822,1.0
546,CCNT1;CDK9,84.0,0.2506202597284191,1.0
547,CCNT1;HEXIM1,98.0,0.5258563376210434,1.0
548,PTPN11;PIK3R2,127.0,0.32298221346472844,1.0
549,PTPN11;KRAS,98.0,0.09950733323534622,1.0
550,PTPN11;MAPK3,132.0,0.564637510150811,1.0
551,PTPN11;PIK3CA,126.0,0.37120436599384277,1.0
552,PTPN11;NRAS,98.0,0.09950733323534622,1.0
553,PTPN11;JAK2,109.0,0.7965103356914216,1.0
554,PTPN11;SHC1,141.0,0.15908627536253195,1.0
555,PTPN11;PIK3R1,127.0,0.32298221346472844,1.0
556,PTPN11;JAK3,117.0,0.972704678421586,1.0
557,PTPN11;JAK1,107.0,0.749686096554371,1.0
558,SELP;CD40,116.0,1.0,1.0
559,SORBS1;HLA-C,97.0,0.49464319814575475,1.0
560,SORBS1;FLOT1,126.0,0.7259069230838571,1.0
561,FOXO3;MAPK3,193.0,0.0032649692991248967,0.9359479393448173
562,FOXO3;EP300,163.0,0.0863820522264545,1.0
563,FOXO3;BRD4,153.0,0.18175208156232822,1.0
564,FOXO3;AKT1,152.0,0.19431397932346697,1.0
565,FOXO3;MAPK8,189.0,0.005665610409443426,0.9359479393448173
566,HDAC1;EP300,96.5,0.4450027228096679,1.0
567,HDAC1;BRD4,97.0,0.47994821661011555,1.0
568,HDAC1;AR,94.5,0.3985745281247678,1.0
569,HDAC1;ESR1,106.5,0.7175111650382209,1.0
570,HDAC1;CHD4,146.0,0.28250467130922535,1.0
571,EP300;BRD4,134.0,0.5040041271660207,1.0
572,EP300;AR,86.5,0.24371218366169478,1.0
573,EP300;ESR1,89.0,0.2795369359323926,1.0
574,EP300;AKT1,102.0,0.5817148475831453,1.0
575,TGFBR3;TGFBR2,123.0,0.7873167744128288,1.0
576,TGFBR3;TGFBR1,110.0,0.8356652292999982,1.0
577,TGFBR2;ACVRL1,99.0,0.3429529386129244,1.0
578,TGFBR2;TGFBR1,143.0,0.3258076984824473,1.0
579,TGFBR2;ENG,120.0,0.8688595165594133,1.0
580,TGFBR1;ENG,100.0,0.5654777586394817,1.0
581,MX1;MX2,71.0,0.08097464265141871,1.0
582,MX1;IFIT1,96.0,0.4331152463712389,1.0
583,MX1;DDX58,141.0,0.34156969435345996,1.0
584,MX1;RSAD2,91.0,0.317432441081978,1.0
585,MX1;ISG15,107.0,0.7455173886926036,1.0
586,ISG15;MX2,83.0,0.20708510832941995,1.0
587,ISG15;IFIT1,101.0,0.5735185270366203,1.0
588,ISG15;DDX58,102.0,0.6062240991724245,1.0
589,ISG15;RSAD2,93.5,0.3882883124510834,1.0
590,RSAD2;MX2,75.0,0.09840318005646112,1.0
591,RSAD2;IFIT1,81.0,0.16548738965407495,1.0
592,RSAD2;DDX58,132.0,0.5332334572408162,1.0
593,AKT1;PIK3R2,116.0,1.0,1.0
594,AKT1;PIK3R3,116.0,1.0,1.0
595,AKT1;MAPK3,127.0,0.6934890031364553,1.0
596,AKT1;PIK3CA,116.0,1.0,1.0
597,AKT1;THEM4,166.0,0.06715231705744039,1.0
598,AKT1;INS,116.0,1.0,1.0
599,AKT1;PIK3CG,116.0,1.0,1.0
600,AKT1;PIK3R1,116.0,1.0,1.0
601,AKT1;PIK3CB,98.0,0.09950733323534622,1.0
602,NRAS;MAPK3,125.0,0.7506600001609405,1.0
603,NRAS;PIK3CA,116.0,1.0,1.0
604,NRAS;EML4,126.5,0.6241161328189544,1.0
605,NRAS;PIK3R1,116.0,1.0,1.0
606,NRAS;IGF1R,116.0,1.0,1.0
607,NRAS;ALK,120.0,0.6458230910879958,1.0
608,NRAS;PIK3CG,116.0,1.0,1.0
609,MAPK3;DUSP4,49.0,0.01199849150513287,1.0
610,MAPK3;KRAS,122.0,0.8370913644614637,1.0
611,MAPK3;GNAI1,129.0,0.6402797648513538,1.0
612,MAPK3;HRAS,123.0,0.8086324002144252,1.0
613,MAPK3;ESR1,135.0,0.48742504858633484,1.0
614,KRAS;PIK3R3,101.5,0.06601967502129268,1.0
615,KRAS;PIK3CG,116.0,1.0,1.0
616,KRAS;HRAS,116.0,1.0,1.0
617,KRAS;PIK3R1,116.0,1.0,1.0
618,KRAS;EML4,124.0,0.7008378471569421,1.0
619,KRAS;PIK3CA,116.0,1.0,1.0
620,KRAS;IGF1R,116.0,1.0,1.0
621,KRAS;ALK,120.0,0.6458230910879958,1.0
622,KRAS;PIK3CB,126.0,0.37120436599384277,1.0
623,SHC1;ERBB3,132.0,0.37299825838082545,1.0
624,SHC1;ERBB4,128.0,0.37017873328529394,1.0
625,SHC1;JAK2,76.0,0.11710726637332175,1.0
626,SHC1;ALK,99.0,0.3057250509166137,1.0
627,SHC1;IGF1R,128.0,0.37017873328529394,1.0
628,SHC1;ESR1,132.0,0.2888240236274777,1.0
629,SHC1;PIK3R1,116.0,1.0,1.0
630,ESR1;ERBB4,120.0,0.6458230910879958,1.0
631,ESR1;AR,90.0,0.2805377809687748,1.0
632,ESR1;MAPK8,136.0,0.46600167731566067,1.0
633,ESR1;IGF1R,120.0,0.6458230910879958,1.0
634,ESR1;PIK3R1,128.0,0.37017873328529394,1.0
635,HRAS;PIK3CA,116.0,1.0,1.0
636,HRAS;ALK,124.0,0.4802112074856302,1.0
637,HRAS;MAPK8,142.0,0.3433542325312826,1.0
638,HRAS;PIK3CB,98.0,0.09950733323534622,1.0
639,HRAS;PIK3CG,116.0,1.0,1.0
640,HRAS;PIK3R1,116.0,1.0,1.0
641,JAK3;PIK3CA,98.0,0.09950733323534622,1.0
642,JAK3;JAK2,77.5,0.11473291560076646,1.0
643,JAK3;ALK,116.0,1.0,1.0
644,JAK3;JAK1,85.0,0.2499971454142682,1.0
645,JAK1;PIK3CA,95.0,0.4416075316961865,1.0
646,JAK1;JAK2,97.5,0.5045027525715815,1.0
647,JAK1;IGF1R,97.0,0.48742504858633484,1.0
648,CRBN;BRD4,136.0,0.4793800873497267,1.0
649,PCK2;PKLR,116.0,1.0,1.0
650,PCK2;ENO3,106.0,0.37120436599384277,1.0
651,PCK2;ENO2,101.5,0.06601967502129268,1.0
652,PCK2;PKM,120.5,0.8446023055468408,1.0
653,PKLR;PCK1,116.0,1.0,1.0
654,PKLR;ENO3,116.0,1.0,1.0
655,PKLR;GPI,105.0,0.32298221346472844,1.0
656,PKLR;ENO2,116.0,1.0,1.0
657,ENO3;TPI1,113.0,0.9279799378471104,1.0
658,ENO3;PCK1,116.0,1.0,1.0
659,ENO3;PKM,124.5,0.6950433732407317,1.0
660,ENO3;PGAM4,108.0,0.7595701333392619,1.0
661,ENO3;ALDOA,111.0,0.870743021786665,1.0
662,ENO3;GPI,90.0,0.04691242622433771,1.0
663,ENO3;BPGM,149.0,0.23561772916611623,1.0
664,ENO3;PGAM1,97.0,0.5023439689473844,1.0
665,ENO3;ENO2,116.0,1.0,1.0
666,ENO2;TPI1,115.0,0.9855772453495412,1.0
667,ENO2;PCK1,116.0,1.0,1.0
668,ENO2;PKM,124.5,0.6950433732407317,1.0
669,ENO2;PGAM1,113.0,0.9279799378471104,1.0
670,ENO2;BPGM,146.0,0.28250467130922535,1.0
671,ENO2;GPI,93.0,0.12362546221015712,1.0
672,ENO2;PGAM4,106.0,0.6982695731119696,1.0
673,PKM;TPI1,136.0,0.4793800873497267,1.0
674,PKM;PCK1,114.0,0.9387524671818082,1.0
675,PKM;GPI,125.0,0.7130933175636482,1.0
676,PKM;PGAM1,112.0,0.8993001454102022,1.0
677,PKM;ALDOA,135.0,0.5023439689473844,1.0
678,DDX58;MX2,134.0,0.49254976086626956,1.0
679,DDX58;IFIT1,131.0,0.5696176810052871,1.0
680,NIPBL;BRD4,134.0,0.5258563376210434,1.0
681,CCL22;CCL14,116.0,1.0,1.0
682,CCL22;CXCL10,116.0,1.0,1.0
683,CCL22;CCR3,116.0,1.0,1.0
684,CCL22;CCL17,116.0,1.0,1.0
685,CCL22;CCR7,116.0,1.0,1.0
686,CCL22;CCR1,116.0,1.0,1.0
687,CCL14;CCR1,116.0,1.0,1.0
688,CXCL10;CCL2,116.0,1.0,1.0
689,CXCL10;CCL13,116.0,1.0,1.0
690,CXCL10;CCR7,116.0,1.0,1.0
691,CXCL10;CCL21,116.0,1.0,1.0
692,CXCL10;CCR1,116.0,1.0,1.0
693,CXCL10;CXCL1,116.0,1.0,1.0
694,CXCL10;CCL8,116.0,1.0,1.0
695,CXCL10;CXCL12,116.0,1.0,1.0
696,CXCL10;CCR3,116.0,1.0,1.0
697,CXCL10;CXCL2,116.0,1.0,1.0
698,CXCL10;CXCL9,116.0,1.0,1.0
699,CXCL10;CXCL11,116.0,1.0,1.0
700,CXCL10;CCL4,116.0,1.0,1.0
701,CXCL10;CCL3,116.0,1.0,1.0
702,CCR3;CCL17,116.0,1.0,1.0
703,CCR3;CCL2,116.0,1.0,1.0
704,CCR3;CCL13,116.0,1.0,1.0
705,CCR3;CCR1,116.0,1.0,1.0
706,CCR3;CXCL11,116.0,1.0,1.0
707,CCR3;CXCL9,116.0,1.0,1.0
708,CCR3;CCL7,116.0,1.0,1.0
709,CCR3;CCL8,116.0,1.0,1.0
710,CCR3;GNAI1,116.0,1.0,1.0
711,CCR3;CCL3L3,116.0,1.0,1.0
712,CCR3;CCL4,116.0,1.0,1.0
713,CCR3;CCL3,116.0,1.0,1.0
714,CCL17;CCL21,116.0,1.0,1.0
715,CCR7;CCL2,116.0,1.0,1.0
716,CCR7;CCL3,116.0,1.0,1.0
717,CCR7;CCL4,116.0,1.0,1.0
718,CCR7;CXCL9,116.0,1.0,1.0
719,CCR7;CCL20,116.0,1.0,1.0
720,CCR7;CXCL12,116.0,1.0,1.0
721,CCR7;CCL21,116.0,1.0,1.0
722,CCR7;CCL19,116.0,1.0,1.0
723,CCR1;CCL2,116.0,1.0,1.0
724,CCR1;CCL1,116.0,1.0,1.0
725,CCR1;CCL13,116.0,1.0,1.0
726,CCR1;CCL20,116.0,1.0,1.0
727,CCR1;CCL4,116.0,1.0,1.0
728,CCR1;CCL3,116.0,1.0,1.0
729,CCR1;CCL16,116.0,1.0,1.0
730,CCR1;CXCL9,116.0,1.0,1.0
731,CCR1;CCL3L3,116.0,1.0,1.0
732,CCR1;GNAI1,116.0,1.0,1.0
733,CCR1;CCL7,116.0,1.0,1.0
734,CCR1;CXCL1,116.0,1.0,1.0
735,CCR1;CCL8,116.0,1.0,1.0
736,CCL21;CCL13,116.0,1.0,1.0
737,CCL21;CXCL12,116.0,1.0,1.0
738,CCL21;CCL19,116.0,1.0,1.0
739,CCL21;CXCL11,116.0,1.0,1.0
740,CCL21;CXCL2,116.0,1.0,1.0
741,CCL21;CXCL9,116.0,1.0,1.0
742,NPM1;ALK,136.5,0.3270613329736729,1.0
743,LRP1;HPX,126.0,0.7246504911919229,1.0
744,IFIT1;MX2,63.0,0.03951558880727231,1.0
745,CDK9;CDK7,98.0,0.5258563376210434,1.0
746,CDK9;BRD4,148.0,0.2506202597284191,1.0
747,CDK9;HEXIM1,83.0,0.23561772916611623,1.0
748,ACVRL1;ENG,128.0,0.5347631734850806,1.0
749,CXCL9;CCL2,116.0,1.0,1.0
750,CXCL9;CCL13,116.0,1.0,1.0
751,CXCL9;CXCL11,116.0,1.0,1.0
752,CXCL9;CCL19,116.0,1.0,1.0
753,CXCL9;CCL4,116.0,1.0,1.0
754,CXCL9;CXCL2,116.0,1.0,1.0
755,CXCL9;CXCL12,116.0,1.0,1.0
756,JAK2;PIK3CA,95.5,0.4214135863541253,1.0
757,JAK2;ERBB3,98.0,0.5040041271660207,1.0
758,JAK2;IGF1R,95.5,0.4214135863541253,1.0
759,JAK2;PIK3R1,76.0,0.10699703778518792,1.0
760,PIK3R2;PIK3R3,101.5,0.06601967502129268,1.0
761,PIK3R2;PIK3R1,116.0,1.0,1.0
762,PIK3R2;ERBB4,108.0,0.4802112074856302,1.0
763,PIK3R2;PIK3R5,116.0,1.0,1.0
764,PIK3R2;PIK3CB,126.0,0.37120436599384277,1.0
765,PIK3R2;PIK3CA,116.0,1.0,1.0
766,PIK3R2;PIK3CG,116.0,1.0,1.0
767,PIK3R2;ERBB3,99.0,0.3429529386129244,1.0
768,PIK3R2;IGF1R,116.0,1.0,1.0
769,PIK3R3;PIK3R5,116.0,1.0,1.0
770,PIK3R3;IGF1R,116.0,1.0,1.0
771,PIK3R3;PIK3CA,116.0,1.0,1.0
772,PIK3R3;PIK3CG,116.0,1.0,1.0
773,PIK3R3;ERBB3,95.0,0.238697336794769,1.0
774,PIK3R3;PIK3CB,126.0,0.37120436599384277,1.0
775,PIK3R3;PIK3R6,116.0,1.0,1.0
776,PIK3R3;PIK3R1,101.5,0.06601967502129268,1.0
777,PIK3R1;PIK3CA,116.0,1.0,1.0
778,PIK3R1;ERBB3,124.0,0.6077804301465527,1.0
779,PIK3R1;ICOS,116.0,1.0,1.0
780,PIK3R1;ALK,120.0,0.6458230910879958,1.0
781,PIK3R1;PIK3R5,116.0,1.0,1.0
782,PIK3R1;PIK3CG,116.0,1.0,1.0
783,PIK3R1;PIK3CB,98.0,0.09950733323534622,1.0
784,PIK3R1;IGF1R,116.0,1.0,1.0
785,ERBB4;PIK3CA,116.0,1.0,1.0
786,ERBB4;SHC2,116.5,1.0,1.0
787,ERBB4;ERBB3,130.5,0.27529428465905725,1.0
788,ERBB4;NRG1,129.0,0.49984742639722135,1.0
789,ERBB4;NRG2,130.5,0.06601967502129268,1.0
790,ERBB4;AREG,110.0,0.8017708149742726,1.0
791,ERBB4;TGFA,116.0,1.0,1.0
792,PIK3R5;PIK3CA,116.0,1.0,1.0
793,PIK3R5;PIK3R6,116.0,1.0,1.0
794,PIK3R5;PIK3CB,112.0,0.6458230910879958,1.0
795,PIK3R5;PIK3CG,116.0,1.0,1.0
796,PIK3CB;PIK3CA,126.0,0.37120436599384277,1.0
797,PIK3CB;ERBB3,116.0,1.0,1.0
798,PIK3CB;PIK3CG,126.0,0.37120436599384277,1.0
799,PIK3CB;IGF1R,126.0,0.37120436599384277,1.0
800,PIK3CA;IGF1R,116.0,1.0,1.0
801,PIK3CA;PIK3CG,116.0,1.0,1.0
802,PIK3CA;ERBB3,124.0,0.6077804301465527,1.0
803,PIK3CA;ALK,120.0,0.6458230910879958,1.0
804,PIK3CA;EML4,144.0,0.15892519954335682,1.0
805,PIK3CG;PIK3R6,116.0,1.0,1.0
806,ERBB3;SHC2,113.0,0.89809893029835,1.0
807,ERBB3;NRG2,134.0,0.23108443368124065,1.0
808,ERBB3;SHC3,145.5,0.24371218366169478,1.0
809,ERBB3;AREG,111.0,0.8417871537898194,1.0
810,ERBB3;GRB7,87.0,0.29143253646826095,1.0
811,ERBB3;NRG1,124.0,0.7132320487554513,1.0
812,ERBB3;TGFA,120.0,0.7850547444047129,1.0
813,IGF1R;INS,116.0,1.0,1.0
814,RIMS1;UNC13A,101.5,0.06601967502129268,1.0
815,RIMS2;UNC13A,116.0,1.0,1.0
816,ALDOA;TPI1,86.0,0.28250467130922535,1.0
817,ALDOA;PGAM1,92.0,0.3932793238296084,1.0
818,ALDOA;GPI,80.0,0.19431397932346697,1.0
819,ALDOA;PGAM4,87.0,0.2993923024283555,1.0
820,BPGM;PGAM1,38.0,0.0028249570944068095,0.9359479393448173
821,GPI;TPI1,83.0,0.23561772916611623,1.0
822,GPI;PGAM1,97.0,0.5023439689473844,1.0
823,GPI;PGAM4,104.5,0.676502019369752,1.0
824,TPI1;PGAM4,111.5,0.8826707373208469,1.0
825,TPI1;PGAM1,95.0,0.4569755195941153,1.0
826,TNFRSF8;CD40,124.0,0.6077804301465527,1.0
827,CXCL1;CCL2,116.0,1.0,1.0
828,CXCL1;CCL20,116.0,1.0,1.0
829,CXCL1;CXCL2,116.0,1.0,1.0
830,CCL2;CCL4L2,116.0,1.0,1.0
831,CCL2;CCL20,116.0,1.0,1.0
832,CCL2;CCL8,116.0,1.0,1.0
833,CCL4L2;CCL3L3,116.0,1.0,1.0
834,CCL4L2;CCL4,116.0,1.0,1.0
835,CCL20;CXCL11,116.0,1.0,1.0
836,CCL20;CCL19,116.0,1.0,1.0
837,CCL20;CXCL12,116.0,1.0,1.0
838,CCL20;CXCL2,116.0,1.0,1.0
839,CCL20;CCL3,116.0,1.0,1.0
840,CCL8;CCL13,116.0,1.0,1.0
841,CCL8;CXCL11,116.0,1.0,1.0
842,CCL8;CXCL2,116.0,1.0,1.0
843,CCL1;CXCL11,116.0,1.0,1.0
844,CXCL11;CCL13,116.0,1.0,1.0
845,CXCL11;CXCL12,116.0,1.0,1.0
846,CXCL11;CXCL2,116.0,1.0,1.0
847,CCL13;CXCL12,116.0,1.0,1.0
848,CXCL12;CCL19,116.0,1.0,1.0
849,CXCL12;CXCL2,116.0,1.0,1.0
850,ALB;HPX,120.0,0.6458230910879958,1.0
851,ALB;HP,116.0,1.0,1.0
852,ALB;INS,116.0,1.0,1.0
853,MAPK8;DUSP4,53.0,0.018912443580375266,1.0
854,MAPK8;MAPK9,111.0,0.870743021786665,1.0
855,AR;BRD4,138.0,0.41168334513929816,1.0
856,TNFRSF13C;CD40,116.0,1.0,1.0
857,GNGT1;GNAI1,116.0,1.0,1.0
858,GNG2;GNAI2,96.0,0.22610333442583375,1.0
859,GNG2;GNAI1,116.0,1.0,1.0
860,GNG2;DRD2,112.0,0.6458230910879958,1.0
861,CDK7;BRD4,148.0,0.2506202597284191,1.0
862,BRD4;HEXIM1,121.0,0.870743021786665,1.0
863,BRD4;BRD3,152.0,0.19431397932346697,1.0
864,BRD4;JMJD6,150.0,0.22123854059337927,1.0
865,BRD4;NUTM1,120.0,0.6458230910879958,1.0
866,BRD4;DEFB1,155.0,0.1415492328046674,1.0
867,BRD4;CHD8,175.0,0.02885757933196263,1.0
868,BRD4;BRD2,153.0,0.18175208156232822,1.0
869,BRD4;CHD4,162.0,0.09365888227368302,1.0
870,GNAI2;GNAI1,104.0,0.4753139789420675,1.0
871,GNAI2;CNR1,100.0,0.37299825838082545,1.0
872,GNAI2;DRD2,96.0,0.22610333442583375,1.0
873,GNAI1;DRD2,116.0,1.0,1.0
874,GNAI1;CNR1,120.0,0.7850547444047129,1.0
875,INS;TGFA,116.0,1.0,1.0
876,HP;HPX,120.0,0.6458230910879958,1.0
877,MAPK9;DUSP4,67.0,0.07314578680802589,1.0
878,SNCA;UCHL1,92.0,0.3375879499974582,1.0
879,FAAH;CNR1,84.0,0.13728816131213034,1.0
880,CNR1;DRD2,124.0,0.4802112074856302,1.0
881,CNR1;GPR55,120.0,0.6458230910879958,1.0
882,CNR1;ADORA2A,120.0,0.7850547444047129,1.0
883,CNR1;CNR2,116.0,1.0,1.0
884,ALK;EML4,145.0,0.05113698975005928,1.0
885,ALK;PTN,120.0,0.6458230910879958,1.0
886,ALK;MDK,125.0,0.6463660978288431,1.0
887,AREG;TGFA,97.0,0.3828211185704141,1.0
888,CCL3;CCL3L3,116.0,1.0,1.0
889,CCL3;CCL4,116.0,1.0,1.0
890,CD40;ICOS,116.0,1.0,1.0
891,CD40;ICOSLG,116.0,1.0,1.0
892,CD40;CD83,107.0,0.7130933175636482,1.0
893,MUC1;MUC4,101.0,0.5768987595189896,1.0
894,DRD2;ADORA2A,116.0,1.0,1.0
895,BRD3;BRD2,53.0,0.018912443580375266,1.0
896,ICOS;ICOSLG,116.0,1.0,1.0
