,Edge,U,pval,adj_pvals
0,KMT2A;MLLT1,401.0,0.7163249674223873,1.0
939,BRAF;PPP2R1A,465.0,0.16284821490464885,1.0
940,BRAF;IDH2,496.0,0.05796867774118328,1.0
941,BRAF;HSP90AA1,471.5,0.13343970972577698,1.0
942,BRAF;TRIM24,467.0,0.1532741733943099,1.0
943,BRAF;SND1,451.0,0.24214054835469168,1.0
944,BRAF;AKAP9,456.5,0.20824603774891326,1.0
945,BRAF;NF1,478.5,0.10667126570216558,1.0
946,BRAF;MTOR,477.0,0.11200949188814441,1.0
947,BRAF;LMNA,483.5,0.09023319552986318,1.0
948,BRAF;NRAS,472.5,0.1292984260948726,1.0
949,BRAF;HSP90AB1,473.0,0.12733683101515025,1.0
950,BRAF;PTEN,475.5,0.11751605862421934,1.0
951,BRAF;SRC,456.5,0.208195464225728,1.0
952,BRAF;EIF1AX,488.0,0.07731510039271747,1.0
953,BRAF;BRCA2,485.0,0.08573326584323021,1.0
954,BRAF;HLA-A,509.0,0.035273877181902745,1.0
955,BRAF;IDH1,490.5,0.07075633429244209,1.0
956,BRAF;RAF1,476.5,0.11377652670693117,1.0
957,BRAF;PMS1,466.5,0.1556785893477661,1.0
958,BRAF;HRAS,513.5,0.029398886964112015,1.0
959,BRAF;BRCA1,483.5,0.09025108884201996,1.0
960,BRAF;MYC,476.0,0.11568251042485185,1.0
961,BRAF;NCOA4,473.5,0.12537809904270708,1.0
962,BRAF;PIK3R1,498.0,0.05385284361472895,1.0
963,BRAF;NOTCH1,484.0,0.08874653772075665,1.0
964,BRAF;CTNNB1,456.0,0.2111196023866504,1.0
965,BRAF;AKT1,474.0,0.12332345115466241,1.0
966,BRAF;PTPN11,460.0,0.18852294268312864,1.0
967,DDX5;DDX10,361.5,0.7957615395201799,1.0
968,DDX5;CTNNB1,363.5,0.8211653836811498,1.0
969,DDX5;DGCR8,303.0,0.22905151285532477,1.0
970,DDX5;HNRNPA2B1,311.5,0.2856963408691202,1.0
971,DDX5;XPO1,321.0,0.36147894603647646,1.0
972,DDX5;DROSHA,291.0,0.16231607286592897,1.0
973,DDX5;SRSF3,328.0,0.4168957039067226,1.0
974,DDX5;CTCF,382.5,0.9484099535875818,1.0
975,DDX5;NCOA2,369.0,0.8908044409508358,1.0
976,DDX5;TCF12,378.0,1.0,1.0
977,DDX5;SF3B1,421.5,0.48731545845294477,1.0
978,DDX5;RBM10,359.0,0.7646853204644367,1.0
979,DDX5;SMAD3,388.0,0.8780884800923581,1.0
980,DDX5;EWSR1,370.0,0.9033977972773618,1.0
981,DDX5;HSP90AA1,319.5,0.3489602143626702,1.0
982,DDX5;SMAD2,314.5,0.3086971003315947,1.0
983,DDX5;POLR2A,402.0,0.7042354429551364,1.0
984,DDX5;EZH2,363.5,0.8210355498314255,1.0
985,DDX5;HSP90AB1,337.5,0.5182854786349325,1.0
986,DDX5;DDX3X,452.5,0.23193124659035358,1.0
987,DDX5;SRSF2,406.5,0.6496828970741495,1.0
988,DDX5;NONO,409.0,0.6202211766423344,1.0
989,DDX5;BRCA1,402.0,0.7042079551303254,1.0
990,DDX5;SFPQ,460.0,0.18051481630001176,1.0
991,FIP1L1;CHIC2,403.0,0.692373460900318,1.0
992,FIP1L1;NUP98,419.0,0.5130931229214091,1.0
993,FIP1L1;CLP1,429.5,0.41011923244448656,1.0
994,FIP1L1;ABL1,438.5,0.332303039036274,1.0
995,BCLAF1;CDK4,381.5,0.9613398834967612,1.0
996,BCLAF1;SF3B1,404.0,0.6804132490764421,1.0
997,BCLAF1;SFPQ,413.0,0.5774876257114974,1.0
998,BCLAF1;RBM15,349.5,0.6505294085404907,1.0
999,BCLAF1;SRSF3,393.5,0.8085604448529888,1.0
1000,BCLAF1;BRCA1,345.5,0.6052508108518303,1.0
1001,CCNE1;CCND1,376.0,0.9806801428508493,1.0
1002,CCNE1;CDKN1B,371.0,0.916446696136279,1.0
1003,CCNE1;KRAS,331.5,0.45789922887101164,1.0
1004,CCNE1;CDK4,367.0,0.8654316836778391,1.0
1005,CCNE1;MYC,327.5,0.41968293403920365,1.0
1006,CCNE1;CHEK2,374.5,0.961387714419099,1.0
1007,CCNE1;CUL3,314.5,0.30914177664416775,1.0
1008,CCNE1;BRCA1,373.0,0.9420865161938731,1.0
1009,CCNE1;CCND3,382.0,0.9549317614630406,1.0
1010,CCNE1;CDKN1A,379.5,0.987119395893285,1.0
1011,CCNE1;ARID1A,326.0,0.4058063170661331,1.0
1012,CCNE1;PIK3CA,363.0,0.815018628684053,1.0
1013,CCNE1;STAT3,329.0,0.4337539203453773,1.0
1014,CCNE1;PTEN,334.5,0.48772137838315344,1.0
1015,CCNE1;RB1,351.0,0.6688602940156192,1.0
1016,CCNE1;AKT1,324.0,0.38798387774354326,1.0
1017,CCNE1;ERBB2,306.5,0.25190928850801686,1.0
1018,CCNE1;NOTCH1,396.5,0.7715035351498547,1.0
1019,CCNE1;CTNNB1,322.0,0.37035927081052755,1.0
1020,CCNE1;DGCR8,395.0,0.790096084395683,1.0
1021,PCM1;USP9X,260.0,0.05794428122250366,1.0
1022,KLF6;CCND1,421.0,0.4927418963259781,1.0
1023,KLF6;JUN,400.5,0.7225686602149608,1.0
1024,DGCR8;CLP1,378.0,1.0,1.0
1025,DGCR8;DROSHA,408.0,0.6338805074406941,1.0
1026,DGCR8;HNRNPA2B1,369.5,0.8972549434179085,1.0
1027,CDKN1A;MAPK1,297.5,0.19659414213249227,1.0
1028,CDKN1A;CCND1,253.0,0.0443806641563703,1.0
1029,CDKN1A;CDKN1B,329.5,0.43816440581239824,1.0
1030,CDKN1A;DDB2,392.0,0.8275397103541,1.0
1031,CDKN1A;CDK4,271.0,0.0854851008589375,1.0
1032,CDKN1A;MDM2,321.5,0.3661172057124791,1.0
1033,CDKN1A;CDKN2C,361.0,0.7900248383663431,1.0
1034,CDKN1A;STAT3,263.0,0.06456284714000923,1.0
1035,CDKN1A;RB1,311.0,0.282995053304136,1.0
1036,CDKN1A;ATM,353.0,0.6923612678663995,1.0
1037,CDKN1A;NPM1,350.5,0.6627962724168253,1.0
1038,CDKN1A;PPM1D,321.0,0.3618597881236003,1.0
1039,CDKN1A;CASP3,288.5,0.15061317417850084,1.0
1040,CDKN1A;EZH2,381.0,0.9677919426077481,1.0
1041,CDKN1A;SMAD3,369.5,0.8972208158918047,1.0
1042,CDKN1A;HSP90AA1,338.0,0.5235170152845803,1.0
1043,CDKN1A;FOXO3,293.5,0.17514279789197595,1.0
1044,CDKN1A;HNRNPA2B1,365.5,0.8464739840315947,1.0
1045,CDKN1A;CASP8,320.5,0.35753335178924794,1.0
1046,CDKN1A;MDM4,298.5,0.20237300200770258,1.0
1047,CDKN1A;JUN,318.0,0.3367583770843613,1.0
1048,CDKN1A;HSP90AB1,358.0,0.7528620450891718,1.0
1049,CDKN1A;PTEN,271.0,0.08558959245349175,1.0
1050,CDKN1A;ABL1,293.0,0.17266015080787755,1.0
1051,CDKN1A;SET,374.0,0.9549624380065465,1.0
1052,CDKN1A;CCND3,377.0,0.9935567978766511,1.0
1053,CDKN1A;SRC,289.5,0.15567284325971678,1.0
1054,CDKN1A;BRCA2,327.5,0.41962473275929923,1.0
1055,CDKN1A;CHEK2,365.0,0.8400519074837729,1.0
1056,CDKN1A;AKT2,310.5,0.2795317534361357,1.0
1057,CDKN1A;NFE2L2,323.5,0.38337927967742813,1.0
1058,CDKN1A;HRAS,340.0,0.544904055721732,1.0
1059,CDKN1A;MYC,270.5,0.08411320954234926,1.0
1060,CDKN1A;BRCA1,332.5,0.4674042353191308,1.0
1061,CDKN1A;HIF1A,293.0,0.17265418013320077,1.0
1062,CDKN1A;CBFB,398.0,0.7530149918943216,1.0
1063,CDKN1A;POLR2A,391.5,0.8337569919290149,1.0
1064,CDKN1A;RHOA,334.0,0.48263244072303235,1.0
1065,CDKN1A;AKT1,257.5,0.052745237063657184,1.0
1066,CDKN1A;CTNNB1,260.5,0.058983918350035865,1.0
1067,CDKN1A;NOTCH1,401.5,0.7104873047383711,1.0
1068,NCKIPSD;SRC,409.0,0.6226810463059637,1.0
1069,NCKIPSD;RAC1,393.5,0.8087614686614543,1.0
1070,NCKIPSD;ABI1,415.0,0.5557135149494237,1.0
1071,STAG1;STAG2,326.0,0.40587814728300076,1.0
1072,STAG1;RAD21,316.0,0.3208431324953489,1.0
1073,STAG1;SMC1A,337.0,0.5133451969989344,1.0
1074,STAG1;CTCF,333.5,0.4777062130350007,1.0
1075,STAG1;NUMA1,325.0,0.3968430349942341,1.0
1076,STAG1;MYC,323.5,0.3835644896421698,1.0
1077,STAG1;BRCA1,332.0,0.4628261940439221,1.0
1078,LATS1;HSP90AB1,374.5,0.9613995104523851,1.0
1079,LATS1;WWTR1,361.0,0.7900789919613651,1.0
1080,ERCC2;NTHL1,267.0,0.0742699777828389,1.0
1081,ERCC2;MSH6,333.0,0.47257572248432833,1.0
1082,ERCC2;DDB2,267.0,0.07410863539206873,1.0
1083,ERCC2;BRIP1,263.0,0.06428407277613027,1.0
1084,ERCC2;BARD1,235.0,0.021397690850179975,0.8659993268566355
1085,ERCC2;PMS2,253.5,0.044654975883535945,1.0
1086,ERCC2;ATM,249.0,0.03796654549049449,1.0
1087,ERCC2;XPC,230.0,0.01710627815588579,0.8246466047121404
1088,ERCC2;ERCC3,228.0,0.015398317578112906,0.8020711891422929
1089,ERCC2;FANCD2,265.5,0.0701456847708181,1.0
1090,ERCC2;FANCC,244.5,0.031627584698812335,1.0
1091,ERCC2;WRN,286.0,0.13902412824052196,1.0
1092,ERCC2;FEN1,227.0,0.014828028455240927,0.8020711891422929
1093,ERCC2;ERCC4,288.0,0.14824842171977787,1.0
1094,ERCC2;FUBP1,232.0,0.018871565279993743,0.8500565465853003
1095,ERCC2;XPA,257.0,0.05129784116974752,1.0
1096,ERCC2;FANCG,236.5,0.02276979510517335,0.8961179362502668
1097,ERCC2;BRCA2,255.0,0.047737553391343286,1.0
1098,ERCC2;CHEK2,242.0,0.028690424192806298,1.0
1099,ERCC2;CDK12,233.5,0.02000541456653389,0.8500565465853003
1100,ERCC2;TCEA1,221.0,0.011562466778319031,0.7184957426106318
1101,ERCC2;POLR2A,234.0,0.020561346365387215,0.8568033979553119
1102,ERCC2;POLD1,283.0,0.12600271725108395,1.0
1103,ERCC2;MYC,245.5,0.03313577894440151,1.0
1104,ERCC2;BRCA1,256.5,0.050728689440375445,1.0
1105,ERCC2;MUTYH,233.0,0.01947848421923102,0.8500565465853003
1106,FANCF;FANCE,332.5,0.4678500693612522,1.0
1107,FANCF;BRIP1,342.5,0.5722408532187677,1.0
1108,FANCF;PALB2,323.5,0.3836372065107688,1.0
1109,FANCF;FANCD2,327.0,0.41515901384005915,1.0
1110,FANCF;FANCC,370.5,0.9100495806244652,1.0
1111,FANCF;WRN,333.0,0.4727481067929149,1.0
1112,FANCF;ERCC4,351.0,0.6689468901866991,1.0
1113,FANCF;CHEK2,335.5,0.49797652944824333,1.0
1114,FANCF;FANCG,349.0,0.6455901671893298,1.0
1115,FANCF;BLM,328.0,0.42441181216253365,1.0
1116,FANCF;BRCA1,326.5,0.4106401200014618,1.0
1117,FANCF;FANCA,320.5,0.35774726493946785,1.0
1118,FANCF;BRCA2,318.5,0.34119698935444565,1.0
1119,KAT7;KAT6A,351.5,0.674409112984298,1.0
1120,KAT7;BRD4,352.0,0.6806275301044018,1.0
1121,KAT7;TRRAP,323.5,0.38317403717451914,1.0
1122,KAT7;CHD4,327.5,0.4196700019001762,1.0
1123,KAT7;KAT6B,316.5,0.32410564960128163,1.0
1124,DDB2;CDKN1B,374.0,0.954964314127868,1.0
1125,DDB2;MSH6,403.5,0.6866858170816422,1.0
1126,DDB2;XPC,345.5,0.6054968528245421,1.0
1127,DDB2;ATM,374.0,0.9549624380065465,1.0
1128,DDB2;FEN1,377.0,0.9935624435159847,1.0
1129,DDB2;ERCC3,369.5,0.8972620490412103,1.0
1130,DDB2;ERCC4,361.5,0.796239825138798,1.0
1131,DDB2;XPA,369.0,0.8908452231622856,1.0
1132,JAK1;MAPK1,263.0,0.06430637021654675,1.0
1133,JAK1;PLCG1,294.0,0.17723631307203047,1.0
1134,JAK1;KRAS,280.5,0.11689863288703477,1.0
1135,JAK1;MDM2,257.0,0.051460432984136016,1.0
1136,JAK1;PIK3CA,310.5,0.279505002938911,1.0
1137,JAK1;CBL,252.0,0.042590970601935375,1.0
1138,JAK1;STAT3,276.5,0.10225978621581905,1.0
1139,JAK1;ERBB2,259.5,0.056558428025622665,1.0
1140,JAK1;MAP2K1,262.5,0.06318384372818105,1.0
1141,JAK1;MET,288.5,0.15004435672937125,1.0
1142,JAK1;CASP8,276.0,0.10110011893081212,1.0
1143,JAK1;MTOR,284.5,0.1330184577470881,1.0
1144,JAK1;NRAS,337.5,0.518174754384092,1.0
1145,JAK1;IL6ST,274.5,0.09615312665447008,1.0
1146,JAK1;HRAS,303.5,0.23150167790997445,1.0
1147,JAK1;PIK3R1,274.0,0.09418181391113246,1.0
1148,JAK1;MYC,275.0,0.09781130778440678,1.0
1149,JAK1;PTPN11,253.5,0.04484327872889806,1.0
1150,JAK1;MYD88,300.0,0.21078310301153236,1.0
1151,JAK1;PIK3CB,313.0,0.29655158461978093,1.0
1152,AFF1;MLLT1,272.5,0.09005872901589723,1.0
1153,AFF1;ELL,288.5,0.15057338100433582,1.0
1154,AFF1;TCF3,276.0,0.10146599913123465,1.0
1155,AFF1;BRD4,302.0,0.22305599115075136,1.0
1156,AFF1;SUB1,318.5,0.3411366063072431,1.0
1157,AFF1;AFF4,306.5,0.251645448744954,1.0
1158,AFF1;BCR,312.5,0.294296849919197,1.0
1159,AFF1;MLLT10,318.0,0.33704731763731277,1.0
1160,AFF1;CDC73,299.5,0.20801839417034307,1.0
1161,AFF1;ABL1,315.5,0.3170457696522876,1.0
1162,AFF1;CDK12,341.5,0.5612872421410517,1.0
1163,AFF1;MLLT6,324.0,0.3878651066050006,1.0
1164,RPL5;EIF3E,393.5,0.8087301819210861,1.0
1165,RPL5;FANCE,462.0,0.17788802215592436,1.0
1166,RPL5;SBDS,458.5,0.19575879320743617,1.0
1167,RPL5;MDM2,483.0,0.09164989524639358,1.0
1168,RPL5;RPN1,415.0,0.5550135445524902,1.0
1169,RPL5;NPM1,459.0,0.19376785988826373,1.0
1170,RPL5;EIF4A2,382.5,0.9483984344130646,1.0
1171,RPL5;HSP90AA1,452.5,0.2324900573065527,1.0
1172,RPL5;RPL22,434.5,0.365356024895923,1.0
1173,RPL5;CNOT3,447.0,0.26888766746579273,1.0
1174,RPL5;MDM4,447.0,0.2689542479618412,1.0
1175,RPL5;EIF1AX,478.5,0.10642782083512525,1.0
1176,RPL5;GMPS,413.0,0.5771959578607834,1.0
1177,RPL5;RPL10,406.0,0.6558066002147699,1.0
1178,CDC73;BCL9,412.5,0.5830629676260806,1.0
1179,CDC73;MLLT1,388.5,0.871685530382085,1.0
1180,CDC73;ELL,400.0,0.7284769431483066,1.0
1181,CDC73;AFF4,410.0,0.6109452499431655,1.0
1182,CDC73;PHF6,386.0,0.9036027818832291,1.0
1183,CDC73;MEN1,425.0,0.45255470191581526,1.0
1184,CDC73;PTPN11,418.5,0.5184950646069553,1.0
1185,CDC73;CTNNB1,410.0,0.6110346116131194,1.0
1186,CDC73;MYC,424.5,0.4577741557112077,1.0
1187,CDC73;TCF7L2,401.0,0.7164345072327426,1.0
1188,CDC73;TCEA1,373.0,0.9420486705878689,1.0
1189,CDC73;CDK12,438.5,0.3322356351074486,1.0
1190,CDC73;SETD2,388.5,0.8717156390485203,1.0
1191,CDC73;POLR2A,422.0,0.4822728275503825,1.0
1192,NFE2L2;CCND1,355.0,0.7160524571756872,1.0
1193,NFE2L2;CUL3,316.0,0.32008122157809826,1.0
1194,NFE2L2;STAT3,332.5,0.46751579735958126,1.0
1195,NFE2L2;CASP3,322.5,0.37460609595082706,1.0
1196,NFE2L2;HSP90AA1,384.5,0.9227844228565986,1.0
1197,NFE2L2;MTOR,351.5,0.674691068384575,1.0
1198,NFE2L2;JUN,328.5,0.4289457181207361,1.0
1199,NFE2L2;PTEN,320.5,0.3574798414577728,1.0
1200,NFE2L2;NOTCH1,449.0,0.255191584214302,1.0
1201,NFE2L2;AKT1,345.0,0.5998531515602091,1.0
1202,NFE2L2;DDIT3,430.5,0.40140742713133937,1.0
1203,NFE2L2;HIF1A,324.0,0.38770664077541295,1.0
1204,NFE2L2;MYC,347.5,0.6281891795007402,1.0
1205,NFE2L2;IDH1,363.0,0.8148441886787341,1.0
1206,NFE2L2;BRCA1,434.0,0.3697193828946046,1.0
1207,COX6C;FH,275.5,0.09942123361772028,1.0
1208,COX6C;CCNB1IP1,266.0,0.071319454113775,1.0
1209,COX6C;RAD51B,279.5,0.11321364606475802,1.0
1210,COX6C;LPP,278.0,0.10797779032644171,1.0
1211,TRRAP;MLLT1,429.5,0.41035379844831443,1.0
1212,TRRAP;BRD4,428.5,0.4195600445960471,1.0
1213,TRRAP;KAT6A,423.0,0.4723723410192865,1.0
1214,TRRAP;NCOR1,405.0,0.6688213035968267,1.0
1215,TRRAP;ATM,414.0,0.5664627648628607,1.0
1216,TRRAP;KAT6B,424.5,0.4575989100682021,1.0
1217,TRRAP;KMT2D,423.5,0.4674352317068149,1.0
1218,TRRAP;MED12,423.0,0.47266809195619264,1.0
1219,TRRAP;TFPT,412.0,0.5886514984182346,1.0
1220,TRRAP;MYC,434.0,0.3703526149896921,1.0
1221,TRRAP;CHD4,422.0,0.4824252964018765,1.0
1222,TRRAP;CTNNB1,418.0,0.5237712695747683,1.0
1223,TRRAP;MTOR,441.5,0.30922254066050026,1.0
1224,TRRAP;NCOR2,396.5,0.7712127815634348,1.0
1225,AKT1;MAPK1,386.0,0.9035867517974542,1.0
1226,AKT1;MYH9,343.5,0.5828478634515901,1.0
1227,AKT1;CCND1,321.0,0.36157923114887347,1.0
1228,AKT1;CDKN1B,336.5,0.5077098697110589,1.0
1229,AKT1;PLCG1,271.0,0.0850453499003771,1.0
1230,AKT1;KRAS,279.0,0.11188984730837741,1.0
1231,AKT1;VHL,380.0,0.9806793364405346,1.0
1232,AKT1;CDK4,297.5,0.19669997104263914,1.0
1233,AKT1;MDM2,350.0,0.6570328928658757,1.0
1234,AKT1;SMAD2,318.5,0.34001328886583826,1.0
1235,AKT1;AXIN1,310.0,0.27496887086588084,1.0
1236,AKT1;PIK3CA,388.0,0.8781540902907187,1.0
1237,AKT1;CBL,291.5,0.16486346093269966,1.0
1238,AKT1;STAT3,307.0,0.2549006462226353,1.0
1239,AKT1;KAT6A,385.0,0.9163236962050475,1.0
1240,AKT1;PML,420.0,0.5025599359445652,1.0
1241,AKT1;NCOR1,370.5,0.909946014627143,1.0
1242,AKT1;ATM,359.0,0.765134109147636,1.0
1243,AKT1;BAX,329.0,0.43383702656797274,1.0
1244,AKT1;NPM1,415.5,0.5503957721693096,1.0
1245,AKT1;TSC1,352.0,0.680711444458208,1.0
1246,AKT1;CASP3,411.0,0.5997059135741398,1.0
1247,AKT1;EZH2,407.0,0.6451211134150255,1.0
1248,AKT1;CALR,367.0,0.8654075803855062,1.0
1249,AKT1;PPP2R1A,390.5,0.8463220278363989,1.0
1250,AKT1;CREB3L2,387.0,0.89086182504232,1.0
1251,AKT1;SMAD3,381.0,0.9677402612242978,1.0
1252,AKT1;HSP90AA1,406.5,0.6511342114194676,1.0
1253,AKT1;MEN1,463.5,0.16920567577023127,1.0
1254,AKT1;FOXO3,308.5,0.265388806705943,1.0
1255,AKT1;RAC1,360.0,0.7774222149574911,1.0
1256,AKT1;NF1,412.5,0.5827007724208363,1.0
1257,AKT1;CASP8,329.5,0.43838119029334643,1.0
1258,AKT1;ARNT,384.0,0.9292249710669834,1.0
1259,AKT1;MTOR,348.5,0.639739561034525,1.0
1260,AKT1;SDHC,334.0,0.48202860038244566,1.0
1261,AKT1;LMNA,376.5,0.9871219042440923,1.0
1262,AKT1;MTCP1,294.5,0.18037827630437664,1.0
1263,AKT1;NRAS,443.0,0.2977980786230109,1.0
1264,AKT1;FLNA,363.5,0.8206245941293884,1.0
1265,AKT1;NFKB2,309.5,0.27229770641227913,1.0
1266,AKT1;JUN,325.5,0.40119785854235934,1.0
1267,AKT1;HSP90AB1,416.0,0.5445903395214904,1.0
1268,AKT1;PTEN,276.0,0.10127119516189861,1.0
1269,AKT1;CCND3,379.5,0.9871143747914168,1.0
1270,AKT1;SRC,405.0,0.668881949419042,1.0
1271,AKT1;BRCA2,384.0,0.9292436380470112,1.0
1272,AKT1;ARHGAP5,369.0,0.8907590737280198,1.0
1273,AKT1;FANCA,349.0,0.6448258545905191,1.0
1274,AKT1;AKT2,309.5,0.27227101789961006,1.0
1275,AKT1;USP8,336.0,0.50143679692252,1.0
1276,AKT1;NCOR2,416.5,0.5392895649725313,1.0
1277,AKT1;XPO1,335.5,0.4973001502666071,1.0
1278,AKT1;CREB1,387.5,0.8842455972739212,1.0
1279,AKT1;IDH1,466.5,0.15554066154420826,1.0
1280,AKT1;EWSR1,424.0,0.462595920481917,1.0
1281,AKT1;RHOA,451.0,0.2413542458021677,1.0
1282,AKT1;RAF1,466.5,0.15528767637715757,1.0
1283,AKT1;HRAS,414.5,0.5612001193050478,1.0
1284,AKT1;MAP2K4,335.5,0.4976536411568392,1.0
1285,AKT1;BRCA1,379.0,0.9935580537467568,1.0
1286,AKT1;PIK3R1,373.5,0.9484975343591854,1.0
1287,AKT1;IKBKB,437.0,0.3439193104068061,1.0
1288,AKT1;HIF1A,249.5,0.03876426301300122,1.0
1289,AKT1;PTPN11,402.5,0.6982603261016618,1.0
1290,AKT1;MYD88,441.0,0.3122014663557259,1.0
1291,AKT1;NOTCH1,400.5,0.722535371949936,1.0
1292,AKT1;CTNNB1,308.0,0.2618746832275334,1.0
1293,AKT1;MYC,274.5,0.09603728328362182,1.0
1294,AKT1;BCL10,374.5,0.9613511854660753,1.0
1295,AKT1;ARHGAP35,330.0,0.4424096133102897,1.0
1296,AKT1;PIK3CB,273.5,0.09287601365193773,1.0
1297,SUB1;TOP1,346.5,0.6159633706543888,1.0
1298,ACVR1B;SMAD2,485.5,0.08426850616711265,1.0
1299,ACVR1B;SMAD3,498.5,0.052837476501294625,1.0
1300,TCF3;MYC,444.5,0.2857838223956911,1.0
1301,TCF3;ID3,447.5,0.26473650417076067,1.0
1302,TCF3;TFPT,405.0,0.6686565256488883,1.0
1303,TCF3;CBFB,427.0,0.4334403511285855,1.0
1304,TCF3;TCF12,475.0,0.11892557435785096,1.0
1305,TCF3;ZNF384,313.0,0.29736755497683387,1.0
1306,TCF3;ABL1,312.0,0.2900683979403448,1.0
1307,TCF3;CTNNB1,468.0,0.14803361910526952,1.0
1308,KDM5A;RB1,319.5,0.34924856424310735,1.0
1309,KDM5A;NUP98,323.5,0.38360415647708235,1.0
1310,KDM5A;EZH2,340.5,0.550284845481116,1.0
1311,KDM5A;NSD1,357.0,0.7406854625052863,1.0
1312,KDM5A;MYC,344.5,0.5943712293246495,1.0
1313,KDM5A;SETD1B,321.0,0.3615056931724806,1.0
1314,KDM5A;SETD2,342.0,0.5666355656169714,1.0
1315,SETD1B;KMT2C,414.5,0.5612763546086097,1.0
1316,SETD1B;KMT2D,421.5,0.4877697827895012,1.0
1317,SETD1B;MEN1,433.0,0.3792290625313979,1.0
1318,SETD1B;RBM15,413.5,0.5722835709302689,1.0
1319,SETD1B;SETD2,414.0,0.5667434617701742,1.0
1320,SETD1B;POLR2A,420.0,0.5030890211187846,1.0
1321,SRC;GNA11,413.5,0.572256873853006,1.0
1322,SRC;MAPK1,357.5,0.7469131421568262,1.0
1323,SRC;MYH9,349.5,0.6514693643234593,1.0
1324,SRC;CCND1,363.0,0.815006004667457,1.0
1325,SRC;CDKN1B,366.0,0.8527517126443238,1.0
1326,SRC;PLCG1,355.5,0.7225871485230912,1.0
1327,SRC;KRAS,336.0,0.502988089012604,1.0
1328,SRC;MDM2,346.5,0.6169460903635589,1.0
1329,SRC;ITGAV,349.0,0.6456635759852372,1.0
1330,SRC;SMAD2,390.5,0.8464550141535875,1.0
1331,SRC;MAP2K2,398.5,0.7468825583241263,1.0
1332,SRC;STRN,342.5,0.5722889097488618,1.0
1333,SRC;PIK3CA,395.5,0.7838440377715101,1.0
1334,SRC;CBL,399.5,0.7347030162149606,1.0
1335,SRC;STAT3,376.5,0.9871260219267313,1.0
1336,SRC;ERBB2,376.0,0.9806860534427758,1.0
1337,SRC;ARAF,375.0,0.9678156775160074,1.0
1338,SRC;NPM1,402.0,0.7045842648716221,1.0
1339,SRC;MAP2K1,412.5,0.5831625377768264,1.0
1340,SRC;CASP3,374.5,0.9613893236059085,1.0
1341,SRC;MET,367.0,0.8654705924263913,1.0
1342,SRC;PPP2R1A,396.0,0.7776783827089101,1.0
1343,SRC;HSP90AA1,403.5,0.6866321989036557,1.0
1344,SRC;RAC1,363.5,0.821270513226902,1.0
1345,SRC;AKAP9,378.5,1.0,1.0
1346,SRC;CASP8,335.5,0.4980004226036979,1.0
1347,SRC;MTOR,370.5,0.910075727479658,1.0
1348,SRC;LMNA,385.0,0.9164767831826127,1.0
1349,SRC;NRAS,414.5,0.5611074947139952,1.0
1350,SRC;FLNA,371.0,0.916466372114275,1.0
1351,SRC;JUN,332.5,0.4678129586653096,1.0
1352,SRC;HSP90AB1,413.5,0.5722301718007872,1.0
1353,SRC;PTEN,366.0,0.8527901629510488,1.0
1354,SRC;ABL1,331.0,0.4530892214735347,1.0
1355,SRC;CCND3,355.5,0.7226352008438575,1.0
1356,SRC;IKBKB,359.0,0.765241944130783,1.0
1357,SRC;BRCA1,405.0,0.6689036005811083,1.0
1358,SRC;RAF1,390.5,0.8464592302896814,1.0
1359,SRC;MYC,361.0,0.790064745076761,1.0
1360,SRC;NCOA1,379.5,0.9871235159817067,1.0
1361,SRC;HRAS,410.0,0.6111387893588853,1.0
1362,SRC;CREB1,351.0,0.6689295763789433,1.0
1363,SRC;HIF1A,318.5,0.3410829192094845,1.0
1364,SRC;ARHGAP35,353.5,0.6986074606762607,1.0
1365,SRC;PIK3CB,369.0,0.8908859597147056,1.0
1366,SRC;PTPN11,396.5,0.7714695680350366,1.0
1367,SRC;DNM2,344.0,0.5888588106777084,1.0
1368,SRC;CTNND1,363.0,0.815013579387507,1.0
1369,SRC;AKT2,333.5,0.47773681375139476,1.0
1370,SRC;RHOA,384.0,0.9292819082507832,1.0
1371,SRC;NOTCH1,405.5,0.6630866689137527,1.0
1372,SRC;PIK3R1,399.5,0.7345573738539487,1.0
1373,SRC;CTNNB1,363.0,0.8149984290169606,1.0
1374,SRC;MYD88,388.5,0.8718270336990769,1.0
1375,SRC;ARHGAP5,359.5,0.7714695680350366,1.0
1376,SRC;ABI1,356.0,0.7286546409541252,1.0
1377,PPFIBP1;ATIC,413.0,0.577704660397764,1.0
1378,PPFIBP1;TFG,428.5,0.4193723293257219,1.0
1379,PPFIBP1;STRN,417.5,0.5286896863538766,1.0
1380,PPFIBP1;RANBP2,410.0,0.6112973760779207,1.0
1381,PPFIBP1;KIF5B,418.5,0.5183437241720551,1.0
1382,PPFIBP1;CLTC,423.5,0.46770158064697187,1.0
1383,PPFIBP1;TPM4,436.0,0.3531106175216102,1.0
1384,PPFIBP1;ERC1,425.0,0.452844162558956,1.0
1385,PPFIBP1;TPM3,392.0,0.8274357684238964,1.0
1386,FLNA;MAPK1,362.5,0.8084531472700498,1.0
1387,FLNA;MYH9,357.0,0.7406437117530272,1.0
1388,FLNA;VHL,392.0,0.8271655877040669,1.0
1389,FLNA;CDK4,339.0,0.5336967303005522,1.0
1390,FLNA;ITGAV,370.0,0.903598775111385,1.0
1391,FLNA;SMAD3,412.5,0.5823007431417766,1.0
