,Edge,U,pval,adj_pvals
536,CALML5;CAV1,480.0,0.34163104673950406,1.0
537,CALML5;NRAS,450.0,0.34163104673950406,1.0
538,CALML5;HRAS,450.0,0.34163104673950406,1.0
539,ITGB2;ITGA2B,495.0,0.6330527164194,1.0
540,ITGB2;THY1,572.0,0.03192115139689039,0.7933250298504871
541,ITGB2;ITGA3,567.0,0.14293677501701443,1.0
542,ITGB2;ITGAM,568.0,0.027394016516838395,0.7591716384490491
543,TRAF6;NFKB1,405.0,0.04546464041501961,0.7933250298504871
544,TRAF6;IL1A,480.0,0.34163104673950406,1.0
545,TRAF6;IL1RAP,438.0,0.6564776471145903,1.0
546,TRAF6;IRAK1,464.0,0.9933041481892658,1.0
547,TRAF6;IL1R1,345.0,0.003296786508875559,0.7546419893963852
548,TRAF6;MYD88,389.0,0.1282811806357771,1.0
549,TRAF6;AKT1,465.0,1.0,1.0
550,FASLG;TNFRSF6B,449.5,0.32524398000988797,1.0
551,NFKB1;CCL2,435.0,0.1677767345499046,1.0
552,NFKB1;IL18,405.0,0.04546464041501961,0.7933250298504871
553,NFKB1;CXCL2,435.0,0.1677767345499046,1.0
554,NFKB1;PPARG,526.0,0.29563901607115517,1.0
555,NFKB1;NLRP3,480.0,0.34163104673950406,1.0
556,NFKB1;JUN,524.0,0.10245076060223733,1.0
557,NFKB1;NLRP12,480.0,0.34163104673950406,1.0
558,NFKB1;CXCL1,435.0,0.1677767345499046,1.0
559,NFKB1;MYD88,346.0,0.013779338805921458,0.7546419893963852
560,BDNF;NTRK2,465.0,1.0,1.0
561,BDNF;NTF3,465.0,1.0,1.0
562,BDNF;GDNF,465.0,1.0,1.0
563,BDNF;NTF4,465.0,1.0,1.0
564,BDNF;NTRK1,465.0,1.0,1.0
565,NTF3;NTRK2,465.0,1.0,1.0
566,NTF3;NTRK1,465.0,1.0,1.0
567,NGF;NTRK2,465.0,1.0,1.0
568,NGF;NTRK1,465.0,1.0,1.0
569,NTRK1;HGF,465.0,1.0,1.0
570,NTRK1;TFG,481.0,0.7947440356336533,1.0
571,NTRK1;KIDINS220,381.0,0.09255497490627052,1.0
572,NTRK1;PIK3CA,465.0,1.0,1.0
573,NTRK1;SHC2,465.0,1.0,1.0
574,NTRK1;NTRK2,465.0,1.0,1.0
575,NTRK1;IRS1,465.0,1.0,1.0
576,NTRK1;ANGPT2,465.0,1.0,1.0
577,NTRK1;SH2B1,465.0,1.0,1.0
578,NTRK1;ABL1,386.0,0.11379833900605561,1.0
579,NTRK1;SHC3,465.0,1.0,1.0
580,NTRK1;INS,465.0,1.0,1.0
581,NTRK1;SHC1,480.0,0.34163104673950406,1.0
582,NTRK1;GDNF,465.0,1.0,1.0
583,NTRK1;PIK3R1,465.0,1.0,1.0
584,NTRK1;ANGPT1,465.0,1.0,1.0
585,NTRK1;KITLG,465.0,1.0,1.0
586,NTRK1;FRS2,465.0,1.0,1.0
587,NTRK1;NTF4,465.0,1.0,1.0
588,NTRK1;TPM3,367.0,0.12526082724350127,1.0
589,NTRK2;SHC2,465.0,1.0,1.0
590,NTRK2;SH2B1,465.0,1.0,1.0
591,NTRK2;IRS1,465.0,1.0,1.0
592,NTRK2;GDNF,465.0,1.0,1.0
593,NTRK2;NTF4,465.0,1.0,1.0
594,NTRK2;SHC3,465.0,1.0,1.0
595,NTRK2;SHC1,450.0,0.34163104673950406,1.0
596,NTRK2;FRS2,465.0,1.0,1.0
597,RUNX1;CBFA2T3,465.0,1.0,1.0
598,RUNX1;TAL1,465.0,1.0,1.0
599,RUNX1;IL3,465.0,1.0,1.0
600,ITGA3;THBS1,611.0,0.035815256742690656,0.7933250298504871
601,ITGA3;RELN,384.0,0.19726462905540998,1.0
602,APOB;CD36,465.0,1.0,1.0
603,JUN;CCL2,509.5,0.18212933708819645,1.0
604,JUN;EGR1,357.0,0.12094450525634767,1.0
605,JUN;FOSB,430.0,0.6186916640289162,1.0
606,JUN;IL18,554.0,0.02953290859752157,0.7901693766981327
607,JUN;FOS,472.0,0.9252913924296976,1.0
608,JUN;AKT2,538.0,0.16641813063063216,1.0
609,JUN;CXCL1,509.5,0.18212933708819645,1.0
610,JUN;AKT1,509.5,0.18212933708819645,1.0
611,JUN;GDNF,509.5,0.18212933708819645,1.0
612,JUN;NCOA1,492.5,0.6968618459242235,1.0
613,JUN;PPARA,456.0,0.8936781810769981,1.0
614,JUN;CXCL2,509.5,0.18212933708819645,1.0
615,JUN;HIF1A,557.0,0.1868345442281819,1.0
616,FOS;EGR1,391.5,0.2860296730771873,1.0
617,FOS;EGR2,500.0,0.6025262597739292,1.0
618,FOS;FOSB,293.0,0.011534808030516862,0.7546419893963852
619,FLNC;SGCD,435.0,0.1677767345499046,1.0
620,PPARG;FABP4,509.0,0.4173182081988367,1.0
621,PPARG;NCOA2,459.0,0.9367553956096173,1.0
622,PPARG;NCOR2,387.0,0.26352722564327924,1.0
623,PPARG;RXRA,404.5,0.3866606477202631,1.0
624,PPARG;NCOA1,383.0,0.2396743470484265,1.0
625,ACKR2;CCL17,465.0,1.0,1.0
626,ACKR2;CCL2,465.0,1.0,1.0
627,ACKR2;CCL21,465.0,1.0,1.0
628,ACKR2;CCL27,465.0,1.0,1.0
629,ACKR2;CCL25,465.0,1.0,1.0
630,AKT1;PIK3R2,390.0,0.02387781180476384,0.7546419893963852
631,AKT1;PIK3R3,450.0,0.34163104673950406,1.0
632,AKT1;PIK3CA,465.0,1.0,1.0
633,AKT1;IRS1,465.0,1.0,1.0
634,AKT1;NOS2,480.0,0.34163104673950406,1.0
635,AKT1;PDPK1,378.0,0.033410352843110586,0.7933250298504871
636,AKT1;PIK3CD,495.0,0.3213144887491235,1.0
637,AKT1;AKT2,379.0,0.03550720930061097,0.7933250298504871
638,AKT1;INS,465.0,1.0,1.0
639,AKT1;PIK3CG,480.0,0.34163104673950406,1.0
640,AKT1;PIK3R1,450.0,0.34163104673950406,1.0
641,AKT1;AKT3,375.0,0.02774381402969947,0.7591716384490491
642,AKT1;PIK3CB,540.0,0.02387781180476384,0.7546419893963852
643,NRAS;PIK3CA,450.0,0.34163104673950406,1.0
644,NRAS;PIK3R1,465.0,1.0,1.0
645,NRAS;IGF1R,465.0,1.0,1.0
646,NRAS;ALK,540.5,0.07946165802028028,0.9664531853301599
647,NRAS;PIK3CG,495.0,0.1677767345499046,1.0
648,NRAS;PIK3CD,510.0,0.08669181396649275,0.9664531853301599
649,KRAS;PIK3R3,465.0,1.0,1.0
650,KRAS;PIK3CG,495.0,0.1677767345499046,1.0
651,KRAS;PIK3CD,480.0,0.5767042354125815,1.0
652,KRAS;HRAS,465.0,1.0,1.0
653,KRAS;PIK3R1,465.0,1.0,1.0
654,KRAS;PIK3CA,450.0,0.34163104673950406,1.0
655,KRAS;IGF1R,465.0,1.0,1.0
656,KRAS;ALK,526.0,0.1368161926814391,1.0
657,KRAS;PIK3CB,525.0,0.04546464041501961,0.7933250298504871
658,SHC1;ERBB3,501.0,0.3826746855053821,1.0
659,SHC1;IRS1,450.0,0.34163104673950406,1.0
660,SHC1;ABL1,403.0,0.2877286364319467,1.0
661,SHC1;JAK2,465.0,1.0,1.0
662,SHC1;ALK,554.0,0.08307597334257197,0.9664531853301599
663,SHC1;IGF1R,450.0,0.34163104673950406,1.0
664,SHC1;PIK3R1,450.5,0.5899166671529793,1.0
665,HRAS;PIK3CA,450.0,0.34163104673950406,1.0
666,HRAS;CAV1,480.0,0.34163104673950406,1.0
667,HRAS;PIK3CD,480.0,0.5767042354125815,1.0
668,HRAS;ALK,540.5,0.07946165802028028,0.9664531853301599
669,HRAS;PIK3CB,525.0,0.04546464041501961,0.7933250298504871
670,HRAS;PIK3CG,495.0,0.1677767345499046,1.0
671,HRAS;PIK3R1,465.0,1.0,1.0
672,HIF1A;EPAS1,362.0,0.10993649697060136,1.0
673,HIF1A;ARNT2,391.0,0.22337641825292998,1.0
674,HIF1A;ARNT,417.0,0.4467665986110052,1.0
675,HIF1A;HIF3A,407.0,0.33449873975126376,1.0
676,GP5;CD36,465.0,1.0,1.0
677,GP2;CD163,465.0,1.0,1.0
678,GP2;CD36,465.0,1.0,1.0
679,MYD88;IL1A,450.0,0.7345558490254838,1.0
680,MYD88;IL18,406.0,0.22402527133379713,1.0
681,MYD88;IL1RAP,444.5,0.7551178374231559,1.0
682,MYD88;TLR1,406.0,0.22402527133379713,1.0
683,MYD88;IRAK1,516.5,0.3981864585753345,1.0
684,MYD88;IL1R1,420.0,0.43413400429145776,1.0
685,MYD88;TLR6,456.5,0.8786382212133785,1.0
686,IRAK1;IL1A,500.0,0.5289216169390596,1.0
687,IRAK1;IL1RAP,485.0,0.765896234941529,1.0
688,IRAK1;IL1R1,442.0,0.7157497381479061,1.0
689,CD163;CD36,465.0,1.0,1.0
690,TXNRD2;THRB,497.0,0.649435228636263,1.0
691,NCOR2;THRB,545.0,0.25140347106771244,1.0
692,NCOR2;PPARA,308.0,0.023963911010459336,0.7546419893963852
693,NCOR2;RXRA,409.0,0.4233059551302347,1.0
694,MMP9;TIMP1,525.0,0.1830612519863104,1.0
695,MMP9;THBS1,470.5,0.9378482836073403,1.0
696,MMP9;TIMP2,497.0,0.5970117960750758,1.0
697,MMP9;MMP3,464.0,0.9888634840504033,1.0
698,MMP9;MMP1,501.5,0.39988157674427904,1.0
699,MMP9;THBS2,479.0,0.7249250793132964,1.0
700,RRAS;PIK3CA,372.0,0.02292616447885606,0.7546419893963852
701,RRAS;PIK3CG,388.5,0.04759374744977047,0.818612456136052
702,RRAS;PIK3CD,432.0,0.424171057092822,1.0
703,SNTA1;SGCD,465.0,1.0,1.0
704,SNTA1;SSPN,465.0,1.0,1.0
705,SNTA1;DAG1,465.0,1.0,1.0
706,SNTA1;DMD,465.0,1.0,1.0
707,SNTA1;SGCA,465.0,1.0,1.0
708,SNTA1;CAV3,465.0,1.0,1.0
709,SGCD;SGCG,465.0,1.0,1.0
710,SGCD;SSPN,465.0,1.0,1.0
711,SGCD;SGCA,465.0,1.0,1.0
712,SGCD;CAV3,465.0,1.0,1.0
713,SGCD;SGCE,450.5,0.5899166671529793,1.0
714,SGCD;DAG1,465.0,1.0,1.0
715,SGCD;DMD,465.0,1.0,1.0
716,SGCD;SGCB,465.0,1.0,1.0
717,SSPN;SGCG,465.0,1.0,1.0
718,SSPN;DMD,465.0,1.0,1.0
719,SSPN;DAG1,465.0,1.0,1.0
720,SSPN;SGCE,451.5,0.6167512987554857,1.0
721,SSPN;SGCA,465.0,1.0,1.0
722,DAG1;SGCG,465.0,1.0,1.0
723,DAG1;SGCA,465.0,1.0,1.0
724,DAG1;CAV3,465.0,1.0,1.0
725,DAG1;DMD,465.0,1.0,1.0
726,DAG1;SGCB,465.0,1.0,1.0
727,DAG1;SGCE,449.5,0.5636330015561379,1.0
728,DMD;SGCG,465.0,1.0,1.0
729,DMD;SGCA,465.0,1.0,1.0
730,DMD;CAV3,465.0,1.0,1.0
731,DMD;SGCE,450.5,0.5899166671529793,1.0
732,DMD;SGCB,465.0,1.0,1.0
733,SGCA;SGCG,465.0,1.0,1.0
734,SGCA;SGCB,465.0,1.0,1.0
735,CAV3;CAV1,482.0,0.6996151609429103,1.0
736,CAV3;SGCB,465.0,1.0,1.0
737,TIMP1;MMP3,522.0,0.2685321050326305,1.0
738,TIMP1;MMP14,434.5,0.6648195212413961,1.0
739,TIMP1;MMP2,520.0,0.4266996399966123,1.0
740,TIMP1;MMP1,547.0,0.1286078608055291,1.0
741,MMP3;TIMP2,487.0,0.7217144578047484,1.0
742,MMP3;MMP1,522.0,0.1647146023572923,1.0
743,MMP14;MMP2,334.5,0.056225491415087064,0.8357468106637633
744,MMP14;TIMP2,438.0,0.7021109149675444,1.0
745,MMP2;TIMP2,554.0,0.19952314487143585,1.0
746,MMP2;THBS1,478.0,0.8558353291011016,1.0
747,MMP1;BSG,486.0,0.7674271711373812,1.0
748,SGCG;SGCB,465.0,1.0,1.0
749,SGCB;SGCE,450.5,0.5899166671529793,1.0
750,THBS1;CD47,443.0,0.7410819876284227,1.0
751,THBS1;CD36,422.0,0.47564228270620446,1.0
752,CXCL10;CCL2,465.0,1.0,1.0
753,CXCL10;CCL13,465.0,1.0,1.0
754,CXCL10;CXCL6,465.0,1.0,1.0
755,CXCL10;CCR7,465.0,1.0,1.0
756,CXCL10;CCL21,465.0,1.0,1.0
757,CXCL10;IL1A,465.0,1.0,1.0
758,CXCL10;CXCL13,465.0,1.0,1.0
759,CXCL10;CXCR5,465.0,1.0,1.0
760,CXCL10;PPBP,465.0,1.0,1.0
761,CXCL10;PF4,465.0,1.0,1.0
762,CXCL10;CCR1,465.0,1.0,1.0
763,CXCL10;CCL26,465.0,1.0,1.0
764,CXCL10;CXCL1,465.0,1.0,1.0
765,CXCL10;CCL8,465.0,1.0,1.0
766,CXCL10;CXCL12,465.0,1.0,1.0
767,CXCL10;CCL28,465.0,1.0,1.0
768,CXCL10;CXCL17,465.0,1.0,1.0
769,CXCL10;CXCR6,465.0,1.0,1.0
770,CXCL10;CCR3,465.0,1.0,1.0
771,CXCL10;CXCL14,465.0,1.0,1.0
772,CXCL10;CXCL2,465.0,1.0,1.0
773,CXCL10;CXCL9,465.0,1.0,1.0
774,CXCL10;XCL1,465.0,1.0,1.0
775,CXCL10;CXCL11,465.0,1.0,1.0
776,CXCL10;CCL4,465.0,1.0,1.0
777,CCR3;CCL17,465.0,1.0,1.0
778,CCR3;CCL2,465.0,1.0,1.0
779,CCR3;CCL13,465.0,1.0,1.0
780,CCR3;CCR1,465.0,1.0,1.0
781,CCR3;CXCL11,465.0,1.0,1.0
782,CCR3;CXCL9,465.0,1.0,1.0
783,CCR3;CCL8,465.0,1.0,1.0
784,CCR3;CCL26,465.0,1.0,1.0
785,CCR3;CCL24,465.0,1.0,1.0
786,CCR3;CCL4,465.0,1.0,1.0
787,CCR4;CCL17,465.0,1.0,1.0
788,CCL17;CCL28,465.0,1.0,1.0
789,CCL17;CCL25,465.0,1.0,1.0
790,CCL17;PF4,465.0,1.0,1.0
791,CCL17;CCL26,465.0,1.0,1.0
792,CCL17;CCL21,465.0,1.0,1.0
793,CCL17;CXCL17,465.0,1.0,1.0
794,CCL17;CXCL14,465.0,1.0,1.0
795,CCL17;CCR6,465.0,1.0,1.0
796,CCR7;CCL2,465.0,1.0,1.0
797,CCR7;CXCR5,465.0,1.0,1.0
798,CCR7;CCL4,465.0,1.0,1.0
799,CCR7;XCL1,465.0,1.0,1.0
800,CCR7;CXCL9,465.0,1.0,1.0
801,CCR7;CCL20,465.0,1.0,1.0
802,CCR7;CCL27,465.0,1.0,1.0
803,CCR7;CCL25,465.0,1.0,1.0
804,CCR7;CXCL12,465.0,1.0,1.0
805,CCR7;CCL21,465.0,1.0,1.0
806,CCR7;CXCL13,465.0,1.0,1.0
807,CCR1;CCL2,465.0,1.0,1.0
808,CCR1;CCL13,465.0,1.0,1.0
809,CCR1;CCL20,465.0,1.0,1.0
810,CCR1;CCL4,465.0,1.0,1.0
811,CCR1;CCL16,465.0,1.0,1.0
812,CCR1;CXCL9,465.0,1.0,1.0
813,CCR1;CCL26,465.0,1.0,1.0
814,CCR1;CXCL1,465.0,1.0,1.0
815,CCR1;CCL8,465.0,1.0,1.0
816,CCL28;CCL13,465.0,1.0,1.0
817,CCL28;CCL21,465.0,1.0,1.0
818,CCL28;CXCL13,465.0,1.0,1.0
819,CCL28;PPBP,465.0,1.0,1.0
820,CCL28;PF4,465.0,1.0,1.0
821,CCL28;CXCL14,465.0,1.0,1.0
822,CCL28;CXCL12,465.0,1.0,1.0
823,CCL28;CXCL17,465.0,1.0,1.0
824,CCL28;CCL26,465.0,1.0,1.0
825,CCL28;XCL1,465.0,1.0,1.0
826,CCL28;CXCL9,465.0,1.0,1.0
827,CCL28;CXCL2,465.0,1.0,1.0
828,CCL28;XCL2,465.0,1.0,1.0
829,CCL25;PF4,465.0,1.0,1.0
830,CCL25;CXCL11,465.0,1.0,1.0
831,CCL25;CXCL12,465.0,1.0,1.0
832,CCL25;CXCL17,465.0,1.0,1.0
833,PF4;CCL2,465.0,1.0,1.0
834,PF4;CCL13,465.0,1.0,1.0
835,PF4;CXCL6,465.0,1.0,1.0
836,PF4;CCL21,465.0,1.0,1.0
837,PF4;CXCL12,465.0,1.0,1.0
838,PF4;CCL26,465.0,1.0,1.0
839,PF4;CXCL17,465.0,1.0,1.0
840,PF4;XCL1,465.0,1.0,1.0
841,PF4;CXCL11,465.0,1.0,1.0
842,PF4;CCL20,465.0,1.0,1.0
843,PF4;CXCL14,465.0,1.0,1.0
844,PF4;XCL2,465.0,1.0,1.0
845,PF4;CXCL9,465.0,1.0,1.0
846,PF4;CXCL2,465.0,1.0,1.0
847,CCL26;CCL2,465.0,1.0,1.0
848,CCL26;CCL13,465.0,1.0,1.0
849,CCL26;CCL21,465.0,1.0,1.0
850,CCL26;PPBP,465.0,1.0,1.0
851,CCL26;CXCL11,465.0,1.0,1.0
852,CCL26;CXCL14,465.0,1.0,1.0
853,CCL26;CXCL9,465.0,1.0,1.0
854,CCL26;XCL1,465.0,1.0,1.0
855,CCL26;XCL2,465.0,1.0,1.0
856,CCL26;CCL8,465.0,1.0,1.0
857,CCL26;CXCL12,465.0,1.0,1.0
858,CCL26;CXCL17,465.0,1.0,1.0
859,CCL21;CCL13,465.0,1.0,1.0
860,CCL21;CXCL12,465.0,1.0,1.0
861,CCL21;CXCL13,465.0,1.0,1.0
862,CCL21;CXCL17,465.0,1.0,1.0
863,CCL21;XCL1,465.0,1.0,1.0
864,CCL21;CXCL11,465.0,1.0,1.0
865,CCL21;CCL24,465.0,1.0,1.0
866,CCL21;CXCR5,465.0,1.0,1.0
867,CCL21;PPBP,465.0,1.0,1.0
868,CCL21;CXCL14,465.0,1.0,1.0
869,CCL21;XCL2,465.0,1.0,1.0
870,CCL21;CXCL2,465.0,1.0,1.0
871,CCL21;CXCL9,465.0,1.0,1.0
872,CXCL17;CCL2,465.0,1.0,1.0
873,CXCL17;CCL13,465.0,1.0,1.0
874,CXCL17;CXCL14,465.0,1.0,1.0
875,CXCL17;CCL20,465.0,1.0,1.0
876,CXCL17;CXCL9,465.0,1.0,1.0
877,CXCL17;XCL1,465.0,1.0,1.0
878,CXCL17;XCL2,465.0,1.0,1.0
879,CXCL17;CCL8,465.0,1.0,1.0
880,CXCL17;CXCL12,465.0,1.0,1.0
881,CXCL14;CCL13,465.0,1.0,1.0
882,CXCL14;PPBP,465.0,1.0,1.0
883,CXCL14;CXCL11,465.0,1.0,1.0
884,CXCL14;CXCL12,465.0,1.0,1.0
885,CXCL14;XCL1,465.0,1.0,1.0
886,CXCL14;CXCL9,465.0,1.0,1.0
887,CXCL14;CXCL2,465.0,1.0,1.0
888,CCR6;CCL2,465.0,1.0,1.0
889,CCR6;CXCL13,465.0,1.0,1.0
890,CCR6;CXCL12,465.0,1.0,1.0
891,CCR6;CXCL9,465.0,1.0,1.0
892,CCR6;CCL20,465.0,1.0,1.0
893,CCR6;CCL4,465.0,1.0,1.0
894,AKT3;PIK3R2,375.0,0.01247260925102036,0.7546419893963852
895,AKT3;PIK3R3,390.0,0.02387781180476384,0.7546419893963852
896,AKT3;PIK3CA,375.0,0.01247260925102036,0.7546419893963852
897,AKT3;PIK3CD,420.0,0.1772120228566545,1.0
898,AKT3;AKT2,374.0,0.02604897051124718,0.7591716384490491
899,AKT3;PIK3CG,390.0,0.02387781180476384,0.7546419893963852
900,AKT3;PIK3R1,390.0,0.02387781180476384,0.7546419893963852
901,AKT3;PIK3CB,510.0,0.2460835308600925,1.0
902,AKT2;PIK3R2,372.0,0.02292616447885606,0.7546419893963852
903,AKT2;PIK3R3,387.5,0.04474503777532518,0.7933250298504871
904,AKT2;PIK3CA,372.0,0.02292616447885606,0.7546419893963852
905,AKT2;PDPK1,362.5,0.017070172772411497,0.7546419893963852
906,AKT2;PIK3CD,433.0,0.43856724645896117,1.0
907,AKT2;PIK3R1,373.0,0.024444383377457655,0.7546419893963852
908,AKT2;PIK3CB,436.0,0.4834015875649573,1.0
909,AKT2;PIK3CG,389.5,0.05059340580821142,0.8248778928616487
910,MEFV;PYCARD,465.0,1.0,1.0
911,MEFV;AIM2,465.0,1.0,1.0
912,MEFV;NLRC4,465.0,1.0,1.0
913,MEFV;PSTPIP1,465.0,1.0,1.0
914,MEFV;NLRP3,465.0,1.0,1.0
915,MEFV;CASP1,465.0,1.0,1.0
916,MEFV;NLRP6,465.0,1.0,1.0
917,MEFV;NLRP12,465.0,1.0,1.0
918,MEFV;NLRP1,465.0,1.0,1.0
919,PYCARD;NLRP6,465.0,1.0,1.0
920,PYCARD;NLRP12,465.0,1.0,1.0
921,PYCARD;NLRP1,465.0,1.0,1.0
922,PYCARD;IL18,390.0,0.02387781180476384,0.7546419893963852
923,PYCARD;CASP1,465.0,1.0,1.0
924,PYCARD;NLRP3,465.0,1.0,1.0
925,PYCARD;AIM2,465.0,1.0,1.0
926,PYCARD;NLRC4,465.0,1.0,1.0
927,AIM2;NLRP6,465.0,1.0,1.0
928,AIM2;NLRP3,465.0,1.0,1.0
929,AIM2;NLRC4,465.0,1.0,1.0
930,AIM2;CASP1,465.0,1.0,1.0
931,AIM2;NLRP12,465.0,1.0,1.0
932,AIM2;NLRP1,465.0,1.0,1.0
933,NLRC4;NLRP6,465.0,1.0,1.0
934,NLRC4;NLRP3,465.0,1.0,1.0
935,NLRC4;NLRP12,465.0,1.0,1.0
936,NLRC4;NLRP1,465.0,1.0,1.0
937,NLRC4;NLRP7,465.0,1.0,1.0
938,NLRC4;CASP1,465.0,1.0,1.0
939,PSTPIP1;PTPN22,480.0,0.34163104673950406,1.0
940,NLRP3;NLRP6,465.0,1.0,1.0
941,NLRP3;NLRP1,465.0,1.0,1.0
942,NLRP3;NLRP12,465.0,1.0,1.0
943,NLRP3;CASP1,465.0,1.0,1.0
944,NLRP3;NLRP7,465.0,1.0,1.0
945,CASP1;IL1A,510.0,0.08669181396649275,0.9664531853301599
946,CASP1;IL18,390.0,0.02387781180476384,0.7546419893963852
947,CASP1;NLRP6,465.0,1.0,1.0
948,CASP1;NLRP12,465.0,1.0,1.0
949,CASP1;NLRP1,465.0,1.0,1.0
950,NLRP6;NLRP7,465.0,1.0,1.0
951,NLRP6;NLRP12,465.0,1.0,1.0
952,NLRP6;NLRP1,465.0,1.0,1.0
953,NLRP12;NLRP1,465.0,1.0,1.0
954,NLRP12;NLRP7,465.0,1.0,1.0
955,NLRP1;NLRP7,465.0,1.0,1.0
956,CSK;PTPN22,369.0,0.142190263438715,1.0
957,CXCL9;CCL2,465.0,1.0,1.0
958,CXCL9;CCL13,465.0,1.0,1.0
959,CXCL9;CXCL13,465.0,1.0,1.0
960,CXCL9;CXCR5,465.0,1.0,1.0
961,CXCL9;PPBP,465.0,1.0,1.0
962,CXCL9;CXCL11,465.0,1.0,1.0
963,CXCL9;CCRL2,465.0,1.0,1.0
964,CXCL9;CXCR6,465.0,1.0,1.0
965,CXCL9;XCL1,465.0,1.0,1.0
966,CXCL9;CCL4,465.0,1.0,1.0
967,CXCL9;CXCL2,465.0,1.0,1.0
968,CXCL9;CXCL12,465.0,1.0,1.0
969,JAK2;CSF3,465.0,1.0,1.0
970,JAK2;PIK3CA,465.0,1.0,1.0
971,JAK2;ERBB3,499.0,0.3496922416810736,1.0
972,JAK2;IL3,465.0,1.0,1.0
973,JAK2;IRS1,465.0,1.0,1.0
974,JAK2;SH2B1,450.0,0.34163104673950406,1.0
975,JAK2;SH2B3,331.5,0.05499138359868308,0.8276203231601803
976,JAK2;IGF1R,465.0,1.0,1.0
977,JAK2;PIK3R1,465.0,1.0,1.0
978,PIK3R2;PIK3R3,420.0,0.08669181396649275,0.9664531853301599
979,PIK3R2;PIK3R1,420.0,0.08669181396649275,0.9664531853301599
980,PIK3R2;IRS1,405.0,0.04546464041501961,0.7933250298504871
981,PIK3R2;PIK3R5,420.0,0.08669181396649275,0.9664531853301599
982,PIK3R2;PIK3CB,510.0,0.08669181396649275,0.9664531853301599
983,PIK3R2;PIK3CD,480.0,0.5767042354125815,1.0
984,PIK3R2;PIK3CA,420.0,0.08669181396649275,0.9664531853301599
985,PIK3R2;PIK3CG,450.0,0.5767042354125815,1.0
986,PIK3R2;ERBB3,457.5,0.8802566372088807,1.0
987,PIK3R2;IGF1R,405.0,0.04546464041501961,0.7933250298504871
988,PIK3R3;PIK3R5,465.0,1.0,1.0
989,PIK3R3;IGF1R,450.0,0.34163104673950406,1.0
990,PIK3R3;PIK3CA,465.0,1.0,1.0
991,PIK3R3;PIK3CG,465.0,1.0,1.0
992,PIK3R3;PIK3CD,510.0,0.08669181396649275,0.9664531853301599
993,PIK3R3;ERBB3,498.0,0.4670857173663231,1.0
994,PIK3R3;IRS1,450.0,0.34163104673950406,1.0
995,PIK3R3;PIK3CB,510.0,0.08669181396649275,0.9664531853301599
996,PIK3R3;PIK3R6,465.0,1.0,1.0
997,PIK3R3;PIK3R1,465.0,1.0,1.0
998,PIK3R1;PIK3CA,465.0,1.0,1.0
999,PIK3R1;ERBB3,498.0,0.424171057092822,1.0
1000,PIK3R1;IRS1,465.0,1.0,1.0
1001,PIK3R1;PDPK1,375.0,0.01247260925102036,0.7546419893963852
1002,PIK3R1;PIK3CD,480.0,0.5767042354125815,1.0
1003,PIK3R1;ALK,522.0,0.1647146023572923,1.0
1004,PIK3R1;THRB,591.5,0.06898033452028783,0.9664531853301599
1005,PIK3R1;PIK3R5,465.0,1.0,1.0
1006,PIK3R1;PIK3CG,465.0,1.0,1.0
1007,PIK3R1;PIK3CB,510.0,0.08669181396649275,0.9664531853301599
1008,PIK3R1;IGF1R,465.0,1.0,1.0
1009,IRS1;PIK3CA,465.0,1.0,1.0
1010,IRS1;PIK3CB,525.0,0.04546464041501961,0.7933250298504871
1011,IRS1;INS,465.0,1.0,1.0
1012,IRS1;IGF1R,465.0,1.0,1.0
1013,PIK3R5;PIK3CA,495.0,0.1677767345499046,1.0
1014,PIK3R5;PIK3CD,495.0,0.1677767345499046,1.0
1015,PIK3R5;PIK3R6,465.0,1.0,1.0
1016,PIK3R5;PIK3CB,510.0,0.08669181396649275,0.9664531853301599
1017,PIK3R5;PIK3CG,465.0,1.0,1.0
1018,PIK3CB;RAC2,415.0,0.47033767959221606,1.0
1019,PIK3CB;RAP1B,489.0,0.7345971059854832,1.0
1020,PIK3CB;PIK3CA,525.0,0.04546464041501961,0.7933250298504871
1021,PIK3CB;ERBB3,484.0,0.7005978813927884,1.0
1022,PIK3CB;RAC3,447.0,0.8006602784661032,1.0
1023,PIK3CB;PDPK1,480.0,0.7054679319736966,1.0
1024,PIK3CB;PIK3CD,420.0,0.08669181396649275,0.9664531853301599
1025,PIK3CB;PIK3CG,510.0,0.08669181396649275,0.9664531853301599
1026,PIK3CB;IGF1R,525.0,0.04546464041501961,0.7933250298504871
1027,PIK3CD;RAC2,454.0,0.878290545655394,1.0
1028,PIK3CD;RRAS2,405.0,0.09671289931501006,1.0
1029,PIK3CD;PIK3CA,480.0,0.5767042354125815,1.0
1030,PIK3CD;ERBB3,510.5,0.3328321552404859,1.0
1031,PIK3CD;PIK3CG,495.0,0.1677767345499046,1.0
1032,PIK3CD;IGF1R,480.0,0.5767042354125815,1.0
1033,PIK3CA;RRAS2,372.0,0.02292616447885606,0.7546419893963852
1034,PIK3CA;IGF1R,465.0,1.0,1.0
1035,PIK3CA;PDPK1,360.0,0.006452684683815149,0.7546419893963852
1036,PIK3CA;PIK3CG,465.0,1.0,1.0
1037,PIK3CA;ERBB3,503.0,0.3564448097232884,1.0
1038,PIK3CA;ALK,525.0,0.1434231956311823,1.0
1039,PIK3CG;RRAS2,375.0,0.01247260925102036,0.7546419893963852
