,Edge,U,pval,adj_pvals
0,HSP90AB1;RIPK3,92.0,0.09423446185525523,0.5684137193576212
202,CXCR4;CD74,104.0,0.10219563734792074,0.5684137193576212
203,CXCR4;MIF,164.5,0.0035624724362385857,0.13108071656416334
204,CXCR4;CCL22,117.0,1.0,1.0
205,CXCR4;CCL2,117.0,1.0,1.0
206,CXCR4;CCR7,117.0,1.0,1.0
207,CXCR4;CCL21,117.0,1.0,1.0
208,CXCR4;GNAQ,130.0,0.10219563734792074,0.5684137193576212
209,CXCR4;CXCL13,117.0,1.0,1.0
210,CXCR4;CCR2,117.0,1.0,1.0
211,CXCR4;CXCL5,117.0,1.0,1.0
212,CXCR4;PPBP,117.0,1.0,1.0
213,CXCR4;CXCL10,117.0,1.0,1.0
214,CXCR4;CXCL11,117.0,1.0,1.0
215,CXCR4;CCL19,117.0,1.0,1.0
216,CXCR4;CXCR2,117.0,1.0,1.0
217,CXCR4;CXCL14,117.0,1.0,1.0
218,CXCR4;CXCL9,117.0,1.0,1.0
219,CXCR4;CXCR3,117.0,1.0,1.0
220,CXCR4;CXCL1,117.0,1.0,1.0
221,CXCR4;CXCL12,117.0,1.0,1.0
222,CXCR4;CCL3,117.0,1.0,1.0
223,CXCR4;CCL4,117.0,1.0,1.0
224,CXCR4;ARRB1,143.0,0.01676171173368684,0.23999053224154893
225,CXCR4;CXCL2,117.0,1.0,1.0
226,CXCR4;CD44,117.0,1.0,1.0
227,CXCR1;CCL2,117.0,1.0,1.0
228,CXCR1;CXCL6,117.0,1.0,1.0
229,CXCR1;CXCL13,117.0,1.0,1.0
230,CXCR1;CCR2,117.0,1.0,1.0
231,CXCR1;CXCL12,117.0,1.0,1.0
232,CXCR1;CXCL1,117.0,1.0,1.0
233,CXCR1;CXCL3,117.0,1.0,1.0
234,CXCR1;PPBP,117.0,1.0,1.0
235,CXCR1;CXCL5,117.0,1.0,1.0
236,CXCR1;CXCR2,117.0,1.0,1.0
237,CXCR1;CCL3,117.0,1.0,1.0
238,CXCR1;CXCL10,117.0,1.0,1.0
239,CXCR1;CXCL2,117.0,1.0,1.0
240,CX3CR1;CCL2,117.0,1.0,1.0
241,CX3CR1;CCL21,117.0,1.0,1.0
242,CX3CR1;CXCL16,117.0,1.0,1.0
243,CX3CR1;CXCL10,117.0,1.0,1.0
244,CX3CR1;CCL19,117.0,1.0,1.0
245,CX3CR1;CXCL12,117.0,1.0,1.0
246,CX3CR1;CXCL1,117.0,1.0,1.0
247,CX3CR1;CD200,117.0,1.0,1.0
248,CX3CR1;CCL26,117.0,1.0,1.0
249,CX3CR1;GNAI1,117.0,1.0,1.0
250,CX3CR1;CCL3,117.0,1.0,1.0
251,CCR2;CCL22,117.0,1.0,1.0
252,CCR2;CCL2,117.0,1.0,1.0
253,CCR2;CCL13,117.0,1.0,1.0
254,CCR2;CXCL12,117.0,1.0,1.0
255,CCR2;GNAI1,117.0,1.0,1.0
256,CCR2;CCL19,117.0,1.0,1.0
257,CCR2;CXCL1,117.0,1.0,1.0
258,CCR2;CCL8,117.0,1.0,1.0
259,CCR2;PPBP,117.0,1.0,1.0
260,CCR2;CCR3,117.0,1.0,1.0
261,CCR2;CXCL5,117.0,1.0,1.0
262,CCR2;CXCR3,117.0,1.0,1.0
263,CCR2;CCR1,117.0,1.0,1.0
264,CCR2;CCL4,117.0,1.0,1.0
265,CCR2;CCL3,117.0,1.0,1.0
266,CCR2;CXCL10,117.0,1.0,1.0
267,CCR2;CXCL9,117.0,1.0,1.0
268,CXCR3;CCL2,117.0,1.0,1.0
269,CXCR3;PF4V1,117.0,1.0,1.0
270,CXCR3;CCL21,117.0,1.0,1.0
271,CXCR3;CXCL13,117.0,1.0,1.0
272,CXCR3;CXCL16,117.0,1.0,1.0
273,CXCR3;PF4,117.0,1.0,1.0
274,CXCR3;CCR1,117.0,1.0,1.0
275,CXCR3;CXCL10,117.0,1.0,1.0
276,CXCR3;CXCL11,117.0,1.0,1.0
277,CXCR3;CCL19,117.0,1.0,1.0
278,CXCR3;CXCL9,117.0,1.0,1.0
279,CXCR3;CXCL2,117.0,1.0,1.0
280,CXCR3;CCL3,117.0,1.0,1.0
281,CXCR3;CCL4,117.0,1.0,1.0
282,CXCR3;CXCL1,117.0,1.0,1.0
283,CXCR3;CCL8,117.0,1.0,1.0
284,CXCR3;CCR3,117.0,1.0,1.0
285,CXCR3;CXCL12,117.0,1.0,1.0
286,CD74;CD44,104.0,0.10219563734792074,0.5684137193576212
287,CD74;CTSS,90.0,0.10032343683316856,0.5684137193576212
288,CD74;MIF,150.0,0.061815034781471566,0.5343649091048898
289,CD74;CXCR2,104.0,0.10219563734792074,0.5684137193576212
290,CD74;CTSB,102.5,0.5210163003983466,1.0
291,CD74;PDCD11,140.0,0.39576568734555584,1.0
292,CD44;MMP2,76.0,0.03772193321923628,0.41008313764851567
293,CD44;ERBB2,100.0,0.12169557699971835,0.6127479052441959
294,CD44;EGFR,117.0,1.0,1.0
295,CD44;MET,135.5,0.49185919444693316,1.0
296,CD44;CXCR2,117.0,1.0,1.0
297,CD44;VAV2,91.0,0.08154752050689432,0.5684137193576212
298,CD44;SRC,117.0,1.0,1.0
299,CD44;TLR4,117.0,1.0,1.0
300,CD44;CXCL12,117.0,1.0,1.0
301,CD44;CDC42,151.5,0.18477372476318565,0.7798538089269748
302,CTSS;MPO,91.0,0.14282176809369057,0.6675870919037328
303,CTSS;IL10RA,83.0,0.022124917171495638,0.27972912899644264
304,CTSS;BID,151.0,0.20545917504751365,0.8226605329413532
305,CTSS;CTSB,74.0,0.06434360741707218,0.5545530128738654
306,CTSS;CST3,117.0,1.0,1.0
307,MIF;CXCR2,164.5,0.0035624724362385857,0.13108071656416334
308,CXCR2;CCL2,117.0,1.0,1.0
309,CXCR2;CXCL6,117.0,1.0,1.0
310,CXCR2;GNAQ,104.0,0.10219563734792074,0.5684137193576212
311,CXCR2;CXCL13,117.0,1.0,1.0
312,CXCR2;CXCL3,117.0,1.0,1.0
313,CXCR2;CXCL5,117.0,1.0,1.0
314,CXCR2;PPBP,117.0,1.0,1.0
315,CXCR2;CXCL10,117.0,1.0,1.0
316,CXCR2;CXCL12,117.0,1.0,1.0
317,CXCR2;GNAI1,117.0,1.0,1.0
318,CXCR2;CXCL1,117.0,1.0,1.0
319,CXCR2;ARRB1,143.0,0.01676171173368684,0.23999053224154893
320,CXCR2;CCL4,117.0,1.0,1.0
321,CXCR2;CCL3,117.0,1.0,1.0
322,CXCR2;CXCL2,117.0,1.0,1.0
323,CXCR2;CXCL9,117.0,1.0,1.0
324,CTSB;NLRP3,97.0,0.33811741498799897,1.0
325,CTSB;CST3,88.0,0.2819430818437141,0.9789161157101076
326,PDCD11;KRR1,58.5,0.018538966875976493,0.2521650944741826
327,PDCD11;RRP9,63.0,0.027614700209320848,0.316829223114556
328,PDCD11;MPHOSPH10,67.5,0.046668820222757465,0.45476997516646034
329,PDCD11;IMP4,54.0,0.012193917378658103,0.22149710681486556
330,PDCD11;NOP58,54.0,0.012193917378658103,0.22149710681486556
331,PDCD11;NOL6,76.5,0.10439437012620173,0.5728715913235162
332,PDCD11;MED1,192.0,0.004926186307934529,0.16066084890650112
333,PDCD11;WDR3,76.5,0.10439437012620173,0.5728715913235162
334,PDCD11;NOC4L,76.5,0.10439437012620173,0.5728715913235162
335,PDCD11;HEATR1,76.5,0.10439437012620173,0.5728715913235162
336,PDCD11;NOP14,67.5,0.046668820222757465,0.45476997516646034
337,PDCD11;EMG1,58.5,0.018538966875976493,0.2521650944741826
338,PDCD11;WDR36,72.0,0.06692661978494001,0.5684137193576212
339,PDCD11;TBL3,67.5,0.046668820222757465,0.45476997516646034
340,PDCD11;WDR46,62.0,0.028841035770506486,0.32716906190258344
341,PDCD11;FBLL1,117.0,1.0,1.0
342,PDCD11;NOP56,55.0,0.015609319257521194,0.23999053224154893
343,IL10;CCL2,117.0,1.0,1.0
344,IL10;IL2,117.0,1.0,1.0
345,IL10;IL10RA,117.0,1.0,1.0
346,IL10;IFNG,117.0,1.0,1.0
347,IL10;IL4,117.0,1.0,1.0
348,IL10;IL1A,117.0,1.0,1.0
349,IL10;IL1B,117.0,1.0,1.0
350,IL10;IL7,117.0,1.0,1.0
351,IL10;STAT3,117.0,1.0,1.0
352,IL10;IL18,117.0,1.0,1.0
353,IL10;CXCL10,117.0,1.0,1.0
354,IL10;IL6,117.0,1.0,1.0
355,IL10;CD8A,117.0,1.0,1.0
356,IL10;TNF,117.0,1.0,1.0
357,IL10;JAK1,117.0,1.0,1.0
358,IL10;CCL3,117.0,1.0,1.0
359,IFNG;CSF3,117.0,1.0,1.0
360,IFNG;IL2,117.0,1.0,1.0
361,IFNG;CD8A,117.0,1.0,1.0
362,IFNG;JAK1,117.0,1.0,1.0
363,IFNG;IL3,117.0,1.0,1.0
364,IFNG;IL1A,117.0,1.0,1.0
365,IFNG;JAK2,117.0,1.0,1.0
366,IFNG;TNF,117.0,1.0,1.0
367,IFNG;IL1B,117.0,1.0,1.0
368,IFNG;CXCL10,117.0,1.0,1.0
369,IFNG;IL4,117.0,1.0,1.0
370,IFNG;IL6,117.0,1.0,1.0
371,CD8A;IL2,117.0,1.0,1.0
372,CD8A;ZAP70,117.0,1.0,1.0
373,CD8A;SYK,117.0,1.0,1.0
374,CD8A;HLA-C,112.5,0.6009907040609206,1.0
375,CD8A;HLA-E,112.5,0.6009907040609206,1.0
376,CD8A;HLA-G,112.5,0.6009907040609206,1.0
377,CD8A;HLA-B,112.5,0.6009907040609206,1.0
378,CD8A;B2M,121.5,0.6009907040609206,1.0
379,CD8A;TNF,117.0,1.0,1.0
380,TNF;RIPK3,104.0,0.10219563734792074,0.5684137193576212
381,TNF;CCL2,117.0,1.0,1.0
382,TNF;IL2,117.0,1.0,1.0
383,TNF;IL4,117.0,1.0,1.0
384,TNF;TRAF2,133.5,0.4632764562022741,1.0
385,TNF;RIPK1,117.0,1.0,1.0
386,TNF;IL1A,117.0,1.0,1.0
387,TNF;IL1B,117.0,1.0,1.0
388,TNF;BIRC3,153.0,0.027708757840332252,0.316829223114556
389,TNF;IL18,117.0,1.0,1.0
390,TNF;FADD,140.5,0.2585517083583223,0.9298789511132644
391,TNF;CXCL10,117.0,1.0,1.0
392,TNF;MLKL,117.0,1.0,1.0
393,TNF;TRADD,114.0,0.9058066697527949,1.0
394,TNF;CASP8,127.0,0.5851211098208253,1.0
395,TNF;TLR4,117.0,1.0,1.0
396,TNF;CXCL1,117.0,1.0,1.0
397,TNF;IL6,117.0,1.0,1.0
398,TNF;IL1R1,121.5,0.6009907040609206,1.0
399,TNF;TRAF6,117.0,1.0,1.0
400,TNF;BIRC2,103.5,0.31234878946898703,1.0
401,TNF;CCL3,117.0,1.0,1.0
402,TNF;CCL4,117.0,1.0,1.0
403,IL1B;CSF3,117.0,1.0,1.0
404,IL1B;CCL2,117.0,1.0,1.0
405,IL1B;IL2,117.0,1.0,1.0
406,IL1B;IL4,117.0,1.0,1.0
407,IL1B;PYCARD,117.0,1.0,1.0
408,IL1B;IL1RN,152.0,0.018447002003026968,0.2521650944741826
409,IL1B;IL1A,117.0,1.0,1.0
410,IL1B;IL1R2,143.0,0.01676171173368684,0.23999053224154893
411,IL1B;CCL3,117.0,1.0,1.0
412,IL1B;CXCL10,117.0,1.0,1.0
413,IL1B;IL6,117.0,1.0,1.0
414,IL1B;CXCL2,117.0,1.0,1.0
415,IL1B;TRAF6,117.0,1.0,1.0
416,IL1B;NLRP3,117.0,1.0,1.0
417,IL1B;CASP4,130.0,0.10219563734792074,0.5684137193576212
418,IL1B;IRAK1,108.0,0.4252781054615583,1.0
419,IL1B;CASP1,117.0,1.0,1.0
420,IL1B;IL18,117.0,1.0,1.0
421,IL1B;A2M,117.0,1.0,1.0
422,IL1B;HMGB1,108.0,0.4252781054615583,1.0
423,IL1B;IL3,117.0,1.0,1.0
424,IL1B;MYD88,117.0,1.0,1.0
425,IL1B;TLR4,117.0,1.0,1.0
426,IL1B;TLR9,117.0,1.0,1.0
427,IL1B;IL1R1,112.5,0.6009907040609206,1.0
428,IL1B;IL1RAP,130.0,0.10219563734792074,0.5684137193576212
429,IL1B;CXCL1,117.0,1.0,1.0
430,SYK;LCP2,117.0,1.0,1.0
431,SYK;PIK3R2,117.0,1.0,1.0
432,SYK;PLCG1,117.0,1.0,1.0
433,SYK;CBL,130.0,0.10219563734792074,0.5684137193576212
434,SYK;STAT3,117.0,1.0,1.0
435,SYK;ZAP70,117.0,1.0,1.0
436,SYK;VAV2,84.0,0.026424774683821713,0.30828903797791996
437,SYK;SRC,117.0,1.0,1.0
438,SYK;TLR4,117.0,1.0,1.0
439,SYK;LAT,117.0,1.0,1.0
440,SYK;VAV1,117.0,1.0,1.0
441,SYK;LYN,130.0,0.10219563734792074,0.5684137193576212
442,SYK;PIK3R1,117.0,1.0,1.0
443,SYK;GRB2,117.0,1.0,1.0
444,SYK;SHC1,117.0,1.0,1.0
445,SYK;BTK,117.0,1.0,1.0
446,SYK;PLCG2,104.0,0.10219563734792074,0.5684137193576212
447,SYK;PIK3CD,117.0,1.0,1.0
448,IL2;CSF3,117.0,1.0,1.0
449,IL2;IL4,117.0,1.0,1.0
450,IL2;IL6,117.0,1.0,1.0
451,IL2;IL7,117.0,1.0,1.0
452,IL2;IL1A,117.0,1.0,1.0
453,IL2;IL3,117.0,1.0,1.0
454,IL2;JAK1,117.0,1.0,1.0
455,IL2;IL2RG,117.0,1.0,1.0
456,ZAP70;LCP2,117.0,1.0,1.0
457,ZAP70;PIK3R2,117.0,1.0,1.0
458,ZAP70;PLCG1,117.0,1.0,1.0
459,ZAP70;CBL,104.0,0.10219563734792074,0.5684137193576212
460,ZAP70;GRB2,117.0,1.0,1.0
461,ZAP70;TRAT1,117.0,1.0,1.0
462,ZAP70;SHC1,117.0,1.0,1.0
463,ZAP70;LAT,117.0,1.0,1.0
464,ZAP70;VAV1,117.0,1.0,1.0
465,ZAP70;GRAP2,117.0,1.0,1.0
466,IL6;CSF3,117.0,1.0,1.0
467,IL6;CCL2,117.0,1.0,1.0
468,IL6;IL10RA,117.0,1.0,1.0
469,IL6;IL4,117.0,1.0,1.0
470,IL6;IL1A,117.0,1.0,1.0
471,IL6;IL7,117.0,1.0,1.0
472,IL6;STAT3,117.0,1.0,1.0
473,IL6;EGFR,117.0,1.0,1.0
474,IL6;IL18,117.0,1.0,1.0
475,IL6;IL3,117.0,1.0,1.0
476,IL6;CXCL10,117.0,1.0,1.0
477,IL6;A2M,117.0,1.0,1.0
478,IL6;TLR4,117.0,1.0,1.0
479,IL6;JAK2,117.0,1.0,1.0
480,IL6;CXCL1,117.0,1.0,1.0
481,IL6;CCL3,117.0,1.0,1.0
482,IL6;CXCL2,117.0,1.0,1.0
483,IL6;JAK1,117.0,1.0,1.0
484,IL6;IL1R1,112.5,0.6009907040609206,1.0
485,IL4;IL21R,117.0,1.0,1.0
486,IL4;IL2RG,117.0,1.0,1.0
487,IL4;JAK1,117.0,1.0,1.0
488,IL4;IL3,117.0,1.0,1.0
489,IL4;IL1A,117.0,1.0,1.0
490,IL4;IL7,117.0,1.0,1.0
491,COX15;UQCRFS1,75.0,0.11727452513125702,0.607264018492519
492,COX15;MT-CO2,64.0,0.047536931202069026,0.45476997516646034
493,COX15;SCO2,108.0,0.7483529966211786,1.0
494,COX15;CYC1,79.0,0.1569669882535778,0.7061054173789472
495,COX15;SCO1,144.0,0.3172243512937424,1.0
496,COX15;COX10,153.0,0.18029048836803585,0.7643038428600634
497,COX15;MT-CO3,66.0,0.05665024793139301,0.5064991014426727
498,COX15;MT-CO1,67.0,0.06172624233514096,0.5343649091048898
499,UQCRFS1;PPP1R15A,86.0,0.24967122286074328,0.9070334298864977
500,UQCRFS1;UQCRC1,117.0,1.0,1.0
501,UQCRFS1;NPVF,117.0,1.0,1.0
502,UQCRFS1;COX6A1,104.0,0.10219563734792074,0.5684137193576212
503,UQCRFS1;NDUFS7,46.0,0.007794343351490569,0.19194365566521432
504,UQCRFS1;COX5B,117.0,1.0,1.0
505,UQCRFS1;NDUFS3,105.0,0.664259735925304,1.0
506,UQCRFS1;SDHA,155.0,0.1569669882535778,0.7061054173789472
507,UQCRFS1;NDUFA9,120.0,0.9248260334871031,1.0
508,UQCRFS1;UQCRC2,117.0,1.0,1.0
509,UQCRFS1;COX6A2,117.0,1.0,1.0
510,UQCRFS1;COX7A1,117.0,1.0,1.0
511,UQCRFS1;NDUFB8,47.0,0.008713152936035825,0.20005399141138253
512,UQCRFS1;MT-CYB,130.5,0.31234878946898703,1.0
513,UQCRFS1;NDUFS1,88.0,0.28207791905653623,0.9789161157101076
514,UQCRFS1;NDUFV2,137.0,0.46174282539108646,1.0
515,UQCRFS1;R3HDM4,61.0,0.03619655620523172,0.39650426072143147
516,UQCRFS1;COX5A,117.0,1.0,1.0
517,UQCRFS1;UQCRQ,117.0,1.0,1.0
518,UQCRFS1;MT-CO1,117.0,1.0,1.0
519,UQCRFS1;COX7B,121.5,0.6009907040609206,1.0
