,drug,tissue,feature,iter,Train Accuracy,Train ROC_AUC,Test Accuracy,Test ROC_AUC,Test TN,Test FP,Test FN,Test TP
0,crizotinib,BRCA,targets,0,0.7407407407407407,0.5952380952380952,0.5,0.125,5,3,2,0
1,crizotinib,BRCA,targets,1,0.8148148148148148,0.6507936507936507,0.8,0.0,8,0,2,0
2,crizotinib,BRCA,targets,2,0.8148148148148148,0.6428571428571428,0.6,0.5,6,2,2,0
3,crizotinib,BRCA,targets,3,0.7407407407407407,0.7222222222222222,0.8,0.3125,8,0,2,0
4,crizotinib,BRCA,targets,4,0.5925925925925926,0.626984126984127,0.7,0.5625,6,2,1,1
5,crizotinib,BRCA,targets,5,0.7407407407407407,0.746031746031746,0.8,0.375,8,0,2,0
6,crizotinib,BRCA,targets,6,0.7777777777777778,0.6428571428571428,0.7,0.0,7,1,2,0
7,crizotinib,BRCA,targets,7,0.7777777777777778,0.6904761904761905,0.7,0.375,7,1,2,0
8,crizotinib,BRCA,targets,8,0.7777777777777778,0.5476190476190477,0.7,0.5,7,1,2,0
9,crizotinib,BRCA,targets,9,0.8148148148148148,0.6428571428571429,0.8,0.25,8,0,2,0
10,crizotinib,BRCA,targets,10,0.7777777777777778,0.6666666666666667,0.7,0.25,7,1,2,0
11,crizotinib,BRCA,targets,11,0.7037037037037037,0.5634920634920635,0.8,0.75,7,1,1,1
12,crizotinib,BRCA,targets,12,0.7777777777777778,0.7380952380952381,0.5,0.25,5,3,2,0
13,crizotinib,BRCA,targets,13,0.6296296296296297,0.6825396825396826,0.5,0.5,4,4,1,1
14,crizotinib,BRCA,targets,14,0.7407407407407407,0.5238095238095238,0.7,0.5,6,2,1,1
15,crizotinib,BRCA,targets,15,0.7407407407407407,0.746031746031746,0.6,0.1875,6,2,2,0
16,crizotinib,BRCA,targets,16,0.7777777777777778,0.6666666666666667,0.7,0.375,7,1,2,0
17,crizotinib,BRCA,targets,17,0.7407407407407407,0.753968253968254,0.6,0.3125,6,2,2,0
18,crizotinib,BRCA,targets,18,0.6296296296296297,0.7063492063492064,0.6,0.5625,5,3,1,1
19,crizotinib,BRCA,targets,19,0.7777777777777778,0.5714285714285714,0.8,0.375,8,0,2,0
20,crizotinib,BRCA,targets,20,0.5185185185185185,0.6031746031746031,0.8,0.6875,7,1,1,1
21,crizotinib,BRCA,targets,21,0.7407407407407407,0.746031746031746,0.6,0.3125,6,2,2,0
22,crizotinib,BRCA,targets,22,0.7407407407407407,0.6746031746031745,0.6,0.0625,6,2,2,0
23,crizotinib,BRCA,targets,23,0.7777777777777778,0.5873015873015873,0.8,0.25,8,0,2,0
24,crizotinib,BRCA,targets,24,0.7777777777777778,0.6190476190476191,0.6,0.6875,5,3,1,1
25,crizotinib,BRCA,targets,25,0.6666666666666666,0.6507936507936508,0.6,0.6875,5,3,1,1
26,crizotinib,BRCA,targets,26,0.8148148148148148,0.6587301587301587,0.8,0.0625,8,0,2,0
27,crizotinib,BRCA,targets,27,0.7407407407407407,0.5714285714285714,0.8,0.6875,7,1,1,1
28,crizotinib,BRCA,targets,28,0.8148148148148148,0.6666666666666666,0.8,0.1875,8,0,2,0
29,crizotinib,BRCA,targets,29,0.7407407407407407,0.6666666666666667,0.8,0.5,7,1,1,1
30,crizotinib,BRCA,targets,30,0.7037037037037037,0.7063492063492064,0.7,0.4375,7,1,2,0
31,crizotinib,BRCA,targets,31,0.8518518518518519,0.6984126984126984,0.7,0.0625,7,1,2,0
32,crizotinib,BRCA,targets,32,0.7777777777777778,0.6111111111111112,0.4,0.25,4,4,2,0
33,crizotinib,BRCA,targets,33,0.8148148148148148,0.6666666666666667,0.8,0.0,8,0,2,0
