,drug,tissue,feature,iter,Train Accuracy,Train ROC_AUC,Test Accuracy,Test ROC_AUC,Test TN,Test FP,Test FN,Test TP
0,Pembro,STAD,targets,0,0.696969696969697,0.7546296296296297,0.75,0.7407407407407407,7,2,1,2
1,Pembro,STAD,targets,1,0.7575757575757576,0.7962962962962963,0.5833333333333334,0.6666666666666666,6,3,2,1
2,Pembro,STAD,targets,2,0.696969696969697,0.763888888888889,0.6666666666666666,0.6666666666666667,5,4,0,3
3,Pembro,STAD,targets,3,0.6363636363636364,0.736111111111111,0.75,0.8148148148148149,6,3,0,3
4,Pembro,STAD,targets,4,0.6363636363636364,0.7638888888888888,0.75,0.8518518518518519,7,2,1,2
5,Pembro,STAD,targets,5,0.696969696969697,0.7407407407407407,0.5833333333333334,0.7777777777777778,5,4,1,2
6,Pembro,STAD,targets,6,0.696969696969697,0.787037037037037,0.75,0.6666666666666665,8,1,2,1
7,Pembro,STAD,targets,7,0.7575757575757576,0.8518518518518519,0.5833333333333334,0.5185185185185185,7,2,3,0
8,Pembro,STAD,targets,8,0.6666666666666666,0.787037037037037,0.8333333333333334,0.5925925925925926,8,1,1,2
9,Pembro,STAD,targets,9,0.6363636363636364,0.7083333333333334,0.75,0.888888888888889,6,3,0,3
10,Pembro,STAD,targets,10,0.6666666666666666,0.7268518518518517,0.5833333333333334,0.8518518518518519,4,5,0,3
11,Pembro,STAD,targets,11,0.6363636363636364,0.7453703703703703,0.8333333333333334,0.6666666666666666,8,1,1,2
12,Pembro,STAD,targets,12,0.6666666666666666,0.7361111111111112,0.6666666666666666,0.8518518518518519,5,4,0,3
13,Pembro,STAD,targets,13,0.7575757575757576,0.8148148148148148,0.5833333333333334,0.5555555555555556,5,4,1,2
14,Pembro,STAD,targets,14,0.7575757575757576,0.7638888888888888,0.5833333333333334,0.7407407407407408,6,3,2,1
15,Pembro,STAD,targets,15,0.6060606060606061,0.6944444444444445,0.8333333333333334,0.9629629629629629,8,1,1,2
16,Pembro,STAD,targets,16,0.7575757575757576,0.861111111111111,0.5,0.4444444444444444,5,4,2,1
17,Pembro,STAD,targets,17,0.6363636363636364,0.6898148148148148,0.8333333333333334,0.8888888888888888,7,2,0,3
18,Pembro,STAD,targets,18,0.6666666666666666,0.712962962962963,0.6666666666666666,0.8518518518518519,5,4,0,3
19,Pembro,STAD,targets,19,0.8181818181818182,0.8611111111111112,0.5833333333333334,0.4074074074074074,7,2,3,0
20,Pembro,STAD,targets,20,0.6363636363636364,0.7175925925925926,0.9166666666666666,0.888888888888889,9,0,1,2
21,Pembro,STAD,targets,21,0.6060606060606061,0.662037037037037,0.8333333333333334,1.0,7,2,0,3
22,Pembro,STAD,targets,22,0.6363636363636364,0.6851851851851852,0.75,1.0,6,3,0,3
23,Pembro,STAD,targets,23,0.7272727272727273,0.6944444444444444,0.5833333333333334,1.0,4,5,0,3
24,Pembro,STAD,targets,24,0.6060606060606061,0.6898148148148148,0.8333333333333334,0.9259259259259259,7,2,0,3
25,Pembro,STAD,node,0,0.45454545454545453,0.5879629629629629,0.4166666666666667,0.7407407407407407,3,6,1,2
26,Pembro,STAD,node,1,0.45454545454545453,0.625,0.25,0.7037037037037037,1,8,1,2
27,Pembro,STAD,node,2,0.5757575757575758,0.6990740740740741,0.6666666666666666,0.33333333333333326,7,2,2,1
28,Pembro,STAD,node,3,0.42424242424242425,0.587962962962963,0.5,0.7407407407407407,4,5,1,2
29,Pembro,STAD,node,4,0.42424242424242425,0.5740740740740741,0.4166666666666667,0.7407407407407407,3,6,1,2
30,Pembro,STAD,node,5,0.45454545454545453,0.6712962962962963,0.4166666666666667,0.4814814814814815,3,6,1,2
31,Pembro,STAD,node,6,0.42424242424242425,0.6064814814814815,0.4166666666666667,0.6296296296296297,3,6,1,2
32,Pembro,STAD,node,7,0.45454545454545453,0.6342592592592592,0.3333333333333333,0.6296296296296295,2,7,1,2
33,Pembro,STAD,node,8,0.42424242424242425,0.5277777777777778,0.5,0.888888888888889,3,6,0,3
34,Pembro,STAD,node,9,0.6060606060606061,0.7083333333333333,0.3333333333333333,0.33333333333333337,3,6,2,1
35,Pembro,STAD,node,10,0.45454545454545453,0.6296296296296295,0.4166666666666667,0.6296296296296297,3,6,1,2
36,Pembro,STAD,node,11,0.5757575757575758,0.6990740740740741,0.4166666666666667,0.37037037037037035,4,5,2,1
37,Pembro,STAD,node,12,0.6060606060606061,0.5879629629629629,0.75,0.6666666666666665,7,2,1,2
38,Pembro,STAD,node,13,0.45454545454545453,0.5694444444444444,0.3333333333333333,0.8148148148148148,1,8,0,3
39,Pembro,STAD,node,14,0.48484848484848486,0.6157407407407408,0.6666666666666666,0.7037037037037037,6,3,1,2
40,Pembro,STAD,node,15,0.3939393939393939,0.5925925925925927,0.5833333333333334,0.7777777777777777,4,5,0,3
41,Pembro,STAD,node,16,0.45454545454545453,0.6527777777777778,0.4166666666666667,0.5185185185185185,3,6,1,2
