"","Gene","Count","Thresh.Name","Thresh.Value"
"1","A1CF",91,"narrow",0.002
"2","A2ML1",41,"narrow",0.002
"3","AADAC",62,"narrow",0.002
"4","ABAT",1,"narrow",0.002
"5","ABCA12",10,"narrow",0.002
"6","ABCA4",2,"narrow",0.002
"7","ABCB11",8,"narrow",0.002
"8","ABCB5",1,"narrow",0.002
"9","ABCC8",40,"narrow",0.002
"10","ABCC9",9,"narrow",0.002
"11","ABCG1",1,"narrow",0.002
"12","ABCG2",1,"narrow",0.002
"13","ABI3BP",1,"narrow",0.002
"14","ABO",3,"narrow",0.002
"15","ACADL",10,"narrow",0.002
"16","ACAN",16,"narrow",0.002
"17","ACE2",1,"narrow",0.002
"18","ACHE",1,"narrow",0.002
"19","ACKR2",2,"narrow",0.002
"20","ACKR3",1,"narrow",0.002
"21","ACKR4",1,"narrow",0.002
"22","ACOXL",73,"narrow",0.002
"23","ACSM4",15,"narrow",0.002
"24","ACTC1",119,"narrow",0.002
"25","ACTG2",1,"narrow",0.002
"26","ACVRL1",3,"narrow",0.002
"27","ADAM11",2,"narrow",0.002
"28","ADAM8",12,"narrow",0.002
"29","ADAMTS12",3,"narrow",0.002
"30","ADAMTS18",25,"narrow",0.002
"31","ADAMTS2",81,"narrow",0.002
"32","ADAMTS4",2,"narrow",0.002
"33","ADAMTS7",1,"narrow",0.002
"34","ADAMTS9",27,"narrow",0.002
"35","ADAMTSL1",21,"narrow",0.002
"36","ADAMTSL2",3,"narrow",0.002
"37","ADAMTSL3",2,"narrow",0.002
"38","ADARB2",4,"narrow",0.002
"39","ADCY2",6,"narrow",0.002
"40","ADCY8",2,"narrow",0.002
"41","ADCYAP1",4,"narrow",0.002
"42","ADH1C",21,"narrow",0.002
"43","ADORA1",1,"narrow",0.002
"44","ADRA1B",7,"narrow",0.002
"45","ADRA2A",1,"narrow",0.002
"46","AGA",3,"narrow",0.002
"47","AGAP2",6,"narrow",0.002
"48","AGMO",2,"narrow",0.002
"49","AGR2",4,"narrow",0.002
"50","AGR3",24,"narrow",0.002
"51","AGTR1",1,"narrow",0.002
"52","AJAP1",85,"narrow",0.002
"53","AKR1B10",80,"narrow",0.002
"54","AKR1B15",66,"narrow",0.002
"55","AKR1C1",9,"narrow",0.002
"56","AKR1C2",9,"narrow",0.002
"57","AKR7A3",3,"narrow",0.002
"58","ALDH1A1",4,"narrow",0.002
"59","ALDH1L1",1,"narrow",0.002
"60","ALDH3A1",15,"narrow",0.002
"61","ALDH3B2",1,"narrow",0.002
"62","ALOX15",2,"narrow",0.002
"63","ALOX5",13,"narrow",0.002
"64","ALOX5AP",1,"narrow",0.002
"65","ALOXE3",1,"narrow",0.002
"66","ALPP",48,"narrow",0.002
"67","ALX4",6,"narrow",0.002
"68","AMBP",7,"narrow",0.002
"69","AMN",2,"narrow",0.002
"70","ANGPT2",13,"narrow",0.002
"71","ANK1",2,"narrow",0.002
"72","ANKFN1",1,"narrow",0.002
"73","ANKRD30A",1,"narrow",0.002
"74","ANKRD34B",1,"narrow",0.002
"75","ANKRD35",11,"narrow",0.002
"76","ANKRD65",1,"narrow",0.002
"77","ANKS4B",135,"narrow",0.002
"78","ANO2",42,"narrow",0.002
"79","ANO3",9,"narrow",0.002
"80","ANXA10",32,"narrow",0.002
"81","ANXA13",8,"narrow",0.002
"82","ANXA8",1,"narrow",0.002
"83","ANXA8L1",1,"narrow",0.002
"84","AOC1",78,"narrow",0.002
"85","APBB1IP",38,"narrow",0.002
"86","APCDD1L",4,"narrow",0.002
"87","APOE",1,"narrow",0.002
"88","AQP1",25,"narrow",0.002
"89","ARHGAP4",2,"narrow",0.002
"90","ARHGAP40",9,"narrow",0.002
"91","ARHGAP44",1,"narrow",0.002
"92","ARHGAP8",1,"narrow",0.002
