"","Gene","Count","Thresh.Name","Thresh.Value"
"1","GPR37",4,"narrow",0.002
"2","NKAIN1",22,"narrow",0.002
"3","FOSL1",13,"narrow",0.002
"4","BRSK1",8,"narrow",0.002
"5","CSRP1",1,"narrow",0.002
"6","HPS3",2,"narrow",0.002
"7","CYP2C19",169,"narrow",0.002
"8","CBX5",4,"narrow",0.002
"9","HEMGN",7,"narrow",0.002
"10","BEX1",5,"narrow",0.002
"11","HROB",1,"narrow",0.002
"12","ALOXE3",1,"narrow",0.002
"13","SENP1",2,"narrow",0.002
"14","C2orf16",40,"narrow",0.002
"15","L1TD1",2,"narrow",0.002
"16","KLK6",6,"narrow",0.002
"17","VNN3",58,"narrow",0.002
"18","CCBE1",3,"narrow",0.002
"19","FOS",3,"narrow",0.002
"20","LZTR1",8,"narrow",0.002
"21","PRR9",2,"narrow",0.002
"22","LIMS1",9,"narrow",0.002
"23","TF",149,"narrow",0.002
"24","CT55",8,"narrow",0.002
"25","ATP1A3",16,"narrow",0.002
"26","CSRP3",172,"narrow",0.002
"27","FYB2",13,"narrow",0.002
"28","RBP4",15,"narrow",0.002
"29","ADORA2B",1,"narrow",0.002
"30","LAP3",2,"narrow",0.002
"31","ATP6V1G2",2,"narrow",0.002
"32","FAM9B",7,"narrow",0.002
"33","ITGAE",33,"narrow",0.002
"34","FCER2",1,"narrow",0.002
"35","SLC7A3",1,"narrow",0.002
"36","ABCB5",18,"narrow",0.002
"37","IGFN1",21,"narrow",0.002
"38","PPP2R2A",1,"narrow",0.002
"39","SMOC1",4,"narrow",0.002
"40","PCSK1",2,"narrow",0.002
"41","ZNF560",8,"narrow",0.002
"42","VPS72",10,"narrow",0.002
"43","MAGEA4",11,"narrow",0.002
"44","PTGER3",1,"narrow",0.002
"45","PNPLA3",1,"narrow",0.002
"46","DLGAP3",3,"narrow",0.002
"47","KRT4",22,"narrow",0.002
"48","THBD",51,"narrow",0.002
"49","TUBB2B",7,"narrow",0.002
"50","KRT13",1,"narrow",0.002
"51","PTX3",9,"narrow",0.002
"52","USP54",1,"narrow",0.002
"53","CFHR5",90,"narrow",0.002
"54","MYBL2",110,"narrow",0.002
"55","HAS1",32,"narrow",0.002
"56","RPA3",8,"narrow",0.002
"57","GPR1",4,"narrow",0.002
"58","SLPI",7,"narrow",0.002
"59","SSC5D",1,"narrow",0.002
"60","FZD10",7,"narrow",0.002
"61","ITIH1",91,"narrow",0.002
"62","LETM2",4,"narrow",0.002
"63","TOMM34",23,"narrow",0.002
"64","RAB3IP",1,"narrow",0.002
"65","CFAP100",5,"narrow",0.002
"66","RIBC2",2,"narrow",0.002
"67","SLC13A5",101,"narrow",0.002
"68","HAX1",2,"narrow",0.002
"69","USP6",3,"narrow",0.002
"70","KLRC1",169,"narrow",0.002
"71","SLC22A9",17,"narrow",0.002
"72","KLHL25",1,"narrow",0.002
"73","RIN2",2,"narrow",0.002
"74","HBA2",11,"narrow",0.002
"75","COLEC11",2,"narrow",0.002
"76","SUN3",4,"narrow",0.002
"77","TIGD3",12,"narrow",0.002
"78","AKR1D1",10,"narrow",0.002
"79","HHIP",1,"narrow",0.002
"80","FCAR",5,"narrow",0.002
"81","BPIFC",3,"narrow",0.002
"82","C12orf65",1,"narrow",0.002
"83","REXO5",100,"narrow",0.002
"84","CALML3",2,"narrow",0.002
"85","E2F1",2,"narrow",0.002
"86","SLC8A2",18,"narrow",0.002
"87","TFF3",36,"narrow",0.002
"88","SULT2B1",2,"narrow",0.002
"89","INHBC",1,"narrow",0.002
"90","POTEC",26,"narrow",0.002
"91","YWHAB",4,"narrow",0.002
"92","GABRP",16,"narrow",0.002
