"","Gene","Count","Thresh.Name","Thresh.Value"
"1","A1CF",34,"narrow",0.002
"2","A2M",54,"narrow",0.002
"3","A2ML1",123,"narrow",0.002
"4","AADAC",4,"narrow",0.002
"5","AADACL3",30,"narrow",0.002
"6","ABAT",28,"narrow",0.002
"7","ABCA12",3,"narrow",0.002
"8","ABCA4",3,"narrow",0.002
"9","ABCA6",12,"narrow",0.002
"10","ABCA8",4,"narrow",0.002
"11","ABCA9",2,"narrow",0.002
"12","ABCB1",7,"narrow",0.002
"13","ABCB11",16,"narrow",0.002
"14","ABCB5",39,"narrow",0.002
"15","ABCC11",157,"narrow",0.002
"16","ABCC12",167,"narrow",0.002
"17","ABCC6",2,"narrow",0.002
"18","ABCC8",6,"narrow",0.002
"19","ABCC9",6,"narrow",0.002
"20","ABCD2",1,"narrow",0.002
"21","ABCD3",3,"narrow",0.002
"22","ABCG5",5,"narrow",0.002
"23","ABCG8",4,"narrow",0.002
"24","ABHD12B",6,"narrow",0.002
"25","ABHD6",4,"narrow",0.002
"26","ABI3",4,"narrow",0.002
"27","ABI3BP",2,"narrow",0.002
"28","ACADL",17,"narrow",0.002
"29","ACAN",24,"narrow",0.002
"30","ACAP3",1,"narrow",0.002
"31","ACBD7",7,"narrow",0.002
"32","ACER1",23,"narrow",0.002
"33","ACKR2",113,"narrow",0.002
"34","ACKR4",172,"narrow",0.002
"35","ACMSD",13,"narrow",0.002
"36","ACOT4",1,"narrow",0.002
"37","ACOXL",19,"narrow",0.002
"38","ACP5",1,"narrow",0.002
"39","ACSBG1",1,"narrow",0.002
"40","ACSF2",2,"narrow",0.002
"41","ACSL6",2,"narrow",0.002
"42","ACSM1",31,"narrow",0.002
"43","ACSM4",27,"narrow",0.002
"44","ACSM5",29,"narrow",0.002
"45","ACTA2",56,"narrow",0.002
"46","ACTBL2",4,"narrow",0.002
"47","ACTC1",155,"narrow",0.002
"48","ACTG2",133,"narrow",0.002
"49","ACTL8",41,"narrow",0.002
"50","ACTN2",3,"narrow",0.002
"51","ADAM11",1,"narrow",0.002
"52","ADAM18",26,"narrow",0.002
"53","ADAM28",1,"narrow",0.002
"54","ADAM33",22,"narrow",0.002
"55","ADAMTS12",1,"narrow",0.002
"56","ADAMTS18",30,"narrow",0.002
"57","ADAMTS19",99,"narrow",0.002
"58","ADAMTS2",29,"narrow",0.002
"59","ADAMTS4",16,"narrow",0.002
"60","ADAMTS7",88,"narrow",0.002
"61","ADAMTSL1",25,"narrow",0.002
"62","ADAMTSL2",105,"narrow",0.002
"63","ADAMTSL4",2,"narrow",0.002
"64","ADARB1",129,"narrow",0.002
"65","ADCY2",18,"narrow",0.002
"66","ADCY4",4,"narrow",0.002
"67","ADCY5",7,"narrow",0.002
"68","ADCY8",8,"narrow",0.002
"69","ADCYAP1",138,"narrow",0.002
"70","ADH1A",2,"narrow",0.002
"71","ADH1C",73,"narrow",0.002
"72","ADH4",70,"narrow",0.002
"73","ADH6",13,"narrow",0.002
"74","ADH7",62,"narrow",0.002
"75","ADO",1,"narrow",0.002
"76","ADRA1A",2,"narrow",0.002
"77","ADRA1B",13,"narrow",0.002
"78","ADRA1D",1,"narrow",0.002
"79","ADRA2A",25,"narrow",0.002
"80","ADRA2C",5,"narrow",0.002
"81","ADTRP",1,"narrow",0.002
"82","AFF2",1,"narrow",0.002
"83","AFP",24,"narrow",0.002
