"","Gene","Count","Thresh.Name","Thresh.Value"
"1","INAVA",2,"narrow",0.002
"2","CD48",1,"narrow",0.002
"3","CBLN2",2,"narrow",0.002
"4","SLAMF1",1,"narrow",0.002
"5","NPIPA8",1,"narrow",0.002
"6","ARL2",1,"narrow",0.002
"7","BEX1",1,"narrow",0.002
"8","CEP70",4,"narrow",0.002
"9","ALOXE3",2,"narrow",0.002
"10","FERMT1",3,"narrow",0.002
"11","KLK6",2,"narrow",0.002
"12","ELOVL4",5,"narrow",0.002
"13","CT55",1,"narrow",0.002
"14","CSRP3",33,"narrow",0.002
"15","CASQ1",27,"narrow",0.002
"16","CD247",43,"narrow",0.002
"17","ITGAE",2,"narrow",0.002
"18","FCER2",30,"narrow",0.002
"19","CD19",17,"narrow",0.002
"20","PCDH9",25,"narrow",0.002
"21","SAA1",20,"narrow",0.002
"22","ARRDC5",44,"narrow",0.002
"23","SCNN1A",4,"narrow",0.002
"24","TRMT112",1,"narrow",0.002
"25","GNG10",1,"narrow",0.002
"26","WFDC1",1,"narrow",0.002
"27","POTEB2",13,"narrow",0.002
"28","PIANP",1,"narrow",0.002
"29","ECH1",1,"narrow",0.002
"30","ITIH1",119,"narrow",0.002
"31","SPIC",11,"narrow",0.002
"32","NDUFC1",7,"narrow",0.002
"33","CD5L",4,"narrow",0.002
"34","SULT1C2",1,"narrow",0.002
"35","USP6",7,"narrow",0.002
"36","LAYN",1,"narrow",0.002
"37","BPIFC",1,"narrow",0.002
"38","TDRD12",12,"narrow",0.002
"39","CDH12",1,"narrow",0.002
"40","TFF3",3,"narrow",0.002
"41","GOLGA7B",27,"narrow",0.002
"42","NARS2",1,"narrow",0.002
"43","ALDH1A3",1,"narrow",0.002
"44","SULT2B1",5,"narrow",0.002
"45","PINLYP",1,"narrow",0.002
"46","STRA6",1,"narrow",0.002
"47","GFAP",68,"narrow",0.002
"48","ASTN1",92,"narrow",0.002
"49","FAM135B",46,"narrow",0.002
"50","ADGRB1",1,"narrow",0.002
"51","PEMT",1,"narrow",0.002
"52","ZNF750",3,"narrow",0.002
"53","MYPN",19,"narrow",0.002
"54","TSPY9P",106,"narrow",0.002
"55","MYT1L",1,"narrow",0.002
"56","TP63",1,"narrow",0.002
"57","SPATA31A5",8,"narrow",0.002
"58","ABCA12",8,"narrow",0.002
"59","IL20RB",28,"narrow",0.002
"60","IKZF3",2,"narrow",0.002
"61","SIRPG",15,"narrow",0.002
"62","NEFL",1,"narrow",0.002
"63","IRF8",3,"narrow",0.002
"64","SERPINB2",122,"narrow",0.002
"65","PAEP",15,"narrow",0.002
"66","TRIM55",1,"narrow",0.002
"67","ANKH",3,"narrow",0.002
"68","KIAA0040",1,"narrow",0.002
"69","LGALS7",2,"narrow",0.002
"70","ITK",2,"narrow",0.002
"71","OR2L2",1,"narrow",0.002
"72","LRRC17",1,"narrow",0.002
"73","SYTL3",1,"narrow",0.002
"74","NTSR1",26,"narrow",0.002
"75","S100A14",2,"narrow",0.002
"76","PYGM",74,"narrow",0.002
"77","GRID2",15,"narrow",0.002
"78","TCF21",2,"narrow",0.002
"79","PCSK1N",3,"narrow",0.002
"80","CT45A10",1,"narrow",0.002
"81","SERPINB3",4,"narrow",0.002
"82","WNT7B",12,"narrow",0.002
"83","CNTN1",1,"narrow",0.002
"84","MUC5B",2,"narrow",0.002
"85","SLC25A10",1,"narrow",0.002
"86","C1orf68",2,"narrow",0.002
"87","MYLK2",3,"narrow",0.002
"88","EREG",15,"narrow",0.002
"89","PLA2G3",1,"narrow",0.002
"90","MAEL",22,"narrow",0.002
"91","CX3CL1",2,"narrow",0.002
"92","CCNA1",99,"narrow",0.002
"93","UBD",6,"narrow",0.002
"94","TACSTD2",3,"narrow",0.002
