"","Gene","Count","Thresh.Name","Thresh.Value"
"1","CYP2C19",10,"narrow",0.002
"2","GABRR1",13,"narrow",0.002
"3","HEMGN",3,"narrow",0.002
"4","PROCR",23,"narrow",0.002
"5","C2orf16",9,"narrow",0.002
"6","VNN3",40,"narrow",0.002
"7","ATP1B4",1,"narrow",0.002
"8","TF",60,"narrow",0.002
"9","ATP1A3",1,"narrow",0.002
"10","CSRP3",160,"narrow",0.002
"11","RBP4",2,"narrow",0.002
"12","HTR4",1,"narrow",0.002
"13","CASQ1",111,"narrow",0.002
"14","CD247",23,"narrow",0.002
"15","ABCB5",43,"narrow",0.002
"16","IGFN1",28,"narrow",0.002
"17","ADTRP",5,"narrow",0.002
"18","JADE2",1,"narrow",0.002
"19","PNPLA3",4,"narrow",0.002
"20","KRT4",3,"narrow",0.002
"21","ARRDC5",20,"narrow",0.002
"22","FAM83A",1,"narrow",0.002
"23","MEP1B",22,"narrow",0.002
"24","KRT13",1,"narrow",0.002
"25","PTX3",42,"narrow",0.002
"26","CFHR5",2,"narrow",0.002
"27","HAS1",5,"narrow",0.002
"28","GPR1",12,"narrow",0.002
"29","ITIH1",31,"narrow",0.002
"30","SLC13A5",3,"narrow",0.002
"31","USP6",5,"narrow",0.002
"32","KLRC1",114,"narrow",0.002
"33","SLC22A9",1,"narrow",0.002
"34","HBA2",13,"narrow",0.002
"35","AKR1D1",6,"narrow",0.002
"36","KRTAP4-9",46,"narrow",0.002
"37","BCL11B",2,"narrow",0.002
"38","CDH12",5,"narrow",0.002
"39","TFF3",1,"narrow",0.002
"40","SULT2B1",1,"narrow",0.002
"41","CLEC1B",9,"narrow",0.002
"42","LMNTD1",1,"narrow",0.002
"43","GFAP",1,"narrow",0.002
"44","ASTN1",6,"narrow",0.002
"45","PROZ",1,"narrow",0.002
"46","ZNF750",1,"narrow",0.002
"47","TM4SF4",2,"narrow",0.002
"48","MYPN",167,"narrow",0.002
"49","UGT1A8",17,"narrow",0.002
"50","SERPINC1",131,"narrow",0.002
"51","SLC16A6",3,"narrow",0.002
"52","ALDH3A1",10,"narrow",0.002
"53","DHCR7",5,"narrow",0.002
"54","ADGRG4",11,"narrow",0.002
"55","IKZF3",6,"narrow",0.002
"56","SIRPG",49,"narrow",0.002
"57","KLRD1",2,"narrow",0.002
"58","SERPINB2",4,"narrow",0.002
