"","Gene","Count","Thresh.Name","Thresh.Value"
"1","EFS",3,"narrow",0.002
"2","INAVA",3,"narrow",0.002
"3","GPR37",1,"narrow",0.002
"4","CBLN2",1,"narrow",0.002
"5","NKAIN1",8,"narrow",0.002
"6","FOSL1",1,"narrow",0.002
"7","SLAMF1",13,"narrow",0.002
"8","NPIPA8",35,"narrow",0.002
"9","PTPN6",21,"narrow",0.002
"10","CSRP1",66,"narrow",0.002
"11","NBEAL2",52,"narrow",0.002
"12","HS6ST2",32,"narrow",0.002
"13","PRDM8",24,"narrow",0.002
"14","GABRR1",49,"narrow",0.002
"15","COX7C",1,"narrow",0.002
"16","CBX5",2,"narrow",0.002
"17","HEMGN",15,"narrow",0.002
"18","TTC23",2,"narrow",0.002
"19","HROB",2,"narrow",0.002
"20","NUDT4",2,"narrow",0.002
"21","HSF4",4,"narrow",0.002
"22","TSC22D1",1,"narrow",0.002
"23","TMEM18",1,"narrow",0.002
"24","ALOXE3",2,"narrow",0.002
"25","L1TD1",3,"narrow",0.002
"26","FERMT1",4,"narrow",0.002
"27","KLK6",99,"narrow",0.002
"28","RTL8B",1,"narrow",0.002
"29","GJA3",6,"narrow",0.002
"30","ZNF738",1,"narrow",0.002
"31","GAREM2",5,"narrow",0.002
"32","TF",147,"narrow",0.002
"33","FUT3",6,"narrow",0.002
"34","ATP1A3",3,"narrow",0.002
"35","RBP4",21,"narrow",0.002
"36","GNG7",8,"narrow",0.002
"37","FGF14",1,"narrow",0.002
"38","CASQ1",1,"narrow",0.002
"39","PIGP",6,"narrow",0.002
"40","SPCS3",1,"narrow",0.002
"41","ATP6V1G2",32,"narrow",0.002
"42","CD247",12,"narrow",0.002
"43","CLDN10",76,"narrow",0.002
"44","WNT9B",1,"narrow",0.002
"45","NOCT",5,"narrow",0.002
"46","NUDT6",3,"narrow",0.002
"47","DOK6",6,"narrow",0.002
"48","MAP2K1",1,"narrow",0.002
"49","CNBP",2,"narrow",0.002
"50","TMEM101",4,"narrow",0.002
"51","TGM5",2,"narrow",0.002
"52","MUTYH",3,"narrow",0.002
"53","AHNAK",1,"narrow",0.002
"54","ZNF560",42,"narrow",0.002
"55","BTBD10",1,"narrow",0.002
"56","CD19",13,"narrow",0.002
"57","RPS6KA1",8,"narrow",0.002
"58","PTGER3",6,"narrow",0.002
"59","CLDN11",2,"narrow",0.002
"60","SAA1",35,"narrow",0.002
"61","KRT4",1,"narrow",0.002
"62","ATP8A2",5,"narrow",0.002
"63","ARRDC5",2,"narrow",0.002
"64","SCNN1A",5,"narrow",0.002
"65","FZD9",1,"narrow",0.002
"66","SBF1",5,"narrow",0.002
"67","SMIM24",2,"narrow",0.002
"68","DUSP8",18,"narrow",0.002
"69","BORCS7",2,"narrow",0.002
"70","MGAM2",1,"narrow",0.002
"71","RPAP2",1,"narrow",0.002
"72","TLCD2",4,"narrow",0.002
"73","RAB2A",2,"narrow",0.002
"74","GNG10",2,"narrow",0.002
"75","CCNI",13,"narrow",0.002
"76","LHFPL2",7,"narrow",0.002
"77","DPY30",1,"narrow",0.002
"78","PIANP",1,"narrow",0.002
"79","CPXM2",6,"narrow",0.002
"80","ZNF711",7,"narrow",0.002
"81","CHRM1",3,"narrow",0.002
"82","FMNL1",16,"narrow",0.002
"83","SLPI",19,"narrow",0.002
"84","VTI1B",3,"narrow",0.002
"85","ITIH1",25,"narrow",0.002
"86","ZNF696",1,"narrow",0.002
"87","NDUFC1",6,"narrow",0.002
"88","CD5L",1,"narrow",0.002
"89","IGFBPL1",4,"narrow",0.002
"90","RASA4",2,"narrow",0.002
"91","FOLR1",8,"narrow",0.002
"92","USP6",2,"narrow",0.002
"93","PPP2CB",2,"narrow",0.002
"94","ADAM21",1,"narrow",0.002
"95","MSANTD4",1,"narrow",0.002
"96","RUNDC3B",1,"narrow",0.002
"97","MOK",6,"narrow",0.002
"98","HBA2",42,"narrow",0.002
"99","NRXN3",1,"narrow",0.002
"100","WDR62",1,"narrow",0.002
"101","KRT8",1,"narrow",0.002
"102","ENDOD1",1,"narrow",0.002
"103","LAYN",1,"narrow",0.002
"104","RPS13",3,"narrow",0.002
"105","HS3ST1",2,"narrow",0.002
"106","CALML3",23,"narrow",0.002
"107","STYK1",5,"narrow",0.002
"108","ZNF577",1,"narrow",0.002
"109","TDRD12",20,"narrow",0.002
"110","GUCD1",3,"narrow",0.002
"111","OGFR",5,"narrow",0.002
"112","SH3BGRL",3,"narrow",0.002
"113","MAB21L4",8,"narrow",0.002
"114","SLC8A2",2,"narrow",0.002
"115","PDGFA",2,"narrow",0.002
"116","MREG",1,"narrow",0.002
"117","RNF114",2,"narrow",0.002
"118","CZIB",1,"narrow",0.002
"119","NARS2",4,"narrow",0.002
"120","TMED3",1,"narrow",0.002
"121","KBTBD3",4,"narrow",0.002
"122","TERT",1,"narrow",0.002
"123","MYO16",2,"narrow",0.002
"124","MYRIP",1,"narrow",0.002
"125","RIT1",1,"narrow",0.002
"126","VXN",3,"narrow",0.002
"127","SULT2B1",14,"narrow",0.002
"128","ZBED3",1,"narrow",0.002
"129","INHBC",1,"narrow",0.002
"130","DERL2",15,"narrow",0.002
"131","ZNF143",2,"narrow",0.002
"132","ZADH2",2,"narrow",0.002
"133","HIPK1",30,"narrow",0.002
"134","PIK3CD",123,"narrow",0.002
"135","PINLYP",1,"narrow",0.002
"136","TIMM22",5,"narrow",0.002
"137","GLOD4",10,"narrow",0.002
"138","C19orf48",9,"narrow",0.002
"139","RNF34",2,"narrow",0.002
"140","SULT4A1",5,"narrow",0.002
"141","MTSS2",20,"narrow",0.002
"142","HACD2",2,"narrow",0.002
"143","DYNLT3",1,"narrow",0.002
