"","Gene","Count","Thresh.Name","Thresh.Value"
"1","ADIPOQ",2,"narrow",0.002
"2","BCAN",3,"narrow",0.002
"3","HIGD1A",26,"narrow",0.002
"4","NKD1",3,"narrow",0.002
"5","SLC16A6",9,"narrow",0.002
"6","PAGE5",1,"narrow",0.002
"7","TNFRSF11B",3,"narrow",0.002
"8","BIN1",1,"narrow",0.002
"9","FAM83F",1,"narrow",0.002
"10","NINL",1,"narrow",0.002
"11","ZNF334",1,"narrow",0.002
"12","KLF5",1,"narrow",0.002
"13","TNS4",1,"narrow",0.002
"14","CSAG2",22,"narrow",0.002
"15","PIK3C2G",22,"narrow",0.002
"16","SCNN1A",1,"narrow",0.002
"17","DLG5",1,"narrow",0.002
"18","TBC1D3",13,"narrow",0.002
"19","HOXD13",1,"narrow",0.002
"20","HORMAD1",1,"narrow",0.002
"21","SHPK",1,"narrow",0.002
"22","NPAS3",60,"narrow",0.002
"23","PERP",1,"narrow",0.002
"24","SSX2B",8,"narrow",0.002
"25","ATP13A4",25,"narrow",0.002
"26","LHCGR",2,"narrow",0.002
"27","DMP1",1,"narrow",0.002
"28","MYH7",2,"narrow",0.002
"29","MAGEA4",2,"narrow",0.002
"30","LTF",7,"narrow",0.002
"31","SLC15A1",67,"narrow",0.002
"32","CYP26A1",12,"narrow",0.002
"33","ADGRG2",5,"narrow",0.002
"34","TACSTD2",1,"narrow",0.002
"35","OLFM3",2,"narrow",0.002
"36","SERPINB9",2,"narrow",0.002
"37","MEGF10",22,"narrow",0.002
"38","WDR64",1,"narrow",0.002
"39","KCNU1",153,"narrow",0.002
"40","LRRTM4",12,"narrow",0.002
"41","SLC24A4",136,"narrow",0.002
"42","MRGPRX3",5,"narrow",0.002
"43","SPATA31A7",1,"narrow",0.002
"44","MYZAP",3,"narrow",0.002
"45","ELOVL7",1,"narrow",0.002
"46","LAD1",9,"narrow",0.002
"47","GRHL1",23,"narrow",0.002
"48","S100A8",15,"narrow",0.002
"49","PSG6",1,"narrow",0.002
"50","ATP6V1C2",2,"narrow",0.002
"51","SALL4",6,"narrow",0.002
"52","SYTL5",5,"narrow",0.002
"53","DNASE2B",5,"narrow",0.002
"54","OR11H12",1,"narrow",0.002
"55","HCN1",2,"narrow",0.002
"56","SLC10A6",11,"narrow",0.002
"57","CSAG3",8,"narrow",0.002
"58","POTEE",1,"narrow",0.002
"59","PLPPR4",83,"narrow",0.002
"60","ANKRD7",1,"narrow",0.002
"61","LYPD6",1,"narrow",0.002
"62","HAPLN1",1,"narrow",0.002
"63","LARGE2",4,"narrow",0.002
"64","MAGEC2",1,"narrow",0.002
"65","HS3ST2",1,"narrow",0.002
"66","MYOC",27,"narrow",0.002
"67","NEBL",15,"narrow",0.002
"68","ARHGDIG",1,"narrow",0.002
"69","GRIK3",3,"narrow",0.002
"70","CISD1",1,"narrow",0.002
"71","MAGEC1",21,"narrow",0.002
"72","ZC3H11B",48,"narrow",0.002
"73","SLCO1A2",2,"narrow",0.002
"74","HOXB13",1,"narrow",0.002
"75","APCDD1",43,"narrow",0.002
"76","ABHD6",1,"narrow",0.002
"77","HMGA2",1,"narrow",0.002
"78","THEM5",9,"narrow",0.002
"79","PRKG2",1,"narrow",0.002
"80","MS4A8",5,"narrow",0.002
"81","TEX15",6,"narrow",0.002
"82","CFAP161",1,"narrow",0.002
"83","TF",4,"narrow",0.002
"84","MAGEA1",7,"narrow",0.002
"85","CFHR4",1,"narrow",0.002
"86","HHATL",2,"narrow",0.002
"87","LAMC2",6,"narrow",0.002
"88","CHMP4C",5,"narrow",0.002
"89","WNK4",1,"narrow",0.002
"90","DUOX1",4,"narrow",0.002
"91","MS4A15",3,"narrow",0.002
"92","TRIM48",3,"narrow",0.002
"93","CRB1",6,"narrow",0.002
"94","KCNIP1",1,"narrow",0.002
"95","MAGEB2",2,"narrow",0.002
"96","SALL1",1,"narrow",0.002
"97","LRRC36",1,"narrow",0.002
"98","MAGED4",2,"narrow",0.002
"99","SLC34A2",4,"narrow",0.002
"100","TMEM132D",2,"narrow",0.002
"101","ASB13",3,"narrow",0.002
"102","CTCFL",1,"narrow",0.002
"103","PSG4",7,"narrow",0.002
"104","SLCO6A1",4,"narrow",0.002
"105","SPTA1",14,"narrow",0.002
"106","MPP7",18,"narrow",0.002
"107","KRT15",3,"narrow",0.002
"108","MOG",1,"narrow",0.002
"109","DAZ3",4,"narrow",0.002
"110","CTAG1A",40,"narrow",0.002
"111","CSAG1",5,"narrow",0.002
"112","SYNPR",1,"narrow",0.002
"113","HTR2C",22,"narrow",0.002
"114","EHF",2,"narrow",0.002
"115","KRT23",13,"narrow",0.002
"116","PAGE2",1,"narrow",0.002
"117","GRIN2B",6,"narrow",0.002
"118","MAG",2,"narrow",0.002
"119","TBC1D1",1,"narrow",0.002
"120","CTAG2",1,"narrow",0.002
"121","TSPY4",5,"narrow",0.002
"122","GAN",2,"narrow",0.002
"123","SCIN",21,"narrow",0.002
"124","TCF7L1",4,"narrow",0.002
"125","RAB27B",1,"narrow",0.002
"126","TBC1D3C",1,"narrow",0.002
"127","SERPINA5",3,"narrow",0.002
"128","DUOX2",5,"narrow",0.002
"129","CEACAM6",10,"narrow",0.002
"130","GLTP",4,"narrow",0.002
"131","MYL2",1,"narrow",0.002
"132","PSG11",16,"narrow",0.002
"133","ARL6IP1",1,"narrow",0.002
"134","RALYL",1,"narrow",0.002
"135","TDRD9",4,"narrow",0.002
"136","ADCY10",1,"narrow",0.002
"137","ATXN3L",2,"narrow",0.002
"138","RDH8",6,"narrow",0.002
"139","IRF6",2,"narrow",0.002
"140","MAGEA2",2,"narrow",0.002
"141","MORC1",1,"narrow",0.002
"142","GSTO2",1,"narrow",0.002
"143","POTEF",2,"narrow",0.002
"144","KCTD14",2,"narrow",0.002
"145","TMEM45B",11,"narrow",0.002
"146","OR8A1",1,"narrow",0.002
"147","MUCL1",1,"narrow",0.002
"148","MAGEA11",1,"narrow",0.002
"149","KCNH5",20,"narrow",0.002
"150","MAGEA3",1,"narrow",0.002
"151","PSG7",23,"narrow",0.002
"152","MAGEA6",5,"narrow",0.002
"153","SPTSSB",1,"narrow",0.002
"154","IP6K3",4,"narrow",0.002
"155","TMEFF1",2,"narrow",0.002
"156","PSG1",3,"narrow",0.002
"157","KLC3",1,"narrow",0.002
"158","UGT2B7",1,"narrow",0.002
"159","GATA4",14,"narrow",0.002
"160","ELOVL4",4,"narrow",0.002
"161","GABRG2",9,"narrow",0.002
"162","GABRA3",1,"narrow",0.002
"163","SCN8A",1,"narrow",0.002
"164","PSG3",2,"narrow",0.002
"165","TDRD12",2,"narrow",0.002
"166","AADACL2",7,"narrow",0.002
"167","CST6",18,"narrow",0.002
"168","ILDR2",1,"narrow",0.002
"169","EYA1",2,"narrow",0.002
"170","POTEM",1,"narrow",0.002
"171","CNFN",1,"narrow",0.002
"172","ADIPOQ",2,"very.tight",0.005
"173","PSG5",5,"very.tight",0.005
"174","COL11A2",1,"very.tight",0.005
"175","BCAN",4,"very.tight",0.005
"176","HIGD1A",37,"very.tight",0.005
"177","KRT17",2,"very.tight",0.005
"178","NKD1",4,"very.tight",0.005
"179","SLC16A6",12,"very.tight",0.005
"180","CNR1",2,"very.tight",0.005
"181","PAGE5",3,"very.tight",0.005
"182","TNFRSF11B",4,"very.tight",0.005
"183","BIN1",1,"very.tight",0.005
"184","COL9A1",1,"very.tight",0.005
"185","FAM83F",1,"very.tight",0.005
"186","NINL",3,"very.tight",0.005
"187","ZNF334",2,"very.tight",0.005
"188","KLF5",4,"very.tight",0.005
"189","TNS4",1,"very.tight",0.005
"190","BAAT",2,"very.tight",0.005
"191","CSAG2",33,"very.tight",0.005
"192","C5orf63",1,"very.tight",0.005
"193","PIK3C2G",40,"very.tight",0.005
"194","ERVV-1",2,"very.tight",0.005
"195","TBX22",1,"very.tight",0.005
"196","SCNN1A",1,"very.tight",0.005
"197","DLG5",1,"very.tight",0.005
"198","TBC1D3",13,"very.tight",0.005
"199","HOXD13",1,"very.tight",0.005
"200","HORMAD1",2,"very.tight",0.005
"201","LGI4",1,"very.tight",0.005
"202","CCDC169",1,"very.tight",0.005
"203","SHPK",1,"very.tight",0.005
"204","NPAS3",91,"very.tight",0.005
"205","DHRS2",1,"very.tight",0.005
"206","PERP",5,"very.tight",0.005
"207","ATP2B2",1,"very.tight",0.005
"208","SSX2B",8,"very.tight",0.005
"209","IL13RA2",1,"very.tight",0.005
"210","DAGLA",2,"very.tight",0.005
"211","BTBD11",2,"very.tight",0.005
"212","ATP13A4",38,"very.tight",0.005
"213","LHCGR",4,"very.tight",0.005
"214","SLAMF1",1,"very.tight",0.005
"215","DMP1",3,"very.tight",0.005
"216","MYH7",2,"very.tight",0.005
"217","MAGEA4",10,"very.tight",0.005
"218","LTF",19,"very.tight",0.005
"219","SLC15A1",87,"very.tight",0.005
"220","HBB",1,"very.tight",0.005
"221","CYP26A1",17,"very.tight",0.005
"222","ADGRG2",5,"very.tight",0.005
"223","LMO1",2,"very.tight",0.005
"224","TACSTD2",2,"very.tight",0.005
"225","OLFM3",2,"very.tight",0.005
"226","SERPINB9",4,"very.tight",0.005
"227","PNMA8A",1,"very.tight",0.005
"228","CAMSAP3",1,"very.tight",0.005
"229","MEGF10",43,"very.tight",0.005
"230","SLC5A1",1,"very.tight",0.005
"231","WDR64",2,"very.tight",0.005
"232","KCNU1",167,"very.tight",0.005
"233","LRRTM4",21,"very.tight",0.005
"234","SLC24A4",136,"very.tight",0.005
"235","MRGPRX3",7,"very.tight",0.005
"236","SPATA31A7",1,"very.tight",0.005
"237","MYZAP",3,"very.tight",0.005
"238","CFHR1",1,"very.tight",0.005
"239","ELOVL7",1,"very.tight",0.005
"240","LAD1",14,"very.tight",0.005
"241","GRHL1",42,"very.tight",0.005
"242","S100A8",23,"very.tight",0.005
"243","ITGB4",1,"very.tight",0.005
"244","POTEG",2,"very.tight",0.005
"245","KLRC2",1,"very.tight",0.005
"246","PSG6",2,"very.tight",0.005
"247","SLC18A1",1,"very.tight",0.005
"248","APBA2",1,"very.tight",0.005
"249","COL4A6",1,"very.tight",0.005
"250","ATP6V1C2",3,"very.tight",0.005
"251","SALL4",11,"very.tight",0.005
